,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,trailingPretaxIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,annualNetIncome,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyBasicAverageShares,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyEndCashPosition,annualCurrentAssets,quarterlyInventory,annualNetPPE,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualCommonStockIssuance,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyBasicEPS,annualOtherIncomeExpense,annualGrossPPE,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyTotalRevenue,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,annualTotalRevenue,annualBasicEPS,annualStockBasedCompensation,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyStockBasedCompensation,annualDeferredIncomeTax,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangeInAccountPayable,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
599529600,192700000.0,,267400000.0,,,150400000.0,0.0,,,74700000.0,250700000.0,,,,150400000.0,,,55800000.0,0.0,8200000.0,20700000.0,,448300000.0,4700000.0,,448300000.0,,382200000.0,197600000.0,30500000.0,148800000.0,,,53600000.0,,,,,13700000.0,,293960163.0,,,66500000.0,,,267400000.0,,,,,,180900000.0,,,4700000.0,293960163.0,,116100000.0,,,30200000.0,148800000.0,,,,,,250700000.0,59800000.0,131100000.0,30500000.0,,,74700000.0,66500000.0,0.0,,,,,,192700000.0,,,,,74700000.0,,,,,13700000.0,,66500000.0,,,,116100000.0,,,180900000.0,,-102700000.0,,,4700000.0,,0.0,,15100000.0,233800000.0,197600000.0,,,,,8200000.0,116100000.0,63600000.0,116100000.0,,,,,,,30200000.0,-340500000.0,,,,0.103756,,,,,,0.0,126400000.0,,233800000.0,84700000.0,,,35100000.0,,,,,13000000.0,66500000.0,,,,,,,,520500000.0,0.103756,,,,131100000.0,,,,,,,-102700000.0,,138300000.0,,,-340500000.0,59800000.0,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,0.038538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297364317.0,,,,11300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038538,,,,,,,,,,,,,,,,,,,144100000.0,,,,,,,,,,,144100000.0,,,,,,,,,,,,,,297364317.0,,,,,,,,,,,,,,,,,,,,,,,144100000.0,,,,,,,,,,,,,,,,,,,,
615168000,192400000.0,,,,,150400000.0,,,,80900000.0,267400000.0,,0.035573,,,17600000.0,,,,,,,,,,464500000.0,10900000.0,,197100000.0,,,,,,,,,,17600000.0,,,,,68800000.0,,,273300000.0,,,,39000000.0,306409295.0,,,,10900000.0,,,,,10900000.0,31200000.0,143600000.0,,,700000.0,,,,66000000.0,,,,,,,,,106200000.0,,,,,,,,,,,,,17700000.0,,21900000.0,,,,,,,,191200000.0,,-107800000.0,,,78300000.0,,,0.035573,,,,,,,,9000000.0,46500000.0,,46500000.0,,,,,,,,17100000.0,,,,,30500000.0,,,,,,145200000.0,,236100000.0,,,,,,,,,,41400000.0,,306409295.0,,,,,6800000.0,,,,,,128300000.0,,,,,,,,,,,,21400000.0,,,,,,,,,,,,,,,,,,,,
623116800,245000000.0,,,,6600000.0,150400000.0,,,,99500000.0,291900000.0,,0.029644,,,16700000.0,,,,,,,,,,537900000.0,8800000.0,,246000000.0,,,,,,,,,4600000.0,19400000.0,,,,,98400000.0,,,344500000.0,,,,33500000.0,296851574.0,,,100000.0,8800000.0,,,,,8800000.0,32500000.0,193100000.0,-48200000.0,,1300000.0,,0.0,,104600000.0,,,,,,,,,113100000.0,-6900000.0,,,,,0.0,,,,,,,13500000.0,,21300000.0,,-96900000.0,,,,,,193400000.0,,-111000000.0,,,31600000.0,,,0.029644,,,,48200000.0,,,,9200000.0,53500000.0,,53500000.0,,,,,,,,12200000.0,,,,,35800000.0,,,,,,146600000.0,,258600000.0,,,-5900000.0,,,42700000.0,12500000.0,,,54500000.0,,296851574.0,,,,,4700000.0,,,,,,147600000.0,,,,,,,,-900000.0,,,7100000.0,16800000.0,,,,,,,,,,,,,,,,,,,,
631065600,267200000.0,,368400000.0,800000.0,23500000.0,161200000.0,34400000.0,,,101200000.0,316200000.0,,,,161200000.0,15600000.0,-83400000.0,60700000.0,0.0,9900000.0,22400000.0,,563300000.0,35500000.0,,563300000.0,7300000.0,436300000.0,247100000.0,38300000.0,219600000.0,-27400000.0,,60100000.0,39100000.0,,,12200000.0,17800000.0,,297006669.0,,,94100000.0,,,368400000.0,76000000.0,-3900000.0,,40700000.0,,194900000.0,,400000.0,7300000.0,297006669.0,25300000.0,84400000.0,,7300000.0,29800000.0,219600000.0,-22900000.0,,13700000.0,,0.0,316200000.0,105600000.0,153000000.0,38300000.0,,,101200000.0,94100000.0,60100000.0,,111300000.0,-7100000.0,,,267200000.0,,0.0,,,85400000.0,,,,11500000.0,17800000.0,27800000.0,52200000.0,15500000.0,,,84400000.0,,75000000.0,194900000.0,,-114900000.0,47900000.0,,35500000.0,,9500000.0,,15700000.0,267900000.0,247100000.0,-11900000.0,,,,9900000.0,84400000.0,66100000.0,84400000.0,,,,,,,29800000.0,12900000.0,,,,0.128953,39100000.0,-25700000.0,,,,-33100000.0,152000000.0,-1000000.0,267900000.0,91400000.0,,-9600000.0,38300000.0,,20600000.0,33100000.0,,15200000.0,52200000.0,,,,,,,4200000.0,587800000.0,0.128953,,,,153000000.0,,-400000.0,,2800000.0,,,-114900000.0,13200000.0,151500000.0,,30900000.0,25100000.0,105600000.0,,,,,,,,,,,,,,,,,,,
638841600,263600000.0,,,,7900000.0,161200000.0,,,,108200000.0,323700000.0,,0.032609,,,17200000.0,,,,,,,,,,569500000.0,9800000.0,,245800000.0,,,,,,,,,5400000.0,18200000.0,,,,,90900000.0,,,371800000.0,,,,41400000.0,300531552.0,,,0.0,9800000.0,,,,,9800000.0,30500000.0,214900000.0,-5200000.0,,100000.0,,0.0,,103300000.0,,,,,,,,,127500000.0,-7100000.0,,,,,84400000.0,,,,,,,16000000.0,,22600000.0,,600000.0,,,,,,197700000.0,,-119600000.0,,,34500000.0,,,0.032609,,,,1600000.0,,,,9900000.0,82800000.0,,82800000.0,2900000.0,,,,,,,18800000.0,,,,,41600000.0,,,,,,168900000.0,,274500000.0,,,-7400000.0,,,-11900000.0,15300000.0,,,56700000.0,,300531552.0,,,,,6200000.0,,,,,,154900000.0,,,,,,,,100000.0,,,-1800000.0,24200000.0,,,,,,,,,,,,,,,,,,,,
646704000,255800000.0,,,,19300000.0,161200000.0,,,,109200000.0,319500000.0,,0.035573,,,16200000.0,,,,,,,,,,566600000.0,10500000.0,,247100000.0,,,,,,,,,5000000.0,18600000.0,,,,,94000000.0,,,365000000.0,,,,38800000.0,295164918.0,,,200000.0,10500000.0,,,,,10500000.0,30500000.0,206700000.0,-31100000.0,,0.0,,0.0,,102500000.0,,,,,,,,,118800000.0,-7100000.0,,,,,0.0,,,,,,,16300000.0,,21200000.0,,11100000.0,,,,,,201600000.0,,-119500000.0,,,62300000.0,,,0.035573,,,,,,,,8900000.0,68600000.0,,68600000.0,1300000.0,,,,,,,17600000.0,,,,,42300000.0,,,,,,157600000.0,,272600000.0,,,-13400000.0,,,-15700000.0,32700000.0,,,58000000.0,,295164918.0,,,,,5800000.0,,,,,,153100000.0,,,,,,,,17300000.0,,,-14000000.0,22600000.0,,,,,,,,,,,,,,,,,,,,
654652800,282300000.0,,,,-200000.0,612800000.0,,,,129700000.0,316900000.0,,0.029644,,,17200000.0,,,,,,,,,,612800000.0,8800000.0,,295900000.0,,,,,,,,,6200000.0,22600000.0,,,-1100000.0,,99800000.0,,,412000000.0,,,,40200000.0,296851574.0,,,-1100000.0,8800000.0,,,,,8800000.0,34400000.0,225300000.0,-23100000.0,,-100000.0,,0.0,,103700000.0,,,,,,,,,125000000.0,-7000000.0,,,,,0.0,,,,,,,13000000.0,,23400000.0,,-13400000.0,,,,,,200800000.0,,-125900000.0,,,64500000.0,,,0.029644,,,,,,,,22600000.0,40500000.0,,40500000.0,3700000.0,,,,,,,16800000.0,,,,,53100000.0,,,,,,165200000.0,,322000000.0,,,-8600000.0,,,-13300000.0,8400000.0,,,54000000.0,,296851574.0,,,,,4200000.0,,,,,,196100000.0,,,,,,,,-6700000.0,,,-28100000.0,23000000.0,,,,,,,,,,,,,,,,,,,,
662601600,282600000.0,,415800000.0,13300000.0,24100000.0,170400000.0,51100000.0,,,133200000.0,317700000.0,,,,170400000.0,18900000.0,-6000000.0,56600000.0,0.0,24300000.0,19300000.0,,615200000.0,28600000.0,,615200000.0,8200000.0,489300000.0,297500000.0,37300000.0,223700000.0,-28200000.0,,68300000.0,53700000.0,,,16900000.0,25700000.0,,296057853.0,,,96800000.0,,,415800000.0,7400000.0,1900000.0,,51000000.0,,199400000.0,-5700000.0,-900000.0,8200000.0,296057853.0,33500000.0,86900000.0,,8200000.0,33200000.0,223700000.0,25100000.0,,9100000.0,,0.0,317700000.0,102600000.0,200700000.0,37300000.0,,,133200000.0,96800000.0,86800000.0,,118000000.0,-7000000.0,,,282600000.0,,0.0,,,101800000.0,,,,11400000.0,25700000.0,35800000.0,55200000.0,-4300000.0,,,86900000.0,,2500000.0,199400000.0,,-131500000.0,-50100000.0,,28600000.0,,84400000.0,,9100000.0,332200000.0,297500000.0,,,,,24300000.0,86900000.0,69600000.0,86900000.0,12900000.0,,,,,,33200000.0,15200000.0,,,,0.125989,53700000.0,-35700000.0,,,,-34300000.0,169000000.0,11000000.0,332200000.0,103100000.0,,-6300000.0,37300000.0,,-9200000.0,30400000.0,,20800000.0,55200000.0,,,,,,,3200000.0,660700000.0,0.125989,,,,200700000.0,,800000.0,,-1800000.0,,,-131500000.0,-8800000.0,171400000.0,-2100000.0,46400000.0,32100000.0,102600000.0,,,,,,,,,,,,,,,,,,,
670377600,277200000.0,,,,400000.0,172000000.0,,,,124200000.0,309800000.0,,0.029644,,,18700000.0,,,,,,,,,,599600000.0,8600000.0,,289800000.0,,,,,,,,,7000000.0,25000000.0,,,-34000000.0,,98300000.0,,,401400000.0,,,,43200000.0,290104948.0,,,300000.0,8600000.0,,,,,8600000.0,35300000.0,216900000.0,-35000000.0,,-3800000.0,,0.0,,100800000.0,,,,,,,,,136000000.0,-7000000.0,,,,,86900000.0,,,,,,,13600000.0,,25700000.0,,0.0,,,,,,198200000.0,,-137400000.0,,,57000000.0,,,0.029644,,,,2300000.0,,,,17900000.0,39300000.0,,39300000.0,,,,,-11900000.0,,,17500000.0,,,,,48300000.0,,,,,,179200000.0,,328900000.0,,,-3300000.0,,,-16300000.0,3700000.0,,,58000000.0,,290104948.0,,,,,5000000.0,,,,,,191500000.0,,,,,,,,,,,-47500000.0,24500000.0,,,,,,,,,,,,,,,,,,,,
678240000,276900000.0,,,,26300000.0,174400000.0,,,,129500000.0,311700000.0,,0.031127,,,20200000.0,,,,,,,,,,603500000.0,9500000.0,,291800000.0,,,,,,,,,7200000.0,22000000.0,,,-10000000.0,,105800000.0,,,406400000.0,,,,42500000.0,305204541.0,,,200000.0,9500000.0,,,,,9500000.0,37200000.0,217700000.0,-11600000.0,,4100000.0,,0.0,,95000000.0,,,,,,,,,139600000.0,-7100000.0,,,,,0.0,,,,,,,13700000.0,,27300000.0,,1400000.0,,,,,,197100000.0,,-143200000.0,,,56300000.0,,,0.031127,,,,2000000.0,,,,16500000.0,48400000.0,,48400000.0,5600000.0,,,,14600000.0,,,15200000.0,,,,,47000000.0,,,,,,182100000.0,,329200000.0,,,-5000000.0,,,-10600000.0,31300000.0,,,66000000.0,,305204541.0,,,,,4200000.0,,,,,,186000000.0,,,,,,,,,,,9000000.0,22400000.0,,,,,,,,,,,,,,,,,,,,
686188800,271600000.0,,,,12100000.0,176400000.0,,,,122500000.0,300200000.0,,0.032609,,,17600000.0,,,,,,,,,,597200000.0,9500000.0,,297000000.0,,,,,,,,,7000000.0,23300000.0,,,1600000.0,,108700000.0,,,394100000.0,,,,40300000.0,291331607.0,,,300000.0,9500000.0,,,,,9500000.0,37600000.0,210700000.0,-2200000.0,,2500000.0,,0.0,,86600000.0,,,,,,,,,130200000.0,-7400000.0,,,,,0.0,,,,,,,12700000.0,,24700000.0,,-1400000.0,,,,,,203100000.0,,-152300000.0,,,49900000.0,,,0.032609,,,,,,,,21400000.0,52700000.0,,52700000.0,5500000.0,,,,600000.0,,,15600000.0,,,,,45400000.0,,,,,,170500000.0,,340600000.0,,,-4900000.0,,,-10600000.0,17000000.0,,,55700000.0,,291331607.0,,,,,3200000.0,,,,,,188300000.0,,,,,,,,,,,4300000.0,22700000.0,,,,,,,,,,,,,,,,,,,,
694137600,263300000.0,,401000000.0,5900000.0,25600000.0,179400000.0,64400000.0,,,137700000.0,319100000.0,,,,179400000.0,17500000.0,-3100000.0,52400000.0,0.0,16100000.0,14400000.0,,612500000.0,77300000.0,,612500000.0,10400000.0,538300000.0,293400000.0,38000000.0,204800000.0,-29000000.0,,66300000.0,59700000.0,,,15300000.0,22400000.0,,294680246.0,-23200000.0,,99300000.0,,,401000000.0,9800000.0,-100000.0,,50900000.0,,211500000.0,,0.0,10400000.0,294680246.0,36500000.0,34900000.0,,10400000.0,36100000.0,204800000.0,-28900000.0,,-300000.0,,0.0,319100000.0,94400000.0,194100000.0,38000000.0,,,137700000.0,99300000.0,83200000.0,,132500000.0,-7500000.0,,,263300000.0,,0.0,,,102800000.0,,,,12300000.0,22400000.0,32800000.0,61900000.0,-3100000.0,,,34900000.0,,-52000000.0,211500000.0,,-157800000.0,-57600000.0,,77300000.0,,86900000.0,,8200000.0,351900000.0,293400000.0,,,,,16100000.0,34900000.0,74000000.0,34900000.0,5400000.0,,,,2600000.0,,36100000.0,18100000.0,,,,0.128953,59700000.0,-18800000.0,,,,-77700000.0,183400000.0,10300000.0,351900000.0,110500000.0,,-5600000.0,38000000.0,,-20100000.0,31200000.0,,22100000.0,61900000.0,,,-65600000.0,,,,1900000.0,715100000.0,0.128953,,,,194100000.0,,2900000.0,,800000.0,,,-157800000.0,0.0,176800000.0,,-17800000.0,33400000.0,94400000.0,,,,,,,,,,,,,,,,,,,
702000000,263500000.0,,,,7700000.0,183200000.0,,,,146500000.0,332600000.0,,0.038538,,,20200000.0,,,,,,,,,,620600000.0,11300000.0,,288000000.0,,,,,,,,,7300000.0,22500000.0,,,-5600000.0,,100000.0,,,410000000.0,,,,49000000.0,293218775.0,,,500000.0,11300000.0,,,,,11300000.0,37200000.0,203800000.0,8800000.0,,1500000.0,,0.0,,100900000.0,,,,,,,,,147800000.0,-7500000.0,,,,,34900000.0,,,,,,94700000.0,17800000.0,,27500000.0,,0.0,,,,,,210600000.0,,-163900000.0,,,61800000.0,,,0.038538,,,,18200000.0,,,,18800000.0,47400000.0,,47400000.0,5100000.0,,,,-7100000.0,,,21500000.0,,,,,57700000.0,,,,,,196800000.0,,357100000.0,,,-3800000.0,,,-7800000.0,11500000.0,,,70000000.0,,293218775.0,,,,,6500000.0,,,,,,193200000.0,,,,,,,,,,,12600000.0,28800000.0,,,,,,,,,,,,,,,,,,,,
709862400,266000000.0,,,,15800000.0,187500000.0,,,,150900000.0,349400000.0,,0.038538,,,19700000.0,,,,,,,,,,638500000.0,11800000.0,,289100000.0,,,,,,,,,7300000.0,23400000.0,,,-100000.0,,100000.0,,,416900000.0,,,,47600000.0,306193057.0,,,1700000.0,11800000.0,,,,,11800000.0,39900000.0,202700000.0,-18100000.0,,1800000.0,,0.0,,104900000.0,,,,,,,,,147700000.0,-7500000.0,,,,,0.0,,,,,,93600000.0,17300000.0,,27000000.0,,400000.0,,,,,,221600000.0,,-171500000.0,,,74500000.0,,,0.038538,,,,-12200000.0,,,,19000000.0,43900000.0,,43900000.0,5100000.0,,,,2900000.0,,,20600000.0,,,,,61100000.0,,,,,,195300000.0,,366900000.0,,,-6200000.0,,,-7500000.0,22000000.0,,,70800000.0,,306193057.0,,,,,5500000.0,,,,,,195400000.0,,,,,,,,,,,-3600000.0,27900000.0,,,,,,,,,,,,,,,,,,,,
717811200,247500000.0,,,,1000000.0,190800000.0,,,,135700000.0,321700000.0,,0.037056,,,19000000.0,,,,,,,,,,605300000.0,10700000.0,,283600000.0,,,,,,,,,7400000.0,18400000.0,,,-3200000.0,,0.0,,,383200000.0,,,,44300000.0,288755622.0,,,500000.0,10700000.0,,,,,10700000.0,41500000.0,187600000.0,-6000000.0,,2400000.0,,0.0,,98600000.0,,,,,,,,,141700000.0,-7500000.0,,,,,0.0,,,,,,91200000.0,15500000.0,,26300000.0,,-400000.0,,,,,,222100000.0,,-177400000.0,,,76800000.0,,,0.037056,,,,3400000.0,,,,22400000.0,25700000.0,,25700000.0,4900000.0,,,,-11300000.0,,,18000000.0,,,,,51700000.0,,,,,,186000000.0,,369800000.0,,,-5800000.0,,,-18900000.0,6800000.0,,,61600000.0,,288755622.0,,,,,4800000.0,,,,,,192400000.0,,,,,,,,,,,-18200000.0,25400000.0,,,,,,,,,,,,,,,,,,,,
725760000,246800000.0,,384400000.0,-4800000.0,30100000.0,193700000.0,54600000.0,,,137600000.0,319500000.0,,,,193700000.0,18800000.0,800000.0,66800000.0,0.0,19700000.0,22400000.0,,594700000.0,62300000.0,,594700000.0,10600000.0,575500000.0,275200000.0,44400000.0,187200000.0,-30000000.0,,79100000.0,55600000.0,,,15300000.0,25200000.0,,296584381.0,-8100000.0,,89200000.0,,,384400000.0,16000000.0,-100000.0,,53200000.0,,210300000.0,,-2800000.0,10600000.0,296584381.0,37300000.0,59100000.0,,10600000.0,34400000.0,187200000.0,3900000.0,,1700000.0,,0.0,319500000.0,91000000.0,186000000.0,44400000.0,,,137600000.0,89200000.0,78600000.0,3400000.0,138300000.0,-7500000.0,,,246800000.0,,0.0,,,116400000.0,,,,16200000.0,25200000.0,34100000.0,62300000.0,800000.0,,,59100000.0,,24300000.0,210300000.0,,-180200000.0,-42900000.0,,62300000.0,,34900000.0,,7300000.0,366200000.0,275200000.0,6600000.0,,,,19700000.0,59100000.0,77700000.0,59100000.0,4600000.0,,,,10700000.0,,34400000.0,19100000.0,,,,0.149704,55600000.0,-24000000.0,,,,-11400000.0,191500000.0,3000000.0,366200000.0,115000000.0,,-8200000.0,44400000.0,,-8700000.0,38300000.0,,19700000.0,62300000.0,,,-17000000.0,,,,5600000.0,769600000.0,0.149704,,,,186000000.0,,1800000.0,,-100000.0,,,-180200000.0,,194100000.0,,33500000.0,34400000.0,91000000.0,,,,,,,,,,,,,,,,,,,
733536000,246000000.0,,,,-8000000.0,192300000.0,,,,138400000.0,311400000.0,,0.020751,,,19800000.0,,,,,,,,,,590700000.0,6100000.0,,279300000.0,,,,,,,,,7300000.0,25300000.0,,,-16300000.0,,93900000.0,,,384400000.0,,,,39600000.0,293960163.0,,,200000.0,6100000.0,,,,,6100000.0,33800000.0,186900000.0,-32700000.0,,1700000.0,,0.0,,91000000.0,,,,,,,,,147500000.0,,,,,,59100000.0,,,,,,,9700000.0,,27100000.0,,-100000.0,,,,,,206300000.0,,-185400000.0,,,78500000.0,,,0.020751,,,,1800000.0,,,,19200000.0,29200000.0,,29200000.0,4600000.0,,,,,,,12500000.0,,,,,55000000.0,,,,,,187100000.0,,370800000.0,,,-18100000.0,,,-7300000.0,10100000.0,,,64200000.0,,293960163.0,,,,,3600000.0,,,,,,185400000.0,,,,,,,,-3300000.0,,,-29900000.0,19800000.0,,,,,,,,,,,,,,,,,,,,
741398400,247600000.0,,,,19200000.0,190900000.0,,,,149800000.0,317500000.0,,0.020751,,,20400000.0,,,,,,,,,,594700000.0,6200000.0,,277200000.0,,,,,,,,,10700000.0,26300000.0,,,-1900000.0,,85400000.0,,,397400000.0,,,,42000000.0,298779182.0,,,800000.0,6200000.0,,,,,6200000.0,34600000.0,186700000.0,-100000.0,,1900000.0,,0.0,,99700000.0,,,,,,,,,144800000.0,,,,,,0.0,,,,,,,10000000.0,,29400000.0,,200000.0,,,,,,197300000.0,,-192700000.0,,,71300000.0,,,0.020751,,,,2300000.0,,,,18400000.0,31700000.0,,31700000.0,4500000.0,,,,,,,12600000.0,,,,,61400000.0,,,,,,186800000.0,,384500000.0,,,-700000.0,,,-17300000.0,19900000.0,,,70000000.0,,298779182.0,,,,,3800000.0,,,,,,191800000.0,,,,,,,,3400000.0,,,2500000.0,23300000.0,,,,,,,,,,,,,,,,,,,,
749347200,233500000.0,,,,-5000000.0,185500000.0,,,,133700000.0,279100000.0,,0.007411,,,19100000.0,,,,,,,,,,558200000.0,2000000.0,,279100000.0,,,,,,,,,8800000.0,26600000.0,,,5200000.0,,85400000.0,,,367200000.0,,,,40500000.0,269865067.0,,,400000.0,2000000.0,,,,,2000000.0,33800000.0,173100000.0,21200000.0,,-2400000.0,,0.0,,96300000.0,,,,,,,,,134500000.0,-7400000.0,,,,,0.0,,,,,,,4100000.0,,29600000.0,,4200000.0,,,,,,191000000.0,,-192700000.0,,,35700000.0,,,0.007411,,,,22200000.0,,,,14600000.0,34200000.0,,34200000.0,4300000.0,,,,-8300000.0,,,10900000.0,,,,,119200000.0,,,,,,175000000.0,,386400000.0,,,-10400000.0,,,-24200000.0,5400000.0,,,-100000.0,,269865067.0,,,,,2100000.0,,,,,,193700000.0,,,,,,,,3400000.0,,0.0,2400000.0,21400000.0,,,,,,,,,,,,,,,,,,,,
757296000,229500000.0,,397400000.0,5800000.0,20800000.0,161300000.0,27000000.0,,,167900000.0,302100000.0,,,,161300000.0,62500000.0,8000000.0,-11200000.0,0.0,14500000.0,-3900000.0,,562700000.0,61600000.0,,562700000.0,-21600000.0,574400000.0,260600000.0,-7300000.0,172400000.0,-25100000.0,,100000.0,54400000.0,,,9100000.0,29200000.0,,289708087.0,-3600000.0,,37800000.0,,,397400000.0,15000000.0,,,32100000.0,,165300000.0,-8900000.0,-1300000.0,-21600000.0,289708087.0,35900000.0,40500000.0,,-21600000.0,27900000.0,172400000.0,-20300000.0,,8700000.0,,0.0,302100000.0,91900000.0,184800000.0,-7300000.0,,,167900000.0,37800000.0,65300000.0,1300000.0,151200000.0,-2600000.0,,,229500000.0,38000000.0,0.0,,,36000000.0,,,38000000.0,-35000000.0,29200000.0,71600000.0,99000000.0,3700000.0,,,40500000.0,,-18700000.0,165300000.0,,-199600000.0,-52000000.0,,61600000.0,,59100000.0,,6300000.0,384400000.0,260600000.0,-11300000.0,,,,14500000.0,40500000.0,121800000.0,40500000.0,4200000.0,,,,15000000.0,,27900000.0,-39500000.0,,,,-0.025198,54400000.0,-38300000.0,,,,-31900000.0,183300000.0,-1000000.0,384400000.0,157700000.0,,-9100000.0,-7300000.0,,-3200000.0,29900000.0,,17600000.0,99000000.0,,,-16600000.0,,,,-13400000.0,732200000.0,-0.025198,,,,184800000.0,,-20000000.0,,100000.0,,,-199600000.0,,157800000.0,0.0,6300000.0,-30400000.0,91900000.0,,,,,,,,,,,,,,,,,,,
