,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualLongTermDebt,annualStockholdersEquity,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualGrossProfit,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualDilutedEPS,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,trailingRepaymentOfDebt,quarterlyCapitalStock,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualBasicEPS,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyBasicAverageShares,annualDilutedAverageShares,annualInterestExpense,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualOtherIntangibleAssets,trailingBasicAverageShares,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyGoodwill
765072000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437557689052.0,,,,,,,,,,,,,32749881696.0,,32749881696.0,,32749881696.0,,,,,,,,,,,17.44198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437557689052.0,,,,,,,,,,,,2437557689052.0,,,,17.44198,,,,,,,,,1877647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,4693950865455.0,2820160448878.0,,,,136112614671.0,4221046402535.0,,1975675537127.0,9354894889441.0,,2353211589623.0,,762346801039.0,,,13998129606.0,,123728896637.0,4795835986005.0,1975675537127.0,0.0,4955603667795.0,,,,2042211562297.0,944086230565.0,247664516707.0,125707535210.0,-70660038194.0,249436431847.0,,7685465352344.0,,125707535210.0,1075739525467.0,291499728476.0,9649554533250.0,27447630134.0,,27447630134.0,2324821571491.0,27447630134.0,,4795835986005.0,1073701823056.0,301373233395.0,2324821571491.0,1674302303732.0,4825712444060.0,4693950865455.0,,,,9649554533250.0,2353211589623.0,,2820160448878.0,,4221046402535.0,,,125707535210.0,398907317879.0,,459615099370.0,,,,,1674302303732.0,,,,82177486604.0,,,,,,1669429537097.0,161736476390.0,2630782096304.0,,,944086230565.0,621223604111.0,944086230565.0,944086230565.0,,66.939016,4955603667795.0,595727714041.0,4825712444060.0,,,1877941176.0,,117832356810.0,,,,-8052369914.0,,,66.939016,,,,1525815815.0,,,1075739525467.0,-3474440114323.0,6105222210627.0,,301373233395.0,1053374018811.0,,,,,,6105222210627.0,-840212627469.0,,1533316922426.0,,,,,,,-3474440114323.0,,-840330755145.0,-329723875635.0,,,,,-7176570712473.0,982074122372.0,,,,,762346801039.0,,,,,,-7176570712473.0,-109277944273.0,5335433366.0,2630782096304.0,,982074122372.0,,,398907317879.0,,,,,,1877941176.0,46315892965.0,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158464497825.0,,,,,,,,,,,,,51318559110.0,,51318559110.0,,51318559110.0,,,,,,,,,,,26.697516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922222222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158464497825.0,,,,,,,,,,,,3158464497825.0,,,,26.697516,,,,,,,,,1922222222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179244052350.0,,,,,,,,,,,,,51656184180.0,,51656184180.0,,51656184180.0,,,,,,,,,,,26.873159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922222222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179244052350.0,,,,,,,,,,,,3179244052350.0,,,,26.873159,,,,,,,,,1922222222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,,,,,,260711426675.0,,,2278311149814.0,8279477792775.0,,1919639618561.0,,870884164857.0,,,-193250455027.0,,161887323997.0,5413777534676.0,,0.0,,,,,,1478896907789.0,-310736916665.0,134524504170.0,-37964076514.0,296411828167.0,,6674247082804.0,,134524504170.0,1126938641773.0,144382722491.0,,,,,2431748572393.0,,,,1007750103878.0,,,1937204699934.0,5118834503279.0,5117935945255.0,,,,10598716532586.0,,,3135466384862.0,,4474291920679.0,,,134524504170.0,,,336769179418.0,,,,,,,,,510933916416.0,,,,,,1605230709971.0,80075343908.0,3049032014938.0,,,1478896907789.0,432500168898.0,,,,69.983846,5480780587331.0,597480606093.0,,,,1922222222.0,,287201608421.0,,,,-73336158728.0,,,69.983846,,,,-336769179418.0,,,,,7113339557205.0,,341106449880.0,963323321576.0,,,,,,,-199263881803.0,,1344519283296.0,,,,,,,-4064307542267.0,,-111343435147.0,-288117446407.0,,,,,,,,,,,,,,,,,,515582226194.0,67080812484.0,,,1137643578232.0,,,480374303619.0,,,,,,1922222222.0,40080871859.0,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146265174400.0,,,,,,,,,,,,,51457726353.0,,51457726353.0,,51457726353.0,,,,,,,,,,,13.583957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146265174400.0,,,,,,,,,,,,2146265174400.0,,,,13.583957,,,,,,,,,1869068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493883628800.0,,,,,,,,,,,,,59792043806.0,,59792043806.0,,59792043806.0,,,,,,,,,,,15.784074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493883628800.0,,,,,,,,,,,,2493883628800.0,,,,15.784074,,,,,,,,,1869068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607771798400.0,,,,,,,,,,,,,62522566733.0,,62522566733.0,,62522566733.0,,,,,,,,,,,16.504885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607771798400.0,,,,,,,,,,,,2607771798400.0,,,,16.504885,,,,,,,,,1869068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,5050711724292.0,3697544927178.0,,,,351673855524.0,4709640777678.0,,2317999377897.0,10829982520818.0,,2232383565951.0,,836012592531.0,,,65877265359.0,,185433095826.0,6015544305075.0,2317999377897.0,0.0,6409447726086.0,,,,3006656810065.0,1033473028464.0,-1094434399692.0,259642748187.0,-88775264601.0,445075844013.0,,8553227387580.0,,259642748187.0,1334692031589.0,440052849792.0,11460159450378.0,72085363541.0,,72085363541.0,2896072113672.0,72085363541.0,,6015544305075.0,1369703051010.0,351063385011.0,2896072113672.0,1966935992886.0,5372183354436.0,5050711724292.0,,,,11460159450378.0,2232383565951.0,,3697544927178.0,,4709640777678.0,,,259642748187.0,530809466058.0,,555378226704.0,,,,,1966935992886.0,,,,,,,,,,2276755133238.0,143407020510.0,3513375612414.0,,,1033473028464.0,916241269950.0,1033473028464.0,1033473028464.0,,132.804112,6409447726086.0,907052082228.0,5372183354436.0,,,1955080645.0,,312850072899.0,,,,-54738855999.0,,,132.804112,,,,-555378226704.0,,,1334692031589.0,-4417471732158.0,7930847344572.0,,351063385011.0,1465643311632.0,,,,,,7930847344572.0,-1670311583622.0,,1925081277714.0,,,,,,,-4417471732158.0,,-99688763772.0,-476188420158.0,,,,,-7471651855229.0,1526840303058.0,,,,,836012592531.0,,,,,,-7471651855229.0,-432170283168.0,136670424849.0,3513375612414.0,,1526840303058.0,,,530809466058.0,,,,,,1955080645.0,44714287575.0,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710437428520.0,,,,,,,,,,,,,85435457810.0,,85435457810.0,,85435457810.0,,,,,,,,,,,43.92004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710437428520.0,,,,,,,,,,,,2710437428520.0,,,,43.92004,,,,,,,,,1945250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749931526852.0,,,,,,,,,,,,,86680347781.0,,86680347781.0,,86680347781.0,,,,,,,,,,,44.560004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749931526852.0,,,,,,,,,,,,2749931526852.0,,,,44.560004,,,,,,,,,1945250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2864473323372.0,,,,,,,,,,,,,90290809591.0,,90290809591.0,,90290809591.0,,,,,,,,,,,46.416044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2864473323372.0,,,,,,,,,,,,2864473323372.0,,,,46.416044,,,,,,,,,1945250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,5829591051036.0,4671659175464.0,,,,663712435120.0,4867975460824.0,,2269743039968.0,12222186510856.0,,2126912421004.0,,1040253507040.0,,,486148934900.0,,353493094408.0,6941402215432.0,2269743039968.0,0.0,6852775191272.0,,,,3628778144751.0,1736755465484.0,-808065557432.0,385230481272.0,-71384364292.0,738723575680.0,,9300217890296.0,,385230481272.0,1701527461188.0,858852803260.0,12682366242308.0,114369656510.0,,114369656510.0,2765992484884.0,114369656510.0,,6941402215432.0,1650022286952.0,394749221716.0,2765992484884.0,1874993818252.0,5666782217408.0,5829591051036.0,,,,12682366242308.0,2126912421004.0,,4671659175464.0,,4867975460824.0,,,385230481272.0,560627818192.0,,608233898488.0,,,,,1874993818252.0,,,,244566025608.0,,,,,,2921968620560.0,126305887504.0,4086782706388.0,,,1736755465484.0,1522082493416.0,1736755465484.0,1736755465484.0,,200.524831,6852775191272.0,1271946333608.0,5666782217408.0,,,1921111111.0,,406000892800.0,,,,-36205872300.0,,,200.524831,,,,-12378076.0,,,1701527461188.0,-4761808702972.0,8848591409360.0,,394749221716.0,1021055111164.0,,,,,,8848591409360.0,-1226729221980.0,,2258256185440.0,,,,,,,-4761808702972.0,,,-663229690156.0,,,,,-7929695930985.0,1929878207236.0,,,,,1040253507040.0,,,,,,-7929695930985.0,715712732396.0,162808833628.0,4086782706388.0,,1929878207236.0,,,560627818192.0,,,,,,1921111111.0,45402782768.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920927081492.0,,,,,,,,,,,,,113631286944.0,,113631286944.0,,113631286944.0,,,,,,,,,,,59.612862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906153846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920927081492.0,,,,,,,,,,,,2920927081492.0,,,,59.612862,,,,,,,,,1906153846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919668738368.0,,,,,,,,,,,,,113583375408.0,,113583375408.0,,113583375408.0,,,,,,,,,,,60.25004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919668738368.0,,,,,,,,,,,,2919668738368.0,,,,60.25004,,,,,,,,,1885200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927971610941.0,,,,,,,,,,,,,113902546353.0,,113902546353.0,,113902546353.0,,,,,,,,,,,60.162098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893260870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927971610941.0,,,,,,,,,,,,2927971610941.0,,,,60.162098,,,,,,,,,1893260870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,6425813867085.0,4532740995885.0,,,,749829341700.0,5163161944725.0,,3274494354180.0,11774836066635.0,,3267999559740.0,,1059982394220.0,,,-260284210785.0,,357386711265.0,7807235350065.0,3274494354180.0,0.0,7542945128775.0,,,,2990921233812.0,1236672744600.0,-346752816270.0,458095952100.0,-88092304095.0,815482663365.0,,8597204650845.0,,458095952100.0,1535672850930.0,-471391648095.0,13968758995860.0,116388313041.0,,116388313041.0,2894109682275.0,116388313041.0,,7807235350065.0,1776086717250.0,467106148485.0,2894109682275.0,2807388205695.0,6071621317020.0,6425813867085.0,,,,13968758995860.0,3267999559740.0,,4532740995885.0,,5163161944725.0,,,458095952100.0,741497904570.0,,651715356840.0,,,,,2807388205695.0,,,,52304389650.0,,,,,,3177631415790.0,103490822880.0,4648835446500.0,,,1236672744600.0,886432969020.0,1236672744600.0,1236672744600.0,,239.56209,7542945128775.0,1401544698540.0,6071621317020.0,,,1912222222.0,,674207575290.0,,,,-175239668835.0,,,239.56209,,,,-651715356840.0,,,1535672850930.0,-5226007066335.0,9874842512835.0,,467106148485.0,1754206713030.0,,,,,,9874842512835.0,-2082859282500.0,,2427802074090.0,,,,,,,-5226007066335.0,,-430586238765.0,-1357824617115.0,,,,,-8034085491123.0,1937085750735.0,,,,,1059982394220.0,,,,,,-8034085491123.0,-517520659425.0,31675431900.0,4648835446500.0,,1937085750735.0,,,741497904570.0,,,,,,1912222222.0,36586454745.0,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144281726778.0,,,,,,,,,,,,,97862418792.0,,97862418792.0,,97862418792.0,,,,,,,,,,,51.404167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903783784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144281726778.0,,,,,,,,,,,,3144281726778.0,,,,51.404167,,,,,,,,,1903783784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096525279926.0,,,,,,,,,,,,,96376050264.0,,96376050264.0,,96376050264.0,,,,,,,,,,,50.623422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903783784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096525279926.0,,,,,,,,,,,,3096525279926.0,,,,50.623422,,,,,,,,,1903783784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140609080932.0,,,,,,,,,,,,,78304171476.0,,78304171476.0,,78304171476.0,,,,,,,,,,,42.154144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857567568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140609080932.0,,,,,,,,,,,,3140609080932.0,,,,42.154144,,,,,,,,,1857567568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,5630225021550.0,5060616834100.0,-33702512450.0,226509465300.0,,741336183750.0,5737525246700.0,,3837799173900.0,12603548754800.0,,728712627850.0,,1223055840500.0,,,339287837350.0,,420745499950.0,8898416008000.0,3837799173900.0,1317851599900.0,10025247007300.0,,,,3535930255084.0,1317851599900.0,-668214831650.0,446230792050.0,-86221268600.0,866976292000.0,,9094676575200.0,,446230792050.0,1762415129850.0,-37989757850.0,15655472028850.0,183462363282.0,,183462363282.0,5123139162850.0,183462363282.0,,8898416008000.0,1913778710500.0,659878521150.0,5123139162850.0,2961414760050.0,6577587164800.0,5630225021550.0,-113492912950.0,,,15655472028850.0,728712627850.0,,5060616834100.0,,5737525246700.0,,,446230792050.0,755984272200.0,,853757285350.0,,,,216505892700.0,2961414760050.0,,,,-787066801350.0,,,,,,3508872179600.0,102536619150.0,4902107844450.0,,,1544361065200.0,1672382976450.0,1317851599900.0,1544361065200.0,,235.798497,10025247007300.0,1595093469100.0,6577587164800.0,,392163863950.0,1890178500.0,,327974273100.0,,,,-28343455700.0,,,235.798497,,,,-47397879700.0,,,1762415129850.0,-5859116289850.0,10761224134300.0,,659878521150.0,1211623186100.0,,,,,,10761224134300.0,-1865428109600.0,-33702512450.0,2767535995850.0,,,21198046700.0,,,,-5859116289850.0,,657734898450.0,-1710372734300.0,,,,,-8326282315966.0,2075145863750.0,,,216505892700.0,,1223055840500.0,,,,,,-8326282315966.0,106228413800.0,0.0,4902107844450.0,,2075145863750.0,,,755984272200.0,226509465300.0,,,392163863950.0,,1890178500.0,46564248650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119452171798.0,,,,,,,,,,,,,101054417134.0,,101054417134.0,,101054417134.0,,,,,,,,,,,53.326869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119452171798.0,,,,,,,,,,,,3119452171798.0,,,,53.326869,,,,,,,,,1895000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,7310187716173.0,5213870521789.0,,,,,5905054037399.0,,,,,,,,,541159598605.0,,,,,3854567741359.0,,8770494909164.0,,,,3113153050987.0,,,,,,,,,,,,16080682625337.0,100844982256.0,,100844982256.0,,100844982256.0,,9068438263148.0,,581537980518.0,3845331412356.0,,,,,,53.143435,,3198246319109.0,,,,,2390689309536.0,,,813764162781.0,,,-6951161298.0,,,381654892796.0,2891374868045.0,,,,,722463741451.0,,,,,,,,541159598605.0,171972155660.0,,,941223377285.0,2261614534608.0,,,,,6685603553305.0,,397087746320.0,,,,71127173404.0,,,,1897600000.0,,,,10958176297.0,,,,,1706095579866.0,-5229207717130.0,,,,,,,,31662858573.0,,10122708355365.0,,-27910932062.0,,,,,,,,,,,,,,,,181304142846.0,2354052225447.0,,,,,1153722716476.0,,,,,,181304142846.0,,,4893500638235.0,53.143435,,,,,1320391157323.0,,,,1897600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237764762895.0,,,,,,,,,,,,,191256784485.0,,191256784485.0,,191256784485.0,,,,,,,,,,,72.604565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237764762895.0,,,,,,,,,,,,3237764762895.0,,,,72.604565,,,,,,,,,1897600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,6086107574000.0,4995992509800.0,-121352237800.0,661837225800.0,,676222757800.0,5959412138600.0,,4043875799000.0,12295108692800.0,,484997936000.0,,1256062451200.0,,,-375256877600.0,,409165631600.0,9039868308800.0,4043875799000.0,1480373996600.0,9828811985200.0,,,,3066925380920.0,1480373996600.0,-244965059200.0,466502252000.0,-85182900200.0,875667883600.0,,8925092314200.0,,466502252000.0,2102034486600.0,-268803940800.0,15914919559200.0,81196986395.0,,81196986395.0,5317098134800.0,81196986395.0,,9039868308800.0,1897759932200.0,639950666400.0,5317098134800.0,2820591810000.0,6690916440800.0,6086107574000.0,-44492395400.0,,,15914919559200.0,484997936000.0,,4995992509800.0,,5959412138600.0,,,466502252000.0,765104794800.0,,796033688600.0,,,,583333322600.0,2820591810000.0,,,,953555264000.0,,,,,,3370016378600.0,181052195600.0,4511713850400.0,,,2142211222400.0,1063810091400.0,1480373996600.0,2142211222400.0,,248.664196,9828811985200.0,1472256446400.0,6690916440800.0,,384299212000.0,1874702564.0,,532675699200.0,,,,-70797368200.0,,,248.664196,,,,76346073400.0,,,2102034486600.0,-5856041815800.0,10367755666200.0,,639950666400.0,1291409758400.0,,,,,,10367755666200.0,-1344122457800.0,-121352237800.0,2693793620800.0,,,85593915400.0,,,,-5856041815800.0,,-1167488675600.0,-1332614032200.0,,,,,-8551960554080.0,1637895572000.0,,,583333322600.0,,1256062451200.0,,,,,,-8551960554080.0,188964238200.0,0.0,4511713850400.0,,1637895572000.0,,,765104794800.0,661837225800.0,,,384299212000.0,,1874702564.0,45828194800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105003609400.0,,,,,,,,,,,,,145487352990.0,,145487352990.0,,145487352990.0,,,,,,,,,,,77.465914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878082192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105003609400.0,,,,,,,,,,,,3105003609400.0,,,,77.465914,,,,,,,,,1878082192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,6134773705200.0,5183118758880.0,,,,,6385744177920.0,,,,,,,,,483666921360.0,,,,,3978979515360.0,,10107373531680.0,,,,3163893163200.0,,,,,,,,,,,,16242147236880.0,148246668720.0,,148246668720.0,,148246668720.0,,9162098274240.0,,405380569680.0,5486856827760.0,,,,,,78.935134,,48983034960.0,1026372997440.0,,,,2314962020880.0,747721162800.0,,775078133760.0,,,103372585920.0,,,557087408640.0,3016511537040.0,,,,,848931142320.0,,,,,,,,685113707520.0,272164015440.0,,,1581081539040.0,1968512475600.0,,,,,6908013623520.0,,397487056320.0,,,,124025477040.0,,,,1874202564.0,,,,11029292640.0,,,,,2135141298720.0,-6215547054240.0,,,,,,,,,,10836063758160.0,,-360073965600.0,,,,,,,,,,,,,,,,163817434800.0,1109849604480.0,,,,,1190406692880.0,,,,,,365264220960.0,,,4620516703920.0,78.935134,,,,,387430936560.0,,,,1874202564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722688225800.0,,,,,,,,,,,,,155068074150.0,,155068074150.0,,155068074150.0,,,,,,,,,,,83.665702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853424658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722688225800.0,,,,,,,,,,,,2722688225800.0,,,,83.665702,,,,,,,,,1853424658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
