date,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualGrossProfit,annualNetPPE,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingGrossProfit,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyCapitalStock,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyDilutedAverageShares,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,annualGrossPPE,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingInvestingCashFlow,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyBasicAverageShares,annualDilutedAverageShares,annualGoodwill,annualInterestExpense,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1997-12-31,,10150200000.0,7407400000.0,,,,2169900000.0,6887200000.0,,,6200700000.0,31720100000.0,,1755100000.0,,3042400000.0,,,-284700000.0,,13608100000.0,676800000.0,6200700000.0,0.0,15033800000.0,,,,7500100000.0,2100200000.0,-596400000.0,1263400000.0,,-455300000.0,1940200000.0,,28044100000.0,,1263400000.0,-116100000.0,1443700000.0,25184000000.0,,298700000.0,298700000.0,3285100000.0,298700000.0,,13608100000.0,1567500000.0,,3285100000.0,11309500000.0,3765000000.0,10150200000.0,,,,25184000000.0,1755100000.0,,7407400000.0,,6887200000.0,,1263400000.0,,2415300000.0,,,1506100000.0,,,,868200000.0,3765000000.0,,,,,,85400000.0,,,,3676000000.0,10192400000.0,,-51500000.0,,2100200000.0,1556300000.0,2637800000.0,,2100200000.0,2100200000.0,1.29,,15033800000.0,3676000000.0,11309500000.0,248600000.0,,979379845.0,,-2434900000.0,,,,,,1.29,,,,142200000.0,,,1443700000.0,-10976800000.0,21169200000.0,,,1567500000.0,5312000000.0,,,1556300000.0,,21169200000.0,-3293900000.0,,1506100000.0,,,,-10976800000.0,,-126500000.0,,-2753900000.0,,,-22050100000.0,2921300000.0,,868200000.0,,3042400000.0,,,,,,,-22050100000.0,-3211800000.0,-9900000.0,10192400000.0,,2921300000.0,,,2415300000.0,,,,248600000.0,,979379845.0,,122500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6448400000.0,,,,,,,,,,,,,,,199400000.0,199400000.0,,199400000.0,,,,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972682927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6448400000.0,,,,,,,,,,,,6448400000.0,,,,0.205,,,,,,,,,972682927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584100000.0,,,,,,,,,,,,,,,203600000.0,203600000.0,,203600000.0,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969523810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584100000.0,,,,,,,,,,,,6584100000.0,,,,0.21,,,,,,,,,969523810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7126800000.0,,,,,,,,,,,,,,,220400000.0,220400000.0,,220400000.0,,,,,,,,,,,0.230001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958256703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7126800000.0,,,,,,,,,,,,7126800000.0,,,,0.230001,,,,,,,,,958256703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,10325800000.0,7549400000.0,-276000000.0,,731700000.0,1622400000.0,7887700000.0,,,6935900000.0,28507100000.0,,1970400000.0,,2751000000.0,,,268200000.0,,14485300000.0,429000000.0,6935900000.0,1782800000.0,16813000000.0,,,,7126800000.0,1782800000.0,-42300000.0,1038400000.0,,-587400000.0,1467400000.0,,25257300000.0,,1038400000.0,-387000000.0,1382200000.0,27138800000.0,,377300000.0,377300000.0,3423500000.0,377300000.0,,14485300000.0,1585400000.0,,3423500000.0,12371800000.0,4447900000.0,10325800000.0,,,,27138800000.0,1970400000.0,,7549400000.0,,7887700000.0,,1038400000.0,,2182300000.0,,,1627400000.0,,,,902600000.0,4447900000.0,,,,,,20200000.0,,,,3249800000.0,11677400000.0,,75400000.0,,2514500000.0,1712100000.0,2961200000.0,,1782800000.0,2514500000.0,1.06,,16813000000.0,3249800000.0,12371800000.0,2437000000.0,,979622642.0,,-54100000.0,,,,383800000.0,,1.06,,,,-18200000.0,,,1382200000.0,-11926900000.0,23604300000.0,,,1585400000.0,2259600000.0,,,1712100000.0,,23604300000.0,-3483400000.0,-276000000.0,1627400000.0,,,,-11926900000.0,,-417200000.0,,-3348200000.0,,,-19757900000.0,3416200000.0,,902600000.0,,2751000000.0,,,,,,,-19757900000.0,-476800000.0,-10900000.0,11677400000.0,,3416200000.0,,,2182300000.0,731700000.0,,,2437000000.0,,979622642.0,,457800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9486100000.0,,,,,,,,,,,,,,,400000000.0,400000000.0,,400000000.0,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701754386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9486100000.0,,,,,,,,,,,,9486100000.0,,,,0.57,,,,,,,,,701754386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,14612800000.0,11945600000.0,,,,,,,,,,,,,,,,,,,,10793800000.0,,23651200000.0,,,,9107300000.0,,,,,,,,,,,,,38264000000.0,,384100000.0,384100000.0,,384100000.0,,22739400000.0,2879000000.0,,3798100000.0,,,,,,0.275,,2307500000.0,,,,,7993400000.0,,,3671000000.0,,,,101300000.0,,,1642700000.0,6272100000.0,,,,,1113900000.0,,,,,,,545800000.0,,566000000.0,,,,,2370500000.0,3125200000.0,,,,,15218600000.0,4114600000.0,,,,,181900000.0,,,,701754386.0,,,88400000.0,,,,,2980400000.0,-19696000000.0,,,,,,,,1819500000.0,,37729600000.0,,210900000.0,,,,,,,,,,,,568100000.0,4982000000.0,,,,3983200000.0,,,,,,,1113900000.0,,,18033600000.0,0.275,,,,,754700000.0,,,,701754386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30672000000.0,,,,,,,,,,,,,,,1471000000.0,1471000000.0,,1471000000.0,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701754386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30672000000.0,,,,,,,,,,,,30672000000.0,,,,0.38,,,,,,,,,701754386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,29897000000.0,26437000000.0,322000000.0,,643000000.0,2718000000.0,9636000000.0,,,25269000000.0,42566000000.0,,3889000000.0,,9486000000.0,,,-1978000000.0,,51706000000.0,851000000.0,25269000000.0,2162000000.0,51830000000.0,,,,-6930000000.0,3977000000.0,183000000.0,1534000000.0,,-997000000.0,2385000000.0,,37349000000.0,,1534000000.0,-334000000.0,8539000000.0,81727000000.0,,-731000000.0,-731000000.0,12563000000.0,-731000000.0,,51706000000.0,10285000000.0,,12563000000.0,28526000000.0,10266000000.0,29897000000.0,,,,81727000000.0,3889000000.0,,26437000000.0,,9636000000.0,,1534000000.0,,7935000000.0,,,2499000000.0,,,,4718000000.0,10266000000.0,,,,251000000.0,,309000000.0,,,,5217000000.0,36126000000.0,,-87000000.0,,4620000000.0,3141000000.0,3426000000.0,,3977000000.0,4620000000.0,1.09,,51830000000.0,5217000000.0,28526000000.0,7890000000.0,,1209150274.0,,825000000.0,,,,-1597000000.0,,1.09,,,,10000000.0,,,8539000000.0,-51664000000.0,87790000000.0,,,10285000000.0,1668000000.0,,,3141000000.0,,87790000000.0,-3474000000.0,322000000.0,2499000000.0,,,,-51664000000.0,,,,-3760000000.0,,,-46778000000.0,8412000000.0,,4718000000.0,,9486000000.0,,,,,,,-46778000000.0,493000000.0,-15000000.0,36126000000.0,,8412000000.0,,,7935000000.0,643000000.0,,,7890000000.0,,1216996533.0,,635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25055000000.0,,,,,,,,,,,,,,,1629000000.0,1629000000.0,,1629000000.0,,,,,,,,,,,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833043478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25055000000.0,,,,,,,,,,,,25055000000.0,,,,0.575,,,,,,,,,2833043478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,29532000000.0,23845000000.0,,,,,11225000000.0,,,,,,,,,,,,,,,25657000000.0,,50419000000.0,,,,25011000000.0,,,,,,,,,,,,,79951000000.0,,1626000000.0,1626000000.0,,1626000000.0,,49502000000.0,10357000000.0,,12604000000.0,,,,,,0.575,,3905000000.0,,,,,20726000000.0,,,8273000000.0,,,,147000000.0,,,5089000000.0,10211000000.0,,,,,4285000000.0,,,,,,,1114000000.0,,3104000000.0,,,,,2758000000.0,3337000000.0,,,,,28960000000.0,7177000000.0,,,,,1478000000.0,,,,2790086200.0,,,132000000.0,,,,,4423000000.0,-49605000000.0,,,,,,,,2900000000.0,,84520000000.0,,484000000.0,,,,,,,,,,,,3171000000.0,10025000000.0,,,,9397000000.0,,,,,,,4285000000.0,,,34915000000.0,0.575,,,,,579000000.0,,,,2790086200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27421000000.0,,,,,,,,,,,,,,,1543000000.0,1543000000.0,,1543000000.0,,,,,,,,,,,0.54275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842929526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27421000000.0,,,,,,,,,,,,27421000000.0,,,,0.54275,,,,,,,,,2842929526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,31930000000.0,23685000000.0,628000000.0,,604000000.0,13386000000.0,10421000000.0,,,27744000000.0,107890000000.0,,0.0,,9307000000.0,,,-65000000.0,,51429000000.0,5954000000.0,27744000000.0,4332000000.0,50725000000.0,,,,34202000000.0,4332000000.0,-825000000.0,6502000000.0,,-1724000000.0,12456000000.0,,89928000000.0,,6502000000.0,6403000000.0,3817000000.0,82655000000.0,,1951000000.0,1951000000.0,11371000000.0,1951000000.0,,51429000000.0,10539000000.0,,11371000000.0,30515000000.0,10839000000.0,31930000000.0,-1936000000.0,,,82655000000.0,0.0,13474000000.0,23685000000.0,,10421000000.0,,6502000000.0,,8853000000.0,,,5237000000.0,,,,5860000000.0,10839000000.0,,13474000000.0,,1516000000.0,,229000000.0,,,,17962000000.0,35505000000.0,,296000000.0,,4936000000.0,2744000000.0,12610000000.0,,4332000000.0,4936000000.0,2.298,,50725000000.0,18623000000.0,30515000000.0,6741000000.0,,2815534676.0,,-7055000000.0,,,,-1309000000.0,,2.298,,,,2000000.0,,,3817000000.0,-50176000000.0,85681000000.0,,,10539000000.0,3712000000.0,,,2744000000.0,,85681000000.0,-4840000000.0,628000000.0,4576000000.0,,,,-50176000000.0,,-39000000.0,,-6207000000.0,,,-60302000000.0,10561000000.0,,5860000000.0,,9307000000.0,,,,,,,-60302000000.0,621000000.0,-27000000.0,35505000000.0,,10561000000.0,,,8853000000.0,604000000.0,,,6741000000.0,,2815534676.0,,1112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23928000000.0,,,,,,,,,,,,,,,1928000000.0,1928000000.0,,1928000000.0,,,,,,,,,,,0.68365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2820156513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23928000000.0,,,,,,,,,,,,23928000000.0,,,,0.68365,,,,,,,,,2820156513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,32267000000.0,23974000000.0,,,,,22501000000.0,,,,,,,,,,,,,,,26386000000.0,,48562000000.0,,,,23646000000.0,,,,,,,,,,,,,80829000000.0,,1999000000.0,1999000000.0,,1999000000.0,,50360000000.0,9665000000.0,,11506000000.0,,,,,,0.71025,,-1000000.0,14099000000.0,,,,19543000000.0,,,7910000000.0,,,,451000000.0,,,6141000000.0,10079000000.0,,,,,4103000000.0,,,,,,,949000000.0,,3473000000.0,,,,,5211000000.0,5967000000.0,,,,,29829000000.0,5893000000.0,,,,,1474000000.0,,,,2815534676.0,,,55000000.0,,,,,4302000000.0,-50176000000.0,,,,,,,,2818000000.0,,84414000000.0,,1435000000.0,,,,,,,,,,,,3154000000.0,10385000000.0,,,,9287000000.0,,,,,,,4140000000.0,,,34238000000.0,0.71025,,,,,756000000.0,,,,2815534676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23289000000.0,,,,,,,,,,,,,,,1414000000.0,1414000000.0,,1414000000.0,,,,,,,,,,,0.98325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2815534676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23289000000.0,,,,,,,,,,,,23289000000.0,,,,0.98325,,,,,,,,,2815534676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,28486000000.0,23235000000.0,1116000000.0,,895000000.0,-225000000.0,,,,24688000000.0,93870000000.0,,-1000000.0,,8943000000.0,,,-1948000000.0,,47923000000.0,5235000000.0,24688000000.0,3186000000.0,50483000000.0,,,,23289000000.0,3186000000.0,-675000000.0,6826000000.0,,,12061000000.0,,78220000000.0,,6826000000.0,4266000000.0,3177000000.0,78969000000.0,,1414000000.0,1414000000.0,10846000000.0,1414000000.0,,47923000000.0,8420000000.0,,10846000000.0,30246000000.0,9951000000.0,28486000000.0,-7161000000.0,,,78969000000.0,-1000000.0,12030000000.0,23235000000.0,11115000000.0,,,6826000000.0,11115000000.0,5902000000.0,,,4804000000.0,,,,5812000000.0,9951000000.0,,12030000000.0,,4130000000.0,,32000000.0,,,,15650000000.0,36788000000.0,,1269000000.0,,4081000000.0,2849000000.0,10966000000.0,,3186000000.0,4081000000.0,2.459732,,50483000000.0,4579000000.0,30246000000.0,6292000000.0,,2775099358.0,,-8496000000.0,,,,,,2.459732,,,,-4804000000.0,,,3177000000.0,-51719000000.0,88507000000.0,,,8420000000.0,4100000000.0,,,2849000000.0,,88507000000.0,-3556000000.0,1116000000.0,15875000000.0,,,,-51719000000.0,,-381000000.0,,-6700000000.0,,,-70806000000.0,0.0,,5812000000.0,,8943000000.0,,,,,,,-70806000000.0,-914000000.0,-17000000.0,36788000000.0,,0.0,,,5902000000.0,895000000.0,,,6292000000.0,,2775099358.0,,164000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20711000000.0,,,,,,,,,,,,,,,1244000000.0,1244000000.0,,1244000000.0,,,,,,,,,,,0.46585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670387464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20711000000.0,,,,,,,,,,,,20711000000.0,,,,0.46585,,,,,,,,,2670387464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,31280000000.0,24594000000.0,,,,,,,,,,,,,,,,,,,,26913000000.0,,53509000000.0,,,,26218000000.0,,,,,,,,,,,,,84789000000.0,,1491000000.0,1491000000.0,,1491000000.0,,51507000000.0,9132000000.0,,11605000000.0,,,,,,0.5529,,0.0,13964000000.0,,,,22169000000.0,,11167000000.0,6345000000.0,,,,280000000.0,,,6374000000.0,10910000000.0,,,,,4049000000.0,,,,,,,1313000000.0,,2916000000.0,,,,,3831000000.0,5103000000.0,,,,,32494000000.0,7043000000.0,,,,,1425000000.0,,,,2692000000.0,,,32000000.0,,,,,3373000000.0,-51719000000.0,,,,,,,,2953000000.0,,90670000000.0,,-329000000.0,,,,,,,,,,,,2736000000.0,0.0,,,,10054000000.0,,,,,,,4097000000.0,,,38951000000.0,0.5529,,,,,1272000000.0,,,,2692000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25664000000.0,,,,,,,,,,,,,,,1476000000.0,1476000000.0,,1476000000.0,,,,,,,,,,,0.55795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645398333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25664000000.0,,,,,,,,,,,,25664000000.0,,,,0.55795,,,,,,,,,2645398333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,32894000000.0,26449000000.0,-872000000.0,,1584000000.0,10635000000.0,32049000000.0,,,28649000000.0,107698000000.0,,-1000000.0,,10751000000.0,,,-67000000.0,,55098000000.0,5287000000.0,28649000000.0,5216000000.0,56727000000.0,,,,32227000000.0,5216000000.0,-963000000.0,6240000000.0,,-2745000000.0,11527000000.0,,90979000000.0,,6240000000.0,4269000000.0,5352000000.0,89621000000.0,,1856000000.0,1856000000.0,13304000000.0,1856000000.0,,55098000000.0,10769000000.0,,13304000000.0,33763000000.0,10668000000.0,32894000000.0,-3093000000.0,,,89621000000.0,-1000000.0,13745000000.0,26449000000.0,316000000.0,32049000000.0,,6240000000.0,316000000.0,6843000000.0,,,6555000000.0,,,,6711000000.0,10668000000.0,,13745000000.0,,1414000000.0,,518000000.0,,,,16719000000.0,40533000000.0,,1333000000.0,,6800000000.0,2890000000.0,11560000000.0,,5216000000.0,6800000000.0,0.023402,,56727000000.0,17190000000.0,33763000000.0,7218000000.0,,2611088852.0,,-2823000000.0,,,,-188000000.0,,0.023402,,,,1000000.0,,,5352000000.0,-61968000000.0,102501000000.0,,,10769000000.0,3754000000.0,,,2890000000.0,,102501000000.0,-7194000000.0,-872000000.0,6084000000.0,,,,-61968000000.0,,-530000000.0,,-7291000000.0,,,-64836000000.0,10030000000.0,,6711000000.0,,10751000000.0,,,,,,,-64836000000.0,1462000000.0,-11000000.0,40533000000.0,,10030000000.0,,,6843000000.0,1584000000.0,,,7218000000.0,,2629820028.0,,205000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,42193000000.0,33682000000.0,,-13000000.0,,,35618000000.0,1414000000.0,,,,,,-1000000.0,,,,,,,,30450000000.0,,57693000000.0,-250000000.0,,,30839000000.0,,,,,,,2844000000.0,,,,,,99886000000.0,,2310000000.0,2310000000.0,,2310000000.0,,64132000000.0,11592000000.0,,14087000000.0,,,,,,0.89345,,2000000.0,14707000000.0,,,,25290000000.0,,,6518000000.0,-58000000.0,,,-10000000.0,,,6669000000.0,11689000000.0,,,,,5549000000.0,,-525000000.0,14292000000.0,,,,1339000000.0,,4050000000.0,,,,,14292000000.0,15914000000.0,,,,,34975000000.0,7490000000.0,,,5411000000.0,,1740000000.0,,,,2557141012.0,,,46000000.0,,,-1320000000.0,5274000000.0,11448000000.0,-61968000000.0,,,-2000000.0,,,,,2449000000.0,-1734000000.0,103125000000.0,,-1594000000.0,,,220000000.0,,,4164000000.0,,8881000000.0,,,,4210000000.0,11380000000.0,,,,10854000000.0,,,,,,715000000.0,5624000000.0,,,41157000000.0,0.89345,,,9000000.0,,1622000000.0,,,,2557141012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,39669000000.0,33157000000.0,,-3064000000.0,,,36492000000.0,1530000000.0,,,,,,-1530000000.0,,,,,,,,30786000000.0,,59152000000.0,-315000000.0,,,27960000000.0,,,,,,,2237000000.0,,,,,,98821000000.0,,1843000000.0,1843000000.0,,1843000000.0,,63943000000.0,11895000000.0,,14519000000.0,,,,,,0.7235,,-1000000.0,14261000000.0,,,,23310000000.0,,,6867000000.0,-105000000.0,,,131000000.0,,,7012000000.0,11376000000.0,,,,,4650000000.0,,-1780000000.0,10947000000.0,,,,1354000000.0,,3283000000.0,,,,,10947000000.0,12857000000.0,,,,,34166000000.0,7902000000.0,,,14292000000.0,,1440000000.0,,,,2530105804.0,,,48000000.0,,,-1587000000.0,-5559000000.0,10663000000.0,-61968000000.0,,,-2000000.0,,,,,2532000000.0,-1194000000.0,104069000000.0,,-2235000000.0,,,112000000.0,,,3824000000.0,,-3637000000.0,,,,3296000000.0,11864000000.0,,,,10630000000.0,,,,,,-35000000.0,4826000000.0,,,42101000000.0,0.7235,,,69000000.0,,1910000000.0,,,,2530105804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,40092000000.0,33816000000.0,,-50000000.0,,,37684000000.0,1603000000.0,,,,,,-1603000000.0,,,,,,,,30912000000.0,,60649000000.0,62000000.0,,,28501000000.0,,,,,,,2246000000.0,,,,,,100741000000.0,,1992000000.0,1992000000.0,,1992000000.0,,64728000000.0,12385000000.0,,14948000000.0,,,,,,0.78915,,-1000000.0,14107000000.0,,,,23654000000.0,,,7179000000.0,-109000000.0,,,264000000.0,,,6555000000.0,11472000000.0,,,,,4847000000.0,,-1783000000.0,11271000000.0,,,,1471000000.0,,3526000000.0,,,,,11271000000.0,12917000000.0,,,,,35271000000.0,7907000000.0,,,10947000000.0,,1534000000.0,,,,2503914136.0,,,31000000.0,,,-1653000000.0,-1755000000.0,10209000000.0,-61968000000.0,,,-2000000.0,,,,,2433000000.0,-1167000000.0,105236000000.0,,-2559000000.0,,,281000000.0,,,3899000000.0,,242000000.0,,,,3376000000.0,12546000000.0,,,,11061000000.0,,,,,,747000000.0,4979000000.0,,,43268000000.0,0.78915,,,45000000.0,,1646000000.0,,,,2503914136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
