,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCurrentDebt,annualEndCashPosition,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualFreeCashFlow,trailingTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualDilutedAverageShares,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualBasicAverageShares,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,annualTotalAssets,quarterlyInventory,quarterlyGrossProfit,trailingCommonStockIssuance,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyTaxProvision,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualInventory,annualTotalNonCurrentAssets,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualEbitda,quarterlyBasicEPS,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingOperatingExpense,annualPretaxIncome,annualInterestExpense,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyTotalAssets,annualDilutedEPS,annualAccumulatedDepreciation,annualGoodwill,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingGrossProfit,annualInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingChangeInInventory,annualIncomeTaxPayable,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
954460800,,26000000.0,,,,,,,-14000000.0,,94000000.0,,,,,372000000.0,-284000000.0,544000000.0,,41000000.0,,,0.182899,,208000000.0,,,,,,,,,-226000000.0,167000000.0,2167000000.0,,-99000000.0,,,,5986000000.0,,1564000000.0,,1669000000.0,3525000000.0,,,,,,4760000000.0,,,,,,,2068000000.0,,517071490.0,270000000.0,,,,,,,,,1023000000.0,,2790000000.0,,,3091000000.0,,1933000000.0,,,0.0,,117000000.0,234000000.0,,,-40000000.0,,94000000.0,94000000.0,,,,372000000.0,,,372000000.0,,,,,67000000.0,149000000.0,,3098000000.0,,1799000000.0,,55000000.0,,3000000.0,,,,,,,,,,,23000000.0,,0.192786,3000000.0,,0.0,,,,,1089000000.0,21000000.0,-427000000.0,-247000000.0,146000000.0,,,1019000000.0,,,,,,,,7550000000.0,,,,-236000000.0,-40000000.0,,,,,,-117000000.0,,517071490.0,,489000000.0,,,650000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,25000000.0,,,,,,,-13000000.0,,126000000.0,,,,,410000000.0,-47000000.0,641000000.0,,46000000.0,,,0.247297,,268000000.0,,,,,,,,,46000000.0,222000000.0,2391000000.0,,37000000.0,,,,6005000000.0,,1553000000.0,,1705000000.0,3428000000.0,,,,,,4688000000.0,,,,,,,1958000000.0,,480668385.0,283000000.0,,,,,,,,,1025000000.0,,2870000000.0,,,2983000000.0,,2098000000.0,,,0.0,,110000000.0,293000000.0,,,-130000000.0,,126000000.0,126000000.0,,,,410000000.0,,,410000000.0,,,,,71000000.0,200000000.0,,3001000000.0,,1815000000.0,,74000000.0,,3000000.0,,,,,,,,,,,27000000.0,,0.262135,11000000.0,,-21000000.0,,,,,1189000000.0,254000000.0,-427000000.0,-208000000.0,-169000000.0,,,1144000000.0,,,,,,,,7558000000.0,,,,-50000000.0,-1031000000.0,,,,,,38000000.0,,509508488.0,,372000000.0,,,561000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,29000000.0,,,,,,,-14000000.0,,110000000.0,,,,,378000000.0,-164000000.0,715000000.0,,47000000.0,,,0.212676,,234000000.0,,,,,,,,,166000000.0,187000000.0,2303000000.0,,135000000.0,,,95000000.0,6179000000.0,,1467000000.0,,1787000000.0,3515000000.0,,,,,,4617000000.0,,,,,,,1756000000.0,,483488041.0,317000000.0,,,,,,,,,1074000000.0,,3029000000.0,,,2830000000.0,,2040000000.0,,,0.0,,104000000.0,263000000.0,,,-79000000.0,,110000000.0,110000000.0,,,,378000000.0,,,378000000.0,,,,,76000000.0,174000000.0,,3088000000.0,,1816000000.0,,64000000.0,,3000000.0,,,,,,,,,,,22000000.0,,0.227513,16000000.0,,21000000.0,,,,,1275000000.0,338000000.0,-427000000.0,-172000000.0,-206000000.0,,,1223000000.0,,,,,,,,7646000000.0,,,,-15000000.0,-871000000.0,,,,,,-32000000.0,,517219764.0,,410000000.0,,,564000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,40000000.0,,8900000000.0,256000000.0,10017000000.0,,334000000.0,-14000000.0,802000000.0,149000000.0,,,-245000000.0,,334000000.0,-531000000.0,851000000.0,58000000.0,61000000.0,46000000.0,,,,287000000.0,3053000000.0,,660000000.0,,479000000.0,,190000000.0,,-231000000.0,226000000.0,3156000000.0,,117000000.0,-340000000.0,,,6822000000.0,,1415000000.0,315000000.0,1917000000.0,3747000000.0,-723000000.0,,,4970000000.0,,4970000000.0,-673000000.0,334000000.0,512418253.0,,489000000.0,2016000000.0,2016000000.0,1415000000.0,,256000000.0,479000000.0,-55000000.0,120000000.0,1748000000.0,,486668592.0,,479000000.0,1037000000.0,,3267000000.0,195000000.0,,3053000000.0,,2829000000.0,3267000000.0,,0.0,8237000000.0,97000000.0,327000000.0,,278000000.0,-424000000.0,,149000000.0,149000000.0,,851000000.0,,334000000.0,,3000000.0,334000000.0,,,,,101000000.0,234000000.0,,3241000000.0,,1833000000.0,1833000000.0,85000000.0,0.0,3000000.0,3241000000.0,850000000.0,97000000.0,6822000000.0,1117000000.0,1917000000.0,,1037000000.0,,,28000000.0,997000000.0,,28000000.0,,46000000.0,334000000.0,,,-4000000.0,1748000000.0,237000000.0,-506000000.0,-468000000.0,250000000.0,,,1257000000.0,,,,757000000.0,100000000.0,,,8237000000.0,0.934783,-506000000.0,,-39000000.0,-723000000.0,,3747000000.0,,,,-44000000.0,,,0.984243,378000000.0,,,660000000.0,,21000000.0,,-1026000000.0,1257000000.0,,,-155000000.0,-1095000000.0,,,,,,,,,,,,,,,,,,,,,,
985996800,,30000000.0,,,,,,,-15000000.0,,121000000.0,,,,,370000000.0,36000000.0,895000000.0,,46000000.0,,,0.232332,,242000000.0,,,,,,,,,-99000000.0,196000000.0,2461000000.0,,-141000000.0,,,,6807000000.0,,1471000000.0,,1729000000.0,3637000000.0,,,,,,4819000000.0,,,,,,,2012000000.0,,517071490.0,272000000.0,,,,,,,719000000.0,,1078000000.0,,3459000000.0,,,3090000000.0,,2235000000.0,,,0.0,,110000000.0,226000000.0,,,-80000000.0,,121000000.0,121000000.0,,,,370000000.0,,,370000000.0,,,,,30000000.0,190000000.0,,3131000000.0,,1834000000.0,,69000000.0,,3000000.0,,,,,,,,,,,22000000.0,,0.247161,31000000.0,,0.0,,,,,1842000000.0,26000000.0,-506000000.0,-125000000.0,-26000000.0,,,1054000000.0,,,,,,,,8278000000.0,,,,-39000000.0,-512000000.0,,,,,,36000000.0,,517071490.0,,334000000.0,,,675000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,29000000.0,,,,,,,-14000000.0,,130000000.0,,,,,674000000.0,-119000000.0,985000000.0,,50000000.0,,,0.247297,,260000000.0,,,,,,,,,32000000.0,210000000.0,2450000000.0,,26000000.0,,,,6955000000.0,,1835000000.0,,1768000000.0,3669000000.0,,,,,,5189000000.0,,,,,,,2314000000.0,,495927699.0,297000000.0,,,,,,,760000000.0,,1107000000.0,,3601000000.0,,,3421000000.0,,2211000000.0,,,0.0,,104000000.0,239000000.0,,,-113000000.0,,130000000.0,130000000.0,,,,674000000.0,,,674000000.0,,,,,29000000.0,203000000.0,,3163000000.0,,1812000000.0,,73000000.0,,3000000.0,,,,,,,,,,,27000000.0,,0.262135,26000000.0,,0.0,,,,,1980000000.0,158000000.0,-506000000.0,-126000000.0,265000000.0,,,1060000000.0,,,,,,,,8790000000.0,,,,-35000000.0,-472000000.0,,,,,,304000000.0,,525683361.0,,370000000.0,,,708000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,13000000.0,,,,,,,-16000000.0,,101000000.0,,,,,874000000.0,-43000000.0,1062000000.0,,51000000.0,,,0.192892,,216000000.0,,,,,,,,,155000000.0,165000000.0,2373000000.0,,131000000.0,,,,7072000000.0,,1948000000.0,,1845000000.0,3616000000.0,,,,,,5385000000.0,,,,,,,2318000000.0,,498067724.0,313000000.0,,,,,,,660000000.0,,1222000000.0,,3635000000.0,,,3540000000.0,,2195000000.0,,,0.0,,101000000.0,178000000.0,,,427000000.0,,101000000.0,101000000.0,,,,874000000.0,,,874000000.0,,,,,13000000.0,162000000.0,,3110000000.0,,1801000000.0,,61000000.0,,3000000.0,,,,,,,,,,,26000000.0,,0.202784,12000000.0,,0.0,,,,,2161000000.0,264000000.0,-506000000.0,-109000000.0,-21000000.0,,,1113000000.0,,,,,,,,9020000000.0,,,,-17000000.0,-431000000.0,,,,,,200000000.0,,523609659.0,,674000000.0,,,732000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,115000000.0,,9456000000.0,383000000.0,10152000000.0,,817000000.0,-16000000.0,509000000.0,-116000000.0,,,-160000000.0,,817000000.0,-355000000.0,941000000.0,76000000.0,75000000.0,0.0,,,,13000000.0,3827000000.0,,697000000.0,,236000000.0,,16000000.0,,-248000000.0,-62000000.0,2868000000.0,,0.0,-235000000.0,,,6977000000.0,,2130000000.0,187000000.0,1802000000.0,3489000000.0,-341000000.0,,,5629000000.0,,5629000000.0,-475000000.0,817000000.0,518650807.0,611000000.0,334000000.0,2815000000.0,2815000000.0,2130000000.0,,383000000.0,236000000.0,-61000000.0,187000000.0,2283000000.0,,491916230.0,611000000.0,236000000.0,1012000000.0,,3478000000.0,222000000.0,358000000.0,3827000000.0,,2815000000.0,3478000000.0,,0.0,9107000000.0,96000000.0,53000000.0,,134000000.0,-709000000.0,,-116000000.0,-116000000.0,,941000000.0,358000000.0,817000000.0,,3000000.0,817000000.0,,,,,115000000.0,-185000000.0,,2930000000.0,,1764000000.0,1764000000.0,-69000000.0,-124000000.0,3000000.0,2930000000.0,400000000.0,96000000.0,6977000000.0,696000000.0,1802000000.0,,1012000000.0,,,34000000.0,731000000.0,,7000000.0,,0.0,817000000.0,,,1000000.0,2283000000.0,-48000000.0,-559000000.0,-200000000.0,346000000.0,,,747000000.0,,,,370000000.0,109000000.0,,,9107000000.0,0.455027,-559000000.0,,-144000000.0,-341000000.0,,3489000000.0,,,,-57000000.0,,,0.479756,874000000.0,,,697000000.0,,564000000.0,,-481000000.0,747000000.0,,,483000000.0,-560000000.0,,,,,,,,,,,,,,,,,,,,,,
1017532800,,29000000.0,,,,,,,-16000000.0,,82000000.0,,,,,190000000.0,-50000000.0,993000000.0,,39000000.0,,,0.158184,,157000000.0,,,,,,,,,-32000000.0,118000000.0,2364000000.0,,-87000000.0,,,,7043000000.0,,1510000000.0,,1687000000.0,3521000000.0,,,,,,4905000000.0,,,,,,,2182000000.0,,517071490.0,576000000.0,,,,,,,645000000.0,,1036000000.0,,3648000000.0,,,3218000000.0,,2217000000.0,,,0.0,,99000000.0,147000000.0,,,-62000000.0,,82000000.0,82000000.0,,,,190000000.0,,,190000000.0,,,,,29000000.0,118000000.0,,2962000000.0,,1569000000.0,,36000000.0,,3000000.0,,,,,,,,,,,19000000.0,,0.158184,17000000.0,,0.0,,,,,2512000000.0,55000000.0,-559000000.0,-87000000.0,-632000000.0,,,1029000000.0,,,,,,,,8553000000.0,,,,,-118000000.0,,,,,,-627000000.0,,517071490.0,,817000000.0,,,658000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,23000000.0,,,,,,,-15000000.0,,129000000.0,,,,,200000000.0,72000000.0,1103000000.0,,47000000.0,,,0.247297,,176000000.0,,,,,,,,,150000000.0,129000000.0,2586000000.0,,80000000.0,,,,6947000000.0,,1585000000.0,,1861000000.0,3482000000.0,,,,,,4762000000.0,,,,,,,1911000000.0,,492112870.0,638000000.0,,,,,,,653000000.0,,990000000.0,,3770000000.0,,,2901000000.0,,2434000000.0,,,0.0,,94000000.0,152000000.0,,,-26000000.0,,129000000.0,129000000.0,,,,200000000.0,,,200000000.0,,,,,23000000.0,136000000.0,,2923000000.0,,1568000000.0,,7000000.0,,3000000.0,,,,,,,,,,,21000000.0,,0.262135,10000000.0,,0.0,,,,,2456000000.0,235000000.0,-559000000.0,-85000000.0,-297000000.0,,,1163000000.0,,,,,,,,8532000000.0,,,,,-65000000.0,,,,,,10000000.0,,521639642.0,,190000000.0,,,698000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,25000000.0,,,,,,,-18000000.0,,103000000.0,,,,,311000000.0,171000000.0,1184000000.0,,42000000.0,,,0.202784,,128000000.0,,,,,,,,,123000000.0,86000000.0,2454000000.0,,42000000.0,,,,7000000000.0,,1494000000.0,,1867000000.0,3467000000.0,,,,,,4731000000.0,,,,,,,1808000000.0,,484305779.0,477000000.0,,,,,,,620000000.0,,1056000000.0,,3763000000.0,,,2864000000.0,,2343000000.0,,,0.0,,86000000.0,111000000.0,,,-10000000.0,,103000000.0,103000000.0,,,,311000000.0,,,311000000.0,,,,,25000000.0,95000000.0,,2908000000.0,,1573000000.0,,-8000000.0,,3000000.0,,,,,,,,,,,19000000.0,,0.212676,1000000.0,,0.0,,,,,2519000000.0,173000000.0,-559000000.0,-50000000.0,-233000000.0,,,1220000000.0,,,,,,,,8494000000.0,,,,-111000000.0,-43000000.0,,,,,,111000000.0,,507930452.0,,200000000.0,,,647000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,61000000.0,,7868000000.0,722000000.0,8441000000.0,242000000.0,198000000.0,-16000000.0,435000000.0,-37000000.0,,,224000000.0,,198000000.0,124000000.0,1126000000.0,35000000.0,59000000.0,0.0,,,,161000000.0,2516000000.0,,529000000.0,,439000000.0,,-3000000.0,,-17000000.0,102000000.0,1037000000.0,,-38000000.0,-252000000.0,,,6552000000.0,,1744000000.0,138000000.0,2207000000.0,3059000000.0,-70000000.0,,,4723000000.0,,4723000000.0,-120000000.0,198000000.0,509140877.0,524000000.0,812000000.0,1553000000.0,1553000000.0,1744000000.0,,722000000.0,277000000.0,-65000000.0,138000000.0,2545000000.0,,487004317.0,524000000.0,277000000.0,963000000.0,,3573000000.0,187000000.0,373000000.0,2516000000.0,,874000000.0,3573000000.0,,0.0,8296000000.0,,163000000.0,,32000000.0,-22000000.0,,125000000.0,-37000000.0,,1126000000.0,373000000.0,198000000.0,,3000000.0,198000000.0,,,,,61000000.0,122000000.0,,2589000000.0,,1418000000.0,1418000000.0,-3000000.0,0.0,3000000.0,2589000000.0,516000000.0,,6552000000.0,573000000.0,2207000000.0,242000000.0,963000000.0,,,27000000.0,622000000.0,,7000000.0,,0.0,198000000.0,,,,2545000000.0,53000000.0,-470000000.0,-70000000.0,-285000000.0,,,1063000000.0,,,,471000000.0,86000000.0,,,8296000000.0,0.544054,-470000000.0,,-121000000.0,-70000000.0,,3059000000.0,,,,-108000000.0,,,0.568783,311000000.0,,,529000000.0,,-1447000000.0,,317000000.0,1063000000.0,,,-614000000.0,-292000000.0,,,,,,,,,,,,,,,,,,,,,,
1049068800,,30000000.0,,,,,,,-17000000.0,,116000000.0,,,,,525000000.0,229000000.0,1215000000.0,,34000000.0,,,0.237275,,92000000.0,,,,,,,,,-165000000.0,58000000.0,2014000000.0,,-100000000.0,,,,6620000000.0,,1725000000.0,,1859000000.0,3096000000.0,,,,,,4802000000.0,,,,,,,1937000000.0,,473173011.0,291000000.0,,,,,,,614000000.0,,1006000000.0,,3543000000.0,,,2943000000.0,,1926000000.0,,,-5000000.0,,,88000000.0,,,29000000.0,,87000000.0,116000000.0,,,,525000000.0,,,525000000.0,,,,,30000000.0,47000000.0,,2626000000.0,,1423000000.0,,-40000000.0,,3000000.0,,,,,,,223000000.0,,,,26000000.0,,0.247161,4000000.0,,0.0,,,,,2571000000.0,-102000000.0,-470000000.0,-63000000.0,200000000.0,,,1168000000.0,,,,,,,,8345000000.0,,,,-154000000.0,-173000000.0,,,,,,327000000.0,,492795833.0,,198000000.0,,,468000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,24000000.0,,,,,,,-16000000.0,,125000000.0,,,,,144000000.0,37000000.0,1305000000.0,,34000000.0,,,0.252243,,143000000.0,,,,,,,,,69000000.0,109000000.0,2038000000.0,,-6000000.0,,,,6561000000.0,,1443000000.0,,1846000000.0,3005000000.0,,,,,,4326000000.0,,,,,,,1442000000.0,,468022935.0,380000000.0,,,,,,,645000000.0,,1038000000.0,,3678000000.0,,,2480000000.0,,1905000000.0,,,-1000000.0,,,133000000.0,,,-8000000.0,,126000000.0,125000000.0,,,,144000000.0,,,144000000.0,,,,,24000000.0,110000000.0,,2535000000.0,,1434000000.0,,-16000000.0,,3000000.0,,,,,,,263000000.0,,,,25000000.0,,0.267081,25000000.0,,0.0,,,,,2592000000.0,122000000.0,-470000000.0,-53000000.0,-540000000.0,,,1114000000.0,,,,,,,,8004000000.0,,,,-44000000.0,-133000000.0,,,,,,-381000000.0,,495553696.0,,525000000.0,,,469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,35000000.0,,,,,,,-17000000.0,,92000000.0,,,,,113000000.0,27000000.0,1374000000.0,,37000000.0,,,0.183,,139000000.0,,,,,,,,,6000000.0,102000000.0,2101000000.0,,21000000.0,,,,6814000000.0,,1258000000.0,,1883000000.0,2998000000.0,,,,,,4404000000.0,,,,,,,1421000000.0,,476951373.0,126000000.0,,,,,,,765000000.0,,1100000000.0,,3648000000.0,,,2521000000.0,,1964000000.0,,,-1000000.0,,,137000000.0,,,-71000000.0,,93000000.0,92000000.0,,,,113000000.0,,,113000000.0,,,,,35000000.0,106000000.0,,2528000000.0,,1443000000.0,,-16000000.0,,3000000.0,,,,,,,259000000.0,,,,26000000.0,,0.192892,21000000.0,,9000000.0,,,,,2843000000.0,34000000.0,-470000000.0,-28000000.0,-92000000.0,,,1108000000.0,,,,,,,,8072000000.0,,,,-93000000.0,-155000000.0,,,,,,-31000000.0,,502732528.0,,144000000.0,,,516000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,434000000.0,,8114000000.0,84000000.0,9014000000.0,64000000.0,229000000.0,-18000000.0,377000000.0,169000000.0,,,211000000.0,,229000000.0,-9000000.0,1505000000.0,102000000.0,55000000.0,26000000.0,,,,163000000.0,2569000000.0,,584000000.0,,476000000.0,,45000000.0,,301000000.0,108000000.0,2861000000.0,,130000000.0,-373000000.0,,,6942000000.0,,1235000000.0,523000000.0,1770000000.0,3070000000.0,-122000000.0,,,4339000000.0,,4339000000.0,0.0,229000000.0,495108906.0,699000000.0,198000000.0,1391000000.0,1391000000.0,1235000000.0,,84000000.0,502000000.0,-68000000.0,523000000.0,2980000000.0,,469895027.0,699000000.0,502000000.0,1178000000.0,,3838000000.0,160000000.0,412000000.0,2569000000.0,,2319000000.0,3838000000.0,,99000000.0,8177000000.0,,542000000.0,,-43000000.0,50000000.0,,170000000.0,169000000.0,,1505000000.0,412000000.0,229000000.0,,3000000.0,229000000.0,,,,,434000000.0,225000000.0,,2513000000.0,,1449000000.0,1449000000.0,29000000.0,92000000.0,3000000.0,2513000000.0,421000000.0,,6942000000.0,900000000.0,1770000000.0,64000000.0,1178000000.0,,,33000000.0,537000000.0,,52000000.0,,17000000.0,229000000.0,,,,2980000000.0,367000000.0,-557000000.0,-66000000.0,-242000000.0,,,710000000.0,,,,488000000.0,110000000.0,,,8177000000.0,1.013918,-557000000.0,,-82000000.0,-122000000.0,,3070000000.0,,,,116000000.0,,,1.068324,113000000.0,,,584000000.0,,-674000000.0,,284000000.0,710000000.0,,,31000000.0,-210000000.0,,,,,,,,,,,,,,,,,,,,,,
1080691200,,132000000.0,,,,,,,-17000000.0,,114000000.0,,,,,203000000.0,24000000.0,1559000000.0,,39000000.0,,,0.232332,,190000000.0,,,,,,,,,-41000000.0,151000000.0,2252000000.0,,-83000000.0,,,,6953000000.0,,1319000000.0,,1711000000.0,3082000000.0,,,,,,4588000000.0,,,,,,,1669000000.0,,464474234.0,127000000.0,,,,,,,773000000.0,,1208000000.0,,3674000000.0,,,2877000000.0,,1969000000.0,,,-23000000.0,,,283000000.0,,,51000000.0,,114000000.0,114000000.0,,,,203000000.0,,,203000000.0,,,,,132000000.0,132000000.0,,2525000000.0,,1455000000.0,,18000000.0,,3000000.0,,,,,,,60000000.0,,,,22000000.0,,0.247161,17000000.0,,0.0,,,,,2973000000.0,-10000000.0,-557000000.0,-31000000.0,-40000000.0,,,1043000000.0,,,,,,,,8272000000.0,,,,-297000000.0,-173000000.0,,,,,,-26000000.0,,491379753.0,,229000000.0,,,608000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,127000000.0,,,,,,,-17000000.0,,160000000.0,,,,,164000000.0,-32000000.0,1661000000.0,,37000000.0,,,0.331378,,155000000.0,,,,,,,,,263000000.0,118000000.0,2402000000.0,,13000000.0,,,,6711000000.0,,1585000000.0,,1990000000.0,3069000000.0,,,,,,4438000000.0,,,,,,,1144000000.0,,455630215.0,147000000.0,,,,,,,1058000000.0,,1304000000.0,,3845000000.0,,,2448000000.0,,2157000000.0,,,46000000.0,,,245000000.0,,,-1000000.0,,160000000.0,160000000.0,,,,164000000.0,,,164000000.0,,,,,127000000.0,179000000.0,,2512000000.0,,1459000000.0,,33000000.0,,3000000.0,,,,,,,290000000.0,,,,24000000.0,,0.351162,62000000.0,,-13000000.0,,,,,2740000000.0,313000000.0,-557000000.0,-50000000.0,-320000000.0,,,1131000000.0,,,,,,,,8296000000.0,,,,-56000000.0,-163000000.0,,,,,,-39000000.0,,482832019.0,,203000000.0,,,569000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,244000000.0,,,,,,,-20000000.0,,133000000.0,,,,,202000000.0,132000000.0,1804000000.0,,39000000.0,,,0.276973,,138000000.0,,,,,,,,,144000000.0,99000000.0,2304000000.0,,73000000.0,,,,6829000000.0,,1440000000.0,,2055000000.0,3011000000.0,,,,,,4502000000.0,,,,,,,1085000000.0,,455775013.0,127000000.0,,,,,,,863000000.0,,1362000000.0,,3757000000.0,,,2447000000.0,,1961000000.0,,,35000000.0,,,343000000.0,,,-61000000.0,,132000000.0,133000000.0,,,,202000000.0,,,202000000.0,,,,,244000000.0,144000000.0,,2454000000.0,,1478000000.0,,28000000.0,,3000000.0,,,,,,,290000000.0,,,,23000000.0,,0.291811,21000000.0,,13000000.0,,,,,2897000000.0,178000000.0,-557000000.0,-34000000.0,-272000000.0,,,1191000000.0,,,,,,,,8269000000.0,,,,-233000000.0,-157000000.0,,,,,,38000000.0,,480191531.0,,164000000.0,,,574000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
