,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualOperatingIncome,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualFreeCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,trailingPretaxIncome,quarterlyGrossPPE,quarterlyBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualLongTermDebt,quarterlyLongTermDebt,annualBeginningCashPosition,annualCurrentAssets,annualAccountsReceivable,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualBasicAverageShares,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,annualTotalAssets,quarterlyGrossProfit,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedAverageShares,annualCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCommonStockIssuance,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualAccumulatedDepreciation,annualGoodwill,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualGrossPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,annualInvestingCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualCapitalExpenditure,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualChangeInAccountPayable
1120089600,,,,,,,,,-16600000.0,843200000.0,0.47,145400000.0,,,,,,-14000000.0,930800000.0,,1175500000.0,,,,8700000.0,,261500000.0,,,,,182900000.0,,,,252800000.0,,446800000.0,,,,,11000000.0,353600000.0,,,1370700000.0,,,162800000.0,300400000.0,,,1082200000.0,,,,,,,,,,60500000.0,,,,,379400000.0,,,,,642100000.0,,,,,185300000.0,239000000.0,,,0.0,,,261500000.0,,-7800000.0,,145400000.0,145400000.0,,,,930800000.0,,,930800000.0,291500000.0,,,8700000.0,,248900000.0,,199100000.0,,103500000.0,45700000.0,,,3400000.0,,,,,300000000.0,307700000.0,,3900000.0,,,19600000.0,,,0.0,,,,,0.48,108800000.0,189100000.0,-16500000.0,-117100000.0,-6200000.0,,,,0.0,,,,,,,,,,1724300000.0,,,2200000.0,,,,,,,,,153800000.0,,,777000000.0,,,251700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,180400000.0,,,,,,,-16600000.0,505800000.0,0.48,146600000.0,,,,,,-79600000.0,736700000.0,,1305600000.0,,,,8800000.0,-127700000.0,240700000.0,,,,,193800000.0,,81700000.0,,231900000.0,,421100000.0,,,,,21600000.0,357100000.0,,,1198000000.0,,,164300000.0,299600000.0,,,1057500000.0,,,,,,300000000.0,,,,42800000.0,,,,,336800000.0,,,251700000.0,,497600000.0,,,,,,551700000.0,,,0.0,,,421100000.0,,0.0,,146600000.0,146600000.0,,,,818400000.0,,,736700000.0,261300000.0,,,189200000.0,,234600000.0,,197500000.0,,88000000.0,47200000.0,,,3400000.0,,,,,,307700000.0,,,,,14000000.0,,,-2000000.0,,,,,0.49,112400000.0,200700000.0,-313900000.0,-117100000.0,-6900000.0,,,,0.0,,,,,,,,,,1555100000.0,,,-1200000.0,-309000000.0,,,,,,55000000.0,,-194100000.0,,,930800000.0,,,244500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,49500000.0,-231200000.0,,299100000.0,452900000.0,1731600000.0,939600000.0,486000000.0,-15900000.0,578900000.0,,150100000.0,,,,,94500000.0,-51300000.0,486000000.0,676600000.0,1419200000.0,89100000.0,-2300000.0,,9100000.0,-183700000.0,251500000.0,568900000.0,,,279800000.0,148900000.0,560800000.0,94500000.0,4900000.0,242400000.0,,473200000.0,,305600000.0,-691700000.0,,-18300000.0,405400000.0,,,1051800000.0,339100000.0,,190300000.0,,1147800000.0,,1147800000.0,,-900000.0,-30200000.0,486000000.0,300000000.0,300000000.0,606100000.0,1051800000.0,421800000.0,49500000.0,560800000.0,-60300000.0,303900000.0,235500000.0,421800000.0,560800000.0,127100000.0,268900000.0,,309400000.0,297700000.0,,35200000.0,,,568900000.0,309400000.0,,-9900000.0,,1457200000.0,20300000.0,373900000.0,-26300000.0,,150100000.0,150100000.0,,,1419200000.0,580500000.0,3400000.0,,486000000.0,299100000.0,,,-222100000.0,,243900000.0,,222900000.0,1.88,93800000.0,55400000.0,222900000.0,-9900000.0,3400000.0,55400000.0,707900000.0,1278700000.0,405400000.0,,,578900000.0,,,,22600000.0,974800000.0,268900000.0,-300000.0,,,580500000.0,,,127100000.0,161600000.0,-357500000.0,-134900000.0,-12700000.0,-324400000.0,,,0.0,,,934700000.0,,,,,,,1457200000.0,-134900000.0,,-900000.0,-363500000.0,1.84,,,,,171400000.0,-20200000.0,-250700000.0,,190300000.0,736700000.0,,,279800000.0,,-666500000.0,,0.0,,,-150400000.0,,-120100000.0,,-31300000.0,,,,,,,,,,,,,,,,,,
1143763200,,192500000.0,,,,,,,-20400000.0,550100000.0,0.49,146200000.0,,,,,,-22400000.0,495900000.0,,1565400000.0,,,,9400000.0,-229100000.0,247700000.0,,,,,133400000.0,,109100000.0,,238300000.0,,440200000.0,,,,,32100000.0,439600000.0,,,1062800000.0,,,193200000.0,290500000.0,,,1120200000.0,,,,,,300000000.0,,,,35000000.0,,,,,422800000.0,,,270100000.0,,382200000.0,,,,,,570100000.0,,,0.0,,,440200000.0,,0.0,153700000.0,146200000.0,146200000.0,,,,605000000.0,,,495900000.0,344900000.0,,,201900000.0,,241700000.0,,69100000.0,,95500000.0,58300000.0,,,3400000.0,,,,,,299500000.0,,,,,51100000.0,,,61500000.0,,,,,0.5,158500000.0,140100000.0,-109600000.0,-134900000.0,-6700000.0,,,,0.0,,,,,,,,,,1502400000.0,,,300000.0,-201800000.0,,,,,,215400000.0,,9900000.0,,,486000000.0,,,205200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,,,,-19900000.0,527100000.0,0.59,172100000.0,,,,,,97800000.0,223200000.0,,1717500000.0,,,,9300000.0,-109700000.0,298400000.0,,,,,176300000.0,,7100000.0,,289100000.0,,511400000.0,,,,,-6800000.0,451300000.0,,,679800000.0,,,194900000.0,286400000.0,,,1110500000.0,,,,,,300000000.0,,,,24900000.0,,,,,424600000.0,,,283400000.0,,20600000.0,,,,,213000000.0,583400000.0,,,0.0,,,298400000.0,,0.0,154000000.0,172100000.0,172100000.0,,,,230300000.0,,,223200000.0,334900000.0,,,9300000.0,,289800000.0,,66600000.0,,117700000.0,60000000.0,,,3400000.0,,,,,,293700000.0,,,,,19400000.0,,,12800000.0,,,,,0.6,170700000.0,182500000.0,-561700000.0,-134900000.0,-6200000.0,,,,0.0,,,,,,,,,,1131100000.0,,,7500000.0,-574000000.0,,,,,,213700000.0,,-272700000.0,,,495900000.0,,,192200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,,,-19600000.0,525300000.0,0.55,157000000.0,,,,,,-26900000.0,281600000.0,,1854800000.0,,,,9800000.0,-8700000.0,278600000.0,,9000000.0,,,238300000.0,,13000000.0,,268800000.0,,495500000.0,,,,,70800000.0,475000000.0,,,680200000.0,,,197700000.0,280700000.0,,,1116500000.0,,,,,,300000000.0,,,,26000000.0,,,,,359600000.0,,,291200000.0,,38700000.0,,,,,216900000.0,591200000.0,,,0.0,,,278600000.0,,0.0,154000000.0,157000000.0,157000000.0,,,,294600000.0,,,281600000.0,302500000.0,,,9800000.0,,265700000.0,,64100000.0,,108700000.0,62800000.0,,,3400000.0,,,,,,287900000.0,,3100000.0,,,15500000.0,,,11000000.0,,,,,0.56,194100000.0,246600000.0,-161300000.0,-134900000.0,-8300000.0,,,,0.0,,,,,,,,,,1155200000.0,,,9800000.0,-168200000.0,,,,,,2800000.0,,58400000.0,,,223200000.0,,,222800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,43000000.0,,,360300000.0,539400000.0,2037100000.0,1259500000.0,408100000.0,-19600000.0,700000000.0,,278600000.0,,,,,75400000.0,67600000.0,408100000.0,721400000.0,2091400000.0,105300000.0,103200000.0,,11000000.0,-66500000.0,474300000.0,630300000.0,4600000.0,,8800000.0,173400000.0,753900000.0,75400000.0,171800000.0,463300000.0,,590000000.0,,291900000.0,-1093600000.0,,75700000.0,495800000.0,,,1001900000.0,238200000.0,,178100000.0,,1330300000.0,,1330300000.0,,-8400000.0,0.0,408100000.0,300000000.0,300000000.0,486000000.0,1001900000.0,475400000.0,43000000.0,753900000.0,-79500000.0,359300000.0,436500000.0,475400000.0,753900000.0,192000000.0,330300000.0,-26100000.0,167400000.0,284200000.0,,39500000.0,330900000.0,-83000000.0,630300000.0,167400000.0,,-2000000.0,,1497700000.0,673000000.0,506600000.0,0.0,176100000.0,278600000.0,278600000.0,,330900000.0,2091400000.0,483500000.0,3400000.0,,408100000.0,360300000.0,,,209700000.0,,463300000.0,,65700000.0,2.65,184700000.0,62000000.0,65700000.0,158600000.0,3400000.0,62000000.0,752500000.0,1497700000.0,495800000.0,,,700000000.0,,,,19300000.0,1299000000.0,330300000.0,17900000.0,,,483500000.0,,,192000000.0,183300000.0,-132600000.0,-116100000.0,-9900000.0,-414000000.0,,,0.0,,,1260500000.0,,,,,,,1497700000.0,-116100000.0,176100000.0,-8400000.0,-149600000.0,2.58,,,,,4600000.0,-27200000.0,126500000.0,,178100000.0,281600000.0,,,8800000.0,,-965200000.0,,0.0,,,116100000.0,,-77900000.0,,-31100000.0,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,,,-22300000.0,773000000.0,0.62,175400000.0,,,,,,28400000.0,289500000.0,,2223400000.0,,,,10300000.0,-172400000.0,315000000.0,,-8500000.0,,,152200000.0,,10300000.0,,304700000.0,,583000000.0,,,,,8100000.0,590800000.0,,,879100000.0,,,217300000.0,277700000.0,,,1540000000.0,,,,,,300000000.0,,,,80000000.0,,,,,499300000.0,,,467000000.0,,-70100000.0,,,,,268000000.0,767000000.0,,,0.0,,,315000000.0,,0.0,178300000.0,175400000.0,175400000.0,,,,299800000.0,,,289500000.0,410100000.0,,,10300000.0,,301400000.0,,63500000.0,,126000000.0,118200000.0,,,3400000.0,,,,,80000000.0,284900000.0,,3300000.0,,,21500000.0,,,29700000.0,,,,,0.63,230800000.0,185300000.0,-334100000.0,-99100000.0,-33100000.0,,,,0.0,,,,,,,,,,1469900000.0,,,-7900000.0,-442600000.0,,,,,,237300000.0,,-118600000.0,,,408100000.0,,,282900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,,,,-21600000.0,1090700000.0,0.95,261900000.0,,,,,,-64800000.0,361600000.0,,2463700000.0,,,,9100000.0,-5300000.0,372800000.0,,-38900000.0,,,231000000.0,,13400000.0,,363700000.0,,646100000.0,,,,,59100000.0,635300000.0,,,918000000.0,,,283500000.0,269600000.0,,,1819200000.0,,,,,,300000000.0,,,,59000000.0,,,,,484000000.0,,,428500000.0,,-265900000.0,,,,,273300000.0,728500000.0,,,0.0,,,372800000.0,,0.0,179800000.0,261900000.0,261900000.0,,,,375000000.0,,,361600000.0,398300000.0,,,9100000.0,,381500000.0,,61600000.0,,119600000.0,162800000.0,,,3400000.0,,,,,410000000.0,276000000.0,,,,,19900000.0,,,13100000.0,,,,,0.97,231100000.0,291200000.0,-159100000.0,-120700000.0,-60200000.0,,,,0.0,,,,,,,,,,1553300000.0,,,-3600000.0,-500000000.0,,,,,,2400000.0,,72100000.0,,,289500000.0,,,282400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,,,-20800000.0,1085800000.0,0.51,136900000.0,,,,,,-42800000.0,421100000.0,,2579500000.0,,,,11600000.0,100000.0,262100000.0,,71300000.0,,,240600000.0,,4600000.0,,250500000.0,,525000000.0,,,,,125600000.0,681000000.0,,,870600000.0,,,348600000.0,262200000.0,,,2161100000.0,,,,,,600000000.0,,,,51800000.0,,,,,393100000.0,,,475300000.0,,-609500000.0,,,,,262900000.0,1075300000.0,,,2200000.0,,,262100000.0,,0.0,179700000.0,136900000.0,136900000.0,,,,425700000.0,,,421100000.0,368400000.0,,,11600000.0,,241500000.0,,59600000.0,,104600000.0,218400000.0,,,3400000.0,,,,,400000000.0,267600000.0,,16400000.0,,,11400000.0,,,4500000.0,,,,,0.52,223300000.0,293100000.0,-200000000.0,-130200000.0,-52500000.0,,,,0.0,,,,,,,,,,1551600000.0,,,1000000.0,-484400000.0,,,,,,8800000.0,,59500000.0,,,361600000.0,,,317400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,104500000.0,,,426000000.0,584000000.0,2259000000.0,1181000000.0,426300000.0,-20500000.0,1349200000.0,,127300000.0,,,551900000.0,,14700000.0,-45500000.0,426300000.0,802200000.0,2661100000.0,65900000.0,50800000.0,,11900000.0,-13800000.0,274000000.0,1149000000.0,21100000.0,,8100000.0,178400000.0,701500000.0,14700000.0,323300000.0,262100000.0,,504900000.0,,272200000.0,-1738400000.0,,130500000.0,725500000.0,,,989100000.0,494000000.0,,335500000.0,,2498200000.0,,2498200000.0,,15600000.0,0.0,426300000.0,600000000.0,600000000.0,408100000.0,989100000.0,443600000.0,104500000.0,701500000.0,-85200000.0,451100000.0,252900000.0,443600000.0,701500000.0,274100000.0,549000000.0,45000000.0,-783600000.0,266400000.0,,42900000.0,363200000.0,-220200000.0,1149000000.0,-783600000.0,,-54500000.0,,1714600000.0,725100000.0,415200000.0,0.0,179900000.0,127300000.0,127300000.0,,363200000.0,2661100000.0,441000000.0,3400000.0,,426300000.0,426000000.0,,,463000000.0,,192300000.0,,56900000.0,2.63,65000000.0,214600000.0,56900000.0,-40000000.0,3400000.0,214600000.0,984000000.0,1675000000.0,725500000.0,551900000.0,,1349200000.0,20800000.0,,,13100000.0,1223900000.0,549000000.0,3500000.0,,,441000000.0,,,274100000.0,214400000.0,-168300000.0,-120900000.0,-36000000.0,-191400000.0,,,0.0,,,1116700000.0,,,,,43600000.0,,1714600000.0,-120900000.0,179900000.0,15600000.0,-311400000.0,2.58,,,,,4400000.0,-76400000.0,5200000.0,,335500000.0,421100000.0,,,8100000.0,,-861500000.0,,0.0,,,-124700000.0,,18200000.0,,-181800000.0,,,,,,,,,,,,,,,,,,
1206921600,,,,,,,,,-24700000.0,1318200000.0,0.48,120700000.0,,,,,,-52700000.0,339700000.0,,2782200000.0,,,,12500000.0,,211100000.0,,9500000.0,,,165800000.0,,9900000.0,,198600000.0,,430700000.0,,,,,42200000.0,734300000.0,,,852500000.0,,,360900000.0,247400000.0,,,2489800000.0,,,,,,600000000.0,,,,68600000.0,,,,,405400000.0,,,571600000.0,,-903000000.0,,,,,219600000.0,1171600000.0,,,9100000.0,,,211100000.0,,900000.0,206000000.0,120700000.0,120700000.0,,,,349600000.0,,,339700000.0,463000000.0,,,12500000.0,,196200000.0,,68100000.0,,75500000.0,230200000.0,,,3400000.0,,,,,598700000.0,251000000.0,,18500000.0,,,3700000.0,,,1700000.0,,,,,0.49,84300000.0,184900000.0,-238100000.0,-130700000.0,-19100000.0,,,,0.0,,,,,,,,,,1586800000.0,,,27800000.0,-264500000.0,,,,,,4000000.0,,-86600000.0,,,426300000.0,,,256500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,,,,-24500000.0,1160600000.0,0.54,135200000.0,,,,,,-28200000.0,380100000.0,,2892900000.0,,,,16800000.0,,250300000.0,,6400000.0,,,36900000.0,,12700000.0,,233500000.0,,487600000.0,,,,,-96600000.0,751600000.0,,,912800000.0,,,356600000.0,244600000.0,,,2486200000.0,,,,,,750000000.0,,,,70500000.0,,,,,415200000.0,,,575600000.0,,-821800000.0,,,,,237300000.0,1325600000.0,,,300000.0,,,250300000.0,,0.0,205800000.0,135200000.0,135200000.0,,,,392800000.0,,,380100000.0,434700000.0,,,16800000.0,,221400000.0,,65500000.0,,86200000.0,235700000.0,,,3400000.0,,,,,527000000.0,248100000.0,,12400000.0,,,12800000.0,,,3100000.0,,,,,0.55,82100000.0,61800000.0,6600000.0,-120900000.0,-24900000.0,,,,0.0,,,,,,,,,,1664400000.0,,,27100000.0,-63400000.0,,,,,,2900000.0,,40400000.0,,,339700000.0,,,198900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,,,,-24100000.0,1248800000.0,0.46,113000000.0,,,,,,-18600000.0,438600000.0,,2981700000.0,,,,14600000.0,-800000.0,202600000.0,,15200000.0,,,132300000.0,,7200000.0,,188000000.0,,433400000.0,,,,,10900000.0,776500000.0,,,917800000.0,,,363000000.0,241300000.0,,,2588100000.0,,,,,,750000000.0,,,,94200000.0,,,,,348700000.0,,,589300000.0,,-893800000.0,,,,,230800000.0,1339300000.0,,,8500000.0,,,202600000.0,,0.0,202800000.0,113000000.0,113000000.0,,,,445800000.0,,,438600000.0,392100000.0,,,14600000.0,,183900000.0,,63700000.0,,70900000.0,242100000.0,,,3400000.0,,,,,648600000.0,244600000.0,,17700000.0,,,5800000.0,,,1900000.0,,,,,0.47,82400000.0,153700000.0,-39900000.0,-120900000.0,-21400000.0,,,,0.0,,,,,,,,,,1694300000.0,,,-11600000.0,-145000000.0,,,,,,4200000.0,,58500000.0,,,380100000.0,,,208100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,107800000.0,,,435000000.0,493300000.0,1755400000.0,745700000.0,245900000.0,-23500000.0,1393100000.0,,88700000.0,,,717700000.0,,7100000.0,-219800000.0,245900000.0,450300000.0,3023200000.0,23500000.0,6800000.0,,31200000.0,-3400000.0,156800000.0,1374700000.0,24600000.0,,8600000.0,115300000.0,457600000.0,7100000.0,-28600000.0,125600000.0,,403700000.0,,245300000.0,-592900000.0,,14900000.0,964300000.0,,,809100000.0,516400000.0,,378100000.0,,2767800000.0,,2767800000.0,,-52100000.0,0.0,245900000.0,750000000.0,750000000.0,426300000.0,809100000.0,421800000.0,107800000.0,457600000.0,-96800000.0,441300000.0,15900000.0,421800000.0,457600000.0,44500000.0,605700000.0,55700000.0,-994400000.0,242400000.0,,75100000.0,,-194400000.0,1374700000.0,-994400000.0,,18400000.0,,1773400000.0,598100000.0,268200000.0,-900000.0,338000000.0,88700000.0,88700000.0,,,3023200000.0,253000000.0,3400000.0,19000000.0,245900000.0,435000000.0,,,472500000.0,,124300000.0,,114000000.0,1.89,35600000.0,247700000.0,114000000.0,36300000.0,3400000.0,247700000.0,534700000.0,1262100000.0,964300000.0,717700000.0,,1393100000.0,16300000.0,,,1200000.0,820800000.0,605700000.0,100000.0,19000000.0,,253000000.0,,,44500000.0,134300000.0,-73400000.0,-130400000.0,-19000000.0,-10300000.0,,,231800000.0,,,725800000.0,,,,,70300000.0,,1773400000.0,-130400000.0,338000000.0,-52100000.0,-120000000.0,1.87,,,,,4800000.0,-17300000.0,-192700000.0,,378100000.0,438600000.0,,,8600000.0,,-344800000.0,,231800000.0,,,-319300000.0,,-180400000.0,,-84400000.0,,,,,,,,,,,,,,,,,,
1238457600,,110200000.0,,,,,,,-23500000.0,1338800000.0,0.38,90200000.0,,,,,,-13600000.0,341700000.0,,3113500000.0,,,,15600000.0,-300000.0,168700000.0,,14100000.0,14500000.0,,179700000.0,,6800000.0,,160700000.0,,408900000.0,110600000.0,,,,72200000.0,946000000.0,,,856100000.0,,,388700000.0,235400000.0,,,2721400000.0,,,,,,750000000.0,,,,72400000.0,,,,,403600000.0,,,505500000.0,,-924900000.0,,,,,122400000.0,1382600000.0,,,-15800000.0,,,286500000.0,,0.0,333800000.0,91100000.0,90200000.0,,,,348500000.0,,16500000.0,341700000.0,479500000.0,,-3881400000.0,125800000.0,,141600000.0,,107100000.0,,50500000.0,248400000.0,,,3400000.0,,,,,660500000.0,236500000.0,,11500000.0,,,,,,400000.0,,,,-900000.0,0.38,43600000.0,192100000.0,-79400000.0,-140300000.0,-12400000.0,,,,0.0,,,,,,,,,,1802100000.0,,,-82600000.0,0.0,,,16000000.0,,,0.0,,95800000.0,,,245900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,116700000.0,,,,,,,-26600000.0,1305100000.0,0.46,109300000.0,,,,,,-20000000.0,392800000.0,,3199000000.0,,,,15700000.0,-2000000.0,206000000.0,,13600000.0,16100000.0,,110000000.0,,4900000.0,,190300000.0,,450700000.0,108400000.0,,,,-8800000.0,973300000.0,,,900600000.0,,,420300000.0,236100000.0,,,2623400000.0,,,,,,750000000.0,,,,502900000.0,,,,,407600000.0,,,444100000.0,,-749500000.0,,,,,128000000.0,1318300000.0,,,-9600000.0,,,322700000.0,,0.0,344600000.0,112700000.0,111000000.0,,,,397700000.0,,15700000.0,392800000.0,462700000.0,,-3502300000.0,132400000.0,,174600000.0,,106700000.0,,63600000.0,267600000.0,,,3400000.0,,,,,580400000.0,238100000.0,,13200000.0,,,,,,2500000.0,,,,0.0,0.46,47700000.0,132400000.0,-93500000.0,-152700000.0,-22400000.0,,,,0.0,,,,,,,,,,1873900000.0,,,-30100000.0,0.0,,,-100000.0,,,4400000.0,,51100000.0,,,341700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,124300000.0,,,,,,,-23600000.0,1202300000.0,0.42,100600000.0,,,,,,-30800000.0,422700000.0,,3275800000.0,,,,16200000.0,-8400000.0,190400000.0,,10600000.0,10600000.0,,102600000.0,,6800000.0,,176200000.0,,451800000.0,107100000.0,,,,700000.0,977700000.0,,,896500000.0,,,443700000.0,236400000.0,,,2521700000.0,,,,,,748100000.0,,,,467000000.0,,,,,378900000.0,,,283100000.0,,-647500000.0,,,,,135100000.0,1319400000.0,,,-2000000.0,,,316700000.0,,0.0,350400000.0,101700000.0,100600000.0,,,,429500000.0,,181100000.0,422700000.0,427500000.0,,-2919000000.0,140500000.0,,162700000.0,,104200000.0,,61000000.0,278600000.0,,,3400000.0,,,,,532900000.0,238200000.0,,11500000.0,,,,,,300000.0,,,,0.0,0.43,49500000.0,132100000.0,-70700000.0,-165100000.0,-29500000.0,,,,0.0,,,,,,,,,,1874200000.0,,,-19200000.0,0.0,,,35400000.0,,,7100000.0,,29900000.0,,,392800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
