,timestamp,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetOtherInvestingChanges,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,trailingNetIncome,quarterlyLongTermDebt,annualNetIncome,trailingPretaxIncome,annualAccountsReceivable,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,trailingSaleOfInvestment,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingOperatingIncome,quarterlyDepreciationAndAmortization,annualFreeCashFlow,annualPretaxIncome,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyBasicEPS,trailingTotalRevenue,annualLongTermDebt,annualOtherCurrentAssets,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,trailingEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyRepaymentOfDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,annualCashAndCashEquivalents,trailingOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualNetPPE,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualSaleOfInvestment,annualCommonStockIssuance,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualBasicAverageShares,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyDilutedAverageShares,annualBasicEPS,annualBeginningCashPosition,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualDilutedEPS,annualOtherIncomeExpense,annualTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,annualSellingGeneralAndAdministration,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualChangeInInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualDilutedAverageShares,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualEndCashPosition,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingResearchAndDevelopment,quarterlyCapitalExpenditure,annualTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,trailingGrossProfit,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyOtherNonCashItems,annualInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingOtherNonCashItems,annualCashDividendsPaid,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingInterestExpense,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyCashDividendsPaid,annualIncomeTaxPayable,trailingDilutedAverageShares
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1325289600,,,,,,,0.0,,,,,,,34035000.0,,,,,,,,44400000.0,,,-2770000.0,,,9660000.0,37626000.0,,,,,,,,,,,,,,,836000.0,,,,1293000.0,,,,,,3591000.0,,,,,,,,,,,,,,,,,,1434000.0,,,,,4203000.0,,,,45336000.0,12430000.0,,,56147000.0,,51320294.0,,34035000.0,,6417000.0,,0.663188,14578000.0,,,,,,-55555000.0,0.62968,-357000.0,,,,-2770000.0,,,,,,,,,,,25674000.0,,,,,,,,,-7733000.0,,,,,46505000.0,,54051290.0,0.0,1974000.0,70725000.0,,,,,,34035000.0,43366000.0,,,139848000.0,,52082000.0,,,-4234000.0,,,,96482000.0,,,,,,,,,,,,-11596000.0,,,,,,,,,,,-22644000.0,26408000.0,,,,,,,,,,,,,,,,,,
2,1356912000,,,,,,504000.0,-9040000.0,,220168000.0,,,,,21349000.0,,49902000.0,,,0.0,38000.0,,39897000.0,,,-12352000.0,,,22994000.0,32975000.0,,,18910000.0,,,97673000.0,0.0,,,,,,,11016000.0,1040000.0,,12141000.0,46364000.0,1779000.0,,,,,,11626000.0,,,,,,,,,,88655000.0,,,,,30546000.0,,,3842000.0,,88655000.0,,,0.0,177172000.0,,154894000.0,41811000.0,26306000.0,4040000.0,,17930000.0,,53124310.0,5605000.0,9622000.0,,7057000.0,,0.181122,70725000.0,,8040000.0,,,,0.0,0.167117,135000.0,42996000.0,,,-3312000.0,,,,,,,,,,,37104000.0,35428000.0,,,,,,,,-7153000.0,,,,,3977000.0,,57815705.0,95000.0,4703000.0,88655000.0,,17602000.0,0.0,,5995000.0,21349000.0,61252000.0,,,193408000.0,,92259000.0,,,-3722000.0,,,,132156000.0,,,,,,201258000.0,,,,,,-22043000.0,,,,,,,24181000.0,-4882000.0,,,926000.0,55155000.0,,,,,,,,,,,,,,,,,,
3,1364688000,,19220000.0,,,,,,,,,,,,,,,,-9000.0,,,,,6611000.0,6611000.0,,,717000.0,,,,,,0.124444,,,,53124310.0,,1751000.0,,,,,,,,,,-99000.0,,,,-1696000.0,,91640000.0,6611000.0,0.0,,,26000.0,-744000.0,13871000.0,42128000.0,,,,,,,33385000.0,,,0.114346,,,,,,,,,,,-13418000.0,,0.0,,,,,,57815705.0,,,,,-4141000.0,,,,,,,,,,,,,,,,88655000.0,,,,,,,,,,,61348000.0,1742000.0,,9361000.0,,,,,8743000.0,,,,,,,,,,,,,-1696000.0,,3012000.0,,,,,,,,,6893000.0,1687000.0,,,-660000.0,,,,-7397000.0,,19514000.0,,,,,,282000.0,274000.0,,,2985000.0,,,,0.0,,,,,,,,,,,,,,,,,
4,1372550400,,29584000.0,,,,,,,,,,,,,,,,-3455000.0,,,,,10251000.0,10251000.0,,,767000.0,,,,,,0.09314,,,,53124310.0,,1772000.0,,,,,,,,,,-1000.0,,,,-10516000.0,,90632000.0,4948000.0,0.0,,,187000.0,2971000.0,16551000.0,53901000.0,,,,,,,37637000.0,,,0.089232,,,,,,,,,,,-14127000.0,,0.0,,,,,,57815705.0,,,,,-8510000.0,,,,,,,,,,,,,,,,91640000.0,,,,,,,,,,,83485000.0,2073000.0,,17030000.0,,,,,16264000.0,,,,,,,,,,,,,-10516000.0,,2483000.0,,,,,,,,,14491000.0,7061000.0,,,-1430000.0,,,,-4579000.0,,21086000.0,,,,,,4240000.0,279000.0,,,-1008000.0,,,,0.0,,,,,,,,,,,,,,,,,
5,1380499200,,36589000.0,,,,,,,,,,,,,,,,28583000.0,,,,,11856000.0,11856000.0,,,1021000.0,,,,,,0.109893,,,,53124310.0,,1797000.0,,,,,,,,,,-23000.0,,,,-3284000.0,,120020000.0,5838000.0,0.0,,,127000.0,13621000.0,19765000.0,65036000.0,,,,,,,46400000.0,,,0.105992,,,,,,,,,,,11933000.0,,0.0,,,,,,57815705.0,,,,,-17854000.0,,,,,,,,,,,,,,,,90632000.0,,,,,,,,,,,101625000.0,2584000.0,,19634000.0,,,,,18636000.0,,,,,,,,,,,,,-3284000.0,,759000.0,,,,,,,,,16816000.0,31867000.0,,,-875000.0,,,,17296000.0,,26635000.0,,,,,,4960000.0,279000.0,,,29388000.0,,,,0.0,,,,,,,,,,,,,,,,,
6,1388448000,,37293000.0,44360000.0,77999000.0,78997000.0,42964000.0,825000.0,,364520000.0,364520000.0,,,0.0,42460000.0,,77999000.0,,-10787000.0,,36000.0,,66148000.0,13742000.0,13742000.0,-19491000.0,,2539000.0,14332000.0,58275000.0,,77444000.0,77732000.0,,,0.0,0.0,,,1799000.0,98793000.0,19576000.0,,14741000.0,1118000.0,,44360000.0,209344000.0,5044000.0,-631000.0,,73360000.0,,-3995000.0,15815000.0,113664000.0,25489000.0,0.0,,4040000.0,542000.0,-11983000.0,23616000.0,77473000.0,113664000.0,,286788000.0,41306000.0,,67204000.0,54968000.0,,3865000.0,,113664000.0,,,0.0,285523000.0,,77444000.0,70438000.0,34648000.0,4040000.0,-12677000.0,25009000.0,825000.0,51320294.0,10144000.0,39363000.0,,7119000.0,,0.77,88655000.0,77732000.0,19576000.0,-18674000.0,,,0.0,0.73,-754000.0,78997000.0,,,-20316000.0,,36000.0,,,5995000.0,,120020000.0,14741000.0,0.0,,73803000.0,74390000.0,113664000.0,,113664000.0,,,114766000.0,3760000.0,-49179000.0,24413000.0,,,67204000.0,9886000.0,22505000.0,54051290.0,882000.0,10159000.0,113664000.0,-7186000.0,41306000.0,98793000.0,,5995000.0,42460000.0,122686000.0,,-4820000.0,361224000.0,3632000.0,172390000.0,,,-8831000.0,209344000.0,74390000.0,,238538000.0,20075000.0,-5967000.0,,42964000.0,-5866000.0,286788000.0,285523000.0,,-19931000.0,,31352000.0,-28289000.0,,,,,6333000.0,286000.0,73360000.0,-7186000.0,-6356000.0,10144000.0,-14611000.0,98587000.0,0.0,,,,,,,,,,,,,,,,,
7,1396224000,,35893000.0,45863000.0,63007000.0,83496000.0,,,,,375463000.0,,,,,,,,14586000.0,,,,,12329000.0,12329000.0,,,2285000.0,,,,80101000.0,,0.22,,,,53124310.0,,1771000.0,99085000.0,21844000.0,,,,,,,,-764000.0,,78978000.0,,-3103000.0,,129524000.0,11689000.0,-133000.0,,4040000.0,-464000.0,-5904000.0,25886000.0,81314000.0,,,279035000.0,36291000.0,,,59332000.0,,,0.2,,,,,,,,,,,14950000.0,,0.0,,,,,,57815705.0,,,96428000.0,,-5619000.0,,,,,,,,,,,3000.0,,,6000.0,,113664000.0,7258000.0,0.0,,,,129524000.0,,129524000.0,,,117207000.0,4782000.0,,23503000.0,,,67626000.0,,21982000.0,,,,,-9357000.0,,,,,,,,-3103000.0,,1264000.0,,,,,198934000.0,76983000.0,,,19447000.0,17689000.0,,55293000.0,2110000.0,,291967000.0,,-3841000.0,,33446000.0,,,,,,7118000.0,292000.0,,,15860000.0,10437000.0,,,0.0,,,,,,,,,,,,,,,,,
8,1404086400,,44567000.0,28016000.0,67946000.0,80102000.0,,,,,642778000.0,,,,,,,,40781000.0,,,,,21618000.0,21618000.0,,,2428000.0,,,,83898000.0,,0.37,,,,38491000.0,,1435000.0,0.0,25718000.0,,,,,,,,2472000.0,,71068000.0,,-1436000.0,,397198000.0,14212000.0,-20202000.0,,3806000.0,923000.0,10693000.0,27837000.0,93380000.0,,,181592000.0,37888000.0,,,62725000.0,,,0.34,,,,,,,,,,,-5272000.0,,4040000.0,,,,,,44057000.0,,,461186000.0,,7910000.0,,,,,,,,,,,15000.0,,,7000.0,,129524000.0,20000000.0,0.0,,,,397198000.0,,397198000.0,,,137947000.0,6705000.0,,35555000.0,,,68799000.0,,30655000.0,,,,,-11679000.0,,,,,,,,-5476000.0,,222800000.0,,,,,97694000.0,80478000.0,,,31692000.0,46257000.0,,76911000.0,-1407000.0,,562676000.0,,19815000.0,,34888000.0,,,,,,10074000.0,235000.0,,,267674000.0,11790000.0,,,241862000.0,,,,,,,,,,,,,,,,,
9,1412035200,,54506000.0,32246000.0,84063000.0,103532000.0,,,,,691883000.0,,,,,,,,32548000.0,,,,,21866000.0,21866000.0,,,2653000.0,,,,97165000.0,,0.34,,,,62402000.0,,764000.0,0.0,39312000.0,,,,,,,,-824000.0,,62587000.0,,-21661000.0,,408596000.0,21185000.0,-219000.0,18000000.0,27559000.0,382000.0,811000.0,30852000.0,100957000.0,,,198961000.0,40277000.0,,,67083000.0,,,0.3,,,,,,,,,,,-16335000.0,,-19451000.0,,,,,,69737000.0,,,492922000.0,,2216000.0,,,,,,,,,,,-48000.0,,,7000.0,,397198000.0,19845000.0,0.0,,,,408596000.0,,408596000.0,,,155463000.0,8082000.0,,33050000.0,,,66991000.0,,33874000.0,,,,,-14317000.0,,,,,,,,-2210000.0,,-1556000.0,,,,,101796000.0,81308000.0,,,32286000.0,34758000.0,,98777000.0,-1485000.0,,588351000.0,,3805000.0,,36231000.0,,,,,,10420000.0,0.0,,,11398000.0,9428000.0,,,-2219000.0,,,,,,,,,,,,,,,,,
