date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,trailingInvestingCashFlow,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,trailingPurchaseOfInvestment,trailingSaleOfInvestment,quarterlyBasicEPS,quarterlyResearchAndDevelopment,annualLongTermDebt,trailingPurchaseOfBusiness,trailingNetIncome,annualStockholdersEquity,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualChangeInWorkingCapital,annualRetainedEarnings,quarterlyOtherShortTermInvestments,annualCurrentLiabilities,annualBasicEPS,annualSaleOfInvestment,annualInventory,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyInventory,annualOtherShortTermInvestments,annualGoodwill,quarterlyDilutedAverageShares,annualStockBasedCompensation,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingOperatingCashFlow,trailingFreeCashFlow,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingTaxProvision,annualOtherNonCashItems,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncome,annualDilutedEPS,trailingOtherNonCashItems,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,trailingCapitalExpenditure,trailingOperatingExpense,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCurrentAssets,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyGrossProfit,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualInterestExpense,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOperatingIncome,trailingGrossProfit,trailingOtherIncomeExpense,quarterlyCashDividendsPaid,annualCapitalStock,annualOtherIncomeExpense,trailingResearchAndDevelopment,annualTotalRevenue,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,trailingTotalRevenue,annualEndCashPosition,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualGrossPPE,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualPretaxIncome,trailingOperatingIncome,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,annualCommonStockIssuance,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,annualCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1970-01-01 00:00:01.262217600,,,-486355000.0,,,,,-4213000.0,,,928000000.0,2979000000.0,,-6222000000.0,,-790000000.0,2901000000.0,,,,-671000000.0,3255000000.0,,697492000.0,-260000000.0,,,421000000.0,,,503741000.0,,,,2.934503,6000.0,,-1415000000.0,,,,,,,156718000.0,1707440000.0,,13441000000.0,12929000000.0,4056390000.0,,10157806000.0,,,,,,1313802000.0,,,,165347000.0,7455000000.0,,,,,,,-170000000.0,,,,-276000000.0,-627130000.0,4636515000.0,1950000000.0,,4636515000.0,2.934503,3130000000.0,207000.0,,,5054771000.0,-512000000.0,18280000000.0,,,,1580000000.0,,,5056012000.0,6920000000.0,-312565000.0,,3348572000.0,,1605000000.0,,,,3255000000.0,,,,-322193000.0,8015000000.0,,,-340000000.0,4636515000.0,5799286000.0,-34766000.0,-170000.0,,,,3232000000.0,,,8000000.0,,,-4846385000.0,,,,-2685000000.0,,,210324000.0,,5367336000.0,5101794000.0,25412000000.0,-2780000000.0,,,848523000.0,11360000000.0,14214196000.0,,,,,,-4881151000.0,,,,-4318000000.0,32867000000.0,37000.0,1580000000.0,2633000000.0,417000.0,,,,-11719000000.0,,,,,,,,10665000000.0,,,,,5950317000.0,7132000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,,,-5031000000.0,3373104000.0,,,,-93000000.0,,,,,,,21134705000.0,,,,,,,,15702999000.0,1184000000.0,,,,,,,-866000000.0,,,3761248000.0,2.644304,1000000.0,836270000.0,,,,,1131000.0,6197182000.0,,167000000.0,2495000000.0,0.0,,,4293000000.0,,11345000000.0,,12916212000.0,,,5431706000.0,658000000.0,,,,-73000000.0,,,,,,,,-2621000000.0,,,,,313000000.0,4178000000.0,,,4178000000.0,2.644304,,0.0,,,4528000000.0,,,,,8218493000.0,1580000000.0,0.0,,6315000000.0,,-448000000.0,-3744363000.0,3820000000.0,,,,,,,,,,-60000000.0,,,0.0,,4178000000.0,6020000000.0,,10000000.0,,,,,1556106000.0,,,,,65000000.0,,,,,0.0,356784000.0,,1670458000.0,4976000000.0,5030000000.0,,,,,-222000000.0,,15638000000.0,3691178000.0,288289000.0,2357563000.0,,,65000000.0,,,10775000.0,,,10000000.0,1580000000.0,,-1870000000.0,,,,,,,9644000.0,,6101926000.0,137360000.0,,,,,,,4836000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,1281720000.0,723199000.0,,,,,629000.0,,723199000.0,,,,,,,,,0.457721,587097000.0,,,,,,,1207311000.0,,,,,,,,,,,,,-66114000.0,,,,,1580000000.0,,,,,,,,,1177918000.0,,178161000.0,,,,,135123000.0,858322000.0,,,,,,,,0.0,,3896762000.0,-1196451000.0,1580000000.0,,,,,-96848000.0,,,,,,,,,,,,,,,,,,,,,,,,0.457721,,,60000.0,,924436000.0,,,-8536000.0,,,,,,,,1238911000.0,74421000.0,,,,,35394000.0,2689451000.0,,10273000.0,1765015000.0,-84640000.0,,,,,,,,,,,,,,,,,,,,,,9644000.0,,,,,,,,,-43930000.0,1184872000.0,,,,,,,,,,314475000.0,,,-1196451000.0,,,,,723199000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,2147060000.0,1540031000.0,,,,,27429000.0,,1540031000.0,,,,,,,,,,589759000.0,,,,,,,1107338000.0,,,,,,,,,,,,,-155612000.0,,,,,,,,,,,,,,1041004000.0,,55912000.0,,,,,-159299000.0,1380732000.0,,,,,,,,-187500000.0,,4274445000.0,-1774248000.0,,,,,,-91088000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1870060000.0,,1536344000.0,,,209349000.0,,,,,,,,1853954000.0,24158000.0,,,,,-30894000.0,3167107000.0,,37702000.0,1630763000.0,-345383000.0,,,,,,,,,,,,,,,,,,,,,,10273000.0,,,,,,,,,240243000.0,2055972000.0,,,,,,,,,,317610000.0,,,-1774248000.0,,,,,1540031000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,1769416000.0,12335000.0,,,,,-7720000.0,,12335000.0,,,,,,,,,,665521000.0,,,,,,,1148681000.0,,,,,,,,,,,,,17960000.0,,,,,,,,,,,,,,2540866000.0,,1497709000.0,,,,,59238000.0,71573000.0,,,,,,,,-85000000.0,,4408681000.0,-2251235000.0,,,,,,-63169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,53613000.0,,,-79809000.0,,,,,,,,368846000.0,23948000.0,,,,,-16537000.0,3260000000.0,,29982000.0,3206387000.0,474099000.0,,,,,,,,,,,,,,,,,,,,,,37702000.0,,,,,,,,,-63272000.0,1706247000.0,,,,,,,,,,315233000.0,,,-2251235000.0,,,,,12335000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,1048764000.0,1157563000.0,553899000.0,3817486000.0,0.0,,-2500000.0,-1943258000.0,1157563000.0,,,,,,19657166000.0,,,,775129000.0,,,,12223713000.0,1272194000.0,,1176063000.0,6099652000.0,,3817486000.0,3507858000.0,706162000.0,,626099000.0,5896678000.0,2.172866,1254931000.0,871582000.0,,-420939000.0,229342000.0,871582000.0,626099000.0,6099652000.0,,162976000.0,2617506000.0,0.0,,,4639393000.0,,12804558000.0,1134032000.0,12303011000.0,-1059282000.0,-3803510000.0,7433453000.0,235399000.0,,200337000.0,1357900000.0,-87602000.0,,2144200000.0,5896678000.0,7354155000.0,1536775000.0,,0.0,-272500000.0,4864063000.0,-1561087000.0,,,672500000.0,3433128000.0,,-104410000.0,3433128000.0,2.172866,,9644000.0,,,5891445000.0,,,5947710000.0,,7354155000.0,1580000000.0,0.0,,8511326000.0,,-355515000.0,-3803510000.0,5893820000.0,,,417030000.0,,0.0,,121000.0,-25166000.0,1778839000.0,-497739000.0,,585158000.0,0.0,,3433128000.0,5565426000.0,-21086000.0,17838000.0,12223713000.0,2103715000.0,40449000.0,,3507858000.0,,,-75565000.0,3688000000.0,-6761935000.0,27482000.0,1909161000.0,509823000.0,,,417030000.0,1497147000.0,1536775000.0,6246960000.0,4293232000.0,,,,,-624705000.0,,17443951000.0,2910167000.0,-25166000.0,2144200000.0,27482000.0,653581000.0,-6783021000.0,,29982000.0,653581000.0,,,27482000.0,1580000000.0,,1870241000.0,-640819000.0,-630780000.0,944354000.0,,,,27482000.0,0.0,5947710000.0,229342000.0,7433453000.0,,324876000.0,12303011000.0,,-1540001000.0,3668527000.0,,19657166000.0,2910167000.0,1157563000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,1593950000.0,883278000.0,,,0.0,,13517000.0,,883278000.0,,,,,,,,,0.559037,641968000.0,,,,,,,1156167000.0,6164149000.0,,3646763000.0,4679315000.0,,,1992000.0,,,,,,-122097000.0,221466000.0,915794000.0,,,1580000000.0,,,,,,,,,1246924000.0,,87268000.0,-3985294000.0,,,,122514000.0,1005792000.0,,,2168582000.0,5514959000.0,6751048000.0,1395835000.0,,-670849000.0,,4172948000.0,-1376011000.0,1580000000.0,,,,,-162204000.0,,,,,,,,,,6153876000.0,,,,,,,,,,,,,476129000.0,0.559037,0.0,,241000.0,194180000.0,1127889000.0,,,213158000.0,,,,,,,12050769000.0,1447130000.0,91005000.0,,,,,-7575000.0,3016781000.0,,40999000.0,1888892000.0,-204422000.0,,,,,,,,,,,,,,,,,,40999000.0,42991000.0,,,27482000.0,,,,,,,,,220733000.0,1431746000.0,,,,,0.0,,,6910794000.0,,319241000.0,12210515000.0,,-1376011000.0,,,18961563000.0,2744549000.0,883278000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,1561337000.0,1267000000.0,,,0.0,,33538000.0,,1267000000.0,,,,,,,,,0.801899,642000000.0,,,,,,,1073000000.0,5973558000.0,,2994005000.0,4064236000.0,,,0.0,,,,,,-132000000.0,237003000.0,862775000.0,,,1580000000.0,,,,,,,,,1246000000.0,,-518241000.0,-4043525000.0,,,,135000000.0,1402000000.0,,,2092021000.0,4839721000.0,5992960000.0,1364758000.0,,-110000000.0,,4493000000.0,-1326116000.0,1580000000.0,,,,,-93917000.0,,,,,,,,,,6135546000.0,,,,,,,,,,,,,337118000.0,0.801899,0.0,,241000.0,-325493000.0,1532000000.0,,,482824000.0,,,,,,,11505075000.0,1697094000.0,35084000.0,,,,,-47974000.0,3420000000.0,,74537000.0,1888000000.0,-201683000.0,,,,,,,,,,,,,,,,,,74537000.0,74537000.0,,,40999000.0,,,,,,,,,530798000.0,1467420000.0,,0.0,,,0.0,,,6204479000.0,,295094000.0,11716594000.0,,-1326116000.0,,,17709554000.0,2540297000.0,1267000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,2248186000.0,1585000000.0,,,0.0,,2686451000.0,,1585000000.0,,,,,,,,,1.003165,813000000.0,,,,,,,1014000000.0,6092202000.0,,3097510000.0,4423525000.0,,,1824617000.0,,,,,,7000000.0,202619000.0,958878000.0,,,1580000000.0,,,,,,,,,1085000000.0,,488597000.0,-4169500000.0,,,,19000000.0,1604000000.0,,,2138898000.0,5367892000.0,10930739000.0,1693251000.0,,0.0,,4508000000.0,2244414000.0,1580000000.0,,,,,17661000.0,,,,,,,,,,6308398000.0,,,,,,,,,,,,,423907000.0,1.003165,0.0,,118000.0,-164918000.0,1596000000.0,,,-82172000.0,,,,,,,15668836000.0,1840805000.0,29452000.0,,,,,-43709000.0,3494000000.0,,2760988000.0,1898000000.0,-1806149000.0,,,,,,,,,,,,,,,,,,2760988000.0,4585605000.0,,,74537000.0,,,,,,,,,-38463000.0,2265847000.0,,10000000.0,,,0.0,,,7061143000.0,,226805000.0,11799240000.0,,2244414000.0,,,22729979000.0,2431057000.0,1585000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,941527000.0,1539642000.0,-2418000000.0,3602000000.0,0.0,900000000.0,3140494000.0,-2550000000.0,1539642000.0,14630000000.0,,,360000000.0,,27008000000.0,,,,681221000.0,14630000000.0,,,3363000000.0,1150000000.0,,1265327000.0,6130000000.0,,3602000000.0,4255000000.0,-621000000.0,,2075000000.0,6776000000.0,3.35,1153000000.0,1091000000.0,,-51973000.0,119000000.0,1091000000.0,2075000000.0,6130000000.0,,187000000.0,2778000000.0,0.0,,,4508000000.0,360000000.0,13872000000.0,1410357000.0,11654000000.0,296376000.0,-4295000000.0,23645000000.0,450000000.0,,173275000.0,1712917000.0,-203000000.0,,2247000000.0,6776000000.0,15354000000.0,16869000000.0,,92849000.0,-688000000.0,5205795000.0,2388713000.0,,,354000000.0,5275000000.0,,-94540000.0,5275000000.0,3.35,,27000000.0,,1042000000.0,6012000000.0,,,6542000000.0,,15354000000.0,1577000000.0,835000000.0,,7767000000.0,,-333000000.0,-4295000000.0,4989000000.0,,,556000000.0,,0.0,,-600000.0,-350000000.0,1848890000.0,223000000.0,,-1234810000.0,0.0,,5275000000.0,6979000000.0,,5874000000.0,3363000000.0,1881750000.0,31459000.0,,4255000000.0,,,-103742000.0,3940468000.0,-13655000000.0,5901000000.0,2091578000.0,-205746000.0,,104000000.0,556000000.0,,16869000000.0,6345000000.0,6105000000.0,,,,3713000000.0,-296000000.0,,18380000000.0,2323000000.0,-350000000.0,2247000000.0,5901000000.0,7976000000.0,1931000000.0,3713000000.0,2760988000.0,7976000000.0,,,5901000000.0,1577000000.0,,0.0,-1356455000.0,-490068000.0,846987000.0,,,1042000000.0,5901000000.0,835000000.0,6542000000.0,119000000.0,23645000000.0,,308860000.0,11654000000.0,900000000.0,-13197287000.0,5725000000.0,,27008000000.0,2323000000.0,1539642000.0,,,,,,,,,,,,,,,,,,
