,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingInvestingCashFlow,annualAccountsPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,annualBasicAverageShares,annualCurrentDebt,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherShortTermInvestments,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,quarterlyBasicEPS,annualCurrentLiabilities,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInInventory,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualBasicEPS,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,trailingOperatingExpense,annualGrossProfit,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
686188800,-7200000.0,,,,16900000.0,,,,46100000.0,,,50900000.0,,,,,7600000.0,,,,,,,,,,3300000.0,,,1100000.0,,,,,,,,,500000.0,,7800000.0,,100000.0,,1200000.0,,,,,,0.0,-600000.0,,,1100000.0,,,,200000.0,200000.0,2500000.0,5300000.0,,1100000.0,,3700000.0,22200000.0,,100000.0,,,,,,,3800000.0,,,,,,,,0.025,,,,,,,,44000000.0,28700000.0,,,,,0.0,-200000.0,,,,5100000.0,,,,,,,,,,2200000.0,9500000.0,,,,,0.0,,,5100000.0,,,-700000.0,51400000.0,,,0.025,,,,,,,-8600000.0,1500000.0,,,,44000000.0,,,,-4100000.0,6600000.0,,,,,,400000.0,-700000.0,,-6500000.0,,,14400000.0,,17300000.0,,,,,,,34000000.0,,,700000.0,,13200000.0,1800000.0,,14900000.0,,2000000.0,,,,,3700000.0,,0.0,,,,,,,,,,,,,
694137600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,43478261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53800000.0,,,0.035,,,,,,,,53800000.0,,,,43478261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53800000.0,,,,,,,,,,,,,,,,,,,,
702000000,,400000.0,,,18400000.0,,,,,55400000.0,,55400000.0,22700000.0,18300000.0,,5900000.0,2300000.0,,0.1375,,,180700000.0,1400000.0,,16000000.0,,,8500000.0,2300000.0,1900000.0,-4300000.0,,42909091.0,700000.0,0.0,2700000.0,8900000.0,,,,2700000.0,,0.0,,700000.0,2000000.0,5000000.0,,,32700000.0,,,,,,3000000.0,,,,,3800000.0,,,,,1600000.0,22700000.0,,400000.0,,7400000.0,2700000.0,,,,,,700000.0,5000000.0,42909091.0,,,2200000.0,,20000000.0,37000000.0,10500000.0,,1600000.0,14600000.0,,,32700000.0,5900000.0,3300000.0,0.0,,,,-2300000.0,,,5000000.0,,,,,7300000.0,,2200000.0,,14300000.0,1400000.0,16000000.0,,,18400000.0,700000.0,,,19300000.0,5000000.0,,,,58100000.0,,,,,,0.0,-1100000.0,,,,-138900000.0,,400000.0,-5300000.0,,,,,-4700000.0,,-4700000.0,0.1375,5900000.0,16300000.0,205500000.0,,,,,300000.0,,20000000.0,200000.0,19300000.0,,,,,,,37000000.0,,3800000.0,,,14600000.0,,-4700000.0,18300000.0,,-138900000.0,,24800000.0,,,3300000.0,-1200000.0,,,,,,,,,,,,,,
709862400,-3700000.0,,,,19300000.0,,,,52400000.0,,,52100000.0,,,,,1500000.0,,,,,,,,,,4200000.0,,,500000.0,,,,,,,,,500000.0,,1900000.0,,0.0,,600000.0,,,,,,0.0,-1100000.0,,,500000.0,,,,100000.0,0.0,4200000.0,5500000.0,,500000.0,,1800000.0,18800000.0,,400000.0,,,,,,,4700000.0,,,,,,,,0.0125,,,,,,,,40000000.0,33300000.0,,,,,0.0,-400000.0,,,,500000.0,,,,,,,2200000.0,,,1500000.0,12300000.0,,,,,5000000.0,,,500000.0,,,-1300000.0,57900000.0,,,0.0125,,,,,,,-4600000.0,800000.0,,,,40000000.0,,,,-4800000.0,-900000.0,,,,,,200000.0,-4400000.0,,-2400000.0,,,16900000.0,,20100000.0,,,,,,,32800000.0,,,400000.0,,15300000.0,900000.0,,18900000.0,,1300000.0,,,,,4000000.0,,,,,,,,,,,,,,,
717811200,-3700000.0,,,,19600000.0,,,,62200000.0,,,56000000.0,,,,,4800000.0,,,,,,,,,,4300000.0,,,1300000.0,,,,,,,,,500000.0,,5700000.0,,500000.0,,1100000.0,,,,,,0.0,-1200000.0,,,1300000.0,,,,-100000.0,0.0,4400000.0,6700000.0,,1300000.0,,1500000.0,21500000.0,,400000.0,,,,,,,4600000.0,,,,,,,,0.03,,,,,,,,43333333.0,34500000.0,,,,,0.0,-200000.0,,,,500000.0,,,,,,,2200000.0,,,1900000.0,11800000.0,,,,,0.0,,,500000.0,,,-1100000.0,68900000.0,,,0.03,,,,,,,-5100000.0,2100000.0,,,,43333333.0,,,,-5100000.0,3700000.0,,,,,,,-100000.0,,-2600000.0,,,15800000.0,,21000000.0,,,,,,,36400000.0,,,600000.0,,15900000.0,1900000.0,,20100000.0,,2600000.0,,,,,2900000.0,,,,,,,,,,,,,,,
725760000,2600000.0,,,,17300000.0,,,,56700000.0,,,52800000.0,,,,,3800000.0,,,,,,,,,,3900000.0,,,1200000.0,,,,,,,,,100000.0,,4200000.0,,100000.0,,600000.0,,,,,,0.0,-800000.0,,,-1600000.0,,,,-2700000.0,200000.0,3500000.0,6100000.0,,-1600000.0,,3600000.0,19800000.0,,300000.0,,,,,,,4300000.0,,,,,,,,-0.0375,,,,,,,,42666667.0,33000000.0,,,,,100000.0,-300000.0,,,,2300000.0,,,,,,,1900000.0,,,4100000.0,12000000.0,,,,,0.0,,,2300000.0,,,-800000.0,62800000.0,,,-0.0375,,,,,,,1200000.0,1800000.0,,,,42666667.0,,,,-3300000.0,-900000.0,,,,,,,1700000.0,,3400000.0,,,15600000.0,,15100000.0,,,,,,,35500000.0,,,700000.0,,11800000.0,1900000.0,,18500000.0,,2200000.0,,,,,3000000.0,,,,,,,,,,,,,,,
733536000,800000.0,0.0,,,15400000.0,,,,63500000.0,54700000.0,,54700000.0,20300000.0,19900000.0,,1600000.0,4800000.0,,0.035,,,229300000.0,5700000.0,,11300000.0,,4800000.0,8100000.0,4800000.0,1400000.0,-3800000.0,,45714286.0,400000.0,0.0,-4000000.0,8300000.0,,400000.0,,4700000.0,,-100000.0,2300000.0,400000.0,1500000.0,3700000.0,,,34400000.0,0.0,-700000.0,,,1400000.0,3000000.0,,,100000.0,-100000.0,2900000.0,7200000.0,,1400000.0,,1100000.0,20300000.0,,,,-100000.0,4700000.0,,,,5200000.0,,100000.0,3700000.0,45714286.0,,,1900000.0,,15600000.0,39300000.0,9600000.0,,1100000.0,12400000.0,,,34400000.0,1600000.0,3900000.0,-100000.0,,-100000.0,600000.0,-1400000.0,,,3700000.0,,,,,5100000.0,,1900000.0,,15900000.0,5700000.0,11300000.0,,,15400000.0,200000.0,0.0,,16200000.0,3700000.0,,,-700000.0,70700000.0,,,,,,0.0,-300000.0,,,-1000000.0,2000000.0,,,2500000.0,,,,,-3800000.0,600000.0,-3900000.0,0.035,5300000.0,17400000.0,254800000.0,2200000.0,1400000.0,,1500000.0,-400000.0,,15600000.0,,16200000.0,,,,,,,39300000.0,,2900000.0,800000.0,,12400000.0,2200000.0,-3800000.0,19900000.0,,2400000.0,,25500000.0,,,3900000.0,-9500000.0,0.0,,,,,,,,,,,,,
741398400,1300000.0,,,,17900000.0,,,,54500000.0,,,53500000.0,,,,,2900000.0,,,,,,,,,,4100000.0,,,1400000.0,,,,,,,,,400000.0,,2800000.0,,-100000.0,,400000.0,,,100000.0,,,0.0,-900000.0,,,1400000.0,,,,100000.0,0.0,4200000.0,6900000.0,,1400000.0,,2700000.0,17700000.0,,,,,,,,,4500000.0,,,,,,,,0.035,,,,,,,,40000000.0,35800000.0,,,,,0.0,-1200000.0,,,,2800000.0,,,,,,,1900000.0,,,4600000.0,10600000.0,,,,,3700000.0,,,2800000.0,,,-900000.0,61400000.0,,,0.035,,,,,,,-900000.0,2400000.0,,,,40000000.0,,,,-4100000.0,-2200000.0,,,,,,,-900000.0,,2200000.0,,,14900000.0,,17400000.0,,,,,,,35600000.0,,,1000000.0,,13300000.0,2400000.0,,21300000.0,-100000.0,2800000.0,,,,,3900000.0,,,,,,,,,,,,,,,
749347200,1000000.0,,,,18300000.0,,,,55900000.0,,,53900000.0,,,,,3200000.0,,,,,,,,,,4500000.0,,,1600000.0,,,,,,,,,300000.0,,3300000.0,,100000.0,,300000.0,,,,,,0.0,-900000.0,,,1600000.0,,,,100000.0,0.0,4300000.0,7200000.0,,1600000.0,,4500000.0,16600000.0,,,,,,,,,4800000.0,,,,,,,,0.0375,,,,,,,,42666667.0,37300000.0,,,,,0.0,-1100000.0,,,,4100000.0,,,,,,,,,,5100000.0,9900000.0,,,,,0.0,,,4100000.0,,,-900000.0,63100000.0,,,0.0375,,,,,,,-3300000.0,2400000.0,,,,42666667.0,,,,-4400000.0,300000.0,,,,,,,1300000.0,,1900000.0,,,13300000.0,,18200000.0,,,,,,,35600000.0,,,900000.0,,13800000.0,2500000.0,,22900000.0,0.0,2700000.0,,,,,3100000.0,,,,,,,,,,,,,,,
757296000,4600000.0,,,,20100000.0,,,,56300000.0,,,53500000.0,,,,,700000.0,,,,,,,,,,3900000.0,,,1300000.0,,,,,,,,,500000.0,,700000.0,,0.0,,300000.0,,,,,,0.0,-900000.0,,,1300000.0,,,,100000.0,0.0,4300000.0,6200000.0,,1300000.0,,3900000.0,14900000.0,,,,,,,,,4300000.0,,,,,,,,0.03,,,,,,,,43333333.0,38600000.0,,,,,-100000.0,1000000.0,,,,6200000.0,,,,,,,1900000.0,,,1500000.0,11800000.0,,,,,0.0,,,6200000.0,,,-900000.0,62500000.0,,,0.03,,,,,,,5100000.0,1900000.0,,,,43333333.0,,,,-4700000.0,-2600000.0,,,,,,-300000.0,2100000.0,,5500000.0,,,14200000.0,,19000000.0,,,,,,,33400000.0,,,800000.0,,14300000.0,2100000.0,,24100000.0,0.0,2400000.0,,,,,2100000.0,,,,,,,,,,,,,,,
765072000,1100000.0,0.0,,,20000000.0,,,,55500000.0,53700000.0,,53700000.0,13700000.0,25100000.0,,5200000.0,600000.0,,0.1225,,,222100000.0,3300000.0,,9400000.0,,4800000.0,9600000.0,600000.0,900000.0,-3000000.0,,42448980.0,300000.0,0.0,8000000.0,8400000.0,,300000.0,,600000.0,,0.0,,300000.0,1500000.0,7700000.0,,,40000000.0,0.0,-300000.0,,,900000.0,3200000.0,,,-1300000.0,0.0,2800000.0,7900000.0,,900000.0,,3800000.0,13700000.0,,,,11100000.0,600000.0,,,,5100000.0,,,7700000.0,42448980.0,,-100000.0,1800000.0,,13100000.0,33700000.0,11100000.0,,3800000.0,14400000.0,,,40000000.0,5200000.0,3400000.0,0.0,,100000.0,1500000.0,4000000.0,,,7700000.0,,,,,3700000.0,,1800000.0,,17300000.0,3300000.0,9400000.0,,,20000000.0,100000.0,0.0,,19400000.0,7700000.0,,,-400000.0,63400000.0,,,,,,0.0,200000.0,,,-2700000.0,2800000.0,,,-4100000.0,,,,,-5000000.0,400000.0,-3100000.0,0.1225,5200000.0,18800000.0,250500000.0,,1500000.0,,1500000.0,-200000.0,,13100000.0,1300000.0,19400000.0,,,,,,,33700000.0,,2800000.0,600000.0,,14400000.0,1500000.0,-5000000.0,25100000.0,0.0,3100000.0,,28400000.0,,,3400000.0,-1800000.0,,,,,,,,,,,,,,
772934400,8200000.0,,,,19600000.0,,,,65000000.0,,,59300000.0,,,,,500000.0,,,,,,,,,,4200000.0,,,1900000.0,,,,,,,,,300000.0,,600000.0,,100000.0,,300000.0,,,,-3500000.0,,0.0,-4000000.0,,,1900000.0,,,,100000.0,0.0,3400000.0,7500000.0,,1900000.0,,3500000.0,17200000.0,,,,,,,,,4500000.0,,,,,,,,0.045,,,,,,,,42222222.0,42100000.0,,,,,0.0,-600000.0,,,,12800000.0,,,,,,,1800000.0,,,6400000.0,7200000.0,,,,,7700000.0,,,12800000.0,,,-500000.0,72500000.0,,,0.045,,,,,,,5300000.0,3000000.0,,,,42222222.0,,,,-5000000.0,400000.0,,,,,,,5100000.0,,8700000.0,,,16600000.0,,19300000.0,,,,,,,39700000.0,,,1200000.0,,14300000.0,3100000.0,,26800000.0,,3300000.0,,,,,9100000.0,,500000.0,,,,,,,,,,,,,
780883200,-1400000.0,,,,19200000.0,,,,70600000.0,,,59200000.0,,,,,500000.0,,,,,,,,,,3200000.0,,,1800000.0,,,,,,,,,300000.0,,700000.0,,0.0,,300000.0,,,,0.0,,0.0,-300000.0,,,1800000.0,,,,200000.0,-100000.0,3000000.0,6100000.0,,1800000.0,,3100000.0,15500000.0,,200000.0,,,,,,,3500000.0,,,,,,,,0.0425,,,,,,,,42352941.0,43700000.0,,,,,0.0,400000.0,,,,11700000.0,,,,,,,1800000.0,,,7200000.0,10100000.0,,,,,0.0,,,11700000.0,,,-300000.0,76700000.0,,,0.0425,,,,,,,-4800000.0,2600000.0,,,,42352941.0,,,,-5200000.0,300000.0,,,,,,,-1100000.0,,-1100000.0,,,14800000.0,,19500000.0,,,,,,,40000000.0,,,1100000.0,,14300000.0,2900000.0,,28300000.0,,2900000.0,,,,,4400000.0,,600000.0,,,,,,,,,,,,,
788832000,3800000.0,,,,20100000.0,,,,72000000.0,,,64700000.0,,,,,300000.0,,,,,,,,,,3100000.0,,,2100000.0,,,,,,,,,300000.0,,400000.0,,0.0,,300000.0,,,,,,0.0,3700000.0,,,2100000.0,,,,600000.0,100000.0,3600000.0,6100000.0,,2100000.0,,3600000.0,19200000.0,,100000.0,,,,,,,3400000.0,,,,,,,,0.0475,,,,,,,,44210526.0,45500000.0,,,,,3800000.0,-600000.0,,,,18800000.0,,,,,,,1800000.0,,,3600000.0,13500000.0,,,,,0.0,,,18800000.0,,,-600000.0,78100000.0,,,0.0475,,,,,,,3100000.0,2700000.0,,,,44210526.0,,,,-5300000.0,-900000.0,,,,,,,7100000.0,,4400000.0,,,18800000.0,,20000000.0,,,,,,,44600000.0,,,1200000.0,-100000.0,14700000.0,3300000.0,,30100000.0,-300000.0,3000000.0,,,,,5000000.0,,,,,,,,,,,,,,,
796608000,-3500000.0,-2200000.0,,,31500000.0,,,,125100000.0,89500000.0,,89500000.0,37400000.0,31600000.0,,8100000.0,4400000.0,,0.183333,-3500000.0,,332700000.0,4600000.0,,24300000.0,,5900000.0,11300000.0,4400000.0,2300000.0,-4400000.0,-700000.0,44154000.0,2100000.0,0.0,7100000.0,13000000.0,,500000.0,,6900000.0,,2500000.0,-200000.0,2100000.0,1400000.0,10900000.0,,,52100000.0,0.0,-3800000.0,,3500000.0,2300000.0,4900000.0,,,800000.0,-700000.0,3700000.0,9500000.0,,2300000.0,,3500000.0,37400000.0,,,,9300000.0,6900000.0,,,,6400000.0,,900000.0,10900000.0,44154000.0,,,12400000.0,,30500000.0,58000000.0,12700000.0,,3500000.0,15600000.0,,,52100000.0,8100000.0,4100000.0,2500000.0,,-2500000.0,-100000.0,3200000.0,,,10900000.0,,,,,7700000.0,,12400000.0,,16500000.0,4600000.0,24300000.0,,,31500000.0,1800000.0,0.0,,21300000.0,10900000.0,,,-800000.0,134600000.0,,,,,,0.0,-900000.0,,,-5400000.0,3100000.0,,,-1700000.0,,,,,-5700000.0,-1500000.0,-2200000.0,0.183333,8100000.0,17900000.0,361900000.0,,-7900000.0,,-2700000.0,200000.0,,30500000.0,,21300000.0,,,,,,,58000000.0,,3700000.0,1500000.0,-300000.0,15600000.0,3800000.0,-5700000.0,31600000.0,,3600000.0,,29200000.0,,,4100000.0,-1800000.0,,,,,,,,,,,,,,
804470400,4100000.0,,,,30400000.0,,,,129400000.0,,,94900000.0,,,,,4300000.0,,,,,,,,,,5500000.0,,,2500000.0,,,,,,,,,400000.0,,5700000.0,,1100000.0,,2100000.0,,,,,,0.0,900000.0,,,2500000.0,,,,400000.0,0.0,4000000.0,9600000.0,,2500000.0,,3800000.0,39200000.0,,300000.0,,,,,,,5900000.0,,,,,-300000.0,,,0.0525,,,,,,,,47619048.0,55700000.0,,,,,1000000.0,-300000.0,,,,15900000.0,,,,,,,12300000.0,,,3300000.0,26400000.0,,,,,10900000.0,,,15900000.0,,,-300000.0,139000000.0,,,0.0525,,,,,,,1200000.0,3700000.0,,,,47619048.0,,,,-5600000.0,-300000.0,,,,,,-100000.0,5000000.0,,4400000.0,,,33500000.0,,19900000.0,,,,,,,64500000.0,,,1500000.0,600000.0,14300000.0,4000000.0,,33900000.0,,4100000.0,,,,,5000000.0,,,,,,,,,,,,,,,
812419200,400000.0,,,,30200000.0,,,,135300000.0,,,100200000.0,,,,,4100000.0,,,,,,,,,,6200000.0,,,2700000.0,,,,,,,,,400000.0,,5600000.0,,1200000.0,,2000000.0,,,,,,0.0,500000.0,,,2700000.0,,,,400000.0,0.0,3800000.0,10400000.0,,2700000.0,,15900000.0,42300000.0,,300000.0,,,,,,,6600000.0,,,,,,,,0.055,,,,,,,,49090909.0,57900000.0,,,,,800000.0,200000.0,,,,17000000.0,,,,,,,,,,3700000.0,30900000.0,,,,,0.0,,,17000000.0,,,-300000.0,145700000.0,,,0.055,,,,,,,-3600000.0,3800000.0,,,,49090909.0,,,,-5800000.0,-100000.0,,,,,,200000.0,1100000.0,,700000.0,,,36700000.0,,20100000.0,,,,,,,70000000.0,,,1500000.0,0.0,14300000.0,4200000.0,,36200000.0,,4200000.0,,,,,3800000.0,,,,,,,,,,,,,,,
820368000,-4900000.0,,,,29200000.0,,,,155900000.0,,,114800000.0,,,,,6000000.0,,,,,,,,,,6300000.0,,,2900000.0,,,,,,,,,400000.0,,7600000.0,,1200000.0,,1900000.0,,,,,,0.0,100000.0,,,2900000.0,,,,500000.0,-700000.0,4400000.0,10800000.0,,2900000.0,,2500000.0,53500000.0,,400000.0,,,,,,,6700000.0,,,,,,,,0.0575,,,,,,,,50434783.0,61300000.0,,,,,500000.0,-700000.0,,,,15100000.0,,,,,,,12200000.0,,,3300000.0,40300000.0,,,,,0.0,,,15100000.0,,,-500000.0,166700000.0,,,0.0575,,,,,,,-7900000.0,4100000.0,,,,50434783.0,,,,-5600000.0,2400000.0,,,,,,-200000.0,-1900000.0,,-4400000.0,,,45900000.0,,20100000.0,,,,,,,85600000.0,,,1600000.0,0.0,14500000.0,4500000.0,,38600000.0,,4500000.0,,,,,3700000.0,,,,,,,,,,,,,,,
828230400,2700000.0,2300000.0,,,28700000.0,,,,179600000.0,112000000.0,,112000000.0,48200000.0,41100000.0,,10900000.0,2100000.0,,0.225,,,600300000.0,3100000.0,,37800000.0,,7400000.0,14900000.0,2100000.0,2800000.0,1300000.0,-1900000.0,48600000.0,1900000.0,0.0,2300000.0,16800000.0,,500000.0,,4500000.0,,1600000.0,-100000.0,1900000.0,1700000.0,12900000.0,,,63800000.0,0.0,-200000.0,,,2800000.0,5900000.0,,,600000.0,0.0,4600000.0,11400000.0,,2800000.0,,2100000.0,48200000.0,,800000.0,,3700000.0,4500000.0,,,,7900000.0,,900000.0,12900000.0,48600000.0,-1200000.0,,12100000.0,,43700000.0,83300000.0,16600000.0,,2100000.0,14500000.0,,,63800000.0,10900000.0,4000000.0,1600000.0,,0.0,-200000.0,1900000.0,,,12900000.0,,,,,10900000.0,,12100000.0,,25400000.0,3100000.0,37800000.0,,,28700000.0,1900000.0,0.0,,20400000.0,12900000.0,,,-300000.0,191000000.0,,,,,,0.0,-1000000.0,,,-1600000.0,3500000.0,,800000.0,-3100000.0,,,,,-5900000.0,-5100000.0,-1400000.0,0.225,10900000.0,27100000.0,642300000.0,,-2300000.0,,3000000.0,1100000.0,,43700000.0,,20400000.0,,,,,,,83300000.0,,4600000.0,1200000.0,500000.0,14500000.0,4000000.0,-5900000.0,41100000.0,,4000000.0,,42000000.0,,,4000000.0,-11900000.0,0.0,,,,,,,,,,,,,
836092800,-400000.0,,,,29600000.0,,,,158700000.0,,,109100000.0,,,,,2100000.0,,,,,,,,,,7300000.0,,,3100000.0,,,,,,,,,400000.0,,4700000.0,,1400000.0,,1900000.0,,,,,,0.0,-1000000.0,,,3100000.0,,,,400000.0,0.0,3700000.0,12000000.0,,3100000.0,,2200000.0,42800000.0,,1200000.0,,,,,,,7700000.0,,,,,-400000.0,,,0.065,,,,,,,,47692308.0,66300000.0,,,,,100000.0,900000.0,,,,12300000.0,,,,,,,12100000.0,,,4200000.0,32400000.0,,,,,12900000.0,,,12300000.0,,,-1100000.0,170700000.0,,,0.0625,,,,,,,-4100000.0,4300000.0,,,,49600000.0,,,,-6100000.0,-400000.0,,,,,,-300000.0,-600000.0,,700000.0,,,38100000.0,,21400000.0,,,,,,,79500000.0,,,1600000.0,300000.0,15300000.0,4700000.0,,43600000.0,,4700000.0,,,,,3800000.0,,,,,,,,,,,,,,,
844041600,4200000.0,,,,28500000.0,,,,168200000.0,,,118500000.0,,,,,2100000.0,,,,,,,,,,7700000.0,,,3300000.0,,,,,,,,,500000.0,,4600000.0,,1400000.0,,1900000.0,,,,,,0.0,-500000.0,,,3300000.0,,,,700000.0,0.0,5100000.0,12100000.0,,3300000.0,,13100000.0,49500000.0,,1100000.0,,,,,,,8200000.0,,,,,-600000.0,,,0.0675,,,,,,,,48888889.0,69000000.0,,,,,-100000.0,-1400000.0,,,,15600000.0,,,,,,,,,,7600000.0,39100000.0,,,,,0.0,,,15600000.0,,,-400000.0,180300000.0,,,0.0675,,,,,,,100000.0,3900000.0,,,,48888889.0,,,,-6400000.0,-600000.0,,,,,,-400000.0,3300000.0,,4600000.0,,,44900000.0,,21800000.0,,,,,,,90000000.0,,,1400000.0,-100000.0,15400000.0,4700000.0,,46300000.0,,4400000.0,,,,,3900000.0,,,,,,,,,,,,,,,
851990400,-6400000.0,,,,29000000.0,,,,195400000.0,,,131600000.0,,,,,9100000.0,,,,,,,,,,7700000.0,,,3400000.0,,,,,,,,,500000.0,,11100000.0,,1600000.0,,1900000.0,,,,,,0.0,-200000.0,,,3400000.0,,,,600000.0,7000000.0,6100000.0,12300000.0,,3400000.0,,13400000.0,59900000.0,,400000.0,,,,,,,8200000.0,,,,,-600000.0,,,0.07,,,,,,,,48571429.0,71700000.0,,,,,400000.0,-1000000.0,,,,16000000.0,,,,,,,,,,6600000.0,40800000.0,,,,,0.0,,,16000000.0,,,-600000.0,207700000.0,,,0.0675,,,,,,,-10400000.0,4100000.0,,,,50370370.0,,,,-6800000.0,6400000.0,,,,,,300000.0,400000.0,,-5800000.0,,,48800000.0,,22400000.0,,,,,,,102600000.0,,,1200000.0,-700000.0,15600000.0,4600000.0,,49100000.0,,4600000.0,,,,,6100000.0,,,,,,,,,,,,,,,
