date,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingSaleOfInvestment,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,annualPurchaseOfInvestment,annualAccountsReceivable,annualPurchaseOfBusiness,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,annualInventory,trailingCashDividendsPaid,trailingPretaxIncome,annualChangeInInventory,annualCurrentLiabilities,annualNetPPE,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetIncome,annualGrossProfit,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualTotalRevenue,annualCapitalStock,annualOtherNonCurrentLiabilities,trailingResearchAndDevelopment,quarterlyFreeCashFlow,trailingPurchaseOfInvestment,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingInterestExpense,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingSellingGeneralAndAdministration,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyEndCashPosition,annualDilutedAverageShares,annualCapitalExpenditure,annualCashAndCashEquivalents,quarterlyGrossProfit,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualInterestExpense,trailingCostOfRevenue,trailingBeginningCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyDilutedEPS,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualNetIncomeCommonStockholders,quarterlyEbitda,annualDilutedEPS,annualResearchAndDevelopment,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,annualCostOfRevenue,trailingNetIncomeCommonStockholders,annualNetIncome,quarterlyLongTermDebt,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalAssets,trailingTaxProvision,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualBasicEPS,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingOperatingCashFlow,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,trailingBasicEPS,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualOtherIncomeExpense,trailingCommonStockIssuance,annualGoodwill,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,annualCurrentDeferredRevenue,trailingChangeInAccountPayable,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDepreciationAndAmortization,annualStockBasedCompensation
1970-01-01 00:00:01.230681600,626000000.0,1500000000.0,6373000000.0,14572000000.0,148967000000.0,-14092000000.0,932000000.0,801000000.0,,10072000000.0,-36020000000.0,,4936000000.0,4650000000.0,,-409000000.0,7525000000.0,-367000000.0,7842000000.0,-1603000000.0,7842000000.0,,,-1376000000.0,42656000000.0,165086000000.0,165086000000.0,0.0,6755000000.0,,53022000000.0,626000000.0,1819000000.0,44226000000.0,509000000.0,,3905000000.0,,-314000000.0,-27652000000.0,60000000000.0,3905000000.0,,411000000.0,200501000000.0,5650000000.0,23806000000.0,278407000000.0,107133000000.0,19890000000.0,1869000000.0,,-2788000000.0,,36871000000.0,59054000000.0,,60000000000.0,,4650000000.0,152000000.0,,,-165000000.0,41330000000.0,,165086000000.0,9642000000.0,,59491000000.0,,9642000000.0,19890000000.0,,60657000000.0,8945000000.0,29622000000.0,,286000000.0,,11692000000.0,59054000000.0,19886312640.0,-36546000000.0,59491000000.0,13081000000.0,29815000000.0,53404000000.0,104267000000.0,3786000000.0,,,61611000000.0,-14049000000.0,19886312640.0,42656000000.0,,165086000000.0,,,6373000000.0,77906000000.0,26588000000.0,8255000000.0,1.337,,30984000000.0,,77906000000.0,50729000000.0,148967000000.0,61611000000.0,509000000.0,23806000000.0,,104267000000.0,7525000000.0,-1848000000.0,16541000000.0,4136000000.0,1739000000.0,30984000000.0,7680000000.0,54111000000.0,,26588000000.0,56045000000.0,-13846000000.0,3095000000.0,932000000.0,56045000000.0,1869000000.0,-8186000000.0,14572000000.0,278407000000.0,,7056000000.0,2000000.0,200501000000.0,8975000000.0,1.337,0.0,0.0,3968000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,294000000.0,83000000.0,6178000000.0,14461000000.0,,-4798000000.0,,,,,,19902010050.0,9130000000.0,7921000000.0,0.398,,,,8680000000.0,-365000000.0,,,,,,,166409000000.0,,10975000000.0,,,294000000.0,1845000000.0,,326000000.0,,4343000000.0,,,,,,,,201664000000.0,,23752000000.0,292057000000.0,,,,,13216000000.0,,,,,72616000000.0,,7921000000.0,25000000.0,,,,,,,,,72290000000.0,,10102000000.0,19890000000.0,,59054000000.0,11249000000.0,27157000000.0,,,,,58689000000.0,,,,14506000000.0,,,108852000000.0,,,,,-17600000000.0,,47420000000.0,,166409000000.0,0.398,,,90393000000.0,,11058000000.0,,,38291000000.0,,,,156959000000.0,61432000000.0,,,19902010050.0,,6131000000.0,-842000000.0,12651000000.0,3257000000.0,,,,,,,55801000000.0,,2293000000.0,947000000.0,,1906000000.0,-12729000000.0,,,,,-12827000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,1089000000.0,610000000.0,6357000000.0,14539000000.0,,-5806000000.0,,,,,,,8996000000.0,8055000000.0,,,,,8805000000.0,-27878000000.0,,,,,,,169417000000.0,,11879000000.0,,,1089000000.0,2883000000.0,,279000000.0,,4009000000.0,,,,,,,,205879000000.0,,24453000000.0,287853000000.0,,,,,5334000000.0,,,,,64160000000.0,,8055000000.0,162000000.0,,,,,,,,,63881000000.0,,12814000000.0,19890000000.0,,58689000000.0,12596000000.0,29926000000.0,,,,,30811000000.0,,,,15396000000.0,,,107087000000.0,,,,,-24865000000.0,,49579000000.0,,169417000000.0,,,,81974000000.0,,12787000000.0,,,35644000000.0,,,,154915000000.0,57508000000.0,,,,,6317000000.0,-10449000000.0,14530000000.0,2800000000.0,,,,,,,52492000000.0,,1989000000.0,319000000.0,,1964000000.0,-12209000000.0,,,,,-19204000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,306000000.0,669000000.0,6510000000.0,15711000000.0,,-6572000000.0,,,,,,19872727273.0,9840000000.0,8744000000.0,0.44,,,,9342000000.0,8633000000.0,,,,,,,173431000000.0,,11781000000.0,,,306000000.0,1941000000.0,,417000000.0,,3673000000.0,,,,,,,,210333000000.0,,24594000000.0,300809000000.0,,,,,5269000000.0,,,,,69760000000.0,,8744000000.0,13000000.0,,,-32000000.0,,,,,,69343000000.0,,13129000000.0,19890000000.0,,30811000000.0,12256000000.0,31070000000.0,,,,,39444000000.0,,,,15812000000.0,,,110715000000.0,,,,,-3106000000.0,,52197000000.0,,173431000000.0,0.44,,,90476000000.0,,12450000000.0,,,44388000000.0,,,,164233000000.0,58518000000.0,,,19872727273.0,,7514000000.0,-1103000000.0,15258000000.0,3556000000.0,,,,,,,53465000000.0,,2671000000.0,312000000.0,,1978000000.0,-11456000000.0,,,,,3485000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,434000000.0,1784000000.0,7206000000.0,16147000000.0,169326000000.0,-14361000000.0,315000000.0,413000000.0,,12294000000.0,-37103000000.0,,6779000000.0,5556000000.0,,-151000000.0,7571000000.0,,7727000000.0,26500000000.0,7727000000.0,,,-37000000.0,55684000000.0,179407000000.0,179407000000.0,,9266000000.0,,59826000000.0,305000000.0,2487000000.0,55927000000.0,331000000.0,,6380000000.0,,5878000000.0,-47140000000.0,73798000000.0,6380000000.0,,-5969000000.0,218055000000.0,6890000000.0,25642000000.0,310514000000.0,121312000000.0,19890000000.0,1513000000.0,,571000000.0,,43901000000.0,65944000000.0,,73798000000.0,,5556000000.0,213000000.0,,,-45000000.0,46074000000.0,,179407000000.0,13890000000.0,,73467000000.0,,13890000000.0,19890000000.0,,39444000000.0,9973000000.0,33159000000.0,,2123000000.0,,13752000000.0,65944000000.0,19892247043.0,-31537000000.0,73467000000.0,14112000000.0,34745000000.0,59054000000.0,113757000000.0,3146000000.0,,,58073000000.0,8468000000.0,19892247043.0,55684000000.0,,179407000000.0,,,7206000000.0,92459000000.0,30276000000.0,11050000000.0,1.522,,46987000000.0,,92459000000.0,59341000000.0,169326000000.0,58073000000.0,331000000.0,25642000000.0,,113757000000.0,7571000000.0,-629000000.0,19047000000.0,4139000000.0,1994000000.0,46987000000.0,24390000000.0,61486000000.0,,30276000000.0,53931000000.0,-13023000000.0,3013000000.0,315000000.0,53931000000.0,1513000000.0,-10746000000.0,16147000000.0,310514000000.0,,9156000000.0,22577000000.0,218055000000.0,9966000000.0,1.522,0.0,0.0,1997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,26000000.0,517000000.0,8363000000.0,14209000000.0,,-6130000000.0,,,,,,19876993166.0,10122000000.0,8726000000.0,0.439,,,,10039000000.0,-1249000000.0,,,,,,,180096000000.0,,12697000000.0,,,26000000.0,2575000000.0,,356000000.0,,6239000000.0,,,,,,,,220935000000.0,,25432000000.0,320712000000.0,,,,,6898000000.0,,,,,77430000000.0,,8726000000.0,1000000.0,,,-1138000000.0,,,,,,77074000000.0,,14605000000.0,19890000000.0,,65944000000.0,13045000000.0,32805000000.0,,,,,64695000000.0,,,,16303000000.0,,,113714000000.0,,,,,-11914000000.0,,54494000000.0,,180096000000.0,0.439,,,99777000000.0,,13214000000.0,,,55712000000.0,,,,178640000000.0,59220000000.0,,,19876993166.0,,8396000000.0,-947000000.0,16502000000.0,3258000000.0,,,,,,,55108000000.0,,2329000000.0,315000000.0,,1537000000.0,-9299000000.0,,,,,-4651000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,124000000.0,1016000000.0,9203000000.0,15923000000.0,,-6725000000.0,,,,,,,11446000000.0,9906000000.0,,,,,9284000000.0,15173000000.0,,,,,,,181647000000.0,,14492000000.0,,,51000000.0,3046000000.0,,413000000.0,,6318000000.0,,,,,,,,223053000000.0,,26279000000.0,333776000000.0,,,,,10803000000.0,,,,,89067000000.0,,9906000000.0,45000000.0,,,857000000.0,,,,,,88654000000.0,,13990000000.0,19890000000.0,,64695000000.0,15096000000.0,36926000000.0,,,,,79868000000.0,,,,18026000000.0,,,125930000000.0,,,,,-1498000000.0,,67313000000.0,,181647000000.0,,,,110723000000.0,,15508000000.0,,,55078000000.0,,,,178003000000.0,58617000000.0,,,,,8565000000.0,-875000000.0,18900000000.0,2930000000.0,,,,,,,54781000000.0,,2047000000.0,315000000.0,,1565000000.0,-11738000000.0,,,,,4256000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,233000000.0,621000000.0,7635000000.0,15243000000.0,,-5940000000.0,,,,,,19883435583.0,11101000000.0,9723000000.0,0.489,,,,11207000000.0,1370000000.0,,,,,,,186482000000.0,,14062000000.0,,,198000000.0,2961000000.0,,541000000.0,,6128000000.0,,,,,,,,225569000000.0,,25296000000.0,336973000000.0,,,,,9545000000.0,,,,,86755000000.0,,9723000000.0,0.0,,,-13000000.0,,,,,,86214000000.0,,14272000000.0,19890000000.0,,79868000000.0,14370000000.0,40282000000.0,,,,,81238000000.0,,,,17899000000.0,,,117136000000.0,,,,,-1728000000.0,,58531000000.0,,186482000000.0,0.489,,,111404000000.0,,14683000000.0,,,64841000000.0,,,,188511000000.0,58605000000.0,,,19883435583.0,,9358000000.0,-11381000000.0,22383000000.0,3529000000.0,,,,,,,54582000000.0,,2580000000.0,337000000.0,,1578000000.0,-8361000000.0,,,,,4221000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,145000000.0,1217000000.0,8674000000.0,8201000000.0,196917000000.0,-8739000000.0,315000000.0,428000000.0,,13867000000.0,-23204000000.0,,9837000000.0,8832000000.0,,-3347000000.0,8591000000.0,,11167000000.0,-7893000000.0,11167000000.0,,,-3448000000.0,58900000000.0,191824000000.0,191824000000.0,,12053000000.0,,70351000000.0,80000000.0,2216000000.0,59377000000.0,480000000.0,,8090000000.0,,27000000.0,-42097000000.0,75846000000.0,8090000000.0,,7149000000.0,235273000000.0,7401000000.0,28097000000.0,339268000000.0,152063000000.0,19890000000.0,1577000000.0,,4597000000.0,,53304000000.0,73345000000.0,,75846000000.0,,8832000000.0,382000000.0,,,-3053000000.0,55647000000.0,,191824000000.0,18264000000.0,,75366000000.0,,18264000000.0,19890000000.0,,81238000000.0,13136000000.0,42050000000.0,,528000000.0,,14704000000.0,73345000000.0,19886096257.0,-27534000000.0,75366000000.0,18123000000.0,42506000000.0,65944000000.0,111299000000.0,3171000000.0,,,52399000000.0,-8064000000.0,19886096257.0,58900000000.0,,191824000000.0,,,8674000000.0,103995000000.0,37187000000.0,13270000000.0,1.87,,73633000000.0,,103995000000.0,70342000000.0,196917000000.0,52399000000.0,480000000.0,28097000000.0,,111299000000.0,8591000000.0,-904000000.0,23927000000.0,4987000000.0,355000000.0,73633000000.0,31843000000.0,81712000000.0,,37187000000.0,48730000000.0,-14107000000.0,4014000000.0,315000000.0,48730000000.0,1577000000.0,-12699000000.0,8201000000.0,339268000000.0,,10798000000.0,3323000000.0,235273000000.0,10970000000.0,1.87,3103000000.0,3103000000.0,2733000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,365000000.0,453000000.0,9252000000.0,4133000000.0,,-6818000000.0,,,,,,19899239544.0,12175000000.0,10467000000.0,0.526,,,,12130000000.0,-4013000000.0,,,,,,,200713000000.0,-7666000000.0,15892000000.0,,,325000000.0,3717000000.0,,424000000.0,,7112000000.0,,,,,,,,246641000000.0,,29582000000.0,352888000000.0,,,,,12850000000.0,,,,,72902000000.0,,10467000000.0,32000000.0,,,,,,,,,72478000000.0,,19935000000.0,19890000000.0,,74517000000.0,16332000000.0,47389000000.0,,,,,70504000000.0,,,,20244000000.0,,,114257000000.0,,,,,-14125000000.0,,59680000000.0,,200713000000.0,0.526,,,106247000000.0,,16345000000.0,,,84571000000.0,,,,205122000000.0,54577000000.0,,,19899239544.0,,12044000000.0,-970000000.0,27145000000.0,3912000000.0,,,,,,,50487000000.0,,2848000000.0,274000000.0,,1707000000.0,-10448000000.0,,,,,325000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,835000000.0,1060000000.0,13505000000.0,3120000000.0,,-10652000000.0,,,,,,,13285000000.0,11401000000.0,,,,,11562000000.0,746000000.0,,,,,,,205336000000.0,,18143000000.0,,,368000000.0,4858000000.0,,914000000.0,,6475000000.0,,,,,,,,255411000000.0,,29280000000.0,377057000000.0,,,,,23055000000.0,,,,,85414000000.0,,11401000000.0,3047000000.0,,,,,,,,,84500000000.0,,19597000000.0,19890000000.0,,70504000000.0,18994000000.0,53303000000.0,,,,,73945000000.0,,,,23321000000.0,,,141738000000.0,,,,,-13999000000.0,,90645000000.0,,205336000000.0,,,,121646000000.0,,19203000000.0,,,80862000000.0,,,,200513000000.0,51093000000.0,,,,,11583000000.0,-15516000000.0,29982000000.0,4327000000.0,,,,,,,46900000000.0,,3211000000.0,315000000.0,,1658000000.0,-3397000000.0,,,,,-14068000000.0,,,,,4644000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,857000000.0,784000000.0,15465000000.0,4498000000.0,,-19351000000.0,,,,,,19894991922.0,13972000000.0,12315000000.0,0.619,,,,12348000000.0,952000000.0,,,,,,,214269000000.0,,15956000000.0,,,857000000.0,1984000000.0,,972000000.0,,8137000000.0,,,,,,,,266559000000.0,,29044000000.0,394543000000.0,,,,,16000000.0,,,,,87874000000.0,,12315000000.0,19000000.0,,,,,,,,,86902000000.0,,20169000000.0,19890000000.0,,73945000000.0,16611000000.0,52939000000.0,,,,,74897000000.0,,,,21132000000.0,,,143428000000.0,,,,,-20600000000.0,,92854000000.0,,214269000000.0,0.619,,,127984000000.0,,16740000000.0,,,93177000000.0,,,,213194000000.0,50574000000.0,,,19894991922.0,,11978000000.0,-841000000.0,31807000000.0,4521000000.0,,,,,,,46432000000.0,,3412000000.0,315000000.0,,1653000000.0,-2912000000.0,,,,,-1282000000.0,,,,,5983000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,455000000.0,1479000000.0,16629000000.0,5011000000.0,223152000000.0,-8151000000.0,437000000.0,3274000000.0,,15560000000.0,-53882000000.0,,12075000000.0,10639000000.0,,-90000000.0,12392000000.0,-1666000000.0,12628000000.0,-13460000000.0,12628000000.0,,,-727000000.0,87549000000.0,232529000000.0,232529000000.0,,15102000000.0,,85548000000.0,455000000.0,3027000000.0,72864000000.0,933000000.0,,11649000000.0,,3374000000.0,-20814000000.0,69993000000.0,11649000000.0,,-10478000000.0,289611000000.0,-15775000000.0,31365000000.0,397548000000.0,208197000000.0,19890000000.0,1724000000.0,,-8029000000.0,,65093000000.0,61437000000.0,,69993000000.0,,10639000000.0,176000000.0,,,,67790000000.0,,232529000000.0,23668000000.0,,69060000000.0,,23668000000.0,19890000000.0,,74897000000.0,15853000000.0,54566000000.0,,2512000000.0,,17758000000.0,61437000000.0,19894363071.0,-44972000000.0,69060000000.0,20851000000.0,51507000000.0,77212000000.0,136069000000.0,3131000000.0,,,48520000000.0,-5158000000.0,19894363071.0,87549000000.0,,232529000000.0,,,16629000000.0,107937000000.0,44822000000.0,16581000000.0,2.253,,104025000000.0,,107937000000.0,83784000000.0,223152000000.0,48520000000.0,933000000.0,31365000000.0,,136069000000.0,12392000000.0,-809000000.0,33715000000.0,4998000000.0,2005000000.0,104025000000.0,27892000000.0,122649000000.0,,44822000000.0,44013000000.0,-18136000000.0,3939000000.0,437000000.0,44013000000.0,1724000000.0,-4057000000.0,5011000000.0,397548000000.0,,13586000000.0,4547000000.0,289611000000.0,13410000000.0,2.253,6724000000.0,6724000000.0,2901000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,364000000.0,357000000.0,16781000000.0,4413000000.0,,-7835000000.0,,,,,,19898576512.0,13206000000.0,11183000000.0,0.562,,,,14967000000.0,3951000000.0,,,,,,,235222000000.0,,16807000000.0,,,364000000.0,3601000000.0,,799000000.0,,9735000000.0,,,,,,,,293658000000.0,,31829000000.0,414219000000.0,,,,,9210000000.0,,,,,74305000000.0,,11183000000.0,92000000.0,,,,,,,,,73506000000.0,,23961000000.0,19890000000.0,,61437000000.0,17311000000.0,59526000000.0,,,,,65388000000.0,,,,21962000000.0,,,137166000000.0,,,,,-7376000000.0,,87684000000.0,,235222000000.0,0.562,,,120561000000.0,,17164000000.0,,,115162000000.0,,,,235270000000.0,49482000000.0,,,19898576512.0,,16523000000.0,-714000000.0,37564000000.0,4651000000.0,,,,,,,44831000000.0,,3387000000.0,629000000.0,,1768000000.0,-4368000000.0,,,,,312000000.0,,,,,8147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,2859000000.0,1435000000.0,16064000000.0,3561000000.0,,-8232000000.0,,,,,,,15996000000.0,13998000000.0,,,,,17386000000.0,-13615000000.0,,,,,,,249096000000.0,,18135000000.0,,,2709000000.0,2139000000.0,,798000000.0,,7829000000.0,,,,,,,,307621000000.0,,31781000000.0,416701000000.0,,,,,10103000000.0,,,,,59009000000.0,,13998000000.0,87000000.0,,,,,,,,,58211000000.0,,28130000000.0,19890000000.0,,65388000000.0,18628000000.0,61942000000.0,,,,,51988000000.0,,,,23522000000.0,,,139116000000.0,,,,,-11618000000.0,,90299000000.0,,249096000000.0,,,,109080000000.0,,19570000000.0,,,111594000000.0,,,,231364000000.0,48817000000.0,,,,,17504000000.0,-16499000000.0,38420000000.0,4894000000.0,,,,,,,44005000000.0,,3729000000.0,737000000.0,,1783000000.0,-9227000000.0,,,,,-2792000000.0,,,,,7643000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,89000000.0,565000000.0,16896000000.0,12993000000.0,,-13993000000.0,,,,,,19884615385.0,13213000000.0,11374000000.0,0.572,,,,17412000000.0,5742000000.0,,,,,,,257852000000.0,,16211000000.0,,,89000000.0,2998000000.0,,812000000.0,,5501000000.0,,,,,,,,317627000000.0,,31887000000.0,438259000000.0,,,,,8471000000.0,,,,,69379000000.0,,11374000000.0,8000000.0,,,-111000000.0,,,,,,68567000000.0,,27182000000.0,19890000000.0,,51988000000.0,16748000000.0,56899000000.0,,,,,57730000000.0,,,,21961000000.0,,,146643000000.0,,,,,-18496000000.0,,98920000000.0,,257852000000.0,0.572,,,120632000000.0,,16776000000.0,,,122968000000.0,,,,243472000000.0,47723000000.0,,,19884615385.0,,15944000000.0,-3246000000.0,34938000000.0,5213000000.0,,,,,,,42989000000.0,,4098000000.0,732000000.0,,1804000000.0,-7099000000.0,,,,,-4832000000.0,,,,,9550000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,809000000.0,1426000000.0,22206000000.0,21844000000.0,253101000000.0,-23309000000.0,800000000.0,984000000.0,,18516000000.0,-61180000000.0,,13292000000.0,11106000000.0,,-1686000000.0,19120000000.0,,15171000000.0,-6103000000.0,15171000000.0,,,-1850000000.0,105557000000.0,275978000000.0,275978000000.0,,16095000000.0,,90046000000.0,797000000.0,2803000000.0,71847000000.0,719000000.0,,6532000000.0,,-5489000000.0,-34534000000.0,62400000000.0,6532000000.0,,-7329000000.0,341896000000.0,-10025000000.0,32698000000.0,453256000000.0,250260000000.0,19890000000.0,1921000000.0,,-9306000000.0,,67248000000.0,51627000000.0,,62400000000.0,,11106000000.0,797000000.0,,,-1273000000.0,68816000000.0,,275978000000.0,31072000000.0,,61681000000.0,,31072000000.0,19890000000.0,,57730000000.0,16129000000.0,71893000000.0,,4121000000.0,,21230000000.0,51627000000.0,19891903172.0,-53369000000.0,61681000000.0,22601000000.0,55707000000.0,61652000000.0,150460000000.0,3315000000.0,,,44903000000.0,-23690000000.0,19891903172.0,105557000000.0,,275978000000.0,,,22206000000.0,111360000000.0,47661000000.0,17521000000.0,2.396,,133980000000.0,,111360000000.0,89079000000.0,253101000000.0,44903000000.0,719000000.0,32698000000.0,,150460000000.0,19120000000.0,-1158000000.0,49292000000.0,6472000000.0,3959000000.0,133980000000.0,18478000000.0,160214000000.0,,47661000000.0,39624000000.0,-21617000000.0,5253000000.0,800000000.0,39624000000.0,1921000000.0,-13840000000.0,21844000000.0,453256000000.0,,11541000000.0,-17000000.0,341896000000.0,16467000000.0,2.396,7161000000.0,7161000000.0,2897000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
