date,quarterlyStockholdersEquity,annualRepaymentOfDebt,annualGrossPPE,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualBeginningCashPosition,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyCapitalStock,quarterlyAccountsPayable,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualBasicEPS,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualPurchaseOfBusiness,annualCapitalStock,annualInterestExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,quarterlyRetainedEarnings,trailingNetIncome,quarterlyNetPPE,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,annualRetainedEarnings,quarterlyTotalAssets,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualNetIncome,annualTotalRevenue,annualAccountsReceivable,quarterlySellingGeneralAndAdministration,annualPurchaseOfInvestment,annualAccountsPayable,trailingTotalRevenue,annualCashDividendsPaid,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTaxProvision,quarterlyDilutedEPS,trailingTaxProvision,annualTotalAssets,annualNonCurrentDeferredRevenue,annualEndCashPosition,annualOperatingIncome,annualLongTermDebt,annualDilutedEPS,quarterlyInterestExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,annualIncomeTaxPayable,annualDepreciationAndAmortization,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingCashFlow,trailingPretaxIncome,annualOtherIntangibleAssets,annualNetPPE,annualRepurchaseOfCapitalStock,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualGrossProfit,quarterlyDepreciationAndAmortization,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,quarterlyEndCashPosition,quarterlySaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,quarterlyOperatingCashFlow,annualCurrentAssets,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,annualOtherShortTermInvestments,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualChangeInAccountPayable,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1970-01-01 00:00:00.954460800,,,,514880000000.0,62581000000.0,,502623000000.0,,905496000000.0,,,,-54707000000.0,-22124000000.0,1199515000000.0,,487472000000.0,,,81102000000.0,,25.16,17850000000.0,,,467268000000.0,,1546780000000.0,,1042706000000.0,745549000000.0,,,,,514880000000.0,,,271000000.0,,,,550700000000.0,2487321145.0,,-284947000000.0,,,45967817000000.0,,,2625239000000.0,,198161000000.0,,,0.0,62581000000.0,1411548000000.0,,,-7671286000000.0,,2492775000000.0,-39949000000.0,-735220000000.0,126139000000.0,,,82078000000.0,,188809000000.0,48495608000000.0,,1408146000000.0,126139000000.0,,0.0,,,2168836000000.0,2208554000000.0,,,7207802000000.0,8353774000000.0,,,,2487321145.0,,2679946000000.0,739509000000.0,,855726000000.0,-25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,,48939000000.0,,-260867000000.0,,1408146000000.0,,,,-118836000000.0,-420024000000.0,,,490621000000.0,,,43824000000.0,,18.44,-376037000000.0,,,1141697000000.0,,,,1042706000000.0,437839000000.0,,,,,,,,369000000.0,,,,,2656840391.0,,-3011712000000.0,,,49289956000000.0,,,6547244000000.0,,196060000000.0,,,-20939000000.0,48939000000.0,1335772000000.0,,,-6532695000000.0,,,-43179000000.0,3879708000000.0,132046000000.0,,,77991000000.0,,,51849687000000.0,,1147369000000.0,132049000000.0,,18.42,,,2896268000000.0,2175809000000.0,,,13482367000000.0,11044106000000.0,,,,2653958785.0,,6666080000000.0,,,883059000000.0,-808000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,,463887000000.0,,86079000000.0,,868132000000.0,,,,-73354000000.0,-268813000000.0,,,935553000000.0,,,416894000000.0,,168.24,-210109000000.0,,,1167500000000.0,,,,1326746000000.0,726900000000.0,,,,,,,,39206000000.0,,,,,2757293153.0,,-262760000000.0,,,104108535000000.0,,18518000000.0,-5454864000000.0,,475357000000.0,,,-320011000000.0,463887000000.0,3082226000000.0,,,-39722661000000.0,,,-50165000000.0,5732808000000.0,604338000000.0,,,187445000000.0,,,108005001000000.0,,2128742000000.0,-604338000000.0,,168.24,,,2128742000000.0,2912619000000.0,,,45656879000000.0,23972737000000.0,,,,2757293153.0,,-5381510000000.0,,,1207589000000.0,-8539000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,,465359000000.0,,772734000000.0,,2128742000000.0,,,,-69884000000.0,-43919000000.0,,,889237000000.0,,,431792000000.0,,168.64996,40925000000.0,,,187800000000.0,,,,1247650000000.0,417401000000.0,,,,,,,,43930000000.0,,,,,2759318769.0,,-309000000000.0,,,101186655000000.0,,30031000000.0,5373316000000.0,,311664000000.0,,,-77712000000.0,465359000000.0,3100885000000.0,,,-49938065000000.0,,,-76969000000.0,-4623917000000.0,590914000000.0,,,159122000000.0,,,104607449000000.0,,2900991000000.0,-590915000000.0,,0.0,,,2900991000000.0,2424074000000.0,,,45619355000000.0,28613916000000.0,,,,2759318769.0,,5443200000000.0,,,1007905000000.0,-7875000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,,,330414000000.0,,628488000000.0,,2900991000000.0,,,,-80932000000.0,137134000000.0,,,866549000000.0,,,288818000000.0,,104.6295,204322000000.0,,,282700000000.0,,,,1247650000000.0,310266000000.0,,,,,,,,40181000000.0,,,,,3157943028.0,,-318445000000.0,,,98150534000000.0,,21706000000.0,3441186000000.0,,611189000000.0,,,253249000000.0,330414000000.0,3359261000000.0,,,-47305660000000.0,,,-66556000000.0,-3028346000000.0,404894000000.0,,,32882000000.0,,,102215172000000.0,,3529479000000.0,404895000000.0,,71.7304,,,3529479000000.0,3070942000000.0,,,44655852000000.0,30356681000000.0,,,,3157943028.0,,3522118000000.0,,,984060000000.0,-632000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,,-234201000000.0,,-602776000000.0,,3529479000000.0,,,,-56945000000.0,54199000000.0,,,852715000000.0,,,-285184000000.0,,-88.77614,409131000000.0,,,375100000000.0,,,,1352651000000.0,350383000000.0,,,,,,,,45259000000.0,,,,,2638107491.0,,-355766000000.0,,,95934927000000.0,,13381000000.0,-3337067000000.0,,329963000000.0,,,330770000000.0,-234201000000.0,3239483000000.0,,,-46309832000000.0,,,-85920000000.0,2623525000000.0,-108535000000.0,,,74681000000.0,,,99731858000000.0,,2930645000000.0,-108535000000.0,,-88.77614,,,2930645000000.0,2775728000000.0,,,49252594000000.0,28002774000000.0,,,,2638107491.0,,-3280122000000.0,,,836053000000.0,-269012000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,686841000000.0,,2229177000000.0,,2930645000000.0,,,,-43066000000.0,679464000000.0,,,853796000000.0,,,627041000000.0,,189.46724,768412000000.0,,,393900000000.0,,,,1420877000000.0,500991000000.0,,,,,,,,49484000000.0,,,,,4540021123.0,,-269831000000.0,,,101443151000000.0,,6612000000.0,2165288000000.0,,992064000000.0,,,778452000000.0,686841000000.0,3302093000000.0,,,-43620790000000.0,,,-86739000000.0,-662482000000.0,1043362000000.0,,,296719000000.0,,,107010575000000.0,,5159822000000.0,1043363000000.0,,151.28586,,,5159822000000.0,4454399000000.0,,,43253472000000.0,29583886000000.0,,,,3625117461.0,,2208354000000.0,,,806369000000.0,-2209000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,-264283000000.0,,,428392000000.0,,-3232797000000.0,,5159822000000.0,,,,-634646000000.0,-1244945000000.0,,,888561000000.0,,,500202000000.0,-1422375000000.0,114.17166,313637000000.0,,,439600000000.0,,,,1420877000000.0,810474000000.0,,,,,,,,100489000000.0,,,,,4094094535.0,-7592374000000.0,1000000.0,,,95527030000000.0,,0.0,-7395386000000.0,11320000000.0,1386436000000.0,,,1181355000000.0,441351000000.0,3038559000000.0,,,-35087126000000.0,1581404000000.0,,-47926000000.0,4769454000000.0,806790000000.0,,,306588000000.0,,,100858309000000.0,,1927024000000.0,806790000000.0,7307662000000.0,102.98834,,,4036855000000.0,3923000000000.0,,419126000000.0,40434353000000.0,23818309000000.0,,,,3752000000.0,,-6760740000000.0,,234896000000.0,1818913000000.0,-1474644000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,,,,31.64274,,3782453500.0,,,,,,,,,,,,,,195013000000.0,711833000000.0,,,,,,,,,,,,,54760000000.0,,4018472882.0,194202000000.0,,,,,,,,,,,,,,,,,,,,239989000000.0,,,,,,,139442000000.0,119687000000.0,,29.7842,,,,,,,,235796000000.0,,,,,,,,119687000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,,,,,,,,,,,,,,,,,,,,,261785000000.0,884264000000.0,,,,,,,,,,,,,88461000000.0,,,156130000000.0,,,,,,,,,,,,,,,,,,,,184136000000.0,,,,,,,67669000000.0,50905000000.0,,,,,,,,,,247206000000.0,,,,,,,,50905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
