date,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualOperatingExpense,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingOperatingExpense,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualTaxProvision,quarterlyChangeInInventory,quarterlyEbitda,annualCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualBasicEPS,annualDeferredIncomeTax,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyCashDividendsPaid,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,annualOtherIntangibleAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicEPS,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualNetPPE,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualOperatingIncome,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,trailingOtherIncomeExpense,trailingInvestingCashFlow,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualStockholdersEquity,annualLongTermDebt,annualChangeInInventory,trailingCashDividendsPaid,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCurrentAccruedExpenses,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOperatingExpense,annualCapitalStock,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockBasedCompensation,annualGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,quarterlyRepaymentOfDebt,annualTotalAssets,quarterlyPurchaseOfBusiness,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,annualBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCostOfRevenue,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualCommonStockIssuance,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,annualSaleOfInvestment,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2009-12-31,,,,-853600000.0,,,,,,1256300000.0,431300000.0,815200000.0,,-43300000.0,831300000.0,-41100000.0,57700000.0,57800000.0,-131800000.0,-7500000.0,,-33300000.0,1297700000.0,,43300000.0,,270700000.0,,94200000.0,6300000.0,,,1369400000.0,,,226400000.0,8700000.0,,3797500000.0,3006800000.0,12600000.0,-41900000.0,-0.270148,-23700000.0,-217900000.0,85200000.0,,-100000000.0,,,,-86000000.0,-150700000.0,810600000.0,181500000.0,-90100000.0,,,-20800000.0,,2052400000.0,590200000.0,4200000.0,-5000000.0,0.0,71200000.0,0.0,,5764600000.0,57800000.0,155100000.0,57800000.0,,575300000.0,,394900000.0,-389700000.0,124200000.0,-0.270148,1443800000.0,,,235400000.0,754700000.0,-85200000.0,-127600000.0,,,,3315200000.0,,,,-34800000.0,,,103500000.0,,,,,19100000.0,,131100000.0,,-32000000.0,-162200000.0,23900000.0,45100000.0,-123000000.0,297700000.0,-221800000.0,,,,,553000000.0,,-742600000.0,,,,,269300000.0,,637200000.0,353000000.0,,0.0,,,7800000.0,1363300000.0,4350500000.0,,,176100000.0,902500000.0,2821800000.0,431900000.0,660900000.0,,,,,,505400000.0,,3712200000.0,431900000.0,,4191200000.0,,-41900000.0,,144000000.0,155100000.0,,,,2104300000.0,152700000.0,,49100000.0,,226000000.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,13100000.0,-4200000.0,,,,,,218900000.0,,,,,155100000.0,,,,,,,,698700000.0,,,12500000.0,,,,-90700000.0,,,-13100000.0,39100000.0,,202300000.0,2500000.0,,,2500000.0,,,,,,,,,,,46700000.0,-7200000.0,26900000.0,,,,,,57800000.0,-0.090909,,,,,,,,,,155100000.0,,,,,-14100000.0,,,,,,,,,,,,,,,-69000000.0,28700000.0,,,18500000.0,,,,5500000.0,,-14100000.0,58900000.0,,-7200000.0,,-61800000.0,,-13700000.0,,,,,,,,-300000.0,,-2800000.0,,,,,,-11100000.0,,,,,,,206400000.0,,,479800000.0,,,,,,,,,,,,,,,0.0,,-16500000.0,,,-7100000.0,,,,,,,,,-0.090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,-2600000.0,16100000.0,,,,,,294500000.0,,,,,,,,,,,,,878000000.0,,,75700000.0,,,,23800000.0,,,-7600000.0,110100000.0,,214600000.0,3200000.0,,,3200000.0,,,,,,,,,,,50800000.0,-8600000.0,27300000.0,,,,,,46700000.0,,,,,,,,,,,,,,,,33600000.0,,,,,,,,,,,,,,,75700000.0,37400000.0,,,-57600000.0,,,,-14200000.0,,33600000.0,-73700000.0,,-9300000.0,,85000000.0,,33700000.0,,,,,,,,-400000.0,,11700000.0,,,,,,4100000.0,,,,,,,218800000.0,,,583500000.0,,,,,,,,,,,,,,,700000.0,,45400000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,5200000.0,-12800000.0,,,,,,271900000.0,,,,,155100000.0,,,,,,,,813100000.0,,,65400000.0,,,,-30800000.0,,,-43800000.0,92900000.0,,202800000.0,3700000.0,,,3700000.0,,,,,,,,,,,57600000.0,-11500000.0,26800000.0,,,,,,50800000.0,0.18,,,,,,,,,,155100000.0,,,,,27400000.0,,,,,,,,,,,,,,,21200000.0,29300000.0,,,16600000.0,,,,23500000.0,,27400000.0,-14300000.0,,-11700000.0,,32900000.0,,27700000.0,,,,,,,,700000.0,,9100000.0,,,,,,6800000.0,,,,,,,206500000.0,,,541200000.0,,,,,,,,,,,,,,,0.0,,36800000.0,,,0.0,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,7300000.0,17200000.0,4314300000.0,-911300000.0,,252800000.0,-76300000.0,265800000.0,,,,839600000.0,,-58300000.0,855300000.0,58400000.0,77900000.0,60700000.0,,,843700000.0,,,42200000.0,-20800000.0,1461300000.0,,31400000.0,,14100000.0,30100000.0,66100000.0,1467800000.0,219900000.0,2300000.0,215200000.0,2900000.0,2300000.0,3737800000.0,3233500000.0,16300000.0,57200000.0,0.368794,23000000.0,-76000000.0,116300000.0,,,60700000.0,-28400000.0,30600000.0,,,798800000.0,300400000.0,-76300000.0,57600000.0,,-7000000.0,0.0,,550000000.0,,-7100000.0,0.0,195800000.0,0.0,,,60700000.0,155100000.0,60700000.0,10300000.0,,4259400000.0,,,,0.368794,1461300000.0,60700000.0,60700000.0,252800000.0,,,,3000000.0,52700000.0,28700000.0,3317600000.0,2791600000.0,1700000.0,798800000.0,72500000.0,,-90800000.0,,10300000.0,-52300000.0,77900000.0,-30100000.0,500000.0,82800000.0,111600000.0,10700000.0,-55700000.0,-58400000.0,16800000.0,-34400000.0,,333000000.0,-81400000.0,-6700000.0,550000000.0,-3900000.0,333000000.0,576500000.0,0.0,-685400000.0,16800000.0,3100000.0,,,138900000.0,215200000.0,,374200000.0,223600000.0,0.0,374200000.0,577900000.0,11700000.0,1364900000.0,4314300000.0,3737800000.0,-685400000.0,-66300000.0,1051100000.0,2791600000.0,,699900000.0,-58400000.0,1364900000.0,576500000.0,1467800000.0,0.0,,6800000.0,,,0.0,4259400000.0,,57200000.0,699900000.0,,155100000.0,3317600000.0,-911300000.0,,2182400000.0,,,57800000.0,,80600000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,700000.0,-16800000.0,1101200000.0,,,237200000.0,-67900000.0,208800000.0,,,,,155100000.0,,,,,,,,714800000.0,,,5000000.0,,,,-83800000.0,,,-6700000.0,29500000.0,,200100000.0,2700000.0,,,2700000.0,,,,,,,,,,,67900000.0,-9900000.0,24800000.0,,,,,,60700000.0,-0.079948,,0.0,,,,,,,,155100000.0,,,,,-12400000.0,,3712700000.0,,,,,,67900000.0,67900000.0,,,,,3300000.0,-77900000.0,22800000.0,,2798900000.0,25800000.0,798400000.0,,,4500000.0,,-12400000.0,84900000.0,98200000.0,-10000000.0,,-67900000.0,,-12200000.0,,,,,,,,-300000.0,536100000.0,-5900000.0,341100000.0,,0.0,,16800000.0,7200000.0,,265000000.0,,227400000.0,,,203800000.0,,338400000.0,506000000.0,,,,560300000.0,-697800000.0,,,,,,2608600000.0,1366200000.0,540900000.0,913800000.0,100000.0,,-18100000.0,,,0.0,,,,111300000.0,,,102200000.0,,-0.079948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,-7100000.0,44700000.0,1164100000.0,,,282100000.0,-64800000.0,291300000.0,,,,,155100000.0,,,,,,,,889700000.0,,,65600000.0,,,,-5000000.0,,,-11900000.0,90100000.0,,221900000.0,2700000.0,,,2700000.0,,,,,,,,,,,73100000.0,-14500000.0,25000000.0,,,,,,67900000.0,0.28,,0.0,,,,,,,,155100000.0,,,,,43700000.0,,3831400000.0,,,,,,73100000.0,73100000.0,,,,,3600000.0,40600000.0,500000.0,,2788600000.0,-71900000.0,793800000.0,,,40200000.0,,43700000.0,-39600000.0,97100000.0,-17600000.0,,58200000.0,,44100000.0,,,,,,,,-500000.0,531800000.0,20500000.0,353100000.0,,326400000.0,,16800000.0,5200000.0,,,,,,,225700000.0,,410100000.0,598400000.0,,,,552000000.0,-655500000.0,,,,,,2664100000.0,1365900000.0,612100000.0,1042800000.0,3100000.0,,64600000.0,,,0.0,,,,206500000.0,,,143100000.0,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,10000000.0,-23400000.0,1712500000.0,,,258400000.0,-104400000.0,271100000.0,,,,,155100000.0,,,,,,,,848000000.0,,,50500000.0,,1486800000.0,,-29600000.0,,,-17000000.0,73900000.0,,217100000.0,5500000.0,,,5500000.0,,,,,,,,,,,127600000.0,-19600000.0,26200000.0,,,,,,73100000.0,0.13,,1600000.0,,,,,,,,155100000.0,,,,,20100000.0,,3840900000.0,,,,,,127600000.0,127600000.0,,,,,3300000.0,18900000.0,200000.0,,2825800000.0,28200000.0,792200000.0,,,-30900000.0,,20100000.0,43600000.0,129000000.0,-13800000.0,,32700000.0,,20400000.0,,,,,,,,-2900000.0,538100000.0,27100000.0,368800000.0,,335600000.0,,16800000.0,54500000.0,,,,,,,220600000.0,,391800000.0,576900000.0,,,,566300000.0,-635400000.0,,,,,,2124900000.0,1366500000.0,1146200000.0,1015100000.0,-6000000.0,,47500000.0,,,0.0,,,,126900000.0,,,103500000.0,-948700000.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-66000000.0,2200000.0,1513400000.0,-951600000.0,,260700000.0,10600000.0,226500000.0,,,,903000000.0,,-68500000.0,917400000.0,-34600000.0,94700000.0,120800000.0,,,876100000.0,,,-39800000.0,26900000.0,1477400000.0,,91800000.0,,-9000000.0,31000000.0,-96900000.0,953500000.0,262900000.0,4800000.0,241100000.0,60100000.0,4800000.0,915600000.0,3328600000.0,6700000.0,-35600000.0,-0.23,-62400000.0,11800000.0,26400000.0,,,120800000.0,-27000000.0,35500000.0,,,697300000.0,94300000.0,10600000.0,127600000.0,,-96300000.0,1600000.0,,525800000.0,,-120000000.0,3500000.0,79100000.0,0.0,,,120800000.0,155200000.0,120800000.0,-85600000.0,,3637900000.0,,,,-0.23,1477400000.0,120800000.0,120800000.0,260700000.0,,,,21300000.0,125300000.0,3000000.0,74000000.0,2684400000.0,44800000.0,697300000.0,-43600000.0,,-2000000.0,,-85600000.0,-132400000.0,94700000.0,-27100000.0,1800000.0,152400000.0,111500000.0,-85500000.0,-71000000.0,2120800000.0,389300000.0,-4600000.0,,336300000.0,-43500000.0,-92600000.0,525800000.0,-49900000.0,336300000.0,597800000.0,0.0,-77700000.0,389300000.0,-6800000.0,,,175400000.0,241100000.0,,346100000.0,266300000.0,1600000.0,346100000.0,649600000.0,15700000.0,1366600000.0,1513400000.0,915600000.0,-77700000.0,-26600000.0,996500000.0,2684400000.0,,150300000.0,2120800000.0,1366600000.0,597800000.0,953500000.0,100000.0,,-135400000.0,,,-120000000.0,3637900000.0,0.0,-35600000.0,150300000.0,,155200000.0,74000000.0,-951600000.0,,2332100000.0,,-6000000.0,60700000.0,-548900000.0,106900000.0,21300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,8100000.0,-6700000.0,1464000000.0,,,254700000.0,15000000.0,246800000.0,,,,,163000000.0,,,,,,,,798800000.0,,,22300000.0,,1472400000.0,,-95500000.0,,,-12300000.0,46300000.0,,221100000.0,6000000.0,,,6000000.0,,,,,,,,,,,120600000.0,-13400000.0,24500000.0,,,,,,120800000.0,0.08,,1600000.0,,,,,,,,163000000.0,,,,,12500000.0,,3647500000.0,,,,,,120600000.0,120600000.0,,,,,21800000.0,-53700000.0,2500000.0,,2673600000.0,-31800000.0,701400000.0,,,56700000.0,,12500000.0,56700000.0,89800000.0,-9800000.0,,-43900000.0,,13000000.0,,,,,,,,-500000.0,515000000.0,6300000.0,350700000.0,,240400000.0,,409300000.0,-200000.0,,213400000.0,,240400000.0,,,224500000.0,,379300000.0,552000000.0,,,,947100000.0,-65200000.0,,,,,,2180500000.0,1367400000.0,516900000.0,973900000.0,-3600000.0,,19300000.0,,,-50000000.0,,,,123300000.0,,,74400000.0,-957400000.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
