date,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualOperatingExpense,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingOperatingExpense,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualTaxProvision,quarterlyChangeInInventory,quarterlyEbitda,annualCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualBasicEPS,annualDeferredIncomeTax,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyCashDividendsPaid,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,annualOtherIntangibleAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicEPS,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualNetPPE,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualOperatingIncome,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,trailingOtherIncomeExpense,trailingInvestingCashFlow,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualStockholdersEquity,annualLongTermDebt,annualChangeInInventory,trailingCashDividendsPaid,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCurrentAccruedExpenses,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOperatingExpense,annualCapitalStock,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockBasedCompensation,annualGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,quarterlyRepaymentOfDebt,annualTotalAssets,quarterlyPurchaseOfBusiness,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,annualBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCostOfRevenue,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualCommonStockIssuance,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,annualSaleOfInvestment,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2012-06-30,1500000.0,34200000.0,1475800000.0,,,287800000.0,10500000.0,317400000.0,,,,,165400000.0,,,,,,,,935300000.0,,,72300000.0,,1479700000.0,,16600000.0,,,-36500000.0,94600000.0,,242300000.0,7400000.0,,,7400000.0,,,,,,,,,,,147200000.0,-16600000.0,23000000.0,,,,,,120600000.0,0.297819,,1600000.0,,,,,,,,160500000.0,,,,,47800000.0,,3726000000.0,,,,,,147200000.0,147200000.0,,,,,22100000.0,79800000.0,2100000.0,,2657900000.0,-28500000.0,696100000.0,,,-53800000.0,,47800000.0,-53800000.0,85500000.0,-16600000.0,,96400000.0,,47900000.0,,,,,,,,-700000.0,509900000.0,21600000.0,385500000.0,,286500000.0,,339300000.0,26600000.0,,,,,,,245100000.0,,405200000.0,617900000.0,,,,879400000.0,-17400000.0,,,,,,2247000000.0,1366400000.0,596400000.0,1068100000.0,0.0,,69500000.0,,,-70000000.0,,,,130200000.0,,,74700000.0,-969800000.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,-4000000.0,-35600000.0,1450200000.0,,,253500000.0,24300000.0,302300000.0,,,,,167000000.0,,,,,,,,909100000.0,,,63700000.0,,1479300000.0,,-4800000.0,,,-4800000.0,92900000.0,,236200000.0,7000000.0,,,4000000.0,,,,,,,,,,,216100000.0,-8400000.0,31500000.0,,,,,,147200000.0,0.249221,,1600000.0,,,,,,,,160500000.0,,,,,40000000.0,,3784500000.0,,,,,,216100000.0,216100000.0,,,,,5300000.0,59900000.0,2000000.0,,2646100000.0,1500000.0,698100000.0,,,8300000.0,,40000000.0,8300000.0,81800000.0,-7000000.0,,66900000.0,,40200000.0,,,,,,,,-2300000.0,497800000.0,19200000.0,392300000.0,,339000000.0,,339300000.0,68900000.0,,,,,,,238600000.0,,407100000.0,606800000.0,,,,852400000.0,22600000.0,,,,,,2330900000.0,1368400000.0,597800000.0,1138400000.0,-1400000.0,,59400000.0,,,-17500000.0,,-1400000.0,,122900000.0,,,78200000.0,-981500000.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-11000000.0,30200000.0,1486600000.0,-981800000.0,-8800000.0,287000000.0,30600000.0,303500000.0,,,,976900000.0,169200000.0,-61500000.0,988000000.0,119700000.0,71100000.0,336000000.0,,,947900000.0,,,23700000.0,-33500000.0,1491200000.0,,68900000.0,,34300000.0,34900000.0,30200000.0,1226100000.0,277300000.0,6500000.0,317600000.0,215200000.0,48800000.0,835300000.0,3591100000.0,22100000.0,118700000.0,0.724418,-5400000.0,5100000.0,8700000.0,,,336000000.0,-48300000.0,22300000.0,,,677700000.0,264000000.0,30600000.0,216100000.0,0.112294,-19300000.0,1600000.0,,509400000.0,,-156800000.0,-5700000.0,182000000.0,336300000.0,163855647.0,,336000000.0,166100000.0,336000000.0,18400000.0,,3871300000.0,,,,0.71,1491200000.0,336000000.0,336000000.0,287000000.0,,,,28000000.0,135300000.0,2100000.0,63800000.0,2645200000.0,25300000.0,677700000.0,154000000.0,221300000.0,8500000.0,,18400000.0,4500000.0,71100000.0,-28100000.0,66200000.0,163400000.0,101300000.0,18600000.0,-86700000.0,2381100000.0,297500000.0,-18700000.0,,357200000.0,15700000.0,-15800000.0,509400000.0,-12800000.0,357200000.0,651300000.0,336300000.0,41000000.0,297500000.0,119900000.0,,221300000.0,282800000.0,317600000.0,,381800000.0,279800000.0,1600000.0,381800000.0,644400000.0,26900000.0,1387000000.0,1486600000.0,835300000.0,41000000.0,-14800000.0,1170000000.0,2645200000.0,,151100000.0,2381100000.0,1387000000.0,651300000.0,1226100000.0,-700000.0,,5800000.0,,,-19300000.0,3871300000.0,-19500000.0,118700000.0,151100000.0,,163855647.0,63800000.0,-981800000.0,0.11,2421100000.0,,-19500000.0,120800000.0,0.0,221300000.0,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,7000000.0,17700000.0,1362600000.0,,,300900000.0,57700000.0,300200000.0,-13500000.0,,,,170300000.0,,,,,,,,890000000.0,,,57500000.0,,1485400000.0,,-150100000.0,,,-23000000.0,78800000.0,,240100000.0,6500000.0,,,11100000.0,,,,,,,,,,,258900000.0,-14200000.0,22000000.0,,,,,,336000000.0,0.225378,,1600000.0,,,,,,,,165499898.0,,,,,37300000.0,,3823800000.0,,,,,,258900000.0,258900000.0,,,,,28900000.0,-86700000.0,1700000.0,,2624600000.0,-48300000.0,677900000.0,,,5700000.0,,37300000.0,9900000.0,67300000.0,-14200000.0,,-72500000.0,,37500000.0,,,,,,,,-700000.0,499500000.0,17600000.0,380000000.0,,229900000.0,,297500000.0,-77100000.0,,225500000.0,,229900000.0,,,242700000.0,,429100000.0,589800000.0,,,,802900000.0,78300000.0,,,,,,2458500000.0,1379900000.0,559700000.0,1199200000.0,200000.0,,55100000.0,,,0.0,,,,131200000.0,,,79200000.0,-985900000.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,-2100000.0,30100000.0,1537000000.0,,,350100000.0,52100000.0,377000000.0,0.0,,,,171300000.0,,,,,,,,1040400000.0,,,106800000.0,,1523900000.0,,21200000.0,,,-33500000.0,121200000.0,,267700000.0,7300000.0,,,8100000.0,,,,,,,,,,,123600000.0,-316100000.0,20800000.0,,,,,,258900000.0,0.384616,,1600000.0,,,,,,,,166399898.0,,,,,64000000.0,,4065400000.0,,,,,,123600000.0,123600000.0,,,,,28600000.0,101700000.0,1700000.0,,2861800000.0,-33000000.0,764600000.0,,,6300000.0,,64000000.0,62000000.0,53200000.0,-16700000.0,,118400000.0,,64200000.0,,,,,,,,-6400000.0,522200000.0,34500000.0,438800000.0,,293000000.0,,357500000.0,-135300000.0,,230000000.0,,293000000.0,,,270200000.0,,499800000.0,663400000.0,,,,865300000.0,125800000.0,,,,,,2525500000.0,1521800000.0,671700000.0,1203600000.0,100000.0,,98700000.0,,,-120000000.0,,,,141400000.0,,,81800000.0,-1001700000.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,-5800000.0,-7000000.0,1565300000.0,,,344400000.0,51600000.0,384900000.0,-29600000.0,,,,171600000.0,,,,,,,,1125100000.0,,,121300000.0,,1528700000.0,,9900000.0,,,-23400000.0,122500000.0,,259600000.0,6000000.0,,,7000000.0,,,,,,,,,-16700000.0,,157000000.0,-25000000.0,23400000.0,,,,,,123600000.0,0.388385,,1700000.0,,,,,,,,165299898.0,,,,,64200000.0,,4119300000.0,,,,,,157000000.0,157000000.0,,,,,5600000.0,98100000.0,2100000.0,,2845700000.0,-16100000.0,760700000.0,,,1900000.0,,64200000.0,-62100000.0,50400000.0,-22200000.0,,120300000.0,,64600000.0,,,,,,,,-22200000.0,513500000.0,32400000.0,463100000.0,,357900000.0,,350000000.0,33400000.0,,227900000.0,,357900000.0,,,263600000.0,,517700000.0,740200000.0,,,,857400000.0,156700000.0,,,,,,2550500000.0,1521100000.0,707900000.0,1273600000.0,-100000.0,,97000000.0,,,-70000000.0,,-2700000.0,,135800000.0,,,85800000.0,-1015200000.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,-11800000.0,-1000000.0,1531700000.0,-1021700000.0,-52100000.0,343800000.0,95400000.0,376700000.0,-9000000.0,,,1043100000.0,171800000.0,-94500000.0,1056300000.0,230900000.0,43500000.0,241400000.0,,,1101900000.0,,,96900000.0,-58500000.0,1556100000.0,,48500000.0,,114000000.0,-9800000.0,120000000.0,1334100000.0,275700000.0,6300000.0,388900000.0,-94600000.0,6100000.0,793000000.0,4157400000.0,39800000.0,229700000.0,1.37819,-12700000.0,24100000.0,7200000.0,-16700000.0,,241400000.0,-41400000.0,24200000.0,,,752900000.0,442500000.0,95400000.0,157000000.0,0.385197,-30400000.0,1700000.0,,534400000.0,,-190000000.0,-200000.0,382500000.0,388900000.0,166667936.0,,241400000.0,171300000.0,241400000.0,64200000.0,,4184800000.0,,,,1.34,1556100000.0,241400000.0,241400000.0,343800000.0,,,,6000000.0,90200000.0,1700000.0,82000000.0,2850700000.0,38900000.0,752900000.0,344900000.0,252500000.0,10200000.0,,64200000.0,-5700000.0,43500000.0,-41400000.0,32300000.0,131600000.0,90400000.0,64600000.0,-396700000.0,2649400000.0,350000000.0,-89700000.0,,471600000.0,4100000.0,-1100000.0,534400000.0,29500000.0,471600000.0,738700000.0,388900000.0,200800000.0,350000000.0,84400000.0,,252500000.0,297800000.0,388900000.0,,477100000.0,279800000.0,1700000.0,477100000.0,725200000.0,26100000.0,1519900000.0,1531700000.0,793000000.0,200800000.0,-70500000.0,1438800000.0,2850700000.0,,144000000.0,2649400000.0,1519900000.0,738700000.0,1334100000.0,0.0,,94100000.0,,,0.0,4184800000.0,0.0,229700000.0,144000000.0,,166667936.0,82000000.0,-1021700000.0,0.37,2718600000.0,,-302000000.0,336000000.0,-49900000.0,203300000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,11700000.0,-22500000.0,1466800000.0,,,319800000.0,87800000.0,314700000.0,-68700000.0,,,,171200000.0,,,,,,,,966200000.0,,,64400000.0,,1538800000.0,,-243200000.0,,,-39400000.0,86100000.0,,246300000.0,7800000.0,,,10200000.0,,,,,,,,,-19900000.0,,124200000.0,-20900000.0,23500000.0,,,,,,241400000.0,0.243153,,1700000.0,,,,,,,,167795680.0,,,,,40800000.0,,4106800000.0,,,,,,124200000.0,124200000.0,,,,,9700000.0,-177500000.0,1900000.0,,2842100000.0,-7700000.0,744900000.0,,,13900000.0,,40800000.0,62000000.0,47100000.0,-20900000.0,,-156600000.0,,41200000.0,,,,,,,,-1800000.0,532100000.0,19500000.0,509500000.0,,237400000.0,,475000000.0,-117200000.0,,247700000.0,,237400000.0,,,250300000.0,,482900000.0,651500000.0,,,,899900000.0,241800000.0,,,,,,2637200000.0,1518000000.0,566900000.0,1264700000.0,100000.0,,60700000.0,,,-60000000.0,,,,148100000.0,,,177200000.0,-1006700000.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,-5100000.0,16500000.0,1658500000.0,,,337700000.0,87800000.0,400400000.0,-186300000.0,,,,168700000.0,,,,,,,,1142200000.0,,,137400000.0,,1566100000.0,,6700000.0,,,-10600000.0,159900000.0,,259000000.0,8000000.0,,,6600000.0,,,,,,,,,-19600000.0,,145000000.0,-26600000.0,24100000.0,,,,,,124200000.0,0.595823,,1700000.0,,,,,,,,156590111.0,,,,,93300000.0,,4190100000.0,,,,,,145000000.0,145000000.0,,,,,10100000.0,99300000.0,2100000.0,,2853000000.0,-50500000.0,744200000.0,,,3600000.0,,93300000.0,-79100000.0,48000000.0,-26600000.0,,125900000.0,,93600000.0,,,,,,,,-1600000.0,540200000.0,40100000.0,521200000.0,,297100000.0,,595000000.0,20800000.0,,243400000.0,,,,,263000000.0,,535300000.0,741800000.0,,,,1013600000.0,315600000.0,,,,,,2528600000.0,1520600000.0,644900000.0,1337100000.0,0.0,,133700000.0,,,-175000000.0,,,,135600000.0,,,175200000.0,-1025900000.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,-1000000.0,2400000.0,1740600000.0,,,341400000.0,77300000.0,378300000.0,-156400000.0,,,,163200000.0,,,,,,,,1097700000.0,,,136500000.0,,1511900000.0,,44300000.0,,,15500000.0,162300000.0,,238300000.0,8100000.0,,,9700000.0,,,,,,,,,-19000000.0,,175100000.0,-30100000.0,25600000.0,,,,,,145000000.0,-0.133977,,1700000.0,,,,,,,,157490111.0,,,,,-21100000.0,,4081200000.0,,,,,,175100000.0,175100000.0,,,,,29700000.0,106300000.0,3200000.0,,2718300000.0,-19400000.0,665900000.0,,,4700000.0,,-21100000.0,-80200000.0,63500000.0,-34600000.0,,140900000.0,,88600000.0,,,,,,,,200000.0,533300000.0,44900000.0,520900000.0,,339100000.0,,653800000.0,30100000.0,,198200000.0,,,,,241800000.0,,534500000.0,719400000.0,,,,1030400000.0,256500000.0,,,,,,2337200000.0,1455600000.0,710200000.0,1362900000.0,-6900000.0,,133500000.0,,,-272700000.0,,-118500000.0,,132400000.0,,,178400000.0,-978600000.0,-0.133977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-5300000.0,-5900000.0,1789800000.0,-856500000.0,-439800000.0,333800000.0,-6700000.0,341800000.0,-28400000.0,,,943300000.0,162300000.0,-126800000.0,956400000.0,273600000.0,89700000.0,191900000.0,,,1039600000.0,,,85100000.0,-39900000.0,1396300000.0,,46800000.0,,118300000.0,49000000.0,103600000.0,1299100000.0,253100000.0,5800000.0,322000000.0,-49500000.0,20300000.0,1090200000.0,4013600000.0,-9500000.0,158100000.0,0.999746,300000.0,27000000.0,10400000.0,-18900000.0,,191900000.0,-73500000.0,25600000.0,,,656500000.0,501100000.0,-6700000.0,175100000.0,0.28519,-8200000.0,1700000.0,,539800000.0,,-743200000.0,-7000000.0,410500000.0,339500000.0,158140128.0,,191900000.0,166300000.0,191900000.0,45100000.0,,4052900000.0,,,,0.999746,1396300000.0,191900000.0,191900000.0,333800000.0,,,,26300000.0,98800000.0,3200000.0,292500000.0,2753800000.0,37700000.0,656500000.0,391900000.0,150600000.0,4800000.0,,45100000.0,-50200000.0,89700000.0,-44700000.0,46800000.0,143500000.0,98800000.0,56500000.0,-151100000.0,2259500000.0,643700000.0,14500000.0,,462200000.0,-147500000.0,-7100000.0,539800000.0,18300000.0,462200000.0,699600000.0,339500000.0,279500000.0,643700000.0,16800000.0,,150600000.0,253700000.0,322000000.0,,458900000.0,256700000.0,1700000.0,458900000.0,697800000.0,29700000.0,1467800000.0,1789800000.0,1090200000.0,279500000.0,-145400000.0,1366900000.0,2753800000.0,,122800000.0,2259500000.0,1467800000.0,699600000.0,1299100000.0,0.0,,74800000.0,,,-235500000.0,4052900000.0,-28800000.0,158100000.0,122800000.0,,158140128.0,292500000.0,-856500000.0,0.28519,2646700000.0,,-147300000.0,241400000.0,-77400000.0,126900000.0,26300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,7500000.0,-8600000.0,1786700000.0,,,327400000.0,-26100000.0,316900000.0,-400000.0,,,,162600000.0,,,,,,,,950800000.0,,,72000000.0,,1415400000.0,,-145100000.0,,,-44500000.0,89600000.0,,241400000.0,5600000.0,,,6600000.0,,,,,,,,,-22300000.0,,179400000.0,-30600000.0,24000000.0,,,,,,191900000.0,0.250485,,1700000.0,,,,,,,,159690111.0,,,,,40000000.0,,4085300000.0,,,,,,179400000.0,179400000.0,,,,,26300000.0,-91000000.0,3400000.0,,2748800000.0,-1400000.0,661500000.0,,,14200000.0,,40000000.0,90400000.0,89200000.0,-24300000.0,,-66700000.0,,40900000.0,,,,,,,,-6400000.0,543700000.0,21300000.0,501800000.0,,255400000.0,,733700000.0,-12500000.0,,151700000.0,,,,,244900000.0,,477200000.0,633900000.0,,,,1177600000.0,319500000.0,,,,,,2294700000.0,1454400000.0,609100000.0,1336500000.0,300000.0,,62200000.0,,,-65000000.0,,-6300000.0,,139500000.0,,,289500000.0,-871700000.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,-6300000.0,7200000.0,2596700000.0,,,352600000.0,-24500000.0,410400000.0,0.0,,,,163000000.0,,,,,,,,1165100000.0,,,134300000.0,,1471000000.0,,1100000.0,,,-7500000.0,152900000.0,,271000000.0,8000000.0,,,8100000.0,,,,,,,,,-22300000.0,,223500000.0,-676100000.0,26200000.0,,,,,,179400000.0,0.498156,,1700000.0,,,,,,,,159990111.0,,,,,79700000.0,,4966500000.0,,,,,,223500000.0,223500000.0,,,,,0.0,78600000.0,6000000.0,,3436600000.0,-66600000.0,858800000.0,,,1000000.0,,79700000.0,610500000.0,91100000.0,-29900000.0,,108500000.0,,78000000.0,,,,,,,,-7600000.0,582000000.0,42700000.0,546400000.0,,329700000.0,,1389800000.0,44100000.0,,230200000.0,,,,,276100000.0,,573500000.0,754700000.0,,,,1914400000.0,376700000.0,,,,,,2367400000.0,1904700000.0,682300000.0,1529900000.0,100000.0,,120700000.0,,,-966300000.0,,-646200000.0,,153900000.0,,,291800000.0,-889000000.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-23900000.0,7000000.0,2677900000.0,,,353600000.0,-39100000.0,434500000.0,-15300000.0,,,,163400000.0,,,,,,,,1238800000.0,,,162100000.0,,1515300000.0,,74500000.0,,,-700000.0,191400000.0,,265700000.0,7000000.0,,,15400000.0,,,,,,,,,-22500000.0,,350600000.0,-18300000.0,31600000.0,,,,,,223500000.0,0.672136,,1700000.0,,,,,,,,159695840.0,,,,,107500000.0,,5082200000.0,,,,,,350600000.0,350600000.0,,,,,3800000.0,192100000.0,11100000.0,,3458800000.0,10300000.0,982200000.0,,,6600000.0,,107500000.0,-70400000.0,69500000.0,-30200000.0,,222300000.0,,100000000.0,,,,,,,,-2300000.0,606300000.0,48700000.0,540400000.0,,420300000.0,,1337600000.0,127100000.0,,266000000.0,,,,,272400000.0,,557000000.0,804300000.0,,,,1900200000.0,439400000.0,,,,,,2401600000.0,1800800000.0,777700000.0,1623400000.0,2100000.0,,148700000.0,,,-48700000.0,,-300000.0,,175400000.0,,,296600000.0,-909000000.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9100000.0,-21600000.0,2424800000.0,-923800000.0,-51700000.0,344200000.0,-52500000.0,420100000.0,-36000000.0,,,1047600000.0,162900000.0,-126000000.0,1069200000.0,306500000.0,80000000.0,238500000.0,,,1224700000.0,,,144300000.0,-6900000.0,1551700000.0,,9400000.0,,153400000.0,-17100000.0,173000000.0,1418700000.0,269500000.0,7000000.0,369600000.0,46600000.0,7200000.0,1666900000.0,4579400000.0,-16000000.0,315000000.0,1.969907,-13600000.0,29500000.0,31900000.0,-22400000.0,,238500000.0,-41600000.0,33300000.0,,,996700000.0,606900000.0,-52500000.0,350600000.0,0.549072,-20900000.0,1700000.0,,627900000.0,,-1250000000.0,2500000.0,512700000.0,412900000.0,159906032.0,,238500000.0,163000000.0,238500000.0,87800000.0,,4878600000.0,,,,1.88,1551700000.0,238500000.0,238500000.0,344200000.0,,,,800000.0,105400000.0,11400000.0,293600000.0,3459900000.0,50800000.0,996700000.0,459900000.0,201700000.0,7700000.0,,87800000.0,-213600000.0,80000000.0,-41600000.0,37300000.0,147000000.0,115100000.0,87600000.0,-766600000.0,2450900000.0,1171600000.0,-69800000.0,,555600000.0,416900000.0,-4600000.0,627900000.0,40700000.0,555600000.0,757900000.0,412900000.0,501600000.0,1171600000.0,-112100000.0,,201700000.0,411100000.0,369600000.0,,502600000.0,275800000.0,1700000.0,502600000.0,804600000.0,27600000.0,1755300000.0,2424800000.0,1666900000.0,501600000.0,-60100000.0,1581900000.0,3459900000.0,,122000000.0,2450900000.0,1755300000.0,757900000.0,1418700000.0,0.0,,128300000.0,,,-170000000.0,4878600000.0,0.0,315000000.0,122000000.0,,159906032.0,293600000.0,-923800000.0,0.54,2997500000.0,,-652800000.0,191900000.0,-89500000.0,285100000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-25100000.0,31900000.0,2773000000.0,,,364100000.0,-38900000.0,377800000.0,-362700000.0,,,,158500000.0,,,,,,,,1106500000.0,,,101100000.0,,1577400000.0,,-91200000.0,,,-40500000.0,126600000.0,,270200000.0,7400000.0,,,9400000.0,,,,,,,,,-24400000.0,,253600000.0,-43800000.0,30800000.0,,,,,,238500000.0,0.366945,,1700000.0,,,,,,,,151794070.0,,,,,55700000.0,,4942800000.0,,,,,,253600000.0,253600000.0,,,,,2800000.0,-64200000.0,11800000.0,,3461500000.0,-20500000.0,993300000.0,,,4600000.0,,55700000.0,73500000.0,74700000.0,-43800000.0,,-20400000.0,,55700000.0,,,,,,,,-5300000.0,635700000.0,28300000.0,597900000.0,,318000000.0,,1619200000.0,15100000.0,,177600000.0,,,,,276700000.0,,525500000.0,728700000.0,,,,2088100000.0,558500000.0,,,,,,2168100000.0,1757800000.0,684900000.0,1481300000.0,0.0,,84000000.0,,,-900000.0,,0.0,,104300000.0,,,291300000.0,-941700000.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,100000.0,3300000.0,2815300000.0,,,366100000.0,-39300000.0,474700000.0,0.0,,,,157200000.0,,,,,,,,1297800000.0,,,191400000.0,,1594800000.0,,16100000.0,,,28700000.0,217100000.0,,276700000.0,9000000.0,,,9800000.0,,,,,,,,,-24600000.0,,278700000.0,-111800000.0,29000000.0,,,,,,253600000.0,0.821016,,1700000.0,,,,,,,,152494070.0,,,,,125200000.0,,5097900000.0,,,,,,278700000.0,278700000.0,,,,,3200000.0,154800000.0,13900000.0,,3555300000.0,-39000000.0,1039300000.0,,,-13600000.0,,125200000.0,-47300000.0,79000000.0,-30600000.0,,185400000.0,,125100000.0,,,,,,,,-3300000.0,643200000.0,49100000.0,580500000.0,,348600000.0,,1600400000.0,25100000.0,,189600000.0,,,,,283300000.0,,569300000.0,823100000.0,,,,2097400000.0,664400000.0,,,,,,2281000000.0,1793800000.0,717900000.0,1542600000.0,-81200000.0,,174200000.0,,,-234100000.0,,-81200000.0,,114100000.0,,,307400000.0,-951600000.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
