date,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyFreeCashFlow,annualRetainedEarnings,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,annualNetIncome,annualDilutedEPS,annualPretaxIncome,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,annualBasicEPS,annualCommonStockIssuance,annualAccountsReceivable,annualOtherShortTermInvestments,annualFreeCashFlow,annualCashDividendsPaid,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyTotalAssets,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualTotalRevenue,annualInvestingCashFlow,annualOtherCurrentAssets,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,annualPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,trailingTotalRevenue,annualTotalAssets,annualLongTermDebt,annualNonCurrentDeferredRevenue,annualStockholdersEquity,quarterlyPurchaseOfInvestment,annualDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,quarterlyDilutedEPS,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualEbitda,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,trailingChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,annualInterestExpense,quarterlySaleOfInvestment,trailingGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,annualDilutedAverageShares,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTotalRevenue,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyEbitda,quarterlyCommonStockIssuance,annualInventory,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualStockBasedCompensation,annualPurchaseOfBusiness,annualCapitalStock,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualCostOfRevenue,trailingSellingGeneralAndAdministration,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyOperatingIncome,trailingCostOfRevenue,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyCurrentAssets,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyCurrentDebt,trailingCashDividendsPaid,trailingChangeInInventory,annualCurrentDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:01.041292800,-676619000.0,,,,,,,,,1655548000.0,-2176000.0,-277587000.0,-377.05,-236665000.0,,,-377.05,,,,220234000.0,,,,,,30563000.0,,509674000.0,-676619000.0,,21086000.0,,,,,-3977942000.0,,,,-58569000.0,4640798000.0,4502077000.0,3571178000.0,,95644000.0,,202395000.0,,652139000.0,,,,86121000.0,,,,,,1198767000.0,3115801000.0,,,,,,2374652000.0,,,-662960000.0,,111748000.0,,3476501000.0,,,,,220234000.0,,,1249189000.0,,86121000.0,736203.0,3476501000.0,-210002000.0,,-277587000.0,,,,232958000.0,,1068578000.0,,51845000.0,,,,,267228000.0,,2627697000.0,,,-5654576000.0,-267228000.0,40472000.0,,,,,,161580000.0,,,,1301609000.0,,,389839000.0,,-5901933000.0,,,357307000.0,736203.0,389839000.0,,,17839000.0,1698474000.0,-277587000.0,156848000.0,,,,,,,,56536000.0,,,,,,,-2538775000.0,,11012000.0,266899000.0,253045000.0,,,,,468099000.0,,498662000.0,,,,,,1086436000.0,4406433000.0,,,2013101000.0,1068578000.0,,,,,,,1408769000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,-316170000.0,,,,,,,,,,,36915000.0,50.14,65137000.0,,,50.14,,,,123614000.0,,,,,,188572000.0,,470944000.0,-316170000.0,,,,,,,,,,,28222000.0,,3477428000.0,2763666000.0,,132560000.0,,143303000.0,,,,,,131268000.0,,,,,,,,,,,,,,,,,,,,2484850000.0,,,,,123614000.0,,,,,131268000.0,736203.0,2484850000.0,,,36915000.0,,,,331875000.0,,,,,,,,,123435000.0,,,,,,-123435000.0,39267000.0,,,,,,,,,,,,,237901000.0,,,,,,736203.0,237901000.0,,,-19689000.0,,36915000.0,,,,,,,,,,,,,,,,,,6657000.0,,,,,,,275715000.0,,464287000.0,,,,,,,3344868000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,65023000.0,,,,,,-306584000.0,,-7959000.0,,,-105362000.0,-143.12,-105194000.0,,,-143.12,,5826000.0,,-221280000.0,,,,,,142609000.0,,390867000.0,-218481000.0,0.0,,,,-2260000.0,6856000.0,,,,143640000.0,168000.0,,3614950000.0,3115492000.0,,27015000.0,,125877000.0,,,207245000.0,327280000.0,,143640000.0,,,,9821000.0,,,,,,,,,,,,,,,,2748347000.0,-181000.0,,189836000.0,,91933000.0,3260655000.0,,,653864000.0,143640000.0,736203.0,2748347000.0,,87097000.0,-105362000.0,,,,268486000.0,,,12372000.0,,,,131268000.0,80141000.0,113132000.0,,,,,,-121004000.0,37083000.0,,,,,2961086000.0,,-313213000.0,,,,,,136546000.0,,,,,,736203.0,-5782000.0,,,634000.0,,-105362000.0,,,,,,,,26082000.0,,,,333780000.0,,-1799000.0,,,,85298000.0,,,,,,,162960000.0,,305569000.0,,,,65022000.0,,,3587935000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,,,,,,,,,,,,,,,,,,,,,,736203.0,,,20841000.0,,,,,,20841000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20841000.0,,,,,,,,,,11.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736203.0,,,,,,,,,,,,,,,11.445,,,,,,123270000.0,,,,,123270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,,,,,,,,,,,,,,,,,,,,,,736203.0,,,20841000.0,,,,,,20841000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20841000.0,,,,,,,,,,11.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736203.0,,,,,,,,,,,,,,,11.445,,,,,,123270000.0,,,,,123270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,,,,,,,,,,,,,,,,,,,,,,,,736203.0,,,20841000.0,,,,,,20841000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20841000.0,,,,,,,,,,11.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736203.0,,,,,,,,,,,,,,,11.445,,,,,,123270000.0,,,,,123270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,-73836000.0,226884000.0,,6575000.0,,,49663000.0,,58706000.0,,,83363000.0,113.23,98060000.0,2172995000.0,,113.23,405051000.0,6575000.0,,17643000.0,,,2401097000.0,,3061233000.0,212659000.0,20841000.0,493080000.0,-1416734000.0,0.0,,,20841000.0,-3000000.0,2575000.0,,64473000.0,2237468000.0,183554000.0,14697000.0,,3061233000.0,2172995000.0,,419663000.0,,118888000.0,,,226884000.0,404102000.0,73913000.0,183554000.0,2641570000.0,,,,,,,,,,,,,20841000.0,,,,,,2189267000.0,,38571000.0,73913000.0,,216513000.0,2237468000.0,,,660136000.0,183554000.0,736203.0,2189267000.0,,152634000.0,83363000.0,,,419663000.0,331547000.0,,,163582000.0,,,38571000.0,19972000.0,64473000.0,114599000.0,,,,22009000.0,,4465000.0,52671000.0,,183554000.0,,183554000.0,2401097000.0,,-198870000.0,,370000000.0,,0.0,2575000.0,1363467000.0,,,,,,736203.0,-38838000.0,,151717000.0,6163000.0,,83363000.0,,-128704000.0,,,,,,22009000.0,,,,370000000.0,,13606000.0,2189267000.0,,404102000.0,115425000.0,,,152634000.0,,,,164996000.0,,377655000.0,,,,,,,2641570000.0,2189267000.0,-128704000.0,,,,,49663000.0,660136000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,,,,,,,,,,,,,,,,,,,,,78236957.0,,,35047000.0,,,,,,35047000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35047000.0,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78236957.0,,,,,,,,,,,,,,,0.43,,,,,,200932000.0,,,,,200932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,,,,,,,,,,,,,,,,,,,,,78236957.0,,,35047000.0,,,,,,35047000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35047000.0,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78236957.0,,,,,,,,,,,,,,,0.43,,,,,,200932000.0,,,,,200932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,268901000.0,76263000.0,27959000.0,37225000.0,,,,,,,,,,2458977000.0,,,,,,,,,2809724000.0,78236957.0,3551347000.0,,35047000.0,,,,,21908000.0,35047000.0,,,,63403000.0,2568165000.0,,,,,,,,,,37144000.0,,,,100945000.0,,2979558000.0,,,,,,,6005000.0,85475000.0,,,124669000.0,,35047000.0,,,,,,,,,,0.43,,,,,,,,,,,,,,539769000.0,,,,,,,30455000.0,,,,,,46024000.0,26621000.0,,,,78236957.0,215325000.0,45785000.0,215325000.0,,,,,384964000.0,,0.0,3571000.0,,,,0.43,381264000.0,,,,,200932000.0,,,,,102761000.0,,,,,,,,,,,,,2542119000.0,,411393000.0,,,,112300000.0,,,,,,,,,,,6698000.0,,,2542119000.0,78645000.0,,,,41502000.0,154805000.0,741623000.0,,,,,,,,,,,,,,,,,,,,,
