,quarterlyChangesInAccountReceivables,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualEbitda,annualInterestExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualDilutedEPS,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyNetPPE,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualCurrentDebt,trailingOtherNonCashItems,annualBasicEPS,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingOperatingExpense,quarterlyGrossPPE,trailingFreeCashFlow,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyTaxProvision,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualChangeInWorkingCapital,trailingChangeInWorkingCapital,annualCashDividendsPaid,annualNetIncome,annualGoodwill,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,annualPretaxIncome,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherCurrentAssets,annualTotalRevenue,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualTaxProvision,annualTotalAssets,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestingCashFlow,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyCashDividendsPaid,annualDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,annualInventory,trailingCostOfRevenue,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyDeferredIncomeTax,trailingGrossProfit,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1388448000,48911000.0,325700000.0,122496000.0,0.0,1171202000.0,,-2107451000.0,,3352205000.0,1331891000.0,709502000.0,1264633000.0,560748000.0,1.98,402133000.0,3841819000.0,-25637000.0,634751000.0,3466000.0,6303300000.0,22561521000.0,,587018828.0,501100000.0,,831998000.0,-555378000.0,6303300000.0,888938000.0,,148984000.0,6306766000.0,872086000.0,85000.0,-3259614000.0,,282953000.0,2219664000.0,,137088000.0,,,1638996000.0,,2892919000.0,-146117000.0,-865561000.0,-7063000.0,,1330817000.0,,,,2.0,855087000.0,1120183000.0,,325700000.0,,6613168000.0,815236000.0,1584913000.0,-3608000.0,-188612000.0,300708000.0,503709000.0,0.0,0.0,-56940000.0,,2514380000.0,-188612000.0,441804000.0,,,-46580000.0,91090000.0,,0.0,1406595000.0,17251377000.0,25836787000.0,3569798000.0,,0.0,2132939000.0,1787392000.0,888356000.0,3841819000.0,300708000.0,5850000.0,21729523000.0,808173000.0,2602434000.0,,-2313490000.0,1171202000.0,1787392000.0,3522304000.0,26396000.0,29678606000.0,,21729523000.0,3148561000.0,-165904000.0,2854401000.0,621255000.0,1493823000.0,148984000.0,5662941000.0,888356000.0,1264633000.0,872086000.0,,10466504000.0,11731137000.0,831998000.0,6306766000.0,,136280000.0,10466504000.0,255642000.0,29678606000.0,2132939000.0,3569798000.0,95671000.0,675252000.0,206005000.0,,831998000.0,21888850000.0,239686000.0,,2709380000.0,-6978000.0,,,21888850000.0,621255000.0,831998000.0,-598804000.0,590546640.0,,11731137000.0,560748000.0,25836787000.0,75815000.0,3547941000.0,17251377000.0,3466000.0,137088000.0,75815000.0,,-24140000.0,22561521000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,364988000.0,,,,,,,,,,,,534490000.0,,,,,673056000.0,2418000.0,,22693371000.0,,,,,787521000.0,-395585000.0,6343034000.0,831998000.0,,162708000.0,6345452000.0,1418699000.0,5841000.0,,,194645000.0,1382028000.0,0.44,131715000.0,,,759897000.0,,,,-1024457000.0,-6123000.0,,,605669164.0,,,,,,,,,,980258000.0,708972000.0,-19129000.0,,234509000.0,209370000.0,,0.0,-44477000.0,,,,754035000.0,,,,54097000.0,,,663484000.0,,26131962000.0,3337486000.0,,0.0,1971434000.0,1787392000.0,1108848000.0,3896583000.0,,,21905850000.0,974135000.0,,,,,,,26258000.0,30028545000.0,,,,,,265617000.0,654875000.0,,,,1931994000.0,,,9987304000.0,11919298000.0,,,,140539000.0,,,,,,,214795000.0,70155000.0,,,22074238000.0,355274000.0,,1526668000.0,-282000.0,,,,265617000.0,787521000.0,-967223000.0,,,,,,,,17433138000.0,,,348375000.0,,,,601527299.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,-84402000.0,,,,,,,,,,,,508924000.0,,,,,685337000.0,5749000.0,,22850218000.0,,,,,1223073000.0,-611092000.0,6738567000.0,787521000.0,,30721000.0,6744316000.0,1390617000.0,0.0,,,186908000.0,1992001000.0,0.85,132196000.0,,,1362077000.0,,,,-420127000.0,-7495000.0,,,609897829.0,,,,,,,,,,863186000.0,1306664000.0,-6161000.0,,218279000.0,9849000.0,,172526000.0,435552000.0,,,,660711000.0,,,,83282000.0,,,1197926000.0,,26273567000.0,5259420000.0,,0.0,2349374000.0,1787392000.0,1082495000.0,3785742000.0,,,21627145000.0,855691000.0,,,,,,,25566000.0,30059309000.0,,,,,,517016000.0,1223382000.0,,,,2284169000.0,,,8989184000.0,8989184000.0,,,,141495000.0,,,,,,,404444000.0,138585000.0,,,21660582000.0,272848000.0,,2257860000.0,-7495000.0,,,,517016000.0,1223073000.0,-605814000.0,,,,,,,,16532773000.0,,,69806000.0,,,,606690740.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,-180425000.0,,,,,,,,,,,,483839000.0,,,,,673388000.0,-9407000.0,,23064672000.0,,,,,943519000.0,-571721000.0,6712137000.0,1223073000.0,,93538000.0,6702730000.0,2048754000.0,4000.0,,,202800000.0,1306358000.0,0.41,133999000.0,,,689670000.0,,,,-495935000.0,-7768000.0,,,614978870.0,,,,,,,,,,224209000.0,632970000.0,-8568000.0,,124078000.0,569893000.0,,310712000.0,-279554000.0,,,,37463000.0,,,,79108000.0,,,655903000.0,,26660182000.0,6308292000.0,,0.0,2621595000.0,1787392000.0,936548000.0,3853674000.0,,,22121153000.0,216441000.0,,,,,,,25085000.0,30513856000.0,,,,,,250505000.0,553862000.0,,,,2443479000.0,,,7814377000.0,7814377000.0,,,,138268000.0,,,,,,,381750000.0,8682000.0,,,22221145000.0,421129000.0,,1679426000.0,-7764000.0,,,,250505000.0,943519000.0,-863364000.0,,,,,,,,16566148000.0,,,77923000.0,,,,611684213.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,129170000.0,318672000.0,580474000.0,115785000.0,1584589000.0,,-1817284000.0,,4210165000.0,1316204000.0,831998000.0,2441854000.0,458833000.0,2.58,357854000.0,3837012000.0,-30271000.0,507871000.0,-20864000.0,7081131000.0,24178061000.0,,608803111.0,579961000.0,,1412472000.0,-238886000.0,7081131000.0,943519000.0,,0.0,7060267000.0,1194579000.0,1000.0,-1049907000.0,,150380000.0,1845991000.0,,135740000.0,,,1398521000.0,,3695553000.0,0.0,890612000.0,-8885000.0,,824337000.0,,,,2.6,734733000.0,1499090000.0,,318672000.0,,7484728000.0,-412664000.0,1338120000.0,-2394000.0,-182932000.0,81301000.0,35225000.0,0.0,115785000.0,468953000.0,,2539652000.0,-182932000.0,-702146000.0,,,229331000.0,74686000.0,,0.0,1233083000.0,16619201000.0,27673882000.0,5239709000.0,,0.0,2439257000.0,1787392000.0,559321000.0,3837012000.0,81301000.0,5846000.0,22765589000.0,-421549000.0,750063000.0,,-3331001000.0,1584589000.0,1787392000.0,1624718000.0,25006000.0,31510894000.0,,22765589000.0,3986726000.0,-24425000.0,3750396000.0,551451000.0,1263434000.0,0.0,6526378000.0,559321000.0,2441854000.0,1194579000.0,,8937638000.0,8937638000.0,1412472000.0,7060267000.0,,159659000.0,8937638000.0,291173000.0,31510894000.0,2439257000.0,5239709000.0,101915000.0,315215000.0,140432000.0,,1412472000.0,22862613000.0,449839000.0,,2020774000.0,-8884000.0,,,22862613000.0,551451000.0,1412472000.0,-894600000.0,613176405.0,,8937638000.0,458833000.0,27673882000.0,96501000.0,1654989000.0,16619201000.0,-20864000.0,135740000.0,96501000.0,,-36252000.0,24178061000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,-186510000.0,,,,,,,,,,,,434033000.0,,,,,750952000.0,-42014000.0,,24031726000.0,,,,,1135472000.0,-268727000.0,7500800000.0,1412472000.0,,79628000.0,7458786000.0,1246739000.0,5843000.0,,,272335000.0,2334554000.0,1.0,132448000.0,,,1639772000.0,,,,-915095000.0,-3275000.0,,,631232041.0,,,,,,,,,,635467000.0,1583602000.0,-27632000.0,,103838000.0,468729000.0,,249196000.0,-277000000.0,,,,403413000.0,,,,99344000.0,,,1376000000.0,,28486020000.0,5389127000.0,,0.0,2432830000.0,1787392000.0,1259037000.0,3920581000.0,,,22896254000.0,632192000.0,,,,,,,24800000.0,32406601000.0,,,,,,629448000.0,1484258000.0,,,,2510047000.0,,,9063490000.0,9063490000.0,,,,154205000.0,,,,,,,397998000.0,238972000.0,,,22978288000.0,250872000.0,,2493580000.0,2568000.0,,,,629448000.0,1135472000.0,-1377463000.0,,,,,,,,16962664000.0,,,102998000.0,,,,625276969.0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,215426000.0,,,,,,,,,,,,409828000.0,,,,,689544000.0,-36122000.0,,18084450000.0,,,,,2164640000.0,172717000.0,7176451000.0,1135472000.0,,61376000.0,7140329000.0,936976000.0,0.0,,,210348000.0,1082329000.0,0.21,138902000.0,,,453821000.0,,,,77393000.0,-13264000.0,,,634192649.0,,,,,,,,,,964915000.0,392785000.0,-8028000.0,,0.0,837974000.0,,180437000.0,1029168000.0,,,,853887000.0,,,,43251000.0,,,348184000.0,,20839457000.0,4935111000.0,,0.0,2441232000.0,1787392000.0,661580000.0,3844044000.0,,,15919810000.0,951651000.0,,,,,,,23622000.0,24683501000.0,,,,,,134168000.0,349534000.0,,,,196600000.0,,,5836622000.0,5836622000.0,,,,188558000.0,,,,,,,224888000.0,82015000.0,,,15986341000.0,-53414000.0,,1225202000.0,-13264000.0,,,,134168000.0,2164640000.0,-1090393000.0,,,,,,,,10968333000.0,,,34937000.0,,,,631881205.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,-274992000.0,,,,,,,,,,,,380303000.0,,,,,571036000.0,-49890000.0,,16679159000.0,,,,,1380404000.0,-83343000.0,6566990000.0,2164640000.0,,85282000.0,6517100000.0,821871000.0,0.0,,,78771000.0,88745000.0,-0.4,174028000.0,,,-415906000.0,,,,-524093000.0,-42340000.0,,,638832799.0,,,,,,,,,,-216903000.0,-482291000.0,-22103000.0,,0.0,826927000.0,,215809000.0,-784236000.0,,,,-475237000.0,,,,1573000.0,,,-428564000.0,,19708778000.0,4789730000.0,,0.0,2364880000.0,1787392000.0,879262000.0,3909925000.0,,,15298755000.0,-259243000.0,,,,,,,29525000.0,23618703000.0,,,,,,-254697000.0,-483864000.0,,,,183161000.0,,,6158702000.0,6158702000.0,,,,176960000.0,,,,,,,94039000.0,-16867000.0,,,15387740000.0,79802000.0,,11573000.0,-42340000.0,,,,-254697000.0,1380404000.0,-935213000.0,,,,,,,,11131593000.0,,,39994000.0,,,,638832799.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,32370000.0,317496000.0,424852000.0,217596000.0,709789000.0,,-517629000.0,,2060707000.0,625627000.0,1412472000.0,183459000.0,345547000.0,1.04,259071000.0,3718684000.0,-59247000.0,377391000.0,-52519000.0,6322307000.0,16161421000.0,,634337179.0,655602000.0,,1837324000.0,-338276000.0,6322307000.0,1380404000.0,,204893000.0,6269788000.0,648662000.0,0.0,-1919402000.0,,68188000.0,818300000.0,,135543000.0,,,503277000.0,,1624350000.0,0.0,-557607000.0,-368000.0,,2730805000.0,,,,1.12,629642000.0,410100000.0,,317496000.0,,,1013564000.0,440909000.0,-3268000.0,-181953000.0,,597175000.0,,217596000.0,456920000.0,,2382541000.0,-181953000.0,627645000.0,,,-213706000.0,46230000.0,,,379419000.0,10479082000.0,18807396000.0,4178876000.0,,,2029918000.0,1718519000.0,613153000.0,3718684000.0,,5843000.0,14324097000.0,1013196000.0,1409708000.0,,-4174456000.0,709789000.0,1718519000.0,2337796000.0,23490000.0,22526080000.0,,14324097000.0,1814748000.0,-53404000.0,1700199000.0,200870000.0,394679000.0,204893000.0,4197289000.0,613153000.0,183459000.0,648662000.0,,6116747000.0,6116747000.0,1837324000.0,6269788000.0,,142261000.0,6116747000.0,190398000.0,22526080000.0,2029918000.0,4178876000.0,101437000.0,96780000.0,100368000.0,,1837324000.0,14533609000.0,132840000.0,,,-368000.0,,,14533609000.0,200870000.0,1837324000.0,-771387000.0,1188085411.0,,6116747000.0,345547000.0,18807396000.0,46786000.0,2397043000.0,10479082000.0,-52519000.0,135543000.0,46786000.0,,-61031000.0,16161421000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-21063000.0,,,,,,,,,,,,322719000.0,,,,,491849000.0,-46064000.0,,15997584000.0,,,,,1372552000.0,-21327000.0,6136475000.0,1837324000.0,,45301000.0,6090411000.0,561402000.0,5843000.0,,,79840000.0,825635000.0,0.23,139318000.0,,,393970000.0,,,,-669185000.0,-9934000.0,,,1194570331.0,,,,,,,,,,208531000.0,333786000.0,-13262000.0,,,188211000.0,,155397000.0,-464772000.0,,,,-33560000.0,,,,18866000.0,,,352000000.0,,18391855000.0,3782042000.0,,,1846059000.0,1718519000.0,660853000.0,3659049000.0,,,14625032000.0,198597000.0,,,,,,,22828000.0,22050904000.0,,,,,,150033000.0,314920000.0,,,,177054000.0,,,6357782000.0,6357782000.0,,,,128274000.0,,,,,,,125861000.0,19142000.0,,,14674156000.0,20784000.0,,,-4091000.0,,,,150033000.0,1372552000.0,-813836000.0,,,,,,,,10316878000.0,,,28168000.0,,,,644897849.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,94522000.0,,,,,,,,,,,,299892000.0,,,,,512943000.0,-45887000.0,,16631966000.0,,,,,1495466000.0,-123822000.0,6208387000.0,1372552000.0,,43885000.0,6162500000.0,654799000.0,0.0,,,84284000.0,1023469000.0,0.3,139350000.0,,,570231000.0,,,,90543000.0,-6231000.0,,,1194478212.0,,,,,,,,,,38412000.0,510526000.0,-1152000.0,,,222418000.0,,172149000.0,122914000.0,,,,-180700000.0,,,,47415000.0,,,516701000.0,,19394424000.0,4184510000.0,,,2091699000.0,1718519000.0,690006000.0,3647234000.0,,,15136500000.0,32181000.0,,,,,,,22827000.0,23041658000.0,,,,,,198626000.0,463111000.0,,,,174005000.0,,,6741728000.0,6741728000.0,,,,139580000.0,,,,,,,199660000.0,30703000.0,,,15188462000.0,79888000.0,,,-6231000.0,,,,198626000.0,1495466000.0,-423460000.0,,,,,,,,11100243000.0,,,51267000.0,,,,646933698.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,71672000.0,,,,,,,,,,,,278219000.0,,,,,498028000.0,-47470000.0,,17739816000.0,,,,,1781882000.0,-170584000.0,6344792000.0,1495466000.0,,89326000.0,6297322000.0,973919000.0,0.0,,,78080000.0,1217331000.0,0.47,135260000.0,,,778254000.0,,,,-126466000.0,-2293000.0,,,1195805315.0,,,,,,,,,,415351000.0,719303000.0,-12048000.0,,,273425000.0,,238313000.0,286416000.0,,,,168354000.0,,,,27714000.0,,,695186000.0,,20755413000.0,4814851000.0,,,2292718000.0,1718519000.0,506892000.0,3658107000.0,,,15957934000.0,413058000.0,,,,,,,21673000.0,24413520000.0,,,,,,312905000.0,691589000.0,,,,194150000.0,,,7244634000.0,7244634000.0,,,,139450000.0,,,,,,,275749000.0,61395000.0,,,16053525000.0,69008000.0,,,-2293000.0,,,,312905000.0,1781882000.0,-597650000.0,,,,,,,,12253635000.0,,,77222000.0,,,,650917510.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-58057000.0,338292000.0,-71000.0,290722000.0,1039235000.0,,-420714000.0,,2617607000.0,921446000.0,1837324000.0,185390000.0,262604000.0,1.56,184750000.0,3532380000.0,-21826000.0,504308000.0,-62887000.0,6523929000.0,19532228000.0,,649475264.0,572490000.0,,1837253000.0,-104981000.0,6523929000.0,1781882000.0,,118495000.0,6461042000.0,1081782000.0,-12993000.0,570170000.0,,81447000.0,1322703000.0,,126784000.0,,,875152000.0,,2249648000.0,,1275278000.0,-3368000.0,,902825000.0,,,,1.6,323651000.0,250020000.0,,338292000.0,,,-1203580000.0,818395000.0,-1161000.0,-211508000.0,,218771000.0,,290722000.0,55371000.0,,2007128000.0,-211508000.0,-1465676000.0,,,87074000.0,48087000.0,,,786027000.0,14073794000.0,22870957000.0,5022038000.0,,,2327762000.0,1718519000.0,772695000.0,3532380000.0,,-7150000.0,17694975000.0,-1206948000.0,-1511582000.0,,-2552594000.0,1039235000.0,1718519000.0,-563112000.0,15615000.0,26403337000.0,,17694975000.0,2382010000.0,-28976000.0,2349914000.0,367951000.0,770308000.0,118495000.0,4389138000.0,772695000.0,185390000.0,1081782000.0,,8866366000.0,8866366000.0,1837253000.0,6461042000.0,,165186000.0,8866366000.0,132362000.0,26403337000.0,2327762000.0,5022038000.0,82943000.0,320176000.0,73510000.0,,1837253000.0,17816863000.0,80340000.0,,,-16361000.0,,,17816863000.0,367951000.0,1837253000.0,-717648000.0,1195114590.0,,8866366000.0,262604000.0,22870957000.0,37723000.0,-541286000.0,14073794000.0,-62887000.0,126784000.0,37723000.0,,-27623000.0,19532228000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,352788000.0,,,,,,,,,,,,251640000.0,,,,,527600000.0,-55201000.0,,20441938000.0,,,,,2303680000.0,-125425000.0,6713622000.0,1837253000.0,,44635000.0,6658421000.0,1707050000.0,7990000.0,,,91269000.0,1604805000.0,0.69,130693000.0,,,1128415000.0,,,,312724000.0,-10007000.0,,,1199506983.0,,,,,,,,,,151124000.0,1077205000.0,-12730000.0,,,651612000.0,,273094000.0,466427000.0,,,,-130574000.0,,,,57437000.0,,,1051319000.0,,24846755000.0,5437372000.0,,,2221161000.0,1718519000.0,1274154000.0,3490409000.0,,,18138258000.0,141117000.0,,,,,,,10964000.0,28337164000.0,,,,,,461825000.0,1019768000.0,,,,188658000.0,,,9796933000.0,9796933000.0,,,,130120000.0,,,,,,,402050000.0,66132000.0,,,18187733000.0,186607000.0,,,-2017000.0,,,,461825000.0,2303680000.0,-732620000.0,,,,,,,,15422963000.0,,,38444000.0,,,,660939708.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,-161334000.0,,,,,,,,,,,,240677000.0,,,,,574234000.0,-47479000.0,,22294914000.0,,,,,1745547000.0,-2039000.0,6558159000.0,2303680000.0,,0.0,6510680000.0,1739358000.0,10048000.0,,,88460000.0,1348531000.0,0.51,128075000.0,,,826349000.0,,,,462971000.0,-3656000.0,,,1200006339.0,,,,,,,,,,-1036777000.0,774297000.0,-490000.0,,,361459000.0,,204430000.0,-558133000.0,,,,-1312056000.0,,,,29608000.0,,,705332000.0,,26641837000.0,5682153000.0,,,2441469000.0,1718519000.0,1109316000.0,3486094000.0,,,20549367000.0,-1040433000.0,,,,,,,10963000.0,30127931000.0,,,,,,342775000.0,744689000.0,,,,190700000.0,,,11188779000.0,11188779000.0,,,,164950000.0,,,,,,,310878000.0,110054000.0,,,20554161000.0,146709000.0,,,6392000.0,,,,342775000.0,1745547000.0,-1234876000.0,,,,,,,,17061632000.0,,,19660000.0,,,,664681299.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,-50142000.0,,,,,,,,,,,,229713000.0,,,,,541043000.0,-34421000.0,,23700879000.0,,,,,1315687000.0,-39456000.0,6620434000.0,1745547000.0,,0.0,6586013000.0,1395030000.0,-6596000.0,,,83044000.0,1447508000.0,0.56,128910000.0,,,958974000.0,,,,498396000.0,-6742000.0,,,1200502292.0,,,,,,,,,,-918656000.0,906465000.0,-15512000.0,,,98266000.0,,180245000.0,-429860000.0,,,,-1212987000.0,,,,59512000.0,,,884562000.0,,28299675000.0,5718727000.0,,,2823773000.0,1718519000.0,906315000.0,3462312000.0,,,22385192000.0,-925398000.0,,,,,,,10964000.0,31761987000.0,,,,,,384642000.0,846953000.0,,,,201377000.0,,,12581638000.0,12581638000.0,,,,142105000.0,,,,,,,362717000.0,63448000.0,,,22391964000.0,135192000.0,,,-13338000.0,,,,384642000.0,1315687000.0,-877846000.0,,,,,,,,18501742000.0,,,26712000.0,,,,667384727.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,140714000.0,345875000.0,155244000.0,273220000.0,1470830000.0,,-1766129000.0,,4361363000.0,1529419000.0,1837253000.0,210944000.0,409828000.0,2.21,725452000.0,3156687000.0,-24347000.0,151253000.0,-34018000.0,6670365000.0,26426546000.0,,665453198.0,599103000.0,,1992497000.0,-1599209000.0,6670365000.0,1315687000.0,,0.0,6636347000.0,2043522000.0,-6390000.0,2771339000.0,,75914000.0,1510387000.0,,126566000.0,,,1447625000.0,,3373954000.0,-168913000.0,1497248000.0,-3942000.0,,2299051000.0,,,,2.21,338687000.0,624076000.0,,345875000.0,,,-644431000.0,1359134000.0,-1460000.0,-219309000.0,,1187714000.0,,273220000.0,676810000.0,,1794130000.0,-219309000.0,-877784000.0,,,282026000.0,596590000.0,,,947922000.0,20910299000.0,31272223000.0,5883919000.0,,,2630019000.0,1778192000.0,887162000.0,3156687000.0,,5052000.0,24434049000.0,-648373000.0,-3533401000.0,,-3656569000.0,1470830000.0,1778192000.0,-2473087000.0,13885000.0,34428910000.0,,24434049000.0,4117101000.0,-188208000.0,3589135000.0,281588000.0,762544000.0,0.0,5911231000.0,887162000.0,210944000.0,2043522000.0,,14815436000.0,14815436000.0,1992497000.0,6636347000.0,,161928000.0,14815436000.0,743147000.0,34428910000.0,2630019000.0,5883919000.0,46776000.0,453774000.0,485818000.0,,1992497000.0,24438492000.0,155568000.0,,,-179245000.0,,,24438492000.0,281588000.0,1992497000.0,-811227000.0,666246846.0,,14815436000.0,409828000.0,31272223000.0,32965000.0,-2448740000.0,20910299000.0,-34018000.0,126566000.0,32965000.0,,-30192000.0,26426546000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,132711000.0,,,,,,,,,,,,395336000.0,,,,,944260000.0,-27203000.0,,1746948000.0,,,,,1746948000.0,-1004660000.0,6541409000.0,3936489000.0,,,6514206000.0,1252231000.0,,,,92223000.0,1841059000.0,0.53,123973000.0,,,949962000.0,,,,266792000.0,-4686000.0,,,1210573854.0,,,,,,,,,,-1769833000.0,896799000.0,-12351000.0,,,-76375000.0,,,-1486359000.0,,,,-2034799000.0,,,,54495000.0,,,789486000.0,,5041438000.0,2182581000.0,,762562000.0,,1778192000.0,738912000.0,22891937000.0,,,,-1774519000.0,,,,,,,14492000.0,27933375000.0,,,,,,367872000.0,842304000.0,,,,518986000.0,,,9307266000.0,12434995000.0,,,,181698000.0,,,,,,,38671000.0,110599000.0,,,19766334000.0,221578000.0,-391003000.0,971184000.0,-4686000.0,,,,367872000.0,2450130000.0,-1186151000.0,,,,,,,,14617576000.0,,,19558000.0,,,,674479140.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
