date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualInventory,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingGrossProfit,trailingStockBasedCompensation,quarterlyBasicEPS,annualOtherIncomeExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualPurchaseOfBusiness,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,trailingBeginningCashPosition,annualInterestExpense,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,annualChangesInAccountReceivables,trailingDeferredIncomeTax,quarterlyOtherCurrentLiabilities,annualBasicEPS,trailingCapitalExpenditure,annualPurchaseOfInvestment,trailingOperatingExpense,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,quarterlyDeferredIncomeTax,trailingNetIncome,trailingInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualDeferredIncomeTax,quarterlyStockBasedCompensation,annualGrossProfit,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualAccumulatedDepreciation,annualGoodwill,annualStockBasedCompensation,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualNetOtherFinancingCharges,annualCurrentDebt,annualEndCashPosition,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualDilutedAverageShares,trailingTotalRevenue,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualTotalRevenue,annualCostOfRevenue,trailingFreeCashFlow,annualCurrentAccruedExpenses,annualOperatingIncome,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyCurrentAssets,annualTaxProvision,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyAccountsPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccountsPayable,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentAssets,annualDilutedEPS,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,trailingEndCashPosition,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualPretaxIncome,quarterlyChangeInInventory,annualBasicAverageShares,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualRetainedEarnings,quarterlyNetIncome,annualNetOtherInvestingChanges,annualTotalAssets,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyStockholdersEquity,quarterlyGrossProfit,trailingNetIncomeCommonStockholders,annualEbitda,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,annualNetPPE,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1970-01-01 00:00:01.496188800,-908045000.0,-532906000.0,,,437517000.0,-13847000.0,,437517000.0,,-41574000.0,,,0.045438,,3876000.0,390496000.0,,,,,,-34282000.0,,368623000.0,,,110933000.0,-69976000.0,,,17895000.0,-27816000.0,31582000.0,385488987.0,,,,376000.0,,,,,,,42922000.0,102447000.0,,,,,68894000.0,,,,1715000.0,,,,,,,1298541000.0,168037000.0,,-412686000.0,,,,,1327000.0,,,,66907000.0,,,942373000.0,,,,3312000.0,,50214000.0,-11269000.0,,,,,385488987.0,,,,,,495741000.0,,,2025000.0,,,,,,,,,0.045438,1641600000.0,,62651000.0,,1067855000.0,733580000.0,274455000.0,1613757000.0,,140221000.0,,,,2347337000.0,,,,,1313557000.0,,,,2955157000.0,,,28443000.0,17516000.0,,,-1291000.0,,114112000.0,,69699000.0,,,1007285000.0,235971000.0,17723000.0,,17516000.0,,,,-4998000.0,,-12307000.0,605387000.0,558392000.0,,,,0.0,495741000.0,309392000.0,,,,,,780579000.0,,,-32814000.0,437517000.0,,424501000.0,,509463000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.504137600,-936260000.0,-6669000.0,,,491289000.0,27631000.0,,491289000.0,,-15629000.0,,,0.228261,,117110000.0,388652000.0,,,,,,232000.0,,437517000.0,,,113221000.0,74000.0,,,14476000.0,-22904000.0,33430000.0,385488987.0,,,,377000.0,,,,,,,42912000.0,-126740000.0,,,,,53772000.0,,,,1508000.0,,,,,,,1324912000.0,77365000.0,,-409382000.0,,,,,36059000.0,,,,-79591000.0,,,1029264000.0,,,,16248000.0,,161375000.0,-1830000.0,,,,,385488987.0,,,,,,510309000.0,,,567000.0,,,,,,,,,0.228261,1886875000.0,,146320000.0,,1268391000.0,863248000.0,300331000.0,1643608000.0,,54461000.0,,,,2506856000.0,,,,,1335075000.0,,,,3221950000.0,,,29789000.0,87992000.0,,,-23035000.0,,122754000.0,,72792000.0,,,1035845000.0,237198000.0,89479000.0,,87992000.0,,,,-3894000.0,,30718000.0,711103000.0,656629000.0,,,,0.0,510309000.0,446701000.0,,,,,,826131000.0,,,-26798000.0,491289000.0,,491920000.0,,611762000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.512000000,-951249000.0,-5358000.0,759396000.0,375000.0,633622000.0,21748000.0,525941000.0,633622000.0,,4247000.0,,,,-53165000.0,138981000.0,424463000.0,,117387000.0,-151733000.0,-14409000.0,633622000.0,1404000.0,,491289000.0,,823945000.0,117694000.0,-39329000.0,77031000.0,,16298000.0,-42985000.0,38451000.0,,,8005000.0,,375000.0,1360300000.0,1375712000.0,,,,16020000.0,42893000.0,-41661000.0,,68603000.0,281403000.0,375563000.0,142333000.0,-70000000.0,3981000.0,,786000.0,0.72999,,,,-118778000.0,-124391000.0,1375712000.0,231490000.0,258059000.0,-404381000.0,786000.0,,,,16020000.0,,,,62273000.0,,,1100916000.0,7248000.0,-560995000.0,-486000.0,3899000.0,2562729000.0,187048000.0,-11810000.0,,-951249000.0,237327000.0,25809000.0,,,-33804000.0,38451000.0,633622000.0,,633297000.0,385488987.0,,3859000.0,115889000.0,,4904030000.0,2341301000.0,,532864000.0,467169000.0,,,1994392000.0,64225000.0,149858000.0,2525269000.0,1465793000.0,877626000.0,289505000.0,1647643000.0,284556000.0,188505000.0,633622000.0,2095560000.0,-404381000.0,2525269000.0,,,289505000.0,2095560000.0,1360300000.0,0.72999,,,3354692000.0,,407163000.0,31769000.0,115752000.0,,348781000.0,63349000.0,385488987.0,115889000.0,1038860000.0,77031000.0,485485000.0,1994392000.0,1038860000.0,237327000.0,117233000.0,1100916000.0,115752000.0,-5613000.0,3354692000.0,,-5797000.0,-25102000.0,12692000.0,823945000.0,783155000.0,,534771000.0,117694000.0,-35000000.0,633297000.0,485485000.0,877626000.0,281403000.0,424463000.0,35714000.0,42893000.0,759396000.0,1647643000.0,,-48782000.0,633622000.0,,532864000.0,,682638000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.519776000,-972035000.0,-31481000.0,,,590230000.0,167654000.0,,590230000.0,,-12006000.0,,,-0.049319,,149025000.0,414952000.0,,,,,,-41000.0,,633622000.0,,,125188000.0,-73855000.0,,,15497000.0,-30996000.0,24850000.0,385488987.0,,,,377000.0,,,,,,,42885000.0,59497000.0,,,,,-43392000.0,,,,757000.0,,,,,,,1386987000.0,66170000.0,,-399214000.0,,129542000.0,,,42374000.0,,,,-108129000.0,,,949315000.0,,,,5256000.0,,197343000.0,-14844000.0,,,,,385488987.0,,,,,,564025000.0,,,1624000.0,,,,,,,,,-0.049319,1983064000.0,,174099000.0,,1343685000.0,909816000.0,305219000.0,1591857000.0,,35174000.0,,,,2501673000.0,,,,,1235245000.0,,,,3218309000.0,,,32821000.0,-19012000.0,,,-61867000.0,,137922000.0,,75796000.0,,,1062355000.0,238734000.0,-18629000.0,,-19012000.0,,,,-10303000.0,,14659000.0,710514000.0,738124000.0,,,,-45000000.0,564025000.0,428469000.0,,,,,,826443000.0,,,-41299000.0,590230000.0,,536616000.0,,605561000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.527724800,-990122000.0,-3729000.0,,,698724000.0,-1320000.0,,698724000.0,,12252000.0,,,0.194382,,75712000.0,413243000.0,,,,,,-200000.0,,590230000.0,,,124537000.0,-5934000.0,,,14465000.0,-30157000.0,23122000.0,385488987.0,,,,377000.0,,,,,,,42865000.0,76242000.0,,,,,108494000.0,,,,522000.0,,,,,,,1403365000.0,161388000.0,,-408619000.0,,5626000.0,,,27230000.0,,,,48845000.0,,,992396000.0,,,,5566000.0,,122051000.0,-7183000.0,,,,,385488987.0,,,,,,594353000.0,,,2143000.0,,,,,,,,,0.194382,2004354000.0,,76524000.0,,1245742000.0,903696000.0,328787000.0,1533897000.0,,131231000.0,,,,2437593000.0,,,,,1215722000.0,,,,3220076000.0,,,31874000.0,74932000.0,,,-33823000.0,,120740000.0,,77800000.0,,,1034036000.0,237186000.0,77032000.0,,74932000.0,,,,-7845000.0,,23625000.0,774422000.0,670877000.0,,,,0.0,594353000.0,342322000.0,,,,,,842568000.0,,,-38002000.0,698724000.0,,524035000.0,,574865000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.535673600,-967765000.0,11014000.0,,,612506000.0,10299000.0,,612506000.0,,-5704000.0,,,0.337556,,139880000.0,420008000.0,,,,,,-339000.0,,698724000.0,,,121568000.0,-15974000.0,,,15697000.0,-38107000.0,35790000.0,385488987.0,,,,376000.0,,,,,,,42850000.0,-147431000.0,,,,,-86218000.0,,,,463000.0,,,,,,,1387773000.0,-22799000.0,,-413721000.0,,-7542000.0,,,36473000.0,,,,-178884000.0,,,1060158000.0,,,,4203000.0,,183012000.0,-31746000.0,,,,,385488987.0,,,,,,582953000.0,,,-89000.0,,,,,,,,,0.337556,2195981000.0,,158609000.0,,1394153000.0,1042021000.0,361702000.0,1496392000.0,,-60906000.0,,,,2538413000.0,,,,,1221696000.0,,,,3417677000.0,,,27435000.0,130124000.0,,,-107132000.0,,157982000.0,,77183000.0,,,1026055000.0,236492000.0,129581000.0,,130124000.0,,,,-2298000.0,,72880000.0,871903000.0,741562000.0,,,,0.0,582953000.0,487240000.0,,,,,,938253000.0,,,-40405000.0,612506000.0,,607593000.0,,652591000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.543536000,-974206000.0,-4034000.0,883773000.0,376000.0,713120000.0,38145000.0,420371000.0,713120000.0,,14316000.0,,,,8858000.0,135405000.0,460613000.0,,120205000.0,-148224000.0,-147389000.0,713120000.0,-327000.0,,612506000.0,,849253000.0,117116000.0,-52461000.0,116462000.0,,9637000.0,-60153000.0,31935000.0,,,7395000.0,,376000.0,1254601000.0,1434819000.0,,,,15466000.0,42835000.0,-48782000.0,,55296000.0,283142000.0,633622000.0,100614000.0,-90000000.0,-60474000.0,,,0.735,,,,-159413000.0,-179387000.0,1434819000.0,215612000.0,79498000.0,-424584000.0,,6632000.0,,,15466000.0,,,,99524000.0,,,974321000.0,-138644000.0,-28230000.0,134258000.0,3382000.0,2997975000.0,173117000.0,-2266000.0,,-974206000.0,236246000.0,18407000.0,,,-907000.0,31935000.0,713120000.0,,719584000.0,385488987.0,,3717000.0,157002000.0,,5575440000.0,2577465000.0,,653469000.0,537060000.0,,,2288059000.0,214778000.0,127828000.0,2686061000.0,1591860000.0,1162199000.0,351329000.0,1523862000.0,285244000.0,155459000.0,713120000.0,2460915000.0,-424584000.0,2686061000.0,,,351329000.0,2460915000.0,1254601000.0,0.735,,,3542660000.0,,260958000.0,28075000.0,97098000.0,,500022000.0,55433000.0,385488987.0,157002000.0,1020219000.0,116462000.0,534164000.0,2288059000.0,1020219000.0,236246000.0,97260000.0,974321000.0,97098000.0,-19974000.0,3542660000.0,,472000.0,-56039000.0,49875000.0,849253000.0,847412000.0,,675523000.0,117116000.0,-45000000.0,719584000.0,534164000.0,1162199000.0,283142000.0,460613000.0,161039000.0,42835000.0,883773000.0,1523862000.0,,-59681000.0,713120000.0,,653469000.0,,744448000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.551312000,-998131000.0,-12556000.0,,,621934000.0,35271000.0,,721951000.0,,-5657000.0,,,0.380231,,181722000.0,463840000.0,,,,,,-296000.0,,713698000.0,,,120269000.0,-67746000.0,,,17544000.0,-36149000.0,23477000.0,385494987.0,,,,376000.0,,,,,,,42822000.0,69672000.0,,,,,-91183000.0,,,,,,,,,,,1461971000.0,55822000.0,,-416370000.0,,-795000.0,,,34624000.0,,,,-127327000.0,,100017000.0,1094636000.0,,,,1497000.0,,227825000.0,-3914000.0,,,,,385494987.0,,,,,,581896000.0,,,-413000.0,,,,,,,,,0.380231,2447302000.0,,200912000.0,,1434458000.0,1204392000.0,329913000.0,1494950000.0,,19673000.0,,,,2699342000.0,,,,,1261066000.0,,,-99880000.0,3708368000.0,,,28559000.0,146577000.0,,,-48120000.0,,177540000.0,,116353000.0,,,1017660000.0,236127000.0,146451000.0,,146577000.0,,,,55818000.0,,-48041000.0,1001626000.0,782808000.0,,,,-55000000.0,581896000.0,633534000.0,,,,,,914277000.0,,,-80211000.0,621934000.0,,816378000.0,,651650000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.559260800,-1014365000.0,-15310000.0,,,860933000.0,-2429000.0,,940669000.0,,-481000.0,,,0.07,,26078000.0,480515000.0,,,,,,-20015000.0,,621934000.0,,,128616000.0,198795000.0,,,15126000.0,-40812000.0,11481000.0,389518461.0,,,,392000.0,,,,,,,42808000.0,50244000.0,,,,,238948000.0,,,,,,,,,,,1494880000.0,105991000.0,,-411256000.0,,-19142000.0,,,34579000.0,,,,44896000.0,,79736000.0,1094666000.0,,,,12517000.0,,71390000.0,-24696000.0,,,,,409332997.0,,,,,,662385000.0,,,2226000.0,,,,,,,,,0.07,2607146000.0,,38038000.0,,1312940000.0,1107714000.0,339497000.0,1480426000.0,,65179000.0,,,,2588140000.0,,,,,1302247000.0,,,15051000.0,3909393000.0,,,30186000.0,28230000.0,,,15492000.0,,196769000.0,,117716000.0,,,1011119000.0,235688000.0,28507000.0,,28230000.0,,,,-42693000.0,,904000.0,1313505000.0,700423000.0,,,,0.0,662385000.0,574389000.0,,,,,,895319000.0,,,-62973000.0,860933000.0,,722157000.0,,612517000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.567209600,-1033729000.0,-10414000.0,,,863773000.0,27340000.0,,943993000.0,,-9355000.0,,,0.32,,151557000.0,498938000.0,,,,,,-78000.0,,860933000.0,,,134712000.0,15746000.0,,,15292000.0,-51080000.0,27554000.0,394169688.0,,,,393000.0,,,,,,,42794000.0,-141303000.0,,,,,2833000.0,,,,,,,,,,,1532667000.0,43724000.0,,-406450000.0,,-415000.0,,,47370000.0,,,,-137032000.0,0.0,80220000.0,1219089000.0,,,,17845000.0,,198409000.0,0.0,,,,,413639749.0,,,,,,595500000.0,,,1567000.0,,,,,,,,,0.3,2813667000.0,,171246000.0,,1447081000.0,1186023000.0,357747000.0,1484629000.0,,-7356000.0,,,,2670652000.0,,18885000.0,,,1325330000.0,,,-9873000.0,4138997000.0,,,31560000.0,124509000.0,,,-46727000.0,,212116000.0,,128923000.0,,,1007008000.0,235630000.0,124217000.0,,124509000.0,,,,,,20844000.0,1460665000.0,766746000.0,,,,0.0,595500000.0,722001000.0,,,,,,935557000.0,,,-55193000.0,863773000.0,,753352000.0,,680335000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.575072000,-1054267000.0,-14745000.0,884192000.0,394000.0,934237000.0,22422000.0,412188000.0,1014978000.0,,320000.0,,,,-15173000.0,118227000.0,529558000.0,,123942000.0,55018000.0,-22434000.0,1014978000.0,180000.0,,863773000.0,,1563531000.0,146199000.0,-91777000.0,134249000.0,,18286000.0,-47315000.0,7621000.0,,,7034000.0,,394000.0,1362232000.0,1583825000.0,,,,24050000.0,42782000.0,-60957000.0,,66248000.0,394612000.0,713698000.0,70457000.0,-113914000.0,-82344000.0,,,1.01,,-114247000.0,,-175356000.0,-243343000.0,1583825000.0,206651000.0,221055000.0,-404986000.0,,5389000.0,,,24050000.0,,,,55667000.0,0.0,80741000.0,1310464000.0,-163796000.0,-53025000.0,-14963000.0,23329000.0,3101373000.0,170150000.0,-15372000.0,,-1054267000.0,235788000.0,55188000.0,,,-20209000.0,7621000.0,934237000.0,,719798000.0,408365902.0,,3654000.0,188170000.0,,5763087000.0,2661714000.0,,775209000.0,541815000.0,,,2870186000.0,82604000.0,131598000.0,2660861000.0,1568608000.0,1167204000.0,360324000.0,1493657000.0,394980000.0,159336000.0,934237000.0,2559558000.0,-404986000.0,2660861000.0,,9728000.0,360324000.0,2559558000.0,1362232000.0,0.97,,-19545000.0,4232418000.0,,236832000.0,33637000.0,95296000.0,,477584000.0,56921000.0,389082277.0,188170000.0,1006745000.0,134249000.0,782846000.0,2870186000.0,1006745000.0,235788000.0,95805000.0,1310464000.0,95296000.0,12166000.0,4232418000.0,,,-43982000.0,44347000.0,1563531000.0,851396000.0,,667774000.0,146199000.0,-58914000.0,719798000.0,782846000.0,1167204000.0,394612000.0,529558000.0,18054000.0,42782000.0,884192000.0,1493657000.0,,-44966000.0,934237000.0,254329000.0,775209000.0,34094000.0,717212000.0,80741000.0,,,,,,,,,,,,,,,,,,,,
