date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualInventory,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingGrossProfit,trailingStockBasedCompensation,quarterlyBasicEPS,annualOtherIncomeExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualPurchaseOfBusiness,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,trailingBeginningCashPosition,annualInterestExpense,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,annualChangesInAccountReceivables,trailingDeferredIncomeTax,quarterlyOtherCurrentLiabilities,annualBasicEPS,trailingCapitalExpenditure,annualPurchaseOfInvestment,trailingOperatingExpense,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,quarterlyDeferredIncomeTax,trailingNetIncome,trailingInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualDeferredIncomeTax,quarterlyStockBasedCompensation,annualGrossProfit,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualAccumulatedDepreciation,annualGoodwill,annualStockBasedCompensation,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualNetOtherFinancingCharges,annualCurrentDebt,annualEndCashPosition,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualDilutedAverageShares,trailingTotalRevenue,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualTotalRevenue,annualCostOfRevenue,trailingFreeCashFlow,annualCurrentAccruedExpenses,annualOperatingIncome,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyCurrentAssets,annualTaxProvision,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyAccountsPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccountsPayable,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentAssets,annualDilutedEPS,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,trailingEndCashPosition,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualPretaxIncome,quarterlyChangeInInventory,annualBasicAverageShares,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualRetainedEarnings,quarterlyNetIncome,annualNetOtherInvestingChanges,annualTotalAssets,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyStockholdersEquity,quarterlyGrossProfit,trailingNetIncomeCommonStockholders,annualEbitda,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,annualNetPPE,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1970-01-01 00:00:01.417305600,,,,,,,232909000.0,,421149000.0,,3097389000.0,35241000.0,,-172755000.0,,,,109474000.0,-341676000.0,-6184000.0,,,7097000.0,,-42314000.0,,,,,118380000.0,,,,,-318000.0,5756000.0,251727000.0,,,,-258058000.0,1211000.0,94743000.0,,,,612506000.0,117597000.0,106078000.0,489258000.0,,-30003000.0,-51367000.0,-13720000.0,,0.275178,-188194000.0,,2561675000.0,-73396000.0,-71849000.0,,,-191003000.0,,,,396414000.0,57599000.0,,-100000000.0,-119939000.0,396435000.0,,,,,-40356000.0,-594933000.0,-28177000.0,,2348440000.0,,,-23922000.0,,,12441000.0,,-70169000.0,-798000.0,,298255000.0,2688950000.0,,385488987.0,5786339000.0,,,23582000.0,4753992000.0,2405552000.0,232955000.0,,442276000.0,-20307000.0,,,49545000.0,,,,,,,104309000.0,,,1906164000.0,,,2561675000.0,,,1906164000.0,,0.275178,98327000.0,,,870340000.0,159513000.0,,,535714000.0,153854000.0,,385488987.0,,,,,,,,,,,1865000.0,,494762000.0,,-5314000.0,,,,396414000.0,380925000.0,,,,,,106078000.0,,-28871000.0,,,,-30876000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.425081600,,-140786000.0,,,,19822000.0,,,,-30826000.0,,,0.099593,,58105000.0,,,,,,,811000.0,,298255000.0,,,,-96533000.0,,,23312000.0,-21152000.0,,385488987.0,,,,,,,,,,,,129587000.0,,,,,-95525000.0,,,,,,,,,,,,37629000.0,,,,,,,,,,,-48092000.0,,,,,,,3600000.0,,107892000.0,,,,,,385488987.0,,,,,,425282000.0,,,913000.0,,,,,,,,,0.099593,,,111783000.0,,1055075000.0,,,,,16477000.0,,,,,,,,,,,,,,,,26475000.0,38392000.0,,,30939000.0,,,,,,,,,38283000.0,,38392000.0,,,,-3949000.0,,-106432000.0,,537065000.0,,,,,425282000.0,,,,,,,,,,-25101000.0,202730000.0,,,,518010000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.433030400,,-649111000.0,,,,7887000.0,,,,-9516000.0,,,0.030328,,19339000.0,,,,,,,-3291000.0,,202730000.0,,,,29129000.0,,,21913000.0,-22011000.0,,385488987.0,,,,,,,,,,,,44073000.0,,,,,81904000.0,,,,,,,,,,,,64935000.0,,,,,,,,,,,34680000.0,,,,,,,4248000.0,,65248000.0,,,,,,385488987.0,,,,,,449662000.0,,,1569000.0,,,,,,,,,0.030328,,,50569000.0,,1012180000.0,,,,,42924000.0,,,,,,,,,,,,,,,,23996000.0,11691000.0,,,-12357000.0,,,,,,,,,11452000.0,,11691000.0,,,,11366000.0,,20694000.0,,500231000.0,,,,,449662000.0,,,,,,,,,,-10896000.0,284634000.0,,,,511949000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.440979200,,-33542000.0,,,,30858000.0,,,,-12770000.0,,,0.150912,,89319000.0,,-2020000.0,,,,,61000.0,,284634000.0,,,,4544000.0,,,17138000.0,-23242000.0,,385488987.0,,,,,,,,,,,,-111401000.0,,,,,-12079000.0,,,,,,,,,,,,7767000.0,,,,,,,,,,,-91731000.0,,,,,,,4979000.0,,131434000.0,-73000.0,,,,,385488987.0,,,,,,454530000.0,,,554000.0,,,,,,,,,0.150912,,,118827000.0,,1142012000.0,,,,,-15475000.0,,,,,,,,,,,,,,,,24977000.0,58175000.0,,,-60371000.0,,,,,,,,,58461000.0,,58175000.0,,,,7667000.0,,50529000.0,,573357000.0,,,,0.0,454530000.0,,,,,,,,,,-17595000.0,272555000.0,,,,568655000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.448841600,-811013000.0,-81595000.0,606859000.0,375000.0,318571000.0,41940000.0,218332000.0,318571000.0,,-1647000.0,,,,-54759000.0,143635000.0,390829000.0,,102044000.0,-94895000.0,28566000.0,318571000.0,-2203000.0,,272555000.0,,399051000.0,106386000.0,-32035000.0,56987000.0,,18851000.0,-38174000.0,147603000.0,,,1575000.0,,375000.0,1356246000.0,1201842000.0,,,,6567000.0,43350000.0,-58199000.0,,81214000.0,209436000.0,298255000.0,46016000.0,-50000000.0,4060000.0,,20141000.0,0.5433,,,,-104579000.0,-80833000.0,1201842000.0,108001000.0,20316000.0,705668000.0,20141000.0,,,,6567000.0,,,,-68898000.0,,,-379066000.0,-174041000.0,-905034000.0,58386000.0,2310000.0,2268981000.0,189082000.0,-1881000.0,,-811013000.0,235041000.0,15137000.0,,,-4622000.0,147603000.0,318571000.0,,494389000.0,385488987.0,,-1461000.0,104523000.0,,4494493000.0,2225512000.0,,433547000.0,445118000.0,,,1528149000.0,100507000.0,163939000.0,2483749000.0,1285226000.0,846167000.0,238309000.0,1637582000.0,209891000.0,69827000.0,318571000.0,1823863000.0,705668000.0,2483749000.0,,,238309000.0,1823863000.0,1356246000.0,0.5433,,,2884395000.0,,113753000.0,26596000.0,101178000.0,,310398000.0,70355000.0,385488987.0,104523000.0,1004938000.0,56987000.0,498196000.0,1528149000.0,1004938000.0,235041000.0,101695000.0,-379066000.0,101178000.0,23746000.0,2884395000.0,,8662000.0,-4175000.0,-45015000.0,399051000.0,658328000.0,,493656000.0,106386000.0,0.0,494389000.0,498196000.0,846167000.0,209436000.0,390829000.0,-80224000.0,43350000.0,606859000.0,1637582000.0,,-27241000.0,318571000.0,,433547000.0,,626898000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.456704000,-825536000.0,-161544000.0,,,271101000.0,33175000.0,,271101000.0,,-4276000.0,,,0.170786,,99466000.0,386272000.0,,,,,,663000.0,,318571000.0,,,93890000.0,-73571000.0,,,14902000.0,-30746000.0,76173000.0,385488987.0,,,,375000.0,,,,,,,43170000.0,104777000.0,,,,,-47470000.0,,,,15736000.0,,,,,,,1211808000.0,46078000.0,,-386995000.0,,,,,17190000.0,,,,-44951000.0,,,705985000.0,,,,-1053000.0,,139479000.0,,,,,,385488987.0,,,,,,441163000.0,,,620000.0,,,,,,,,,0.170786,1509422000.0,,118435000.0,,1056500000.0,826921000.0,267033000.0,1613138000.0,,15332000.0,,,,2440059000.0,,,,,1328809000.0,,,,2838231000.0,,,25111000.0,65836000.0,,,-134923000.0,,109410000.0,,57140000.0,,,1005243000.0,235541000.0,66291000.0,,65836000.0,,,,12988000.0,,49462000.0,395903000.0,559598000.0,,,,,441163000.0,388620000.0,,,,,,740291000.0,,,-17758000.0,271101000.0,,450789000.0,,496902000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.464652800,-826480000.0,-24416000.0,,,359540000.0,10862000.0,,359540000.0,,4205000.0,,,0.079704,,41922000.0,383260000.0,,,,,,2831000.0,,271101000.0,,,93450000.0,24521000.0,,,20411000.0,-16485000.0,160686000.0,385488987.0,,,,375000.0,,,,,,,43104000.0,52514000.0,,,,,88439000.0,,,,10853000.0,,,,,,,1209740000.0,57226000.0,,-378647000.0,,,,,23571000.0,,,,-7216000.0,,,741217000.0,,,,3029000.0,,87718000.0,,,,,,385488987.0,,,,,,459351000.0,,,636000.0,,,,,,,,,0.079704,1585203000.0,,57847000.0,,1011587000.0,865867000.0,282165000.0,1612196000.0,,40741000.0,,,,2478063000.0,,,,,1332369000.0,,,,2917572000.0,,,25385000.0,30725000.0,,,-50883000.0,,100495000.0,,61542000.0,,,1005565000.0,236065000.0,31060000.0,,30725000.0,,,,21330000.0,,-8070000.0,436793000.0,517198000.0,,,,,459351000.0,334796000.0,,,,,,790372000.0,,,4798000.0,359540000.0,,388592000.0,,494389000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.472601600,-845158000.0,-79665000.0,,,271640000.0,32713000.0,,271640000.0,,4938000.0,,,0.255047,,130417000.0,384501000.0,0.0,,,,,-303000.0,,359540000.0,,,95360000.0,-66607000.0,,,19170000.0,-27566000.0,101026000.0,385488987.0,,,,375000.0,,,,,,,43033000.0,-116957000.0,,,,,-87900000.0,,,,8603000.0,,,,,,,1229659000.0,-485000.0,,-377093000.0,,,,,18531000.0,,,,-129008000.0,,,834488000.0,,,,4069000.0,,175057000.0,-9000.0,,,,,385488987.0,,,,,,448525000.0,,,257000.0,,,,,,,,,0.255047,1673857000.0,,144281000.0,,1185111000.0,836436000.0,269737000.0,1609955000.0,,-28051000.0,,,,2446391000.0,,,,,1315516000.0,,,,2989373000.0,,,25470000.0,98318000.0,,,-69654000.0,,105809000.0,,60930000.0,,,1005902000.0,236066000.0,97704000.0,,98318000.0,,,,4380000.0,,35963000.0,540599000.0,592806000.0,,,,0.0,448525000.0,445238000.0,,,,,,851170000.0,,,-23186000.0,271640000.0,,438539000.0,,592305000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.480464000,-856588000.0,-71235000.0,716181000.0,375000.0,375563000.0,39301000.0,306550000.0,375563000.0,,11668000.0,,,,16535000.0,135455000.0,393605000.0,47000.0,103878000.0,-173549000.0,-121379000.0,375563000.0,54000.0,,271640000.0,,588901000.0,107017000.0,-57892000.0,63796000.0,,18687000.0,-28153000.0,38922000.0,,0.0,2576000.0,,375000.0,1300949000.0,1250193000.0,,,,9652000.0,42946000.0,-34184000.0,,73170000.0,291052000.0,318571000.0,103923000.0,-60000000.0,6150000.0,,4878000.0,0.75502,,,,-102950000.0,-68348000.0,1250193000.0,203731000.0,56992000.0,935049000.0,4878000.0,,,,9652000.0,,,,22451000.0,,,-427314000.0,-158724000.0,-336860000.0,66078000.0,3288000.0,2329012000.0,182054000.0,-1161000.0,,-856588000.0,234280000.0,9333000.0,,,3245000.0,38922000.0,375563000.0,,517454000.0,385488987.0,,1063000.0,115385000.0,,4552739000.0,2223727000.0,,437998000.0,462519000.0,,,1686147000.0,116051000.0,141956000.0,2395975000.0,1299541000.0,761743000.0,270293000.0,1634232000.0,291209000.0,175578000.0,375563000.0,1866493000.0,935049000.0,2395975000.0,,,270293000.0,1866493000.0,1300949000.0,0.75502,,,2987096000.0,,203600000.0,27912000.0,96173000.0,,407260000.0,134081000.0,385488987.0,115385000.0,1006256000.0,63796000.0,479018000.0,1686147000.0,1006256000.0,234280000.0,96154000.0,-427314000.0,96173000.0,34602000.0,2987096000.0,,-4096000.0,-2563000.0,-34315000.0,588901000.0,659410000.0,,584308000.0,107017000.0,0.0,517454000.0,479018000.0,761743000.0,291052000.0,393605000.0,43040000.0,42946000.0,716181000.0,1634232000.0,,-32202000.0,375563000.0,,437998000.0,,640131000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.488240000,-883472000.0,-16062000.0,,,368623000.0,28693000.0,,368623000.0,,-209000.0,,,0.156017,,88814000.0,380389000.0,,,,,,-1158000.0,,375563000.0,,,108598000.0,-42502000.0,,,19934000.0,-25073000.0,34150000.0,385488987.0,,,,375000.0,,,,,,,42929000.0,69935000.0,,,,,-6940000.0,,,,2243000.0,,,,,,,1263861000.0,49049000.0,,-417558000.0,,,,,13260000.0,,,,-42341000.0,,,921943000.0,,,,2350000.0,,136134000.0,-193000.0,,,,,385488987.0,,,,,,456213000.0,,,1554000.0,,,,,,,,,0.156017,1659181000.0,,108340000.0,,1101991000.0,731783000.0,256738000.0,1605366000.0,,23976000.0,,,,2337149000.0,,,,,1271134000.0,,,,2930315000.0,,,27386000.0,60143000.0,,,-53432000.0,,116642000.0,,58724000.0,,,1006625000.0,234518000.0,60121000.0,,60143000.0,,,,9076000.0,,4611000.0,590957000.0,564553000.0,,,,-35000000.0,456213000.0,406689000.0,,,,,,767227000.0,,,-15997000.0,368623000.0,,425392000.0,,537438000.0,,,,,,,,,,,,,,,,,,,,,
