date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyTaxProvision,annualInventory,annualChangesInAccountReceivables,quarterlyNetPPE,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualDilutedEPS,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTotalRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualDilutedAverageShares,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,quarterlyBasicAverageShares,annualNetPPE,annualEbitda,trailingBasicAverageShares,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1994-06-30,,,,,,276100000.0,2000000.0,,,,,,,,,,,,16100000.0,,,,,,,1600000.0,,0.0,,,13400000.0,,13400000.0,181600000,,-17000000.0,,0.140909,26100000,,,,17600000,,,,,74516129.0,,5100000.0,,-190100000.0,,,,,-16500000.0,,,,11200000.0,20800000.0,-200000.0,17000000.0,,440700000.0,,,,,62800000.0,139000000.0,,-900000.0,,,,,218900000.0,6500000.0,,,250600000.0,,53300000.0,,,,,3000000.0,,,266700000.0,,,,,,127100000.0,,,,405700000.0,,,,,,3800000.0,,53200000.0,,,,,,,10500000,,,10500000,28500000.0,,,,,,,,8500000.0,66800000.0,,,2700000.0,,,9500000.0,,,,700000.0,,0.0,-14600000.0,10500000,,,,,51500000.0,54500000.0,100000.0,,100000.0,,,0.0,,129600000.0,10900000.0,,,,,36900000.0,,,,-1100000.0,,,,0.140909,,,,,74516129.0,,,,,,,,,,,,,,,,,,,
1994-09-30,,460200000.0,37500000.0,29000000.0,2700000.0,282000000.0,35400000.0,,,51200000.0,,-35900000.0,,,,,-106700000.0,,15100000.0,,,,113500000.0,26400000.0,,1600000.0,271200000.0,0.0,,,15200000.0,500000.0,15200000.0,192400000,,-50400000.0,,,24800000,100000.0,-7300000.0,,15600000,,,10900000.0,9100000.0,,,-4700000.0,,-204100000.0,37500000.0,147800000.0,0.5,,16700000.0,705800000.0,2800000.0,,1900000.0,20400000.0,-1000000.0,15000000.0,,460200000.0,,,2800000.0,,64500000.0,142500000.0,,1500000.0,12400000.0,,,-204100000.0,234700000.0,5800000.0,55400000.0,,256100000.0,211000000.0,29000000.0,,,,,0.0,-16100000.0,-500000.0,271200000.0,,,,,,137600000.0,413700000.0,,131700000.0,413700000.0,,37500000.0,234700000.0,0.5,,-30000000.0,,52100000.0,,494800000.0,26400000.0,,,63200000.0,9200000,-105100000.0,,9200000,30000000.0,75000000.0,-5000000.0,,-48400000.0,61000000.0,,0.0,9200000.0,67200000.0,,52100000.0,2700000.0,1600000.0,100000.0,9100000.0,15200000.0,34300000.0,,800000.0,282000000.0,0.0,-13800000.0,9200000,,23500000.0,,,55400000.0,54800000.0,100000.0,,100000.0,,,0.0,,131700000.0,12400000.0,67200000.0,58300000.0,75000000.0,,39200000.0,15100000.0,14800000.0,15200000.0,-2300000.0,,,-5300000.0,,0.0,64500000.0,142500000.0,,,256100000.0,97500000.0,,,,,,,,,,,,,,,,,
1994-12-31,,,,,,286700000.0,100000.0,,,,,,,,,,,,14900000.0,,,,,,,2500000.0,,15200000.0,,,5000000.0,,5000000.0,192100000,,-18000000.0,,0.131818,26200000,,,,17000000,,,,,75862069.0,,-6900000.0,,-204100000.0,,,,,-100000.0,,,,-10200000.0,14300000.0,-1300000.0,16200000.0,,468200000.0,,,,,68500000.0,138600000.0,,1500000.0,,-6300000.0,,,234700000.0,6200000.0,,,264100000.0,,56100000.0,,,,,,,,279000000.0,,,,,,134400000.0,,,,417600000.0,,,,,,-3700000.0,,45500000.0,,,,,,,10000000,,,10000000,31500000.0,,,,,,,,9200000.0,62400000.0,,,3000000.0,,,12400000.0,,,,900000.0,,0.0,-17500000.0,10000000,,,,,64700000.0,57700000.0,0.0,,100000.0,,,0.0,,130900000.0,13900000.0,,,,,40700000.0,,,,-2300000.0,,,,0.131818,,,,,75862069.0,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,296100000.0,-82600000.0,,,,,,,,,,,,59900000.0,,,,,,,5100000.0,,0.0,,,4600000.0,,4600000.0,224700000,,-19900000.0,,0.145455,30200000,,,,19900000,,,,,74250000.0,,94800000.0,,-204100000.0,,,,,0.0,,,,-400000.0,6200000.0,100000.0,17800000.0,,500100000.0,,,,,70800000.0,173000000.0,,0.0,,-14900000.0,,,528900000.0,7000000.0,,,296000000.0,,61600000.0,,,,,,,,355900000.0,,,,,,159800000.0,,,,528900000.0,,,,,,-13700000.0,,144800000.0,,,,,,,10800000,,,10800000,35200000.0,,,,,,,,10300000.0,162000000.0,,,4100000.0,,,9200000.0,,,,2100000.0,,0.0,-101500000.0,10800000,,,,,84600000.0,64900000.0,0.0,,0.0,,,0.0,,232800000.0,13100000.0,,,,,45000000.0,,,,-2200000.0,,,,0.145455,,,,,74250000.0,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,300000000.0,17900000.0,,,,,,,,,,,,50100000.0,,,,,30000000.0,,4400000.0,,0.0,,,7000000.0,,7000000.0,243800000,,-17500000.0,,0.145455,31700000,,,,20100000,,,,,74937500.0,,-20100000.0,,-228200000.0,,,,,,,,,2400000.0,22000000.0,-6600000.0,17800000.0,,530800000.0,,,,,77200000.0,174300000.0,,2700000.0,,-3100000.0,,,252700000.0,6900000.0,,,302600000.0,,27900000.0,,,,,400000.0,,,362200000.0,,,,,,176500000.0,,,,536500000.0,,,,,,4500000.0,,141500000.0,,,,,,,10900000,,,10900000,36800000.0,,,,,,,,11600000.0,159300000.0,,,2000000.0,,,19300000.0,,,,2300000.0,,0.0,500000.0,10900000,,,,,79400000.0,67300000.0,0.0,,0.0,,,9500000.0,,236500000.0,15800000.0,,,,,47200000.0,,,,-2300000.0,,,,0.145455,,,,,74937500.0,,,,,,,,,,,,,,,,,,,
1995-09-30,,548100000.0,41400000.0,32900000.0,4600000.0,307900000.0,-1300000.0,,16500000.0,15200000.0,,6300000.0,,,,,-73800000.0,,51300000.0,,,,139500000.0,29900000.0,,7000000.0,375000000.0,0.0,,,21500000.0,300000.0,21500000.0,242300000,,-18400000.0,,,31100000,100000.0,3600000.0,,19000000,,,67300000.0,17800000.0,,,-500000.0,,-238000000.0,41400000.0,182700000.0,0.55,,,902900000.0,6400000.0,,14500000.0,34400000.0,0.0,16100000.0,,548100000.0,,,8400000.0,,80600000.0,180300000.0,,2200000.0,18000000.0,10200000.0,,-238000000.0,-1300000.0,6300000.0,63600000.0,,310100000.0,258700000.0,32900000.0,,,,,500000.0,-14100000.0,-65900000.0,375000000.0,,,,,,175200000.0,555300000.0,,247400000.0,555300000.0,,41400000.0,-1300000.0,0.55,,16000000.0,,144200000.0,,644200000.0,29900000.0,,,76000000.0,9800000,-138000000.0,,9800000,36000000.0,75272727.0,-9100000.0,,3100000.0,67900000.0,,0.0,12100000.0,166800000.0,,144200000.0,4600000.0,7000000.0,-100000.0,17800000.0,21500000.0,43200000.0,,3100000.0,307900000.0,0.0,-19500000.0,9800000,,26500000.0,,,63600000.0,67100000.0,100000.0,,100000.0,,,13600000.0,,247400000.0,18000000.0,166800000.0,76900000.0,75272727.0,,48100000.0,51300000.0,1700000.0,21500000.0,-2300000.0,,,-7800000.0,,13600000.0,80600000.0,180300000.0,,,310100000.0,119200000.0,,,,,,,,,,,,,,,,,
1995-12-31,,,,,,316900000.0,-100000.0,,1700000.0,,,,,,,,,,50500000.0,,,,,23300000.0,,2500000.0,,21500000.0,,,25600000.0,,25600000.0,219400000,,-18300000.0,,0.159091,33600000,,,,21700000,,,,,74171429.0,,-14500000.0,,-246100000.0,,,,,,,,,4100000.0,36900000.0,-200000.0,19000000.0,,562900000.0,,,,,64200000.0,163200000.0,,1400000.0,,11900000.0,,,-2200000.0,7200000.0,,,316800000.0,,30400000.0,,,,,500000.0,,,380600000.0,,,,,,149300000.0,,,,543800000.0,,,,,,18600000.0,,139100000.0,,,,,,,11800000,,,11800000,36500000.0,,,,,,,,11900000.0,162700000.0,,,4200000.0,,,10500000.0,,,,2900000.0,,0.0,-18200000.0,11800000,,,,,61700000.0,70100000.0,0.0,,200000.0,,,13300000.0,,226900000.0,19400000.0,,,,,48400000.0,,,,-2300000.0,,,,0.159091,,,,,74171429.0,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,327600000.0,1300000.0,,,,,,,,,,,,60900000.0,,,,,,,2900000.0,,0.0,,,27400000.0,,27400000.0,216500000,,-15700000.0,,0.163636,34100000,,,,22300000,,,,,75166667.0,,-5800000.0,,-246100000.0,,,,,,,,,1800000.0,20500000.0,-100000.0,19800000.0,,567300000.0,,,,,59300000.0,166700000.0,,300000.0,,,,,,7500000.0,,,321200000.0,,52500000.0,,,,,600000.0,,,382100000.0,,,,,,144500000.0,,,,548800000.0,,,,,,4800000.0,,139000000.0,,,,,,,12300000,,,12300000,37900000.0,,,,,,,,11600000.0,161900000.0,,,3100000.0,,,6800000.0,,,,2800000.0,,0.0,-13100000.0,12300000,,,,,61300000.0,72000000.0,-300000.0,,200000.0,,,0.0,,221200000.0,19800000.0,,,,,49700000.0,,,,-2200000.0,,,,0.163636,,,,,75166667.0,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,338800000.0,-100000.0,,,,,,,,,,,,60000000.0,,,,,,,2200000.0,,0.0,,,46800000.0,,46800000.0,216200000,,-18300000.0,,0.181818,48100000,,,,24200000,,,,,74250000.0,,-500000.0,,-246100000.0,,,,,11400000.0,,,,19400000.0,38200000.0,0.0,21800000.0,,574000000.0,,,,,68200000.0,183500000.0,,1100000.0,,,,,,8300000.0,,,327900000.0,,61500000.0,,,,,700000.0,,,387900000.0,,,,,,129700000.0,,,,571400000.0,,,,,,19900000.0,,140100000.0,,,,,,,13500000,,,13500000,38400000.0,,,,,,,,12200000.0,164400000.0,,,3500000.0,,,6700000.0,,,,2700000.0,,0.0,-18200000.0,13500000,,,,,60700000.0,86500000.0,0.0,,400000.0,,,0.0,,232600000.0,20800000.0,,,,,62300000.0,,,,-2300000.0,,,,0.181818,,,,,74250000.0,,,,,,,,,,,,,,,,,,,
1996-09-30,,607400000.0,51100000.0,33000000.0,1200000.0,349200000.0,700000.0,,,21500000.0,,29300000.0,,,,,-71800000.0,,48600000.0,,,,151800000.0,28600000.0,,1900000.0,392400000.0,0.0,,,50900000.0,1300000.0,50900000.0,224000000,,-19500000.0,,,36800000,100000.0,5000000.0,,23900000,,,-26400000.0,7300000.0,,,-5600000.0,,-272500000.0,51100000.0,200400000.0,0.681818,,,876100000.0,5100000.0,,4000000.0,27900000.0,-4000000.0,21800000.0,,607400000.0,,,11000000.0,,68900000.0,189300000.0,,2300000.0,23100000.0,,,-272500000.0,239600000.0,8300000.0,58500000.0,,334900000.0,292500000.0,33000000.0,,,,,700000.0,19200000.0,1800000.0,392400000.0,,,,,,148200000.0,581700000.0,,232500000.0,581700000.0,,51100000.0,239600000.0,0.681818,,8400000.0,,139300000.0,,583600000.0,28600000.0,,,92100000.0,13500000,-67800000.0,,13500000,39000000.0,74946667.0,-9100000.0,,51700000.0,82400000.0,,0.0,12900000.0,163600000.0,,139300000.0,1200000.0,1900000.0,,7300000.0,50900000.0,48600000.0,,2700000.0,349200000.0,0.0,-18300000.0,13500000,,31300000.0,,,58500000.0,75800000.0,400000.0,,500000.0,,,8900000.0,,232500000.0,23100000.0,163600000.0,123500000.0,74946667.0,,51900000.0,48600000.0,2500000.0,50900000.0,-2300000.0,,,-4300000.0,,8900000.0,68900000.0,189300000.0,,,334900000.0,140700000.0,,,,,,,,,,,,,,,,,
1996-12-31,,,,,,354400000.0,-400000.0,,,,,,,,,,,,58100000.0,,,,,,,1700000.0,,50900000.0,,,44100000.0,,44100000.0,208300000,,-21500000.0,,0.11,26200000,,,,14100000,,,,,67272727.0,,-5500000.0,,-272500000.0,,,,,-200000.0,,,,-6800000.0,20200000.0,,12100000.0,,617500000.0,,,,,60300000.0,173400000.0,,1000000.0,,,,,,4700000.0,,,345000000.0,,53000000.0,,,,,600000.0,,,403100000.0,,,,,,142600000.0,,,,576500000.0,,,,,,-1300000.0,,135700000.0,,,,,,,7400000,,,7400000,39500000.0,,,,,,,,12100000.0,161800000.0,,,2000000.0,,,7300000.0,,,,2400000.0,,0.0,-21500000.0,7400000,,,,,59600000.0,65700000.0,-100000.0,,500000.0,,,0.0,,222100000.0,24100000.0,,,,,51600000.0,,,,-2500000.0,,,,0.11,,,,,67272727.0,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,345800000.0,-268200000.0,,,,,,,,,,,,299700000.0,,,,,45900000.0,,29700000.0,,0.0,,,7200000.0,,7200000.0,275400000,,-24100000.0,,-0.11,32200000,,,,16800000,,,,,65454545.0,,248200000.0,,-2291700000.0,,,,,-200000.0,,,,-36900000.0,6800000.0,,-2600000.0,,2807700000.0,,,,,120100000.0,221200000.0,,4000000.0,,,,,234700000.0,4600000.0,,,516000000.0,,49200000.0,,,,,1700000.0,,,832500000.0,,,,,,194300000.0,,,,1053700000.0,,,,,,-17300000.0,,510700000.0,,,,,,,-7200000,,,-7200000,48900000.0,,,,,,,,15400000.0,587800000.0,,,3800000.0,,,25000000.0,,,,6800000.0,,0.0,-291800000.0,-7200000,,,,,91100000.0,81100000.0,100000.0,,-12700000.0,,,16800000.0,,707900000.0,73300000.0,,,,,64300000.0,,,,-2500000.0,,,,-0.11,,,,,65454545.0,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,350400000.0,-30900000.0,,900000.0,,,,,,,,,,323500000.0,,,,,40900000.0,,28200000.0,,0.0,,,4200000.0,,4200000.0,300300000,,-21400000.0,,0.09,39100000,,,,22300000,,,,,68888889.0,,23900000.0,,-303500000.0,,,,,-300000.0,,,,-3000000.0,25000000.0,,11000000.0,,829400000.0,,,,,126900000.0,223700000.0,,0.0,,1000000.0,,,238400000.0,4800000.0,,,525900000.0,,60800000.0,,,,,700000.0,,,867600000.0,,,,,,208200000.0,,,,1091300000.0,,,,,,3600000.0,,536000000.0,,,,,,,6200000,,,6200000,53000000.0,,,,,,,,16800000.0,614000000.0,,,5000000.0,,,25200000.0,,,,8600000.0,,0.0,-52000000.0,6200000,,,,,90300000.0,92100000.0,0.0,,-2600000.0,,,18200000.0,,740900000.0,73000000.0,,,,,69800000.0,,,,-2500000.0,,,,0.095,,,,,65263158.0,,,,,,,,,,,,,,,,,,,
1997-09-30,,877300000.0,16100000.0,56300000.0,6400000.0,371200000.0,-2400000.0,,0.0,50900000.0,,-47500000.0,,,,,-87000000.0,,325700000.0,,,,197100000.0,54500000.0,,5100000.0,896100000.0,0.0,,,3300000.0,700000.0,3300000.0,325700000,,-20000000.0,,,28800000,0.0,-300000.0,,11000000,,,233700000.0,41300000.0,,,-32900000.0,,-326100000.0,16100000.0,259200000.0,0.235,,,1109700000.0,5000000.0,,-800000.0,54400000.0,,17300000.0,,877300000.0,,,26800000.0,,152100000.0,217600000.0,,0.0,78300000.0,25400000.0,,-326100000.0,245600000.0,7600000.0,94000000.0,,551200000.0,323400000.0,56300000.0,,,,,1100000.0,8500000.0,-301900000.0,896100000.0,,,,,,241200000.0,1113700000.0,,729100000.0,1113700000.0,,16100000.0,245600000.0,0.235,,34400000.0,,492300000.0,,786300000.0,54500000.0,,,64200000.0,9700000,-387500000.0,,9700000,55700000.0,68510638.0,-10100000.0,,19400000.0,37800000.0,,0.0,17800000.0,577000000.0,,492300000.0,6400000.0,5100000.0,,41300000.0,3300000.0,62100000.0,,9000000.0,371200000.0,0.0,-22200000.0,9700000,,21700000.0,,,94000000.0,84500000.0,0.0,,15500000.0,,,19200000.0,,729100000.0,78300000.0,577000000.0,106400000.0,71111111.0,,73500000.0,325700000.0,4100000.0,3300000.0,-2600000.0,,,,,19200000.0,152100000.0,217600000.0,,,551200000.0,126300000.0,,,,,,,,,,,,,,,,,
1997-12-31,,,,,,376300000.0,600000.0,,-7700000.0,,,,,,,,,,323200000.0,,,,,41000000.0,,3400000.0,,3300000.0,,,2800000.0,,2800000.0,316500000,,-17400000.0,,0.125,43000000,,,,25700000,,,,,69600000.0,,3300000.0,,-338500000.0,,,,,100000.0,,,,-500000.0,12400000.0,,15800000.0,,892000000.0,,,,,153300000.0,216700000.0,,,,-14500000.0,,,251700000.0,7100000.0,,,553500000.0,,54900000.0,,,,,800000.0,,,893800000.0,,,,,,217800000.0,,,,1110500000.0,,,,,,-5000000.0,,481300000.0,,,,,,,8700000,,,8700000,55700000.0,,,,,,,,17300000.0,566500000.0,,,7000000.0,,,57400000.0,,,,9000000.0,,0.0,-16200000.0,8700000,,,,,101500000.0,98700000.0,0.0,,100000.0,,,17100000.0,,719800000.0,78200000.0,,,,,73000000.0,,,,-2600000.0,,,,0.125,,,,,69600000.0,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,385100000.0,0.0,,3800000.0,,,,,,,,,,320800000.0,,,,,48700000.0,,6600000.0,,0.0,,,5000000.0,,5000000.0,327900000,,-19800000.0,,0.14,45700000,,,,28000000,,,,,70000000.0,,-9200000.0,,-352300000.0,,,,,0.0,,,,2200000.0,30700000.0,,17700000.0,,910700000.0,,,,,154900000.0,222000000.0,,,,-200000.0,,,258700000.0,7900000.0,,,558400000.0,,51700000.0,,,,,1200000.0,,,896600000.0,,,,,,225500000.0,,,,1118600000.0,,,,,,10900000.0,,480300000.0,,,,,,,9800000,,,9800000,56700000.0,,,,,,,,17700000.0,566600000.0,,,5800000.0,,,54500000.0,,,,8900000.0,,0.0,-19300000.0,9800000,,,,,97700000.0,102400000.0,0.0,,100000.0,,,17400000.0,,721500000.0,80500000.0,,,,,74400000.0,,,,-6400000.0,,,,0.14,,,,,70000000.0,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,393400000.0,0.0,,400000.0,,,,,,,,,,318400000.0,,,,,48700000.0,,4600000.0,,0.0,,,7600000.0,,7600000.0,320100000,,-24000000.0,,0.17,47900000,,,,30100000,,,,,69411765.0,,-17100000.0,,-361600000.0,,,,,-500000.0,,,,2500000.0,43100000.0,,20600000.0,,927100000.0,,,,,145800000.0,220700000.0,,400000.0,,12100000.0,,,268100000.0,8800000.0,,,565500000.0,,59600000.0,,,,,700000.0,,,900100000.0,,,,,,213500000.0,,,,1120800000.0,,,,,,19100000.0,,484000000.0,,,,,,,11800000,,,11800000,58700000.0,,,,,,,,17800000.0,570000000.0,,,5100000.0,,,37500000.0,,,,8600000.0,,0.0,-23400000.0,11800000,,,,,97000000.0,106600000.0,100000.0,,700000.0,,,16200000.0,,715800000.0,80900000.0,,,,,76500000.0,,,,-4600000.0,,,,0.17,,,,,69411765.0,,,,,,,,,,,,,,,,,,,
1998-09-30,,938000000.0,42000000.0,63100000.0,14500000.0,397400000.0,0.0,,8700000.0,3300000.0,,2400000.0,,,,,-81700000.0,,317400000.0,,,,229500000.0,45900000.0,,4200000.0,895300000.0,0.0,,,5800000.0,1000000.0,5800000.0,329200000,,-20500000.0,,,48400000,-16700000.0,5200000.0,,30400000,,,-44700000.0,43500000.0,,,-21700000.0,,-376500000.0,42000000.0,300300000.0,0.605,,500000.0,1293600000.0,4000000.0,,-1800000.0,39500000.0,,20500000.0,,938000000.0,,,35000000.0,,152500000.0,216200000.0,,1400000.0,82200000.0,5500000.0,,-376500000.0,274000000.0,8800000.0,88000000.0,,561500000.0,414300000.0,63100000.0,,,,,1100000.0,2900000.0,600000.0,895300000.0,,,,,,223000000.0,1111500000.0,,714100000.0,1111500000.0,,42000000.0,274000000.0,0.6,,19000000.0,,464900000.0,,879300000.0,45900000.0,,,114000000.0,11700000,-78400000.0,,11700000,57800000.0,69421488.0,-10400000.0,,44000000.0,74600000.0,,0.0,18000000.0,561600000.0,,464900000.0,14500000.0,4200000.0,100000.0,43500000.0,5800000.0,70800000.0,,8500000.0,397400000.0,0.0,-19500000.0,11700000,,32600000.0,,,88000000.0,106200000.0,-16800000.0,,100000.0,,,16400000.0,,714100000.0,82200000.0,561600000.0,125700000.0,70000000.0,,75800000.0,317400000.0,3800000.0,5800000.0,3200000.0,,,-4400000.0,,16400000.0,152500000.0,216200000.0,,,561500000.0,184800000.0,,,,,,,,,,,,,,,,,
1998-12-31,,,,,,404700000.0,0.0,,-3800000.0,,,,,,,,,,315000000.0,,,,,58300000.0,,5100000.0,,5800000.0,,,8600000.0,,8600000.0,310800000,,-21200000.0,,0.125,45400000,,,,27400000,,,,,70400000.0,,-23800000.0,,-390100000.0,,,,,100000.0,,,,2800000.0,47200000.0,,15700000.0,,957300000.0,,,,,155500000.0,207600000.0,,1000000.0,,18100000.0,,,280100000.0,6900000.0,,,567200000.0,,56800000.0,,,,,800000.0,,,898700000.0,,,,,,206600000.0,,,,1106300000.0,,,,,,26000000.0,,446800000.0,,,,,,,8800000,,,8800000,58800000.0,,,,,,,,18000000.0,546100000.0,,,16000000.0,,,40400000.0,,,,8300000.0,,0.0,-20800000.0,8800000,,,,,91800000.0,104200000.0,-900000.0,,-2000000.0,,,16500000.0,,701600000.0,83300000.0,,,,,76800000.0,,,,-2600000.0,,,,0.125,,,,,70400000.0,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,412600000.0,-100000.0,,4300000.0,,,,,,,,,,312800000.0,,,,,57500000.0,,11300000.0,,0.0,,,2000000.0,,2000000.0,312200000,,-21400000.0,,0.125,44300000,,,,26100000,,,,,70400000.0,,9900000.0,,-402100000.0,,,,,-200000.0,,,,-6600000.0,4400000.0,,15800000.0,,975200000.0,,,,,142100000.0,219300000.0,,800000.0,,-24700000.0,,,286300000.0,7000000.0,,,573100000.0,,50000000.0,,,,,800000.0,,,901700000.0,,,,,,209600000.0,,,,1121000000.0,,,,,,-17000000.0,,466100000.0,,,,,,,8800000,,,8800000,58300000.0,,,,,,,,18200000.0,566300000.0,,,16100000.0,,,34600000.0,,,,7800000.0,,0.0,-21100000.0,8800000,,,,,87700000.0,102600000.0,-1700000.0,,-1000000.0,,,15800000.0,,708400000.0,84100000.0,,,,,76500000.0,,,,-2600000.0,,,,0.125,,,,,70400000.0,,,,,,,,,,,,,,,,,,,
