date,trailingSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualPurchaseOfInvestment,annualAccountsReceivable,annualPurchaseOfBusiness,quarterlyLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetPPE,trailingNetIncome,quarterlyInventory,annualGoodwill,annualStockBasedCompensation,quarterlyAccountsReceivable,annualChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualChangeInWorkingCapital,annualGrossProfit,annualCurrentLiabilities,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualNetPPE,trailingRepaymentOfDebt,annualOperatingIncome,annualOtherNonCurrentLiabilities,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,trailingEndCashPosition,annualDilutedAverageShares,quarterlyTotalAssets,trailingInterestExpense,trailingPurchaseOfInvestment,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPretaxIncome,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,quarterlyCurrentDebt,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOperatingExpense,annualDilutedEPS,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualNetIncomeContinuousOperations,annualBeginningCashPosition,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,trailingCostOfRevenue,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualEbitda,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualOtherIntangibleAssets,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOperatingCashFlow,annualCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyStockholdersEquity,trailingTaxProvision,annualTaxProvision,annualTotalAssets,annualCurrentDebt,annualBasicEPS,annualLongTermDebt,annualCashDividendsPaid,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure
2000-12-31,23135000000.0,0.0,,-766000000.0,69830000.0,,4143000.0,-27869000.0,,,7402000000.0,,-71896000.0,,4398000000.0,,0.0,,,,,,207000000.0,84165000.0,,63908000.0,334507000.0,12903000.0,39366000.0,,,260999000.0,-23537000000.0,58482000.0,9779000.0,,-34755000.0,122270000.0,0.0,10446000000.0,37590000.0,-19821000.0,7715000000.0,419955056.0,,745000000.0,-23269000000.0,39366000.0,,,69512000000.0,,7048000000.0,-6565000000.0,,50370000.0,,1449000000.0,-5533000000.0,,240458000.0,,11194000.0,,0.0,,5426000.0,0.089,3512000000.0,,,3398000000.0,,,43394000.0,1776000.0,-2315000000.0,-24206000.0,39366000.0,95186000.0,6266000000.0,,59066000000.0,174032000.0,5454000000.0,58482000.0,37376000.0,419955056.0,20915000.0,,59959000.0,0.0,,,4114000000.0,355422000.0,,,,,10679000000.0,58362000.0,4398000000.0,,,,-130000000.0,,,1948000000.0,6976000.0,435031000.0,87392000.0,0.089,20915000.0,-44000000.0,37376000.0,,84165000.0,,0.0,260999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,3730000.0,,,452661000.0,,11778000.0,-31420000.0,,,,,-151057000.0,,,,5935000.0,,,,,,,82245000.0,,143131000.0,201195000.0,31994000.0,182472000.0,,,409889000.0,,109916000.0,17504000.0,,-75194000.0,240560000.0,0.0,,143106000.0,-11390000.0,,554314685.0,,,,182472000.0,,,,,,,,99598000.0,,,,,123337000.0,,45226000.0,,0.0,,33215000.0,0.143,,,,,,,88517000.0,39366000.0,,-111154000.0,182472000.0,-34560000.0,,,,307481000.0,,109916000.0,79267000.0,554314685.0,51945000.0,,-28909000.0,252333000.0,,,,253140000.0,,,,,,97429000.0,,,,,,,,,11081000.0,723305000.0,74933000.0,0.143,48215000.0,-2975000.0,79267000.0,,82245000.0,,0.0,415824000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,10618000.0,,,939477000.0,,49883000.0,-11532000.0,,24759000.0,,,-434393000.0,,,,20052000.0,,,-6927000.0,,,,188336000.0,12801000.0,254687000.0,456841000.0,47023000.0,631536000.0,,,905255000.0,,160870000.0,98017000.0,,-122457000.0,544492000.0,0.0,,449064000.0,-2500000.0,,710644444.0,,,,631536000.0,,,,,,,,156058000.0,,,,,246071000.0,,89313000.0,,0.0,,93817000.0,0.18,,,,,,,143734000.0,182472000.0,,-420361000.0,631536000.0,38629000.0,,,,842558000.0,,185629000.0,127916000.0,710644444.0,276030000.0,,-232025000.0,355630000.0,,,,732871000.0,,,,,,289805000.0,,,,,,,,,12324000.0,1770365000.0,202016000.0,0.18,265412000.0,0.0,127916000.0,,163577000.0,,0.0,927807000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,17058000.0,,,1138099000.0,-1000000.0,108284000.0,-60104000.0,,56077000.0,,,-780395000.0,,,,-4120000.0,,,-12371000.0,,,,174825000.0,-76827000.0,375362000.0,1032785000.0,72950000.0,487129000.0,,,2029615000.0,,201895000.0,339447000.0,,-151242000.0,878055000.0,0.0,,-144407000.0,-21903000.0,,744268293.0,,,,487129000.0,,,,,,,,199242000.0,,,,,490074000.0,,159228000.0,,0.0,,173467000.0,0.246,,,,,,,196285000.0,631536000.0,,-700816000.0,487129000.0,-57206000.0,,,,960602000.0,,257972000.0,183090000.0,738266129.0,587594000.0,,-525991000.0,0.0,,78329000.0,,1620379000.0,,,,,,502693000.0,,,,,,,,,2957000.0,3097925000.0,541390000.0,0.248,570536000.0,-10331000.0,183090000.0,,118748000.0,,0.0,2137323000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,24205000.0,,,1912338000.0,-149934000.0,162035000.0,-58287000.0,,82337000.0,,,-1163585000.0,,,,-4351000.0,,,-39541000.0,,,,294734000.0,-101836000.0,589575000.0,1261830000.0,106899000.0,911537000.0,,,2941594000.0,,358597000.0,445956000.0,,-599084000.0,1439945000.0,0.0,,424408000.0,0.0,,866862543.0,,,,911537000.0,,,,,,,,314718000.0,,,,,612140000.0,,260055000.0,,0.0,,230978000.0,0.291,,,,,,,305522000.0,487129000.0,,-956708000.0,911537000.0,517197000.0,,,,1653143000.0,,440934000.0,252257000.0,849350168.0,1297924000.0,,-661974000.0,516967000.0,,94699000.0,,2559754000.0,,,,,,850370000.0,,,,,,,,,9196000.0,4918048000.0,643441000.0,0.297,1273719000.0,-3575000.0,252257000.0,,212397000.0,,0.0,3264905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,8398000.0,,,2332089000.0,-46597000.0,216286000.0,-40544000.0,,110559000.0,,,-1275325000.0,,,,147996000.0,,,-5095000.0,,,,398964000.0,-90623000.0,771654000.0,1682082000.0,115713000.0,1626596000.0,,,3606575000.0,,413933000.0,518779000.0,,-1286491000.0,2056826000.0,0.0,,709555000.0,-214962000.0,,935549383.0,,,,1621092000.0,,,,,,,,428987000.0,,,,,1028524000.0,,332129000.0,,549104000.0,,357721000.0,0.324,,,,,,,303118000.0,911537000.0,,-973222000.0,1621092000.0,-213272000.0,,,,2851725000.0,,524492000.0,303118000.0,888909091.0,2989143000.0,,-574258000.0,53089000.0,,,,4671225000.0,,,5504000.0,,,1285172000.0,,,,,,,,,38719000.0,7522093000.0,616119000.0,0.341,1410016000.0,-21750000.0,390268000.0,,288405000.0,,162963000.0,4670368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,62115000.0,,,3056660000.0,-17180000.0,311243000.0,-289101000.0,,193820000.0,,,-1684135000.0,,,,184267000.0,,,1009000.0,,,,1061164000.0,327299000.0,1193223000.0,2699439000.0,171218000.0,1567552000.0,,,5277213000.0,,464887000.0,811768000.0,,-919594000.0,3396536000.0,1502000.0,,-53540000.0,86222000.0,,980922481.0,,,,1567552000.0,,,,,,,,533632000.0,,,,,1996697000.0,,604739000.0,,375200000.0,,728336000.0,0.387,,,,,,,379617000.0,1621092000.0,,-1482477000.0,1567552000.0,111246000.0,,,,3070092000.0,,658707000.0,379617000.0,937325926.0,3467139000.0,,-421313000.0,0.0,,267386000.0,,6166578000.0,,,0.0,,,2203313000.0,,,,,,,,,49772000.0,10035006000.0,665152000.0,0.405,1878335000.0,-49221000.0,483860000.0,,867344000.0,,6587000.0,6964914000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,110829000.0,10489000.0,,3735547000.0,-202242000.0,335910000.0,-193951000.0,,237046000.0,,,-1930590000.0,,,,153630000.0,,,-49682000.0,,,,1159155000.0,192545000.0,1749999000.0,3957481000.0,235356000.0,1693459000.0,,106514000.0,6855591000.0,,758127000.0,4746281000.0,106318000.0,-622645000.0,5756270000.0,1353000.0,,125907000.0,46930000.0,,1008986083.0,,,,1693459000.0,,,,,,,,814517000.0,,,,,2687128000.0,,938856000.0,,432479000.0,907649000.0,991872000.0,0.503,,,,,,,507520000.0,1567552000.0,,-1667085000.0,1693459000.0,-184075000.0,,281173000.0,,3504285000.0,,995173000.0,507520000.0,989317739.0,3931999000.0,,-507930000.0,115872000.0,,469504000.0,,7889480000.0,,,,,,4006271000.0,,,,,,,,,108373000.0,12550138000.0,1233154000.0,0.513,2387513000.0,-177387000.0,706144000.0,,922109000.0,,1566444000.0,9045853000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,150873000.0,0.0,,4255571000.0,,2208407000.0,-205674000.0,3533647000.0,303899000.0,,15800000.0,-1415302000.0,7855387000.0,,254060000.0,168926000.0,4330000.0,2208407000.0,-6458000.0,,4384000.0,,1264836000.0,206465000.0,2246541000.0,5428280000.0,254060000.0,1725358000.0,464712000.0,,7855387000.0,,1300668000.0,20078000.0,106318000.0,-1873530000.0,8265508000.0,4384000.0,,31899000.0,-221015000.0,,1027130130.0,14574318000.0,,,1725358000.0,,10297322000.0,,1725358000.0,,,1725358000.0,1130679000.0,106318000.0,,,8659864000.0,3402779000.0,1869493000.0,1159755000.0,8659864000.0,15800000.0,,945873000.0,0.614,,9132878000.0,,,,3402779000.0,870724000.0,1693459000.0,,-1189068000.0,1725358000.0,0.0,,381044000.0,,4276996000.0,,1815622000.0,630705000.0,1009759397.0,3704598000.0,-804477000.0,75768000.0,0.0,1960879000.0,464712000.0,,9132878000.0,4276996000.0,5428280000.0,,3704598000.0,,6018967000.0,,150873000.0,-804477000.0,168926000.0,,1960879000.0,4255571000.0,,259955000.0,14574318000.0,1869493000.0,0.625,3533647000.0,-247342000.0,630705000.0,79817000.0,368411000.0,20078000.0,79817000.0,10297322000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,3224795000.0,,,24759000.0,,8188085000.0,,250377000.0,,,2160228000.0,,,3848000.0,,,,,,,,453348000.0,,,,,,,,,,,,,,,15340360000.0,,,,,10617237000.0,,2218461000.0,,,2218461000.0,,109879000.0,,,,,2501737000.0,,,,,,,,9396550000.0,78410000.0,,,3366642000.0,,,,,,,,,,,,,,,,,,,,,,,4723123000.0,5933077000.0,,3463473000.0,,,,160268000.0,,168926000.0,,,4708926000.0,,,,,,,,,83200000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
