date,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCurrentAssets,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualEndCashPosition,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingTaxProvision,trailingNetIncome,trailingPretaxIncome,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualNetIncome,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualLongTermDebt,annualBasicAverageShares,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualTotalNonCurrentAssets,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,annualGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDebt,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,quarterlySaleOfInvestment,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyTaxProvision,annualInventory,annualGoodwill,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,annualStockBasedCompensation,annualInterestExpense,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1988-12-31,,0.0,2414700000.0,,3827400000.0,,2037400000.0,,,748600000.0,,,217200000.0,,,,,,1046800000.0,748600000.0,,0.0,1288800000.0,,,,,,,125700000.0,761500000.0,,761000000.0,1132800000.0,761000000.0,1115800000.0,,,,,5262700000.0,1135820896.0,2848000000.0,127000000.0,,,631500000.0,2037400000.0,,,175700000.0,631500000.0,1686100000.0,,387700000.0,1135820896.0,2414700000.0,,,217200000.0,3225300000.0,,,,674300000.0,5262700000.0,354800000.0,,,761000000.0,,,1288800000.0,3827400000.0,,235200000.0,387700000.0,,,,,,,409900000.0,761500000.0,,409900000.0,69000000.0,,,2848000000.0,1806600000.0,,0.0,2936900000.0,761500000.0,3225300000.0,761500000.0,1250800000.0,,,,,,127000000.0,3047200000.0,-1240600000.0,,,,125700000.0,0.0,,,-1240600000.0,,1890100000.0,235200000.0,3047200000.0,,,,0.0,,,,0.67,,,,,,-1980600000.0,1161800000.0,1042300000.0,,,,,,,,674300000.0,,1806600000.0,,,0.67,1161800000.0,-1980600000.0,,,,,,4069700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101640000.0,,284700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225000000.0,,1225000000.0,,,,,,1101640000.0,,,,,,,,,1225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,2311500000.0,,4043100000.0,,,,,,,,,,,459200000.0,,,,730600000.0,0.19,,1122100000.0,,,,,,,132400000.0,,,,,,,217100000.0,,,,5406800000.0,,3095300000.0,,760200000.0,,760800000.0,1852700000.0,1142631579.0,217100000.0,217100000.0,,,,,,,,,357600000.0,,,15900000.0,,625100000.0,,,,,,,,,,,289800000.0,308400000.0,,,361300000.0,,459200000.0,,454300000.0,,,,,,,,,,,,572400000.0,3554100000.0,572400000.0,,,,316900000.0,,0.19,236500000.0,,-1296400000.0,,,,,,,,,,,,3176600000.0,,,,,,,,,,,,,,301000000.0,729600000.0,1121500000.0,,,156000000.0,,,1142631579.0,99800000.0,,,1880200000.0,,,,,301000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,2349300000.0,,4101600000.0,,,,,,,,,,,455200000.0,,,,705100000.0,0.19,,1250700000.0,,,,,,,134700000.0,,165300000.0,,,,,212400000.0,,,,5632500000.0,,3283200000.0,,706400000.0,,845000000.0,1955800000.0,1117894737.0,212400000.0,212400000.0,,,,,,,,,320600000.0,,-170000000.0,51300000.0,0.0,667000000.0,,,,-42600000.0,,,,,,,302200000.0,268200000.0,,,338700000.0,,455200000.0,-93400000.0,453500000.0,,,,,,,,,,,,587400000.0,3676700000.0,587400000.0,,0.0,,302500000.0,,0.19,283300000.0,,-1342000000.0,-127400000.0,,,,,0.0,,,,,,3326700000.0,,,,,292700000.0,,-17100000.0,,-106900000.0,,,,,251200000.0,820800000.0,1045100000.0,,,146600000.0,,39400000.0,1117894737.0,90100000.0,,,1984700000.0,,,,,251200000.0,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,478100000.0,2274400000.0,28600000.0,4065400000.0,,2090900000.0,,,762100000.0,,196200000.0,506100000.0,,,403900000.0,-158000000.0,,1164800000.0,762100000.0,,0.0,1328800000.0,,,,,,-34500000.0,192200000.0,323000000.0,49700000.0,939500000.0,1026500000.0,939500000.0,1329900000.0,225300000.0,-372000000.0,,,5848000000.0,1174375000.0,3573600000.0,134000000.0,844500000.0,352000000.0,1005400000.0,2090900000.0,,225300000.0,225300000.0,1005400000.0,1755000000.0,21800000.0,269500000.0,1174375000.0,2274400000.0,229300000.0,-186900000.0,506100000.0,3757100000.0,-315100000.0,83500000.0,0.0,599500000.0,5848000000.0,390400000.0,,134000000.0,939500000.0,,,1328800000.0,4065400000.0,,300400000.0,269500000.0,,,-60500000.0,,633200000.0,-92800000.0,453600000.0,323000000.0,,453600000.0,165100000.0,,,3573600000.0,2114600000.0,,1032600000.0,3149100000.0,323000000.0,3757100000.0,323000000.0,1394100000.0,0.0,,294800000.0,-21900000.0,,134000000.0,3478400000.0,-1363800000.0,-213300000.0,,,192200000.0,661200000.0,0.0,,-1363800000.0,,1984300000.0,300400000.0,3478400000.0,,,,-824800000.0,263000000.0,,-24700000.0,0.8,-213200000.0,-554500000.0,,,,211300000.0,998600000.0,784000000.0,,,196200000.0,,-50800000.0,,69500000.0,599500000.0,,2114600000.0,-537000000.0,0.0,0.8,998600000.0,211300000.0,-338200000.0,,-264400000.0,,-605200000.0,4175600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,2334400000.0,,4386600000.0,,,,,,,,,62900000.0,,466700000.0,,,,796500000.0,0.29,,1208500000.0,,,,,-98700000.0,,210600000.0,,138400000.0,,,,,340800000.0,,,,6110200000.0,,3775800000.0,,896800000.0,,1098100000.0,2005000000.0,1175172414.0,340800000.0,340800000.0,,,,,,,,,469300000.0,,-153800000.0,53300000.0,0.0,602100000.0,,,,-25900000.0,,,,,,,317000000.0,268900000.0,,,343800000.0,,466700000.0,-114300000.0,449800000.0,,,,,,,,,,,,419300000.0,4105200000.0,419300000.0,,323000000.0,,483400000.0,,0.29,221100000.0,,-1406600000.0,-163000000.0,,,,,0.0,,,,,,3634500000.0,,133800000.0,,,301400000.0,,-21000000.0,,-46800000.0,,,,,430100000.0,817700000.0,1240600000.0,,,169700000.0,,-102300000.0,1175172414.0,142600000.0,,,2227900000.0,,,,,430100000.0,,,96300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,2346600000.0,,4449300000.0,,,,,,,,,-27800000.0,,501100000.0,,,,789200000.0,0.24,,1700600000.0,,,,,-134600000.0,,206500000.0,,42200000.0,,,,,274400000.0,,,,6384200000.0,,4037600000.0,,858700000.0,,1179100000.0,2489800000.0,1143333333.0,274400000.0,274400000.0,,,,,,,,,411100000.0,,-125700000.0,31600000.0,0.0,624700000.0,,,,14200000.0,,,,,,,311600000.0,271100000.0,,,366700000.0,,501100000.0,-114000000.0,445900000.0,,,,,,,,,,,,459100000.0,3894400000.0,459100000.0,,0.0,,389200000.0,,0.24,649300000.0,,-1455800000.0,-203100000.0,,,,,0.0,,,,,,3868400000.0,,197800000.0,,,245300000.0,,-393800000.0,,-80900000.0,,,,,357600000.0,811500000.0,1225400000.0,,,239800000.0,,-1300000.0,1143333333.0,114800000.0,,,2412600000.0,,,,,357600000.0,,,39800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,2515000000.0,,4574500000.0,,,,,,,,,26400000.0,,537000000.0,,,,791000000.0,0.23,,2493000000.0,,,,,-168600000.0,,218100000.0,,256700000.0,,,,,256800000.0,,,,6747400000.0,,4232400000.0,,903400000.0,,1179000000.0,3284000000.0,1116521739.0,256800000.0,256800000.0,,,,,,,,,503200000.0,,-328700000.0,-2100000.0,0.0,675300000.0,,,,-1700000.0,,,,,,,297900000.0,275000000.0,,,378400000.0,,537000000.0,-112300000.0,442300000.0,,,,,,,,,,,,494000000.0,3463400000.0,494000000.0,,0.0,,364300000.0,,0.23,1253000000.0,,-1525100000.0,-229900000.0,,,,,0.0,,,,,,4136200000.0,,71500000.0,,,486600000.0,,-617600000.0,,-129200000.0,,,,,366400000.0,1056400000.0,1281800000.0,,,183600000.0,,203400000.0,1116521739.0,107500000.0,,,2611100000.0,,,,,366400000.0,,,34900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,467100000.0,2501300000.0,21300000.0,4548700000.0,,3675300000.0,,,857700000.0,,259900000.0,599400000.0,-118100000.0,,624100000.0,156200000.0,,1539400000.0,857700000.0,,0.0,2817600000.0,,,,,-102500000.0,-66800000.0,229500000.0,350200000.0,29800000.0,1127300000.0,1275800000.0,1127300000.0,1599000000.0,255300000.0,-450100000.0,,,7142800000.0,1150306122.0,4641500000.0,1239500000.0,1256900000.0,501500000.0,480700000.0,3675300000.0,,255300000.0,255300000.0,480700000.0,2128900000.0,-56600000.0,277000000.0,1150306122.0,2501300000.0,247500000.0,-1067200000.0,599400000.0,3467500000.0,-447700000.0,-23200000.0,0.0,673000000.0,7142800000.0,471700000.0,,-53400000.0,1127300000.0,,,2817600000.0,4548700000.0,,351200000.0,277000000.0,,,186900000.0,,871600000.0,-109500000.0,1224100000.0,350200000.0,,1224100000.0,59600000.0,,,4641500000.0,2936700000.0,,1474400000.0,3915800000.0,350200000.0,3467500000.0,350200000.0,1786900000.0,0.0,,362100000.0,-59100000.0,,1239500000.0,4515800000.0,-1579100000.0,-411300000.0,,,229500000.0,323000000.0,0.0,,-1579100000.0,,2376400000.0,351200000.0,4515800000.0,,98400000.0,,-1055900000.0,441100000.0,,-34800000.0,0.98,-136800000.0,-1007300000.0,,,,385300000.0,1318200000.0,1443800000.0,,,259900000.0,,56400000.0,,106800000.0,673000000.0,,2936700000.0,-393700000.0,0.0,0.98,1318200000.0,385300000.0,27200000.0,,-143800000.0,,-504400000.0,5191600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,2659000000.0,,4366500000.0,,,,,,,,,14600000.0,,550200000.0,,,,812400000.0,0.34,,1793600000.0,,,,,-387200000.0,,220600000.0,,-56100000.0,,,,,388600000.0,,,,7291800000.0,,4632800000.0,,1046000000.0,,1144800000.0,2606000000.0,1142941176.0,388600000.0,388600000.0,,,,,,,,,739200000.0,,-241400000.0,59400000.0,0.0,703700000.0,,,,-43600000.0,,,,,,,356700000.0,235100000.0,,,389500000.0,,550200000.0,-143900000.0,453400000.0,,,,,,,,,,,,302800000.0,4685800000.0,302800000.0,,350200000.0,,555200000.0,,0.34,556500000.0,,-1597200000.0,-244600000.0,,,,,0.0,,,,,,4631800000.0,,434000000.0,,,188500000.0,,-13100000.0,,12200000.0,,890400000.0,,,495800000.0,1029800000.0,1435500000.0,,,207300000.0,,-214700000.0,1142941176.0,166600000.0,,,3034600000.0,,,,,495800000.0,,,-47400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,2655900000.0,,4537700000.0,,,,,,,,,89700000.0,,557800000.0,,,,887200000.0,0.27,,1826700000.0,,,,,-294500000.0,,213600000.0,,-121300000.0,,,,,317500000.0,,,,7574200000.0,,4918300000.0,,988100000.0,,1250600000.0,2713900000.0,1175925926.0,317500000.0,317500000.0,,,,,,,,,806100000.0,,-323200000.0,23200000.0,0.0,733400000.0,,,,-13700000.0,,,,,,,387900000.0,285700000.0,,,388200000.0,,557800000.0,-146200000.0,443400000.0,,,,,,,,,,,,230400000.0,4860300000.0,230400000.0,,0.0,,453500000.0,,0.27,698100000.0,,-1634100000.0,-279000000.0,,,,,0.0,,,,,,4858400000.0,,264000000.0,,,157700000.0,,-17800000.0,,95300000.0,,64700000.0,,,430300000.0,946800000.0,1376300000.0,,,181800000.0,,-249500000.0,1175925926.0,136000000.0,,,3224300000.0,,,,,430300000.0,,,-72400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,2765500000.0,,4689000000.0,,,,,,,,,86100000.0,,540000000.0,,,,1115900000.0,0.26,,1905700000.0,,,,,-186300000.0,,223000000.0,,186200000.0,,,,,297500000.0,,,,7882100000.0,,5116600000.0,,949000000.0,,1196500000.0,3021600000.0,1144230769.0,297500000.0,297500000.0,,,,,,,,,791200000.0,,-220700000.0,16000000.0,0.0,793000000.0,,,,-5500000.0,,,,,,,396700000.0,496200000.0,,,392300000.0,,540000000.0,-146200000.0,435800000.0,,,,,,,,,,,,293500000.0,4860500000.0,293500000.0,,0.0,,425000000.0,,0.26,655600000.0,,-1714200000.0,-285200000.0,,,,,0.0,,,,,,5198500000.0,,256300000.0,,,471400000.0,,-12600000.0,,-193000000.0,,600000.0,,,409000000.0,1078200000.0,1341300000.0,,,171900000.0,,87800000.0,1144230769.0,127500000.0,,,3484300000.0,,,,,409000000.0,,,63100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,112200000.0,2939300000.0,39300000.0,4693000000.0,,3332500000.0,,,1060500000.0,,276300000.0,537200000.0,-212800000.0,,655200000.0,-337200000.0,,1768300000.0,1060500000.0,,0.0,2272000000.0,,,,,-74600000.0,-100900000.0,249400000.0,479200000.0,103400000.0,1314700000.0,1354700000.0,1314700000.0,1879200000.0,311100000.0,-582700000.0,,,8298600000.0,1163451327.0,5359300000.0,690200000.0,1387900000.0,1301700000.0,276200000.0,3332500000.0,,311100000.0,311100000.0,276200000.0,2303200000.0,-22400000.0,395500000.0,1163451327.0,2939300000.0,299500000.0,-69200000.0,537200000.0,4966100000.0,-70400000.0,12300000.0,0.0,796900000.0,8298600000.0,564500000.0,,-38100000.0,1314700000.0,,,2272000000.0,4693000000.0,,415600000.0,395500000.0,,,184700000.0,,954700000.0,-146400000.0,1300600000.0,479200000.0,,1300600000.0,110900000.0,,,5359300000.0,3782500000.0,,1254600000.0,4371000000.0,479200000.0,4966100000.0,479200000.0,2067800000.0,0.0,,445500000.0,-116100000.0,,690200000.0,5568600000.0,-1786100000.0,-333600000.0,,,249400000.0,350200000.0,955700000.0,,-1786100000.0,,2602700000.0,415600000.0,5568600000.0,,347400000.0,,-855700000.0,437000000.0,,-25700000.0,1.13,-192700000.0,-1142400000.0,-916400000.0,,,433200000.0,1305500000.0,1572600000.0,,,276300000.0,,39200000.0,,134400000.0,796900000.0,,3782500000.0,-278200000.0,955700000.0,1.13,1305500000.0,433200000.0,129000000.0,,185700000.0,,-942600000.0,5725700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,2944200000.0,,5135600000.0,,,,,,,,,31900000.0,,541900000.0,,,,1075000000.0,0.38,,2039200000.0,,,,,-317400000.0,,212700000.0,,72300000.0,,,,,442600000.0,,,,8420700000.0,,5476500000.0,,1122000000.0,,269400000.0,3114200000.0,1164736842.0,442600000.0,442600000.0,,,,,,,,,725500000.0,,-330600000.0,56800000.0,0.0,806200000.0,,,,1900000.0,,,,,,,418100000.0,444200000.0,,,435100000.0,,541900000.0,-161000000.0,1367500000.0,,,,,,,,,,,,351300000.0,5306500000.0,351300000.0,,479200000.0,,636900000.0,,0.38,791900000.0,,-1795000000.0,-197100000.0,,,,,0.0,,,,,,5634600000.0,,182000000.0,,,269400000.0,,-31700000.0,,-51000000.0,,,,,580100000.0,1046800000.0,1557100000.0,,,200500000.0,,-205100000.0,1164736842.0,194300000.0,,,3839600000.0,,,,,580100000.0,,,-127900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,2948200000.0,,5312800000.0,,,,,,,,,32100000.0,,595200000.0,,,,1129200000.0,0.29,,2081000000.0,,,,,-25400000.0,,276600000.0,,-21600000.0,,,,,338200000.0,,,,8763700000.0,,5815500000.0,,1032700000.0,,290100000.0,3210200000.0,1166206897.0,338200000.0,338200000.0,,,,,,,,,545800000.0,,-143900000.0,49000000.0,0.0,897700000.0,,,,-37000000.0,,,,,,,410800000.0,441800000.0,,,445600000.0,,595200000.0,-160800000.0,1524600000.0,,,,,,,,,,,,425400000.0,5553500000.0,425400000.0,,0.0,,486500000.0,,0.29,889900000.0,,-1878800000.0,-294800000.0,,,,,0.0,,,,,,5879600000.0,,213300000.0,,,273200000.0,,-6000000.0,,-64200000.0,,,,,437500000.0,994200000.0,1478300000.0,,,196900000.0,,-97100000.0,1166206897.0,148300000.0,,,4000800000.0,,,,,437500000.0,,,74100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,3037500000.0,,4768600000.0,,,,,,,,,490800000.0,,1251400000.0,,,,1355400000.0,-0.23,,2345800000.0,,,,,-370700000.0,,783000000.0,,120100000.0,,,,,-268500000.0,,,,8704400000.0,,5666900000.0,,944000000.0,,1198000000.0,3701200000.0,1167391304.0,-268500000.0,-268500000.0,,,,,,,,,273700000.0,,-324300000.0,-78200000.0,0.0,893400000.0,,,,-87600000.0,,,,,,,136500000.0,435900000.0,,,532500000.0,,1251400000.0,-158200000.0,461000000.0,,,,,,,,,,,,355200000.0,5003200000.0,355200000.0,,0.0,,-385600000.0,,-0.23,1060700000.0,,-1947900000.0,-120900000.0,,,,,0.0,,,,,,5955800000.0,,254900000.0,,,241000000.0,,-1700000.0,,10300000.0,,,,,-307400000.0,1079500000.0,1476500000.0,,,205600000.0,,14600000.0,1167391304.0,-117100000.0,,,4007900000.0,,,,,-307400000.0,,,-70200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,481400000.0,3006000000.0,26000000.0,4743100000.0,,3780700000.0,,,1382100000.0,,323600000.0,584100000.0,-5300000.0,,726300000.0,-77400000.0,,1155500000.0,1382100000.0,,0.0,2398600000.0,,,,,-26700000.0,39300000.0,630100000.0,432400000.0,310600000.0,827600000.0,1528900000.0,708700000.0,1182300000.0,311200000.0,-643700000.0,,,8672800000.0,1161803279.0,5666800000.0,591200000.0,1539700000.0,764200000.0,242500000.0,3780700000.0,,311200000.0,311200000.0,242500000.0,3114800000.0,549500000.0,582300000.0,1161803279.0,3006000000.0,368100000.0,-68500000.0,584100000.0,4892100000.0,-129400000.0,-800000.0,0.0,938400000.0,8672800000.0,354700000.0,,162000000.0,708700000.0,,,2398600000.0,4743100000.0,,169700000.0,582300000.0,,,115700000.0,,1094400000.0,-163700000.0,1352200000.0,432400000.0,,1352200000.0,26800000.0,,,5666800000.0,4072100000.0,,1483500000.0,4638400000.0,432400000.0,4892100000.0,432400000.0,1523600000.0,0.0,,444500000.0,-198400000.0,,591200000.0,6148100000.0,-2076000000.0,-389300000.0,,,630100000.0,479200000.0,0.0,,-2076000000.0,,3482900000.0,169700000.0,6148100000.0,,114000000.0,,-928200000.0,699900000.0,-184300000.0,-29100000.0,0.61,-483700000.0,-1002100000.0,,,,445300000.0,1483800000.0,1655400000.0,,,323600000.0,,210200000.0,,133300000.0,938400000.0,,4072100000.0,-588600000.0,0.0,0.61,1483800000.0,445300000.0,-46800000.0,,77200000.0,,-740200000.0,6167300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,3333800000.0,,5097800000.0,,,,,,,,,107900000.0,,605100000.0,,,,1669700000.0,0.31,,2164300000.0,,,,,-281700000.0,,653000000.0,,37300000.0,,,,,362600000.0,,,,9055100000.0,,5721300000.0,,1113400000.0,,249600000.0,3834000000.0,1169677419.0,362600000.0,373500000.0,,,,,,,,,699700000.0,,-221400000.0,21500000.0,0.0,1017800000.0,,,,-25300000.0,,,,,,,237000000.0,779700000.0,,,446600000.0,,605100000.0,-177100000.0,1392700000.0,,,,,,,,,,,,594600000.0,5221100000.0,594600000.0,,432400000.0,,529800000.0,,0.31,780800000.0,,-2112700000.0,-138000000.0,,,,,0.0,,,,,,6191700000.0,,223600000.0,,,175300000.0,,-1200000.0,,212200000.0,,,,,508300000.0,1173000000.0,1560000000.0,,,210500000.0,,-306100000.0,1169677419.0,156300000.0,,,4079000000.0,,,,,508300000.0,,,162200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,3316500000.0,,5267400000.0,,,,,,,,,60100000.0,,634800000.0,,,,1659200000.0,0.3,,2084900000.0,,,,,-218900000.0,,662800000.0,,176000000.0,,,,,346800000.0,,,,9098900000.0,,5782400000.0,,1091500000.0,,226100000.0,3744100000.0,1156000000.0,346800000.0,346800000.0,,,,,,,,,1691700000.0,,-214800000.0,35200000.0,0.0,1061100000.0,,,,-13400000.0,,,,,,,210300000.0,786100000.0,,,469500000.0,,634800000.0,-177100000.0,1487400000.0,,,,,,,,,,,,447700000.0,5354800000.0,447700000.0,,0.0,,491900000.0,,0.3,709700000.0,,-2185700000.0,-146000000.0,,,,,0.0,,,,,,6254600000.0,,163500000.0,,,322000000.0,,-8000000.0,,-244500000.0,,,,,456700000.0,1166700000.0,1561000000.0,,,208500000.0,,-84900000.0,1156000000.0,145100000.0,,,4068900000.0,,,,,456700000.0,,,-146900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,3458000000.0,,5384100000.0,,,,,,,,,40900000.0,,650100000.0,,,,1863600000.0,0.25,,1990500000.0,,,,,-58400000.0,,699300000.0,,354200000.0,,,,,294400000.0,,,,9325400000.0,,5867400000.0,,1063200000.0,,187900000.0,3854100000.0,1177600000.0,294400000.0,294400000.0,,,,,,,,,756500000.0,,-29900000.0,4500000.0,0.0,1147200000.0,,,,-45900000.0,,,,,,,224400000.0,939900000.0,,,467400000.0,,650100000.0,-177100000.0,1541700000.0,,,,,,,,,,,,636100000.0,5471300000.0,636100000.0,,0.0,,417600000.0,,0.25,463600000.0,,-2268000000.0,-137100000.0,,,,,0.0,,,,,,6405800000.0,,211500000.0,,,491300000.0,,1000000.0,,-272200000.0,,,,,413100000.0,1323600000.0,1530600000.0,,,203300000.0,,102600000.0,1177600000.0,123200000.0,,,4137800000.0,,,,,413100000.0,,,188400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
