,timestamp,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualBasicAverageShares,annualChangeInInventory,annualCurrentLiabilities,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualCapitalStock,quarterlyInventory,annualPurchaseOfBusiness,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualInventory,trailingCashDividendsPaid,trailingNetIncome,quarterlyPurchaseOfBusiness,annualNetPPE,quarterlyPretaxIncome,quarterlyNetPPE,annualEbitda,annualBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualDilutedAverageShares,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualGoodwill,quarterlyTotalAssets,annualInterestExpense,quarterlyTotalNonCurrentAssets,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingCapitalExpenditure,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualInvestingCashFlow,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,trailingInterestExpense,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,trailingRepaymentOfDebt,annualDilutedEPS,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyBasicAverageShares,trailingResearchAndDevelopment,annualCostOfRevenue,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,annualCashDividendsPaid,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingDilutedAverageShares
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,917740800,,,,,,,174780000.0,-28100000.0,47100000.0,,,,6500000.0,,,,,,,,,,,,,,-1900000.0,,,48200000.0,50300000.0,,,,,,28600000.0,,,,11700000.0,,,4200000.0,0.023333,,,0.0,,,18600000.0,42300000.0,,5000000.0,328716000.0,,,,,,,,,,,0.0,,,151400000.0,,,,-7900000.0,,,35700000.0,,,-7900000.0,4500000.0,,,,52100000.0,,,0.0,,,-2300000.0,,,0.0125,6800000.0,,,50300000.0,4100000.0,,0.0,,,,,,,,,,,,,6400000.0,,,,,,50500000.0,,,,103200000.0,25100000.0,2000000.0,,,,,,,,,,,,,49100000.0,-6900000.0,,,,500000.0,,,-12600000.0,,,101100000.0,,,,,-9400000.0,,,4100000.0,,,,4100000.0,-9800000.0,37900000.0,,,,,8000000.0,,,,,12200000.0,,,,,,400000.0,,113300000.0,,,18900000.0,64200000.0,2000000.0,100000.0,1600000.0,,,,,,,,,
2,925430400,5900000.0,,,-2500000.0,700000.0,1900000.0,,,,,,,,,,-8200000.0,600000.0,,,0.0,,15200000.0,,300000.0,,,,3400000.0,1600000.0,,,,,419776119.0,,3100000.0,,,,,,9400000.0,22700000.0,,,9300000.0,8800000.0,,,,,,,,,,,,126700000.0,,23300000.0,,,0.018343,,,900000.0,,,51800000.0,,,,51800000.0,,,,,,,,1700000.0,,,27500000.0,,,,,,,,,,50300000.0,,,,,,10700000.0,,,,,9000000.0,,71000000.0,6300000.0,,26800000.0,50000000.0,,-2500000.0,,0.0,,,,,343455269.0,,,,,,100000.0,,30900000.0,,38700000.0,103400000.0,,,,,,,,,,-4700000.0,,,,,-3200000.0,,,,,,,,76700000.0,44200000.0,,,,0.0,,,,,17800000.0,11300000.0,13400000.0,,,,,0.0,,6300000.0,0.015008,7300000.0,6300000.0,,,2200000.0,,11300000.0,,,,,,,,,,,,,,,
3,933379200,900000.0,,,-2200000.0,400000.0,1800000.0,,,,,,,,,,-10300000.0,3600000.0,,,0.0,,8400000.0,,-100000.0,,,,-3300000.0,-5100000.0,,,,,401799100.0,,3100000.0,,,,,,9800000.0,22700000.0,,,8400000.0,10800000.0,,,,,,,,,,,,134400000.0,,26300000.0,,,0.02001,,,-5500000.0,,,46800000.0,,,,46800000.0,,,,,,,,2400000.0,,,34800000.0,,,-300000.0,,,0.0,,,,0.0,,,,,,11900000.0,,,,,9500000.0,,78000000.0,6700000.0,,30800000.0,51900000.0,,-2200000.0,,46800000.0,,,,,334832584.0,,,,,,0.0,,33000000.0,,45000000.0,108100000.0,,,,,,,,,,-12800000.0,,,,,3500000.0,,,,,,,,82500000.0,47200000.0,,,,0.0,,,,,21300000.0,6900000.0,6800000.0,,,,,0.0,,6700000.0,0.016675,8100000.0,6700000.0,,,2700000.0,,6900000.0,,,,,,,,,,,,,,,
4,941328000,3800000.0,,,-5200000.0,3200000.0,2000000.0,,,,,,,,,,-12600000.0,3400000.0,,,100000.0,,11700000.0,,100000.0,,,,10500000.0,8400000.0,,,,,423779635.0,,5000000.0,,,,,,15600000.0,26600000.0,,,7200000.0,12400000.0,,,,,,,,,,,,157600000.0,,30000000.0,,,0.030015,,,5300000.0,,,55200000.0,,,,55200000.0,,,,,,,,2600000.0,,,43000000.0,,,-200000.0,,,0.0,,,,46800000.0,,,,,,17700000.0,,,,,15100000.0,,97000000.0,10600000.0,,39400000.0,59200000.0,,-5200000.0,,55200000.0,,,,,353156755.0,,,,,,-200000.0,,39200000.0,,52200000.0,127600000.0,,,,,,,,,,-3900000.0,,,,,14100000.0,,,,,,,,98400000.0,57600000.0,,,,0.0,,,,,24300000.0,7000000.0,-3300000.0,,,,,0.0,,10600000.0,0.025013,9300000.0,10600000.0,,,4300000.0,,7000000.0,,,,,,,,,,,,,,,
5,949276800,2800000.0,,,-1700000.0,2700000.0,1800000.0,357008996.0,-9000000.0,76200000.0,,,,9700000.0,,,-15400000.0,3200000.0,,,-100000.0,0.0,37600000.0,,0.0,,,15900000.0,5300000.0,6400000.0,148600000.0,61600000.0,,,,,6900000.0,37600000.0,,,,25900000.0,21500000.0,25900000.0,64100000.0,0.10672,9500000.0,15400000.0,0.0,,,41300000.0,11300000.0,,9500000.0,431102763.0,,,,202300000.0,,29100000.0,,-100000.0,,,0.0,3600000.0,,374500000.0,61600000.0,,,-11600000.0,61600000.0,,64900000.0,,,-11600000.0,56200000.0,,3000000.0,,7000000.0,64900000.0,,61600000.0,-100000.0,,54400000.0,0.0,,0.088378,0.0,55200000.0,,61600000.0,38100000.0,,0.0,23800000.0,,,,,20800000.0,,128400000.0,14600000.0,,51600000.0,77700000.0,1800000.0,-1700000.0,,61600000.0,,,94200000.0,,,,225900000.0,47400000.0,1500000.0,,,,41300000.0,,76200000.0,173200000.0,,,,,,77700000.0,-15400000.0,,,-21100000.0,3200000.0,,,-42500000.0,28700000.0,,173200000.0,,,,,28700000.0,124600000.0,76800000.0,38100000.0,,,0.0,38100000.0,4300000.0,13400000.0,,30800000.0,1500000.0,-25900000.0,50300000.0,,,,0.0,29100000.0,14600000.0,,12400000.0,14600000.0,,18100000.0,6800000.0,202300000.0,1500000.0,,37100000.0,124600000.0,1500000.0,,6800000.0,,,,,,,,,
6,957052800,5566000.0,,,-7451000.0,205065000.0,1550000.0,,,,,,,,,,-18006000.0,4122000.0,,,200000000.0,,55241000.0,,0.0,,,,10626000.0,208240000.0,,,,,466668000.0,,8605000.0,,,,,,26892000.0,30443000.0,,,14321000.0,17830000.0,,,,,,,,,,,,447791000.0,,34565000.0,,,0.048333,,,3175000.0,,,269800000.0,,,,269800000.0,,,,,,,,3101000.0,,,68527000.0,,,-65000.0,,,32000.0,,,,61560000.0,,,,,,28665000.0,,,,,25564000.0,,148483000.0,18287000.0,,58609000.0,285345000.0,,-7451000.0,,269800000.0,,,,,380160000.0,,,,,,-35220000.0,,48449000.0,,84398000.0,413226000.0,,,,,,,,,,10481000.0,,,,,46973000.0,,,,,,,,162446000.0,89874000.0,,,,0.0,,,,,33045000.0,947000.0,17610000.0,,,,,200000000.0,,18287000.0,0.039167,12114000.0,18287000.0,,,16187000.0,,200947000.0,,,,,,,,,,,,,,,
7,965001600,3418000.0,,,-7609000.0,2947000.0,1104000.0,,,,,,,,,,-21255000.0,5339000.0,,,0.0,,68135000.0,,0.0,,,,24067000.0,19405000.0,,,,,953844000.0,,10599000.0,,,,,,33121000.0,34908000.0,,,23430000.0,20141000.0,,,,,,,,,,,,507183000.0,,40247000.0,,,0.029167,,,16458000.0,,,289205000.0,,,,289205000.0,,,,,,,,3343000.0,,,75887000.0,,,-33000.0,,,65000.0,,,,269800000.0,,,,,,32366000.0,,,,,29023000.0,,170398000.0,22522000.0,,67110000.0,301093000.0,,-7609000.0,,289205000.0,,,,,775404000.0,,,,,,,,56163000.0,,100421000.0,466936000.0,,,,,,,,,,-54690000.0,,,,,69495000.0,,,,,,,,206090000.0,103288000.0,,,,0.0,,,,,38087000.0,672000.0,-48114000.0,,,,,200000000.0,,22522000.0,0.023333,14603000.0,22522000.0,,,24504000.0,,200672000.0,,,,,,,,,,,,,,,
8,972950400,104140000.0,,,-6534000.0,394531000.0,685000.0,,,,,,,,,,-24586000.0,20181000.0,,,0.0,,93192000.0,,0.0,,,,17681000.0,405678000.0,,,,,482368816.0,,13209000.0,,,,,,41277000.0,37425000.0,,,33828000.0,22023000.0,,,,,,,,,,,,983346000.0,,57606000.0,,,0.071703,,,11147000.0,,,694883000.0,,,,694883000.0,,,,,,,,4380000.0,,,86716000.0,,,-15000.0,,,68000.0,,,,289205000.0,,,,,,41027000.0,,,,,36647000.0,,198165000.0,28068000.0,,77902000.0,621873000.0,,-6534000.0,,694883000.0,,,,,395820090.0,,,,,,,,62011000.0,,121229000.0,925740000.0,,,,,,,,,,-37924000.0,,,,,97563000.0,,,,,,,,361473000.0,120263000.0,,,,0.0,,,,,41255000.0,300644000.0,-25057000.0,,,,,200000000.0,,28068000.0,0.058363,14852000.0,28068000.0,,,33313000.0,,500644000.0,,,,,,,,,,,,,,,
9,980899200,3455000.0,,,-14735000.0,3092000.0,588000.0,392797601.0,-52274000.0,110335000.0,,,,15836000.0,,,-28965000.0,38738000.0,,,0.0,68000.0,89905000.0,,-6000.0,,,67909000.0,15535000.0,-20608000.0,291002000.0,674275000.0,,,,,14614000.0,89905000.0,,,,47280000.0,45674000.0,47280000.0,146127000.0,0.255128,33212000.0,26444000.0,-24500000.0,,,76245000.0,612715000.0,,33212000.0,477643178.0,,,,1016427000.0,4852000.0,86018000.0,,-6000.0,,,200000000.0,800000.0,,735264000.0,674275000.0,,,-36329000.0,674275000.0,,76535000.0,,,-60829000.0,146964000.0,,5012000.0,,605635000.0,76535000.0,,674275000.0,-6000.0,,130291000.0,68000.0,,0.208438,-6000.0,694883000.0,,674275000.0,99937000.0,,200000000.0,44069000.0,,,,,39057000.0,,218218000.0,31060000.0,,87381000.0,610713000.0,588000.0,-39235000.0,,674275000.0,,,160711000.0,,,,444262000.0,86438000.0,500378000.0,,,,76245000.0,,110335000.0,930409000.0,,,,-27201000.0,,610713000.0,-28965000.0,,,-2643000.0,38738000.0,,,-84776000.0,128623000.0,,930409000.0,,,,,128623000.0,405714000.0,130837000.0,99937000.0,,,-24500000.0,99937000.0,31580000.0,116579000.0,,48324000.0,300378000.0,3287000.0,61560000.0,,,,200000000.0,86018000.0,31060000.0,,16868000.0,31060000.0,,47027000.0,61241000.0,1016427000.0,500378000.0,,58437000.0,405714000.0,300378000.0,,61241000.0,,,,,,,,,
