date,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualGrossProfit,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualCapitalStock,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualGrossPPE,annualNetIncomeCommonStockholders,annualInventory,trailingCashFlowFromContinuingFinancingActivities,annualChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyNetOtherInvestingChanges,annualStockBasedCompensation,trailingChangeInCashSupplementalAsReported,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualRepaymentOfDebt,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualBasicEPS,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyStockholdersEquity,trailingSaleOfInvestment,annualOtherCurrentLiabilities,quarterlyNetIncome,quarterlyGrossPPE,annualCapitalExpenditure,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyStockBasedCompensation,annualChangeInInventory,quarterlyTotalRevenue,trailingNetIncome,quarterlyTaxProvision,quarterlyNetPPE,annualPurchaseOfBusiness,annualNetIncome,annualBasicAverageShares,annualChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingCashFlow,trailingFreeCashFlow,trailingCommonStockIssuance,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingOperatingIncome,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyRetainedEarnings,trailingTotalRevenue,annualOtherCurrentAssets,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualAccountsPayable,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyEndCashPosition,quarterlyCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualTotalAssets,quarterlyCostOfRevenue,annualGoodwill,quarterlyInvestingCashFlow,annualNonCurrentDeferredRevenue,annualAccountsReceivable,trailingResearchAndDevelopment,annualEndCashPosition,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualTaxProvision,trailingNetOtherFinancingCharges,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,annualOtherNonCurrentAssets,quarterlySaleOfInvestment,quarterlyBasicEPS,annualSaleOfInvestment,trailingCapitalExpenditure,quarterlyGrossProfit,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyAccountsPayable,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualCurrentAssets,annualPretaxIncome,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,annualCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingCashDividendsPaid,annualInterestExpense,trailingBasicAverageShares,quarterlyInterestExpense,trailingDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualCurrentDebt,annualCashDividendsPaid,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,annualLongTermDebt,annualDeferredIncomeTax,quarterlyCurrentDebt,trailingInterestExpense,quarterlyLongTermDebt,trailingBasicEPS
2007-12-31,10596000.0,-1991000.0,98714000.0,,,,90161000.0,2943000.0,1554900000.0,,94388000.0,,,-9200000.0,,-600000.0,,-17424000.0,,,27669000.0,15101000.0,-21842000.0,14020000.0,-261400000.0,25820000.0,173000000.0,,9332000.0,6200000.0,,,,,,-18925000.0,,797800000.0,,393900000.0,,-0.187459,19000.0,4153000.0,,891100000.0,0.0,,,-2028000.0,1244000000.0,,120291000.0,972600000.0,,,,393900000.0,-59500000.0,,9332000.0,,92703000.0,,,-12158000.0,60600000.0,,-39600000.0,,-6597000.0,,393900000.0,,,0.0,-21842000.0,116516000.0,-2268000.0,89618000.0,108900000.0,45591000.0,-15700000.0,,1169300000.0,,,-21842000.0,,,164117000.0,,741200000.0,46700000.0,,18750000.0,25641000.0,783000.0,,,310900000.0,155366000.0,56652000.0,-21577000.0,66700000.0,,493900000.0,,2048800000.0,0.0,36026000.0,,,42383000.0,,27588000.0,8460000.0,1175500000.0,970000.0,-50300000.0,22739000.0,,,,,,0.0,145192000.0,,,,41637000.0,27478000.0,271400000.0,71411000.0,-30050000.0,13300000.0,1781000.0,-95200000.0,-127514000.0,,,-2328000.0,252000.0,,,29750000.0,-56600000.0,,,-212300000.0,,,0.0,,,128362000.0,-1349000000.0,134596000.0,-20061000.0,917000.0,-530200000.0,,,,121734000.0,,-0.187459,,,746000.0,,,,71411000.0,343600000.0,0.0,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,-1000000.0,,,,,,4690000.0,35354000.0,,99851000.0,,,,,,,,,,,,,-62000.0,,,875000.0,,-953000.0,,,,,,,,,,,,,,,4507000.0,,,,,,,-3936000.0,,9957000.0,,,,,,,,-34655000.0,,,0.0,,1433000.0,,54414000.0,,183000.0,,,,,,,,,,758000.0,,,3220000.0,,246000.0,,,3263000.0,,,,,,,,,,,,,,,,,,,,,1215000.0,,1477000.0,,,,,,,4435000.0,,,65196000.0,,,,15840000.0,,-39448000.0,,,,,,,,,,4507000.0,25397000.0,,,0.0,,,,38574000.0,,,880000.0,,,0.0,,,,,,,,,-38632000.0,-5511000.0,,,,4507000.0,,,,,3509000.0,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,14114000.0,1710000.0,146319000.0,,,0.0,124190000.0,3425000.0,,,94389000.0,8554000.0,34939000.0,,65196000.0,,124190000.0,9161000.0,94389000.0,56571000.0,37686000.0,18325000.0,7363000.0,11419000.0,,-14840000.0,,0.0,5299000.0,,1539000.0,11419000.0,555000.0,0.0,,-5229000.0,,,,,118297000.0,0.065,2117000.0,4234000.0,-5229000.0,,0.0,7943000.0,18325000.0,-2798000.0,,0.0,141392000.0,,8254000.0,53320000.0,8849000.0,,,0.0,5340000.0,,104357000.0,746000.0,-8625000.0,-14900000.0,,0.0,,1444000.0,-189000.0,59066000.0,,611000.0,3425000.0,-2000000.0,7363000.0,114986000.0,-18350000.0,118297000.0,,71411000.0,,168000.0,,-14900000.0,6273000.0,7363000.0,-1850000.0,,204334000.0,18580000.0,,,,67619000.0,34888000.0,-300000.0,150268000.0,184991000.0,,211791000.0,65472000.0,4927000.0,,54066000.0,,-120151000.0,,0.0,20749000.0,67619000.0,928000.0,54066000.0,1455000.0,37035000.0,7004000.0,,-1864000.0,,24967000.0,7201000.0,,46043000.0,56571000.0,24967000.0,0.0,199105000.0,17854000.0,,-25812000.0,53320000.0,46043000.0,,56571000.0,-80588000.0,,1888000.0,,-120151000.0,7943000.0,26090000.0,-53706000.0,2058000.0,12992000.0,,31742000.0,,41212000.0,,,-4652000.0,-300000.0,0.0,0.0,7004000.0,134244000.0,,184991000.0,9251000.0,0.0,,,-36954000.0,-7473000.0,150268000.0,14114000.0,0.055,7943000.0,199105000.0,746000.0,2058000.0,204334000.0,16730000.0,56571000.0,,-62000.0,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,41920000.0,,,,,,,,4437000.0,36311000.0,,56571000.0,,,,,,,,,,,,,0.0,,,494000.0,,69000.0,,,,,,,,,,,,,,,3774000.0,,,,,,,8625000.0,,9876000.0,,,,,,,,-7056000.0,,,-8042000.0,,1550000.0,,54194000.0,,663000.0,,,,,,,,,,-7319000.0,,,3229000.0,,-2625000.0,-0.035,,15571000.0,,,,,,,,,,,,,,,,,,,,,1353000.0,,1819000.0,,,,,,,4582000.0,,,49515000.0,,,,14654000.0,,-15068000.0,,,,,,,,,,3774000.0,26435000.0,,,33950000.0,-0.035,,,39540000.0,,,341000.0,,,0.0,,,,,,,,41920000.0,-46393000.0,5478000.0,,,,3774000.0,,,,,12946000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,128064000.0,,,,,,,,5228000.0,39391000.0,,49515000.0,,136422000.0,,91206000.0,51819000.0,,,,,,,,0.0,,,-282000.0,9805000.0,-138000.0,0.0,,,,,,,130688000.0,,,,-7809000.0,,,4576000.0,21124000.0,,,,,,5641000.0,54381000.0,10534000.0,,,0.0,,,,798000.0,2304000.0,,,-7721000.0,,1793000.0,,61345000.0,,652000.0,5703000.0,,,,,,,,,-7448000.0,,-15421000.0,4975000.0,,-386000.0,0.0,,14322000.0,,,,,,,163198000.0,194829000.0,,,,,,55179000.0,,-111801000.0,,,,84603000.0,1494000.0,,1980000.0,,,,,,,6469000.0,,43543000.0,51819000.0,24773000.0,,,16979000.0,,-5314000.0,,,,,,,,,,4576000.0,28857000.0,,,32738000.0,0.0,,,44366000.0,,,282000.0,194000.0,,0.0,7737000.0,,,,,,,41148000.0,-37666000.0,-2978000.0,,15739000.0,,4576000.0,210568000.0,,1011000.0,218377000.0,13936000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,128334000.0,,-900000.0,,,,,,10040000.0,38755000.0,,51819000.0,,152390000.0,,91206000.0,74233000.0,,,,,,,,0.0,,,-64000.0,10800000.0,-1483000.0,0.0,,,,,,,133004000.0,,,,3888000.0,,,7889000.0,21719000.0,,,0.0,,,3835000.0,57371000.0,10797000.0,,,0.0,,,,886000.0,22414000.0,,,0.0,,1936000.0,,65864000.0,,2151000.0,6113000.0,,,,,,,,,1025000.0,,-15606000.0,9676000.0,,-1242000.0,0.05,,15863000.0,,,,,,,168333000.0,213855000.0,,,,,,58257000.0,,-103912000.0,,,,78157000.0,1475000.0,,444000.0,,,,,,,11151000.0,,44110000.0,74233000.0,26978000.0,,,17433000.0,,3850000.0,,,,,,,,,,7889000.0,27958000.0,,,40595000.0,0.055,,,48431000.0,,,460000.0,1040000.0,,113000.0,8351000.0,,,,,,,116576000.0,-34603000.0,-568000.0,,16623000.0,,7889000.0,230478000.0,,953000.0,226590000.0,14621000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,44996000.0,198000.0,182140000.0,,,,260314000.0,6387000.0,,,67000.0,7808000.0,42349000.0,,74233000.0,,260314000.0,31269000.0,67000.0,212458000.0,61971000.0,22601000.0,60179000.0,10649000.0,,155887000.0,,351000.0,7461000.0,,50000.0,10649000.0,-460000.0,0.0,,142452000.0,,,,,140537000.0,0.965,78049000.0,5935000.0,142452000.0,,0.0,43940000.0,22601000.0,-4589000.0,,,156806000.0,,-1143000.0,61393000.0,10988000.0,,,0.0,-27824000.0,,114611000.0,2803000.0,138225000.0,-16214000.0,,0.0,,2182000.0,-2012000.0,70712000.0,,-36132000.0,6387000.0,,60179000.0,52668000.0,-8508000.0,140537000.0,,56571000.0,,91791000.0,,-16214000.0,7454000.0,60179000.0,-336000.0,,244761000.0,16215000.0,,,88260000.0,47856000.0,57382000.0,1084000.0,180565000.0,342217000.0,,252115000.0,69975000.0,25334000.0,,64196000.0,,-59972000.0,,0.0,16958000.0,47856000.0,1613000.0,64196000.0,-28899000.0,42195000.0,10987000.0,,3046000.0,,29041000.0,9067000.0,,54551000.0,212458000.0,29041000.0,1574000.0,387213000.0,20909000.0,,30289000.0,61393000.0,54551000.0,,212458000.0,-137231000.0,,-32666000.0,,-59972000.0,43940000.0,31361000.0,13757000.0,1195000.0,48843000.0,,156126000.0,,49803000.0,,,1963000.0,1084000.0,-15763000.0,1461000.0,10987000.0,130438000.0,,342217000.0,27513000.0,,,,-18569000.0,-10440000.0,180565000.0,44996000.0,0.39,53206000.0,387213000.0,2803000.0,1195000.0,244761000.0,15879000.0,212458000.0,,-549000.0,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,149756000.0,,,,,,,,6722000.0,43716000.0,,212458000.0,,248160000.0,,68000.0,174255000.0,,,,,,,,0.0,,,-250000.0,9867000.0,-27000.0,0.0,,,32777000.0,,,,145140000.0,,,,151106000.0,,,4218000.0,23505000.0,,,,,,13780000.0,66397000.0,11934000.0,,,0.0,,,,2836000.0,-37847000.0,,,0.0,,2148000.0,,69795000.0,,2504000.0,6663000.0,,,,,,,,,1309000.0,,-16842000.0,6704000.0,,-1014000.0,0.03,,21816000.0,,,,,,,183870000.0,326553000.0,,,,,,69233000.0,,-55754000.0,,,,73905000.0,1375000.0,,2443000.0,,,,,,,8079000.0,,51315000.0,174255000.0,28544000.0,,,19375000.0,,-60972000.0,,,,,,,,,,4218000.0,31782000.0,,,13945000.0,0.03,,,50420000.0,,,-505000.0,1191000.0,,-77000.0,10186000.0,,,,,,,134362000.0,-73903000.0,3236000.0,,77656000.0,,4218000.0,404209000.0,,1188000.0,253103000.0,20802000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,151274000.0,,,,,,,,10266000.0,46386000.0,,174255000.0,,252347000.0,,71000.0,116435000.0,,,,,,,,0.0,,,87000.0,12121000.0,-2975000.0,4022000.0,,,56613000.0,,,,154271000.0,,,,176354000.0,,,6869000.0,24187000.0,,,,,,8584000.0,71250000.0,12676000.0,,,0.0,,,,2871000.0,-57820000.0,,,0.0,,2264000.0,,76331000.0,,3397000.0,6737000.0,,,,,,,,,14012000.0,,-17450000.0,9780000.0,,-1215000.0,0.045,,17950000.0,,,,,,,197122000.0,345407000.0,,,,,,74121000.0,,-48885000.0,,,,135912000.0,1467000.0,,1030000.0,,,,,,,11247000.0,,59806000.0,116435000.0,30212000.0,,,20165000.0,,-88887000.0,,,,,,,,,,6869000.0,33710000.0,,,30231000.0,0.05,,,56166000.0,,,2857000.0,576000.0,,2857000.0,12639000.0,,,,,,,136990000.0,-117903000.0,-8491000.0,,102190000.0,,6869000.0,447597000.0,,1273000.0,271243000.0,16735000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,155842000.0,,,,,,,,18271000.0,45369000.0,,116435000.0,,292290000.0,,74000.0,77139000.0,,,,,,,,0.0,,,-402000.0,11284000.0,187000.0,0.0,,,60054000.0,,,,158430000.0,,,,206451000.0,,,14017000.0,25056000.0,,,,,,12655000.0,76820000.0,12389000.0,,,0.0,,,,2944000.0,-39296000.0,,,872000.0,,2434000.0,,84971000.0,,4254000.0,6797000.0,,,,,,,,,11886000.0,,-18259000.0,18159000.0,,-671000.0,0.09,,32193000.0,,,,,,,202232000.0,382605000.0,,,,,,79764000.0,,-34868000.0,,,,215151000.0,1391000.0,,4116000.0,,,,,,,19550000.0,,59562000.0,77139000.0,34036000.0,,,21443000.0,,-84939000.0,,,,,,,,,,14017000.0,32980000.0,,,35921000.0,0.1,,,63528000.0,,,-3041000.0,2075000.0,,-337000.0,9766000.0,,,,,,,143672000.0,-120189000.0,244000.0,,105842000.0,,28034000.0,488447000.0,,1239000.0,281996000.0,31522000.0,,,,,,,,,,,,,,,,,,,,,,,
