date,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyEbitda,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,annualDilutedEPS,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,trailingOperatingIncome,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,annualFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicEPS,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualNetIncome,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualOtherNonCashItems,annualStockholdersEquity,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,annualTotalAssets,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,annualStockBasedCompensation,annualChangeInInventory,annualInventory,annualCurrentLiabilities,quarterlyTaxProvision,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,trailingOtherNonCashItems,annualCapitalStock,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingCashDividendsPaid,trailingPretaxIncome,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualOtherCurrentLiabilities,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,quarterlyDilutedEPS,quarterlySaleOfInvestment,annualInterestExpense,annualGoodwill,quarterlyChangesInAccountReceivables,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlyAccountsPayable,quarterlyCapitalStock,trailingChangeInWorkingCapital,trailingDeferredIncomeTax,annualAccountsPayable,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingInvestingCashFlow,annualCapitalExpenditure,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualOtherIncomeExpense,annualRepaymentOfDebt,annualPurchaseOfInvestment,trailingGrossProfit,trailingTotalRevenue,annualEndCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.915062400,,4548256000.0,,141693000.0,983126000.0,,900833920.0,,1.643152,550214280.0,1246862400.0,1169658420.0,334852941.0,,,452712540.0,6844761000.0,,,651823900.0,,,,-455249760.0,15181332000.0,-14605204880.0,,-461411580.0,,,,,1.643152,11802015000.0,3442040980.0,,634909100.0,2436697760.0,176638840.0,,21950702000.0,5213438000.0,2371938240.0,,,,,3694071500.0,,,3713754000.0,,8196388000.0,,,2482488540.0,,,,550214280.0,550214280.0,,5213438000.0,343682000.0,,,862896440.0,-114054080.0,,,,,,929105800.0,,,,,,14611970800.0,676592000.0,,217563000.0,,,-120820.0,9180266060.0,,,491374940.0,,,192828720.0,1517378380.0,334852941.0,16983909040.0,,,,,,,2524413080.0,,-134512000.0,-8108993000.0,,,,17401878000.0,,,,,491493000.0,3255736540.0,10253243000.0,2472894000.0,,,,,900833920.0,,,3273255440.0,,,2138514000.0,13977061700.0,2353936060.0,,,,,-4787172000.0,6196564000.0,-70844000.0,496449380.0,5213438000.0,37937480.0,,,,1167242020.0,28582266580.0,-32258940.0,,834502000.0,,,181834100.0,-1976876000.0,,,212764020.0,,,743043000.0,,-2609349540.0,,836557680.0,,,-1387981000.0,582471000.0,904458520.0,,-3463514000.0,-8458383000.0,-2593763760.0,4520117840.0,,-9205490000.0,50381940.0,,-2658040.0,22026093000.0,43976795000.0,900833920.0,504079000.0,508773020.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,0.0,,,,,741528573.24,,,,,,,,,102414072.24,,,0.0,,,,334400000.0,,,,,2629139358.15,,,,,2927066538.54,,,,,,,,298854613.23,,,,,,,,,,1137131776.8,,25363100565.24,,1975594780.92,2127957483.27,,,,766845365.88,,,712742757.0,,,,238729000.62,,,,,,,,,1137131776.8,838277163.57,102414072.24,102414072.24,,,,0.300885,,,8802942959.97,,,334400000.0,382247462.7,,,951471757.62,,,,,12687665321.67,10534504.32,,,,,,-85230016.05,,,-12675435243.57,,,,,369548358.45,378889943.43,43796422.95,,,,,,,,,,,17184056.19,,,865376255.58,,,,1491019971.57,,,0.0,,,,,,,13553041577.25,15680999060.52,,,,,,,,0.0,,,0.300885,,,,,,,,2841385195.44,,440778386.4,3332418406.38,,,,0.0,,,,,369548358.45,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,0.0,,,,,648631464.0,,,,,,,,,113661184.0,,,0.0,,,,334400000.0,,,,,2669073576.0,,,,,2903268160.0,,,,,,,,216366072.0,,,,,,,,,,1111964152.0,,25926245488.0,,1897622688.0,2022082816.0,,,,722919288.0,,,694585320.0,,,,311060152.0,,,,,,,,,1111964152.0,895598080.0,113661184.0,113661184.0,,,,0.33592,,,8668617152.0,,,334400000.0,461768008.0,,,1005645472.0,,,,,12460503328.0,21039200.0,,,,,,68186456.0,,,-13465742160.0,,,,,358861568.0,17839120.0,57951504.0,,,,,,,,,,,181847640.0,,,898845896.0,,,,1499401904.0,,,0.0,,,,,,,13359349224.0,15381432040.0,,,,,,,,0.0,,,0.33592,,,,,,,,2761184608.0,,340269280.0,3238358968.0,,,,0.0,,,,,358861568.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,0.0,,,,,692043075.0,,,,,,,,,108251640.0,,,0.0,,,,334400000.0,,,,,2782756395.0,,,,,2956598730.0,,,,,,,,255963735.0,,,,,,,,,,1194957315.0,,25961448015.0,,1972744110.0,2281661055.0,,,,613574955.0,,,752705325.0,,,,231149295.0,,,,,,,,,1194957315.0,938993580.0,108251640.0,108251640.0,,,,0.32895,,,8782463835.0,,,334400000.0,500538060.0,,,983854620.0,,,,,12495339900.0,-17204085.0,,,,,,78034680.0,,,-13466108115.0,,,,,527823495.0,29233980.0,48713625.0,,,,,,,,,,,186286320.0,,,869716710.0,,,,1394879580.0,,,0.0,,,,,,,13365056610.0,15646717665.0,,,,,,,,0.0,,,0.32895,,,,,,,,2761260480.0,,529150905.0,3238446960.0,,,,0.0,,,,,527823495.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,68471530.7,,,,,841968030.2,8116636.8,,1.007384,488462512.6,1599718596.4,2300221049.8,489492257.0,,167020312.6,388150451.9,,-3001401688.5,,197170233.4,,,60354893.9,-173547078.6,,-19370799850.4,5489910003.5,-166892947.5,,,,5373236947.3,1.007384,,806022329.6,,2366440357.7,3461925485.2,-267867003.4,-239211599.0,,,2146263992.2,,,,,5373236947.3,,2173179477.6,,36465066566.2,,3073015897.5,2146263992.2,5489910003.5,,,851126149.3,488462512.6,488462512.6,684107278.8,,,,400458525.7,1076157745.9,-513620129.1,,,,,,1071205374.2,573460881.2,812672480.2,167020312.6,167020312.6,,19460707073.5,851126149.3,,,,16233734118.4,1798.9,16233734118.4,,-262582385.8,684107278.8,,2300221049.8,-327671433.9,2379725234.2,489492257.0,21606971065.7,17094266715.8,34653549.3,,,,,3073015897.5,-391069773.9,,,-19370799850.4,,1215655245.3,,,68471530.7,21235788.4,388150451.9,,6810299005.7,,,,,,,68471530.7,,-224049461.3,3985477341.2,,2366440357.7,2686241604.1,17094266715.8,2903277090.2,1266461578.0,,,2686241604.1,,,,1215655245.3,,-1007686215.2,19460707073.5,21606971065.7,,1266461578.0,36465066566.2,0.0,60354893.9,,,-173547078.6,400458525.7,,,,436513878.4,,,160791078.7,,-3001401688.5,806022329.6,523551856.0,1418403867.6,6810299005.7,,,1418403867.6,0.0,,,-2859788682.7,5585195937.6,8116636.8,,48726804.3,,-167351667.0,,,68471530.7,,-692526130.8,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,0.0,,,,,761774440.8,,,,,,,,,160408586.4,,,0.0,,,,489500000.0,,,,,4759900520.0,,,,,4093275190.4,,,,,,,,292948121.6,,,,,,,,,,1359368071.2,,32540372565.6,,2821241090.4,2752871276.8,,,,1323636727.2,,,664368980.8,,,,607665119.2,,,,,,,,,1359368071.2,1066419949.6,160408586.4,160408586.4,,,,0.331816,,,13919922203.2,,,489500000.0,591523144.0,,,1272034100.0,,,,,13734899855.2,-13590484.8,,,,,,85505490.4,,,-18805472710.4,,,,,209239676.8,48092363.2,557456119.2,,,,,,,,,,,245914076.8,,,1595130324.8,,,,1436513544.8,,,0.0,,,,,,,15330030180.0,18082901456.8,,,,,199040700.8,,,0.0,,,0.331816,,,,,,,,3450893385.6,,827271426.4,5709130044.0,,,,0.0,,,,,10198976.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,0.0,,,,,940078882.4,,,,,,,,,266257502.47,,,0.0,,,,489500000.0,,,,,5036559710.34,,,,,4141133852.05,,,,,,,,459987044.57,,,,,,,,,,1541590950.17,,33542556265.63,,2892565836.47,2840330598.4,,,,1276285741.97,,,669345416.16,,,,579222599.42,,,,,,,,,1541590950.17,1081603905.6,266257502.47,266257502.47,,,,0.542103,,,14216714420.35,,,489500000.0,596938525.46,,,1248568015.58,,,,,14084426832.27,-16770859.81,,,,,,133158566.9,,,-19458129433.36,,,,,69273535.36,66427494.61,588703980.89,,,,,,,,,,,399416069.37,,,1503983458.05,,,,1631097576.5,,,0.0,,,,,,,15588410290.32,18428740888.72,,,,,60408344.3,,,0.0,,,0.542103,,,,,,,,3458584613.82,,672764279.08,5721571903.2,,,,0.0,,,,,8865191.06,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,0.0,,,,,1092234642.18,,,,,,,,,365246986.72,,,0.0,,,,494200000.0,,,,,5392464495.11,,,,,4120456395.11,,,,,,,,597491700.41,,,,,,,,,,1681259193.02,,34665968540.17,,3049104807.65,2747917254.94,,,,1152066953.62,,,681517974.61,,,,389833612.85,,,,,,,,,1681259193.02,1083767492.61,365246986.72,365246986.72,,,,0.737396,,,14748506229.82,,,494200000.0,585483206.55,,,1071351587.46,,,,,14815017505.53,-9538217.26,,,,,,187947492.48,,,-19850951034.64,,,,,132985681.62,74486213.45,499541546.24,,,,,,,,,,,553194479.2,,,1379319496.39,,,,1711127418.0,,,0.0,,,,,,,16194337001.92,18942254256.86,,,,,129206527.12,,,0.0,,,0.737396,,,,,,,,3512042016.45,,838435843.41,5844001561.75,,,,0.0,,,,,3779154.5,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,-888442029.93,,,,,1227079146.32,97026526.4,,2.119725,928455722.62,2148784629.67,2490797285.56,490414172.0,,136999378.37,1193660261.52,,-3738549445.57,,-19727037.13,,,,-1575366828.14,,-23898292515.14,5615932785.92,,,,,7087735106.49,2.119725,,761014768.54,,1436053037.31,4295184543.87,-1323834917.92,-278936840.18,,,2859353794.02,,,,,7087735106.49,,2934974234.29,,44206028335.93,,4596937820.93,2859353794.02,5615932785.92,,,442743973.29,928455722.62,928455722.62,704514755.9,,,1618350203.3,225996150.78,75275503.45,-572454555.87,,,1618350203.3,,11699.34,1346278151.82,786189604.62,1065126444.8,136999378.37,136999378.37,,21743788858.1,442743973.29,,,,17515407545.63,,17515407545.63,,-426711260.11,704514755.9,,2490797285.56,51490745.23,2948906392.05,490414172.0,24603142652.12,20307735820.79,15078150.37,,,,,4596937820.93,-354895564.33,,,-23898292515.14,,1560286378.88,,,97026526.4,-124470787.14,1193660261.52,,7653497639.88,,,,,172124589.86,,97026526.4,,-217896185.96,5365892541.55,,1436053037.31,2641997605.83,20307735820.79,4019614389.73,1717736096.6,,,2641997605.83,,,,1560286378.88,,-963717533.38,21743788858.1,24603142652.12,,1717736096.6,44206028335.93,580776686.39,,,,-1575366828.14,225996150.78,,,,64422415.71,,,979946467.85,,-3738549445.57,761014768.54,1070707997.68,1685541462.81,7653497639.88,,,1685541462.81,0.0,,,-4217364433.97,7514677171.22,97026526.4,,-24792851.35,,-279438735.9,,,-888442029.93,,132834306.36,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,,,2723317927.97,,,,,,,,,242346741.8,,,,,,,494653115.0,,,,,,,,,,,,,,,,,,2723317927.97,,,,,,,,,,2723317927.97,,,,,,,,,,,,,,,,,,,,,,,,,,,242346741.8,242346741.8,,,,0.489933,,,,,,494653115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
