,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualPurchaseOfBusiness,annualPurchaseOfInvestment,annualAccountsReceivable,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInventory,trailingPretaxIncome,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingCashDividendsPaid,annualChangeInInventory,quarterlyInventory,quarterlyNetPPE,annualStockBasedCompensation,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualChangeInWorkingCapital,annualOtherIntangibleAssets,annualNetPPE,annualDilutedAverageShares,annualGrossProfit,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingIncome,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualCapitalStock,trailingOtherIncomeExpense,annualBasicEPS,trailingGrossProfit,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlyCurrentDebt,quarterlyDeferredIncomeTax,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualEbitda,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyRetainedEarnings,annualCommonStockIssuance,annualBasicAverageShares,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingCashFlow,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGoodwill,quarterlyStockholdersEquity,annualRetainedEarnings,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,annualLongTermDebt,annualCurrentDebt,quarterlyRepaymentOfDebt,annualCashDividendsPaid,annualOtherNonCashItems,annualOtherCurrentAssets,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,annualInvestmentsAndAdvances,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingDilutedEPS,trailingInterestExpense,quarterlySellingGeneralAndAdministration,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
481075200,,,,,,,,0.13,,,,,,8000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,,,,,61538462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97900000.0,,97900000.0,,,,,,,,,0.13,,,,,,,61538462.0,97900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,0.25,,,,,,15500000.0,15500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15500000.0,,,,,62000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110700000.0,,110700000.0,,,,,,,,,0.26,,,,,,,59615385.0,110700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,0.24,,,,,,14800000.0,14800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14800000.0,,,,,61666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116500000.0,,116500000.0,,,,,,,,,0.25,,,,,,,59200000.0,116500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,58900000.0,,364500000.0,,,,,,,,,585400000.0,8600000.0,8600000.0,,24400000.0,,,,6100000.0,,,,,,,,6100000.0,1213600000.0,,,,,,,61200000.0,,,22000000.0,1213600000.0,60394737.0,216700000.0,107300000.0,,,,,,33700000.0,143100000.0,,0.76,,22000000.0,429700000.0,,,0.77,,,,,61200000.0,,,7600000.0,1383000000.0,,,,,84000000.0,,,1260000000.0,,,33700000.0,33700000.0,,,700000.0,,,,,,1442000000.0,46100000.0,,,,1018500000.0,73600000.0,,,,,,,,,33700000.0,,46900000.0,104700000.0,1442000000.0,-181900000.0,,,,,,,59800000.0,,,,,,,,123000000.0,,-181900000.0,,172700000.0,45900000.0,24400000.0,,-228400000.0,,,,306700000.0,,59610390.0,123000000.0,1018500000.0,107300000.0,,,,,,,,213000000.0,,,,-228400000.0,58900000.0,,364500000.0,306700000.0,1383000000.0,46900000.0,10100000.0,37100000.0,,,585400000.0,46100000.0,,,,10100000.0,1260000000.0,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,0.17,,,,,,10500000.0,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,,,,,61764706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000000.0,,105000000.0,,,,,,,,,0.17,,,,,,,61764706.0,105000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,0.27,,,,,,16600000.0,16600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16600000.0,,,,,61481481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118400000.0,,118400000.0,,,,,,,,,0.28,,,,,,,59285714.0,118400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,0.3,,,,,,18300000.0,18300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18300000.0,,,,,61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129300000.0,,129300000.0,,,,,,,,,0.31,,,,,,,59032258.0,129300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,73200000.0,,389300000.0,,,,,,,,,576300000.0,13600000.0,13600000.0,,22200000.0,,,,6600000.0,,,,,,,,6600000.0,1323300000.0,,,,,,,88900000.0,,,22100000.0,1323300000.0,61000000.0,233800000.0,165200000.0,,,,,,28400000.0,160700000.0,,0.9,,22100000.0,466500000.0,,,0.91,,,,,88900000.0,,,12700000.0,1498000000.0,,,,,103200000.0,,,1367600000.0,,,28400000.0,28400000.0,,,6700000.0,,,,,,1567700000.0,76300000.0,,,,1108700000.0,73100000.0,,,,,,,,,28400000.0,,55800000.0,113800000.0,1567700000.0,-192000000.0,,,,,,,64200000.0,,,,,,,,130400000.0,,-192000000.0,,193500000.0,54900000.0,22200000.0,,-244400000.0,,,,331100000.0,,60329670.0,130400000.0,1108700000.0,165200000.0,,,,,,,,232700000.0,,,,-244400000.0,73200000.0,,389300000.0,331100000.0,1498000000.0,55800000.0,11200000.0,47400000.0,,,576300000.0,76300000.0,,,,11200000.0,1367600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,0.18,,,,,,10800000.0,10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800000.0,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900000.0,,109900000.0,,,,,,,,,0.18,,,,,,,60000000.0,109900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,0.24,,,,,,14700000.0,14700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700000.0,,,,,61250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122600000.0,,122600000.0,,,,,,,,,0.24,,,,,,,61250000.0,122600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,0.3,,,,,,18600000.0,18600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600000.0,,,,,62000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133800000.0,,133800000.0,,,,,,,,,0.3,,,,,,,62000000.0,133800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,84300000.0,,426900000.0,,,,,,,,,623500000.0,12000000.0,12000000.0,,23800000.0,,,,7100000.0,,,,,,,,7100000.0,1452300000.0,,,,,,,90200000.0,,,22100000.0,1452300000.0,60549451.0,236900000.0,186200000.0,,,,,,19900000.0,159800000.0,,0.91,,22100000.0,483400000.0,,,0.91,,,,,90200000.0,,,11100000.0,1615600000.0,,,,,97100000.0,,,1498200000.0,,,19900000.0,19900000.0,,,4300000.0,,,,,,1713700000.0,96000000.0,,,,1188700000.0,77100000.0,,,,,,,,,19900000.0,,56000000.0,117100000.0,1713700000.0,-206500000.0,,,,,,,67000000.0,,,,,,,,117400000.0,,-206500000.0,,194800000.0,55100000.0,23800000.0,,-261400000.0,,,,366900000.0,,60549451.0,117400000.0,1188700000.0,186200000.0,,,,,,,,246500000.0,,,,-261400000.0,84300000.0,,426900000.0,366900000.0,1615600000.0,56000000.0,12200000.0,41100000.0,,,623500000.0,96000000.0,,,,12200000.0,1498200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,0.17,,,,,,10200000.0,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200000.0,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115300000.0,,115300000.0,,,,,,,,,0.17,,,,,,,60000000.0,115300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,0.24,,,,,,14500000.0,14500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500000.0,,,,,60416667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127400000.0,,127400000.0,,,,,,,,,0.24,,,,,,,60416667.0,127400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,0.33,,,,,,20300000.0,20300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20300000.0,,,,,61515152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144300000.0,,144300000.0,,,,,,,,,0.33,,,,,,,61515152.0,144300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
