,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualPurchaseOfBusiness,annualPurchaseOfInvestment,annualAccountsReceivable,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInventory,trailingPretaxIncome,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingCashDividendsPaid,annualChangeInInventory,quarterlyInventory,quarterlyNetPPE,annualStockBasedCompensation,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualChangeInWorkingCapital,annualOtherIntangibleAssets,annualNetPPE,annualDilutedAverageShares,annualGrossProfit,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingIncome,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualCapitalStock,trailingOtherIncomeExpense,annualBasicEPS,trailingGrossProfit,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlyCurrentDebt,quarterlyDeferredIncomeTax,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualEbitda,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyRetainedEarnings,annualCommonStockIssuance,annualBasicAverageShares,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingCashFlow,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGoodwill,quarterlyStockholdersEquity,annualRetainedEarnings,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,annualLongTermDebt,annualCurrentDebt,quarterlyRepaymentOfDebt,annualCashDividendsPaid,annualOtherNonCashItems,annualOtherCurrentAssets,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,annualInvestmentsAndAdvances,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingDilutedEPS,trailingInterestExpense,quarterlySellingGeneralAndAdministration,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315446400,,16400000.0,,193400000.0,,,,,,,,,,,,,,,,,4400000.0,,,,,,,,,,,,,,,,,,,21600000.0,850200000.0,55862069.0,104800000.0,105000000.0,,,,,,44600000.0,67000000.0,,0.29,,,235200000.0,,,0.3,,,,,40000000.0,,,,,,,,,26200000.0,,,,,,,,,,-1500000.0,,,,,,1019900000.0,,,,,,37800000.0,,,,,,,,,44600000.0,,18200000.0,,,,,,,,,,39200000.0,,,,,,,,95400000.0,,,,80900000.0,16200000.0,15800000.0,,-169700000.0,,,,,,54000000.0,,789600000.0,,,,,,,,,130400000.0,,,,,,,,174300000.0,983000000.0,18200000.0,,8000000.0,,,456800000.0,65000000.0,,,,2200000.0,887600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
347068800,,18600000.0,,209800000.0,,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,21600000.0,892200000.0,57027027.0,115100000.0,104700000.0,,,,,,42000000.0,75600000.0,,0.37,,,261100000.0,,,0.39,,,,,37900000.0,,,,,,,,,33000000.0,,,,,,,,,,400000.0,,,,,,1070600000.0,,,,,,39500000.0,,,,,,,,,42000000.0,,23000000.0,,,,,,,,,,43000000.0,,,,,,,,96300000.0,,,,90000000.0,21100000.0,16300000.0,,-178400000.0,,,,,,54102564.0,,816600000.0,,,,,,,,,146000000.0,,,,,,,,188900000.0,1026400000.0,23000000.0,,10000000.0,,,476200000.0,66800000.0,,,,2600000.0,930100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378604800,,22400000.0,,226400000.0,,,,,,,,,,,,,,,,,4900000.0,,,,,,,,,,,,,,,,,,,21700000.0,952800000.0,58378378.0,124400000.0,114700000.0,,,,,,31600000.0,81200000.0,,0.37,,,287500000.0,,,0.4,,,,,42800000.0,,,,,,,,,34000000.0,,,,,,,,,,1900000.0,,,,,,1143500000.0,,,,,,43200000.0,,,,,,,,,31600000.0,,23400000.0,,,,,,,,,,49100000.0,,,,,,,,90600000.0,,,,96700000.0,21600000.0,17800000.0,,-190700000.0,,,,,,54000000.0,,856500000.0,,,,,,,,,163100000.0,,,,,,,,203100000.0,1082900000.0,23400000.0,,10600000.0,,,493200000.0,71900000.0,,,,3200000.0,992300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
410140800,,28000000.0,,255000000.0,,,,,,,,,,,,,,,,,5100000.0,,,,,,,,,,,,,,,,,,,21800000.0,1003000000.0,59361702.0,144600000.0,100900000.0,,,,,,21500000.0,97400000.0,,0.47,,,328600000.0,,,0.49,,,,,45000000.0,,,,,,,,,46600000.0,,,,,,,,,,2200000.0,,,,,,1203600000.0,,,,,,47200000.0,,,,,,,,,21500000.0,,29400000.0,,,,,,,,,,53000000.0,,,,,,,,92500000.0,,,,114900000.0,27900000.0,20200000.0,,-200600000.0,,,,,,56938776.0,,882500000.0,,,,,,,,,184000000.0,,,,,,,,222400000.0,1137500000.0,29400000.0,,17200000.0,,,530300000.0,55900000.0,,,,7200000.0,1045000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441676800,,37600000.0,,286400000.0,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,,,,,,,,,,21900000.0,1057700000.0,59838710.0,171800000.0,87100000.0,,,,,,24700000.0,121400000.0,,0.62,,,371200000.0,,,0.63,,,,,49300000.0,,,,,,,,,66600000.0,,,,,,,,,,1000000.0,,,,,,1268200000.0,,,,,,50400000.0,,,,,,,,,24700000.0,,38300000.0,,,,,,,,,,55800000.0,,,,,,,,95400000.0,,,,139600000.0,37100000.0,21000000.0,,-210500000.0,,,,,,58888889.0,,909600000.0,,,,,,,,,199400000.0,,,,,,,,249200000.0,1196000000.0,38300000.0,,28300000.0,,,546800000.0,37800000.0,,,,2900000.0,1100600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
449539200,,,,,,,,0.15,,,,,,9000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94300000.0,,94300000.0,,,,,,,,,0.15,,,,,,,60000000.0,94300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457401600,,,,,,,,0.21,,,,,,12600000.0,12600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12600000.0,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102100000.0,,102100000.0,,,,,,,,,0.21,,,,,,,60000000.0,102100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465350400,,,,,,,,0.24,,,,,,14700000.0,14700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700000.0,,,,,61250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110900000.0,,110900000.0,,,,,,,,,0.25,,,,,,,58800000.0,110900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473299200,,48000000.0,,321100000.0,,,,,,,,,533000000.0,10700000.0,10700000.0,,20600000.0,,,,5600000.0,,,,,,,,5600000.0,1122100000.0,,,,,,,55300000.0,,,22000000.0,1122100000.0,60394737.0,203800000.0,113400000.0,,,,,,19400000.0,137500000.0,,0.76,,22000000.0,407600000.0,,,0.77,,,,,55300000.0,,,9600000.0,1266100000.0,,,,,81900000.0,,,1164700000.0,,,19400000.0,19400000.0,,,1500000.0,,,,,,1344500000.0,58100000.0,,,,945000000.0,66300000.0,,,,,,,,,19400000.0,,47000000.0,100300000.0,1344500000.0,-169800000.0,,,,,,,57000000.0,,,,,,,,101400000.0,,-169800000.0,,161500000.0,45900000.0,20600000.0,,-222400000.0,,,,264400000.0,,59610390.0,101400000.0,945000000.0,113400000.0,,,,,,,,203800000.0,,,,-222400000.0,48000000.0,,321100000.0,264400000.0,1266100000.0,47000000.0,8700000.0,34900000.0,,,533000000.0,58100000.0,,,,8700000.0,1164700000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
