date,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualGoodwill,annualPretaxIncome,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualDepreciationAndAmortization,annualBasicAverageShares,quarterlyCostOfRevenue,annualOtherNonCashItems,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualStockholdersEquity,annualStockBasedCompensation,quarterlyOtherIncomeExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualTotalAssets,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualRetainedEarnings,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualOperatingIncome,quarterlyCashAndCashEquivalents,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingCashFlow,annualOtherIncomeExpense,trailingTotalRevenue,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyBeginningCashPosition,annualEbitda,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,annualNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,quarterlyTotalAssets,trailingPretaxIncome,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingDeferredIncomeTax,trailingCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualBeginningCashPosition,annualCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingChangesInAccountReceivables,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualGrossPPE,annualSellingGeneralAndAdministration,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualTaxProvision,annualEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlySellingGeneralAndAdministration,annualRepaymentOfDebt,annualCapitalExpenditure,quarterlyStockholdersEquity,quarterlyOtherNonCashItems,annualCapitalStock,annualOtherCurrentAssets,trailingGrossProfit,annualCostOfRevenue,trailingCommonStockIssuance,trailingFreeCashFlow,annualTotalRevenue,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingCostOfRevenue,annualBasicEPS,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyEbitda,trailingTaxProvision,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncome,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyDeferredIncomeTax,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,annualOperatingExpense,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingInterestExpense,annualSaleOfInvestment,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,annualIncomeTaxPayable,quarterlyChangeInInventory,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyInterestExpense,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualInventory,quarterlyInventory,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments
2015-06-30,,45909000.0,,0.0,,,,,,,322115000.0,5098000.0,237604000.0,,,22583000.0,,,,96938000.0,,,19360000.0,2217920000.0,,,,1944795000.0,,17435000.0,,7108000.0,,29134000.0,,,,,,,13014000.0,,,390632000.0,,,-33681000.0,,,,,60514000.0,515688000.0,17435000.0,,1377000.0,43495000.0,,153423000.0,,,390632000.0,,,0.0,,,,-222585000.0,-33904000.0,4580122000.0,,82702000.0,,5173169000.0,,57961000.0,2680943000.0,,,82728000.0,,,,,,4040381000.0,,,-786000.0,0.1,,,,0.0,99832000.0,,,,,,,,,,,,,390632000.0,-458491000.0,10856000.0,,,107463000.0,4056000.0,,22378000.0,,,1238743000.0,1744000.0,,,,,,,,30348000.0,593047000.0,463023000.0,,-194053000.0,57961000.0,-366045000.0,,,,-36298000.0,1214000.0,,,,85085000.0,,0.1,2330000.0,579418000.0,,130046000.0,46949000.0,,,,3928714000.0,,-4018000.0,,76814000.0,,,1112000.0,,,,,-268494000.0,-111667000.0,650186000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,69956000.0,,0.0,,,,,,,115203000.0,23905000.0,246173000.0,,,22041000.0,,,,117713000.0,,,-22552000.0,2768409000.0,,,,2431182000.0,,-3563000.0,,39106000.0,,2418000.0,,,,,,,13827000.0,,,635821000.0,,,4758000.0,,,,,65821000.0,515755000.0,-820000.0,,1380000.0,38644000.0,,390632000.0,,,635821000.0,,,0.0,,,,-5474000.0,-7263000.0,4643170000.0,,-11453000.0,,5534512000.0,,77522000.0,3041100000.0,,,89009000.0,,,,,,4128273000.0,,,-2949000.0,-0.03,,,,0.0,129139000.0,,,,,,,,,,,,,635821000.0,-102665000.0,9331000.0,,,141250000.0,-27605000.0,,22154000.0,,,1219186000.0,11572000.0,,,,,,,,4091000.0,891342000.0,272691000.0,,370000.0,77522000.0,-14809000.0,,,,-39861000.0,1673000.0,,,,119096000.0,,-0.03,2556000.0,0.0,,163291000.0,75429000.0,,,,3981751000.0,,4864000.0,,76273000.0,,,1657000.0,,,,,-75430000.0,-146522000.0,278882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,19004000.0,103811000.0,0.0,2550175000.0,-146996000.0,70492000.0,55874000.0,-221376000.0,,2031937000.0,31408000.0,-8205000.0,166614000.0,65883000.0,25296000.0,71894000.0,,,103811000.0,1184743000.0,13125000.0,-62626000.0,3069562000.0,3208593000.0,,8228223000.0,2550175000.0,-8400000.0,-64032000.0,55874000.0,26630000.0,-3172411000.0,-156027000.0,-104593000.0,,19887000.0,3069562000.0,150721000.0,,15460000.0,124260000.0,61292000.0,626595000.0,,22900000.0,-86289000.0,,-114863000.0,,921610000.0,143639000.0,1246164000.0,-57750000.0,,1388000.0,52920000.0,,635821000.0,227906000.0,1246164000.0,626595000.0,5802380000.0,,1600000.0,2218392000.0,-74762000.0,,-2643563000.0,50880000.0,7273856000.0,31408000.0,315904000.0,-1.25,8228223000.0,,,5287954000.0,626595000.0,65883000.0,133812000.0,626595000.0,,,,,5990254000.0,468554000.0,954367000.0,22900000.0,,,-11272000.0,,17606000.0,150721000.0,,133812000.0,-13497000.0,-187874000.0,5990254000.0,111141000.0,,-79886000.0,,0.0,,196998000.0,626595000.0,-1693192000.0,-717000.0,-13241000.0,626595000.0,80358000.0,-36628000.0,160442000.0,50643000.0,-1324014000.0,-3089249000.0,1184743000.0,50391000.0,1388000.0,17606000.0,,90383000.0,,,469506000.0,-172110000.0,954367000.0,2218392000.0,-2964989000.0,,,-366750000.0,2031937000.0,,-1.25,-104593000.0,-16083000.0,38268000.0,379123000.0,7273856000.0,-10361000.0,,,3095000.0,0.0,-208135000.0,105654000.0,-63281000.0,,,,5802380000.0,,47966000.0,,70492000.0,5287954000.0,-78276000.0,-16266000.0,,26630000.0,15460000.0,317831000.0,-2662567000.0,-187874000.0,1665983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,35274000.0,,451262000.0,,,,,,,1575383000.0,29921000.0,-1502000.0,,,37042000.0,,,,111312000.0,,,338000.0,3052502000.0,,,,2531470000.0,,-481000.0,55874000.0,26692000.0,,-33505000.0,,,,,,,18081000.0,,,603461000.0,,,0.0,,,,,81627000.0,1237190000.0,-481000.0,,1391000.0,59007000.0,,626595000.0,,,603461000.0,,,0.0,,,,3563000.0,-14495000.0,7252468000.0,,23073000.0,,8199553000.0,,87833000.0,5291180000.0,,,741437000.0,,,,,,5415312000.0,,,6186000.0,-0.01,,,,55725000.0,165257000.0,,,,,,,,,,,,,603461000.0,-30137000.0,7366000.0,,,116875000.0,5638000.0,,22620000.0,,,1359806000.0,17487000.0,,,,,,,,-33408000.0,947085000.0,2238678000.0,,-4064000.0,87833000.0,-29712000.0,,,,-105074000.0,97000.0,,,,94255000.0,,-0.01,1023000.0,0.0,,153917000.0,35248000.0,,,,5208372000.0,,-6127000.0,,64913000.0,,,62000.0,,,,,-31711000.0,-206940000.0,-6639000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,49095000.0,,431688000.0,,,,,,,1424132000.0,41198000.0,-62963000.0,,,40421000.0,,,,117469000.0,,,-4318000.0,3189658000.0,,,,2650473000.0,,-20907000.0,55874000.0,28539000.0,,-44937000.0,,,,,,,18178000.0,,,562445000.0,,,0.0,,,,,84322000.0,1219242000.0,-20907000.0,,1392000.0,61031000.0,,603461000.0,,,562445000.0,,,0.0,,,,43434000.0,-16757000.0,7141809000.0,,-8309000.0,,8104745000.0,,90809000.0,5249358000.0,,,701872000.0,,,,,,5414110000.0,,,4182000.0,-0.23,,,,61579000.0,159065000.0,,,,,,,,,,,,,562445000.0,-73516000.0,-2667000.0,,,146880000.0,-67855000.0,,23291000.0,,,1342110000.0,13598000.0,,,,,,,,-43059000.0,962936000.0,2059700000.0,,0.0,90809000.0,-34213000.0,,,,-125981000.0,1878000.0,,,,123589000.0,,-0.23,1423000.0,0.0,,187301000.0,62558000.0,,,,5156083000.0,,-25346000.0,,62855000.0,,,1847000.0,,,,,-5661000.0,-258027000.0,-38542000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,60547000.0,,426389000.0,,,,,,,1374327000.0,38495000.0,-21342000.0,,,39969000.0,,,,119161000.0,,,-4461000.0,3177191000.0,,,,2637939000.0,,-26171000.0,55874000.0,29644000.0,,-27711000.0,,,,,,,18702000.0,,,540147000.0,,,0.0,,,,,87441000.0,1199816000.0,-26171000.0,,1393000.0,57988000.0,,562445000.0,,,540147000.0,,,0.0,,,,56221000.0,750000.0,7060763000.0,,-23422000.0,,7994979000.0,,90860000.0,5154086000.0,,,693081000.0,,,,,,5409561000.0,,,10596000.0,-0.29,,,,70905000.0,147961000.0,,,,,,,,,,,,,540147000.0,205000.0,5336000.0,,,138149000.0,4531000.0,,29453000.0,,,1329754000.0,11401000.0,,,,,,,,-26571000.0,934216000.0,1976895000.0,,0.0,90860000.0,-58672000.0,,,,-152152000.0,1140000.0,,,,108696000.0,,-0.29,1411000.0,0.0,,178118000.0,50708000.0,,,,5103557000.0,,7119000.0,,60199000.0,,,1105000.0,,,,,-4326000.0,-306004000.0,-82094000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,46893000.0,89461000.0,21798000.0,1737946000.0,0.0,55793000.0,0.0,-241013000.0,,2212968000.0,31470000.0,26717000.0,243365000.0,90815000.0,22553000.0,50394000.0,,,89461000.0,1252957000.0,6059000.0,-88781000.0,2592633000.0,-187194000.0,,7705865000.0,1737946000.0,0.0,-82288000.0,0.0,27723000.0,-63705000.0,-135354000.0,-234440000.0,,-1156000.0,2592633000.0,125596000.0,,18179000.0,191809000.0,166545000.0,565333000.0,,22912000.0,0.0,,-97222000.0,,0.0,94636000.0,1142112000.0,-82288000.0,,1402000.0,65339000.0,,540147000.0,409910000.0,1142112000.0,565333000.0,4993251000.0,,0.0,2395233000.0,-13772000.0,,42722000.0,33614000.0,6812849000.0,31470000.0,-6156000.0,-1.47,7705865000.0,,,4987866000.0,565333000.0,90815000.0,669688000.0,565333000.0,,,,,5358007000.0,626595000.0,893016000.0,22912000.0,,,3112000.0,,61523000.0,125596000.0,,669688000.0,375000.0,-364756000.0,5358007000.0,104661000.0,,-129847000.0,,21798000.0,,-14814000.0,565333000.0,39743000.0,-11191000.0,494000.0,565333000.0,112667000.0,43914000.0,-59090000.0,29297000.0,-259042000.0,-45869000.0,1252957000.0,7908000.0,1402000.0,61523000.0,,139985000.0,,,654556000.0,-137975000.0,893016000.0,2395233000.0,145940000.0,0.0,,-136445000.0,2212968000.0,,-1.47,-234440000.0,-2621000.0,2106000.0,514571000.0,6812849000.0,83370000.0,,,2202000.0,0.0,-241507000.0,135220000.0,18031000.0,,,-4064000.0,4993251000.0,,26460000.0,,55793000.0,4987866000.0,-129847000.0,-2639000.0,,27723000.0,18179000.0,348026000.0,-4171000.0,-364756000.0,-59919000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,35228000.0,,23850000.0,,,,,,,2202661000.0,31711000.0,125829000.0,,,39936000.0,,,,101740000.0,,,-947000.0,2665256000.0,,,,1813749000.0,,-33995000.0,,28362000.0,,-56273000.0,,,,,,,18250000.0,,,676768000.0,,,,,,,,99131000.0,1125307000.0,-33995000.0,,1407000.0,60987000.0,,565333000.0,,,676768000.0,,,,,,,33152000.0,-10982000.0,6760260000.0,,-3018000.0,,7757111000.0,,92072000.0,5074302000.0,,,686006000.0,,,,,,5358743000.0,,,32370000.0,-0.37,,,,42040000.0,147434000.0,,,,,,,,,,,,,676768000.0,30654000.0,19858000.0,,,111199000.0,32730000.0,,38144000.0,,,1239800000.0,10457000.0,,,,,,,,-57191000.0,996851000.0,2409046000.0,,0.0,92072000.0,-16870000.0,,,,-266209000.0,-918000.0,,,,73055000.0,,-0.37,2509000.0,,,151135000.0,12068000.0,,,,4942231000.0,,18392000.0,,51921000.0,,,639000.0,,,,,-2076000.0,-416512000.0,59947000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,20059000.0,,0.0,,,,,,,1747956000.0,32736000.0,-2898000.0,,,35632000.0,,,,117110000.0,,,39118000.0,2552215000.0,,,,2099941000.0,,5238000.0,,31416000.0,,-680000.0,,,,,,,18121000.0,,,691846000.0,,,,,,,,107759000.0,1109707000.0,5238000.0,,1407000.0,63222000.0,,676768000.0,,,691846000.0,,,,,,,17067000.0,-19454000.0,6124190000.0,,-6915000.0,,7163835000.0,,92257000.0,4488459000.0,,,115305000.0,,,,,,5364966000.0,,,42133000.0,0.06,,,,0.0,154944000.0,,,,,,,,,,,,,862910000.0,163701000.0,-8416000.0,,,134735000.0,166693000.0,,44537000.0,,,1259511000.0,17933000.0,,,,,,,,-2111000.0,1039645000.0,1936244000.0,,0.0,92745000.0,-179743000.0,,,,-258784000.0,-1431000.0,,,,90198000.0,,0.06,2691000.0,,,170367000.0,26976000.0,,,,4893596000.0,,-32698000.0,,49981000.0,,,3054000.0,,,,,-2992000.0,-471370000.0,-186658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,37078000.0,,0.0,,,,,,,716728000.0,33261000.0,-248829000.0,,,43058000.0,,,,104841000.0,,,8093000.0,3324259000.0,,,,2864666000.0,,-28862000.0,,32889000.0,,-34820000.0,,,,,,,17992000.0,,,462846000.0,,,,,,,,85686000.0,1096416000.0,-28862000.0,,1410000.0,61830000.0,,862910000.0,,,462846000.0,,,,,,,34674000.0,11576000.0,6114923000.0,,-13068000.0,,6871243000.0,,92352000.0,4220030000.0,,,159619000.0,,,,,,5380516000.0,,,57334000.0,-0.31,,,,0.0,145276000.0,,,,,,,,,,,,,615009000.0,5029000.0,-12200000.0,,,110372000.0,-175802000.0,,23856000.0,,,1248617000.0,15266000.0,,,,,,,,-37453000.0,756320000.0,895771000.0,,0.0,92352000.0,-277868000.0,,,,-285330000.0,-2633000.0,,,,86516000.0,,-0.31,1849000.0,,,153430000.0,24686000.0,,,,4854303000.0,,-6203000.0,,44669000.0,,,1473000.0,,,,,-2404000.0,-526213000.0,-290936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,-25168000.0,89680000.0,0.0,3195312000.0,-285497000.0,38074000.0,,-255944000.0,,403488000.0,37923000.0,-390146000.0,246720000.0,103866000.0,49708000.0,43901000.0,,,89680000.0,1510369000.0,16778000.0,-82357000.0,3502800000.0,-789513000.0,,6387021000.0,3195312000.0,,-113299000.0,,18636000.0,206272000.0,-141091000.0,-398629000.0,,-42736000.0,3502800000.0,88538000.0,,17859000.0,67197000.0,42152000.0,128087000.0,,48018000.0,,,-36093000.0,,,107409000.0,1077786000.0,-113299000.0,,1486000.0,60681000.0,,615009000.0,288872000.0,1077786000.0,128087000.0,4801925000.0,,,513853000.0,31429000.0,,-26088000.0,15921000.0,6045485000.0,37923000.0,-82001000.0,-1.65,6387021000.0,,,4016653000.0,128087000.0,103866000.0,165774000.0,128087000.0,,,,,5380399000.0,682837000.0,341536000.0,48018000.0,,,-2939000.0,,0.0,88538000.0,,165774000.0,-23350000.0,-578474000.0,4801925000.0,153265000.0,,-164189000.0,,0.0,,-105002000.0,224787000.0,6888000.0,-41978000.0,-23080000.0,224787000.0,85831000.0,7808000.0,-516044000.0,46728000.0,-2276463000.0,-8392000.0,1510369000.0,245000.0,1486000.0,0.0,,168334000.0,,,610471000.0,-159189000.0,341536000.0,513853000.0,58805000.0,,,-1801982000.0,403488000.0,,-1.65,-398629000.0,-18098000.0,-34848000.0,442137000.0,6045485000.0,39103000.0,,,9729000.0,,-232864000.0,135539000.0,-21578000.0,,,,4801925000.0,,-14339000.0,,38074000.0,4016653000.0,-164189000.0,-28516000.0,,18636000.0,17859000.0,399985000.0,-920000.0,-578474000.0,-371866000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,52089000.0,,,,,,,,,413249000.0,38155000.0,28868000.0,,,37323000.0,,,,70346000.0,,,-20665000.0,3453567000.0,,,,3181122000.0,,83233000.0,,16839000.0,,-76367000.0,,,,,,,1807000.0,,,157833000.0,,,-28008000.0,,,,,93348000.0,1057557000.0,83233000.0,,1486000.0,65590000.0,,224787000.0,,,157833000.0,,,,,,,49369000.0,-6410000.0,5930286000.0,,2979000.0,,6258781000.0,,148139000.0,3979431000.0,,,152921000.0,,,,,,4719808000.0,,,30360000.0,0.56,,,,,107439000.0,,,,,,,,,,,,,253397000.0,1364000.0,18527000.0,,,90224000.0,4084000.0,,27758000.0,,,1576008000.0,14944000.0,,,,,,,,-77343000.0,328495000.0,525864000.0,,,148166000.0,-51556000.0,,,,-290818000.0,-976000.0,,,,62466000.0,,0.56,0.0,,,127547000.0,-3124000.0,,,,4719808000.0,,30637000.0,,13134000.0,,,-882000.0,,,,,-2720000.0,-626766000.0,-24585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,23396000.0,,,,,,,,,458177000.0,151949000.0,265860000.0,,,49805000.0,,,,161017000.0,,,-8487000.0,6127876000.0,,,,5502939000.0,,-21337000.0,114780000.0,202767000.0,,-27612000.0,,,,,,,1735000.0,,,339209000.0,,,-28008000.0,,,,,93882000.0,2033854000.0,-21337000.0,,2096000.0,69994000.0,,253397000.0,,,339209000.0,,,,,,,15783000.0,21000.0,9088285000.0,,-5245000.0,,9700825000.0,,161568000.0,6814127000.0,,,304725000.0,,,,,,7318186000.0,,,37400000.0,-0.13,,,,,217134000.0,,,,,,,,,,,,,516085000.0,-841280000.0,-26275000.0,,,130083000.0,1922000.0,,23888000.0,,,2200388000.0,8296000.0,,,,,,,,-23178000.0,612540000.0,686251000.0,,,161568000.0,-209695000.0,,,,-301167000.0,4434000.0,,,,106195000.0,,-0.13,73000.0,,,179888000.0,36201000.0,,,,6634926000.0,,-16861000.0,,12780000.0,,,3888000.0,,,,,-7613000.0,-683260000.0,1083744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,75542000.0,,,,,,,,,454351000.0,155278000.0,-5770000.0,,,59027000.0,,,,178094000.0,,,722000.0,6088712000.0,,,,5499731000.0,,-33590000.0,113701000.0,204157000.0,,-19051000.0,,,,,,,1720000.0,,,349563000.0,,,-39611000.0,,,,,128359000.0,2000893000.0,-33590000.0,,2096000.0,103593000.0,,516085000.0,,,349563000.0,,,,,,,70555000.0,-12368000.0,8947940000.0,,-11466000.0,,9575977000.0,,209142000.0,6762889000.0,,,277510000.0,,,,,,7318990000.0,,,44436000.0,-0.16,,,,,207185000.0,,,,,,,,,,,,,509995000.0,-34960000.0,-5254000.0,,,187015000.0,24647000.0,,24766000.0,,,2132675000.0,13315000.0,,,,,,,,-13038000.0,628037000.0,674177000.0,,-54620000.0,209142000.0,-207964000.0,,,,-334757000.0,6013000.0,,,,162249000.0,,-0.16,88000.0,0.0,,246042000.0,58656000.0,,,,6555836000.0,,-18862000.0,,12444000.0,,,1882000.0,,,,,-4987000.0,-763154000.0,-46352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,102174000.0,145161000.0,38244000.0,5297513000.0,-135234000.0,12090000.0,120553000.0,-165617000.0,,464332000.0,172546000.0,-112254000.0,341837000.0,182239000.0,74752000.0,48456000.0,,,145161000.0,2067454000.0,257000.0,12159000.0,5907150000.0,782501000.0,,9330354000.0,5297513000.0,,-15489000.0,120553000.0,178849000.0,-858998000.0,-30351000.0,-359603000.0,,-18976000.0,5907150000.0,177089000.0,,1626000.0,253201000.0,99865000.0,248524000.0,,40238000.0,-39607000.0,,-16271000.0,,650000000.0,130209000.0,1996404000.0,-15489000.0,,2096000.0,102660000.0,,509995000.0,441702000.0,1996404000.0,248524000.0,6470026000.0,,,688282000.0,57866000.0,,95049000.0,31326000.0,8829169000.0,172546000.0,-9267000.0,0.07,9330354000.0,,209142000.0,6595432000.0,248524000.0,182239000.0,242186000.0,248524000.0,,,,,6470026000.0,224787000.0,501185000.0,40238000.0,-0.07,,12569000.0,249211000.0,,177089000.0,,242186000.0,-14891000.0,-833844000.0,6470026000.0,103961000.0,,12380000.0,,38244000.0,,-22999000.0,392809000.0,15878000.0,-5974000.0,-12290000.0,392809000.0,138341000.0,27213000.0,176704000.0,27549000.0,-710517000.0,-22445000.0,2067454000.0,11901000.0,2096000.0,,,220907000.0,,,766570000.0,-52058000.0,501185000.0,688282000.0,230756000.0,-4210000.0,209142000.0,-241302000.0,464332000.0,,0.07,-359603000.0,-21707000.0,24926000.0,545663000.0,8829169000.0,110792000.0,,-0.07,96000.0,0.0,-153327000.0,213093000.0,8132000.0,,,-894419000.0,6470026000.0,,30012000.0,,12090000.0,6595432000.0,12380000.0,-19779000.0,,178849000.0,1626000.0,445798000.0,-7125000.0,-833844000.0,-230306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,84999000.0,,35595000.0,,,,,,,429094000.0,92910000.0,21402000.0,,,60751000.0,,,,152342000.0,,,16793000.0,6137683000.0,,,,5277976000.0,,-8627000.0,114867000.0,169030000.0,,-36057000.0,,,,,,,,,,286400000.0,,,-41987000.0,,,,,135295000.0,1932795000.0,-8627000.0,,2096000.0,106969000.0,,392809000.0,,,286400000.0,,,,,,,77631000.0,-9058000.0,8904434000.0,,-1738000.0,,9451829000.0,,209142000.0,6800545000.0,,,133097000.0,,,,,,6629437000.0,,,32313000.0,-0.04,,,,,191913000.0,,,,,,,,,,,,,409834000.0,-3803000.0,-1888000.0,,,164581000.0,3565000.0,,28326000.0,,,2001043000.0,11695000.0,,,,,,,,-40208000.0,547395000.0,662862000.0,,,209142000.0,-66069000.0,,,,-368230000.0,-4151000.0,,,,136255000.0,,-0.04,160000.0,,,225332000.0,29286000.0,,,,6629437000.0,,3757000.0,,,,,-4318000.0,,,,,-7368000.0,-917164000.0,-59794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,91488000.0,,33693000.0,,,,,,,496189000.0,97973000.0,-94459000.0,,,71575000.0,,,,164476000.0,,,4662000.0,5986708000.0,,,,5105373000.0,,-3595000.0,150785000.0,160235000.0,,-16827000.0,,,,,,,,,,204148000.0,,,-41992000.0,,,,,128570000.0,1890615000.0,-3595000.0,,2096000.0,100354000.0,,409834000.0,,,204148000.0,,,,,,,88234000.0,-12347000.0,8805207000.0,,-14301000.0,,9277094000.0,,209142000.0,6708927000.0,,,117794000.0,,,,,,7563827000.0,,,15262000.0,-0.02,,,,,184104000.0,,,,,,,,,,,,,317519000.0,10245000.0,2613000.0,,,183791000.0,31754000.0,,28216000.0,,,1938449000.0,9737000.0,,,,,,,,-11158000.0,471887000.0,722219000.0,,,209142000.0,-352308000.0,,,,-371825000.0,5669000.0,,,,155575000.0,,-0.02,43000.0,,,255366000.0,55221000.0,,,,6564873000.0,,-2591000.0,,,,,3136000.0,,,,,-3254000.0,-998954000.0,-196192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,91716000.0,,38729000.0,,,,,,,635929000.0,110651000.0,33893000.0,,,75037000.0,,,,176883000.0,,,-12736000.0,6592051000.0,,,,5624514000.0,,-54837000.0,145616000.0,152948000.0,,-62313000.0,,,,,,,,,,239297000.0,,,-41990000.0,,,,,137443000.0,1957146000.0,-54837000.0,,2097000.0,114282000.0,,317519000.0,,,239297000.0,,,,,,,67575000.0,-10793000.0,9276861000.0,,-11575000.0,,9929191000.0,,209155000.0,7461757000.0,,,109854000.0,,,,,,6967149000.0,,,8744000.0,-0.26,,,,,186170000.0,,,,,,,,,,,,,344231000.0,-737325000.0,4513000.0,,,178771000.0,343000.0,,23161000.0,,,1837176000.0,12638000.0,,,,,,,,-60801000.0,652330000.0,869706000.0,,-713527000.0,209155000.0,-201077000.0,,,,-426662000.0,1512000.0,,,,155610000.0,,-0.26,265000.0,0.0,,253808000.0,41328000.0,,,,6967149000.0,,5541000.0,,,,,1321000.0,,,,,-24141000.0,-1080363000.0,679502000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
