date,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,quarterlyChangeInInventory,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOtherIncomeExpense,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,annualGrossPPE,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyTaxProvision,annualInventory,quarterlyEbitda,quarterlyNetPPE,trailingTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyTotalRevenue,annualCurrentDebt,trailingStockBasedCompensation,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,trailingOtherNonCashItems,annualDilutedEPS,annualCostOfRevenue,annualTotalRevenue,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingGrossProfit,quarterlyPretaxIncome,annualGrossProfit,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyTotalAssets,quarterlyCostOfRevenue,annualGoodwill,quarterlyCurrentAccruedExpenses,trailingNetIncome,trailingCashDividendsPaid,annualPretaxIncome,annualTotalAssets,annualCashDividendsPaid,annualAccountsReceivable,trailingChangeInWorkingCapital,annualNetIncome,quarterlyFreeCashFlow,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,trailingOperatingIncome,quarterlyDepreciationAndAmortization,annualFreeCashFlow,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,quarterlyCurrentDebt,trailingInvestingCashFlow,annualAccountsPayable,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyEndCashPosition,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyInventory,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlySellingGeneralAndAdministration,annualBasicEPS,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualEbitda,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,annualRetainedEarnings,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,quarterlyRetainedEarnings,trailingDilutedAverageShares,trailingResearchAndDevelopment
1970-01-01 00:00:01.293753600,0.0,415710860.0,,224000000.0,,185000000.0,,63000000.0,,0.0,83000000.0,,,,-2000000.0,516000000.0,114000000.0,,-723000000.0,,,,19000000.0,,,,,,-530000000.0,,-1050000000.0,,27000000.0,,,,-9000000.0,492000000.0,-20000000.0,,,-2000000.0,-25000000.0,,,,,-2000000.0,492000000.0,0.0,,,17000000.0,,,-20000000.0,,,,,-1000000.0,0.538836,175000000.0,871000000.0,224000000.0,270000000.0,1308000000.0,,696000000.0,447000000.0,,,,184000000.0,589000000.0,,,,,,,,555000000.0,1871000000.0,,,22000000.0,-87000000.0,,,,,-168000000.0,,,,-57000000.0,553000000.0,,,,,552000000.0,-598000000.0,379000000.0,,,,-26000000.0,224000000.0,,,-20000000.0,0.0,,-800000000.0,426000000.0,,719000000.0,,-415000000.0,,,,429000000.0,,,3179000000.0,,-976000000.0,,,-22000000.0,,,,,,,-10000000.0,155000000.0,,415710860.0,13000000.0,77000000.0,,,,977000000.0,,,,0.538836,,,-86000000.0,,,,,,,,,,,,,,,,-5000000.0,308000000.0,-7000000.0,,539000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,0.0,415710860.0,,232000000.0,38000000.0,,,,-102000000.0,0.0,90000000.0,,,34000000.0,,,,,-346000000.0,,,,,472000000.0,,,,,,4442000000.0,,,31000000.0,,5150000000.0,,,-102000000.0,13000000.0,,,,,,59000000.0,,,,-102000000.0,0.0,,922000000.0,,,,-13000000.0,,,,,,0.55808,192000000.0,932000000.0,232000000.0,300000000.0,,,740000000.0,,,,-372000000.0,176000000.0,,,2892000000.0,,,1082000000.0,,,,,,,,73000000.0,,,,,155000000.0,,,,-201000000.0,,,,605000000.0,,,,395000000.0,5796000000.0,0.0,63000000.0,,232000000.0,,,-13000000.0,,,-560000000.0,440000000.0,,,,316000000.0,646000000.0,,0.0,,,,,,,74000000.0,20000000.0,0.0,,1109000000.0,,,,,,163000000.0,,415710860.0,,91000000.0,,,,,,,,0.55808,,,,-6000000.0,,,,3000000.0,,,,,,,,,646000000.0,1783000000.0,6000000.0,662000000.0,,4070000000.0,576000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,0.0,415710860.0,15000000.0,316000000.0,33000000.0,,24000000.0,,,0.0,85000000.0,2000000.0,0.0,37000000.0,,,,,-202000000.0,,,-6000000.0,,405000000.0,,2000000.0,83000000.0,24000000.0,,5175000000.0,,,167000000.0,,5743000000.0,,,194000000.0,2000000.0,,,,,43000000.0,57000000.0,141000000.0,4705000000.0,,194000000.0,0.0,266000000.0,753000000.0,,,102000000.0,-365000000.0,-27000000.0,-470000000.0,-86000000.0,,,0.760144,235000000.0,952000000.0,316000000.0,301000000.0,,93000000.0,717000000.0,,2000000.0,5175000000.0,-470000000.0,196000000.0,,94000000.0,3261000000.0,-45000000.0,64000000.0,1272000000.0,739000000.0,922000000.0,,,-2000000.0,33000000.0,,-8000000.0,,,-5000000.0,,-39000000.0,5743000000.0,78000000.0,629000000.0,-78000000.0,,6482000000.0,82000000.0,629000000.0,,,,519000000.0,6482000000.0,,78000000.0,,316000000.0,8000000.0,1009000000.0,-5000000.0,,50000000.0,-645000000.0,416000000.0,50000000.0,,28000000.0,249000000.0,1009000000.0,37000000.0,0.0,,20000000.0,2339000000.0,,753000000.0,,83000000.0,24000000.0,-136000000.0,0.0,922000000.0,,5000000.0,1000000.0,57000000.0,,203000000.0,50000000.0,415710860.0,,106000000.0,,-69000000.0,,,405000000.0,-27000000.0,,0.760144,,4000000.0,,-6000000.0,3261000000.0,1272000000.0,,4000000.0,,184000000.0,82000000.0,-27000000.0,,,,,739000000.0,2339000000.0,-3000000.0,451000000.0,,4705000000.0,710000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,-22000000.0,,,,-25000000.0,,,,,1000000.0,,,,,,,,,0.141926,,,,,0.0,,,,,,,,,,,,,,,,,,37000000.0,,150000000.0,,,,,261000000.0,,,,108000000.0,,-53000000.0,,-45000000.0,,,,,,,,,96000000.0,,,,,,,,123000000.0,,-7000000.0,37000000.0,,,,,,3000000.0,,,,0.141926,415710860.0,0.0,,,,,,,,,75000000.0,,,,,,,,,,,78000000.0,,,,59000000.0,,,59000000.0,,30000000.0,,,,,,24000000.0,,,,,,,,3000000.0,,,5000000.0,,,,,59000000.0,,,,-53000000.0,-67000000.0,415710860.0,,,0.0,,,,,,,,,,,,186000000.0,78000000.0,2000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,453000000.0,,,,7000000.0,,,,,0.0,,,,,,,,,3.216178,,,,,3000000.0,,,,,,,,,,,,,,,,,,-1233000000.0,,172000000.0,,,,,612000000.0,,,,116000000.0,,-475000000.0,,-124000000.0,,,,,,,,,105000000.0,,,,,,,,165000000.0,,3000000.0,-1232000000.0,,,,,,19000000.0,,,,3.216178,415710860.0,1000000.0,,,,,,,,,374000000.0,,,,,,,,,,,41000000.0,,,,1338000000.0,,,1337000000.0,,51000000.0,,,,,,16000000.0,,,,,,,,22000000.0,,,4000000.0,,,,,1337000000.0,,,,-1786000000.0,329000000.0,415710860.0,,,-94000000.0,,,,,,,,,,,,238000000.0,122000000.0,-11000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,-2000000.0,,,,-21000000.0,,,,,-10000000.0,0.0,,,,,,,,0.250174,0.0,,,392000000.0,22000000.0,289000000.0,19000000.0,,,,8152000000.0,,24000000.0,,24000000.0,,,,,,,,1000000.0,,186000000.0,8831000000.0,,,,792000000.0,,,,127000000.0,,17000000.0,-626000000.0,-197000000.0,,,,,,,,,106000000.0,,,,9457000000.0,,,,184000000.0,,7000000.0,-2000000.0,,425000000.0,622000000.0,,,2000000.0,47000000.0,,,0.250174,415710860.0,5000000.0,,,10525000000.0,265000000.0,1061000000.0,,,10950000000.0,526000000.0,,,,,,,,,,,-13000000.0,2090000000.0,,,105000000.0,,,104000000.0,,67000000.0,,,52000000.0,,,13000000.0,2142000000.0,,205000000.0,,,,,24000000.0,,,-9000000.0,,89000000.0,,,104000000.0,,,,-290000000.0,-199000000.0,415710860.0,,200000000.0,0.0,,,,41000000.0,,,2764000000.0,0.0,,,,266000000.0,139000000.0,19000000.0,-61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,108000000.0,415710860.0,4000000.0,1635000000.0,56000000.0,,-46000000.0,,-2432000000.0,0.0,67000000.0,3000000.0,0.0,44000000.0,,,,,-573000000.0,,,0.0,,198000000.0,383000000.0,24000000.0,400000000.0,24000000.0,,9655000000.0,,8148000000.0,3000000.0,108000000.0,10683000000.0,108000000.0,,43000000.0,-6000000.0,,,,,3000000.0,83000000.0,197000000.0,8990000000.0,,-400000000.0,108000000.0,824000000.0,204000000.0,,,130000000.0,0.0,111000000.0,-665000000.0,-207000000.0,8148000000.0,,1.09,1525000000.0,2489000000.0,1618000000.0,483000000.0,,119000000.0,964000000.0,,0.0,9655000000.0,-665000000.0,-1194000000.0,,176000000.0,3051000000.0,-16000000.0,3000000.0,8000000.0,549000000.0,720000000.0,,,84000000.0,56000000.0,,-85000000.0,,,8000000.0,,-13000000.0,10683000000.0,306000000.0,1068000000.0,433000000.0,,11232000000.0,550000000.0,1068000000.0,,,,426000000.0,11232000000.0,-183000000.0,306000000.0,,1635000000.0,-31000000.0,2279000000.0,0.0,,116000000.0,-140000000.0,481000000.0,135000000.0,,64000000.0,75000000.0,2279000000.0,44000000.0,0.0,,14000000.0,2331000000.0,,204000000.0,,400000000.0,24000000.0,2000000.0,108000000.0,720000000.0,,3000000.0,0.0,83000000.0,,-1192000000.0,135000000.0,415710860.0,,212000000.0,-303000000.0,-203000000.0,,,198000000.0,0.0,,1.09,108000000.0,44000000.0,,0.0,3051000000.0,8000000.0,,44000000.0,383000000.0,274000000.0,144000000.0,55000000.0,-122000000.0,108000000.0,,,549000000.0,2331000000.0,65000000.0,648000000.0,,8990000000.0,705000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,0.0,,,,-52000000.0,,,,,19000000.0,0.0,,,,,,,,0.358422,,,,376000000.0,108000000.0,284000000.0,38000000.0,,,,,,12000000.0,,12000000.0,,,,,,,,1000000.0,,232000000.0,9060000000.0,,,,1002000000.0,,,,162000000.0,,-53000000.0,-721000000.0,-149000000.0,,,,,,,,,151000000.0,,,,9781000000.0,,,,106000000.0,,-108000000.0,0.0,,500000000.0,1039000000.0,,,-96000000.0,55000000.0,,,0.358422,415710860.0,-3000000.0,,,10758000000.0,365000000.0,1068000000.0,,,11258000000.0,700000000.0,,,,,,,,,,,-43000000.0,1945000000.0,,,150000000.0,,,149000000.0,,67000000.0,,,49000000.0,,,14000000.0,2002000000.0,,635000000.0,,,,,12000000.0,,,3000000.0,,64000000.0,,,149000000.0,,,,-487000000.0,-149000000.0,415710860.0,,199000000.0,0.0,,,,55000000.0,,,3041000000.0,8000000.0,,,,302000000.0,140000000.0,-61000000.0,-114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,198000000.0,,,,21000000.0,,,,,-12000000.0,0.0,,,,,,,,0.29,,,,370000000.0,12000000.0,247000000.0,76000000.0,,,,,,415000000.0,,415000000.0,,,,,,,,0.0,,206000000.0,9155000000.0,,,,827000000.0,,,,138000000.0,,208000000.0,-776000000.0,-189000000.0,,,,,,,,,121000000.0,,,,9931000000.0,,,,186000000.0,,-11000000.0,-1000000.0,,923000000.0,584000000.0,,,403000000.0,71000000.0,,,0.29,414000000.0,9000000.0,,,10815000000.0,346000000.0,1068000000.0,,,11738000000.0,547000000.0,,,,,,,,,,,-3000000.0,2293000000.0,,,121000000.0,,,120000000.0,,69000000.0,,,43000000.0,,,16000000.0,2343000000.0,,200000000.0,,,,,415000000.0,,,-1000000.0,,67000000.0,,,120000000.0,,,,-1300000000.0,9000000.0,414000000.0,,162000000.0,464000000.0,,,,60000000.0,,,2927000000.0,7000000.0,,,,280000000.0,142000000.0,-40000000.0,-158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,2000000.0,,,,20000000.0,,,,,-1000000.0,0.0,,,,,,,0.0,0.33,,,,363000000.0,415000000.0,266000000.0,91000000.0,,,,,,18000000.0,,18000000.0,,,,,3000000.0,,,1000000.0,,229000000.0,9344000000.0,,,,803000000.0,,,,153000000.0,,-233000000.0,-819000000.0,-248000000.0,,,,,,,,,140000000.0,,,,10163000000.0,,,,269000000.0,,53000000.0,0.0,,520000000.0,519000000.0,,,-397000000.0,76000000.0,,,0.33,422000000.0,3000000.0,,,11172000000.0,318000000.0,1068000000.0,,,11692000000.0,508000000.0,,,,,,,,,,,21000000.0,2292000000.0,,,139000000.0,,,139000000.0,,69000000.0,,,47000000.0,,,20000000.0,2347000000.0,,95000000.0,,,,,18000000.0,,,7000000.0,,65000000.0,,,139000000.0,,,,-200000000.0,-433000000.0,422000000.0,,349000000.0,0.0,,,,48000000.0,,,2866000000.0,8000000.0,,,,295000000.0,142000000.0,5000000.0,-128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
