,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualOperatingIncome,annualOtherShortTermInvestments,annualDilutedEPS,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualBasicAverageShares,quarterlyTotalRevenue,trailingTaxProvision,trailingPretaxIncome,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualCurrentDebt,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualInvestingCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOperatingExpense,quarterlyGrossPPE,quarterlyDilutedEPS,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualTotalRevenue,annualGoodwill,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualNetPPE,trailingGrossProfit,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyGoodwill,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyDilutedAverageShares,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingBasicEPS,annualRetainedEarnings,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyRetainedEarnings,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition
1364688000,,,-13300000.0,64600000.0,,,,295700000.0,2000000.0,11700000.0,,,13500000.0,,,,,,,,11100000.0,,,109900000.0,,,,,0.0,,,,75700000.0,,37500000.0,1311900000.0,,,17200000.0,,,,,1016200000.0,,,,,,,,,1196100000.0,0.23,,46700000.0,,,11200000.0,,,35500000.0,2600000.0,,,,,34300000.0,-2300000.0,,,,47000000.0,,,,,,,,,,,,,,22100000.0,,,,,,227900000.0,13200000.0,74000000.0,,227900000.0,,216700000.0,-200000.0,,,,0.0,,909000000.0,35300000.0,3600000.0,0.23,,700000.0,-26300000.0,,0.0,-9200000.0,-12800000.0,-287100000.0,2500000.0,,,,,,17600000.0,35300000.0,,0.0,,,,,,,2400000.0,,104700000.0,,52300000.0,,,0.0,0.0,14000000.0,,,,0.0,,10400000.0,,-1800000.0,,,,57600000.0,,,-9200000.0,227900000.0,-7100000.0,10700000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,-20600000.0,78100000.0,,,,180900000.0,-4600000.0,11900000.0,,,13900000.0,,,,,,,,11000000.0,,,116100000.0,,,,,0.0,,,,89100000.0,,30300000.0,1217700000.0,,,18300000.0,,,,,1036800000.0,,,,,,,,,1225800000.0,0.25,,61900000.0,,,-112600000.0,,,35200000.0,1100000.0,,,,,43300000.0,19800000.0,,,,46800000.0,,,,,,,,,,,,,,21500000.0,,,,,,115300000.0,18300000.0,74000000.0,,115300000.0,,227900000.0,-200000.0,,,,100000.0,,929800000.0,34900000.0,1200000.0,0.25,,700000.0,-142900000.0,,0.0,-31600000.0,-22100000.0,-296000000.0,2300000.0,,,,,,18600000.0,34800000.0,,0.0,,,,,,,3300000.0,,104700000.0,,59400000.0,,,0.0,-23800000.0,12800000.0,,,,1128600000.0,,10200000.0,,1700000.0,,,,56700000.0,,,-31600000.0,115300000.0,8200000.0,12400000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,-21500000.0,85600000.0,,,,155600000.0,-400000.0,12700000.0,,,13000000.0,,,,,,,,11300000.0,,,118200000.0,,,,,,,,,96900000.0,,18300000.0,1218700000.0,,,21000000.0,,,,,1063100000.0,,,,,,,,,1261300000.0,0.29,,58500000.0,,,-28400000.0,,,39800000.0,1600000.0,,,,,41600000.0,6500000.0,,,,52300000.0,,,,,,,,,,,,,,21500000.0,,,,,,86900000.0,27100000.0,74000000.0,,86900000.0,,115300000.0,-200000.0,,,,400000.0,,956200000.0,39600000.0,-1500000.0,0.29,,700000.0,-46700000.0,,0.0,-40200000.0,-25000000.0,-305100000.0,2200000.0,,,,,,21500000.0,39200000.0,,0.0,,,,,,,2300000.0,,104700000.0,,56900000.0,,,0.0,-23800000.0,14300000.0,,,,1121800000.0,,10000000.0,,1200000.0,,,,61300000.0,,,-40200000.0,86900000.0,1600000.0,11600000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,-22400000.0,83400000.0,147000000.0,,1.05,135100000.0,-2900000.0,12600000.0,-2600000.0,30500000.0,13300000.0,11000000.0,23000000.0,94400000.0,8900000.0,-200000.0,,54100000.0,11000000.0,,74000000.0,118900000.0,,,146100000.0,-7100000.0,,54100000.0,145900000.0,74000000.0,94400000.0,34000000.0,19600000.0,1208500000.0,,230500000.0,19700000.0,105700000.0,,700000.0,77900000.0,1073400000.0,-77800000.0,-113600000.0,,,,,100000.0,85600000.0,1276400000.0,0.27,,45100000.0,-106500000.0,-309800000.0,-32800000.0,5400000.0,,36500000.0,1400000.0,,,,,30500000.0,-1000000.0,,-400000.0,,49100000.0,1400000.0,-82700000.0,11600000.0,,,-162600000.0,200000.0,-700000.0,,463100000.0,104700000.0,,1073400000.0,20500000.0,966600000.0,,,-94600000.0,54100000.0,54100000.0,34000000.0,74000000.0,212200000.0,54100000.0,232600000.0,86900000.0,-100000.0,195900000.0,,-261200000.0,-700000.0,,966600000.0,36100000.0,2100000.0,0.27,1300000.0,700000.0,-45300000.0,1276400000.0,0.0,-25500000.0,-22800000.0,-309800000.0,2100000.0,216700000.0,,,0.0,,20200000.0,36800000.0,2100000.0,0.0,53700000.0,9800000.0,0.0,135100000.0,-5900000.0,1208500000.0,8900000.0,1114100000.0,104700000.0,83400000.0,61900000.0,76200000.0,48900000.0,-7100000.0,-25200000.0,12200000.0,,,1.05,1114100000.0,,9800000.0,,200000.0,,,12200000.0,57000000.0,0.0,0.0,-32600000.0,54100000.0,-5300000.0,11600000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,-23700000.0,87500000.0,,,,128000000.0,-700000.0,12600000.0,,,15900000.0,,,,,,,,285100000.0,,,130700000.0,,,,,,,,,372600000.0,,66800000.0,1193700000.0,,,33200000.0,,,,,1065700000.0,,,,,,,,,1279700000.0,0.45,,71900000.0,,,-13500000.0,,,56300000.0,1700000.0,,,,,27000000.0,4300000.0,,,4100000.0,68900000.0,,,,,,,,,,,,,,23800000.0,,,,,,40600000.0,29000000.0,74000000.0,,40600000.0,,54100000.0,-200000.0,,,,0.0,,959000000.0,55700000.0,0.0,0.45,,800000.0,-78800000.0,,400000.0,-5100000.0,-14900000.0,-320700000.0,2000000.0,,,,,,34200000.0,55700000.0,,0.0,,,,,,,11000000.0,,104700000.0,,50600000.0,,,-1500000.0,-600000.0,12200000.0,,,,821100000.0,,279600000.0,,300000.0,,,,80100000.0,,,-6600000.0,40600000.0,-2300000.0,11700000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,-25000000.0,82400000.0,,,,119400000.0,-2000000.0,12400000.0,,,15900000.0,,,,,,,,270300000.0,,,126800000.0,,,,,,,,,352700000.0,,48400000.0,1181400000.0,,,27600000.0,,,,,1062000000.0,,,,,,,,,1287800000.0,0.37,,56500000.0,,,2600000.0,,,44300000.0,3200000.0,,,,,25700000.0,3200000.0,,,4300000.0,56700000.0,,,,,,,,,,,,,,23100000.0,,,,,,43200000.0,30200000.0,74000000.0,,43200000.0,,40600000.0,-15200000.0,,,,100000.0,,955800000.0,43000000.0,1300000.0,0.37,,800000.0,-51100000.0,,1000000.0,-8100000.0,-10900000.0,-332000000.0,1500000.0,,,,,,28800000.0,42900000.0,,0.0,,,,,,,8200000.0,,104700000.0,,59400000.0,,,5300000.0,-1300000.0,10900000.0,,,,828700000.0,,264400000.0,,0.0,,,,67400000.0,,,-2800000.0,43200000.0,500000.0,11700000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,-26500000.0,90800000.0,,,,105500000.0,1700000.0,12500000.0,,,15300000.0,,,,,,,,270200000.0,,,130700000.0,,,,,,,,,361000000.0,,28000000.0,1194300000.0,,,27600000.0,,,,,1088800000.0,,,,,,,,,1326700000.0,0.37,,61900000.0,,,-11000000.0,,,44200000.0,1800000.0,,,,,34900000.0,4600000.0,,,4200000.0,56700000.0,,,,,,,,,,,,,,22200000.0,,,,,,32200000.0,30100000.0,74100000.0,,32200000.0,,43200000.0,-200000.0,,,,0.0,,982600000.0,43100000.0,2000000.0,0.37,,800000.0,-39200000.0,,1000000.0,-33900000.0,-12500000.0,-344100000.0,1500000.0,,,,,,29100000.0,43100000.0,,0.0,,,,,,,6900000.0,,104700000.0,,64300000.0,,,200000.0,-1100000.0,8900000.0,,,,833300000.0,,264200000.0,,400000.0,,,,66400000.0,,,-33700000.0,32200000.0,2700000.0,11600000.0,74100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,-27900000.0,100600000.0,183300000.0,,1.55,97200000.0,900000.0,12700000.0,500000.0,42200000.0,17700000.0,650200000.0,18600000.0,750800000.0,7000000.0,-100000.0,,27300000.0,650200000.0,,74400000.0,131900000.0,,,178100000.0,3500000.0,,27300000.0,178000000.0,74400000.0,750800000.0,30500000.0,25000000.0,1214500000.0,,242800000.0,27000000.0,168200000.0,,800000.0,121300000.0,1117300000.0,-103100000.0,-75100000.0,,,,,0.0,94000000.0,1361700000.0,0.36,,56500000.0,-78600000.0,-353100000.0,-4900000.0,2000000.0,,38500000.0,1700000.0,,,,,42200000.0,6500000.0,4000000.0,0.0,4000000.0,51200000.0,1700000.0,-49600000.0,11700000.0,,,-26800000.0,4100000.0,-525900000.0,,520100000.0,104700000.0,,1117300000.0,24900000.0,1008600000.0,,,-97500000.0,27300000.0,27300000.0,30500000.0,75600000.0,246800000.0,27300000.0,277300000.0,32200000.0,-510300000.0,233500000.0,,-198500000.0,-200000.0,,1008600000.0,36200000.0,-1300000.0,0.36,900000.0,800000.0,-29400000.0,1361700000.0,1700000.0,-31500000.0,-11300000.0,-353100000.0,4000000.0,54100000.0,,,0.0,,29200000.0,36400000.0,4000000.0,0.0,64800000.0,644000000.0,0.0,97200000.0,-100000.0,1214500000.0,7000000.0,463700000.0,104700000.0,100600000.0,68500000.0,115400000.0,50200000.0,-500000.0,-26100000.0,10200000.0,,,1.55,463700000.0,,644000000.0,,200000.0,,,10200000.0,63400000.0,0.0,230100000.0,-32000000.0,27300000.0,-400000.0,11700000.0,75700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,-33100000.0,115000000.0,,,,209900000.0,-1500000.0,12700000.0,,,18700000.0,,,,,,,,763000000.0,,,130000000.0,,,,,,,,,878000000.0,,28800000.0,1354000000.0,,,41600000.0,,,,,1144100000.0,,,,,,,,,1396300000.0,0.52,,58500000.0,,,105200000.0,,,51200000.0,7000000.0,,,,,44900000.0,1400000.0,,,4600000.0,63900000.0,,,,,,,,,,,,,,27100000.0,,,,,,132500000.0,33400000.0,80300000.0,,132500000.0,,27300000.0,-415200000.0,,,,0.0,,1031000000.0,45900000.0,1600000.0,0.52,,800000.0,76000000.0,,4900000.0,-29700000.0,-3900000.0,-365300000.0,8400000.0,,,,,,45600000.0,45900000.0,,0.0,,,,,,,6100000.0,,104700000.0,,51700000.0,,,400000.0,0.0,8600000.0,,,,476000000.0,,757000000.0,,-100000.0,,,,78300000.0,,,-29300000.0,132500000.0,5000000.0,11500000.0,80400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,-36900000.0,128000000.0,,,,214700000.0,2300000.0,12700000.0,,,17900000.0,,,,,,,,762200000.0,,,140000000.0,,,,,,,,,890200000.0,,35600000.0,1382600000.0,,,44400000.0,,,,,1167900000.0,,,,,,,,,1435400000.0,0.55,,69400000.0,,,-2100000.0,,,57800000.0,3600000.0,,,,,55500000.0,2800000.0,,,7800000.0,70500000.0,,,,,,,,,,,,,,25800000.0,,,,,,130400000.0,30000000.0,80400000.0,,130400000.0,,132500000.0,-200000.0,,,,0.0,,1059500000.0,51400000.0,-4000000.0,0.55,,800000.0,-36600000.0,,5800000.0,-33800000.0,-800000.0,-375900000.0,3700000.0,,,,,,51200000.0,51400000.0,,0.0,,,,,,,7300000.0,,104700000.0,,56400000.0,,,-1100000.0,-200000.0,12600000.0,8400000.0,,,492400000.0,,752600000.0,,-100000.0,,,,83600000.0,,,-34900000.0,130400000.0,9300000.0,11700000.0,80400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,-41600000.0,135500000.0,,,,173000000.0,300000.0,12700000.0,,,21100000.0,,,,,,,,762500000.0,,,140900000.0,,,,,,,,,898000000.0,,-600000.0,1391100000.0,,,32900000.0,,,,,1218100000.0,,,,,,,,,1496700000.0,0.41,,57000000.0,,,-40000000.0,,,47100000.0,2700000.0,,,,,67600000.0,2200000.0,,,8400000.0,59800000.0,,,,0.0,,,,,,,,,,25400000.0,,,,,,90400000.0,30500000.0,80400000.0,,90400000.0,,130400000.0,-300000.0,,,,100000.0,,1109200000.0,41900000.0,800000.0,0.41,,800000.0,-42100000.0,,4700000.0,-57600000.0,-200000.0,-387500000.0,4200000.0,,,,,,41500000.0,41800000.0,,0.0,,,,,,,4100000.0,,104700000.0,,68400000.0,,,2700000.0,0.0,11800000.0,2500000.0,,,493100000.0,,752500000.0,,100000.0,,,,72500000.0,,,-54900000.0,90400000.0,-1600000.0,11800000.0,80400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,,-46400000.0,612000000.0,206000000.0,,1.01,474000000.0,14900000.0,50900000.0,4000000.0,89000000.0,46000000.0,5811000000.0,-38000000.0,6406000000.0,50000000.0,2000000.0,,43000000.0,5811000000.0,,97000000.0,257000000.0,,,157000000.0,-2000000.0,,43000000.0,159000000.0,98000000.0,6406000000.0,32000000.0,54000000.0,15662000000.0,,294000000.0,-20000000.0,239000000.0,2458000000.0,,156000000.0,15203000000.0,-158000000.0,-1498000000.0,,,,,2000000.0,168000000.0,10118000000.0,-0.14,,54000000.0,-264000000.0,-435000000.0,-47100000.0,-29000000.0,,50000000.0,12000000.0,,,377000000.0,,89000000.0,-44400000.0,13000000.0,,13000000.0,91000000.0,12000000.0,1218000000.0,49000000.0,168700000.0,,16000000.0,35000000.0,-1734000000.0,,668000000.0,2559000000.0,,15203000000.0,89000000.0,9683000000.0,,466000000.0,-12000000.0,43000000.0,43000000.0,32000000.0,146000000.0,239000000.0,43000000.0,374000000.0,90400000.0,-1318300000.0,283000000.0,,1275000000.0,2000000.0,,9683000000.0,20000000.0,-27400000.0,-0.14,1000000.0,,1277700000.0,10118000000.0,20000000.0,-142900000.0,1222900000.0,-435000000.0,12000000.0,27000000.0,-1232000000.0,466000000.0,0.0,,18000000.0,18000000.0,12000000.0,0.0,104000000.0,5255000000.0,,474000000.0,16000000.0,15662000000.0,50000000.0,9256000000.0,2559000000.0,612000000.0,118000000.0,99000000.0,89000000.0,-4000000.0,-10000000.0,244000000.0,406000000.0,,1.02,9256000000.0,406000000.0,5255000000.0,2458000000.0,1100000.0,377000000.0,,244000000.0,139000000.0,,170000000.0,-1379000000.0,43000000.0,-8700000.0,49000000.0,146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,-294000000.0,1045000000.0,,,,429000000.0,26000000.0,132000000.0,,,52000000.0,,,,,,,,5278000000.0,,,578000000.0,,,,,,,,,6323000000.0,,295000000.0,15978000000.0,,,-99000000.0,,,,,15549000000.0,,,,,,77000000.0,,,10964000000.0,-0.33,,295000000.0,,,-39000000.0,,,151000000.0,14000000.0,,,,,105000000.0,16000000.0,,-4000000.0,15000000.0,147000000.0,,,,321000000.0,,,,,,,,,,169000000.0,,,,,,4000000.0,35000000.0,300000000.0,,4000000.0,,43000000.0,-1864000000.0,,,,-4000000.0,-29000000.0,10195000000.0,-41000000.0,-5000000.0,-0.33,,,-94000000.0,,56000000.0,-291000000.0,-94000000.0,-769000000.0,11000000.0,,,520000000.0,,,-60000000.0,-37000000.0,,0.0,,,,,,,28000000.0,,2200000000.0,,258000000.0,,,3000000.0,-124000000.0,250000000.0,355000000.0,,,9655000000.0,,4715000000.0,2598000000.0,1000000.0,382000000.0,,,320000000.0,,,-240000000.0,4000000.0,-15000000.0,45000000.0,300000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,-201000000.0,650000000.0,,,,486000000.0,16000000.0,137000000.0,,,49000000.0,,,,,,,,4963000000.0,,,618000000.0,,,,,,,,,6606000000.0,,298000000.0,16079000000.0,,,-36000000.0,,,,,15593000000.0,,,,,,0.0,,,11253000000.0,-0.11,,298000000.0,,,31000000.0,,,160000000.0,17000000.0,,,,,102000000.0,10000000.0,,-9000000.0,19000000.0,201000000.0,,,,984000000.0,,,,,,,,,,168000000.0,,,,,,35000000.0,38000000.0,331000000.0,,35000000.0,,4000000.0,-1308000000.0,,,,-8000000.0,-10000000.0,10360000000.0,12000000.0,-15000000.0,-0.11,,,19000000.0,,52000000.0,-278000000.0,19000000.0,-893000000.0,12000000.0,,,511000000.0,,,19000000.0,20000000.0,,0.0,,,,,,,24000000.0,,2199000000.0,,290000000.0,,,2000000.0,-84000000.0,265000000.0,396000000.0,,,9473000000.0,,4400000000.0,2485000000.0,-4000000.0,368000000.0,,,328000000.0,,,-286000000.0,35000000.0,33000000.0,49000000.0,331000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,-230000000.0,670000000.0,,,,686000000.0,7000000.0,138000000.0,,,46000000.0,,,,,,,,4591000000.0,,,668000000.0,,,,,,,,,6261000000.0,,339000000.0,16415000000.0,,,74000000.0,,,,,15729000000.0,,,,,,0.0,,,11551000000.0,0.21,,339000000.0,,,173000000.0,,,200000000.0,18000000.0,,,,,107000000.0,28000000.0,,-3000000.0,24000000.0,332000000.0,,,,189000000.0,,,,,,,,,,166000000.0,,,,,,208000000.0,35000000.0,341000000.0,,208000000.0,,35000000.0,-363000000.0,,,,0.0,-17000000.0,10537000000.0,143000000.0,-24000000.0,0.22,,,157000000.0,,51000000.0,-305000000.0,157000000.0,-1014000000.0,14000000.0,,,501000000.0,,,141000000.0,143000000.0,,0.0,,,,,,,33000000.0,,2199000000.0,,302000000.0,,,-1000000.0,7000000.0,289000000.0,405000000.0,,,10154000000.0,,4411000000.0,2475000000.0,-1000000.0,5000000.0,,,366000000.0,,,-323000000.0,208000000.0,41000000.0,50000000.0,346000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,,-249000000.0,704000000.0,710000000.0,,0.002959,740000000.0,12000000.0,139000000.0,100000000.0,123000000.0,46000000.0,4623000000.0,89000000.0,6327000000.0,33000000.0,-12000000.0,,234000000.0,4623000000.0,,331000000.0,692000000.0,,,258000000.0,4000000.0,,234000000.0,246000000.0,338000000.0,6327000000.0,36000000.0,356000000.0,16646000000.0,,1171000000.0,62000000.0,1288000000.0,2467000000.0,,233000000.0,15906000000.0,-974000000.0,-1212000000.0,,,0.0,0.0,-17000000.0,675000000.0,11845000000.0,0.17,,356000000.0,-1206000000.0,-1115000000.0,26000000.0,-52000000.0,,199000000.0,24000000.0,,,5000000.0,,123000000.0,35000000.0,27000000.0,-1000000.0,27000000.0,323000000.0,24000000.0,224000000.0,54000000.0,282000000.0,,191000000.0,211000000.0,-3852000000.0,,2556000000.0,2199000000.0,,15906000000.0,172000000.0,10730000000.0,,492000000.0,-203000000.0,234000000.0,234000000.0,36000000.0,351000000.0,1288000000.0,234000000.0,1385000000.0,208000000.0,-317000000.0,1003000000.0,,115000000.0,0.0,-31000000.0,10730000000.0,132000000.0,-8000000.0,0.17,-8000000.0,,33000000.0,11845000000.0,52000000.0,-332000000.0,0.0,-1115000000.0,14000000.0,43000000.0,-87000000.0,492000000.0,0.0,,133000000.0,132000000.0,14000000.0,0.0,193000000.0,4422000000.0,-25000000.0,740000000.0,61000000.0,16646000000.0,33000000.0,10319000000.0,2199000000.0,704000000.0,321000000.0,1000000.0,546000000.0,0.0,-2000000.0,297000000.0,413000000.0,,0.003021,10319000000.0,413000000.0,4422000000.0,2467000000.0,-4000000.0,5000000.0,,297000000.0,371000000.0,77000000.0,1776000000.0,-363000000.0,234000000.0,41000000.0,54000000.0,356000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,-1882000000.0,712000000.0,,,,811000000.0,27000000.0,187000000.0,,,58000000.0,,,,,,,,6873000000.0,,,856000000.0,,,,,,,,,8585000000.0,,377000000.0,18285000000.0,,,72000000.0,,,,,17474000000.0,,,,,,80000000.0,,,13410000000.0,0.19,,377000000.0,,,31000000.0,,,259000000.0,26000000.0,,,,,121000000.0,-51000000.0,,0.0,45000000.0,440000000.0,,,,151000000.0,,,,,,,,,,234000000.0,,,,,,265000000.0,41000000.0,362000000.0,,265000000.0,,234000000.0,-13000000.0,,,,0.0,-774000000.0,11411000000.0,187000000.0,44000000.0,0.2,,,607000000.0,,66000000.0,-280000000.0,98000000.0,-1999000000.0,17000000.0,,,482000000.0,,,150000000.0,187000000.0,,0.0,,,,,,,31000000.0,,2245000000.0,,363000000.0,,,1000000.0,6000000.0,255000000.0,402000000.0,,,9700000000.0,,6654000000.0,3306000000.0,0.0,6000000.0,,,493000000.0,,,-953000000.0,265000000.0,-59000000.0,62000000.0,367000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,-280000000.0,790000000.0,,,,843000000.0,29000000.0,164000000.0,,,57000000.0,,,,,,,,6902000000.0,,,889000000.0,,,,,,,,,8692000000.0,,467000000.0,18601000000.0,,,99000000.0,,,,,17758000000.0,,,,,,0.0,,,13618000000.0,0.26,,467000000.0,,,28000000.0,,,279000000.0,29000000.0,,,,,144000000.0,50000000.0,,1000000.0,59000000.0,431000000.0,,,,292000000.0,,,,,,,,,,208000000.0,,,,,,293000000.0,42000000.0,377000000.0,,293000000.0,,265000000.0,0.0,,,,2000000.0,-86000000.0,11638000000.0,193000000.0,-27000000.0,0.26,,,12000000.0,,74000000.0,-372000000.0,0.0,-1980000000.0,18000000.0,,,473000000.0,,,190000000.0,191000000.0,,0.0,,,,,,,31000000.0,,2245000000.0,,402000000.0,,,3000000.0,1000000.0,284000000.0,443000000.0,,,9909000000.0,,6666000000.0,3368000000.0,-2000000.0,7000000.0,,,487000000.0,,,-451000000.0,293000000.0,43000000.0,62000000.0,382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
