date,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingOperatingIncome,annualCurrentDebt,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,annualDilutedAverageShares,quarterlyChangeInWorkingCapital,annualRetainedEarnings,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyLongTermDebt,quarterlyChangeInInventory,annualBasicAverageShares,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualLongTermDebt,quarterlyStockholdersEquity,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualChangeInInventory,quarterlyInventory,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,annualInventory,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualCapitalStock,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyBasicEPS,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingCashDividendsPaid,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualDilutedEPS,annualGrossPPE,annualRepaymentOfDebt,annualPretaxIncome,annualPurchaseOfInvestment,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,annualGoodwill,quarterlyTotalAssets,annualInterestExpense,annualInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualBasicEPS,annualOperatingIncome,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingInvestingCashFlow,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,trailingInterestExpense,annualEndCashPosition,trailingChangeInInventory,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualInvestmentsAndAdvances
1970-01-01 00:00:00.304905600,,,,91404000.0,1013000.0,,225908000.0,,15100000.0,,10100000.0,,1065700000.0,1141900000.0,,,,,,,425190000.0,21700000.0,,,-220200000.0,,45200000.0,,,457583000.0,,,,,,394564000.0,457583000.0,-194300000.0,,,-30900000.0,,5053595000.0,,,,,262114000.0,195800000.0,,-78600000.0,57537000.0,119176000.0,,47500000.0,,15100000.0,,,,,,-609000.0,261699000.0,,0.0,,,119176000.0,,15100000.0,,0.0,,,,,39300000.0,-195800000.0,,78600000.0,23200000.0,,,,800000.0,13600000.0,,0.0,,,,,,-232946000.0,29158000.0,,,71700000.0,,,,164436000.0,115700000.0,,,,-70653000.0,,,,,541045000.0,,,,,,,76200000.0,24400000.0,10100000.0,0.0,,,,36900000.0,,7200000.0,,-56659000.0,261699000.0,-6139000.0,,,,,94000000.0,353518000.0,,168322000.0,,0.00269,55300000.0,,28700000.0,,-224700000.0,84839000.0,,,,,6200000.0,0.0,,,,0.00269,31000000.0,3900000.0,,-146481000.0,,882773000.0,,,,77814000.0,-139728000.0,5936368000.0,,,-173827000.0,,,71288000.0,0.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.336528000,,,,,,,,,18400000.0,,20500000.0,,1174800000.0,1261600000.0,,,,,,,,3000000.0,,,5100000.0,,54300000.0,,,,,,,,,,,31800000.0,,,-36400000.0,,,,,,,,186700000.0,,123800000.0,,121688000.0,,58500000.0,,18400000.0,,,,,,,,,0.0,,,121688000.0,,18400000.0,,0.0,,,,,48200000.0,32800000.0,,95700000.0,20200000.0,,,,1200000.0,15300000.0,,219500000.0,,,,,,,,,,61400000.0,,,,,92000000.0,,,,,,,,,,,,,,,,86800000.0,27700000.0,20500000.0,0.0,,,,38600000.0,,11600000.0,,,,,,,,,89000000.0,,,,,0.003398,64100000.0,,33700000.0,,0.0,,,,,,5200000.0,0.0,,,,0.003398,32500000.0,6400000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.368064000,,,,,,,,,11200000.0,,16600000.0,,1257100000.0,1336600000.0,,,,,,,,2700000.0,,,4800000.0,,61700000.0,,,,,,,,,,,29100000.0,,,-41200000.0,,,,,,,,195400000.0,,134800000.0,,127064000.0,,67900000.0,,11200000.0,,,,,,,,,0.0,,,127064000.0,,11200000.0,,0.0,,,,,55300000.0,45400000.0,,106000000.0,17400000.0,,,,1100000.0,6200000.0,,240800000.0,,,,,,,,,,76800000.0,,,,,105700000.0,,,,,,,,,,,,,,,,79500000.0,40600000.0,16600000.0,0.0,,,,24200000.0,,11800000.0,,,,,,,,,103000000.0,,,,,0.00312,81800000.0,,17400000.0,,-100000.0,,,,,,2700000.0,0.0,,,,0.00312,17800000.0,2200000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.399600000,,,,,,,,,9500000.0,,19800000.0,,999700000.0,1076700000.0,,,,,,,,2500000.0,,,2200000.0,,62500000.0,,,,,,,,,,,31900000.0,,,-47100000.0,,,,,,,,166900000.0,,104700000.0,,118040000.0,,75500000.0,,9500000.0,,,,,,,,,0.0,,,118040000.0,,9500000.0,,0.0,,,,,54600000.0,46700000.0,,108900000.0,19500000.0,,,,1000000.0,5700000.0,,213600000.0,,,,,,,,,,87200000.0,,,,,72800000.0,,,,,,,,,,,,,,,,77000000.0,44500000.0,19800000.0,0.0,,,,22400000.0,,12500000.0,,,,,,,,,70300000.0,,,,,0.002725,91600000.0,,15200000.0,,-100000.0,,,,,,3100000.0,0.0,,,,0.002725,14500000.0,3800000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.431136000,,,,,,,,,8100000.0,,21100000.0,,785700000.0,857200000.0,,,,,,,,2100000.0,,,1500000.0,,60400000.0,,,,,,,,,,,41800000.0,,,-48200000.0,,,,,,,,189800000.0,,121200000.0,,118792000.0,,81700000.0,,8100000.0,,,,,,,,,0.0,,,118792000.0,,8100000.0,,0.0,,,,,52200000.0,47000000.0,,115600000.0,27000000.0,,,,900000.0,4800000.0,,236800000.0,,,,,,,,,,64900000.0,,,,,79400000.0,,,,,,,,,,,,,,,,71500000.0,45500000.0,21100000.0,0.0,,,,19300000.0,,14800000.0,,,,,,,,,77300000.0,,,,,0.003494,93700000.0,,12900000.0,,0.0,,,,,,2800000.0,0.0,,,,0.003494,11100000.0,4600000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.446860800,,,315300000.0,,,315300000.0,,,,,,,,,,0.000857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315300000.0,,,,,,,,,,,,,,,,126296000.0,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126296000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.454809600,,,360700000.0,,,360700000.0,,,,,,,,,,0.001648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360700000.0,,,,,,,,,,,,,,,,119656000.0,,,,,,,,,,,,,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.462758400,,,-893800000.0,,,266000000.0,,,9700000.0,,14200000.0,,1095600000.0,1170900000.0,,,,,,,,1900000.0,,112400000.0,19300000.0,,64200000.0,,,,96600000.0,194400000.0,,,89200000.0,,,47400000.0,144000000.0,,-56300000.0,,,,,-893800000.0,,,194400000.0,,144000000.0,,122080000.0,,89200000.0,,9700000.0,,,,,,,,,0.0,34100000.0,,122080000.0,,9700000.0,,0.0,,,1900000.0,,54300000.0,75400000.0,0.0,125800000.0,34100000.0,125800000.0,,,3000000.0,2200000.0,3000000.0,269800000.0,47400000.0,,,74400000.0,56100000.0,,,,,74400000.0,,,,,96600000.0,,1900000.0,-56300000.0,,13300000.0,,,,,,,,,,,75300000.0,56100000.0,14200000.0,0.0,,19300000.0,,21000000.0,94700000.0,13300000.0,,,,,,75400000.0,,,94700000.0,,,,,0.004219,112400000.0,,11900000.0,,0.0,,,,,269800000.0,4600000.0,0.0,,,,0.004219,11100000.0,5300000.0,,,14200000.0,,,14200000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.470620800,,,279900000.0,,,279900000.0,,,,,,,,,,0.000527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900000.0,,,,,,,,,,,,,,,,119656000.0,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.478396800,,,238500000.0,,,238500000.0,,,,,,,,,,0.000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238500000.0,,,,,,,,,,,,,,,,122048000.0,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122048000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
