,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualBasicAverageShares,annualOtherNonCashItems,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualBasicEPS,quarterlyNetPPE,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualCapitalStock,annualOperatingCashFlow,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,trailingGrossProfit,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,annualGoodwill,quarterlyTaxProvision,annualStockBasedCompensation,annualSaleOfInvestment,quarterlyDilutedAverageShares,annualNetPPE,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,trailingNetIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,annualTotalAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyStockholdersEquity,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyBasicAverageShares,annualBeginningCashPosition,annualDilutedEPS,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,trailingTaxProvision,trailingDepreciationAndAmortization,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualTaxProvision,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,trailingChangeInAccountPayable,annualCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingExpense,trailingBeginningCashPosition,annualInterestExpense,trailingCostOfRevenue,annualChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,trailingChangesInAccountReceivables,quarterlyEndCashPosition,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualEbitda,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingPretaxIncome,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,annualOtherIncomeExpense,annualPretaxIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,annualOperatingIncome,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,quarterlyCapitalStock,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualChangeInInventory,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,annualInventory,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingDilutedEPS
1372550400,31134000.0,463041000.0,-810784000.0,,,,,,,77438000.0,,67518000.0,-3516000.0,-50907000.0,,,,0.0,-108765000.0,832035000.0,,-51679000.0,-52035000.0,12448000.0,,,,,1186000.0,,,5274000.0,1314918000.0,32385000.0,-52035000.0,,,,,162368538.0,,,,,,-41454000.0,0.0,,,,2465000.0,1320192000.0,-0.32,,-67518000.0,,,44381000.0,43349000.0,,,,,,,1432731000.0,,,,,-190000000.0,,162368538.0,,,,16189000.0,,,,476134000.0,,,,,,,44960000.0,10110000.0,,-309000.0,2827000.0,,12060000.0,5274000.0,42495000.0,1364573000.0,,,,67518000.0,,,,4579000.0,0.0,,,,-37416000.0,,,,,,,-885937000.0,-379502000.0,,10958000.0,,,,,3453000.0,,,126000.0,-12841000.0,,,12418000.0,,,,,52412000.0,,,2873436000.0,,,,,,-0.32,,,,10958000.0,10958000.0,,,,,,,,8919000.0,,,,,,2916785000.0,-51837000.0,318488000.0,27956000.0,,1854000.0,,-10000.0,,,11238000.0,-9996000.0,,,,,,,,,,,,,,,,,,,,,
1380499200,49314000.0,-7000.0,-83000.0,,,,,,,66929000.0,,57449000.0,-18299000.0,-43622000.0,,,,0.0,-148162000.0,241967000.0,,-59063000.0,-59124000.0,16294000.0,,,,,1785000.0,,,7404000.0,1620693000.0,48148000.0,-59124000.0,,,,,184807219.0,,,,,,139523000.0,0.0,,,,4103000.0,1632297000.0,-0.32,,9967000.0,,,65911000.0,213442000.0,,,,,,,1329203000.0,,,,,-35000000.0,,184807219.0,,,,60870000.0,,,,4200000.0,,,,,,,60884000.0,8633000.0,,1720000.0,4815000.0,,14740000.0,7404000.0,56781000.0,1698208000.0,,,,57449000.0,,,,8766000.0,347000.0,,,,-42180000.0,,,,,,,-118738000.0,-480817000.0,,150481000.0,,,,,7187000.0,,,-7520000.0,4454000.0,,,16211000.0,,,,,10958000.0,,,2937571000.0,,,,,,-0.32,,,,150481000.0,150481000.0,,,,,,,,4857000.0,,,,,,3151013000.0,-59116000.0,328733000.0,39443000.0,,1848000.0,,0.0,,,24135000.0,-4000.0,,,,,,,,,,,,,,,,,,,,,
1388448000,,185811000.0,-9642000.0,-878898000.0,156726000.0,174052650.0,120296000.0,,1351572000.0,143425000.0,-2.36,55079000.0,-43110000.0,-110104000.0,2272331000.0,,-2385333000.0,0.0,-213186000.0,1071837000.0,,-157829000.0,-162131000.0,-29101000.0,2023000.0,-7133000.0,,,18387000.0,,-12130000.0,16874000.0,3586084000.0,96479000.0,-162131000.0,89875000.0,,43391000.0,52328000.0,,55079000.0,,153129000.0,536250000.0,220606000.0,-113743000.0,0.0,,113793000.0,74781000.0,10918000.0,3932986000.0,,,-101000.0,,4086115000.0,153129000.0,251379000.0,,5578281000.0,89875000.0,,,-692449000.0,1351572000.0,9831000.0,19890000.0,16874000.0,-165044000.0,-585079000.0,,,156873000.0,-2.36,3586084000.0,9831000.0,-406505000.0,-16888000.0,5326902000.0,60729000.0,47247000.0,,,174052650.0,-411697000.0,36738000.0,94581000.0,-12816000.0,,79228000.0,73052000.0,-800308000.0,7363000.0,16874000.0,83663000.0,4086115000.0,204218000.0,,,55079000.0,113793000.0,-9755000.0,,31719000.0,11702000.0,240496000.0,,251379000.0,-47997000.0,,,80800000.0,,,,-1156479000.0,-692449000.0,,36738000.0,0.0,676388000.0,-93399000.0,0.0,29496000.0,77516000.0,-410136000.0,-442392000.0,-58160000.0,3932986000.0,-213186000.0,-38743000.0,,-969683000.0,,-173926000.0,150481000.0,,,5326902000.0,60729000.0,,,36738000.0,7697000.0,,-58693000.0,-120135000.0,18387000.0,36738000.0,36738000.0,,7363000.0,,,-347285000.0,-411697000.0,36738000.0,7697000.0,,16388000.0,16874000.0,,,5578281000.0,-161092000.0,536250000.0,64155000.0,143425000.0,2023000.0,,8140000.0,55079000.0,,39211000.0,-126000.0,,,,,,,,,,,,,,,,,,,,,
1396224000,,0.0,-5054000.0,,,,,,,483486000.0,,19979000.0,-57996000.0,-245782000.0,,,,24712000.0,-422355000.0,1348590000.0,,-308681000.0,-320655000.0,-106126000.0,,,,,4631000.0,,,195826000.0,10318898000.0,214712000.0,-320655000.0,,,,,547781932.0,,83679000.0,,,,30342000.0,,,92593000.0,,64063000.0,11071222000.0,-0.61,,6162000.0,-684010000.0,,148491000.0,271256000.0,,,2287122000.0,,,,8961871000.0,,,,,-3738025000.0,,547781932.0,,,,0.0,,,,287199000.0,,,,,,,320614000.0,41839000.0,,-167541000.0,-148052000.0,,13059000.0,195826000.0,256551000.0,11219713000.0,,,,19979000.0,,,,49349000.0,135473000.0,,,,-201485000.0,,,,,,,-1212122000.0,-1365467000.0,,83067000.0,,,,,22510000.0,,,0.0,-38419000.0,,,-111180000.0,,,,,52725000.0,,,20209044000.0,,,,,,-0.61,,,,83067000.0,83067000.0,,,,,,,,13397000.0,,,,,,20480300000.0,-332313000.0,2581381000.0,165524000.0,,8126000.0,,0.0,,,116712000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1404086400,,1595735000.0,-41861000.0,,,,,,,480932000.0,,19923000.0,-53433000.0,8223000.0,,,,58598000.0,-661005000.0,705012000.0,,-40328000.0,-43265000.0,139911000.0,,,,,0.0,,,,9790744000.0,287394000.0,-43265000.0,,,,,815740684.0,,108683000.0,,,,110623000.0,,,105670000.0,,46440000.0,10561584000.0,-0.08,,-66707000.0,-74191000.0,,159413000.0,512278000.0,,,2304880000.0,,,,10298081000.0,,,,,-1775173000.0,,815740684.0,,,,0.0,,,,283518000.0,,,,,,,381981000.0,48147000.0,,-68479000.0,14092000.0,,5241000.0,218023000.0,335541000.0,10720997000.0,,,,19923000.0,,,,28401000.0,18412000.0,,,,-226056000.0,,,,,,,-734300000.0,-1628354000.0,,193690000.0,,,,,9338000.0,,,0.0,343292000.0,,,98050000.0,,,,,83067000.0,,,20803209000.0,,,,,,-0.08,,,,193690000.0,193690000.0,,,,,,,,12392000.0,,,,,,21315487000.0,-63419000.0,2579293000.0,286922000.0,,9506000.0,,0.0,,,99635000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1412035200,,-2390000.0,-2265029000.0,,,,,,,314315000.0,,30153000.0,-2495000.0,-289047000.0,,,,56230000.0,-828624000.0,1831013000.0,,-280398000.0,-288047000.0,231359000.0,,,,,545382000.0,,,,11612539000.0,298100000.0,-288047000.0,,,,,902096102.0,,138918000.0,,,,-48380000.0,,,114114000.0,,56375000.0,12126289000.0,-0.35,,-6283000.0,-730000.0,,738404000.0,2363024000.0,,,2096450000.0,,,,9740715000.0,,,,,-332931000.0,,902096102.0,,,,0.0,,,,318494000.0,,,,,,,457118000.0,102643000.0,,6486000.0,80526000.0,,4774000.0,195256000.0,400743000.0,12864693000.0,,,,30153000.0,,,,32950000.0,-61001000.0,,,,-247557000.0,,,,,,,-2110752000.0,-2182731000.0,,145310000.0,,,,,957000.0,,,-316126000.0,105695000.0,,,237032000.0,,,,,193690000.0,,,20504559000.0,,,,,,-0.35,,,,145310000.0,145310000.0,,,,,,,,8600000.0,,,,,,22867583000.0,-318041000.0,2747408000.0,292099000.0,,9508000.0,,159049000.0,,,101643000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1419984000,,1700000.0,-5335000.0,-758732000.0,1007164000.0,718518382.0,92884000.0,,9153888000.0,254881000.0,-1.36,21351000.0,-27159000.0,-343726000.0,2415555000.0,,-2554456000.0,16050000.0,-1034122000.0,-1469060000.0,,-350623000.0,-360427000.0,237743000.0,9483000.0,502887000.0,,155376000.0,0.0,,0.0,,10513781000.0,272302000.0,-360427000.0,1894794000.0,,31861000.0,159752000.0,932157876.0,21351000.0,155376000.0,173579000.0,2585413000.0,1375288000.0,271401000.0,,,115365000.0,-288445000.0,37049000.0,10959230000.0,-0.41,,88984000.0,199000.0,11132809000.0,173579000.0,566745000.0,,20515139000.0,1894794000.0,,,-2778576000.0,9153888000.0,0.0,203969000.0,,-920264000.0,-1328177000.0,,902528136.0,52725000.0,-1.36,10513781000.0,0.0,-977185000.0,456310000.0,19948394000.0,317838000.0,188629000.0,,,718518382.0,-1010912000.0,416711000.0,418807000.0,109456000.0,,-58911000.0,37155000.0,-323816000.0,163025000.0,127611000.0,381758000.0,11132809000.0,1104632000.0,,,21351000.0,115365000.0,-46577000.0,,46030000.0,0.0,1579257000.0,,566745000.0,-245166000.0,,,452648000.0,,,,1502718000.0,-2778576000.0,,416711000.0,16050000.0,1595045000.0,-141083000.0,,-944000.0,-16279000.0,-977185000.0,-7690000.0,-7998000.0,10959230000.0,-1034122000.0,232408000.0,,-7174306000.0,,357739000.0,145310000.0,,,19948394000.0,317838000.0,,,416711000.0,2728000.0,-0.41,22156000.0,363986000.0,0.0,416711000.0,416711000.0,,163025000.0,,,-828920000.0,-1010912000.0,416711000.0,2728000.0,,270656000.0,127611000.0,,,20515139000.0,-350623000.0,2585413000.0,262619000.0,254881000.0,9483000.0,,703000.0,21351000.0,,126157000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1427760000,,,-3649000.0,,,,,,,248062000.0,,20565000.0,-790000.0,-25820000.0,,,,19391000.0,-1238320000.0,-78161000.0,,-29970000.0,-30693000.0,230132000.0,,,,,0.0,,,,10381966000.0,268038000.0,-28619000.0,,2074000.0,,,902996270.0,,177757000.0,,,,372028000.0,,,103699000.0,,33030000.0,10825961000.0,-0.05,,-2647000.0,0.0,,170635000.0,1136146000.0,,,1871114000.0,,,,9098177000.0,,,,,-59308000.0,,902996270.0,,,,0.0,,,,304754000.0,,,,,,,393968000.0,92900000.0,,6202000.0,2013000.0,,11602000.0,139241000.0,360938000.0,10996596000.0,,,,20565000.0,,,,48897000.0,585000.0,,,,-18014000.0,,,,,,,220057000.0,-2826524000.0,,788739000.0,,,,,818000.0,,,-1207000.0,291191000.0,,,226483000.0,,,,,416711000.0,,,19185882000.0,,,,,,-0.05,,,,788739000.0,788739000.0,,,,,,,,-4136000.0,,,,,,20322028000.0,-47948000.0,2529755000.0,224111000.0,,9479000.0,,,,,95699000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1435622400,,,-3142000.0,,,,,,,240703000.0,,19749000.0,-5358000.0,-105965000.0,,,,21508000.0,-1401843000.0,-954762000.0,,-106522000.0,-108709000.0,220643000.0,,,,,118493000.0,,,,9326860000.0,268335000.0,-107459000.0,,1250000.0,,,903339143.0,,190387000.0,,,,-667088000.0,,,113222000.0,,36308000.0,9747961000.0,-0.14,,12602000.0,0.0,,297576000.0,705079000.0,,,1847295000.0,,,,8981079000.0,,,,,-931491000.0,,903339143.0,,,,0.0,,,,298102000.0,,,,,,,393721000.0,89078000.0,,-7369000.0,12828000.0,,5806000.0,122999000.0,357413000.0,10045537000.0,,,,19749000.0,,,,50822000.0,5527000.0,,,,-17937000.0,,,,,,,67031000.0,-2951019000.0,,121651000.0,,,,,5355000.0,,,-132000.0,203715000.0,,,217501000.0,,,,,788739000.0,,,18544296000.0,,,,,,-0.14,,,,121651000.0,121651000.0,,,,,,,,-1928000.0,,,,,,19249375000.0,-124495000.0,2474613000.0,220602000.0,,9479000.0,,,,,90572000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1443571200,,0.0,-4089000.0,,,,,,,200948000.0,,19163000.0,3736000.0,404000.0,,,,22948000.0,-1595667000.0,-224851000.0,,7529000.0,8141000.0,177353000.0,,,,,118493000.0,,,,8848503000.0,250341000.0,9641000.0,,1500000.0,,,903461323.0,,209990000.0,,,,50008000.0,,,97022000.0,,35846000.0,9227078000.0,-0.01,,6576000.0,0.0,,420585000.0,765675000.0,,,1828005000.0,,,,8841950000.0,,,,,-196771000.0,,903461323.0,,,,0.0,,,,264232000.0,,,,,,,384954000.0,98767000.0,,-56276000.0,-8162000.0,,7049000.0,114343000.0,349108000.0,9647663000.0,,,,19163000.0,,,,41799000.0,4012000.0,,,,-31586000.0,,,,,,,97506000.0,-3085906000.0,,171659000.0,,,,,4016000.0,,,-295000.0,315173000.0,,,173264000.0,,,,,121651000.0,,,17939213000.0,,,,,,-0.01,,,,171659000.0,171659000.0,,,,,,,,-9806000.0,,,,,,18704888000.0,-10662000.0,2441204000.0,216002000.0,,9478000.0,,0.0,,,89530000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1451520000,,,-9600000.0,,866549000.0,903360763.0,15300000.0,,8523987000.0,180678000.0,-0.43,18180000.0,-24000.0,-225400000.0,-2147216000.0,,932595000.0,15328000.0,-1778597000.0,-889442000.0,,-187390000.0,-192231000.0,238885000.0,9477000.0,867013000.0,,205877000.0,0.0,,-1911000.0,,8059802000.0,251575000.0,-233358000.0,1656374000.0,-41127000.0,14500000.0,392000.0,929457209.0,18180000.0,303637000.0,292923000.0,2269157000.0,1408967000.0,-102556000.0,,,101690000.0,-82094000.0,41866000.0,8398984000.0,-0.23,,-11114000.0,,8691907000.0,292923000.0,511911000.0,,17405866000.0,1656374000.0,,,-3415233000.0,8523987000.0,0.0,147050000.0,,-235494000.0,-780934000.0,,903461323.0,416711000.0,-0.43,8059802000.0,0.0,-316353000.0,846533000.0,16953573000.0,251692000.0,196012000.0,,,903360763.0,-323492000.0,69103000.0,383374000.0,89933000.0,,-24651000.0,-7678000.0,-2227000.0,151877000.0,87490000.0,341508000.0,8691907000.0,1043623000.0,-36303000.0,,18180000.0,101690000.0,-20480000.0,,49160000.0,224064000.0,1556017000.0,,452293000.0,-167957000.0,,,358392000.0,,-62356000.0,,548001000.0,-3415233000.0,,69103000.0,15328000.0,,-2436000.0,,4311000.0,-999000.0,-388655000.0,-593000.0,51648000.0,8398984000.0,-1778597000.0,229285000.0,,-1968504000.0,,865146000.0,171659000.0,,,16893955000.0,251692000.0,,,69103000.0,-2025000.0,-0.23,5417000.0,-347608000.0,0.0,69103000.0,69103000.0,,2868000.0,,,-351447000.0,-359795000.0,69103000.0,-2025000.0,,365344000.0,87490000.0,,,17405866000.0,-187390000.0,2269157000.0,205834000.0,180678000.0,9477000.0,,163000.0,18180000.0,,82591000.0,-1911000.0,,,,,,,,,,,,,,,,,,,,,
1459382400,,,-5962000.0,,,,,,,117218000.0,,17889000.0,435000.0,-123204000.0,,,,16079000.0,-1865674000.0,-344633000.0,,-113086000.0,-116080000.0,178612000.0,,,,,0.0,,,,7802565000.0,238533000.0,-116024000.0,,56000.0,,,903825726.0,,218260000.0,,,,35347000.0,,,81289000.0,,42881000.0,8136655000.0,-0.15,,53498000.0,,,262943000.0,482476000.0,,,1642858000.0,,,,8259940000.0,,,,,-404948000.0,,903825726.0,,,,0.0,,,,245093000.0,,,,,,,369020000.0,87606000.0,,-50915000.0,-32556000.0,,2547000.0,88997000.0,326139000.0,8399598000.0,,,,17889000.0,,,,34225000.0,162247000.0,,,,-142525000.0,,,,,,,201368000.0,-3671050000.0,,104450000.0,,,,,1730000.0,,,-801000.0,172764000.0,,,172650000.0,,,,,69103000.0,,,16361136000.0,,,,,,-0.15,,,,104450000.0,104450000.0,,,,,,,,-11345000.0,,,,,,16843612000.0,-131184000.0,2189061000.0,208362000.0,,9476000.0,-13024000.0,,,,80426000.0,-574000.0,,,,,,,,,,,,,,,,,,,,,
1467244800,,,-1067000.0,,,,,,,113937000.0,,17551000.0,-16487000.0,-6522000.0,,,,14934000.0,-2029121000.0,530014000.0,,3146000.0,3233000.0,231584000.0,,,,,0.0,,,,8474300000.0,233902000.0,2953000.0,,-280000.0,,,904107378.0,,234254000.0,,,,925170000.0,,,113525000.0,,45174000.0,8796189000.0,-0.02,,-198000.0,,,309817000.0,1558456000.0,,,1620233000.0,,,,8121702000.0,,,,,-559759000.0,,904107378.0,,,,23374000.0,,,,237403000.0,,,,,,,371019000.0,91943000.0,,14343000.0,39273000.0,,7144000.0,84486000.0,325845000.0,9106006000.0,,,,17551000.0,,,,36557000.0,11604000.0,,,,-143048000.0,,,,,,,163572000.0,-3810341000.0,,1029620000.0,,,,,2779000.0,,,-997000.0,287327000.0,,,230517000.0,,,,,104450000.0,,,15850055000.0,,,,,,-0.02,,,,1029620000.0,1029620000.0,,,,,,,,-12297000.0,,,,,,17408511000.0,-15037000.0,2139694000.0,201906000.0,,9476000.0,-21775000.0,,,,82468000.0,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,-9589000.0,,,,,,,113594000.0,,16845000.0,-2603000.0,19729000.0,,,,14969000.0,-2188998000.0,-1349407000.0,,29495000.0,30246000.0,194458000.0,,,,,0.0,,,,6553066000.0,230214000.0,31844000.0,,1598000.0,,,968686543.0,,245351000.0,,,,-913002000.0,,,90115000.0,,40717000.0,6871560000.0,0.01,,-14368000.0,,,298565000.0,630011000.0,,,1602610000.0,,,,8709440000.0,,,,,-2535303000.0,,943480170.0,,,,18443000.0,,,,229340000.0,,,,,,,362915000.0,91984000.0,,-21410000.0,-13443000.0,,6223000.0,89154000.0,322198000.0,7170125000.0,,,,16845000.0,,,,35041000.0,9460000.0,,,,-142855000.0,,,,,,,241947000.0,-3933092000.0,,116618000.0,,,,,2588000.0,,,-2350000.0,311736000.0,,,184869000.0,,,,,1029620000.0,,,15427809000.0,,,,,,0.01,,,,116618000.0,116618000.0,,,,,,,,-4687000.0,,,,,,16057820000.0,11368000.0,2103925000.0,200023000.0,,10170000.0,-16903000.0,,,,79869000.0,,,,,,,,,,,,,,,,,,,,,,
1483142400,,0.0,-2209000.0,-25777000.0,806548000.0,931422844.0,314479000.0,,8447361000.0,132747000.0,-0.29,14702000.0,-822000.0,-126011000.0,-1503372000.0,,890193000.0,5250000.0,-2331643000.0,-339346000.0,,-115418000.0,-118223000.0,195874000.0,10169000.0,800528000.0,,250732000.0,0.0,,-28036000.0,,6367248000.0,235713000.0,-123298000.0,1462203000.0,-5075000.0,10728000.0,0.0,998001219.0,14702000.0,330705000.0,308731000.0,2069130000.0,1287221000.0,139834000.0,,,102230000.0,-70343000.0,38830000.0,6659310000.0,-0.14,,17321000.0,-23277000.0,6968041000.0,308731000.0,715216000.0,,15587574000.0,1462203000.0,,,-4200423000.0,8447361000.0,0.0,167602000.0,,-580508000.0,-437602000.0,,973681227.0,69103000.0,-0.29,6367248000.0,0.0,-195863000.0,781701000.0,14908464000.0,224023000.0,161126000.0,,,956049490.0,-200824000.0,256452000.0,351869000.0,77326000.0,,-12361000.0,3403000.0,-4652000.0,146137000.0,68039000.0,313039000.0,6968041000.0,949312000.0,-3701000.0,,14702000.0,102230000.0,-18827000.0,,44353000.0,131168000.0,1454823000.0,,679110000.0,-152080000.0,,,317376000.0,,-52626000.0,,283306000.0,-4200423000.0,,256452000.0,5250000.0,702765000.0,-19477000.0,,3631000.0,-3323000.0,-268247000.0,-504000.0,142675000.0,6659310000.0,-2331643000.0,193665000.0,,-3937612000.0,,919399000.0,116618000.0,,,14872358000.0,224023000.0,,,256452000.0,-2556000.0,-0.14,56253000.0,187349000.0,0.0,256452000.0,256452000.0,,5030000.0,,,-225058000.0,-204525000.0,256452000.0,-2556000.0,,337909000.0,68039000.0,,,15587574000.0,-115418000.0,2069130000.0,196257000.0,132747000.0,10169000.0,-924000.0,,14702000.0,,74613000.0,-25536000.0,,,,,,,,,,,,,,,,,,,,,
1490918400,,,-7059000.0,,,,,,,122684000.0,,14056000.0,-3000.0,6609000.0,,,,6895000.0,-2494811000.0,-235056000.0,,14438000.0,14790000.0,184335000.0,,,,,0.0,,,,6287403000.0,225175000.0,19044000.0,,4254000.0,,,973849610.0,,255897000.0,,,,29134000.0,,,96293000.0,,36676000.0,6573320000.0,-0.003813,,4528000.0,,,301589000.0,694330000.0,,,1462585000.0,,,,8312445000.0,,,,,-84261000.0,,973849610.0,,,,13548000.0,,,,217721000.0,,,,,,,348029000.0,86178000.0,,-17869000.0,-3269000.0,,2132000.0,68196000.0,311353000.0,6874909000.0,,,,14056000.0,,,,42023000.0,9836000.0,,,,-152219000.0,,,,,,,79855000.0,-4338029000.0,,285586000.0,,,,,3111000.0,,,-976000.0,282667000.0,,,177276000.0,,,,,256452000.0,,,14662205000.0,,,,,,-0.003813,,,,285586000.0,285586000.0,,,,,,,,-1795000.0,,,,,,15356535000.0,-3713000.0,2038203000.0,189880000.0,,10170000.0,-20939000.0,,,,73743000.0,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,-3020000.0,,,,,,,121073000.0,,13441000.0,-13000.0,36059000.0,,,,6852000.0,-2623050000.0,-255613000.0,,33408000.0,34186000.0,201923000.0,,,,,0.0,,,,6085909000.0,228110000.0,36757000.0,,2571000.0,,,998093510.0,,258679000.0,,,,6912000.0,,,104672000.0,,34501000.0,6366210000.0,0.02,,11526000.0,,,318351000.0,684209000.0,,,1462585000.0,,,,8196843000.0,,,,,-102829000.0,,974160295.0,,,,10947000.0,,,,209566000.0,,,,,,,336930000.0,74319000.0,,7071000.0,12375000.0,,6038000.0,70735000.0,302429000.0,6684561000.0,,,,13441000.0,,,,43822000.0,22217000.0,,,,-152219000.0,,,,,,,60602000.0,-4456708000.0,,292498000.0,,,,,4448000.0,,,-1240000.0,300914000.0,,,198903000.0,,,,,285586000.0,,,14363831000.0,,,,,,0.02,,,,292498000.0,292498000.0,,,,,,,,-1928000.0,,,,,,15048040000.0,15223000.0,2016611000.0,190536000.0,,10170000.0,-12147000.0,,,,73621000.0,,,,,,,,,,,,,,,,,,,,,,
