,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualPretaxIncome,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyInterestExpense,annualStockholdersEquity,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,annualTotalAssets,annualRetainedEarnings,quarterlyRepaymentOfDebt,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOtherIncomeExpense,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,trailingOperatingIncome,annualNetPPE,annualOtherIncomeExpense,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingOperatingCashFlow,trailingEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,trailingCapitalExpenditure,annualCapitalExpenditure,annualInterestExpense,trailingOperatingExpense,annualChangesInAccountReceivables,trailingSellingGeneralAndAdministration,annualBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyStockholdersEquity,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualBasicEPS,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualEndCashPosition,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualOtherCurrentAssets,annualBasicAverageShares,quarterlyOtherNonCashItems,annualCapitalStock,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,trailingGrossProfit,annualTotalRevenue,annualCostOfRevenue,annualInventory,trailingTaxProvision,annualGrossProfit,annualFreeCashFlow,annualCurrentDebt,annualStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingPurchaseOfBusiness,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncome,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,trailingFreeCashFlow,quarterlyTotalRevenue,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1419984000,,83900000.0,,251100000.0,39100000.0,-30000000.0,97200000.0,1215000000.0,1215000000.0,1500000.0,259900000.0,506000000.0,,175200000.0,1042100000.0,2015900000.0,267900000.0,259900000.0,232200000.0,374600000.0,49600000.0,,10900000.0,15500000.0,18500000.0,,1466100000.0,179500000.0,-7700000.0,2015900000.0,142400000.0,-949200000.0,-34800000.0,506000000.0,35400000.0,22400000.0,48800000.0,-150000000.0,290500000.0,290500000.0,,135900000.0,249500000.0,43400000.0,58000000.0,,1466100000.0,255900000.0,,211200000.0,-4600000.0,326300000.0,-148200000.0,135900000.0,,,-13900000.0,14100000.0,,290500000.0,35400000.0,125700000.0,-7400000.0,531300000.0,95800000.0,125700000.0,12300000.0,,72200000.0,251100000.0,41900000.0,290500000.0,-21200000.0,370500000.0,1997400000.0,-50300000.0,1.82,290500000.0,199200000.0,,,-51500000.0,53800000.0,,-8000000.0,,227400000.0,-148200000.0,973800000.0,,-375600000.0,198900000.0,0.37,199200000.0,527400000.0,17200000.0,175200000.0,0.0,,18500000.0,-1012300000.0,,586800000.0,251400000.0,96800000.0,1000000.0,249500000.0,,,1.82,62800000.0,63100000.0,232200000.0,290500000.0,1500000.0,,-1700000.0,,84200000.0,62800000.0,96100000.0,-700000.0,1000000.0,,-375600000.0,1042100000.0,,2118300000.0,1264600000.0,179500000.0,,853700000.0,204400000.0,49600000.0,13100000.0,55300000.0,8300000.0,183700000.0,-29400000.0,-11700000.0,,26500000.0,-25200000.0,,142400000.0,,17400000.0,58000000.0,527400000.0,211200000.0,39800000.0,0.37,-2200000.0,15100000.0,,6600000.0,586800000.0,531300000.0,,973800000.0,3400000.0,1997400000.0,63000000.0,,573500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,4400000.0,,241100000.0,-60900000.0,,,1202700000.0,,0.0,,,,,1023700000.0,1927400000.0,,255800000.0,201200000.0,271600000.0,49400000.0,,,11600000.0,,,1443800000.0,184900000.0,-3400000.0,,,-12400000.0,,498600000.0,45400000.0,43900000.0,,,229600000.0,229600000.0,,116100000.0,,,,,,,,,,,,116100000.0,,,-14400000.0,,,229600000.0,45400000.0,111700000.0,-9500000.0,,95900000.0,,12100000.0,,-5000000.0,,,,5200000.0,,1925900000.0,,,,207100000.0,,,,,,,,,-178700000.0,,,,187100000.0,0.47,,,,,-30000000.0,,-19800000.0,,,,290500000.0,96900000.0,1000000.0,231500000.0,,,,56300000.0,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,80000000.0,,,-46700000.0,-9400000.0,,,,,152800000.0,,12400000.0,,,206300000.0,56300000.0,0.47,-9000000.0,,,-51400000.0,,482100000.0,,903700000.0,,,71000000.0,,458700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,28800000.0,,247400000.0,-28600000.0,,,1190500000.0,,0.0,,,,,1066400000.0,1989600000.0,,274700000.0,183400000.0,297700000.0,61800000.0,,,11300000.0,,,1437900000.0,205900000.0,-900000.0,,,-12000000.0,,527500000.0,63900000.0,65000000.0,,,201000000.0,201000000.0,,126100000.0,,,,,,,,,,,,126100000.0,,,-52100000.0,,,201000000.0,63900000.0,122500000.0,-9600000.0,,95800000.0,,12700000.0,,19600000.0,,,,3500000.0,,1916900000.0,,,,208600000.0,,,,,,,,,-173100000.0,,,,221800000.0,0.67,,,,,0.0,,47300000.0,,,,229600000.0,96700000.0,1000000.0,233800000.0,,,,55200000.0,,,,,,100000.0,,,,,,,,,,,,,,,,,,,108000000.0,,,-5900000.0,-9200000.0,,,,,207100000.0,,19000000.0,,,207800000.0,84000000.0,0.66,-43000000.0,,,-48900000.0,,479000000.0,,923200000.0,,,95700000.0,,519500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,92300000.0,,287900000.0,-25800000.0,,,1575900000.0,,81700000.0,,,,,1533300000.0,2409000000.0,,273100000.0,196300000.0,304500000.0,59000000.0,,,13700000.0,,,1863800000.0,216300000.0,-103800000.0,,,-320000000.0,,823400000.0,-27300000.0,-26200000.0,,,175200000.0,175200000.0,,129600000.0,,,,,,,,,,,,129600000.0,,,-467900000.0,,,175200000.0,-27300000.0,260300000.0,-9600000.0,,95900000.0,,12700000.0,,83600000.0,,,,-16500000.0,,2381000000.0,,,,221700000.0,,,,,,,,,-174600000.0,,,,240000000.0,-0.28,,,,,0.0,,14500000.0,,,,201000000.0,95900000.0,1000000.0,180200000.0,,,,56800000.0,,,,,,200000.0,,,,,,,,,,,,,,,,,,,19600000.0,,,353500000.0,-8700000.0,,,,,170200000.0,,19400000.0,,,227900000.0,-6800000.0,-0.28,-459400000.0,,,1600000.0,,517200000.0,,875700000.0,,,110400000.0,,544500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,131500000.0,,328700000.0,24500000.0,-38300000.0,96900000.0,1479800000.0,1479800000.0,0.0,303400000.0,714100000.0,12300000.0,153900000.0,1550200000.0,2285300000.0,209300000.0,303400000.0,206400000.0,325200000.0,65600000.0,,-11300000.0,16300000.0,29700000.0,,1808500000.0,204100000.0,10600000.0,2285300000.0,232400000.0,-96100000.0,-533800000.0,714100000.0,71900000.0,72000000.0,53200000.0,195000000.0,199700000.0,199700000.0,,138700000.0,175100000.0,-14700000.0,120000000.0,,1808500000.0,257000000.0,,224800000.0,-96400000.0,358600000.0,-232200000.0,138700000.0,,,600000.0,11000000.0,,199700000.0,71900000.0,372400000.0,-9600000.0,447100000.0,96000000.0,372400000.0,15700000.0,,123600000.0,328700000.0,12700000.0,199700000.0,-18200000.0,315400000.0,2255600000.0,-30000000.0,1.59,199700000.0,238900000.0,,,-35200000.0,52900000.0,,-13500000.0,,290500000.0,-232200000.0,735100000.0,,-391700000.0,220200000.0,0.75,238900000.0,510500000.0,-2000000.0,153900000.0,0.0,,29700000.0,-440500000.0,,616500000.0,175200000.0,97000000.0,1000000.0,175100000.0,,,1.6,27900000.0,-90800000.0,206400000.0,199700000.0,0.0,,8300000.0,,54600000.0,27900000.0,95900000.0,,1000000.0,,-391700000.0,1550200000.0,,2068100000.0,1199000000.0,204100000.0,,869100000.0,221800000.0,65600000.0,14600000.0,92100000.0,-15000000.0,154700000.0,-105900000.0,-7900000.0,,49500000.0,-511300000.0,,232400000.0,,3800000.0,120000000.0,510500000.0,224800000.0,75800000.0,0.74,100000.0,,,57200000.0,616500000.0,447100000.0,,735100000.0,-5800000.0,2255600000.0,81500000.0,,545400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,-800000.0,,339300000.0,-74200000.0,,,1446900000.0,,0.0,,,,,1559600000.0,2270000000.0,,325800000.0,194700000.0,286000000.0,49100000.0,,,16300000.0,,,1786200000.0,216500000.0,8300000.0,,,-11700000.0,,727200000.0,57700000.0,58800000.0,,,125500000.0,125500000.0,,133800000.0,,,,,,,,,,,,133800000.0,,,-2800000.0,,,125500000.0,57700000.0,384500000.0,-11400000.0,,95900000.0,,16400000.0,,-8200000.0,,,,-5100000.0,,2192300000.0,,,,221800000.0,,,,,,,,,-205700000.0,,,,216300000.0,0.6,,,,,-30000000.0,6600000.0,73700000.0,,,,199700000.0,96900000.0,1000000.0,162300000.0,,,,42600000.0,,,,,,-2000000.0,,,,,,,,,,,,,,,,,,,107700000.0,,,-74800000.0,-7400000.0,,,,,277300000.0,,16200000.0,,,226100000.0,75000000.0,0.6,,,,-76000000.0,,406100000.0,,710400000.0,,,82500000.0,,502300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,102000000.0,,295900000.0,43600000.0,,,1437100000.0,,0.0,,,,,1517600000.0,2345500000.0,,348300000.0,245400000.0,317500000.0,48600000.0,,,16500000.0,,,1733000000.0,225300000.0,7700000.0,,,-28800000.0,,728800000.0,95000000.0,95400000.0,,,169100000.0,169100000.0,,143100000.0,,,,,,,,,,,,143100000.0,,,-35700000.0,,,169100000.0,95000000.0,389900000.0,-11500000.0,,95800000.0,,17100000.0,,92900000.0,,,,3500000.0,,2202700000.0,,,,171800000.0,,,,,,,,,-231200000.0,,,,267400000.0,0.99,,,,,0.0,7500000.0,139200000.0,,,,125500000.0,96800000.0,1000000.0,175700000.0,,,,85200000.0,,,,,,-2700000.0,,,,,,,,,,,,,,,,,,,150000000.0,,,-20200000.0,-9100000.0,,,,,360600000.0,,21000000.0,,,227100000.0,116400000.0,0.98,,,,-10500000.0,,469700000.0,,827900000.0,,,124300000.0,,584900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,77200000.0,,292400000.0,45400000.0,,,1426400000.0,,0.0,,,,,1504300000.0,2306600000.0,,277100000.0,220000000.0,317600000.0,47200000.0,,,15600000.0,,,1718800000.0,228300000.0,-85300000.0,,,-13100000.0,,736100000.0,1600000.0,2000000.0,,,214500000.0,214500000.0,,142000000.0,,,,,,,,,,,,142000000.0,,,-10800000.0,,,214500000.0,1600000.0,390000000.0,-11600000.0,,96000000.0,,17200000.0,,67300000.0,,,,3700000.0,,2151100000.0,,,,151800000.0,,,,,,,,,-216800000.0,,,,263500000.0,0.02,,,,,0.0,0.0,151800000.0,,,,169100000.0,96900000.0,1000000.0,165100000.0,,,,82400000.0,,,,,,-900000.0,,,,,,,,,,,,,,,,,,,53900000.0,,,-21000000.0,-9900000.0,,,,,350700000.0,,19100000.0,,,226400000.0,21100000.0,0.02,0.0,,,-26400000.0,,432300000.0,,802300000.0,,,121500000.0,,581100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,199100000.0,,285800000.0,97900000.0,-46000000.0,96900000.0,1415600000.0,1415600000.0,0.0,260000000.0,716800000.0,14100000.0,229100000.0,1418100000.0,2247400000.0,295000000.0,260000000.0,201500000.0,331600000.0,48200000.0,,-7700000.0,15900000.0,116400000.0,,1701400000.0,220600000.0,1200000.0,2247400000.0,376600000.0,6600000.0,-64000000.0,716800000.0,74800000.0,75000000.0,66900000.0,-196000000.0,312400000.0,312400000.0,,140900000.0,179900000.0,3400000.0,118700000.0,,1701400000.0,377500000.0,,226600000.0,-66200000.0,425500000.0,-264300000.0,140900000.0,,,-14700000.0,5800000.0,,312400000.0,74800000.0,357400000.0,-11500000.0,429600000.0,95600000.0,357400000.0,16200000.0,,183000000.0,285800000.0,9900000.0,312400000.0,-8400000.0,426200000.0,2131000000.0,-85100000.0,2.36,312400000.0,117300000.0,,,-42500000.0,64300000.0,,-19800000.0,,199700000.0,-264300000.0,829300000.0,,-413800000.0,238100000.0,0.78,117300000.0,559800000.0,6300000.0,229100000.0,-55100000.0,0.0,116400000.0,-47000000.0,,640400000.0,214500000.0,96600000.0,1000000.0,179900000.0,,,2.39,36300000.0,112700000.0,201500000.0,312400000.0,0.0,,5700000.0,,63800000.0,36300000.0,95800000.0,,1000000.0,,-413800000.0,1418100000.0,,2238000000.0,1252700000.0,220600000.0,,985300000.0,335000000.0,48200000.0,16600000.0,98400000.0,-500000.0,231200000.0,-80000000.0,-16100000.0,,79400000.0,-31400000.0,,376600000.0,,7500000.0,118700000.0,559800000.0,226600000.0,82500000.0,0.77,-4300000.0,,,107000000.0,640400000.0,429600000.0,,829300000.0,-15600000.0,2131000000.0,97200000.0,,569700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,-40900000.0,,227100000.0,-122800000.0,,,1404800000.0,,0.0,,,,,1443200000.0,2185400000.0,,268900000.0,178300000.0,308000000.0,47100000.0,,,15900000.0,,,1631900000.0,238000000.0,-700000.0,,,-11800000.0,,724600000.0,68400000.0,68700000.0,,,189600000.0,189600000.0,,142000000.0,,,,,,,,,,,,142000000.0,,,-27800000.0,,,189600000.0,68400000.0,368200000.0,-15200000.0,,95300000.0,,16500000.0,,-48700000.0,,,,2100000.0,,2030400000.0,,,,118300000.0,,,,,,,,,-251400000.0,,,,240800000.0,0.72,,,,,-30000000.0,0.0,151400000.0,,,,312400000.0,96100000.0,1000000.0,173100000.0,,,,45700000.0,,,,,,800000.0,,,,,,,,,,,,,,,,,,,114700000.0,,,-56000000.0,-7800000.0,,,,,401800000.0,,13600000.0,,,232100000.0,82300000.0,0.71,-20800000.0,,,-76100000.0,,398500000.0,,742200000.0,,,98800000.0,,548800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,104900000.0,,234300000.0,55900000.0,,,1394100000.0,,0.0,,,,,1495400000.0,2334600000.0,,310900000.0,195300000.0,346000000.0,46900000.0,,,16100000.0,,,1628400000.0,247800000.0,5000000.0,,,-11700000.0,,745700000.0,105500000.0,105800000.0,,,245500000.0,245500000.0,,146900000.0,,,,,,,,,,,,146900000.0,,,1900000.0,,,245500000.0,105500000.0,386800000.0,-15200000.0,,95200000.0,,16200000.0,,91300000.0,,,,2600000.0,,2065200000.0,,,,121600000.0,,,,,,,,,-204500000.0,,,,281000000.0,1.11,,,,,-30000000.0,0.0,265300000.0,,,,189600000.0,95900000.0,900000.0,194600000.0,,,,35000000.0,,,,,,300000.0,,,,,,,,,,,,,,,,,,,155500000.0,,,-54500000.0,-13600000.0,,,,,468900000.0,,17400000.0,,,241300000.0,123200000.0,1.1,0.0,,,-17100000.0,,436800000.0,,839200000.0,,,134100000.0,,627000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,106000000.0,,231000000.0,89400000.0,,,1412000000.0,,0.0,,,,,1522700000.0,2447300000.0,,302800000.0,219500000.0,335500000.0,35000000.0,,,17800000.0,,,1643000000.0,257100000.0,3400000.0,,,-856300000.0,,755900000.0,89800000.0,90100000.0,,,334900000.0,334900000.0,,147800000.0,,,,,,,,,,,,147800000.0,,,-10200000.0,,,334900000.0,89800000.0,393200000.0,-15200000.0,,95000000.0,,17200000.0,,93700000.0,,,,-1700000.0,,2075200000.0,,,,127500000.0,,,,,,,,,-182500000.0,,,,273900000.0,0.95,,,,,0.0,0.0,367200000.0,,,,245500000.0,95800000.0,1000000.0,177700000.0,,,,29800000.0,,,,,,1800000.0,,,,,,,,,,,,,,,,,,,147000000.0,,,-8200000.0,-12300000.0,,,,,543500000.0,,21900000.0,,,246100000.0,112000000.0,0.94,0.0,,,-1300000.0,,432200000.0,,924600000.0,,,126100000.0,,609400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,177200000.0,,233400000.0,131300000.0,-60900000.0,96000000.0,1442300000.0,1442300000.0,0.0,296600000.0,761200000.0,0.0,273300000.0,1509300000.0,2542000000.0,395700000.0,296600000.0,237500000.0,348000000.0,35000000.0,,3000000.0,56000000.0,405500000.0,,1675700000.0,239800000.0,5000000.0,2542000000.0,544400000.0,-773800000.0,-50200000.0,761200000.0,9600000.0,12100000.0,66900000.0,-150900000.0,466200000.0,466200000.0,,145800000.0,188300000.0,400000.0,123600000.0,,1675700000.0,347200000.0,,252200000.0,13200000.0,488200000.0,-152900000.0,145800000.0,,,-14100000.0,7200000.0,,466200000.0,9600000.0,394300000.0,-15300000.0,460800000.0,95100000.0,394300000.0,17000000.0,,161600000.0,233400000.0,19900000.0,466200000.0,-50300000.0,568300000.0,2136500000.0,-60000000.0,2.85,466200000.0,101600000.0,,,-49300000.0,105700000.0,,-22700000.0,,312400000.0,-152900000.0,1032700000.0,,-455700000.0,275000000.0,0.1,101600000.0,582500000.0,24900000.0,273300000.0,0.0,0.0,405500000.0,-1653600000.0,,707900000.0,334900000.0,95900000.0,1000000.0,188300000.0,,,2.87,30100000.0,153800000.0,237500000.0,466200000.0,0.0,,200000.0,,119000000.0,30100000.0,95100000.0,,1000000.0,,-455700000.0,1509300000.0,,2408200000.0,1337500000.0,239800000.0,,1070700000.0,297900000.0,35000000.0,16200000.0,134200000.0,-40100000.0,276700000.0,-32200000.0,-15600000.0,,53600000.0,-20800000.0,,544400000.0,,66100000.0,123600000.0,582500000.0,252200000.0,78200000.0,0.1,0.0,,,66300000.0,707900000.0,460800000.0,,1032700000.0,-4400000.0,2136500000.0,129200000.0,,623000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,-10100000.0,,240800000.0,-314400000.0,,,1474100000.0,,,,,,,1825500000.0,2628100000.0,,336400000.0,219300000.0,355300000.0,35300000.0,,,12900000.0,,,1714900000.0,271500000.0,400000.0,,,-8800000.0,,878000000.0,72200000.0,72400000.0,,,151800000.0,151800000.0,,159100000.0,,,,,,,,,,,,159100000.0,,,-284900000.0,,,151800000.0,72200000.0,545800000.0,-19700000.0,,95100000.0,,22500000.0,,-18800000.0,,,,-2400000.0,,2167000000.0,,,,124300000.0,,,,,,,,,-126800000.0,,,,257800000.0,0.76,,,,,-30000000.0,,461100000.0,,,,466200000.0,95800000.0,900000.0,197500000.0,,,,42900000.0,,,,,,100000.0,,,,,,,,,,,,,,,,,,,121600000.0,,,-20900000.0,-8700000.0,,,,,581900000.0,,13800000.0,,,277400000.0,86200000.0,0.75,-276300000.0,,,-105000000.0,,452100000.0,,802600000.0,,,98700000.0,,613100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,128800000.0,,224000000.0,37800000.0,,,1425900000.0,,,,,,,1779200000.0,2631700000.0,,366000000.0,227700000.0,399100000.0,35200000.0,,,13400000.0,,,1649900000.0,265400000.0,1500000.0,,,-49100000.0,,857000000.0,113900000.0,114000000.0,,,189600000.0,189600000.0,,162200000.0,,,,,,,,,,,,162200000.0,,,-16400000.0,,,189600000.0,113900000.0,516400000.0,-20000000.0,,95000000.0,,23000000.0,,116600000.0,,,,100000.0,,2123000000.0,,,,133300000.0,,,,,,,,,-175900000.0,,,,305600000.0,1.2,,,,,0.0,,506000000.0,,,,151800000.0,95600000.0,900000.0,210200000.0,,,,31500000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,168000000.0,,,-69500000.0,-12200000.0,,,,,675800000.0,,17600000.0,,,272500000.0,131600000.0,1.19,-4200000.0,,,-8200000.0,,473100000.0,,852500000.0,,,143400000.0,,704700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,141700000.0,,226500000.0,6900000.0,,,1417700000.0,,,,,,,1856800000.0,2730100000.0,,361400000.0,243900000.0,402100000.0,35000000.0,,,14000000.0,,,1644200000.0,278300000.0,1500000.0,,,-83800000.0,,878000000.0,116000000.0,116100000.0,,,189700000.0,189700000.0,,167100000.0,,,,,,,,,,,,167100000.0,,,-107400000.0,,,196500000.0,116000000.0,558400000.0,-19900000.0,,95100000.0,,20300000.0,,130800000.0,,,,2400000.0,,2131100000.0,,,,147100000.0,,,,,,,,,-188200000.0,,,,309400000.0,1.22,,,,,0.0,,596900000.0,,,,189600000.0,95800000.0,1000000.0,208000000.0,,,,37100000.0,,,,,,-1200000.0,,,,,,,,,,,,,,,,,,,164500000.0,,,-26500000.0,-10900000.0,,,,,771900000.0,,14100000.0,,,273300000.0,130200000.0,1.21,-95300000.0,,,5300000.0,,486900000.0,,873300000.0,,,142300000.0,,711500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-14300000.0,197400000.0,,225900000.0,94100000.0,-79400000.0,95700000.0,1409500000.0,1409500000.0,,324900000.0,883000000.0,0.0,434900000.0,1878600000.0,2810200000.0,475200000.0,324900000.0,250500000.0,401900000.0,35300000.0,,-8300000.0,13700000.0,654000000.0,,1635400000.0,280300000.0,-500000.0,2810200000.0,873600000.0,-8800000.0,-443800000.0,883000000.0,132800000.0,132900000.0,86200000.0,-183400000.0,283800000.0,283800000.0,,159100000.0,235000000.0,33900000.0,115900000.0,,1635400000.0,457800000.0,,276700000.0,3400000.0,525800000.0,-223500000.0,159100000.0,,,-35100000.0,3200000.0,,290600000.0,132800000.0,547100000.0,-19800000.0,520800000.0,94900000.0,547100000.0,20400000.0,,180100000.0,225900000.0,-18600000.0,283800000.0,-3900000.0,615400000.0,2156200000.0,-67300000.0,4.54,283800000.0,171800000.0,,,-49100000.0,54000000.0,,-8600000.0,,466200000.0,-223500000.0,931600000.0,,-472100000.0,300500000.0,1.4,171800000.0,647500000.0,-64400000.0,434900000.0,-37300000.0,,654000000.0,-150500000.0,,748800000.0,196500000.0,95600000.0,900000.0,235000000.0,,,4.58,35800000.0,-175600000.0,250500000.0,290600000.0,,,-3400000.0,,39800000.0,35800000.0,95000000.0,,900000.0,,-472100000.0,1878600000.0,,2731700000.0,1558400000.0,280300000.0,,1173300000.0,408700000.0,35300000.0,19600000.0,140900000.0,-600000.0,435400000.0,-66500000.0,-17300000.0,,-63800000.0,-376100000.0,,873600000.0,,-5700000.0,115900000.0,647500000.0,276700000.0,127200000.0,1.39,-300000.0,,,96900000.0,748800000.0,520800000.0,,931600000.0,-19700000.0,2156200000.0,141400000.0,,702400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,-12600000.0,,276700000.0,-130000000.0,,,1401300000.0,,,,,,,1950600000.0,2800800000.0,,359600000.0,252000000.0,378100000.0,35100000.0,,,13700000.0,,,1678000000.0,296800000.0,800000.0,,,-9000000.0,,878700000.0,80200000.0,80300000.0,,,153800000.0,153800000.0,,168900000.0,,,,,,,,,,,,168900000.0,,,-17700000.0,,,160600000.0,80200000.0,536300000.0,-25200000.0,,94500000.0,,20700000.0,,-24900000.0,,,,-1200000.0,,2163400000.0,,,,260500000.0,,,,,,,,,-238800000.0,,,,276900000.0,0.85,,,,,-63800000.0,,633700000.0,,,,290600000.0,95100000.0,900000.0,198300000.0,,,,33200000.0,,,,,,-800000.0,,,,,,,,,,,,,,,,,,,129800000.0,,,-99200000.0,-12300000.0,,,,,871600000.0,,15100000.0,,,275100000.0,95400000.0,0.84,-4600000.0,,,-113600000.0,,485400000.0,,850200000.0,,,108000000.0,,655000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
