,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualPretaxIncome,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyInterestExpense,annualStockholdersEquity,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,annualTotalAssets,annualRetainedEarnings,quarterlyRepaymentOfDebt,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOtherIncomeExpense,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,trailingOperatingIncome,annualNetPPE,annualOtherIncomeExpense,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingOperatingCashFlow,trailingEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,trailingCapitalExpenditure,annualCapitalExpenditure,annualInterestExpense,trailingOperatingExpense,annualChangesInAccountReceivables,trailingSellingGeneralAndAdministration,annualBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyStockholdersEquity,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualBasicEPS,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualEndCashPosition,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualOtherCurrentAssets,annualBasicAverageShares,quarterlyOtherNonCashItems,annualCapitalStock,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,trailingGrossProfit,annualTotalRevenue,annualCostOfRevenue,annualInventory,trailingTaxProvision,annualGrossProfit,annualFreeCashFlow,annualCurrentDebt,annualStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingPurchaseOfBusiness,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncome,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,trailingFreeCashFlow,quarterlyTotalRevenue,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,,,,,96028568.0,,,,,,,218100000.0,,,362200000.0,,,,,,9500000.0,,,,,,,,,,-3500000.0,,,,46000000.0,-253600000.0,,,,,,25500000.0,,,,265500000.0,,,4200000.0,359000000.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,409600000.0,,,2.271199,,,,,-25500000.0,1400000.0,,-12000000.0,,378300000.0,,,,,,,,450800000.0,800000.0,218100000.0,,,,-100000.0,,,,,,,,,2.271199,,-1500000.0,,376800000.0,,,,,130500000.0,,96028568.0,,,,,,,2021200000.0,1211400000.0,,,809800000.0,240000000.0,,,,-251000000.0,231700000.0,,,,-17200000.0,,,,,,,450800000.0,,,,,,,,,,,,-12900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,71800000.0,,18600000.0,-17100000.0,0.0,96028568.0,2800000.0,2800000.0,0.0,288200000.0,637900000.0,,220100000.0,1073900000.0,1983800000.0,366700000.0,288200000.0,92700000.0,303500000.0,2200000.0,,12700000.0,400000.0,1343200000.0,,234900000.0,166400000.0,-700000.0,1983800000.0,0.0,0.0,-17500000.0,637900000.0,59200000.0,63700000.0,43800000.0,-317900000.0,317500000.0,317500000.0,,117300000.0,227200000.0,8000000.0,92000000.0,,234900000.0,269200000.0,,232000000.0,-3200000.0,371300000.0,-7700000.0,117300000.0,,,-5500000.0,0.0,,317500000.0,59200000.0,150500000.0,,382700000.0,,150500000.0,11200000.0,,66300000.0,18600000.0,0.0,317500000.0,-75100000.0,412000000.0,617600000.0,0.0,2.292026,317500000.0,53500000.0,,,-19600000.0,1500000.0,,2000000.0,,376800000.0,-7700000.0,909900000.0,,-354800000.0,219400000.0,,53500000.0,454300000.0,-3600000.0,220100000.0,,,1343200000.0,-100000.0,,586800000.0,334600000.0,,0.0,227200000.0,,,2.292026,6900000.0,-59300000.0,92700000.0,317500000.0,0.0,,0.0,,136700000.0,6900000.0,96028568.0,0.0,0.0,,-354800000.0,1073900000.0,,2023300000.0,1197700000.0,166400000.0,,825600000.0,249600000.0,2200000.0,0.0,112800000.0,-316800000.0,230000000.0,-75800000.0,-5500000.0,,-9300000.0,0.0,,0.0,,37500000.0,92000000.0,454300000.0,232000000.0,101200000.0,,,,,-9200000.0,586800000.0,382700000.0,,909900000.0,-1200000.0,617600000.0,102100000.0,,522900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,400000.0,,,-3700000.0,,,,,,,,,,,,,,,287200000.0,,,,400000.0,,,,,-7600000.0,,,,,,39400000.0,41200000.0,,,,,,117300000.0,,,,,,,,,,,,117300000.0,,,-4100000.0,,,313800000.0,39400000.0,,0.0,,96028568.0,,11700000.0,,-4900000.0,,,,16500000.0,,,,,,,,,,,,,,,,,,,186100000.0,0.410295,,,,,,,,,,,317500000.0,96028568.0,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,73000000.0,,,18200000.0,-5300000.0,,,,,,,19700000.0,,,,60900000.0,0.410295,0.0,,,-52300000.0,,,,,,,68800000.0,,473300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,58800000.0,,,8400000.0,,,,,,,,,,,,,,,310200000.0,,,,500000.0,,,,,800000.0,,,,,,60300000.0,63300000.0,,,,,,118500000.0,,,,,,,,,,,,118500000.0,,,-2800000.0,,,322200000.0,60300000.0,,0.0,,96028568.0,,11200000.0,,55400000.0,,,,-52800000.0,,,,,,,,,,,,,,,,,,,218500000.0,0.627938,,,,,,,,,,,313800000.0,96028568.0,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,112000000.0,,,-54100000.0,-3400000.0,,,,,,,37000000.0,,,,100300000.0,0.627938,0.0,,,-14600000.0,,,,,,,100000000.0,,528700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,98400000.0,,14900000.0,46300000.0,,,2700000.0,,0.0,,,,,922000000.0,1925100000.0,,306400000.0,98400000.0,290600000.0,2100000.0,,,500000.0,,,252500000.0,163200000.0,-137800000.0,,,,,505400000.0,-78100000.0,-67600000.0,,,368500000.0,368500000.0,,122200000.0,,,95000000.0,,,,,,,,,122200000.0,,,19300000.0,,,368500000.0,-78100000.0,145400000.0,,,96028568.0,,11300000.0,,95100000.0,,,,-87400000.0,,624100000.0,,,,64600000.0,,,,,,,,,-56400000.0,,,,238400000.0,-0.8133,,,,,,,1268400000.0,,,,322200000.0,96028568.0,1324800000.0,209600000.0,,,,46300000.0,,,,,,22600000.0,,,,,,,,,,,,,,,,,,,-10300000.0,,,-88000000.0,-3300000.0,,,,,,,45500000.0,,,206600000.0,-22100000.0,-0.8133,,,,38500000.0,,371600000.0,,1003100000.0,,,116200000.0,,529000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,66300000.0,,273100000.0,-141100000.0,,96100000.0,1272000000.0,1272000000.0,0.0,266100000.0,504900000.0,,31000000.0,1056700000.0,1979900000.0,218500000.0,266100000.0,207300000.0,334100000.0,71900000.0,,-29300000.0,8800000.0,-55700000.0,,1545100000.0,155800000.0,-200000.0,1979900000.0,400000.0,100000.0,-18700000.0,504900000.0,9600000.0,8700000.0,46100000.0,-292400000.0,227400000.0,227400000.0,,126600000.0,211300000.0,-16700000.0,86700000.0,,1545100000.0,223900000.0,,203000000.0,-144700000.0,373400000.0,-96600000.0,126600000.0,,,-31100000.0,1300000.0,,227400000.0,9600000.0,146100000.0,,490500000.0,96000000.0,146100000.0,11900000.0,,58100000.0,273100000.0,-40200000.0,227400000.0,-1508900000.0,274800000.0,2035600000.0,,0.32,227400000.0,202700000.0,,,-20200000.0,10200000.0,,26800000.0,,317500000.0,-96600000.0,923200000.0,,-366200000.0,216500000.0,0.1,202700000.0,486200000.0,16800000.0,31000000.0,,,-55700000.0,0.0,,569200000.0,368500000.0,96400000.0,1000000.0,211300000.0,,,0.32,74900000.0,-90100000.0,207300000.0,227400000.0,0.0,,-40200000.0,,174200000.0,74900000.0,96000000.0,0.0,1000000.0,,-366200000.0,1056700000.0,,2093500000.0,1233900000.0,155800000.0,,859600000.0,203700000.0,71900000.0,,89700000.0,-1631300000.0,44300000.0,-168500000.0,-8200000.0,,-3300000.0,,,400000.0,,72200000.0,86700000.0,486200000.0,203000000.0,80900000.0,0.1,,,,59400000.0,569200000.0,490500000.0,,923200000.0,5400000.0,2035600000.0,89900000.0,,550600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,-900000.0,,280300000.0,-22000000.0,,,1264400000.0,,0.0,,,,,1064000000.0,1977900000.0,,284100000.0,177400000.0,280600000.0,70500000.0,,,13100000.0,,,1544700000.0,167200000.0,0.0,,,,,507100000.0,35600000.0,37600000.0,,,205400000.0,205400000.0,,125100000.0,,,,,,,,,,,,125100000.0,,,-14300000.0,,,205400000.0,35600000.0,143500000.0,-7200000.0,,96300000.0,,12200000.0,,-10100000.0,,,,11800000.0,,2006200000.0,,,,204500000.0,,,,,,,,,-109800000.0,,,,191900000.0,0.37,,,,,,,-60400000.0,,,,227400000.0,97400000.0,1000000.0,213600000.0,,,,73300000.0,,,,,,200000.0,,,,,,,,,,,,,,,,,,,79200000.0,,,-3400000.0,-9200000.0,,,,,28000000.0,,16300000.0,,,208900000.0,53900000.0,0.37,-5300000.0,,,-50500000.0,,461500000.0,,913900000.0,,,66800000.0,,472500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,64700000.0,,285000000.0,-12200000.0,,,1256900000.0,,0.0,,,,,1080500000.0,1968100000.0,,295600000.0,186900000.0,305200000.0,30700000.0,,,12500000.0,,,1541900000.0,174100000.0,900000.0,,,,,517800000.0,43500000.0,55100000.0,,,193200000.0,193200000.0,,136600000.0,,,,,,,,,,,,136600000.0,,,6100000.0,,,193200000.0,43500000.0,144900000.0,-7700000.0,,96300000.0,,12200000.0,,47900000.0,,,,2800000.0,,1979300000.0,,,,207500000.0,,,,,,,,,-104300000.0,,,,226300000.0,0.45,,,,,,,-42200000.0,,,,205400000.0,97300000.0,1000000.0,219800000.0,,,,72600000.0,,,,,,40600000.0,,,,,,,,,,,,,,,,,,,102900000.0,,,-82400000.0,-16800000.0,,,,,55500000.0,,23100000.0,,,210300000.0,78200000.0,0.45,-17700000.0,,,-1700000.0,,437400000.0,,887600000.0,,,89700000.0,,531500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,108200000.0,,272800000.0,58200000.0,,,1249200000.0,,0.0,,,,,1058200000.0,1992200000.0,,287300000.0,211000000.0,310600000.0,30300000.0,,,12700000.0,,,1522000000.0,180700000.0,1900000.0,,,,,509900000.0,60300000.0,67700000.0,,,251400000.0,251400000.0,,130500000.0,,,,,,,,,,,,130500000.0,,,-12700000.0,,,251400000.0,60300000.0,133100000.0,-7700000.0,,95900000.0,,12100000.0,,94400000.0,,,,800000.0,,1986200000.0,,,,202700000.0,,,,,,,,,-129700000.0,,,,236100000.0,0.63,,,,,-20000000.0,,-30700000.0,,,,193200000.0,96900000.0,1000000.0,222900000.0,,,,61000000.0,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,119700000.0,,,-34800000.0,-13800000.0,,,,,95400000.0,,27200000.0,,,212500000.0,94900000.0,0.62,0.0,,,31300000.0,,464200000.0,,934000000.0,,,105600000.0,,546700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
