date,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyBasicEPS,annualCapitalStock,trailingOperatingCashFlow,annualOtherIntangibleAssets,annualNetPPE,quarterlyTaxProvision,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualGrossPPE,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualPurchaseOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingCashDividendsPaid,quarterlyAccountsPayable,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingNetIncome,annualBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingNetOtherFinancingCharges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,trailingChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInterestExpense,annualAccountsPayable,quarterlyOtherNonCashItems,annualOperatingIncome,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedAverageShares,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyRetainedEarnings,trailingTotalRevenue,quarterlyDilutedEPS,annualNetOtherInvestingChanges,annualDilutedEPS,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCashAndCashEquivalents,annualInvestmentsAndAdvances,annualNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualPretaxIncome,annualFreeCashFlow,quarterlyTotalAssets,annualCashDividendsPaid,annualBasicEPS,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,trailingPretaxIncome,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualRetainedEarnings,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualCurrentDeferredRevenue,annualCurrentAssets,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,annualGoodwill,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,annualCostOfRevenue,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualDeferredIncomeTax,quarterlyChangeInInventory,annualInventory,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualOtherNonCurrentAssets,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,trailingGrossProfit,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInInventory,trailingBasicEPS,quarterlyOtherShortTermInvestments,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualCurrentDebt,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualLongTermDebt,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyCurrentDebt,quarterlyGrossProfit,annualOtherIncomeExpense,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyDeferredIncomeTax,annualAccountsReceivable,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingBasicAverageShares,annualOtherCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherCurrentLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation
2007-12-31,1342104000000.0,296129000000.0,,334019000000.0,,,79146000000.0,5567000000.0,,334019000000.0,427407000000.0,23675000000.0,,79146000000.0,,,,-37406000000.0,-5212000000.0,36272000000.0,79146000000.0,275360000000.0,-134000000.0,-1603000000.0,,-141192000000.0,,,,13848000000.0,79146000000.0,,103566000000.0,-1455833000000.0,-244792000000.0,-7226000000.0,105714000000.0,,,,,,,,344532211333.0,-172926000000.0,,,-1205000000.0,26327000000.0,172455000000.0,,-398000000.0,132822000000.0,,-14180000000.0,113185000000.0,1336000000.0,,254141000000.0,30686000000.0,344532211333.0,33124000000.0,8140036000000.0,301687000000.0,45440000000.0,,,-2085000000.0,0.235844,81990000000.0,-146404000000.0,22503000000.0,71776000000.0,241783000000.0,,1342104000000.0,1918588000000.0,81256000000.0,17949000000.0,8140036000000.0,2286000000.0,,115114000000.0,288903000000.0,8684288000000.0,-15490000000.0,0.235844,,17949000000.0,18108000000.0,87631000000.0,,8684288000000.0,-1195000000.0,538947000000.0,,81256000000.0,,9492000000.0,538947000000.0,45440000000.0,1217519000000.0,1918588000000.0,,301687000000.0,35100000000.0,,251086000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,176120000000.0,,0.098269,,,,,10398000000.0,,334019000000.0,301687000000.0,43680000000.0,-33718000000.0,78019000000.0,-183000000.0,,336964510600.0,,-578000000.0,39322000000.0,,,,0.0,,109594000000.0,,,,342220000000.0,78019000000.0,,,,,,-19145000000.0,,,,,,,,,59404000000.0,,,,,,,,,,-8473000000.0,,-34000000.0,,,19168000000.0,,,,,78543000000.0,,0.098269,,,,109016000000.0,43309000000.0,75426000000.0,-431704000000.0,,,,,33113000000.0,8570456000000.0,2346000000.0,,,,9141387000000.0,,,,33113000000.0,33282000000.0,,,,-1783000000.0,,,,,,566608000000.0,,,2033184000000.0,336964510600.0,282542000000.0,23858000000.0,,-123051000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,1652084000000.0,,,,,,,9134000000.0,,334019000000.0,282542000000.0,40731000000.0,-3702000000.0,77292000000.0,,,,,-1032000000.0,43904000000.0,,,,-142000000.0,,86538000000.0,,,,380302000000.0,77292000000.0,,,,,,23995000000.0,,,,,,,,,37631000000.0,,,,,,,,,,-9842000000.0,,-44391000000.0,,,24611000000.0,,,,,65454000000.0,,,,,,85506000000.0,40243000000.0,78618000000.0,-389802000000.0,,,,,31418000000.0,8845618000000.0,2337000000.0,,,,9399960000000.0,,,,31418000000.0,31597000000.0,,,,-1107000000.0,,,,,,550007000000.0,,,2040021000000.0,,306537000000.0,29282000000.0,,-15211000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,210683000000.0,,0.088442,,,,,7975000000.0,,334019000000.0,306537000000.0,36173000000.0,,77695000000.0,,,318842959778.0,,-1189000000.0,47633000000.0,,,,-1169000000.0,,-115889000000.0,,,,322815000000.0,77695000000.0,,,,,,50039000000.0,,,,,,,,,-164463000000.0,,,,,,,,,,-15577000000.0,,0.0,,,20353000000.0,,,,,93646000000.0,,0.088442,,,,-117078000000.0,35953000000.0,76321000000.0,-151728000000.0,,,,,28199000000.0,8798528000000.0,2360000000.0,,,,9384347000000.0,,,,28199000000.0,28198000000.0,,,,-35473000000.0,,,,,,581699000000.0,,,1897955000000.0,318842959778.0,356576000000.0,25180000000.0,,169660000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,1864206000000.0,370913000000.0,,334019000000.0,,,84948000000.0,6643000000.0,,334019000000.0,356576000000.0,24717000000.0,,84948000000.0,,,,-55528000000.0,-8176000000.0,46678000000.0,84948000000.0,301687000000.0,,-44430000000.0,,290670000000.0,,,,82111000000.0,84948000000.0,,110699000000.0,-1086048000000.0,-9924000000.0,-10975000000.0,250715000000.0,,,,,,,,341568778545.0,238472000000.0,,,,305604000000.0,171044000000.0,,-45924000000.0,177537000000.0,,-21636000000.0,143531000000.0,,,307780000000.0,27374000000.0,341568778545.0,34150000000.0,9150516000000.0,607291000000.0,72146000000.0,,,-40869000000.0,0.324286,111151000000.0,282494000000.0,24026000000.0,77415000000.0,-112814000000.0,,1864206000000.0,1929703000000.0,110766000000.0,18036000000.0,9150516000000.0,2447000000.0,,145301000000.0,359938000000.0,9757654000000.0,,0.324286,,18036000000.0,18074000000.0,91506000000.0,,9757654000000.0,-2506000000.0,603183000000.0,,110766000000.0,,9490000000.0,603183000000.0,72146000000.0,1127448000000.0,1929703000000.0,,607291000000.0,32379000000.0,,-41322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,189377000000.0,,0.108095,,,,,10335000000.0,,334019000000.0,607291000000.0,45624000000.0,,83384000000.0,,,325203598727.0,,-514000000.0,42318000000.0,,,,-184000000.0,,-132681000000.0,,,,204230000000.0,83384000000.0,,,,,,-116030000000.0,,,,,,,,,-175941000000.0,,,,,,,,,,-4203000000.0,,,,,18680000000.0,,,,,107292000000.0,,0.108095,,,,-133195000000.0,45478000000.0,72482000000.0,-185714000000.0,,,,,35153000000.0,10338381000000.0,3067000000.0,,,,10978966000000.0,,,,35153000000.0,35289000000.0,,,,-290000000.0,,,,,,636552000000.0,,,1897267000000.0,325203598727.0,491261000000.0,23206000000.0,,17813000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,1828536000000.0,,,,,,,8729000000.0,,334019000000.0,491261000000.0,40053000000.0,,82467000000.0,,,,,-1675000000.0,40921000000.0,,,,2000000.0,,65416000000.0,,,,234294000000.0,82467000000.0,,,,,,-81628000000.0,,,,,,,,,28266000000.0,,,,,,,,,,-6009000000.0,,,,,25360000000.0,,,,,83331000000.0,,,,,,63741000000.0,39588000000.0,74904000000.0,-324634000000.0,,,,,31160000000.0,10814166000000.0,2387000000.0,,,,11435086000000.0,,,,31160000000.0,31324000000.0,,,,-683000000.0,,,,,,616416000000.0,,,1994039000000.0,,409633000000.0,29868000000.0,,-92448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,258880000000.0,,0.098269,,,,,9376000000.0,,334019000000.0,409633000000.0,43196000000.0,0.0,82971000000.0,,,341869439000.0,,-1908000000.0,39331000000.0,,,,-1024000000.0,,409461000000.0,,,,302128000000.0,82971000000.0,,,,,,176736000000.0,,,,,,,,,370002000000.0,,,,,,,,,,-4571000000.0,,38000000.0,,,26042000000.0,,,,,116909000000.0,,0.098269,,,,407553000000.0,43021000000.0,77861000000.0,-570595000000.0,,,,,33595000000.0,11019227000000.0,3919000000.0,,,,11670134000000.0,,,,33595000000.0,33820000000.0,,,,-1595000000.0,,,,,,646210000000.0,,,2271989000000.0,341869439000.0,586369000000.0,30690000000.0,,-271870000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,1931048000000.0,403862000000.0,,334019000000.0,,,93319000000.0,9458000000.0,,334019000000.0,586369000000.0,38375000000.0,0.0,93319000000.0,,,,-26784999014.0,-8940000000.0,37487000000.0,93319000000.0,607291000000.0,-5000000.0,1286000000.0,,61666000000.0,,,,252298000000.0,93319000000.0,,120241000000.0,-1559376000000.0,-585284000000.0,-13037000000.0,-176975000000.0,,,,,,,,335551062513.0,-1893313000000.0,,,,-197897000000.0,-1670986000000.0,,80000000.0,160057000000.0,,-12001999014.0,165994000000.0,-1168000000.0,,307467000000.0,31621000000.0,335551062513.0,37898000000.0,11106119000000.0,409394000000.0,117931000000.0,,,-7248000000.0,0.383247,129350000000.0,52726000000.0,37907000000.0,82220000000.0,-478433000000.0,,1931048000000.0,2508830000000.0,128599000000.0,28691000000.0,11106119000000.0,1627000000.0,,167248000000.0,390825000000.0,11785053000000.0,-56281000000.0,0.383247,,28691000000.0,28917000000.0,101703000000.0,,11785053000000.0,-4680000000.0,673893000000.0,,128599000000.0,,11000000000.0,673893000000.0,117931000000.0,992950000000.0,2508830000000.0,,409394000000.0,36477000000.0,80000000.0,-238779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,377660000000.0,,0.117922,,,,,12390000000.0,,334019000000.0,409394000000.0,54115000000.0,-756000000.0,92995000000.0,,,352325484500.0,,-1820000000.0,37635000000.0,,,,-119000000.0,,284578000000.0,,,,415811000000.0,92995000000.0,,,,,,365628000000.0,,,,,,,,,237694000000.0,,,,,,,,,,-3916000000.0,,,,,24298000000.0,,,,,159455000000.0,,0.117922,,,,282758000000.0,53917000000.0,86737000000.0,-331243000000.0,,,,,41547000000.0,11829184000000.0,3355000000.0,,,,12553385000000.0,,,,41547000000.0,41725000000.0,,,,-468000000.0,,,,,,719089000000.0,,,2500790000000.0,352325484500.0,775022000000.0,29505000000.0,,81619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2467234000000.0,,,,,,,13261000000.0,,334019000000.0,775022000000.0,56501000000.0,-2173000000.0,92044000000.0,,,,,-1377000000.0,38918000000.0,,,,119000000.0,,198899000000.0,,,,707400000000.0,92044000000.0,,,,,,-70330000000.0,,,,,,,,,149034000000.0,,,,,,,,,,-5777000000.0,,,,,26916000000.0,,,,,145651000000.0,,,,,,197522000000.0,56367000000.0,93721000000.0,-914353000000.0,,,,,43056000000.0,12250781000000.0,2693000000.0,,,,12960381000000.0,,,,43056000000.0,43240000000.0,,,,-1331000000.0,,,,,,704279000000.0,,,3163932000000.0,,704692000000.0,32226000000.0,,-211427000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,311132000000.0,,0.127749,,,,,12878000000.0,,334019000000.0,704692000000.0,55708000000.0,,92632000000.0,-21881000000.0,,333568008154.0,,-2072000000.0,40602000000.0,,,,102000000.0,,144379000000.0,,,,482662000000.0,92632000000.0,,,,,,143185000000.0,,,,,,,,,91850000000.0,,,,,,,,,,-8127000000.0,,-2658000000.0,,,27917000000.0,,,,,188252000000.0,,0.127749,,,,142307000000.0,55489000000.0,96355000000.0,-500922000000.0,,,,,42613000000.0,12658382000000.0,1487000000.0,,,,13417887000000.0,,,,42613000000.0,42830000000.0,,,,-4971000000.0,,,,,,753832000000.0,,,3301243000000.0,333568008154.0,847877000000.0,33366000000.0,,-22241000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2542085000000.0,278176000000.0,,349019000000.0,,,100839000000.0,10872000000.0,,349019000000.0,847877000000.0,49102000000.0,,100839000000.0,-2597000000.0,,,-27988000000.0,-7989000000.0,41858000000.0,100839000000.0,409394000000.0,-3457000000.0,44619000000.0,,-349680000000.0,,,,235597000000.0,100839000000.0,,138346000000.0,-1978526000000.0,-159586000000.0,-13258000000.0,-318906000000.0,,,,,,,,344075000000.0,-395997000000.0,44848000000.0,,-24597000000.0,119577000000.0,82581000000.0,,44721000000.0,159013000000.0,,-10168000000.0,214487000000.0,-6788000000.0,,378675000000.0,37447000000.0,344075000000.0,49401000000.0,12636965000000.0,528971000000.0,201157000000.0,,,-6759000000.0,0.48,166025000000.0,-357669000000.0,48714000000.0,101862000000.0,-232008000000.0,,2542085000000.0,3284219000000.0,165156000000.0,37940000000.0,12636965000000.0,4623000000.0,,215426000000.0,264918000000.0,13458622000000.0,-66364000000.0,0.48,,37940000000.0,38230000000.0,116578000000.0,,13458622000000.0,11000000.0,820430000000.0,,165156000000.0,,12158000000.0,820430000000.0,201157000000.0,1841470000000.0,3284219000000.0,,528971000000.0,43249000000.0,45078000000.0,-7537000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,409262000000.0,,0.15,,,,,16162000000.0,,349019000000.0,528971000000.0,69998000000.0,,98754000000.0,,,358580000000.0,,-397000000.0,45517000000.0,,,,0.0,,331532000000.0,,,,424573000000.0,98754000000.0,,,,,,429617000000.0,,,,,,,,,268255000000.0,,,,,,,,,,-8654000000.0,,-18000000.0,,,28709000000.0,,,,,254877000000.0,,0.15,,,,331135000000.0,69582000000.0,113224000000.0,-324679000000.0,,,,,53787000000.0,13517771000000.0,2716000000.0,,,,14389996000000.0,,,,53787000000.0,53836000000.0,,,,-458000000.0,,,,,,870968000000.0,,,3300276000000.0,358580000000.0,958588000000.0,35581000000.0,,99142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,3325515000000.0,,,,,,,16608000000.0,,349020000000.0,958588000000.0,72347000000.0,,101408000000.0,,,,,-2022000000.0,52698000000.0,,,,40843000000.0,,-94041000000.0,,,,523312000000.0,101408000000.0,,,,,,-17797000000.0,,,,,,,,,-163441000000.0,,,,,,,,,,-8227000000.0,,-1357000000.0,,,30674000000.0,,,,,246170000000.0,,,,,,-96063000000.0,71921000000.0,118143000000.0,-483440000000.0,,,,,55694000000.0,14036433000000.0,3954000000.0,,,,14896048000000.0,,,,55694000000.0,55739000000.0,,,,-997000000.0,,,,,,858391000000.0,,,3288589000000.0,,940791000000.0,38723000000.0,,37830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,320933000000.0,,0.16,,,,,15611000000.0,,349020000000.0,940791000000.0,70014000000.0,,106041000000.0,,,339743750000.0,,-2884000000.0,60885000000.0,,,,0.0,,-66810000000.0,,,,182703000000.0,106041000000.0,,,,,,-274924000000.0,,,,,,,,,-131425000000.0,,,,,,,,,,-7502000000.0,,-67405000000.0,,,32793000000.0,,,,,300486000000.0,,0.15,,,,-69694000000.0,69741000000.0,118510000000.0,-319587000000.0,,,,,54359000000.0,14225136000000.0,3425000000.0,,,,15127002000000.0,,,,54359000000.0,54403000000.0,,,,-3729000000.0,,,,,,900682000000.0,,,3451323000000.0,362393333333.0,665867000000.0,41798000000.0,,-143488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,3279129000000.0,348123000000.0,,349084000000.0,,,116300000000.0,15485000000.0,,349084000000.0,665867000000.0,59952000000.0,,116300000000.0,,,,-31121000000.0,-6102000000.0,67716000000.0,116300000000.0,528971000000.0,,-366000000.0,,177442000000.0,,,,220004000000.0,116300000000.0,,173093000000.0,-1385707000000.0,-56733000000.0,-11405000000.0,182441000000.0,,,,,,,,347108333333.0,120615000000.0,,,,319337000000.0,94004000000.0,,-366000000.0,226816000000.0,,-6738000000.0,271000000000.0,1348000000.0,,472770000000.0,47422000000.0,352991525424.0,63866000000.0,14519045000000.0,848308000000.0,313334000000.0,,,-11491000000.0,0.59,208445000000.0,171340000000.0,59756000000.0,122893000000.0,-258001000000.0,,3279129000000.0,3467308000000.0,208265000000.0,44425000000.0,14519045000000.0,1123000000.0,,272311000000.0,336718000000.0,15476868000000.0,-67432000000.0,0.6,,44425000000.0,44467000000.0,139598000000.0,,15476868000000.0,-6307000000.0,956742000000.0,,208265000000.0,,11218000000.0,956742000000.0,313334000000.0,1350592000000.0,3467308000000.0,,848308000000.0,56991000000.0,31000000.0,-50217000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,705945000000.0,,0.18,,,,,18456000000.0,,349313000000.0,848308000000.0,79828000000.0,,115844000000.0,-32000000.0,,340750000000.0,,-467000000.0,75532000000.0,,,,0.0,,399732000000.0,,,,195028000000.0,115844000000.0,,,,,,349569000000.0,,,,,,,,,324392000000.0,,,,,,,,,,-10148000000.0,,,,,31913000000.0,,,,,374526000000.0,,0.17,,,,399265000000.0,79601000000.0,130403000000.0,-250609000000.0,,,,,61335000000.0,15408253000000.0,3641000000.0,,,,16431196000000.0,,,,61335000000.0,61372000000.0,,,,-541000000.0,,,,,,1021815000000.0,,,3610551000000.0,360794117647.0,1197877000000.0,41268000000.0,,-56497000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,3948235000000.0,,,,,,,18515000000.0,,349322000000.0,1197877000000.0,80384000000.0,,117969000000.0,-241000000.0,,,,-4713000000.0,74932000000.0,,,,-20000000.0,,421293000000.0,,,,234158000000.0,117969000000.0,,,,,,409464000000.0,,,,,,,,,343465000000.0,,,,,,,,,,-7108000000.0,,,,,34976000000.0,,,,,365288000000.0,,,,,,416580000000.0,80057000000.0,133931000000.0,-258086000000.0,,,,,61825000000.0,16055602000000.0,3637000000.0,,,,17073050000000.0,,,,61825000000.0,61869000000.0,,,,-5058000000.0,,,,,,1016318000000.0,,,3574156000000.0,,1607341000000.0,45323000000.0,,-33212000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,824359000000.0,,0.18,,,,,17158000000.0,,349322000000.0,1607341000000.0,79628000000.0,-1817000000.0,121011000000.0,,,346900000000.0,,-3930000000.0,75484000000.0,,,,-21000000.0,,62679000000.0,,,,240867000000.0,121011000000.0,,,,,,-87078000000.0,,,,,,,,,-12941000000.0,,,,,,,,,,-8203000000.0,,,,,36686000000.0,,,,,427699000000.0,,0.18,,,,58749000000.0,79392000000.0,135352000000.0,-308390000000.0,,,,,62442000000.0,16295876000000.0,1497000000.0,,,,17371150000000.0,,,,62442000000.0,62470000000.0,,,,-3011000000.0,,,,,,1073350000000.0,,,3677748000000.0,346900000000.0,1520263000000.0,50373000000.0,,-76047000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,3866751000000.0,533508000000.0,,349620000000.0,,,132879000000.0,15867000000.0,,349620000000.0,1520263000000.0,68847000000.0,-1912000000.0,132879000000.0,,,,-33745000000.0,-9597000000.0,77663000000.0,132879000000.0,848308000000.0,-3742000000.0,641000000.0,,-350196000000.0,,,,296090000000.0,132879000000.0,,195742000000.0,-1058490000000.0,-126670000000.0,-18707000000.0,-318616000000.0,,,,,,,,350782352941.0,-417621000000.0,,,,353339000000.0,237295000000.0,,600000000.0,303611000000.0,,-8286000000.0,307458000000.0,-3181000000.0,,534293000000.0,49761000000.0,356017910448.0,69996000000.0,16413758000000.0,1201647000000.0,372541000000.0,,,-13145000000.0,0.67,238691000000.0,-359793000000.0,68408000000.0,134607000000.0,-241405000000.0,,3866751000000.0,3767212000000.0,238532000000.0,52930000000.0,16413758000000.0,6221000000.0,,308687000000.0,514801000000.0,17542217000000.0,-79519000000.0,0.68,,52930000000.0,52980000000.0,153336000000.0,,17542217000000.0,-4535000000.0,1124997000000.0,,238532000000.0,,14996000000.0,1124997000000.0,372541000000.0,966143000000.0,3767212000000.0,,1201647000000.0,58778000000.0,600000000.0,39086000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,734138000000.0,,0.2,,,,,19525000000.0,,349643000000.0,1201647000000.0,88338000000.0,,135092000000.0,,,343715000000.0,,-4493000000.0,77586000000.0,,,,125000000.0,,323021000000.0,,,,179169000000.0,135092000000.0,,,,,,193400000000.0,,,,,,,,,237320000000.0,125000000.0,,,,,,,,,-12152000000.0,,-155000000.0,,,35402000000.0,,,,,441080000000.0,,0.19,,,,318528000000.0,88235000000.0,147184000000.0,-312903000000.0,,,,,68743000000.0,17159463000000.0,3305000000.0,,,,18357278000000.0,,,,68743000000.0,68813000000.0,,,,-953000000.0,,,,,,1194175000000.0,,,3847055000000.0,361805263158.0,1395047000000.0,47373000000.0,,-138874000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
