,annualTaxProvision,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualTotalRevenue,quarterlyBasicEPS,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyGoodwill,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualNetPPE,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyPretaxIncome,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,trailingNetIncome,annualPretaxIncome,annualGoodwill,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
772934400,,-286000000.0,,1221000000.0,,758000000.0,,,,,0.15,,,,-144000000.0,,20000000.0,,,,1172000000.0,-283000000.0,,,,102000000.0,,,8000000.0,8185000000.0,,-36000000.0,,,,,,,,734000000.0,10231000000.0,,,,,,1070000000.0,5838000000.0,6027000000.0,5293000000.0,,,4342000000.0,1372000000.0,5168000000.0,,,,,,,1471000000.0,,,1565000000.0,,743000000.0,,,,,2347000000.0,,,,,,1707000000.0,,2777000000.0,,,-29000000.0,,,758000000.0,1605000000.0,5216000000.0,758000000.0,,,,,,,-2042000000.0,,133000000.0,1166000000.0,3985000000.0,,349000000.0,87000000.0,,,,23000000.0,,1221000000.0,2001000000.0,,1221000000.0,,,,,50000000.0,,,,,,,568000000.0,3555000000.0,1107000000.0,,,0.0,,,,913000000.0,-179000000.0,,-380000000.0,,0.15,,,,,,,,,,13401000000.0,8108000000.0,1341000000.0,,,,,,,,,-236000000.0,262000000.0,,200000000.0,2496000000.0,,,,5168000000.0,,959000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,-274000000.0,,1753000000.0,,708000000.0,,,,,0.14,,,,-539000000.0,,34000000.0,,,,1098000000.0,-34000000.0,,,,98000000.0,,,-1000000.0,8345000000.0,,350000000.0,,,,,,,,928000000.0,10688000000.0,,,,,,1000000000.0,5943000000.0,6113000000.0,5592000000.0,,,4461000000.0,1348000000.0,5156000000.0,,,,,,,1482000000.0,,,1662000000.0,,794000000.0,,,,,2402000000.0,,,,,,1799000000.0,,2799000000.0,,,-51000000.0,,,708000000.0,1701000000.0,5605000000.0,708000000.0,,,,,,,-2117000000.0,,126000000.0,1116000000.0,3996000000.0,,325000000.0,84000000.0,,,,21000000.0,,1753000000.0,1795000000.0,,1753000000.0,,,,,51000000.0,,,,,,,662000000.0,3700000000.0,1033000000.0,,,0.0,,,,1133000000.0,-205000000.0,,-360000000.0,,0.14,,,,,,,,,,13950000000.0,8358000000.0,1364000000.0,,,,,,,,,-141000000.0,532000000.0,,632000000.0,2784000000.0,,,,5156000000.0,,1221000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,1174000000.0,-212000000.0,1386000000.0,1386000000.0,2083000000.0,567000000.0,,,1247000000.0,16172000000.0,,5756000000.0,2461000000.0,,16000000.0,,-15000000.0,2564000000.0,,0.0,986000000.0,-502000000.0,,,,120000000.0,,8638000000.0,43000000.0,8638000000.0,-2077000000.0,89000000.0,2305000000.0,3928000000.0,,129000000.0,,6708000000.0,,485000000.0,11006000000.0,-1192000000.0,,-55000000.0,2554000000.0,1386000000.0,866000000.0,6177000000.0,6157000000.0,5205000000.0,,,4017000000.0,1247000000.0,,2554000000.0,13873000000.0,1426000000.0,998000000.0,-1006000000.0,0.495,1426000000.0,,5205000000.0,1378000000.0,,855000000.0,2554000000.0,,,856000000.0,2461000000.0,,69000000.0,6297000000.0,5235000000.0,41000000.0,1773000000.0,,2639000000.0,411000000.0,,49000000.0,11006000000.0,,567000000.0,1653000000.0,5235000000.0,567000000.0,,,,-1792000000.0,1047000000.0,,-2077000000.0,,180000000.0,1047000000.0,4080000000.0,,261000000.0,17000000.0,,,3183000000.0,7000000.0,,1386000000.0,2083000000.0,4080000000.0,1386000000.0,6177000000.0,8668000000.0,10416000000.0,660000000.0,55000000.0,,5172000000.0,180000000.0,,,,660000000.0,3928000000.0,828000000.0,4119000000.0,855000000.0,0.0,0.495,,,794000000.0,-309000000.0,5160000000.0,-933000000.0,43000000.0,,1386000000.0,,,,,,3728000000.0,,199000000.0,13873000000.0,8668000000.0,1530000000.0,,-758000000.0,,,,,6157000000.0,,-649000000.0,-367000000.0,58000000.0,-1000000.0,2564000000.0,,,,,,1753000000.0,3708000000.0,219000000.0,,,-878000000.0,,388000000.0,1530000000.0,,,-1037000000.0,,,,,,,,,,,,,,,,,
796608000,,6000000.0,,1276000000.0,,638000000.0,,,,,0.125,,,,-175000000.0,,-13000000.0,,,,989000000.0,,,,,110000000.0,,,-1000000.0,8837000000.0,,-381000000.0,,,,,,,,120000000.0,11361000000.0,,,,,,879000000.0,6601000000.0,6326000000.0,5337000000.0,,,3854000000.0,1364000000.0,5088000000.0,,,,,,,1225000000.0,,,1335000000.0,,887000000.0,,,,,2236000000.0,,,,,,1640000000.0,,2519000000.0,,,-17000000.0,,,638000000.0,1530000000.0,5134000000.0,638000000.0,,,,,,,-2186000000.0,,124000000.0,1188000000.0,4140000000.0,,293000000.0,109000000.0,,,,23000000.0,,1276000000.0,2222000000.0,,1276000000.0,,,,,57000000.0,,,,,,,689000000.0,3805000000.0,931000000.0,,,0.0,,,,348000000.0,-228000000.0,,-530000000.0,,0.125,,,,,,,,,,13971000000.0,8634000000.0,1542000000.0,,,,,,,,,-440000000.0,-110000000.0,,419000000.0,2837000000.0,,,,5088000000.0,,1386000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,-244000000.0,,1638000000.0,,898000000.0,,,,,0.18,,,,-63000000.0,,17000000.0,,,,1367000000.0,,,,,109000000.0,,,5000000.0,9848000000.0,,-271000000.0,,,,,,,,508000000.0,11994000000.0,,,,,,1258000000.0,7893000000.0,6530000000.0,6370000000.0,,,4936000000.0,1530000000.0,5060000000.0,,,,,,,892000000.0,,,1767000000.0,,918000000.0,,,,,1955000000.0,,,,,,1911000000.0,,3169000000.0,,,-21000000.0,,,898000000.0,1802000000.0,5297000000.0,898000000.0,,,,,,,-2271000000.0,,145000000.0,1327000000.0,4259000000.0,,406000000.0,115000000.0,,,,25000000.0,,1638000000.0,3143000000.0,,1638000000.0,,,,,69000000.0,,,,,,,693000000.0,3823000000.0,1304000000.0,,,-280000000.0,,,,738000000.0,-230000000.0,,-152000000.0,,0.18,,,,,,,,,,15145000000.0,8775000000.0,1652000000.0,,,,,,,,,-462000000.0,362000000.0,,111000000.0,3098000000.0,,,,5060000000.0,,1276000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,-224000000.0,,1773000000.0,,802000000.0,,,,,0.16,,,,87000000.0,,-61000000.0,,,,1124000000.0,-278000000.0,,,,118000000.0,,,10000000.0,9827000000.0,,407000000.0,,,,,,,,965000000.0,12507000000.0,,,,,,1006000000.0,7815000000.0,6512000000.0,6112000000.0,,,4895000000.0,1435000000.0,5036000000.0,,,,,,,880000000.0,,,1831000000.0,,953000000.0,,,,,2012000000.0,,,,,,2058000000.0,,3064000000.0,,,-8000000.0,,,802000000.0,1940000000.0,5267000000.0,802000000.0,,,,,,,-2295000000.0,,179000000.0,1203000000.0,4217000000.0,,366000000.0,228000000.0,,,,14000000.0,,1773000000.0,3138000000.0,,1773000000.0,,,,,66000000.0,,,,,,,672000000.0,4093000000.0,1168000000.0,,,0.0,,,,1215000000.0,-250000000.0,,-720000000.0,,0.16,,,,,,,,,,15094000000.0,8982000000.0,1602000000.0,,,,,,,,,-515000000.0,135000000.0,,-25000000.0,3075000000.0,,,,5036000000.0,,1638000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,1342000000.0,-551000000.0,1167000000.0,1167000000.0,2923000000.0,648000000.0,,,1416000000.0,18018000000.0,,6486000000.0,2301000000.0,,-39000000.0,,28000000.0,2894000000.0,,0.0,1066000000.0,-552000000.0,,,,117000000.0,,9649000000.0,143000000.0,9649000000.0,-2321000000.0,-160000000.0,2178000000.0,4311000000.0,,-405000000.0,,7440000000.0,,585000000.0,12882000000.0,-1796000000.0,,-172000000.0,2986000000.0,1167000000.0,949000000.0,7348000000.0,6657000000.0,5450000000.0,,,4333000000.0,1416000000.0,,2986000000.0,15041000000.0,1141000000.0,1386000000.0,-1110000000.0,0.5925,1141000000.0,,5450000000.0,1553000000.0,,966000000.0,2986000000.0,,,580000000.0,2301000000.0,,86000000.0,6986000000.0,5392000000.0,-29000000.0,1831000000.0,,2780000000.0,454000000.0,,-126000000.0,12882000000.0,,648000000.0,1714000000.0,5392000000.0,648000000.0,,,,-2278000000.0,1117000000.0,,-2321000000.0,,194000000.0,1117000000.0,4336000000.0,,277000000.0,56000000.0,,,3115000000.0,24000000.0,,1167000000.0,2923000000.0,4336000000.0,1167000000.0,7348000000.0,9591000000.0,11532000000.0,944000000.0,80000000.0,,5064000000.0,194000000.0,,,,944000000.0,4311000000.0,925000000.0,4546000000.0,966000000.0,0.0,0.5925,,,814000000.0,-229000000.0,5048000000.0,-876000000.0,-80000000.0,,1167000000.0,,,,,,4328000000.0,,272000000.0,15041000000.0,9591000000.0,1531000000.0,,-190000000.0,,,,,6657000000.0,,-379000000.0,-606000000.0,157000000.0,75000000.0,2894000000.0,,,,,,1773000000.0,4092000000.0,508000000.0,,,-937000000.0,,-219000000.0,1531000000.0,,,-1013000000.0,,,,,,,,,,,,,,,,,
828230400,,-196000000.0,,1582000000.0,,713000000.0,,,,,0.14,,,,-34000000.0,,-7000000.0,,,,1145000000.0,,,,,112000000.0,,,-34000000.0,10087000000.0,,-126000000.0,,,,,,,,508000000.0,13282000000.0,,,,,,1033000000.0,7745000000.0,6643000000.0,5964000000.0,,,4194000000.0,1386000000.0,5006000000.0,,,,,,,1149000000.0,,,1418000000.0,,1013000000.0,,,,,2342000000.0,,,,,,1743000000.0,,2776000000.0,,,-34000000.0,,,713000000.0,1631000000.0,5540000000.0,713000000.0,,,,,,,-2330000000.0,,180000000.0,1190000000.0,4313000000.0,,320000000.0,72000000.0,,,,32000000.0,,1582000000.0,3141000000.0,,1582000000.0,,,,,72000000.0,,,,,,,963000000.0,4387000000.0,1033000000.0,,,0.0,,,,653000000.0,-145000000.0,,-16000000.0,,0.14,,,,,,,,,,15627000000.0,9663000000.0,1684000000.0,,,,,,,,,-306000000.0,415000000.0,,99000000.0,2920000000.0,,,,5006000000.0,,1167000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,-267000000.0,,1774000000.0,,1050000000.0,,,,,0.21,,,,-44000000.0,,-50000000.0,,,,1505000000.0,,,,,123000000.0,,,75000000.0,10587000000.0,,-242000000.0,,,,,,,,690000000.0,14020000000.0,,,,,,1382000000.0,8140000000.0,6844000000.0,6570000000.0,,,5253000000.0,1354000000.0,4992000000.0,,,,,,,1144000000.0,,,1783000000.0,,1091000000.0,,,,,2447000000.0,,,,,,2088000000.0,,3470000000.0,,,23000000.0,,,1050000000.0,1965000000.0,5936000000.0,1050000000.0,,,,,,,-2383000000.0,,212000000.0,1291000000.0,4461000000.0,,472000000.0,211000000.0,,,,24000000.0,,1774000000.0,3328000000.0,,1774000000.0,,,,,71000000.0,,,,,,,1013000000.0,4479000000.0,1522000000.0,,,-313000000.0,,,,925000000.0,-235000000.0,,-455000000.0,,0.21,,,,,,,,,,16523000000.0,9953000000.0,1717000000.0,,,,,,,,,-331000000.0,192000000.0,,91000000.0,3095000000.0,,,,4992000000.0,,1582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,96000000.0,,2166000000.0,,967000000.0,,,,,0.195,,,,11000000.0,,-86000000.0,,,,579000000.0,-311000000.0,,,,125000000.0,,,87000000.0,9639000000.0,,64000000.0,,,,,,,,764000000.0,14671000000.0,,,,,,454000000.0,7128000000.0,5723000000.0,6360000000.0,,,4656000000.0,1533000000.0,4984000000.0,,,,,,,1136000000.0,,,1689000000.0,,1163000000.0,,,,,2511000000.0,,,,,,2513000000.0,,2967000000.0,,,-144000000.0,,,967000000.0,2388000000.0,6235000000.0,967000000.0,,,,,,,-2132000000.0,,212000000.0,1075000000.0,3591000000.0,,-30000000.0,550000000.0,,,,18000000.0,,2166000000.0,3135000000.0,,2166000000.0,,,,,67000000.0,,,,,,,577000000.0,5346000000.0,937000000.0,,,0.0,,,,1066000000.0,-302000000.0,,-745000000.0,,0.19,,,,,,,,,,15874000000.0,9514000000.0,1081000000.0,,,,,,,,,-315000000.0,392000000.0,,880000000.0,2912000000.0,,,,4984000000.0,,1774000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,1104000000.0,-683000000.0,1433000000.0,1433000000.0,3397000000.0,762000000.0,,,1884000000.0,18546000000.0,,6259000000.0,2599000000.0,,-556000000.0,,324000000.0,2972000000.0,,0.0,1165000000.0,-623000000.0,,,,119000000.0,,10005000000.0,-273000000.0,10005000000.0,-2031000000.0,340000000.0,2473000000.0,5948000000.0,,36000000.0,,8372000000.0,,511000000.0,15127000000.0,-1521000000.0,,-175000000.0,3492000000.0,1433000000.0,1046000000.0,7406000000.0,5581000000.0,5910000000.0,,,4443000000.0,1884000000.0,,3492000000.0,16161000000.0,1116000000.0,1167000000.0,-1247000000.0,0.7,1116000000.0,,5910000000.0,1369000000.0,,1182000000.0,3492000000.0,,,1302000000.0,2599000000.0,,124000000.0,7893000000.0,6156000000.0,181000000.0,2028000000.0,,3074000000.0,479000000.0,,-20000000.0,15127000000.0,,762000000.0,1909000000.0,6156000000.0,762000000.0,,,,-2102000000.0,952000000.0,,-2031000000.0,,301000000.0,952000000.0,3550000000.0,,342000000.0,134000000.0,,,3463000000.0,50000000.0,,1433000000.0,3397000000.0,3550000000.0,1433000000.0,7406000000.0,10251000000.0,12287000000.0,753000000.0,76000000.0,,4994000000.0,301000000.0,,,,753000000.0,5948000000.0,1104000000.0,4394000000.0,1182000000.0,0.0,0.7,,,819000000.0,-308000000.0,4988000000.0,-886000000.0,-33000000.0,,1433000000.0,,,,,,4596000000.0,,286000000.0,16161000000.0,10251000000.0,1037000000.0,,-623000000.0,,,,,5581000000.0,,-569000000.0,-733000000.0,-145000000.0,232000000.0,2972000000.0,,,,,,2166000000.0,3915000000.0,967000000.0,,,-990000000.0,,266000000.0,1037000000.0,,,-1050000000.0,,,,,,,,,,,,,,,,,
859766400,,552000000.0,,1935000000.0,,987000000.0,,,,,0.2,,,,-181000000.0,,,,,,1280000000.0,,,,,138000000.0,,,-163000000.0,9778000000.0,,231000000.0,,,,,,,,695000000.0,15764000000.0,,,,,,1142000000.0,7310000000.0,5689000000.0,6340000000.0,,,4138000000.0,1657000000.0,5038000000.0,,,,,,,949000000.0,,,1157000000.0,,1300000000.0,,,,,2468000000.0,,,,,,1839000000.0,,2981000000.0,,,-24000000.0,,,987000000.0,1701000000.0,6581000000.0,987000000.0,,,,,,,-2070000000.0,,219000000.0,1051000000.0,3619000000.0,,444000000.0,357000000.0,,,,35000000.0,,1935000000.0,2839000000.0,,1935000000.0,,,,,68000000.0,,,,,,,818000000.0,5582000000.0,1431000000.0,,,0.0,,,,904000000.0,-209000000.0,,-871000000.0,,0.195,,,,,,,,,,16359000000.0,10019000000.0,1367000000.0,,,,,,,,,-218000000.0,502000000.0,,1052000000.0,3104000000.0,,,,4960000000.0,,1433000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,-457000000.0,,2552000000.0,,1314000000.0,,,,,0.265,,,,34000000.0,,,,,,1606000000.0,,,,,163000000.0,,,150000000.0,11059000000.0,,100000000.0,,,,,,,,961000000.0,16735000000.0,,,,,,1443000000.0,8340000000.0,5894000000.0,7583000000.0,,,5075000000.0,1960000000.0,5038000000.0,,,,,,,952000000.0,,,1446000000.0,,1445000000.0,,,,,2719000000.0,,,,,,2186000000.0,,3629000000.0,,,66000000.0,,,1314000000.0,2023000000.0,7264000000.0,1314000000.0,,,,,,,-2120000000.0,,322000000.0,1130000000.0,3774000000.0,,621000000.0,554000000.0,,,,41000000.0,,2552000000.0,3133000000.0,,2552000000.0,,,,,62000000.0,,,,,,,814000000.0,6152000000.0,1935000000.0,,,-347000000.0,,,,1224000000.0,-263000000.0,,-193000000.0,,0.26,,,,,,,,,,18323000000.0,10740000000.0,1616000000.0,,,,,,,,,-187000000.0,617000000.0,,211000000.0,3591000000.0,,,,4960000000.0,,1935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,168000000.0,,2110000000.0,,1011000000.0,,,,,0.205,,,,-121000000.0,,,,,,1392000000.0,-348000000.0,,,,149000000.0,,,-44000000.0,10121000000.0,,399000000.0,,,,,,,,1012000000.0,17396000000.0,,,,,,1243000000.0,7331000000.0,5812000000.0,6679000000.0,,,4954000000.0,1755000000.0,5030000000.0,,,,,,,947000000.0,,,1510000000.0,,1429000000.0,,,,,2790000000.0,,,,,,2201000000.0,,3444000000.0,,,42000000.0,,,1011000000.0,2052000000.0,7281000000.0,1011000000.0,,,,,,,-2048000000.0,,414000000.0,1056000000.0,3764000000.0,,494000000.0,320000000.0,,,,33000000.0,,2110000000.0,2099000000.0,,2110000000.0,,,,,58000000.0,,,,,,,706000000.0,6253000000.0,1505000000.0,,,0.0,,,,1316000000.0,-304000000.0,,-1871000000.0,,0.2,,,,,,,,,,17402000000.0,10723000000.0,1667000000.0,,,,,,,,,-552000000.0,-442000000.0,,695000000.0,3565000000.0,,,,4956000000.0,,2552000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,1926000000.0,-763000000.0,1737000000.0,1737000000.0,3074000000.0,817000000.0,,,1634000000.0,18868000000.0,,5389000000.0,2250000000.0,,-191000000.0,,,3249000000.0,,0.0,1349000000.0,-692000000.0,,,,176000000.0,,9629000000.0,437000000.0,9629000000.0,-2028000000.0,-777000000.0,2940000000.0,6501000000.0,,-47000000.0,,8478000000.0,,272000000.0,17869000000.0,-1262000000.0,,82000000.0,4129000000.0,1737000000.0,1173000000.0,7379000000.0,5771000000.0,5969000000.0,,,4701000000.0,1634000000.0,,4129000000.0,16940000000.0,801000000.0,1433000000.0,-1387000000.0,0.835,801000000.0,,5969000000.0,1276000000.0,,1001000000.0,4129000000.0,,,1999000000.0,2250000000.0,,150000000.0,7852000000.0,7311000000.0,,2252000000.0,,3425000000.0,626000000.0,,-2000000.0,17869000000.0,,817000000.0,2076000000.0,7311000000.0,817000000.0,,,,-3095000000.0,959000000.0,,-2028000000.0,,448000000.0,959000000.0,3743000000.0,,367000000.0,81000000.0,,,4033000000.0,41000000.0,,1737000000.0,3074000000.0,3743000000.0,1737000000.0,7379000000.0,10971000000.0,13479000000.0,727000000.0,70000000.0,,5030000000.0,448000000.0,,,,727000000.0,6501000000.0,1184000000.0,5627000000.0,1001000000.0,0.0,0.82,,,589000000.0,-317000000.0,4954000000.0,-160000000.0,-43000000.0,,1737000000.0,,,,,,6055000000.0,,258000000.0,16940000000.0,10971000000.0,1056000000.0,,-459000000.0,,,,,5771000000.0,,-305000000.0,-373000000.0,380000000.0,41000000.0,3249000000.0,,,,,,2110000000.0,5001000000.0,1312000000.0,,,-1093000000.0,,304000000.0,1056000000.0,,,-500000000.0,,,,,,,,,,,,,,,,,
891302400,,-485000000.0,,1888000000.0,,857000000.0,,,,,0.175,,,,-107000000.0,,,,,,1434000000.0,-356000000.0,,,,152000000.0,,,-10000000.0,9660000000.0,,-553000000.0,,,,,,,,326000000.0,18356000000.0,,,,,,1282000000.0,7500000000.0,5623000000.0,6136000000.0,,,4457000000.0,1602000000.0,5004000000.0,,,,,,,689000000.0,,,1166000000.0,,982000000.0,,,,,2160000000.0,,,,,,2009000000.0,,3291000000.0,,,-21000000.0,,,857000000.0,1857000000.0,7639000000.0,857000000.0,,,,,,,-2046000000.0,,489000000.0,949000000.0,3577000000.0,,386000000.0,-29000000.0,,,,71000000.0,,2005000000.0,3781000000.0,,1888000000.0,,,,,62000000.0,,,,,,,755000000.0,6831000000.0,1243000000.0,,,0.0,,,,511000000.0,-185000000.0,,159000000.0,,0.17,,,,,,,,,,17299000000.0,11163000000.0,1006000000.0,,,,,117000000.0,,,,-294000000.0,151000000.0,,28000000.0,2713000000.0,,,,4942000000.0,,1737000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,-293000000.0,,2027000000.0,,1191000000.0,,,,,0.24,,,,-172000000.0,,,,,,1679000000.0,-373000000.0,,,,168000000.0,,,11000000.0,10271000000.0,,-52000000.0,,,,,,,,911000000.0,19177000000.0,,,,,,1511000000.0,8005000000.0,5445000000.0,6930000000.0,,,5151000000.0,2152000000.0,5002000000.0,,,,,,,686000000.0,,,1331000000.0,,1033000000.0,,,,,2266000000.0,,,,,,2309000000.0,,3820000000.0,,,-27000000.0,,,1191000000.0,2141000000.0,7985000000.0,1191000000.0,,,,,,,-1989000000.0,,547000000.0,919000000.0,3456000000.0,,612000000.0,304000000.0,,,,66000000.0,,2153000000.0,3971000000.0,,2027000000.0,,,,,75000000.0,,,,,,,615000000.0,7255000000.0,1803000000.0,,,0.0,,,,1136000000.0,-225000000.0,,-697000000.0,,0.24,,,,,,,,,,18256000000.0,11326000000.0,1264000000.0,,,,,126000000.0,,,,-585000000.0,139000000.0,,376000000.0,2770000000.0,,,,4938000000.0,,1888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,-346000000.0,,1746000000.0,,888000000.0,,,,,0.18,,,,-86000000.0,,,,,,1388000000.0,-360000000.0,,,,151000000.0,,,24000000.0,10010000000.0,,-23000000.0,,,,,,,,755000000.0,19694000000.0,,,,,,1237000000.0,7840000000.0,5623000000.0,5996000000.0,,,4747000000.0,1673000000.0,4984000000.0,,,,,,,688000000.0,,,1295000000.0,,942000000.0,,,,,2170000000.0,,,,,,2215000000.0,,3452000000.0,,,11000000.0,,,888000000.0,2064000000.0,7861000000.0,888000000.0,,,,,,,-2057000000.0,,540000000.0,900000000.0,3566000000.0,,399000000.0,66000000.0,,,,59000000.0,,1829000000.0,3935000000.0,,1746000000.0,,,,,72000000.0,,,,,,,613000000.0,7696000000.0,1287000000.0,,,0.0,,,,957000000.0,-202000000.0,,-899000000.0,,0.18,,,,,,,,,,17871000000.0,11875000000.0,1042000000.0,,,,,83000000.0,,,,-580000000.0,-281000000.0,,458000000.0,2863000000.0,,,,4928000000.0,,2027000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
