,timestamp,quarterlyEndCashPosition,trailingTaxProvision,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyEbitda,trailingResearchAndDevelopment,annualDilutedAverageShares,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualCurrentDebt,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOperatingExpense,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualOtherNonCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,annualResearchAndDevelopment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentAssets,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingCostOfRevenue,trailingNetIncome,annualTotalAssets,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualBeginningCashPosition,quarterlyLongTermDebt,quarterlyCostOfRevenue,annualNetIncome,quarterlyChangeInInventory,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualFreeCashFlow,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyStockholdersEquity,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherCurrentAssets,annualDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingChangeInInventory,annualInventory,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyBasicEPS,trailingDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyInterestExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyPretaxIncome,annualGoodwill,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,annualBasicEPS,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualGrossPPE,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualPretaxIncome,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingInvestingCashFlow,annualAccountsPayable,annualInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyAccountsPayable,annualOperatingIncome,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,512611200,,,,,,,7892734772.0,,,,,7892734772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892734772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131594866.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,520473600,,,,,,,7608475596.0,,,,,7608475596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7608475596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126855438.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,528422400,,,,,,,9127976804.0,,,,,9127976804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345077,9127976804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164946806.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,0.345077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,536371200,,,,385484413.0,,,8521965496.0,,,,2784430470.0,-21742964525.0,,1390265600.0,,565015818.0,,32386110508.0,16720809837.0,3114361769.0,,,,,,,13544120184.0,24330908978.0,946435369.0,3157720297.0,12672207285.0,,,,,27023202576.0,,12751472094.0,27023202576.0,0.677477,,,-5893372423.0,14350995291.0,,24330908978.0,,,,,,,-21742964525.0,,1390265600.0,,,,,,,,34346728946.0,,,,565015818.0,,,946435369.0,11561822482.0,,0.0,2789172809.0,,565015818.0,,,12407313778.0,0.0,,154374188.0,10015819968.0,,,7323526370.0,,,2789172809.0,2472791050.0,,,2472791050.0,7323526370.0,14350995291.0,,6858099671.0,,9553780654.0,,,,,9553780654.0,-5893372423.0,,,,12672207285.0,3114361769.0,,,,,,,,,,,,,,,,2784430470.0,,3157720297.0,6858099671.0,0.0,15665300671.0,,3257986893.0,,,9557845516.0,,,,,,0.677477,9557845516.0,,,12751472094.0,,,,,11561822482.0,,,,950500231.0,,2277677674.0,34346728946.0,10015819968.0,,,,,1234363094.0,,,,,,0.0,,,,2784430470.0,2784430470.0,,,0.0,,2121180487.0,,,,,,,,,,,,,,,,,
5,544147200,,,,,,,7289152605.0,,,,,7289152605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316123,7289152605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161854720.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,0.316123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,552009600,,,,,,,7367422986.0,,,,,7367422986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319517,7367422986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163592704.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,0.319517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,559958400,,,,,,,7034823504.0,,,,,7034823504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7034823504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81111618.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,567907200,,,,489685427.0,,,12708718601.0,,,,3403516067.0,-18641555265.0,,1276000000.0,,737707916.0,,33251201474.0,18143220862.0,1823456714.0,,,,,,,13207053004.0,23922896439.0,1008856045.0,2677949112.0,11816045758.0,,,,,25908810774.0,,13187974351.0,25908810774.0,0.578141,,,-6384989204.0,14092765016.0,,23922896439.0,,,,,,,-18641555265.0,,1276000000.0,,,,,,,,33403830698.0,,,,737707916.0,,,1008856045.0,5513730717.0,,0.0,8579034299.0,,737707916.0,,,11989488058.0,0.0,,489223118.0,9480934259.0,,,7495019924.0,,,8579034299.0,1861614020.0,,,1861614020.0,7495019924.0,14092765016.0,,6802985147.0,,8385357064.0,,,,,8385357064.0,-6384989204.0,,,,11816045758.0,1823456714.0,,,,,,,,,,,,,,,,3403516067.0,,2677949112.0,6802985147.0,0.0,15107980612.0,,3118492554.0,,,9992589044.0,,,,,,0.578141,9992589044.0,,,13187974351.0,,,,,5513730717.0,,,,1227393343.0,,1561558841.0,33403830698.0,9480934259.0,,,,,823850925.0,,,,,,0.0,,,,3403516067.0,3403516067.0,,,0.0,,1900927608.0,,,,,,,,,,,,,,,,,
9,575769600,,,,,,,7660995804.0,,,,,7660995804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295358,7660995804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316623776.0,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,0.295358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390265600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
