,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInventory,annualPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCapitalStock,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,annualGoodwill,annualOtherIntangibleAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCapitalStock,annualBasicAverageShares,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,annualOperatingIncome,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingInterestExpense,annualEndCashPosition,annualPretaxIncome,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,annualTaxProvision,quarterlyOperatingIncome,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualDilutedEPS,annualCurrentAssets,annualTotalRevenue,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEbitda,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualOtherShortTermInvestments,annualCommonStockIssuance,annualNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualBasicEPS,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyPretaxIncome,trailingNetIncome,quarterlyStockholdersEquity,annualTotalAssets,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualSellingGeneralAndAdministration,trailingTaxProvision,annualFreeCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,trailingPurchaseOfInvestment,trailingDilutedEPS,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,trailingBasicEPS,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingDeferredIncomeTax,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingCapitalExpenditure,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems
899164800,,502596000.0,,,,0.02484,62100000.0,,62100000.0,,,,,,,649980000.0,4968000.0,,,12420000.0,314640000.0,,,2500000000.0,333684000.0,,502596000.0,,60444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,62100000.0,2584188000.0,329544000.0,,329544000.0,,,,,,1152576000.0,191268000.0,,,,,,857808000.0,332028000.0,,,,,188784000.0,,,,,,,,,0.02484,691380000.0,967104000.0,,128340000.0,,,,,,,,,,,128340000.0,,,,,,,828000.0,,,417312000.0,,,,,74520000.0,,1076400000.0,,1431612000.0,60444000.0,856980000.0,,,,,364320000.0,-317124000.0,,,,,,,,,2500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,,,0.05796,93564000.0,,93564000.0,,,,,,,,,,,,,,,2709090909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93564000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05796,923220000.0,,,923220000.0,,,,,,,,,,,923220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709090909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,543168000.0,1256904000.0,258336000.0,,,92736000.0,-445464000.0,92736000.0,129168000.0,,43884000.0,305532000.0,,,749340000.0,,,0.0,,305532000.0,,,,389160000.0,,,749340000.0,,517500000.0,1177416000.0,1435752000.0,,,,,0.0,2579310345.0,,762588000.0,,,38916000.0,633420000.0,389160000.0,,-4140000.0,420624000.0,717048000.0,,,717048000.0,373428000.0,,92736000.0,3457728000.0,717048000.0,,717048000.0,,1184040000.0,364320000.0,,,1292508000.0,682272000.0,,,,,,1435752000.0,364320000.0,,,543996000.0,543168000.0,,309672000.0,,,,,717048000.0,-441324000.0,,,922392000.0,1184040000.0,63756000.0,-1672560000.0,,,-491832000.0,,0.12006,2165220000.0,3228372000.0,,309672000.0,0.0,-1672560000.0,73692000.0,-434700000.0,,,-114264000.0,2579310345.0,0.0,-24840000.0,,592020000.0,0.12006,,,592020000.0,,,1256904000.0,3457728000.0,2165220000.0,,1435752000.0,,1435752000.0,682272000.0,309672000.0,456228000.0,-434700000.0,,-3312000.0,296424000.0,,2050956000.0,456228000.0,,1292508000.0,,414828000.0,,76176000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,,,,0.060444,173308680.0,,173308680.0,,,,,,,,,,,,,,,2867260274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173308680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060444,1161891000.0,,,1161891000.0,,,,,,,,,,,1161891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867260274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,0.060444,173176200.0,,173176200.0,,,,,,,,,,,,,,,2865068493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173176200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060444,1160988480.0,,,1160988480.0,,,,,,,,,,,1160988480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865068493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,,0.060444,172902960.0,,172902960.0,,,,,,,,,,,,,,,2860547945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172902960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060444,1159191720.0,,,1159191720.0,,,,,,,,,,,1159191720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860547945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,672650640.0,2549569320.0,163629360.0,,,476257320.0,-2894381640.0,476257320.0,81814680.0,,-91965960.0,381625200.0,,,1578250800.0,,,0.0,,381625200.0,,,,1090525680.0,,,1578250800.0,,2059981200.0,1567114200.0,3542126040.0,,,,,0.0,2695692900.0,,1042708680.0,,,54838440.0,960894000.0,1090525680.0,,-1992250800.0,655610400.0,1372385160.0,,,1372385160.0,721403280.0,,476257320.0,7034307120.0,1372385160.0,,1372385160.0,,2058374880.0,860383080.0,,,2250901440.0,1591217280.0,,,,,,3542134320.0,860383080.0,,,606220200.0,672650640.0,,649160280.0,,,,,1372385160.0,-902130840.0,,,874575000.0,2058374880.0,72243000.0,-2516672880.0,,,507555720.0,,0.240948,4783405680.0,4352141880.0,,649160280.0,8280.0,-2516672880.0,495707040.0,-480124080.0,,655693200.0,-70272360.0,2695692900.0,8280.0,1060212600.0,,1229248800.0,0.240948,,,1229248800.0,,,2549569320.0,7034307120.0,4783405680.0,,3542126040.0,,3542134320.0,1591217280.0,649160280.0,1264182120.0,-480124080.0,,-4040640.0,716766480.0,,2785027680.0,1264182120.0,,2250901440.0,,524405520.0,,1157850360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,0.06003,182160000.0,,182160000.0,,,,,,,,,,,,,,,3034482759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06003,1454796000.0,,,1454796000.0,,,,,,,,,,,1454796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034482759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,0.06003,182160000.0,,182160000.0,,,,,,,,,,,,,,,3034482759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06003,1454796000.0,,,1454796000.0,,,,,,,,,,,1454796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034482759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,0.07808,252954000.0,,252954000.0,,,,,,,,,,,,,,,3239677254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252954000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074056,1699122240.0,,,1699122240.0,,,,,,,,,,,1699122240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415712434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,1077451560.0,3837167280.0,404635320.0,,,252945720.0,-2833606440.0,252945720.0,202313520.0,,-419183280.0,795807360.0,,,2488487760.0,,27042480.0,0.0,,795807360.0,,,,4593801960.0,65643840.0,,2488487760.0,,3017778480.0,1870692120.0,6179082480.0,,910700640.0,,27042480.0,0.0,3151418900.0,,1429434360.0,-543747600.0,,170361000.0,1227120840.0,4593801960.0,,-1817625600.0,-34047360.0,1338337800.0,,,1338337800.0,1186631640.0,,252945720.0,10554714720.0,1338337800.0,,1338337800.0,,3068998560.0,472175280.0,,,4476639960.0,1047461400.0,,910700640.0,,,,6179074200.0,472175280.0,,,643571280.0,1077451560.0,,870219720.0,,,,,1338337800.0,-1015980840.0,65643840.0,,1699130520.0,3068998560.0,316411920.0,-3381593400.0,,,-1007502120.0,,0.268164,6078074760.0,6307844760.0,,870219720.0,-8280.0,-3381593400.0,13181760.0,-580510800.0,,345267720.0,30652560.0,3245981800.0,-8280.0,1729162080.0,,2083297680.0,0.276213,,,2083297680.0,,,3837167280.0,10554714720.0,6078074760.0,,6179082480.0,,6179074200.0,1047461400.0,870219720.0,2237214600.0,-580510800.0,,-50392080.0,1372385160.0,,4437152640.0,2237214600.0,,4476639960.0,,643579560.0,,2001797640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,0.069764,237420991.4,,237420991.4,,,,,,,,,,,,,,,3403202101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237420991.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069748,1632221719.1,,,1632221719.1,,,,,,,,,,,1632221719.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403982787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,0.069756,237392309.4,,237392309.4,,,,,,,,,,,,,,,3403181223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237392309.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069739,1632024536.1,,,1632024536.1,,,,,,,,,,,1632024536.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404010803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,0.055719,206067489.6,,206067489.6,,,,,,,,,,,,,,,3698334313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206067489.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055719,1476663888.0,,,1476663888.0,,,,,,,,,,,1476663888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3698334313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,11445000.0,5419803000.0,-4768245.8,-480000000.0,,206219155.2,-1398816000.0,206219155.2,133583000.0,,168639000.0,626969000.0,-527922000.0,,3104006000.0,,24107000.0,0.0,,626969000.0,,,,137835000.0,,,3104006000.0,,1409438000.0,1910448000.0,5741741000.0,414464000.0,681100000.0,359736000.0,24107000.0,0.0,3534171315.0,,1303347000.0,-641610308.6,,,1169764000.0,137835000.0,,0.0,-117812000.0,3742968000.0,,,1220226000.0,1213263000.0,,206219155.2,11696523000.0,3742968000.0,,3742968000.0,,3744010648.2,666216000.0,,,5569405000.0,3705500000.0,,681100000.0,,,,5741741000.0,666216000.0,,,740684000.0,11445000.0,,887077000.0,,,,,3742968000.0,-1564890444.8,,,1477675326.4,3744010648.2,116250000.0,-3570996673.6,,,,,0.251,6127118000.0,6218436000.0,,887077000.0,0.0,-3570996673.6,,-640004648.2,,716266000.0,-639764000.0,3534171315.0,0.0,198191000.0,,2868433000.0,0.251,414464000.0,,2868433000.0,,,5419803000.0,11696523000.0,6127118000.0,,5741741000.0,,5741741000.0,3705500000.0,887077000.0,298386000.0,-640004648.2,,-204936000.0,1338038000.0,,4307988000.0,298386000.0,,5569405000.0,,740684000.0,,-155452444.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,0.041039,150334138.8,,150334138.8,,,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150334138.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041039,1442883258.4,,,1442883258.4,,,,,,,,,,,1442883258.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,0.041038,150328690.2,,150328690.2,,,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150328690.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041038,1442830963.6,,,1442830963.6,,,,,,,,,,,1442830963.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,0.042145,154673699.0,,154673699.0,,,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154673699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042145,2213702215.1,,,2213702215.1,,,,,,,,,,,2213702215.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,2328000.0,6005302000.0,-7889489.0,0.0,,155496158.5,-2209943000.0,155496158.5,280889000.0,,-202157000.0,788365000.0,-1685100000.0,,3555875000.0,,15275000.0,0.0,,788365000.0,,,,464459000.0,,,3555875000.0,,1912968000.0,1908147000.0,7332746000.0,414464000.0,624966000.0,0.0,15275000.0,0.0,3666052900.0,,1121882000.0,-9023331000.0,,,840993000.0,464459000.0,,-1684000.0,68924000.0,6309696885.0,,,1289150000.0,852478000.0,,155496158.5,13853681000.0,6309696885.0,,4186605000.0,,4402107203.0,1075592000.0,,,5590730000.0,4087403000.0,,624966000.0,,,,7332746000.0,1075592000.0,,,1067154000.0,2328000.0,,610465000.0,,,,,4186605000.0,-798759000.0,,,2223646904.1,4402107203.0,146610000.0,-4254815095.9,,,,,0.1665,8262951000.0,7319455000.0,,610465000.0,0.0,-4254815095.9,,-846232203.0,2123091885.0,0.0,490047000.0,3666052900.0,0.0,1032800000.0,2123091885.0,3382780000.0,0.1665,414464000.0,,3382780000.0,,,6005302000.0,13853681000.0,8262951000.0,,7332746000.0,,7332746000.0,4087403000.0,610465000.0,-818395885.0,-846232203.0,,-124148000.0,1220226000.0,,5411308000.0,-818395885.0,,5590730000.0,,1067154000.0,,1114209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,0.078296,286960903.2,,286960903.2,,,,,,,,,,,,,,,3665077439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286960903.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078296,2526535634.2,,,2526535634.2,,,,,,,,,,,2526535634.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665077439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,1058518422.5,,,,0.078297,286964370.0,,286964370.0,,,,,,,4039287560.0,31495887.5,,,49615335.0,1287416130.0,,,3666052900.0,6126757175.0,287717622.5,1902492322.5,,284125187.5,,,,,,,99073397.5,0.0,,,,,,,,,,,,,,,,,,286964370.0,15887237520.0,4651003087.5,,2292751615.0,,,,,,6924997887.5,15851412.5,37281860.0,1792434682.5,,,,7798249305.0,1367923095.0,,,,,665304062.5,,,,,,,,,0.078297,2567796385.0,4263450537.5,,381178875.0,,,,,,,,,,,381178875.0,,,,,,,0.0,,2358251472.5,4187074045.0,,,,,336579705.0,,6562857262.5,,8962239632.5,284125187.5,7798249305.0,,,,,1157608375.0,-224162977.5,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,0.035517,130246872.0,,130246872.0,,,,,,,,,,,,,,,3667169862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130246872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034772,1639400559.0,,,1639400559.0,,,,,,,,,,,1639400559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3745740021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,123155000.0,6886307000.0,-120791.4,-702278000.0,,76701056.0,-2491315000.0,76701056.0,851023000.0,,-460040000.0,1228364000.0,-1350489680.0,,3863384000.0,,90017000.0,0.0,,1228364000.0,,1655487000.0,,309475000.0,,,3863384000.0,,753368000.0,2382432000.0,8031017000.0,414464000.0,1220476000.0,499912680.0,90017000.0,0.0,3666539983.0,1715425000.0,1823388000.0,-8166982000.0,,,972365000.0,309475000.0,,-300874000.0,543148000.0,10476160879.0,,,1832298000.0,1094187000.0,,76701056.0,18288236000.0,10476160879.0,,6541666000.0,,5064465597.2,1124053000.0,,,8001750000.0,4819397000.0,,1220476000.0,,,,9686504000.0,1124053000.0,,,1410067000.0,123155000.0,,780842000.0,,,,,6541666000.0,-1911605825.7,,,3417321082.0,5064465597.2,144140000.0,-5719870918.0,,,,,0.2116,10286486000.0,10109557000.0,,780842000.0,1655487000.0,-5719870918.0,,-1201081597.2,3934494879.0,4701000.0,196826000.0,3702398310.0,1655487000.0,-927886000.0,3934494879.0,3985882000.0,0.213,414464000.0,,3985882000.0,,,6886307000.0,18288236000.0,10286486000.0,,8031017000.0,,9686504000.0,4819397000.0,780842000.0,-3682092879.0,-1201081597.2,1715425000.0,-156918000.0,1289150000.0,1655487000.0,7727125000.0,-3682092879.0,,8001750000.0,,1410067000.0,,-1158237825.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,0.055539,203779740.0,,203779740.0,,,,,,,,,,,,,,,3669128720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203779740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052095,1928474784.0,,,1928474784.0,,,,,,,,,,,1928474784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911694788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,2708890173.5,,,,0.055535,203767430.0,,203767430.0,,,,,,,4084833469.0,42135661.5,,,29845059.0,1319646542.5,,1492004655.0,3668390900.0,7143380938.0,71062029.0,1526815614.0,,239703993.0,,,,,,,310534280.0,0.0,,,,,,,,,,,,,,,,,,203767430.0,19231416100.5,6182727583.0,,2306668826.5,,,,,,8306022275.5,599880720.0,50445267.5,1466355781.5,,,,11972486946.0,1004841588.5,,,,,401542674.0,,,,,,,,,0.052092,1928358288.0,5285886043.0,,161838681.0,,,,,,,,,,,161838681.0,,,,,,,3153321670.5,,3876058756.5,4898156847.5,,,,,205298582.5,,7258929154.5,,10925393825.0,239703993.0,8819165275.5,,,,,843665027.5,-1201052574.0,1661317015.5,,,,,,,,4014393700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,-0.055395,-203163245.5,,-203163245.5,,,,,,,,,,,,,,,3667537603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-203163245.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055395,1341993092.5,,,1341993092.5,,,,,,,,,,,1341993092.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4164717427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,1917822000.0,6857654000.0,-2306994.0,-10000000.0,,-203165891.0,-722401000.0,-203165891.0,602968000.0,,-328154000.0,1577048000.0,-312576152.0,,4295576000.0,,55632000.0,0.0,,1577048000.0,,1667888000.0,,355970000.0,,,4295576000.0,,-719257000.0,1050748000.0,8187658000.0,418400000.0,952440000.0,661855152.0,55632000.0,0.0,3668390900.0,1063226000.0,143252534.0,-12278615000.0,,,-459715466.0,355970000.0,,-100826000.0,-587799000.0,9580736809.5,,,1244499000.0,-526887000.0,,-203165891.0,17776426000.0,9580736809.5,,5795703000.0,,5808967131.0,732978000.0,,,8348154000.0,5848378000.0,,952440000.0,,,,9855546000.0,732978000.0,,,1510463466.0,1917822000.0,,1214000.0,,,,,5795703000.0,-1997915679.0,,,1343296608.0,5808967131.0,-63110000.0,-5658416858.0,,,,,0.0003,9428272000.0,6541998000.0,,1214000.0,1667888000.0,-5658416858.0,,-1513391131.0,3785033809.5,0.0,1026820000.0,3683795968.0,1667888000.0,-816346000.0,3785033809.5,3882577000.0,0.0003,418400000.0,,3882577000.0,,,6857654000.0,17776426000.0,9428272000.0,,8187658000.0,,9855546000.0,5848378000.0,1214000.0,-3697168809.5,-1513391131.0,1063226000.0,-172961000.0,1832298000.0,1667888000.0,5491250000.0,-3697168809.5,,8348154000.0,,1510442000.0,,-2717172679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,-0.040794,-149711799.6,,-149711799.6,,,,,,,,,,,,,,,3669946551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149711799.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.040794,1397701879.2,,,1397701879.2,,,,,,,,,,,1397701879.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669946551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,25600000.0,,,,-0.040794,-149711799.6,,-149711799.6,,,,,,,4450942000.0,17123871.6,,,10560686.4,1348516000.0,,1510743000.0,3668390900.0,1064618161.2,274644057.6,1243231149.6,,236373984.0,,,,,,,103882000.0,303388000.0,,,,,,,,,,,,,,,,,,-149711799.6,16118756000.0,1583558000.0,,1375885000.0,,,,,,8084983000.0,4709310000.0,59556974.4,904417000.0,,,,8626859000.0,775158000.0,,,,,154470729.6,,,,,,,,,-0.040794,1397701879.2,4450942000.0,,-81903254.4,,,,,,,,,,,-81903254.4,,,,,,,1510743000.0,,207673000.0,3893880672.0,,317529000.0,,,-267617394.0,,6702536000.0,,8033773000.0,253497855.6,7116116000.0,,,,,45561582.0,-1703523135.6,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
