,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingPurchaseOfBusiness,trailingNetIncome,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingChangeInInventory,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,annualRetainedEarnings,trailingStockBasedCompensation,quarterlyGoodwill,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualBasicEPS,annualCapitalStock,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingChangeInWorkingCapital,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualDilutedAverageShares,trailingOperatingIncome,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,quarterlyBasicEPS,trailingTotalRevenue,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,annualDilutedEPS,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingPretaxIncome,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingOperatingExpense,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOperatingExpense,annualTotalRevenue,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentAssets,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInWorkingCapital,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingTaxProvision,annualNetIncome,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualFreeCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualCurrentDeferredRevenue,annualCashDividendsPaid,trailingSellingGeneralAndAdministration,annualCostOfRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyInvestmentsAndAdvances,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
599529600,,,,,,154852000.0,,,,25200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154852000.0,,,,555200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,555200000.0,,,,555200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,154864000.0,,,,27600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154864000.0,,,,581700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,581700000.0,,,,581700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,-100000.0,,,,-360100000.0,158518519.0,42900000.0,58200000.0,,,2557800000.0,,,947200000.0,574000000.0,314600000.0,35200000.0,115600000.0,,,,,1237900000.0,,,,752000000.0,,,,,600000.0,,419400000.0,58200000.0,314600000.0,0.135,,,,,,169500000.0,,372700000.0,,,,100700000.0,616200000.0,158518519.0,,19000000.0,100700000.0,,100700000.0,,120200000.0,439700000.0,,0.0,280200000.0,,,39200000.0,,164600000.0,,100700000.0,77500000.0,,494400000.0,1280500000.0,0.135,,,,,,,,1610600000.0,2557800000.0,167200000.0,,287800000.0,120200000.0,1024200000.0,,,,-100000.0,,,-437600000.0,,565100000.0,1280500000.0,-664300000.0,12900000.0,,180600000.0,169500000.0,,,,,,287800000.0,1533600000.0,,,,-7600000.0,,,,,98600000.0,-1458800000.0,,,947200000.0,0.0,21400000.0,574000000.0,,,,,,36600000.0,,,,,,2213600000.0,,,1024200000.0,,1533600000.0,845300000.0,,1237900000.0,,51000000.0,1610600000.0,372700000.0,419400000.0,,,-152800000.0,,,616200000.0,180600000.0,752000000.0,,,590200000.0,116200000.0,,3300000.0,-1458800000.0,,,,21400000.0,-664300000.0,494400000.0,-418600000.0,2100000.0,680700000.0,,-34100000.0,,1368300000.0,,,,,,,,,,,,,,,
623116800,36300000.0,,,0.0,25600000.0,155151515.0,-37000000.0,,,25600000.0,,,,,,,,577400000.0,,,,,,,435800000.0,,2400000.0,,,,,,,,,,700500000.0,59500000.0,316900000.0,,,,6400000.0,,,,,,,-9300000.0,,89500000.0,,,,,89500000.0,,,35600000.0,,,,,,0.165,,,126500000.0,,,,,,494300000.0,,,18100000.0,,,,,,,1589500000.0,2560700000.0,,25600000.0,310000000.0,119200000.0,1067600000.0,,100000.0,-9900000.0,,,,,,,1337500000.0,,,,146200000.0,141400000.0,1400000.0,,,,-31600000.0,,,,,,,,155151515.0,,,,85600000.0,-23000000.0,,971200000.0,,,,,,,,-69200000.0,,0.0,,-31100000.0,286900000.0,236900000.0,,,,,5300000.0,1493100000.0,,201300000.0,1213100000.0,,,,376400000.0,,,,,38400000.0,,638400000.0,,768300000.0,12800000.0,0.165,722700000.0,,-46200000.0,,50000000.0,-4700000.0,,,,-699100000.0,,,,,,,,,,,,,,,,,,,,,,,
631065600,34300000.0,,,-100000.0,30800000.0,157948718.0,-41700000.0,,,30800000.0,,,,,,,,574200000.0,,,,,,,468900000.0,,37600000.0,,,,,,,,,,416000000.0,55700000.0,316700000.0,,,,5300000.0,,,,,,,-9600000.0,,109900000.0,,,,,109900000.0,,,32100000.0,,,,,,0.195,,,0.0,,,,,,422600000.0,,,20100000.0,,,,,,,1504100000.0,2538300000.0,,30800000.0,307200000.0,118300000.0,1062300000.0,,-200000.0,5600000.0,,,,,,,1356800000.0,,,,339500000.0,135000000.0,-3900000.0,,,,-30000000.0,,,,,,,,157948718.0,,,,93000000.0,-4300000.0,,1034200000.0,,,,,,,,-33000000.0,,0.0,,24200000.0,292200000.0,231300000.0,,,,,5300000.0,1476000000.0,,199200000.0,1131800000.0,,,,372300000.0,,,,,46100000.0,,636800000.0,,789500000.0,15300000.0,0.195,761100000.0,,-28700000.0,,60900000.0,-43900000.0,,,,-720000000.0,,,,,,,,,,,,,,,,,,,,,,,
638841600,28300000.0,,,100000.0,34800000.0,158181818.0,100000.0,,,34800000.0,,,,,,,,610400000.0,,,,,,,434600000.0,,100000.0,,,,,,,,,,433000000.0,52500000.0,307100000.0,,,,7700000.0,,,,,,,-9600000.0,,59100000.0,,,,,59100000.0,,,61400000.0,,,,,,0.22,,,0.0,,,,,,438300000.0,,,17800000.0,,,,,,,1552400000.0,2610700000.0,,34800000.0,288700000.0,118100000.0,1055300000.0,,200000.0,-35400000.0,,,,,,,1391200000.0,,,,414500000.0,144000000.0,-3100000.0,,,,-69300000.0,,,,,,,,158181818.0,,,,123800000.0,38200000.0,,1058300000.0,,,,,,,,-25500000.0,,0.0,,-25800000.0,344000000.0,281600000.0,,,,,4500000.0,1555400000.0,,220200000.0,1192700000.0,,,,359700000.0,,,,,52300000.0,,648500000.0,,814700000.0,17500000.0,0.22,778600000.0,,-63700000.0,,62400000.0,-3400000.0,,,,-742700000.0,,,,,,,,,,,,,,,,,,,,,,,
646704000,83100000.0,,,-100000.0,39500000.0,,27900000.0,-173800000.0,158424242.0,39500000.0,46600000.0,,,2625100000.0,,,1083400000.0,544000000.0,300800000.0,6600000.0,183600000.0,,,,451900000.0,1194400000.0,2000000.0,,,844600000.0,,,,,42100000.0,,426600000.0,46600000.0,300800000.0,0.825,,,30100000.0,,,197000000.0,,347300000.0,,-9600000.0,,81100000.0,660500000.0,158424242.0,,182000000.0,81100000.0,,81100000.0,54500000.0,139100000.0,-61200000.0,,0.0,400200000.0,,,47100000.0,0.0,216600000.0,,81100000.0,19400000.0,,453400000.0,1459600000.0,0.825,20100000.0,,,,,,,1541700000.0,2625100000.0,189900000.0,39500000.0,240700000.0,139100000.0,1040300000.0,,-100000.0,28500000.0,-100000.0,,,-193200000.0,,861300000.0,1459600000.0,-799100000.0,-11500000.0,,131500000.0,197000000.0,-5900000.0,,,,3500000.0,240700000.0,1584800000.0,,,,,,,,,-50700000.0,97700000.0,8500000.0,,1083400000.0,0.0,130700000.0,544000000.0,,,,,-46100000.0,73700000.0,0.0,,9100000.0,338300000.0,295100000.0,3052700000.0,,,1040300000.0,-8500000.0,1584800000.0,1261500000.0,240600000.0,1194400000.0,,59200000.0,1541700000.0,347300000.0,426600000.0,,,-127400000.0,53000000.0,,660500000.0,131500000.0,844600000.0,13500000.0,,790200000.0,130700000.0,-54600000.0,-23600000.0,43200000.0,-9200000.0,,,130700000.0,-799100000.0,453400000.0,-11200000.0,131800000.0,1044900000.0,,-38100000.0,,1791200000.0,,,,,,,,,,,,,,,
654652800,-12000000.0,,,-100000.0,17500000.0,159090909.0,-24700000.0,,,17500000.0,,,,,,,,505500000.0,,,,,,,433500000.0,,100000.0,,,,,,,,,,449800000.0,45900000.0,300600000.0,,,,10800000.0,,,,,,,-10400000.0,,58400000.0,,,,,58400000.0,,,43500000.0,,,,,,0.11,,,83100000.0,,,,,,499400000.0,,,17900000.0,,,,,,,1498400000.0,2574800000.0,,17500000.0,247100000.0,137900000.0,1035100000.0,,100000.0,-45400000.0,,,,,-19200000.0,,1489200000.0,,,,391300000.0,147100000.0,-800000.0,,,,-72400000.0,,,,,,,,159090909.0,,,,75700000.0,0.0,,1076400000.0,,,,,,,,-33400000.0,,0.0,,-19200000.0,285800000.0,253600000.0,,,,,200000.0,1539700000.0,,210100000.0,1152000000.0,,,,346400000.0,,,,,25000000.0,,650100000.0,,851700000.0,7500000.0,0.11,719300000.0,,-33400000.0,,32200000.0,16400000.0,,,,-839100000.0,,,,,,,,,,,,,,,,,,,,,,,
662601600,58700000.0,,,0.0,-55800000.0,155000000.0,-19100000.0,,,-55800000.0,,,,,,,,619900000.0,,,,,,,466200000.0,,0.0,,,,,,,,,,454900000.0,45700000.0,333700000.0,,,,11700000.0,,,,,,,-10100000.0,,47500000.0,,,,,47500000.0,,,44300000.0,,,,,,-0.36,,,0.0,,,,,,448700000.0,,,19400000.0,,,,,,,1592500000.0,2594900000.0,,-55800000.0,245200000.0,144400000.0,1033800000.0,,0.0,20200000.0,,,,,-11600000.0,,1517200000.0,,,,414700000.0,144500000.0,-100000.0,,,,70500000.0,,,,,,,,155000000.0,,,,-41200000.0,0.0,,1002400000.0,,,,,,,,-38500000.0,,0.0,,1800000.0,299200000.0,384700000.0,,,,,,1561100000.0,,340400000.0,1213100000.0,,,,379400000.0,,,,,-93200000.0,,644200000.0,,785800000.0,-37400000.0,-0.36,765400000.0,,-38500000.0,,-85500000.0,-39300000.0,,,,-873000000.0,,,,,,,,,,,,,,,,,,,,,,,
670377600,33400000.0,,,0.0,27100000.0,154857143.0,-7500000.0,,,27100000.0,,,,,,,,595100000.0,,,,,,,462800000.0,,0.0,,,,,,,,,,453900000.0,43000000.0,433200000.0,,,,23100000.0,,,,,,,-10000000.0,,49900000.0,,,,,49900000.0,,,43000000.0,,,,,,0.175,,,0.0,,,,,,353500000.0,,,19300000.0,,,,,,,1569900000.0,2585100000.0,,27100000.0,241200000.0,148700000.0,1021400000.0,,-100000.0,3900000.0,,,,,0.0,,1537500000.0,,,,401100000.0,145100000.0,-2700000.0,,,,-33900000.0,,,,,,,,154857143.0,,,,78000000.0,0.0,,1015200000.0,,,,,,,,-29500000.0,,0.0,,6400000.0,287500000.0,252500000.0,,,,,,1563700000.0,,209500000.0,1093700000.0,,,,476200000.0,,,,,38800000.0,,631500000.0,,781100000.0,11700000.0,0.175,750300000.0,,-29500000.0,,35000000.0,-5700000.0,,,,-906000000.0,,,,,,,,,,,,,,,,,,,,,,,
678240000,107300000.0,,,100000.0,30700000.0,,-28000000.0,-133500000.0,156000000.0,30700000.0,40900000.0,,,2485800000.0,,,1028400000.0,545600000.0,563300000.0,5500000.0,184100000.0,,,,487100000.0,853100000.0,100000.0,,,801700000.0,,,,,200000.0,,418300000.0,40900000.0,563300000.0,0.125,,,124500000.0,,,183400000.0,,604300000.0,,-10100000.0,,58500000.0,610700000.0,156000000.0,,187400000.0,58500000.0,,58500000.0,53300000.0,150300000.0,-134300000.0,,0.0,216300000.0,,,55000000.0,0.0,32200000.0,,58500000.0,0.0,,124100000.0,1543500000.0,0.125,20800000.0,,,,,,,1457400000.0,2485800000.0,9800000.0,30700000.0,228600000.0,150300000.0,989600000.0,,-100000.0,75200000.0,100000.0,,,-133500000.0,0.0,957500000.0,1543500000.0,-932800000.0,-5700000.0,,90900000.0,183400000.0,-2100000.0,,,,19800000.0,228600000.0,1496200000.0,,,,-30800000.0,,,,,-79300000.0,-11200000.0,0.0,,1028400000.0,-100000.0,19500000.0,545600000.0,,,,,-32100000.0,77400000.0,0.0,,18300000.0,318000000.0,382500000.0,3040100000.0,,,989600000.0,5600000.0,1496200000.0,1173800000.0,329200000.0,853100000.0,,-9700000.0,1457400000.0,604300000.0,418300000.0,,,-16000000.0,39100000.0,,610700000.0,90900000.0,801700000.0,8400000.0,,805100000.0,19500000.0,-32100000.0,7300000.0,-64500000.0,-105700000.0,,,19500000.0,-932800000.0,124100000.0,53900000.0,137800000.0,1141600000.0,,-40600000.0,,1866300000.0,,,,,,,,,,,,,,,
686188800,23400000.0,,,0.0,12800000.0,150588235.0,-2200000.0,,,12800000.0,,,,,,,,541000000.0,,,,,,,432800000.0,,,,,,,,,,,,433100000.0,43400000.0,563800000.0,,,,11200000.0,,,,,,,-10100000.0,,34100000.0,,,,,34100000.0,,,41300000.0,,,,,,0.085,,,36300000.0,,,,,,126300000.0,,,17700000.0,,,,,,,1434800000.0,2466100000.0,,12800000.0,254500000.0,149300000.0,993800000.0,,0.0,3800000.0,,,,,,,1546100000.0,,,,404100000.0,160300000.0,2400000.0,,,,-33200000.0,,,,,,,,150588235.0,,,,66000000.0,0.0,,1031300000.0,,,,,,,,-19600000.0,,0.0,,-23000000.0,253100000.0,228400000.0,,,,,100000.0,1472300000.0,,187100000.0,827600000.0,,,,607200000.0,,,,,18300000.0,,590000000.0,,804400000.0,5500000.0,0.085,685900000.0,,-19600000.0,,24700000.0,-7500000.0,,,,-956100000.0,,,,,,,,,,,,,,,,,,,,,,,
694137600,74300000.0,,,100000.0,19200000.0,153600000.0,-9900000.0,,,19200000.0,,,,,,,,530500000.0,,,,,,,481500000.0,,,,,,,,,,,,429100000.0,40000000.0,559600000.0,,,,9400000.0,,,,,,,-10100000.0,,39800000.0,,,,,39800000.0,,,41700000.0,,,,,,0.125,,,0.0,,,,,,92300000.0,,,20100000.0,,,,,,,1372300000.0,2417400000.0,,19200000.0,236600000.0,148400000.0,977100000.0,,500000.0,39100000.0,,,,,,,1579300000.0,,,,353300000.0,149800000.0,-3300000.0,,,,16900000.0,,,,,,,,153600000.0,,,,79800000.0,0.0,,1045100000.0,,,,,,,,-35200000.0,,0.0,,4200000.0,274200000.0,236100000.0,,,,,-200000.0,1440300000.0,,194400000.0,772600000.0,,,,599700000.0,,,,,27400000.0,,592100000.0,,813500000.0,8200000.0,0.125,755700000.0,,-35200000.0,,38100000.0,-47800000.0,,,,-987200000.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,5900000.0,,,0.0,18500000.0,154166667.0,8800000.0,,,21500000.0,,,,,,,,531400000.0,,,,,,,464900000.0,,1300000.0,,,,,,,,,,456900000.0,37000000.0,628300000.0,,,,12400000.0,,,,,,,-10200000.0,,36400000.0,,,,,36400000.0,,,31000000.0,,,,,,0.12,,,0.0,,,,,,54700000.0,,,15800000.0,,,,,,,1401300000.0,2452600000.0,,18500000.0,238900000.0,146900000.0,964000000.0,,0.0,-14300000.0,,,,,,,1587900000.0,,,,378900000.0,149900000.0,-3000000.0,,,,-40600000.0,,,,,,,,154166667.0,,,,65000000.0,0.0,,1051300000.0,,,,,,,,-20200000.0,,0.0,,-30900000.0,269700000.0,235700000.0,,,,,-2900000.0,1488600000.0,,204700000.0,736000000.0,,,,665300000.0,,,,,30700000.0,,578200000.0,,821800000.0,9200000.0,0.12,734600000.0,,-20200000.0,,34000000.0,22300000.0,,,,-1009700000.0,,,,,,,,,,,,,,,,,,,,,,,
709862400,171600000.0,,,0.0,24800000.0,,68900000.0,-122000000.0,156666667.0,34100000.0,38400000.0,,,2483800000.0,,,1068500000.0,549700000.0,612500000.0,-2900000.0,171200000.0,,,,487100000.0,764400000.0,200000.0,,,836400000.0,,,,,2000000.0,,422200000.0,38400000.0,612500000.0,0.48,,,12000000.0,,,166900000.0,,650900000.0,,-10100000.0,,124200000.0,573100000.0,156666667.0,,275200000.0,124200000.0,,124200000.0,57200000.0,148400000.0,-85700000.0,,0.0,320500000.0,,,41800000.0,0.0,149300000.0,,124200000.0,0.0,,47800000.0,1614700000.0,0.48,15600000.0,,,,,,,1415300000.0,2483800000.0,125000000.0,24800000.0,229000000.0,148400000.0,950500000.0,,0.0,124600000.0,0.0,,,-122000000.0,,817300000.0,1614700000.0,-1041600000.0,-2500000.0,,365700000.0,166900000.0,1400000.0,,,,88100000.0,229000000.0,1533300000.0,,,,,,,,,65600000.0,109600000.0,0.0,,1068500000.0,0.0,75200000.0,549700000.0,,,,,-47000000.0,66000000.0,0.0,,32000000.0,340700000.0,288300000.0,3004000000.0,,,950500000.0,100000.0,1533300000.0,1137800000.0,231100000.0,764400000.0,,37500000.0,1415300000.0,650900000.0,422200000.0,,,31200000.0,48700000.0,,573100000.0,365700000.0,836400000.0,14600000.0,,827800000.0,87500000.0,-47000000.0,-17700000.0,52400000.0,-52700000.0,,,75200000.0,-1041600000.0,47800000.0,153200000.0,58500000.0,988500000.0,,-40500000.0,,1866200000.0,,,,,,,,,,,,,,,
717811200,-20200000.0,,,100000.0,20700000.0,153333333.0,-73800000.0,,,20700000.0,,,,,,,,525200000.0,,,,,,,456800000.0,,1600000.0,,,,,,,,,,445100000.0,38100000.0,611800000.0,,,,9100000.0,,,,,,,-10200000.0,,13700000.0,,,,,13700000.0,,,38500000.0,,,,,,0.135,,,87500000.0,,,,,,44100000.0,,,14800000.0,,,,,,,1353100000.0,2439500000.0,,20700000.0,236400000.0,147300000.0,957700000.0,,100000.0,-55200000.0,,,,,,,1651000000.0,,,,414900000.0,133800000.0,-400000.0,,,,-79200000.0,,,,,,,,153333333.0,,,,76100000.0,0.0,,1086400000.0,,,,,,,,-35000000.0,,0.0,,-44900000.0,270800000.0,233200000.0,,,,,200000.0,1481800000.0,,194700000.0,703100000.0,,,,650000000.0,,,,,31900000.0,,574000000.0,,847000000.0,11200000.0,0.135,727600000.0,,-35000000.0,,37600000.0,-12900000.0,,,,-1077000000.0,,,,,,,,,,,,,,,,,,,,,,,
725760000,54100000.0,,,100000.0,25400000.0,158750000.0,-4400000.0,,,25400000.0,,,,,,,,521800000.0,,,,,,,480200000.0,,2500000.0,,,,,,,,,,439400000.0,38500000.0,612400000.0,,,,8400000.0,,,,,,,-10200000.0,,20400000.0,,,,,20400000.0,,,39100000.0,,,,,,0.16,,,0.0,,,,,,50200000.0,,,15300000.0,,,,,,,1342200000.0,2432200000.0,,25400000.0,244700000.0,166200000.0,975200000.0,,-100000.0,21600000.0,,,,,,,1650700000.0,,,,70700000.0,119200000.0,500000.0,,,,-10900000.0,,,,,,,,158750000.0,,,,86200000.0,-25900000.0,,1090000000.0,,,,,,,,-58400000.0,,0.0,,5300000.0,288600000.0,241500000.0,,,,,0.0,1457000000.0,,202400000.0,691200000.0,,,,651000000.0,,,,,40200000.0,,564300000.0,,862200000.0,14800000.0,0.16,768800000.0,,-32500000.0,,47100000.0,-900000.0,,,,-1086400000.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,59100000.0,,,100000.0,27500000.0,157142857.0,29400000.0,,,27500000.0,,,,,,,,515200000.0,,,,,,,461200000.0,,3400000.0,,,,,,,,,,452400000.0,39200000.0,612400000.0,,,,12400000.0,,,,,,,-10200000.0,,75400000.0,,,,,75400000.0,,,39900000.0,,,,,,0.175,,,0.0,,,,,,60500000.0,,,15200000.0,,,,,,,1352600000.0,2461900000.0,,27500000.0,246800000.0,163800000.0,970300000.0,,0.0,23700000.0,,,,,,,1668200000.0,,,,382700000.0,125200000.0,700000.0,,,,-8800000.0,,,,,,,,157142857.0,,,,85600000.0,100000.0,,1109300000.0,,,,,,,,-35300000.0,,0.0,,-20600000.0,283000000.0,237300000.0,,,,,,1491600000.0,,197400000.0,700900000.0,,,,651700000.0,,,,,43000000.0,,559700000.0,,879400000.0,15500000.0,0.175,744200000.0,,-35400000.0,,45700000.0,1900000.0,,,,-1108500000.0,,,,,,,,,,,,,,,,,,,,,,,
741398400,116300000.0,,,0.0,37500000.0,,56300000.0,-163000000.0,157588652.0,37500000.0,10600000.0,,,2542000000.0,,,1141300000.0,572100000.0,612000000.0,,157300000.0,,,,538000000.0,778100000.0,2800000.0,,,906700000.0,,,,,10300000.0,,444400000.0,10600000.0,612000000.0,0.705,,,17200000.0,,,169400000.0,,622600000.0,,-10200000.0,,131700000.0,564100000.0,157588652.0,,209300000.0,131700000.0,,131700000.0,39800000.0,162800000.0,-42100000.0,,0.0,339900000.0,,,47100000.0,0.0,182600000.0,,131700000.0,-25900000.0,,36600000.0,1692600000.0,0.705,14500000.0,,,,,,,1400700000.0,2542000000.0,169800000.0,37500000.0,244500000.0,162800000.0,971400000.0,,0.0,82100000.0,0.0,,,-137100000.0,,823000000.0,1692600000.0,-1128500000.0,-27800000.0,,386900000.0,169400000.0,-28600000.0,,,,67600000.0,244500000.0,1570600000.0,,,,,,,,,7500000.0,91900000.0,-100000.0,,1141300000.0,0.0,111100000.0,572100000.0,,,,,-34300000.0,59900000.0,0.0,,2100000.0,320500000.0,268400000.0,3099100000.0,,,971400000.0,,1570600000.0,1162900000.0,228600000.0,778100000.0,,58700000.0,1400700000.0,622600000.0,444400000.0,,,-31300000.0,54800000.0,,564100000.0,386900000.0,906700000.0,17300000.0,,858500000.0,111100000.0,-34200000.0,-58100000.0,52100000.0,-30200000.0,,,111100000.0,-1128500000.0,36600000.0,72200000.0,124200000.0,980300000.0,,-40800000.0,,1936200000.0,,,,,,,,,,,,,,,
749347200,-95900000.0,,,0.0,14600000.0,162222222.0,-82400000.0,,,24700000.0,,,,,,,,531900000.0,,,,,,,483900000.0,,5000000.0,,,,,,,,,,473100000.0,13900000.0,611800000.0,,,,11000000.0,,,,,,,-11100000.0,,49300000.0,,,,,49300000.0,,,38300000.0,,,,,,0.09,,,131700000.0,,,,,,92100000.0,,,14200000.0,,,,,,,1379100000.0,2524500000.0,,14600000.0,255500000.0,160900000.0,979300000.0,,0.0,-133400000.0,,,,,,,1703200000.0,,,,419700000.0,129400000.0,3300000.0,,,,-152100000.0,,,,,,,,162222222.0,,,,81300000.0,0.0,,1145400000.0,,,,,,,,-37500000.0,,0.0,,-42700000.0,285200000.0,242200000.0,,,,,-10100000.0,1545200000.0,,203900000.0,753400000.0,,,,625700000.0,,,,,39800000.0,,562900000.0,,910200000.0,15100000.0,0.09,769100000.0,,-37500000.0,,43000000.0,49600000.0,,,,-1140300000.0,,,,,,,,,,,,,,,,,,,,,,,
757296000,42200000.0,,,0.0,30000000.0,157894737.0,-500000.0,,,30000000.0,,,,,,,,525400000.0,,,,,,,511200000.0,,2300000.0,,,,,,,,,,468500000.0,12800000.0,612000000.0,,,,7900000.0,,,,,,,-11100000.0,,48800000.0,,,,,48800000.0,,,39400000.0,,,,,,0.19,,,0.0,,,,,,104900000.0,,,14500000.0,,,,,,,1393600000.0,2555700000.0,,30000000.0,254000000.0,162000000.0,982700000.0,,0.0,100000.0,,,,,,,1728000000.0,,,,86700000.0,138500000.0,-1100000.0,,,,-23100000.0,,,,,,,,157894737.0,,,,94400000.0,0.0,,1162100000.0,,,,,,,,-42100000.0,,0.0,,,296300000.0,241300000.0,,,,,-3000000.0,1573000000.0,,201900000.0,768800000.0,,,,624800000.0,,,,,48400000.0,,566700000.0,,924900000.0,18400000.0,0.19,807500000.0,,-42100000.0,,55000000.0,-1700000.0,,,,-1161300000.0,,,,,,,,,,,,,,,,,,,,,,,
