date,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,quarterlyBasicAverageShares,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,trailingGrossProfit,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualTotalRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualTotalNonCurrentAssets,annualFreeCashFlow,annualStockBasedCompensation,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingTaxProvision,quarterlyStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualInventory,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualChangeInInventory,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualOperatingExpense,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualLongTermDebt,annualDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualPretaxIncome,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualNetIncome,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,quarterlyCostOfRevenue,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualBasicEPS,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIncomeExpense,annualNetPPE,trailingEndCashPosition,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyDepreciationAndAmortization,annualAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualEbitda,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1970-01-01 00:00:00.733536000,,,,32857143.0,162100000.0,-270100000.0,,172100000.0,112100000.0,,,,,,2316400000.0,53900000.0,,,,,,,,,,,,-1744000000.0,-404800000.0,,,,,,3245000000.0,,621500000.0,,,-60700000.0,,8095000000.0,,,,,,,,,,,,,,,,,216600000.0,0.07,216500000.0,,92800000,410400000.0,,627100000.0,,,92800000,,21500000.0,,,,,,-23000000.0,,,,1115300000.0,,621500000.0,,2099800000.0,,,,,,92800000,,,,,,,,,,-148100000.0,,,,,,,,,,,,,-263900000.0,,,,,,492200000.0,,32857143.0,,,,,49000000.0,,,,2300000,,2300000,,,1385400000.0,-126100000.0,,,,77100000.0,,2300000,928600000.0,,,11340000000.0,,,,,,,174700000.0,,,,,,,-1058900000.0,,,,,,,,0.0,,0.07,,,,,,,843600000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.741398400,,,,32857143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,92800000,,,,,,92800000,,,,,,,,,,,,,,,,,,,,,,92800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32857143.0,,,,,,,,,2300000,,2300000,,,,,,,,,,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.749347200,,,,32857143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,92800000,,,,,,92800000,,,,,,,,,,,,,,,,,,,,,,92800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32857143.0,,,,,,,,,2300000,,2300000,,,,,,,,,,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.757296000,900000.0,2300000.0,96100000.0,,,,1700000.0,,,,,14200000.0,,,,,,94000000.0,,-40900000.0,9200000.0,,65100000.0,,,,,,,,26900000.0,600000.0,,,,5700000.0,,-10100000.0,5100000.0,,90100000.0,,-40900000.0,1700000.0,,373100000.0,3200000.0,,287100000.0,,,53100000.0,0.0,86000000.0,67300000.0,-5700000.0,,,,,,,-261100000,,49500000.0,,-7300000.0,,-261100000,,,9200000.0,,,,,,73600000.0,,-4900000.0,,,,,,35200000.0,94000000.0,68700000.0,96100000.0,73300000.0,94700000,,,38000000.0,0.275,100000.0,-1100000.0,5100000.0,,14900000.0,,38000000.0,,9200000.0,163400000.0,67300000.0,33454545.0,,,,,,,,,0.275,90100000.0,,200000.0,,38100000.0,,73600000.0,49500000.0,,,,163400000.0,6300000.0,3600000.0,2300000,-10100000.0,2300000,,,,,1500000.0,1500000.0,,,0.0,2300000,,17300000.0,,,,,,,-100000.0,53100000.0,,400000.0,,38100000.0,4400000.0,,26900000.0,,3200000.0,35200000.0,,,,20900000.0,,,73300000.0,,,-1900000.0,100000.0,,1500000.0,,,33454545.0,1500000.0,14200000.0,-100000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.765072000,,,,32380952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,,107000000,,,,,,107000000,,,,,,,,,,,,,,,,,,,,,,107000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32380952.0,,,,,,,,,3400000,,3400000,,,,,,,,,,3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.772934400,,,,32380952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,,107000000,,,,,,107000000,,,,,,,,,,,,,,,,,,,,,,107000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32380952.0,,,,,,,,,3400000,,3400000,,,,,,,,,,3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.780883200,,,,36190476.0,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,26700000.0,39600000.0,,,,,,,,,,146300000.0,,-43700000.0,,,,,,,,2800000.0,54100000.0,,,,,,,,0.105,,,8000000,,,,,,6900000,,,,,,,,,83000000.0,6600000.0,,,,,,,45400000.0,97800000.0,,153000000.0,,115700000,,,,,0.0,,2900000.0,,,,31500000.0,,,223200000.0,70200000.0,,89000000.0,,,,,,,,,,,,,31500000.0,36190476.0,,58800000.0,300000.0,,,,,,3800000,,3800000,18700000.0,,,,33800000.0,33800000.0,,,,3800000,,,19800000.0,,,,,,,,,,,,,,,,2900000.0,,,,700000.0,,,,76900000.0,0.105,,,,,,,,,,16100000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.788832000,1500000.0,2100000.0,125400000.0,,,,1900000.0,,,-1000000.0,,15100000.0,,,,,,103500000.0,,-44600000.0,14400000.0,300000.0,73300000.0,,0.0,,,,,27800000.0,30300000.0,6800000.0,1900000.0,,,9800000.0,,-9500000.0,7700000.0,,150000000.0,,-44600000.0,1900000.0,,446900000.0,2900000.0,,344700000.0,,2200000.0,58900000.0,-600000.0,102200000.0,74000000.0,-6600000.0,,400000.0,,,,,7300000,,57900000.0,,-17800000.0,-23100000.0,6100000,,,14400000.0,500000.0,,,-5700000.0,,86400000.0,6000000.0,-8400000.0,,,,,,40900000.0,103500000.0,77600000.0,125400000.0,49400000.0,117200000,-6000000.0,1600000.0,8500000.0,0.38,0.0,-1100000.0,7700000.0,,24200000.0,,8500000.0,,14400000.0,199400000.0,74000000.0,37894737.0,89400000.0,,,,,,,-25500000.0,0.38,150000000.0,,-200000.0,,8500000.0,,86400000.0,57900000.0,300000.0,,,199400000.0,15900000.0,4300000.0,3800000,-12000000.0,3800000,20500000.0,,,,8300000.0,8300000.0,,,0.0,3800000,,24600000.0,21700000.0,,,0.0,,-4000000.0,1800000.0,58900000.0,,47300000.0,-200000.0,8500000.0,2900000.0,1200000.0,30300000.0,,2900000.0,40900000.0,,,300000.0,28900000.0,-4400000.0,,49400000.0,,,,0.0,-700000.0,8300000.0,,,37894737.0,8300000.0,15100000.0,-3600000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.796608000,,,,48695652.0,,,1400000.0,,,-3100000.0,,,-7000000.0,,,,,,,,,,,,8300000.0,,,,,30800000.0,43800000.0,,100000.0,,,,,,,,148000000.0,,-45800000.0,,,,,,,,4000000.0,59800000.0,,,,,,,,0.115,,,9800000,,,,,-9200000.0,8600000,,,,300000.0,,,800000.0,,87500000.0,9600000.0,,,,,,,53200000.0,105600000.0,,132700000.0,,136500000,-2200000.0,9500000.0,,,0.0,,6500000.0,,,,6900000.0,,,208100000.0,75400000.0,,105700000.0,,,,,,,-1900000.0,,,,,,6900000.0,48695652.0,,58500000.0,1200000.0,,,,,,5600000,,5600000,21000000.0,,,,6500000.0,6500000.0,,,,5600000,,,22200000.0,,,0.0,,-2100000.0,,,,,-800000.0,,,1200000.0,,,2900000.0,,,,300000.0,,7300000.0,,60100000.0,0.115,,,,0.0,,,,,,15600000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.804470400,,,,44800000.0,,,1300000.0,,,-8400000.0,,,-600000.0,,,,,,,,,,,,0.0,,,,,31300000.0,46300000.0,,-100000.0,,,,,,,,152800000.0,,-46800000.0,,,,,,,,4100000.0,61100000.0,,,,,,,,0.125,,,10300000,,,,,-900000.0,9000000,,,,0.0,,,-9000000.0,,92600000.0,9700000.0,,,,,,,52900000.0,107900000.0,,136500000.0,,140800000,-2500000.0,200000.0,,,-100000.0,,3700000.0,,,,6900000.0,,,212500000.0,76000000.0,,109500000.0,,,,,,,-3100000.0,,,,,,6800000.0,44800000.0,,64100000.0,1000000.0,,,,,,5600000,,5600000,21000000.0,,,,3300000.0,3300000.0,,,,5600000,,,22300000.0,,,0.0,,-2500000.0,,,,,-200000.0,,,1300000.0,,,2900000.0,,,,200000.0,,-2300000.0,,59700000.0,0.125,,,,-100000.0,,,,,,14900000.0,,,,,,,,,,,,,,,,
