,timestamp,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyOperatingCashFlow,annualLongTermDebt,trailingCashDividendsPaid,annualGoodwill,annualTotalAssets,annualPretaxIncome,annualDilutedEPS,trailingNetIncome,annualBasicAverageShares,trailingInvestingCashFlow,quarterlyOtherShortTermInvestments,annualOtherNonCashItems,annualStockholdersEquity,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualSaleOfInvestment,trailingSaleOfInvestment,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,annualOperatingIncome,trailingRepaymentOfDebt,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,quarterlyCapitalStock,annualAccountsPayable,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,annualOperatingCashFlow,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedAverageShares,annualCurrentAssets,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,trailingInterestExpense,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentAssets,trailingCostOfRevenue,annualTotalRevenue,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetPPE,trailingTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,annualFreeCashFlow,annualChangeInInventory,annualNetIncome,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualInvestmentsAndAdvances
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,638841600,,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01875,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105200000.0,,,,-0.01875,,,,,,,,,,105200000.0,,,,105200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,646704000,,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01875,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105200000.0,,,,-0.01875,,,,,,,,,,105200000.0,,,,105200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,654652800,,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01875,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105200000.0,,,,-0.01875,,,,,,,,,,105200000.0,,,,105200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,662601600,,,,44200000.0,53600000.0,,,,396300000.0,,,542100000.0,-13400000.0,-0.07375,,236560000.0,,,,27600000.0,,-0.07375,,440500000.0,,,,,,,,,-38600000.0,,,111200000.0,0.0,-3000000.0,,396300000.0,,,5900000.0,,440500000.0,,0.0,,,,,,,,,,,218900000.0,39900000.0,,,,,,3800000.0,74000000.0,,0.0,66600000.0,5900000.0,107800000.0,44200000.0,,,,20400000.0,,,5900000.0,218900000.0,542100000.0,344600000.0,,514500000.0,,17900000.0,5900000.0,,236560000.0,197500000.0,,0.0,,,,,,57100000.0,179900000.0,67400000.0,-72100000.0,,,,,14500000.0,,-12100000.0,,,179900000.0,,17900000.0,27600000.0,,,,,,,,,53600000.0,,,,,,,14500000.0,,420900000.0,286900000.0,,,20400000.0,,-1300000.0,,74000000.0,197500000.0,107800000.0,,,,134000000.0,-275800000.0,111200000.0,-38600000.0,,,,,344600000.0,,,,,,,-275800000.0,,,,105200000.0,,514500000.0,,0.0,,-12100000.0,-72100000.0,,-12100000.0,94100000.0,,,,,,,,,,,,,,,,,,,,,,
5,670377600,,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,-2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108400000.0,,,,-0.015,,,,,,,,,,108400000.0,,,,108400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,678240000,,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,-2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,,,,,,,,,,,,,,,,,,,,236560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108400000.0,,,,-0.015,,,,,,,,,,108400000.0,,,,108400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,686188800,,,,,,,,,,,,,,,,,,,,,462256000.0,,,,,,,,,,,,,,,,,-1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025,,,,,,,,,,,,,,,,,,,,462256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156100000.0,,,,-0.0025,,,,,,,,,,156100000.0,,,,156100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,694137600,,,,41300000.0,36600000.0,,,,333800000.0,,,695200000.0,-3500000.0,-0.02625,,463072000.0,,,1400000.0,229300000.0,,-0.02625,,375100000.0,,29900000.0,,,,,,,-50500000.0,,,136800000.0,-11400000.0,-100000.0,,333800000.0,,,7200000.0,,375100000.0,,0.0,600000.0,,,,,153700000.0,,,,,311100000.0,52800000.0,,,,,31200000.0,3200000.0,90800000.0,,10400000.0,82700000.0,7200000.0,106600000.0,41300000.0,,,,23000000.0,,,7200000.0,311100000.0,695200000.0,462000000.0,,465900000.0,-1400000.0,44300000.0,7200000.0,,463072000.0,233200000.0,,7700000.0,,,,,,59600000.0,201000000.0,79500000.0,-94400000.0,,,31200000.0,,16500000.0,,-7000000.0,,,201000000.0,,44300000.0,229300000.0,0.0,,,-400000.0,,,,,36600000.0,,,-10000000.0,,,,16500000.0,,489100000.0,326900000.0,,,23000000.0,,3000000.0,,90800000.0,233200000.0,106600000.0,,,,162200000.0,-320000000.0,136800000.0,-50500000.0,,,,,462000000.0,-14400000.0,,,,,,-320000000.0,,,,116300000.0,,465900000.0,,400000.0,-5900000.0,-6500000.0,-94400000.0,,-6500000.0,109400000.0,,,,,,,,,,,,,,,,,,,,,,
9,702000000,,,-5000000.0,29500000.0,38900000.0,,,7500000.0,,,,,,,,,,,,,448000000.0,,,360000000.0,79700000.0,,,,,,,0.0,,2800000.0,,134800000.0,,2800000.0,,320700000.0,9800000.0,,2300000.0,,,,,,2800000.0,,,-2200000.0,,,,,6900000.0,,,,,,,,,,7200000.0,,,2300000.0,,,0.00625,7300000.0,5500000.0,22900000.0,0.0,,,308800000.0,680700000.0,454600000.0,,450300000.0,,44100000.0,,,,,,,448000000.0,,,,,,199800000.0,,,,,28500000.0,,15900000.0,,,,,,,,230400000.0,,0.0,,,-200000.0,,25300000.0,36900000.0,,,,,,,,,,,,18400000.0,,,,,,90300000.0,226100000.0,101700000.0,,,4300000.0,,18500000.0,,-47700000.0,1500000.0,0.00625,,300000.0,,,,,,,-2000000.0,11600000.0,-10300000.0,-2500000.0,,116600000.0,,,,,,,-98100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
