,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualBasicEPS,trailingNetIncome,annualRetainedEarnings,annualTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyGoodwill,trailingFreeCashFlow,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingTaxProvision,annualFreeCashFlow,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossProfit,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentAssets,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualTotalNonCurrentAssets,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingChangesInAccountReceivables,annualBasicAverageShares,annualChangesInAccountReceivables,trailingCashDividendsPaid,trailingCostOfRevenue,annualInterestExpense,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNetPPE,annualTotalRevenue,quarterlyTaxProvision,annualDeferredIncomeTax,trailingChangeInInventory,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualStockBasedCompensation,annualGoodwill,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
1351641600,,824874000.0,,341353000.0,-1330000.0,,,,,336132000.0,,,,,,222099000.0,,,35700000.0,269859000.0,,,,-60580000.0,,,1913435000.0,231800000.0,,,,,,,,-1.7,,1691336000.0,,,,,,,,31679000.0,45553000.0,1161006000.0,5704000.0,,,,,35700000.0,-58618000.0,,,227662000.0,-60603000.0,,-60580000.0,,,,,-18879000.0,489525000.0,,84752000.0,103549000.0,134963000.0,,432000.0,,,,75991000.0,31679000.0,,,-6729000.0,174968000.0,,,,,43985000.0,-35652000.0,,,29721000.0,,408000.0,,,-98186000.0,,46053000.0,-1.7,,,,,,,,738371000.0,255000.0,,49115000.0,,-1070927000.0,43985000.0,,,,,,35223000.0,,43985000.0,848000.0,,,,91619000.0,8375000.0,,,,87422000.0,-37583000.0,,,-1025000.0,91083000.0,,39000.0,,,,,,,,17026000.0,,,,34577000.0,,,-35907000.0,-90297000.0,,,2127570000.0,116350000.0,,,,,,,,,0.0,,1056643000.0,,-37583000.0,,,,3472000.0,6529000.0,,,-2068000.0,,,0.0,,-58132000.0,,,,,,,,,,,,,
1359590400,,860358000.0,,395175000.0,118687000.0,,,,,333289000.0,,,,,,322233000.0,,,35798000.0,271762000.0,,,,60551000.0,,,2003749000.0,96725000.0,,,,,,,,1.69,,1681516000.0,,,,,,,,33418000.0,42950000.0,1193647000.0,1018000.0,,,,,35798000.0,139912000.0,,,216815000.0,60529000.0,,60551000.0,,,,,15057000.0,489497000.0,,70341000.0,140704000.0,117812000.0,,-333000.0,,,,113908000.0,33418000.0,,,-6729000.0,282539000.0,,,,,136579000.0,-37980000.0,,,53486000.0,,409000.0,,,97627000.0,,43985000.0,1.65,,,,,,,,796014000.0,-9000.0,,49633000.0,,-1098501000.0,136579000.0,,,,,,-22546000.0,,136579000.0,806000.0,,,,92590000.0,8534000.0,,,133432000.0,63914000.0,37098000.0,,,-6155000.0,-6815000.0,,198000.0,,,,,,,,14979000.0,,,,136700000.0,,,-18013000.0,106494000.0,,,2155900000.0,422451000.0,,,,,,,,,0.0,,1057399000.0,,37098000.0,,,,3159000.0,-10589000.0,,,92594000.0,,,0.0,,139912000.0,,,,,,,,,,,,,
1367280000,,916896000.0,,485368000.0,108527000.0,,,,,260043000.0,,,,,,435138000.0,,,35911000.0,271855000.0,,,,97640000.0,,,2079669000.0,92567000.0,,,,,,,,2.72,,1644531000.0,,,,,,,,33730000.0,38869000.0,1176939000.0,56000.0,,,-70969000.0,,35911000.0,199296000.0,,,201861000.0,97588000.0,,97640000.0,,,,,9766000.0,489240000.0,,61201000.0,201511000.0,81092000.0,,195000.0,,,,81743000.0,33730000.0,,,-7447000.0,270395000.0,,,,,237735000.0,-10926000.0,,,73733000.0,,409000.0,,,157402000.0,,136579000.0,2.66,,,,,0.0,,,888748000.0,615000.0,-545000.0,50478000.0,,-1129857000.0,237735000.0,,,,,,-20031000.0,,237735000.0,518000.0,,,,92039000.0,,,,133578000.0,59515000.0,59814000.0,,,-7936000.0,-82722000.0,,-4000.0,,,,,,,,13173000.0,,,,120068000.0,,,-11541000.0,165566000.0,,,2169764000.0,469691000.0,,,,,,,,,0.0,,1039907000.0,,59814000.0,,,,2913000.0,-1637000.0,,,101156000.0,,,0.0,,199296000.0,,,,,,,,,,,,,
1375228800,,1124218000.0,,418043000.0,-98407000.0,29608000.0,91500000.0,-67000.0,-4424000.0,313335000.0,1.05,,418043000.0,2275422000.0,,343469000.0,,1437553000.0,35931000.0,348824000.0,,59229000.0,37743000.0,-59868000.0,131760000.0,-28362000.0,2275422000.0,111146000.0,138604000.0,994000.0,19696000.0,,795928000.0,93759000.0,896609000.0,-1.67,,1931953000.0,,,61364000.0,,127477000.0,42822000.0,,33861000.0,0.0,1437553000.0,805000.0,823868000.0,195230000.0,7543000.0,,35931000.0,-56402000.0,-7108000.0,0.0,195230000.0,-59904000.0,1.03,-59868000.0,138604000.0,94609000.0,21619000.0,132688000.0,-6049000.0,795928000.0,,68318000.0,85384000.0,93759000.0,343469000.0,6347000.0,,79037000.0,37743000.0,94609000.0,33861000.0,19774000.0,1169288000.0,-7457000.0,168707000.0,1124218000.0,222423000.0,0.0,313335000.0,138604000.0,-23680000.0,,,79037000.0,121344000.0,409000.0,-97011000.0,111146000.0,-97614000.0,224188000.0,237735000.0,-1.67,,,0.0,92551000.0,0.0,,138604000.0,823868000.0,-5285000.0,-22000.0,19696000.0,36733000.0,-1155807000.0,138604000.0,,46053000.0,,,6695000.0,-4361000.0,,138604000.0,994000.0,1931953000.0,2325095000.0,,121344000.0,,,,131760000.0,61364000.0,-67454000.0,85384000.0,,-6674000.0,28062000.0,37610000.0,-67000.0,132688000.0,,,-19958000.0,,,,42822000.0,-94946000.0,,-108238000.0,-68922000.0,,,-29485000.0,-90263000.0,-105000.0,-21790000.0,2325095000.0,112305000.0,,,35859000.0,-11715000.0,,,38966000.0,,0.0,409000.0,1169288000.0,1120797000.0,-37710000.0,-8125000.0,,224188000.0,2805000.0,-1411000.0,12349000.0,348824000.0,-99131000.0,68318000.0,-1155807000.0,0.0,7583000.0,-56402000.0,,,,,,,,,,,,,
1383177600,,1080822000.0,,337178000.0,-17458000.0,,,,,410500000.0,,,,,,311044000.0,,,36026000.0,346625000.0,,,,-73376000.0,,,2249874000.0,110617000.0,,,,,,,,-2.04,,1938830000.0,,,,,,,,34156000.0,97998000.0,1491322000.0,445000.0,,,95052000.0,,36026000.0,-67519000.0,,,188205000.0,-73437000.0,,-73376000.0,,,,,-21032000.0,797062000.0,,89531000.0,43035000.0,166705000.0,,269000.0,,,,84586000.0,34156000.0,,,-7489000.0,190910000.0,,,,,114225000.0,-46651000.0,,,37551000.0,,411000.0,,,-117504000.0,,138604000.0,-2.04,,,,,,,,744556000.0,100000.0,,57334000.0,,-1185169000.0,114225000.0,,,,,,43818000.0,,114225000.0,1003000.0,,,,120489000.0,16098000.0,,,130108000.0,100125000.0,-44067000.0,,,-7044000.0,104047000.0,,-56000.0,,,,,,,,39946000.0,,,,29293000.0,,,-46751000.0,-101675000.0,,,2370682000.0,123391000.0,,,,,,,,,0.0,,1185513000.0,,-44067000.0,,,,3492000.0,-1611000.0,,,-24379000.0,,,,,-67519000.0,,,,,,,,,,,,,
1391126400,,1118201000.0,,388944000.0,98308000.0,,,,,409716000.0,,,,,,402895000.0,,,37120000.0,346286000.0,,,,59263000.0,,,2341974000.0,109985000.0,,,,,,,,1.64,,1939079000.0,,,,,,,,36204000.0,101443000.0,1527917000.0,176000.0,,,5672000.0,,36130000.0,147943000.0,,,184101000.0,59200000.0,,59263000.0,,,,,17028000.0,798319000.0,,72503000.0,79656000.0,140156000.0,,-960000.0,,,,129722000.0,36204000.0,,,-7497000.0,304777000.0,,,,,205276000.0,-46971000.0,,,57673000.0,,411000.0,,,94540000.0,,114225000.0,1.6,,,,,,,,800067000.0,49000.0,,54501000.0,,-1212362000.0,205276000.0,,,,,,-21422000.0,,205276000.0,965000.0,,,,119460000.0,16239000.0,,,130241000.0,76575000.0,35340000.0,,,-7321000.0,7521000.0,,-186000.0,,,,,,,,39543000.0,,,,145328000.0,,,-47020000.0,111739000.0,,,2400151000.0,452720000.0,,,,,,,,,0.0,,1187789000.0,,35340000.0,,,,3562000.0,110000.0,,,91051000.0,,,,,147943000.0,,,,,,,,,,,,,
1398816000,,1222630000.0,,491878000.0,117247000.0,,,,,304699000.0,,,,,,519408000.0,,,37054000.0,378220000.0,,,,117946000.0,,,2448444000.0,109391000.0,,,,,,,,3.26,,1929036000.0,,,,,,,,35588000.0,97104000.0,1527329000.0,111000.0,,,-100398000.0,,36159000.0,238119000.0,,,170818000.0,117866000.0,,117946000.0,,,,,12093000.0,799223000.0,,60409000.0,183473000.0,93135000.0,,1423000.0,,,,97768000.0,35588000.0,,,-15012000.0,304928000.0,,,,,307431000.0,-13558000.0,,,79815000.0,,411000.0,,,187546000.0,,205276000.0,3.18,,,,,0.0,,,907149000.0,771000.0,-977000.0,58696000.0,,-1244878000.0,307431000.0,,,,,,-23218000.0,,307431000.0,879000.0,,,,118507000.0,16408000.0,,,130543000.0,48406000.0,69680000.0,,,-15878000.0,-106652000.0,,-101000.0,,,,,,,,39043000.0,,,,131576000.0,,,-14329000.0,202531000.0,,,2409265000.0,543047000.0,,,,,,,,,17772000.0,,1164387000.0,,69680000.0,,,,3485000.0,-922000.0,,,102155000.0,,,,,238119000.0,,,,,,,,,,,,,
1406764800,,1014843000.0,,401500000.0,-70524000.0,18554000.0,119871000.0,-199000.0,399000.0,324206000.0,0.79,,401500000.0,2173849000.0,,275046000.0,,1339049000.0,36192000.0,378148000.0,,44072000.0,28478000.0,-75355000.0,128824000.0,-45021000.0,2173849000.0,131857000.0,44406000.0,1022000.0,25050000.0,,625600000.0,110566000.0,994174000.0,-2.08,,1898803000.0,,,71823000.0,,127573000.0,33966000.0,,34653000.0,0.0,1339049000.0,-1925000.0,820843000.0,157858000.0,20398000.0,,36192000.0,-58071000.0,-1626000.0,0.0,157858000.0,-75423000.0,0.77,-75355000.0,44406000.0,85478000.0,15866000.0,140601000.0,-6757000.0,625600000.0,,67183000.0,128562000.0,110566000.0,275046000.0,-12534000.0,,95977000.0,28478000.0,85478000.0,34653000.0,20724000.0,1147990000.0,-15023000.0,193559000.0,1014843000.0,245878000.0,0.0,324206000.0,44406000.0,-10726000.0,,,95977000.0,117523000.0,412000.0,-175998000.0,131857000.0,-120510000.0,260472000.0,307431000.0,-2.08,,,0.0,-94198000.0,0.0,,44406000.0,820843000.0,-521000.0,-175021000.0,25050000.0,37057000.0,-1263436000.0,44406000.0,,138604000.0,,,-11802000.0,-16185000.0,,44406000.0,1022000.0,1898803000.0,2411426000.0,,117523000.0,15252000.0,,,128824000.0,71823000.0,-54734000.0,128562000.0,,-191969000.0,13638000.0,28206000.0,-199000.0,140601000.0,,,0.0,,,,33966000.0,-118305000.0,,-117906000.0,-60319000.0,,,-10205000.0,-92724000.0,1332000.0,-222212000.0,2411426000.0,135488000.0,,,35931000.0,-17007000.0,,,63997000.0,,0.0,412000.0,1147990000.0,1254646000.0,-45087000.0,6219000.0,,260472000.0,3685000.0,797000.0,14224000.0,378148000.0,-263025000.0,67183000.0,-1263436000.0,,-1193000.0,-58071000.0,,,,,,,,,,,,,
1414713600,,1159286000.0,,322163000.0,-3277000.0,,,,,422896000.0,,,,,,231990000.0,,,36249000.0,456892000.0,,,,-64276000.0,,,2340868000.0,127307000.0,,,,,,,,-1.77,,2108878000.0,,,,,,,,35969000.0,42176000.0,1582182000.0,2912000.0,,,81156000.0,,36249000.0,-73058000.0,,,170182000.0,-64324000.0,,-64276000.0,,,,,-20733000.0,819238000.0,,88279000.0,84862000.0,198133000.0,,20494000.0,,,,78056000.0,35969000.0,,,-15061000.0,201320000.0,,,,,29840000.0,-209627000.0,,,36137000.0,,413000.0,,,-102101000.0,,44406000.0,-1.77,,,,,-182500000.0,,,744725000.0,629000.0,-30253000.0,64452000.0,,-1292463000.0,29840000.0,,,,,,61016000.0,,29840000.0,1022000.0,,,,144098000.0,13568000.0,,,127879000.0,94035000.0,-37777000.0,,,170598000.0,111959000.0,,-339000.0,,,,,,,,31604000.0,,,,24479000.0,,,-27756000.0,-109027000.0,,,2587993000.0,128262000.0,,,,,,,,,0.0,,1295530000.0,,-37777000.0,,,,4201000.0,-32564000.0,,,-14566000.0,,,,,-73058000.0,,,,,,,,,,,,,
1422662400,,1012361000.0,,422845000.0,203442000.0,,,,,470329000.0,,,,,,257802000.0,,,37367000.0,469678000.0,,,,115762000.0,,,2346152000.0,99998000.0,,,,,,,,3.19,,2088350000.0,,,,,,,,37376000.0,40914000.0,1482690000.0,1681000.0,,,48499000.0,,36329000.0,197473000.0,,,151103000.0,115700000.0,,115762000.0,,,,,15375000.0,634739000.0,,72905000.0,148309000.0,163253000.0,,236000.0,,,,147408000.0,37376000.0,,,-15080000.0,332764000.0,,,,,36578000.0,-46189000.0,,,68454000.0,,413000.0,,,146526000.0,,29840000.0,3.1,,,,,0.0,,,849503000.0,75000.0,-213283000.0,67001000.0,,-1323403000.0,36578000.0,,,,,,-32274000.0,,36578000.0,1196000.0,,,,142440000.0,13807000.0,,,129315000.0,87864000.0,62098000.0,,,-196682000.0,25865000.0,,-646000.0,,,,,,,,48304000.0,,,,249706000.0,,,-46264000.0,160097000.0,,,2607618000.0,530237000.0,,,,,,,,,0.0,,1284215000.0,,30826000.0,,,,4025000.0,-963000.0,,,6738000.0,,,,,197473000.0,,,,,,,,,,,,,
1430352000,,855861000.0,,533618000.0,108728000.0,,,,,586170000.0,,,,,,370191000.0,,,37453000.0,470286000.0,,,,133410000.0,,,2419505000.0,107637000.0,,,,,,,,3.67,,2049314000.0,,,,,,,,38242000.0,41068000.0,1442031000.0,448000.0,,,-129858000.0,,36354000.0,265914000.0,,,137740000.0,133402000.0,,133410000.0,,,,,10738000.0,379796000.0,,62167000.0,240133000.0,115300000.0,,70000.0,,,,98926000.0,38242000.0,,,-22637000.0,313429000.0,,,,,125214000.0,-8993000.0,,,105617000.0,,413000.0,,,214007000.0,,36578000.0,3.56,,,,,0.0,,,963490000.0,2570000.0,-10477000.0,64054000.0,,-1359125000.0,125214000.0,,,,,,-36503000.0,,125214000.0,256953000.0,,,,141127000.0,13735000.0,,,128295000.0,52371000.0,90474000.0,,,-22666000.0,-155325000.0,,-623000.0,,,,,,,,36161000.0,,,,120291000.0,,,-11563000.0,227672000.0,,,2618218000.0,579343000.0,,,,,,,,,0.0,,1259093000.0,,80605000.0,,,,3492000.0,-432000.0,,,88636000.0,,,,,265914000.0,,,,,,,,,,,,,
1438300800,,1210388000.0,,440748000.0,-129117000.0,8175000.0,192369000.0,-4913000.0,1326000.0,398647000.0,3.16,,440748000.0,2489621000.0,,288143000.0,,1609035000.0,36438000.0,500433000.0,,149328000.0,114754000.0,-70142000.0,126104000.0,-75506000.0,2489621000.0,129812000.0,35459000.0,10154000.0,24235000.0,,806676000.0,145949000.0,1058432000.0,-1.92,,2201478000.0,,,62099000.0,,179776000.0,57194000.0,,37536000.0,0.0,1609035000.0,7938000.0,866568000.0,129825000.0,4701000.0,,36438000.0,-48837000.0,-31384000.0,,129825000.0,-70168000.0,3.07,-70142000.0,35459000.0,98815000.0,34718000.0,149123000.0,-6684000.0,806676000.0,,73485000.0,147796000.0,145949000.0,288143000.0,-12600000.0,,113990000.0,114754000.0,98815000.0,37536000.0,4498000.0,1386275000.0,-22728000.0,210919000.0,1210388000.0,303660000.0,0.0,398647000.0,35459000.0,-162259000.0,,,113990000.0,144149000.0,415000.0,-510222000.0,129812000.0,-109104000.0,341492000.0,125214000.0,-1.92,,,0.0,-8947000.0,-124551000.0,,35459000.0,866568000.0,-1948000.0,-256209000.0,24235000.0,37406000.0,-1375836000.0,35459000.0,,44406000.0,,,8200000.0,-7589000.0,,35459000.0,10154000.0,2201478000.0,2762111000.0,,144149000.0,10131000.0,,,126104000.0,62099000.0,-101827000.0,147796000.0,,164001000.0,25676000.0,114610000.0,-4913000.0,149123000.0,,,-307051000.0,,,,57194000.0,-123884000.0,,-427068000.0,-90816000.0,,,-38301000.0,-86373000.0,-1304000.0,115251000.0,2762111000.0,162082000.0,,,36342000.0,-15350000.0,,,51241000.0,,0.0,415000.0,1386275000.0,1399924000.0,-38936000.0,12968000.0,,341492000.0,4035000.0,2575000.0,15753000.0,500433000.0,-89755000.0,73485000.0,-1375836000.0,,12979000.0,-48837000.0,,,,,,,,,,,,,
1446249600,,1182221000.0,,358507000.0,49494000.0,,,,,506468000.0,,,,,,254320000.0,,,36471000.0,499607000.0,,,,-59587000.0,,,2445338000.0,129802000.0,,,,,,,,-1.63,,2191018000.0,,,,,,,,38700000.0,39390000.0,1688689000.0,2829000.0,,,83805000.0,,36471000.0,-47369000.0,,,,-59670000.0,,-59587000.0,,,,,-21612000.0,817058000.0,,95001000.0,110912000.0,240288000.0,,420000.0,,,,74715000.0,38700000.0,,,-22654000.0,221936000.0,,,,,39606000.0,-22054000.0,,,52389000.0,,416000.0,,,-96244000.0,,35459000.0,-1.63,,,,,0.0,,,742684000.0,3023000.0,-57753000.0,61762000.0,,-1407452000.0,39606000.0,,,,,,62174000.0,,39606000.0,13319000.0,,,,142687000.0,10595000.0,,,124449000.0,101016000.0,-36574000.0,,,-47578000.0,122947000.0,,-7321000.0,,,,,,,,54312000.0,,,,74571000.0,,,-25077000.0,-86069000.0,,,2796017000.0,174567000.0,,,,,,,,,0.0,,1388565000.0,,-36574000.0,,,,4090000.0,-1862000.0,,,4147000.0,,,-40000000.0,,-47369000.0,,,,,,,,,,,,,
1454198400,,1125242000.0,,452922000.0,182737000.0,,,,,495388000.0,,,,,,278276000.0,,,37256000.0,506957000.0,,,,116982000.0,,,2475152000.0,128720000.0,,,,,,,,3.23,,2196876000.0,,,,,,,,40541000.0,38089000.0,1620630000.0,1096000.0,,,27973000.0,,36246000.0,241179000.0,,,,116871000.0,,116982000.0,,,,,16349000.0,682195000.0,,78770000.0,190441000.0,190976000.0,,-474000.0,,,,147682000.0,40541000.0,,,-22567000.0,358184000.0,,,,,45368000.0,-71467000.0,,,87055000.0,,416000.0,,,189254000.0,,39606000.0,3.14,,,,,-20245000.0,,,840607000.0,938000.0,-171129000.0,60965000.0,,-1443649000.0,45368000.0,,,,,,-34478000.0,,45368000.0,13340000.0,,,,141942000.0,10910000.0,,,123886000.0,82913000.0,72511000.0,,,-157600000.0,-1558000.0,,-7707000.0,,,,,,,,34278000.0,,,,234897000.0,,,-52160000.0,200638000.0,,,2835538000.0,599363000.0,,,,,,,,,0.0,,1391889000.0,,72383000.0,,,,4300000.0,-272000.0,,,5762000.0,,,0.0,,241179000.0,,,,,,,,,,,,,
1461974400,,1170261000.0,,581245000.0,134889000.0,,,,,371497000.0,,,,,,346319000.0,,,37268000.0,509083000.0,,,,157632000.0,,,2521300000.0,125957000.0,,,,,,,,4.35,,2174981000.0,,,,,,,,41472000.0,37428000.0,1541758000.0,835000.0,,,-116419000.0,,36217000.0,304997000.0,,,,157537000.0,,157632000.0,,,,,10120000.0,615829000.0,,68882000.0,305134000.0,164927000.0,,216000.0,,,,96393000.0,41472000.0,,,-29309000.0,342475000.0,,,,,68565000.0,-14151000.0,,,145483000.0,,416000.0,,,253341000.0,,45368000.0,4.23,,,,,0.0,,,965663000.0,-3081000.0,-97629000.0,57455000.0,,-1484474000.0,68565000.0,,,,,,-55669000.0,,68565000.0,13349000.0,,,,141222000.0,10400000.0,,,123341000.0,47144000.0,95804000.0,,,-109890000.0,-153480000.0,,-1167000.0,,,,,,,,20059000.0,,,,145959000.0,,,-11070000.0,263525000.0,,,2854848000.0,647472000.0,,,,,,,,,0.0,,1370374000.0,,95804000.0,,,,4275000.0,-713000.0,,,23197000.0,,,-13787000.0,,304997000.0,,,,,,,,,,,,,
1469923200,,1087071000.0,,486667000.0,-49595000.0,78940000.0,287302000.0,-1550000.0,-1920000.0,506481000.0,4.13,,486667000.0,2482018000.0,,322865000.0,,1593552000.0,36170000.0,509037000.0,,242619000.0,149754000.0,-65273000.0,121750000.0,-103835000.0,2482018000.0,148418000.0,67897000.0,13354000.0,27220000.0,,686909000.0,182506000.0,1152496000.0,-1.8,,2159153000.0,,,72658000.0,,317525000.0,95639000.0,,40775000.0,0.0,1593552000.0,1286000.0,874540000.0,111088000.0,47008000.0,,36170000.0,-50017000.0,1800000.0,-53787000.0,111088000.0,-65284000.0,4.01,-65273000.0,67897000.0,113149000.0,93165000.0,161488000.0,-5700000.0,686909000.0,,74589000.0,129994000.0,182506000.0,322865000.0,-2479000.0,,147113000.0,149754000.0,113149000.0,40775000.0,42367000.0,1363814000.0,-29305000.0,229901000.0,1087071000.0,426762000.0,0.0,506481000.0,67897000.0,-16344000.0,,,147113000.0,140007000.0,416000.0,-329641000.0,148418000.0,-103732000.0,448790000.0,68565000.0,-1.8,,,0.0,32438000.0,0.0,,67897000.0,874540000.0,-2800000.0,-3130000.0,27220000.0,37312000.0,-1454277000.0,67897000.0,,35459000.0,,,-2317000.0,-5018000.0,,67897000.0,13354000.0,2159153000.0,2818091000.0,,140007000.0,10461000.0,,,121750000.0,72658000.0,-124115000.0,129994000.0,,43851000.0,111031000.0,149454000.0,-1550000.0,161488000.0,,,-20245000.0,,,,95639000.0,-109237000.0,,-124016000.0,-28665000.0,,,-20930000.0,-90792000.0,-843000.0,-271217000.0,2818091000.0,179884000.0,,,36276000.0,-32991000.0,,,42366000.0,,0.0,416000.0,1363814000.0,1601286000.0,-38448000.0,7626000.0,,448790000.0,4360000.0,4647000.0,17025000.0,509037000.0,-668000.0,74589000.0,-1454277000.0,0.0,6046000.0,-50017000.0,,,,,,,,,,,,,
1477872000,,1742280000.0,,394690000.0,-540000.0,,,,,655036000.0,,,,,,332363000.0,,,36834000.0,1454943000.0,,,,-62587000.0,,,3924119000.0,151763000.0,,,,,,,,-1.7,,3591756000.0,,,,,,,,40581000.0,34514000.0,2397316000.0,3456000.0,,,74681000.0,,36834000.0,-55553000.0,,,,-63618000.0,,-62587000.0,,,,,-22490000.0,1371779000.0,,112792000.0,98192000.0,328009000.0,,10971000.0,,,,47962000.0,40581000.0,,,-29390000.0,233818000.0,,,,,106751000.0,-550161000.0,,,59445000.0,,455000.0,,,-97127000.0,,67897000.0,-1.7,,,,,-512348000.0,,,1338317000.0,538000.0,-50000000.0,40172000.0,,-1489096000.0,106751000.0,,,,,,90431000.0,,106751000.0,38374000.0,,,,286360000.0,11964000.0,,,120546000.0,90773000.0,-33509000.0,,,543441000.0,109817000.0,,-19784000.0,,,,,,,,73739000.0,,,,45503000.0,,,-46043000.0,-96134000.0,,,3188183000.0,178265000.0,,,,,,,,,47615000.0,,1699087000.0,,-33509000.0,,,,4577000.0,-5879000.0,,,38854000.0,,,0.0,,-55553000.0,,,,,,,,,,,,,
