,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualDilutedAverageShares,annualCurrentAccruedExpenses,quarterlyGrossPPE,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualInterestExpense,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualFreeCashFlow,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,annualTaxProvision,annualNetIncome,annualTotalAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCurrentDeferredRevenue,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyBasicEPS,annualCostOfRevenue,trailingDepreciationAndAmortization,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingOtherNonCashItems,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingPretaxIncome,quarterlyTaxProvision,annualInventory,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyNetPPE,annualCapitalStock,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualBasicAverageShares,annualGrossProfit,quarterlyAccountsReceivable,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,annualNetPPE,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOperatingIncome,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,annualTotalRevenue,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualBasicEPS,quarterlyTotalAssets,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,trailingTotalRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,annualPretaxIncome,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherIncomeExpense,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,trailingCashDividendsPaid,annualNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454198400,,,,,,,1804238000.0,,,,,,,1804238000.0,,-950000.0,,,,-112363000.0,24654000.0,,130792000.0,,,,,,,,,,133245000.0,,-2253000.0,,,,12454000.0,,,,877000.0,,,24104000.0,-21428000.0,,,,46998000.0,,,,-36290000.0,,0.184293,,,,,,,,,,,,12049000.0,24104000.0,,,,,,,36648000.0,-25000.0,,10476519000.0,,,,,,,,,,13227000.0,,,,,-23660000.0,-112363000.0,,,,177483000.0,,,,,,2265000.0,,,,,,,,,,159361000.0,,,,126053000.0,1991034000.0,,,,,,,-1888769000.0,,347431000.0,,,,186796000.0,,,,,12467553000.0,,762000.0,,,,,-46236000.0,,0.191221,,37410000.0,,,,,,,,,,,,,,36703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485820800,,,,,,-637890000.0,1911501000.0,,,,,26888000.0,,1911501000.0,,-1427000.0,,,31964000.0,-114756000.0,44700000.0,,130792000.0,193668000.0,,,,,,,,,126442000.0,,26533000.0,,1264395000.0,2379089000.0,-29277000.0,,,,-347000.0,,,44224000.0,-23530000.0,3579430000.0,,,182672000.0,0.0,,,68656000.0,,0.338125,,,,-356760000.0,,,,,,,,27968000.0,44224000.0,3232219000.0,,20000000.0,,2000118000.0,116483000.0,37410000.0,-25000.0,,10223017000.0,,1967824000.0,,,92900000.0,,,-347211000.0,,17925000.0,,,,,30010000.0,-114756000.0,,,,178325000.0,,,1031844000.0,,924134000.0,11828000.0,,,,,871000.0,,,,166249000.0,297428000.0,,,1200341000.0,126053000.0,2127520000.0,,,,,253159000.0,,-1352696000.0,763643000.0,377435000.0,2281000.0,,,216019000.0,91851000.0,,,,12350537000.0,,-5446000.0,98160000.0,31964000.0,,18929000.0,-188118000.0,,0.350837,,31964000.0,,,,,,,,,,,720632000.0,,1401533000.0,72668000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493510400,-4369000.0,,505522000.0,-0.467216,,,,,17086000.0,,-61584000.0,,,,,,,,,,,,,,,,,-27784000.0,2946828000.0,,-24433000.0,31582000.0,,,,-22910000.0,,,,3662000.0,14986000.0,0.0,,-10906000.0,-735492000.0,,,,,126053000.0,,,533306000.0,-91854000.0,,,,,,,,,,,533306000.0,,,,,,,-362158000.0,,,,,,,-0.467216,,,,,,,,,,,,-26537000.0,-65148000.0,-24433000.0,89199000.0,,,-58894000.0,-58787000.0,,,,-33067000.0,,,,,,,,,,,,,,,,-382000.0,,,,,,2441306000.0,,,,,,,,,,,,,-89581000.0,31964000.0,,,,,,-58894000.0,,,,,,,,130792000.0,,,,,39897000.0,,,,,,,,10099000.0,,,41051000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501459200,-5861000.0,,553340000.0,0.150713,,,,,22506000.0,,59647000.0,,,,,,,,,,,,,,,,,74781000.0,3167527000.0,,-21820000.0,32817000.0,,,,23701000.0,,,,2078000.0,-11257000.0,0.0,,113602000.0,-88000.0,,,,,126053000.0,,,478559000.0,30961000.0,,,,,,,,,,,478559000.0,,,,,,,-386976000.0,,,,,,,0.156379,,,,,,,,,,,,31000.0,119118000.0,-21820000.0,-96063000.0,,,19712000.0,19815000.0,,,,11146000.0,,,,,,,,,,,,-353000.0,,,,1235000.0,,,,,,2614187000.0,,,,,,,,,,,,,97298000.0,31582000.0,,,,,,19712000.0,,,,,,,,130792000.0,,,,,41404000.0,,,,,,,,-9911000.0,,,41237000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509408000,-5528000.0,,560948000.0,0.174131,,,,,143054000.0,,-11916000.0,,,,,,,,,,,,,,,,,80540000.0,3084245000.0,,-39869000.0,31745000.0,,,,-152509000.0,,,,1909000.0,1807000.0,0.0,,120836000.0,88000.0,,,,,126053000.0,,,480408000.0,38219000.0,,,,,,,,,,,480408000.0,,,,,,,-330162000.0,,,,,,,0.180678,,,,,,,,,,,,2371000.0,46389000.0,-39869000.0,-7592000.0,,,22775000.0,22873000.0,,,,15346000.0,,,,,,,,,,,,1402000.0,,,0.0,-1072000.0,,,,,,2523297000.0,,,,,,,,,,,,,6520000.0,32817000.0,,,,,,22775000.0,,,,,,,,130792000.0,,,,,41501000.0,,,,,,,,-13715000.0,,,41116000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517356800,-19865000.0,751948000.0,621287000.0,,4303713000.0,-775206000.0,2020825000.0,17639000.0,-146565000.0,,11188000.0,29492000.0,2401000.0,2020825000.0,,-1969000.0,,,34954000.0,-137466000.0,51975000.0,,130792000.0,209494000.0,1533956000.0,,,92735000.0,3555989000.0,,-51344000.0,34954000.0,167200000.0,,-24507000.0,164424000.0,1336604000.0,2834126000.0,36081000.0,1453000.0,19373000.0,-1969000.0,-27450000.0,131276000.0,-26000.0,50301000.0,-35623000.0,4303713000.0,2834126000.0,,72619000.0,,528552000.0,46222000.0,-2665000.0,-1036012000.0,0.384588,126216000.0,,,-1036012000.0,1469587000.0,-1029857000.0,1336604000.0,528552000.0,,924134000.0,,-28427000.0,50301000.0,3273856000.0,-418798000.0,219750000.0,-775206000.0,2492660000.0,126216000.0,31964000.0,-735518000.0,,10513492000.0,,1937252000.0,98413000.0,,57074000.0,,29492000.0,-1029857000.0,,24909000.0,-3315000.0,109726000.0,-51344000.0,-55173000.0,12706000.0,-137466000.0,66708000.0,68074000.0,,164061000.0,,-21852000.0,1019138000.0,,924134000.0,9102000.0,1019138000.0,57074000.0,2492660000.0,758750000.0,871000.0,105408000.0,,,190756000.0,210085000.0,,3209000.0,1469587000.0,126053000.0,2241097000.0,190756000.0,,2934702000.0,209494000.0,224876000.0,224876000.0,-1498094000.0,758750000.0,354809000.0,2401000.0,,871000.0,220272000.0,98413000.0,,58382000.0,31745000.0,12754589000.0,,2990000.0,105408000.0,34954000.0,66708000.0,17639000.0,-69629000.0,,0.399046,3273856000.0,34954000.0,1937252000.0,,,,34954000.0,,44397000.0,34954000.0,219750000.0,,751948000.0,,1533956000.0,23548000.0,-10980000.0,,,40657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525046400,-2007000.0,799524000.0,551359000.0,0.2,4272669000.0,,,,58324000.0,,4427000.0,,2401000.0,,,,,,,,,,,,1556897000.0,,,64570000.0,3061697000.0,,-42145000.0,30471000.0,,,,-36096000.0,,,,970000.0,3408000.0,-40000.0,,103876000.0,0.0,,,,2832694000.0,126053000.0,,,486789000.0,19367000.0,,-1028237000.0,,,,,,1439975000.0,-1011403000.0,1337465000.0,486789000.0,,924134000.0,,,,,-422966000.0,,-807227000.0,,,,,0.21,,,,272203000.0,,,,31352000.0,,,,-1271000.0,65357000.0,-42145000.0,-27695000.0,,,14137000.0,14301000.0,,,,5066000.0,,,,,1055234000.0,52531000.0,2507960000.0,749670000.0,,2122000.0,,,,,,-4483000.0,,,,168719000.0,,2510338000.0,459079000.0,,218645000.0,,,,,,888000.0,,,,23212000.0,34954000.0,,,,,,14137000.0,,,,,3261266000.0,,1923801000.0,130792000.0,,,30471000.0,,43087000.0,30471000.0,179250000.0,,,,,,22037000.0,,,41422000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532995200,456000.0,783108000.0,588503000.0,-0.05,3538729000.0,,,,-20800000.0,,20167000.0,,2401000.0,,,,,,,,,,,,1590459000.0,,,38674000.0,3307105000.0,,-33521000.0,31305000.0,,,,50189000.0,,,,51156000.0,11462000.0,-19109000.0,,38674000.0,0.0,,,,2217749000.0,106915000.0,,,549829000.0,-20881000.0,,-1033851000.0,,,,,,1320980000.0,-317873000.0,1309042000.0,549829000.0,,924134000.0,,,,,-1025495000.0,,-842778000.0,,,,,-0.05,,,,270690000.0,,,,27438000.0,,,,-3810000.0,137862000.0,-33521000.0,-103507000.0,,,-5614000.0,-5490000.0,,,,-15391000.0,,,,,1005045000.0,52988000.0,1894071000.0,747681000.0,,2122000.0,,-19159000.0,,,,834000.0,,,,165347000.0,,2718602000.0,473500000.0,,212561000.0,,,,,,1362000.0,,,,104341000.0,30471000.0,,,,,,-5614000.0,,,,,3220856000.0,,1911814000.0,106915000.0,,,31305000.0,,59555000.0,31305000.0,62250000.0,,,,,,3372000.0,,,41076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540944000,-1178000.0,976518000.0,592088000.0,0.39,3721573000.0,,,,165106000.0,,-63207000.0,,2401000.0,,,,,,,,,,,,1621166000.0,,,90327000.0,3221663000.0,,-27674000.0,31502000.0,,,,-240065000.0,,,,2620000.0,9667000.0,0.0,,130263000.0,0.0,,,,1867766000.0,135010000.0,,,501761000.0,57298000.0,,-979420000.0,,,,,,1853807000.0,-256618000.0,1559961000.0,501761000.0,,924134000.0,,,,,440505000.0,,-875277000.0,,,,,0.4,,,,266550000.0,,,,28265000.0,,,,-1022000.0,47674000.0,-27674000.0,-19803000.0,,,54431000.0,54568000.0,,,,2730000.0,,,,,1245110000.0,51810000.0,1549406000.0,745889000.0,,2126000.0,,-6246000.0,,,5081000.0,197000.0,,,,179091000.0,,2629575000.0,485786000.0,,206706000.0,,,,,,1376000.0,,,,20000000.0,31305000.0,,,,,,54431000.0,,,,,3464955000.0,,1904994000.0,139360000.0,,,31502000.0,,33029000.0,31502000.0,389377000.0,,,,,,-14176000.0,,,39936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
