,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyTotalAssets,annualCostOfRevenue,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,annualBasicAverageShares,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,quarterlyBasicEPS,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualEbitda,annualRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncome,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualStockBasedCompensation,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingBasicEPS
946598400,4812924970.0,,14447719020.0,-590311260.0,,252422660.0,252422660.0,1804722640.0,1800747480.0,1.289912,-251428870.0,9634794050.0,31550844920.0,,11020137310.0,14916787900.0,1804722640.0,,,,2337394080.0,336894810.0,578385780.0,,693610000.0,29582146930.0,2146586400.0,,14665359030.0,993790.0,29582146930.0,24573445330.0,-361739560.0,,,1804722640.0,2744847980.0,,3642240350.0,,,2068076990.0,,,,1378040952.0,,-37764020.0,14447719020.0,,4480999110.0,,,158012610.0,-288199100.0,14800514470.0,,,5757794470.0,2337394080.0,1858387300.0,,3563730940.0,693610000.0,693902550.0,,2744847980.0,-3844973510.0,,5341621250.0,,775982380.0,1399105412.0,4579384320.0,2337394080.0,14916787900.0,,3563730940.0,,,5341621250.0,1919008490.0,4480999110.0,3929945170.0,,7354046000.0,,1527455230.0,2830313920.0,9634794050.0,4812924970.0,1804722640.0,339876180.0,,0.0,3659134780.0,,2830313920.0,778271760.0,,4308712270.0,2068076990.0,,,,14800514470.0,3864849310.0,-4234539190.0,,1850436980.0,,,-2613667700.0,-11002249090.0,6571933270.0,,993790.0,18356295090.0,,916274380.0,2337394080.0,,14665359030.0,,5565224000.0,3864849310.0,,,578385780.0,,,,,,,,,,,,3642240350.0,11020137310.0,1.299873,,,,-1666585830.0,9687739640.0,18356295090.0,,1809691590.0,5176652110.0,,1449082200.0,45714340.0,,,-3844973510.0,1919008490.0,,,,,262360560.0,,,7354046000.0,1850436980.0,,,84369210.0,339876180.0,,,,-1494660160.0,1527455230.0,,6977399590.0,4579384320.0,-11002249090.0,,,1449082200.0,,,,,,,,,,,,,
954460800,6935922700.0,,,,,,0.0,3040547800.0,,,,8204038300.0,,,,15484193700.0,,,,,,,,,1140467000.0,,,,15381656300.0,,30865850000.0,,,,,,,,,0.231939,,3647401800.0,,,,,,,15139961000.0,,4908193300.0,,,,,,,,663354200.0,,,,,1140467000.0,1140467000.0,,3288520900.0,0.0,,,,134972700.0,,4785776200.0,0.0,,,,,5159904000.0,6619940100.0,,,7667286400.0,,,0.231939,,,,,,,,0.0,,,2832334100.0,1264976700.0,,,,,,,15360730300.0,,,,,,,,-11583587300.0,,,0.0,,,,2579129500.0,,,,,4078477400.0,,,,,,,,,,,,,,,,12320182500.0,,,,,,8330640600.0,19224716200.0,,,,,663354200.0,,,,,0.0,,5159904000.0,,,,,,7641128900.0,,,,124509700.0,,,,,,1499347900.0,,,,,,,663354200.0,,,,,,,,,,,,,
962323200,6708285900.0,,,,,,0.0,6658944830.0,,,,8386932090.0,,,,17762785200.0,,,,,,,,,3610296590.0,,,,16394882770.0,,34157667970.0,,,,,,,,,2.802993,,3273307580.0,,,,,,,15095217990.0,,5422268650.0,,,,,,,,725418710.0,,,,,3610296590.0,3610296590.0,,3434978320.0,0.0,,,,3078042920.0,,5134620710.0,0.0,,,,,1283720000.0,6946592770.0,,,8445721450.0,,,2.802993,,,,,,,,0.0,,,2742103720.0,3746771890.0,,,,,,,18677169710.0,,,,,,,,-11622446510.0,,,0.0,,,,4180343420.0,,,,,5681571720.0,43042210.0,,,,,,,,,,,,,,8386932090.0,12018224880.0,,,,,,9171140160.0,19852956910.0,,,,,725418710.0,,,,,0.0,,1283720000.0,,,,,,8230510400.0,0.0,,,136475300.0,,,,,,1501228300.0,,,,,,,725418710.0,,,,,,,,,,,,,
970272000,7142058000.0,,,,,,-867249900.0,8472974840.0,,,,9353828660.0,,,,16668202980.0,,,,,,,,,2066662180.0,,,,19676936620.0,,36345139600.0,,,,,,,,,1.575787,,3632246640.0,,,,,,,16495886660.0,,6780420460.0,,,,,,,,945472440.0,,,,,2066662180.0,2066662180.0,,3509811360.0,877452840.0,,,,668859400.0,,5762393780.0,1795717440.0,,,,,1283309000.0,7640868400.0,,,8431029420.0,,,1.575787,,,,,,,,0.0,,,4162799520.0,2246914120.0,,,,,,,19377650380.0,,,,,,,,-12550749860.0,,,0.0,,,,1795717440.0,,,,,3264940800.0,,,,,,,,,,,,,,,9353828660.0,10904675540.0,,,,,,9376501860.0,21284466500.0,,,,,945472440.0,,,,,1018026680.0,,1283309000.0,,,,,,8733716640.0,0.0,,,180251940.0,,,,,,1469223360.0,,,,,,,945472440.0,,,,,,,,,,,,,
978220800,4819013240.0,,16381024900.0,-1195703020.0,,-174617360.0,692632540.0,9628443820.0,4450613200.0,7.237282,-638844000.0,11562011660.0,37966498920.0,,11897404760.0,13322026880.0,9628443820.0,,,,1092423240.0,571765380.0,1748303080.0,,2814013560.0,38647932520.0,10200209200.0,,25325905640.0,-1064740.0,38647932520.0,28771404280.0,-400342240.0,,,9628443820.0,2290255740.0,,4266413180.0,,,2528757500.0,,703055780.0,,1312859102.0,,-579218560.0,16381024900.0,,11820743480.0,,,850727260.0,-218271700.0,21796292540.0,,-3683340.0,6862022360.0,1092423240.0,2326456900.0,,3711683640.0,2814013560.0,2814013560.0,,2290255740.0,-3288024200.0,,5977450360.0,,3636684060.0,1330395077.0,5293887280.0,1092423240.0,13322026880.0,,3711683640.0,,,5977450360.0,3004696280.0,11820743480.0,4234467240.0,-1293920.0,9066261100.0,,111797700.0,4438901060.0,11562011660.0,4819013240.0,9628443820.0,264055520.0,,1795717440.0,6777070100.0,,4438901060.0,2945918860.0,,,2528757500.0,,,,21796292540.0,1204220940.0,-1245745800.0,-604834200.0,1835611760.0,,,-2043236060.0,-11255366540.0,2337104300.0,,-1064740.0,20321627640.0,,7514934920.0,1092423240.0,,25325905640.0,,6275577560.0,1204220940.0,,,1748303080.0,,578474880.0,,,,,,,,,,4266413180.0,11897404760.0,7.307255,,,,-3179313640.0,11096489600.0,20321627640.0,,9628443820.0,4744481440.0,,2117540920.0,-981690280.0,645805460.0,-1294037060.0,-2410571360.0,1986669600.0,,,,,267249740.0,,,9066261100.0,1835611760.0,,,131905300.0,264055520.0,,,,-1676965500.0,111797700.0,-709524620.0,9195094640.0,5293887280.0,-11255366540.0,,,2820596700.0,-39596400.0,,,,,,,,,,,,
985996800,9212308500.0,,,,,,-1107303500.0,10429200800.0,,,,8210027600.0,,,,13461157600.0,,,,,,,,,106164150.0,,,,26030764650.0,,39491922250.0,,,,,,,,,0.079909,,3815060100.0,,587898250.0,-1141550.0,,,,17422336100.0,,11891526350.0,,,,,,,0.0,412099550.0,,,,,106164150.0,106164150.0,,5397248400.0,-835614600.0,,,,-73059200.0,,5908662800.0,907532250.0,,,,,1282674000.0,6520533600.0,,,7800211150.0,,,0.079909,,,,,,,,1090180250.0,,,4521679550.0,167807850.0,,79908500.0,,,,,21586710500.0,,,-2283100.0,,,,,-12067325050.0,,,0.0,,,,907532250.0,,,,,1031961200.0,84474700.0,,,,-909815350.0,,,,53652850.0,,,,,,8210027600.0,11157509700.0,,,,,,8212310700.0,21684883800.0,,,,,332191050.0,,946344950.0,-757989200.0,,-349314300.0,,1282674000.0,,,,,,9617558750.0,0.0,,,61643700.0,,,,-187214200.0,,124428950.0,-182648000.0,,,,,,920089300.0,-162100100.0,,,,,,,,,,,,
993859200,9725775600.0,,,,,,-992927500.0,9976391400.0,,,,7998526800.0,,,,13036728000.0,,,,,,,,,-769496400.0,,,,25801661400.0,,38838389400.0,,,,,,,,,-0.599595,,3509797800.0,,761661950.0,-1211650.0,,,,17724302400.0,,11581273800.0,,,,,,,-457697400.0,-668308800.0,,,,,-769496400.0,-769496400.0,,6215977800.0,-116254800.0,,,,-155311200.0,,5812404000.0,915394800.0,,,,,1275715000.0,6179503200.0,,,8344447200.0,,,-0.599595,,,,,,,,907532250.0,,,4455784200.0,-974224800.0,,76479000.0,,,,,20772873000.0,,,488218900.0,,,,,-12437838600.0,,,0.0,,,,915394800.0,,,,,1044820800.0,74125800.0,,,,65016550.0,,,,,,,,,,7998526800.0,10796481600.0,,,,,,7676138400.0,22202442000.0,,,,,-744787800.0,,360857650.0,-743352400.0,,-249575100.0,,1275715000.0,,,,,,9764603400.0,0.0,,,-204728400.0,,,,-241068200.0,,129426000.0,9687800.0,,,,,,16874150.0,-132049900.0,,,,,,,,,,,,
1001808000,11884797900.0,,,,,,-402525000.0,8334836100.0,,,,7863922800.0,,,,12950664600.0,,,,,,,,,-869378400.0,,,,28056114300.0,,41006778900.0,,,,,,,,,-0.674427,,3628996200.0,,790954800.0,157800.0,,,,19748720700.0,,13005549600.0,,,,,,,0.0,-395172000.0,,,,,-869378400.0,-869378400.0,,8255801700.0,-2291834100.0,,,,-380901900.0,,5510454000.0,759608400.0,,,,,1279548000.0,6524728800.0,,,8212991400.0,-40658400.0,,-0.674427,,,,,,,,915394800.0,,,6801349200.0,-1035131100.0,,165752700.0,,,,,21031932000.0,,,24494700.0,,,,,-11603786700.0,,,0.0,,,,759608400.0,,,,,915481800.0,97695300.0,,,,-463659600.0,,,,,,,,,,7863922800.0,12697095900.0,,,,,,7817819400.0,19853002200.0,,,,,-560924700.0,,2038587000.0,-523914900.0,,121389900.0,,1288828000.0,,,,,,8249215500.0,0.0,,,-165752700.0,,,,373397400.0,,155873400.0,-251849700.0,,,,,,230030100.0,-75774900.0,,,,,,,,,,,,
1009756800,8894623740.0,,19833639770.0,494520400.0,,-896880180.0,1605875820.0,19505458050.0,93284530.0,-2.041489,240516740.0,10939016030.0,32395581840.0,,,11484112380.0,19505458050.0,,,,891260630.0,-421466250.0,1273390030.0,,-1016930110.0,38520891340.0,-3030061360.0,,27036778960.0,0.0,38520891340.0,22853585940.0,-458555280.0,,,-2608595110.0,6606342980.0,,3248099900.0,,,2288280760.0,,661392630.0,1071490.0,1278077000.0,,-336049090.0,19833639770.0,,12023589180.0,,,,284349230.0,18484947770.0,,0.0,10215983700.0,891260630.0,2801907630.0,,4143856170.0,-1016930110.0,-1016930110.0,,6606342980.0,-1328362380.0,,5429609210.0,,-1607598800.0,1278077000.0,4297831840.0,891260630.0,11484112380.0,,4143856170.0,,,5429609210.0,1249787920.0,12023589180.0,-2921507760.0,39800520.0,7731376890.0,,130373560.0,7281812890.0,10939016030.0,8894623740.0,-2608595110.0,262994940.0,,759608400.0,2895192160.0,,7281812890.0,-1117867960.0,,9111717470.0,2288280760.0,,,,18484947770.0,1021634190.0,-198932070.0,-269913760.0,2273669930.0,,,3164930560.0,-10369193660.0,1091316610.0,,0.0,18100570550.0,,-2236580900.0,891260630.0,,27036778960.0,,6268046070.0,1021634190.0,187397170.0,,1273390030.0,,1802978800.0,,,,,,,,,,3248099900.0,,-2.041489,,,,-2146668100.0,7294475940.0,18100570550.0,,-2608595110.0,9448711370.0,-1123910.0,1104266230.0,,-180859040.0,-121411600.0,-4572065880.0,1727287420.0,,,,,457431370.0,,,7731376890.0,2273669930.0,,,-100937850.0,262994940.0,,3317782320.0,339234230.0,0.0,130373560.0,225877830.0,9541995900.0,4297831840.0,-10369193660.0,,,1765658860.0,33875810.0,,,,,,,,,,,,
1017532800,12082216300.0,,,,,,-278793900.0,19934337500.0,,,,8160744900.0,,,,12374777800.0,,,,1593599700.0,,,,,9178400.0,,,,26323651200.0,,38698429000.0,,,,,,,,,0.009982,,4092419100.0,,495633600.0,,,,,20242961200.0,,13284586700.0,,,,,,,0.0,2366879900.0,,,,,9178400.0,9178400.0,,7989797200.0,-187009900.0,,,,97520500.0,,4448082100.0,772132900.0,,,,,1274920000.0,6296382400.0,,,5223656900.0,,,0.009982,,,,,,262731700.0,,889157500.0,,,5557521200.0,5736500.0,,2270506700.0,,,,,18256984900.0,,,-37860900.0,,,,,-10584989800.0,,,0.0,,75721800.0,,772132900.0,,,,,1630313300.0,102109700.0,,,,-360252200.0,,758365300.0,,,,,,,,8160744900.0,-691821900.0,,,,,,7590536800.0,18066533100.0,,,,,96373200.0,,103257000.0,-224870800.0,,-53923100.0,,1283694000.0,,,,,,7481543300.0,0.0,,,-3441900.0,,22946000.0,,-65396100.0,,858180400.0,-117024600.0,,,,,,592006800.0,,,,,,,,,,,,,
1025395200,7795110400.0,,,,,,-105727300.0,,,,,10996098400.0,,,,11346395200.0,,,,1712226600.0,,,,,-1352870400.0,,,,24007410000.0,,35353805200.0,,,,,,,,,-1.068204,,1006600.0,,526065400.0,,,,,18791208800.0,,12202005200.0,,,,,,,-458003000.0,2561797000.0,,,,,-1352870400.0,-1352870400.0,,7794103800.0,-124029500.0,,,,191254000.0,,4300195200.0,681468200.0,,,,,1274900000.0,5784930200.0,,,5411481600.0,,,-1.068204,,,,,,,,772132900.0,,,5033000000.0,-1355890200.0,,2497374600.0,,,,,16372349000.0,,,-41660500.0,,,,,,,,0.0,,255449600.0,,681468200.0,,,,,1261269800.0,1640758000.0,,3500954800.0,,-48427400.0,,785148000.0,,,,,,,,7495143600.0,16372349000.0,,,,,,7973278600.0,6772404800.0,,,,,64422400.0,,-382085200.0,-600541200.0,,494813900.0,,1282248000.0,,,,,,6772404800.0,0.0,,,-3019800.0,,,,,,579801600.0,-90335000.0,,,,,,590487800.0,,,,,,,,,,,,,
1033344000,11248627280.0,,,,,,183001860.0,,,,,7922039180.0,,,,11561539220.0,,,,1315445340.0,,,,,-329114500.0,,,,23698269320.0,,35259808540.0,,,,,,,,,-0.249722,,0.0,,496278340.0,,,,,19170666460.0,,12046603360.0,,,,,,,0.0,2147851860.0,,,,,-329114500.0,-329114500.0,,11248627280.0,-79847360.0,,,,-304810660.0,,4529628180.0,821267260.0,,,,,1274861000.0,5927098980.0,,,5156464720.0,-731980.0,,-0.249722,,,,,,,,681468200.0,,,5014692320.0,-324051200.0,,2029370640.0,,,,,15897749340.0,,,-29845880.0,,,,,,,,0.0,,63766000.0,,821267260.0,,,,,1104812060.0,90126740.0,,,,-30814840.0,,755444360.0,,,,,,,,7922039180.0,15897749340.0,,,,,,7304316580.0,6636973640.0,,,,,118481220.0,,-114083880.0,-160918840.0,,343920700.0,,1280106000.0,,,,,,6636973640.0,0.0,,,5063300.0,,,,,,283544800.0,139511380.0,,,,,,614759560.0,10890800.0,,,,,,,,,,,,
1041292800,9073227370.0,,18207444820.0,565111210.0,,1068279370.0,1269798710.0,16753212600.0,916757140.0,-2.510106,355457810.0,9134217450.0,31849210370.0,,-1790630630.0,11061122790.0,16753212600.0,,,1805049440.0,1859244470.0,26683160.0,617524560.0,,-1534723010.0,32318071610.0,-3181966830.0,,21256948820.0,952970.0,32318071610.0,21925933760.0,-459331540.0,,,-3208649990.0,6498302430.0,,3230568300.0,,,2574924940.0,,668135840.0,,1274950000.0,,-19059400.0,18207444820.0,,10176766630.0,,,,-12388610.0,13931468430.0,,0.0,2846808530.0,1859244470.0,2186113180.0,,3317288570.0,-1534723010.0,-1534723010.0,,6498302430.0,143114560.0,,4583785700.0,,-1709077530.0,1274950000.0,3525036030.0,1859244470.0,11061122790.0,,3317288570.0,,,4583785700.0,2229949800.0,10176766630.0,6133501060.0,-596560.0,6141891650.0,,,4938290540.0,9134217450.0,9073227370.0,-3208649990.0,263019720.0,,821267260.0,3102870320.0,,4938290540.0,-1507027190.0,,2382710410.0,2574924940.0,,,,13931468430.0,1859244470.0,968217520.0,464825090.0,1968836020.0,,,-897697740.0,-9887063750.0,891026950.0,,952970.0,16028955400.0,,-3221991570.0,1859244470.0,,21256948820.0,,6426829680.0,1859244470.0,121525070.0,,617524560.0,,1004605650.0,,747966580.0,,,,,,,,3230568300.0,-1790630630.0,-2.510106,,,,-1161670430.0,8980309590.0,16028955400.0,,-3208649990.0,9006519470.0,,464098120.0,,-504785660.0,-175339590.0,-247772200.0,1445138300.0,,,,,420259770.0,,,6141891650.0,1968836020.0,,,27695820.0,263019720.0,,3045692120.0,-6312650.0,0.0,,1036065740.0,9923276610.0,3525036030.0,-9887063750.0,,,1132233960.0,11320400.0,,,,,,,,,,,,
1049068800,9005144750.0,,,,,,-380744000.0,16164230250.0,,,,9254092750.0,,,,10965610250.0,,,,1440603500.0,,,,,-68643750.0,,,,20568413250.0,,31534023500.0,,,,,,,,,-0.04979,,2668869000.0,,471353750.0,,,,,18259237500.0,,9995445250.0,,,,,,,0.0,2089515750.0,,,,,-68643750.0,-68643750.0,,6336275750.0,-150101000.0,,,,-10067750.0,,3710423500.0,1563247000.0,,,3384594500.0,,1276292000.0,4871875750.0,,,4391369500.0,,,-0.04979,,,,,,262676750.0,,1852466000.0,,,4778520250.0,-80542000.0,,1993414500.0,,,,,13088075000.0,,,149185750.0,,,,,-9495718750.0,,,820064000.0,,,,1563247000.0,,,,,1563247000.0,81457250.0,,786199750.0,,-603149750.0,,631522500.0,,,,,,,,2905918750.0,-2058397250.0,,,,,,6480885250.0,15290166500.0,,,,,96101250.0,,74135250.0,-176643250.0,,-204100750.0,,1277670000.0,,,,,,5794447750.0,2177379750.0,,,-11898250.0,,8237250.0,,2745750.0,,,-289219000.0,,,,,,567455000.0,,,,,,,,,,,,,
1056931200,7809822460.0,,,,,,-72062310.0,16217592600.0,,,,9357707370.0,,,,10854314790.0,,,,1402743540.0,,,,,41717280.0,,,,19420262950.0,,30274577740.0,,,,,,,,,0.029984,,2635141520.0,,482059920.0,,,,,17167529830.0,,9681885400.0,,,,,,,-458890080.0,2078911120.0,,,,,41717280.0,41717280.0,,5174680940.0,435169080.0,,,,70397910.0,,3732827450.0,1490523650.0,,,3223528990.0,,1276544000.0,4791403430.0,,,4440282990.0,,,0.029984,,,,,,262471220.0,,1563247000.0,,,4514157340.0,-5214660.0,,1988523680.0,,,,,12925403920.0,,,290583910.0,,,,,-9017016250.0,,,839560260.0,,,,1490523650.0,,,,,1490523650.0,95602100.0,,1746041990.0,,-159928830.0,,648356060.0,,,,,,,,2737696500.0,-2290104850.0,,,,,,6519194110.0,14241236460.0,,,,,90387440.0,,-573004390.0,-219670910.0,,147608600.0,,1277740000.0,,,,,,5224220210.0,1650439890.0,,,-46931940.0,,7406730.0,,,,,-74938090.0,,,,,,572447360.0,,,,,,,,,,,,,
1064880000,7095277350.0,,,,,,457095560.0,16360057350.0,,,,9972506250.0,,,,10494936900.0,,,,1414594650.0,,,,,123530400.0,,,,19885820850.0,,30380757750.0,,,,,,,,,0.09994,,2685070500.0,,564980830.0,,,,,17067783600.0,,10185253050.0,,,,,,,0.0,2093154000.0,,,,,123530400.0,139829550.0,,4410206850.0,-675389830.0,,,,108946950.0,,3867187800.0,820962450.0,,,3492307350.0,,1276791000.0,5068177800.0,,,4890602850.0,-59670.0,,0.09994,,,,,,262502100.0,,1490523650.0,,,4506286050.0,85785000.0,,2011658250.0,,,,,13145693400.0,,,-152389910.0,,,,,-8900193750.0,,,676843650.0,,,,882727650.0,,,,,882727650.0,90074250.0,,1707979350.0,,316996580.0,,608215650.0,,,,,,,,3147451650.0,-2233841400.0,,,,,,6983756850.0,14094475500.0,,,,,81495750.0,,105973840.0,-385187190.0,,842282750.0,,1281088000.0,,,,,,5194281750.0,1624767900.0,,,-54044550.0,,,,,,,296386940.0,,,,,,646476580.0,,,,,,,,,,,,,
1072828800,6808807250.0,,16033847790.0,-90519420.0,49229860.0,1010006160.0,1005716910.0,16940630050.0,894077780.0,0.540838,598698620.0,9225040540.0,28986065150.0,,-3279343900.0,11483261860.0,16940630050.0,,,1793410160.0,3066543860.0,-15086570.0,1680961510.0,,596251140.0,28949539770.0,692394160.0,,17466277910.0,0.0,28949539770.0,19523609640.0,-458949340.0,,,693188190.0,4184538100.0,,3199146870.0,,,2624269150.0,,492883490.0,,1277174000.0,,,16033847790.0,,8837553900.0,,,,107194050.0,12741005380.0,,-1588060.0,3193287710.0,3066543860.0,2011277990.0,,2748931860.0,596251140.0,594244530.0,,4184538100.0,1131151740.0,,4205976910.0,,113742050.0,1277174000.0,3198352840.0,3066543860.0,11483261860.0,,2748931860.0,,,4205976910.0,1988251120.0,8837553900.0,5788573290.0,410.0,4870580020.0,,,3758143990.0,9225040540.0,6808807250.0,693188190.0,262823930.0,,820962450.0,2905355770.0,,3758143990.0,692394160.0,,2569432680.0,2624269150.0,,,,12741005380.0,3066543860.0,1212483810.0,311318870.0,1596000300.0,,,-1353027120.0,-9257595770.0,1854854080.0,,0.0,14128175790.0,,281880650.0,3066543860.0,,17466277910.0,,6056066810.0,3066543860.0,93698270.0,,1680961510.0,,355562580.0,,721657300.0,,,,,,,,3199146870.0,-3279343900.0,0.540838,,,,-978244960.0,8981861000.0,14128175790.0,,707480730.0,8568377730.0,,623855030.0,,-960131820.0,-196743610.0,740829990.0,1202460520.0,,,,,360489620.0,,,4870580020.0,1596000300.0,,,98149630.0,262823930.0,,2612358700.0,106336200.0,-1588060.0,,1280253960.0,9462455510.0,3198352840.0,-9257595770.0,,,1116738520.0,,,,,,,,,,,,,
1080691200,7184002660.0,,,,,,114444060.0,17866259920.0,,,,10256135760.0,,,,12281227460.0,,,,1364400460.0,,,,,549493820.0,,,,18741229400.0,,31022456860.0,,,,,,,,,0.429449,,2870029760.0,,377421900.0,,,,,17440138420.0,,9493175360.0,,,,,,,0.0,2189858680.0,,,,,549493820.0,549493820.0,,4313972900.0,-262977840.0,,,,461022880.0,,3538837600.0,3101352860.0,,,3171967280.0,,1280770000.0,4861843400.0,,,4432475260.0,,,0.429449,,,,,,,,3068074800.0,,,3841586780.0,151780420.0,,1956100600.0,,,,,13269017680.0,,,-811660.0,,,,,-9463143940.0,,,779193600.0,,,,3101352860.0,,,,,3101352860.0,65744460.0,,1818118400.0,,-68991100.0,,613614960.0,,,,,,,,3201998700.0,-4597242240.0,,,,,,6622333940.0,14869611200.0,,,,,233758080.0,,-258919540.0,-288950960.0,,403395020.0,,1285477000.0,,,,,,5406467260.0,2064051380.0,,,46264620.0,,,,,,,33278060.0,,,,,,611179980.0,-47076280.0,,,,,,,,,,,,
