,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,trailingStockBasedCompensation,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyInventory,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualInterestExpense,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualDilutedEPS,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,annualBasicEPS,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyNetPPE,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualGrossProfit,trailingDepreciationAndAmortization,annualStockBasedCompensation,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualOperatingExpense,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingOperatingExpense,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualDilutedAverageShares,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1283212800,,,,36847000000.0,,,,0.0,2776000000.0,-67000000.0,,,,789000000.0,7644000000.0,,35402000000.0,388000000.0,,,,2288000000.0,991000000.0,,8376000000.0,,,,,3287000000.0,1303000000.0,1303000000.0,381000000.0,,,,1303000000.0,,291000000.0,,,527000000.0,-2000000.0,527000000.0,,,,,1568000000.0,,736000000.0,,90000000.0,,,527000000.0,,1310000000.0,1.62,-642000000.0,,355000000.0,,-79000000.0,,,643000000.0,,24000000.0,,,,,,,620000000.0,14252000000.0,,,,,,,11000000.0,0.0,,,,,,,,,,,-209000000.0,,541000000.0,-20000000.0,,2138000000.0,,806000000.0,-545000000.0,,,,,,594000000.0,361000000.0,,,,,,,,22595000000.0,28000000.0,,,-303000000.0,,10000000.0,,,30162000000.0,,-864000000.0,,,,,10000000.0,1758000000.0,,,,,,,-381000000.0,,,17055000000.0,732000000.0,,,,,,,,217000000.0,,1.65,1290000000.0,4426000000.0,,-670000000.0,1313000000.0,1402000000.0,,1445000000.0,,,,30162000000.0,5876000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291075200,,1978000000.0,,37490000000.0,-237000000.0,693000000.0,17224000000.0,0.0,2805000000.0,-98000000.0,248000000.0,,8011000000.0,,8011000000.0,,36246000000.0,248000000.0,3320000000.0,,1979000000.0,2612000000.0,1094000000.0,,8704000000.0,-2347000000.0,2347000000.0,1416000000.0,0.0,3320000000.0,248000000.0,248000000.0,433000000.0,23031000000.0,,37490000000.0,248000000.0,0.0,320000000.0,,,429000000.0,5000000.0,429000000.0,,0.0,503000000.0,,1353000000.0,5755000000.0,800000000.0,8704000000.0,93000000.0,,-36000000.0,429000000.0,545000000.0,1320000000.0,,-765000000.0,1320000000.0,367000000.0,,-79000000.0,,-524000000.0,639000000.0,,-34000000.0,3773000000.0,0.0,639000000.0,-254000000.0,,30967000000.0,-7000000.0,14459000000.0,78000000.0,429000000.0,429000000.0,,378000000.0,,-25000000.0,0.0,,1244000000.0,538000000.0,2.47,,,39836000000.0,,1978000000.0,788000000.0,-10000000.0,,503000000.0,-47000000.0,,1141000000.0,,,-254000000.0,1614000000.0,-2192000000.0,2.51,36246000000.0,-2000000.0,527000000.0,361000000.0,,2805000000.0,,,1094000000.0,-3579000000.0,0.0,23031000000.0,-24000000.0,1000000.0,1353000000.0,-770000000.0,320000000.0,7000000.0,-8869000000.0,,30967000000.0,361000000.0,6000000.0,9092000000.0,14469000000.0,,0.0,10000000.0,715000000.0,,5377000000.0,,43000000.0,0.0,4000000.0,103000000.0,14459000000.0,,17224000000.0,693000000.0,-8869000000.0,3030000000.0,396000000.0,,,,1978000000.0,11000000.0,,,734000000.0,3753000000.0,,-741000000.0,255000000.0,341000000.0,,1244000000.0,-12000000.0,,,39836000000.0,5755000000.0,,805000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1298851200,,,,37965000000.0,,,,0.0,2882000000.0,36000000.0,,,,790000000.0,7815000000.0,,36600000000.0,308000000.0,,,,2395000000.0,1121000000.0,,8521000000.0,,,,,3373000000.0,152000000.0,152000000.0,422000000.0,,,,152000000.0,,343000000.0,,,465000000.0,6000000.0,465000000.0,,,,,1490000000.0,,789000000.0,,86000000.0,,,465000000.0,,1335000000.0,0.19,-158000000.0,,367000000.0,,-79000000.0,,,667000000.0,,41000000.0,,,,,,,240000000.0,14530000000.0,,,,,,,-19000000.0,0.0,,,,,,,,,,,0.0,,516000000.0,1000000.0,,1024000000.0,,794000000.0,141000000.0,,,,,,429000000.0,363000000.0,,,,,,,,23435000000.0,14000000.0,,,-200000000.0,,5000000.0,,,31225000000.0,,2000000.0,,,,,17000000.0,610000000.0,,,,,,,-126000000.0,,,17178000000.0,706000000.0,,,,,,,,0.0,,0.19,412000000.0,3419000000.0,,-172000000.0,157000000.0,235000000.0,,1365000000.0,,,,31225000000.0,6009000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306800000,,,,39763000000.0,,,,0.0,3668000000.0,92000000.0,,,,791000000.0,8678000000.0,,38264000000.0,360000000.0,,,,2521000000.0,1137000000.0,,9390000000.0,,,,,3424000000.0,206000000.0,206000000.0,440000000.0,,,,206000000.0,,365000000.0,,,557000000.0,13000000.0,557000000.0,,,,,1164000000.0,,820000000.0,,91000000.0,,,557000000.0,,1396000000.0,0.26,-1467000000.0,,380000000.0,,-198000000.0,,,622000000.0,,-17000000.0,,,,,,,-61000000.0,15911000000.0,,,,,,,-16000000.0,0.0,,,,,,,,,,,0.0,,552000000.0,,,1099000000.0,,793000000.0,542000000.0,,,,,,465000000.0,363000000.0,,,,,,,,23852000000.0,-17000000.0,,,-604000000.0,,-2000000.0,,,32822000000.0,,8000000.0,,,,,12000000.0,675000000.0,,,,,,,783000000.0,,,17186000000.0,712000000.0,,,,,,,,0.0,,0.26,1389000000.0,3620000000.0,,-1450000000.0,204000000.0,279000000.0,,1499000000.0,,,,32822000000.0,6521000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314748800,,,,40026000000.0,,,,0.0,0.0,-127000000.0,,,,790000000.0,7714000000.0,,38629000000.0,353000000.0,,,,2814000000.0,1084000000.0,,8393000000.0,,,,,3430000000.0,1337000000.0,1337000000.0,421000000.0,,,,1337000000.0,,366000000.0,,,430000000.0,2000000.0,430000000.0,3141000000.0,,,,2108000000.0,,811000000.0,,96000000.0,,,430000000.0,,1396000000.0,1.69,-785000000.0,,390000000.0,,-197000000.0,,,560000000.0,,1000000.0,,,,,,,402000000.0,15274000000.0,,,,,,,-1000000.0,0.0,,,,,,,,,,,-288000000.0,,548000000.0,,,2244000000.0,,792000000.0,585000000.0,,,,,,557000000.0,363000000.0,,,,,,,,24752000000.0,28000000.0,,,-230000000.0,,5000000.0,,,33243000000.0,,32000000.0,,,,,10000000.0,1828000000.0,,,,,,,-554000000.0,,,18319000000.0,679000000.0,,,,,,,,0.0,,1.69,1215000000.0,5058000000.0,,-813000000.0,1342000000.0,1433000000.0,,1397000000.0,,,,,6881000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322611200,,1912000000.0,,38637000000.0,-671000000.0,647000000.0,18349000000.0,0.0,0.0,20000000.0,263000000.0,,8053000000.0,,8053000000.0,,37325000000.0,263000000.0,3322000000.0,,1912000000.0,2569000000.0,1123000000.0,,8700000000.0,48000000.0,2255000000.0,1522000000.0,-2646000000.0,3322000000.0,217000000.0,217000000.0,435000000.0,23832000000.0,,38637000000.0,217000000.0,450000000.0,374000000.0,,,450000000.0,-10000000.0,450000000.0,3106000000.0,3766000000.0,576000000.0,,1300000000.0,6105000000.0,820000000.0,8700000000.0,92000000.0,,67000000.0,450000000.0,0.0,1330000000.0,,-236000000.0,1330000000.0,385000000.0,,-197000000.0,,-454000000.0,619000000.0,,3000000.0,3799000000.0,0.0,619000000.0,-209000000.0,,32054000000.0,489000000.0,14805000000.0,50000000.0,450000000.0,450000000.0,,365000000.0,,-18000000.0,0.0,,1312000000.0,429000000.0,2.42,,,42204000000.0,,1912000000.0,787000000.0,-166000000.0,,576000000.0,50000000.0,,1128000000.0,,,-209000000.0,1717000000.0,-1700000000.0,2.43,37325000000.0,11000000.0,430000000.0,363000000.0,,0.0,,,1123000000.0,-2696000000.0,21000000.0,23832000000.0,25000000.0,0.0,1300000000.0,-666000000.0,374000000.0,-8000000.0,-10150000000.0,,32054000000.0,363000000.0,6000000.0,10299000000.0,15793000000.0,3106000000.0,0.0,7000000.0,686000000.0,,5494000000.0,,46000000.0,1070000000.0,28000000.0,135000000.0,14805000000.0,,18349000000.0,647000000.0,-10150000000.0,3239000000.0,238000000.0,,,,1912000000.0,0.0,,,750000000.0,3697000000.0,,-261000000.0,209000000.0,308000000.0,,1312000000.0,-54000000.0,,,42204000000.0,6105000000.0,,789000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1330473600,,,,38963000000.0,,,,0.0,398000000.0,21000000.0,,,,778000000.0,7964000000.0,,36790000000.0,286000000.0,,,,2694000000.0,1020000000.0,,8766000000.0,,,,,3188000000.0,-139000000.0,-139000000.0,421000000.0,,,,-139000000.0,,381000000.0,,,471000000.0,26000000.0,471000000.0,3046000000.0,,,,1563000000.0,,797000000.0,,88000000.0,,,471000000.0,,1319000000.0,-0.18,-248000000.0,,376000000.0,,-194000000.0,,,808000000.0,,-1000000.0,,,,,,,55000000.0,15310000000.0,,,,,,,-4000000.0,851000000.0,,,,,,,,,,,,,517000000.0,-62000000.0,,888000000.0,,778000000.0,-67000000.0,,,,,,450000000.0,363000000.0,,,,,,,,23653000000.0,19000000.0,,,-112000000.0,,-2000000.0,,,31475000000.0,,-21000000.0,,,,,14000000.0,323000000.0,,,,,,,-122000000.0,,,18015000000.0,802000000.0,,,,,,,,,,-0.18,322000000.0,3582000000.0,,-267000000.0,-141000000.0,91000000.0,,2173000000.0,,,,,6544000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338422400,,,,39462000000.0,,,,782000000.0,479000000.0,429000000.0,,,,779000000.0,8392000000.0,,37293000000.0,286000000.0,,,,2478000000.0,1009000000.0,,9174000000.0,,,,,3135000000.0,14000000.0,14000000.0,431000000.0,,,,14000000.0,,377000000.0,,,900000000.0,-155000000.0,900000000.0,3634000000.0,,,,1608000000.0,,807000000.0,,87000000.0,,,900000000.0,,1302000000.0,0.02,-1208000000.0,,376000000.0,,-194000000.0,,,723000000.0,,-9000000.0,,,,,,,-594000000.0,16436000000.0,,,,,,,-3000000.0,0.0,,,,,,,,,,,,,532000000.0,,,1060000000.0,,779000000.0,-521000000.0,,,,,,471000000.0,363000000.0,,,,,,,,23026000000.0,522000000.0,,,-215000000.0,,0.0,,,32133000000.0,,55000000.0,,,,,8000000.0,477000000.0,,,,,,,600000000.0,,,17835000000.0,782000000.0,,,,,,,,,,0.02,1136000000.0,3538000000.0,,-1730000000.0,14000000.0,253000000.0,,2169000000.0,,,,,7262000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346371200,,,,39082000000.0,,,,664000000.0,564000000.0,-332000000.0,,,,778000000.0,8289000000.0,,37141000000.0,306000000.0,,,,2597000000.0,970000000.0,,8953000000.0,,,,,3146000000.0,1330000000.0,1330000000.0,409000000.0,,,,1330000000.0,,364000000.0,,,568000000.0,123000000.0,568000000.0,3078000000.0,,,,763000000.0,,792000000.0,,84000000.0,,,568000000.0,,1307000000.0,1.71,-144000000.0,,383000000.0,,-196000000.0,,,716000000.0,,3000000.0,,,,,,,851000000.0,14889000000.0,,,,,,,14000000.0,0.0,,,,,,,,,,,,,561000000.0,,,2087000000.0,,779000000.0,-434000000.0,,,,,,900000000.0,363000000.0,,,,,,,,24193000000.0,23000000.0,,,-426000000.0,,6000000.0,,,31972000000.0,,16000000.0,,,,,8000000.0,1803000000.0,,,,,,,-583000000.0,,,18969000000.0,,,,,,,,,,,1.71,1018000000.0,4684000000.0,,-167000000.0,1336000000.0,1295000000.0,,1941000000.0,,,,,5936000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354233600,,1298000000.0,,39161000000.0,-779000000.0,,18272000000.0,724000000.0,553000000.0,-81000000.0,270000000.0,,7168000000.0,,7168000000.0,,37340000000.0,270000000.0,3174000000.0,,1302000000.0,2551000000.0,845000000.0,,7892000000.0,61000000.0,1815000000.0,1527000000.0,-1772000000.0,3174000000.0,93000000.0,93000000.0,459000000.0,23929000000.0,,39161000000.0,93000000.0,465000000.0,390000000.0,,,465000000.0,-8000000.0,465000000.0,3076000000.0,2999000000.0,549000000.0,,1734000000.0,7340000000.0,851000000.0,7892000000.0,77000000.0,,,465000000.0,0.0,1314000000.0,,-172000000.0,1314000000.0,392000000.0,,-195000000.0,,-90000000.0,715000000.0,,16000000.0,3165000000.0,724000000.0,715000000.0,-207000000.0,,32137000000.0,355000000.0,15232000000.0,560000000.0,465000000.0,465000000.0,,336000000.0,,-23000000.0,0.0,,1821000000.0,450000000.0,1.67,,,43201000000.0,,1298000000.0,778000000.0,-21000000.0,,549000000.0,,,1027000000.0,,,-207000000.0,4166000000.0,-1052000000.0,1.67,37340000000.0,-14000000.0,568000000.0,363000000.0,,553000000.0,,,845000000.0,-2332000000.0,37000000.0,23929000000.0,-4000000.0,4000000.0,1734000000.0,-299000000.0,390000000.0,0.0,-11064000000.0,,32137000000.0,363000000.0,11000000.0,0.0,15382000000.0,3076000000.0,0.0,9000000.0,562000000.0,,15382000000.0,,39000000.0,667000000.0,9000000.0,-1000000.0,15232000000.0,,18479000000.0,,-11064000000.0,13567000000.0,-106000000.0,,,,1298000000.0,,,,523000000.0,3578000000.0,,-168000000.0,93000000.0,176000000.0,,1821000000.0,-16000000.0,,,43201000000.0,7340000000.0,,779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1362009600,,,,38675000000.0,,,,748000000.0,440000000.0,11000000.0,,,,776000000.0,7622000000.0,,36883000000.0,400000000.0,,,,2599000000.0,798000000.0,,8370000000.0,,,,,3143000000.0,37000000.0,37000000.0,460000000.0,,,,37000000.0,,383000000.0,,,476000000.0,-25000000.0,476000000.0,3015000000.0,,,,1765000000.0,,846000000.0,,83000000.0,,,476000000.0,,1303000000.0,0.05,-167000000.0,,389000000.0,,-582000000.0,,,711000000.0,,2000000.0,,,,,,,158000000.0,15152000000.0,,,,,,,5000000.0,0.0,,,,,,,,,,,-113000000.0,,570000000.0,23000000.0,,994000000.0,,778000000.0,-399000000.0,,,,,,465000000.0,364000000.0,,,,,,,,23523000000.0,4000000.0,,,-612000000.0,,2000000.0,,,31726000000.0,,19000000.0,,,,,18000000.0,511000000.0,,,,,,,-92000000.0,,,17923000000.0,,,,,,,,,35000000.0,,0.05,399000000.0,3593000000.0,,-241000000.0,39000000.0,148000000.0,,1792000000.0,,,,,6782000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369958400,,,,39559000000.0,,,,796000000.0,317000000.0,235000000.0,,,,775000000.0,7848000000.0,,37655000000.0,408000000.0,,,,2487000000.0,857000000.0,,8644000000.0,,,,,3134000000.0,41000000.0,41000000.0,449000000.0,,,,41000000.0,,381000000.0,,,711000000.0,-36000000.0,711000000.0,3626000000.0,,,,2014000000.0,,840000000.0,,78000000.0,,,711000000.0,,1298000000.0,0.05,-1206000000.0,,391000000.0,,-195000000.0,,,742000000.0,,-4000000.0,,,,,,,-49000000.0,16279000000.0,,,,,,,0.0,217000000.0,,,,,,,,,,,-25000000.0,,627000000.0,59000000.0,,992000000.0,,777000000.0,-473000000.0,,,,,,476000000.0,365000000.0,,,,,,,,23280000000.0,0.0,,,-259000000.0,,0.0,,,32481000000.0,,-4000000.0,,,,,6000000.0,510000000.0,,,,,,,692000000.0,,,17697000000.0,,,,,,,,,0.0,,0.05,1157000000.0,3479000000.0,,-1206000000.0,41000000.0,152000000.0,,1904000000.0,,,,,7635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377907200,,,,40393000000.0,,,,853000000.0,558000000.0,270000000.0,,,,775000000.0,7792000000.0,,37759000000.0,444000000.0,,,,2917000000.0,929000000.0,,8645000000.0,,,,,3160000000.0,934000000.0,934000000.0,439000000.0,,,,934000000.0,,388000000.0,,,981000000.0,58000000.0,981000000.0,2980000000.0,,,,2226000000.0,,845000000.0,,76000000.0,,,981000000.0,,1278000000.0,1.2,-434000000.0,,406000000.0,,-193000000.0,,,823000000.0,,9000000.0,,,,,,,439000000.0,16133000000.0,,,,,,,-4000000.0,0.0,,,,,,,,,,,0.0,,601000000.0,-32000000.0,,1809000000.0,,777000000.0,-251000000.0,,,,,,711000000.0,365000000.0,,,,,,,,24260000000.0,-69000000.0,,,-71000000.0,,1000000.0,,,32498000000.0,,11000000.0,,,,,8000000.0,1417000000.0,,,,,,,-682000000.0,,,18660000000.0,,,,,,,,,0.0,,1.2,803000000.0,4726000000.0,,-364000000.0,935000000.0,964000000.0,,2634000000.0,,,,,7488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385769600,,1078000000.0,,40104000000.0,-1164000000.0,,18943000000.0,736000000.0,456000000.0,-519000000.0,405000000.0,,8092000000.0,775000000.0,8092000000.0,,38167000000.0,405000000.0,3210000000.0,,1072000000.0,2620000000.0,932000000.0,,8828000000.0,35000000.0,1365000000.0,1588000000.0,-2056000000.0,3210000000.0,66000000.0,66000000.0,532000000.0,24556000000.0,,40104000000.0,66000000.0,462000000.0,374000000.0,,,462000000.0,32000000.0,462000000.0,3031000000.0,2834000000.0,639000000.0,,1468000000.0,6720000000.0,934000000.0,8828000000.0,82000000.0,,79000000.0,462000000.0,35000000.0,1292000000.0,0.08,-249000000.0,1292000000.0,402000000.0,,-194000000.0,,-138000000.0,760000000.0,,36000000.0,2979000000.0,736000000.0,760000000.0,161000000.0,,32905000000.0,138000000.0,15548000000.0,93000000.0,462000000.0,462000000.0,,319000000.0,,18000000.0,0.0,,1937000000.0,465000000.0,1.39,,,45124000000.0,,1078000000.0,775000000.0,0.0,,639000000.0,29000000.0,,1039000000.0,,777000000.0,161000000.0,1879000000.0,-2212000000.0,1.39,38167000000.0,28000000.0,981000000.0,365000000.0,,456000000.0,,,932000000.0,-2149000000.0,-3000000.0,24556000000.0,158000000.0,-6000000.0,1468000000.0,-1270000000.0,374000000.0,-9000000.0,-12219000000.0,,32905000000.0,365000000.0,9000000.0,10624000000.0,15456000000.0,3031000000.0,0.0,10000000.0,542000000.0,,4832000000.0,,42000000.0,685000000.0,43000000.0,19000000.0,15548000000.0,,18943000000.0,,-12219000000.0,3467000000.0,-63000000.0,,,,1078000000.0,0.0,,0.09,475000000.0,3659000000.0,,-337000000.0,57000000.0,105000000.0,,1937000000.0,19000000.0,,,45124000000.0,6720000000.0,,777000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1393545600,,,,39905000000.0,,,,755000000.0,352000000.0,-41000000.0,,,,776000000.0,7992000000.0,,38260000000.0,258000000.0,,,,2588000000.0,1084000000.0,,8747000000.0,,,,,3226000000.0,-15000000.0,-15000000.0,521000000.0,,,,-15000000.0,,381000000.0,,,421000000.0,-16000000.0,421000000.0,3080000000.0,,,,1618000000.0,,925000000.0,,72000000.0,,,421000000.0,,1296000000.0,-0.02,-349000000.0,,404000000.0,,-194000000.0,,,747000000.0,,0.0,,,,,,,124000000.0,15435000000.0,,,,,,,-5000000.0,0.0,,,,,,,,,,,0.0,,554000000.0,-88000000.0,,997000000.0,,776000000.0,273000000.0,,,,,,462000000.0,365000000.0,,,,,,,,24470000000.0,4000000.0,,,-312000000.0,,1000000.0,,,32991000000.0,,5000000.0,,,,,13000000.0,462000000.0,,,,,,,54000000.0,,,18846000000.0,,,,,,,,,0.0,,-0.02,477000000.0,3585000000.0,,-353000000.0,-14000000.0,72000000.0,,1645000000.0,,,,,6688000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401494400,,,,40526000000.0,,,,880000000.0,384000000.0,-78000000.0,,,,776000000.0,7880000000.0,,38901000000.0,288000000.0,,,,2565000000.0,1136000000.0,,8760000000.0,,,,,3226000000.0,106000000.0,106000000.0,504000000.0,,,,106000000.0,,383000000.0,,,343000000.0,22000000.0,343000000.0,3698000000.0,,,,1556000000.0,,902000000.0,,72000000.0,,,343000000.0,,1298000000.0,0.14,-919000000.0,,410000000.0,,-194000000.0,,,862000000.0,,-7000000.0,,,,,,,220000000.0,16161000000.0,,,,,,,-3000000.0,299000000.0,,,,,,,,,,,0.0,,627000000.0,75000000.0,,1068000000.0,,778000000.0,243000000.0,,,,,,421000000.0,365000000.0,,,,,,,,24365000000.0,15000000.0,,,-1089000000.0,,1000000.0,,,33515000000.0,,4000000.0,,,,,13000000.0,588000000.0,,,,,,,688000000.0,,,18728000000.0,,,,,,,,,0.0,,0.14,1196000000.0,3633000000.0,,-976000000.0,107000000.0,166000000.0,,1625000000.0,,,,,7401000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409443200,,,,39997000000.0,,,,817000000.0,225000000.0,93000000.0,,,,776000000.0,6967000000.0,,38395000000.0,355000000.0,,,,2754000000.0,1191000000.0,,7784000000.0,,,,,3199000000.0,1247000000.0,1247000000.0,481000000.0,,,,1247000000.0,,358000000.0,,,436000000.0,16000000.0,436000000.0,3130000000.0,,,,1900000000.0,,894000000.0,,69000000.0,,,436000000.0,,1292000000.0,1.6,-349000000.0,,413000000.0,,-194000000.0,,,831000000.0,,-10000000.0,,,,,,,772000000.0,14840000000.0,,,,,,,23000000.0,0.0,,,,,,,,,,,0.0,,610000000.0,-9000000.0,,2193000000.0,,778000000.0,-28000000.0,,,,,,343000000.0,365000000.0,,,,,,,,25157000000.0,-1000000.0,,,-112000000.0,,0.0,,,33073000000.0,,15000000.0,,,,,11000000.0,1730000000.0,,,,,,,-550000000.0,,,19510000000.0,,,,,,,,,0.0,,1.61,1120000000.0,4947000000.0,,-348000000.0,1247000000.0,1299000000.0,,1602000000.0,,,,,7056000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
