,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualChangeInAccountPayable,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualSaleOfInvestment,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualRetainedEarnings,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualChangesInAccountReceivables,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
712540800,129400000.0,,,78300000.0,,,,,16300000.0,103900000.0,9200000.0,,247100000.0,33500000.0,78300000.0,0.02,,,1900000.0,,,0.0,,146200000.0,133700000.0,,,,42200000.0,-62700000.0,-1500000.0,76800000.0,40000000.0,,,,41700000.0,110700000.0,,78300000.0,136100000.0,84400000.0,27300000.0,,,,323900000.0,30300000.0,84400000.0,105700000.0,,104500000.0,27300000.0,27300000.0,48800000.0,99000000.0,,147300000.0,,133700000.0,4220000000.0,,0.02,245600000.0,,,,247100000.0,33600000.0,84400000.0,,,146200000.0,0.0,,78300000.0,,-23800000.0,245600000.0,323900000.0,51700000.0,,-1300000.0,6700000.0,-1900000.0,,,,,,9100000.0,77100000.0,,,,2300000.0,,6700000.0,76800000.0,28000000.0,,35400000.0,,125500000.0,44000000.0,235100000.0,,,40000000.0,,,,40000000.0,40000000.0,16700000.0,136100000.0,28000000.0,0.0,,,,38300000.0,,-6100000.0,,,,-3100000.0,48800000.0,,-400000.0,2700000.0,-10300000.0,,40300000.0,,-21600000.0,46300000.0,,-7800000.0,,,-135300000.0,36400000.0,,,,-10300000.0,,38300000.0,,,,,,16300000.0,,15300000.0,12900000.0,,-5600000.0,3100000.0,,,,62000000.0,,,,,,62000000.0,43600000.0,-400000.0,,,,9100000.0,200000.0,,9400000.0,,,,,,,-259500000.0,4220000000.0,339600000.0,,,,,,,
720489600,,,,84400000.0,,,,,,,,,279700000.0,35500000.0,,,,,3000000.0,,,,,179400000.0,,100000.0,,3320000000.0,,-80900000.0,,93500000.0,,,,,50400000.0,126400000.0,,84400000.0,,,33200000.0,,,,373200000.0,25700000.0,,,,,33200000.0,33200000.0,,,0.01,,,153100000.0,,,,,,,,,37500000.0,,,,,0.0,,,,-33800000.0,288800000.0,,,,-400000.0,,,,,,,,9100000.0,88900000.0,,,,2700000.0,,,,,,38500000.0,,,53100000.0,,,,,,,,43400000.0,43400000.0,19900000.0,,32100000.0,40000000.0,,,,,,-7000000.0,,,,,61400000.0,3320000000.0,-200000.0,4500000.0,-10300000.0,,,,,54500000.0,,,,,,32700000.0,,,,,,42400000.0,,,,,,14100000.0,,3400000.0,-1500000.0,,-2100000.0,4700000.0,,,,70300000.0,,,,,,,53400000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
728438400,,,,80500000.0,,,,,,,,,312200000.0,39000000.0,,,,,3300000.0,,,,,218100000.0,,0.0,,3870000000.0,,-57900000.0,,112700000.0,,,,,59700000.0,145100000.0,,80500000.0,,,38700000.0,,,,424900000.0,12500000.0,,,,,38700000.0,38700000.0,,,0.01,,,138000000.0,,,,,,,,,43100000.0,,,,,0.0,,,,-4200000.0,344400000.0,,,,-300000.0,,,,,,,,15900000.0,102000000.0,,,,2200000.0,,,,,,42300000.0,,,61900000.0,,,,,,,,60600000.0,60600000.0,23200000.0,,33800000.0,0.0,,,,,,-5000000.0,,,,,78900000.0,3870000000.0,-700000.0,3900000.0,-10300000.0,,,,,59000000.0,,,,,,17500000.0,,,,,,44100000.0,,,,,,19700000.0,,17300000.0,-22700000.0,,-1800000.0,4600000.0,,,,60800000.0,,,,,,,63000000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
736128000,,,,110400000.0,,,,,,,,,306900000.0,45000000.0,,,,,4000000.0,,,,,264400000.0,,0.0,,4630000000.0,,-145100000.0,,202000000.0,,,,,71300000.0,172400000.0,,110400000.0,,,46300000.0,,,,508900000.0,51100000.0,,,,,46300000.0,46300000.0,,,0.01,,,128800000.0,,,,,,,,,52100000.0,,,,,0.0,,,,-80300000.0,398500000.0,,,,-800000.0,,-5700000.0,,,,,,21600000.0,120300000.0,,,,2800000.0,,,,,,49000000.0,,,74100000.0,,,,,,,,44700000.0,44700000.0,27800000.0,,40700000.0,0.0,,,,,,-10800000.0,,,,,161300000.0,4630000000.0,300000.0,2600000.0,-10300000.0,,,,,76400000.0,,,,,,61900000.0,,,,,,51000000.0,,,,,,21900000.0,,-15900000.0,14100000.0,,-2500000.0,,,,,88500000.0,,,,,,,75300000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
744076800,263600000.0,,,120000000.0,,,,,24700000.0,142100000.0,18600000.0,,268300000.0,55400000.0,120000000.0,0.04,,,3300000.0,,,0.0,,318100000.0,88500000.0,,,,-13300000.0,-136300000.0,27500000.0,326900000.0,27200000.0,,,,82100000.0,205200000.0,,120000000.0,275200000.0,172000000.0,53800000.0,,,,595200000.0,52800000.0,172000000.0,188500000.0,,196900000.0,53800000.0,53800000.0,278200000.0,174900000.0,,220200000.0,,88500000.0,4300000000.0,,0.04,475200000.0,,,,268300000.0,64400000.0,172000000.0,,,318100000.0,0.0,,120000000.0,,-88100000.0,475200000.0,595200000.0,103200000.0,,29000000.0,13600000.0,-5800000.0,,,,,,23500000.0,140800000.0,,,,3900000.0,,11600000.0,326900000.0,48700000.0,,58700000.0,,176000000.0,86100000.0,452100000.0,,,27200000.0,,,,27200000.0,27200000.0,32300000.0,277200000.0,48700000.0,0.0,,,,72200000.0,,-11100000.0,,,,-18300000.0,278200000.0,,-300000.0,6700000.0,-23500000.0,,40000000.0,,-33900000.0,30300000.0,,-6600000.0,,,-206400000.0,63900000.0,,,,-23500000.0,,72200000.0,,,,,,24700000.0,,-17500000.0,-3200000.0,,-200000.0,,,,,95300000.0,,,,,,95300000.0,85400000.0,-12700000.0,,,,23500000.0,-900000.0,,17700000.0,,,,,,,-420200000.0,4300000000.0,649000000.0,,,,,,,
752025600,,,,163300000.0,,,,,,,,,287500000.0,66800000.0,,,,,6500000.0,,,,,368800000.0,,,,4537044000.0,,-181000000.0,,422700000.0,,,,,97900000.0,248500000.0,,163300000.0,,,63500000.0,,,,710200000.0,62200000.0,,,,,63500000.0,63500000.0,,,0.02,,,100900000.0,,,,,,,,,77300000.0,,,,,0.0,,,,-105700000.0,546900000.0,,,,68400000.0,,-4200000.0,,,,,,27700000.0,171200000.0,,,,4800000.0,,,,,,73300000.0,,,102700000.0,,,,,,,,2700000.0,2700000.0,39200000.0,,55700000.0,27200000.0,,,,,,-13500000.0,,,,,367000000.0,4537044000.0,600000.0,5400000.0,-23500000.0,,,,,20400000.0,,,,,,75700000.0,,,,,,79200000.0,,,,,,33200000.0,,-24600000.0,13000000.0,,-7300000.0,4800000.0,,,,130100000.0,,,,,,,104400000.0,,,,,,,,,0.02,,,,,,,,,,,,,,,
759974400,,,,152900000.0,,,,,,,,,372400000.0,59700000.0,,,,,7600000.0,,,,,446200000.0,,,,3875000000.0,,-197800000.0,,429300000.0,,,,,119900000.0,302200000.0,,152900000.0,,,77500000.0,,,,801700000.0,38700000.0,,,,,77500000.0,77500000.0,,,0.02,,,96600000.0,,,,,,,,,93900000.0,,,,,0.0,,,,-200000.0,648800000.0,,,,-19100000.0,,-9200000.0,,,,,,36900000.0,208300000.0,,,,5400000.0,,,,,,88400000.0,,,125400000.0,,,,,,,,64600000.0,64600000.0,47900000.0,,62700000.0,0.0,,,,,,-14600000.0,,,,,366600000.0,3875000000.0,-800000.0,8700000.0,-23500000.0,,,,,231300000.0,,,,,,53300000.0,,,,,,86200000.0,,,,,,34200000.0,,61900000.0,-20100000.0,,-11700000.0,9500000.0,,,,118700000.0,,21100000.0,,,,,127500000.0,,,,,,,,,0.02,,,,,,,,,,,,,,,
767664000,,,,179200000.0,,,,,,,,,464000000.0,67200000.0,,,,,6200000.0,,,,,530600000.0,,,,4215000000.0,,-45700000.0,,465700000.0,,,,,131600000.0,331200000.0,,179200000.0,,,84300000.0,,,,929700000.0,83600000.0,,,,,84300000.0,84300000.0,,,0.02,,,133500000.0,,,,,,,,,102900000.0,,,,,0.0,,,,-72500000.0,750500000.0,,,,-75400000.0,,3800000.0,,,,,,33100000.0,228300000.0,,,,4900000.0,,,,,,96700000.0,,,136400000.0,,,,,,,,95200000.0,95200000.0,52100000.0,,70100000.0,0.0,,,,,,-13700000.0,,,,,395600000.0,4215000000.0,500000.0,6000000.0,-23500000.0,,,,,62300000.0,,,,,,97300000.0,,,,,,93600000.0,,,,,,29100000.0,,30600000.0,7900000.0,,-1100000.0,5500000.0,,,,150100000.0,,23300000.0,,,,,137800000.0,,,,,,,,,0.02,,,,,,,,,,,,,,,
775612800,488100000.0,,,205500000.0,,88800000.0,,,31700000.0,257900000.0,23400000.0,,507700000.0,78200000.0,205500000.0,0.07,,,10500000.0,,,0.0,,620100000.0,188600000.0,,,,-16500000.0,-345000000.0,-5200000.0,546000000.0,53600000.0,,,,138700000.0,361200000.0,,205500000.0,509500000.0,314900000.0,89600000.0,,,,1053700000.0,73400000.0,314900000.0,372900000.0,,382000000.0,89600000.0,89600000.0,468600000.0,253300000.0,,519000000.0,,188600000.0,5248333333.0,,0.06,848200000.0,-200000.0,,,507700000.0,107900000.0,314900000.0,,,620100000.0,0.0,,205500000.0,,-136900000.0,848200000.0,1053700000.0,194600000.0,,20900000.0,30800000.0,-9400000.0,,,,,,27900000.0,253300000.0,,,,6200000.0,,21400000.0,546000000.0,77400000.0,,114600000.0,,317500000.0,144900000.0,861000000.0,,,53600000.0,,,,53600000.0,53600000.0,55300000.0,518900000.0,77400000.0,0.0,,,,131800000.0,,-17800000.0,,,,-19000000.0,468600000.0,,300000.0,3900000.0,-54400000.0,,27200000.0,,-59600000.0,205000000.0,,-30700000.0,,,-315300000.0,91200000.0,,,,-54400000.0,,131800000.0,,,,,,31700000.0,,-41600000.0,-17300000.0,,-10600000.0,3600000.0,,,,173800000.0,,25900000.0,,,,173800000.0,149200000.0,26300000.0,,,,27900000.0,600000.0,,24000000.0,,,,,,,-769500000.0,4498571429.0,1243000000.0,,,,,,,
783561600,,,,274000000.0,,,,,,,,,645600000.0,83200000.0,,,,,11400000.0,-100000.0,,,,710700000.0,,,,4838835996.0,,-68700000.0,,612400000.0,,,,,151700000.0,392900000.0,,273900000.0,,,98800000.0,,,,1258000000.0,113800000.0,,,,,98800000.0,98800000.0,,,0.03,,,202900000.0,,-100000.0,,,,,,,116600000.0,,,,,0.0,,,,-87500000.0,943500000.0,,,,-47000000.0,,-3900000.0,,,,,,31800000.0,276300000.0,,,,7600000.0,,,,,,124600000.0,,,159300000.0,,,,,,,,140700000.0,140700000.0,60500000.0,,91300000.0,53600000.0,,,,,,-25300000.0,,,,,521100000.0,4838835996.0,600000.0,35600000.0,-54400000.0,,,,,53500000.0,,,,,,139100000.0,,,,,,145700000.0,,,,,,36900000.0,,87200000.0,35200000.0,,-6300000.0,45200000.0,,,,237100000.0,,30000000.0,,,,,163100000.0,,,,,,,,,0.03,,,,,,,,,,,,,,,
791510400,,,,281323000.0,,,,,,,,,677858000.0,94499000.0,,,,,14333000.0,0.0,,,164799000.0,729072000.0,,,,5010904000.0,,-226371000.0,,680381000.0,,,,,174076000.0,454897000.0,,281323000.0,,,53485000.0,,,,1358239000.0,-37621000.0,,,,,53485000.0,53485000.0,,,0.0106,,,0.0,,0.0,,,,,,,148204000.0,,164957000.0,,,94241000.0,,,,-26147000.0,1036319000.0,,,295878000.0,65509000.0,,-23073000.0,,,,,,54953000.0,306693000.0,,,,-95760000.0,,,,,,132617000.0,,,86266000.0,,,,,,,285820000.0,259040000.0,94241000.0,32781000.0,,109064000.0,0.0,,,,,,-30184000.0,,,,,571317000.0,5010904000.0,-938000.0,-12942000.0,-80034000.0,,,,,182819000.0,,,,,,-7437000.0,,,,,,189098000.0,,,,,,69129000.0,,-46526000.0,-35534000.0,,-39691000.0,8343000.0,21427000.0,,,47237000.0,,38118000.0,,,,,188409000.0,,,,,,,,,0.0106,,,,,,,,,,,,,,,
799200000,,,,317174000.0,,,,,,,,,851686000.0,109520000.0,,,,,16399000.0,0.0,,,257572000.0,818425000.0,,,,5014680000.0,,-192235000.0,,687538000.0,,,,,190876000.0,509910000.0,,317174000.0,,,125030000.0,,,,1539224000.0,102367000.0,,,,,125030000.0,125030000.0,,,0.025,,,0.0,,0.0,,,,,,,165522000.0,,200579000.0,,,107010000.0,,,,-102184000.0,1181435000.0,,,355504000.0,-5373000.0,,2089000.0,,,,,,52864000.0,344388000.0,,,,0.0,,,,,,153512000.0,,,201661000.0,,,,,,,321779000.0,364582000.0,107010000.0,76631000.0,,119554000.0,94241000.0,,,,,,-25014000.0,,,,,567984000.0,5014680000.0,8454000.0,-12428000.0,-94557000.0,,,,,120438000.0,,,,,,127381000.0,-36778000.0,,,,,214111000.0,,,,,,66398000.0,,12769000.0,-5945000.0,,-8103000.0,15896000.0,41231000.0,,,50197000.0,,43992000.0,,,,,207275000.0,,,,,,,,,0.025,,,,,,,,,,,,,,,
807148800,738699000.0,56782000.0,,337756000.0,0.0,164819000.0,,,45205000.0,283833000.0,87949000.0,234681000.0,995969000.0,143990000.0,337756000.0,0.0845,,,16378000.0,0.0,,204846000.0,234681000.0,959657000.0,0.0,,,,-71009000.0,-226792000.0,4428000.0,761310000.0,204846000.0,,,,222076000.0,621184000.0,,337756000.0,679046000.0,421008000.0,143723000.0,,,,1757279000.0,105287000.0,421008000.0,596065000.0,,644152000.0,143723000.0,143723000.0,624675000.0,431246000.0,,571331000.0,,0.0,4986376000.0,0.0,0.0845,1378731000.0,,,-69881000.0,995969000.0,202457000.0,421008000.0,220968000.0,,959657000.0,204846000.0,220968000.0,337756000.0,,-52350000.0,1378731000.0,1757279000.0,258038000.0,384242000.0,-8708000.0,58510000.0,-60778000.0,,,,,,71160000.0,418727000.0,,,384242000.0,0.0,,-95760000.0,761310000.0,136635000.0,,196651000.0,,395755000.0,231812000.0,1334764000.0,,,439527000.0,,,362292000.0,439527000.0,204846000.0,88089000.0,797209000.0,136635000.0,107010000.0,,,,242878000.0,,-31424000.0,,,,-85662000.0,624675000.0,,-2479000.0,13475000.0,-106243000.0,0.0,53567000.0,,-111922000.0,214574000.0,,-65665000.0,,,-268181000.0,136711000.0,-2556000.0,,,-106243000.0,,242878000.0,,,,,,45205000.0,,97836000.0,-64730000.0,,-11571000.0,18510000.0,56782000.0,,,71583000.0,,52661000.0,,,,71583000.0,238454000.0,151279000.0,,,,71160000.0,5637000.0,,23705000.0,,,,,,362292000.0,-714098000.0,4986376000.0,1978916000.0,,,,,,,
815097600,,,,476761000.0,,,,,,,,,1290310000.0,154747000.0,,,,,18749000.0,0.0,,,410747000.0,1121484000.0,,,,5143593000.0,,-358525000.0,,857576000.0,,,,,258176000.0,710191000.0,,476761000.0,,,168747000.0,,,,2147886000.0,196260000.0,,,,,168747000.0,168747000.0,,,0.0328,,,0.0,,0.0,,,,,,,234403000.0,,251963000.0,,,187521000.0,,,,-273265000.0,1630306000.0,,,438480000.0,2881000.0,,-58190000.0,,,,,,129350000.0,475788000.0,,,,0.0,,,,,,217612000.0,,,269995000.0,,,,,,,446394000.0,598268000.0,187521000.0,101248000.0,,157884000.0,204846000.0,,,,,,-38411000.0,,,,,699692000.0,5143593000.0,-6615000.0,21269000.0,-123456000.0,,,,,120790000.0,,,,,,234671000.0,,,,,,281340000.0,,,,,,88952000.0,,-17325000.0,43527000.0,,3648000.0,27884000.0,62428000.0,,,135846000.0,,62865000.0,,,,,276925000.0,,,,,,,,,0.0328,,,,,,,,,,,,,,,
823046400,,,,513571000.0,,,,,,,,,1335698000.0,175721000.0,,,,,18378000.0,0.0,,,356482000.0,1189618000.0,,,,5262373000.0,,-317616000.0,,1030134000.0,,,,,299902000.0,826482000.0,,513571000.0,,,196350000.0,,,,2365832000.0,55214000.0,,,,,196350000.0,196350000.0,,,0.0378,,,0.0,,0.0,,,,,,,277597000.0,,298877000.0,,,123823000.0,,,,-63818000.0,1811328000.0,,,491223000.0,-12318000.0,,-92229000.0,,,,,,221579000.0,548885000.0,,,,0.0,,,,,,248983000.0,,,314160000.0,,,,,,,517454000.0,480305000.0,123823000.0,117810000.0,,184601000.0,187521000.0,,,,,,-43638000.0,,,,,845533000.0,5262373000.0,-2809000.0,-98732000.0,-140378000.0,,,,,309754000.0,,,,,,98852000.0,,,,,,324979000.0,,,,,,117513000.0,,-63698000.0,-93536000.0,,-22340000.0,16811000.0,104256000.0,,,97181000.0,,73262000.0,,,,,318280000.0,,,,,,,,,0.0378,,,,,,,,,,,,,,,
830822400,,,,657071000.0,,,,,,,,,1638199000.0,204703000.0,,,,,28203000.0,0.0,,,479503000.0,1420311000.0,,,,5292250000.0,,-468788000.0,,1255478000.0,,,,,352385000.0,985147000.0,,657071000.0,,,229680000.0,,,,2893677000.0,220191000.0,,,,,229680000.0,229680000.0,,,0.0433,,,0.0,,0.0,,,,,,,338782000.0,,364388000.0,,,188583000.0,,,,-244129000.0,2195353000.0,,,529687000.0,31163000.0,,-92276000.0,,,,,,313855000.0,646365000.0,,,,0.0,,,,,,293980000.0,,,367488000.0,,,,,,,610738000.0,668086000.0,188583000.0,137808000.0,,229604000.0,123823000.0,,,,,,-69540000.0,,,,,1025874000.0,5292250000.0,-458000.0,19158000.0,-164915000.0,,,,,263036000.0,,,,,,289731000.0,-2876000.0,,,,,394519000.0,,,,,,164368000.0,,64760000.0,44606000.0,,-12758000.0,22492000.0,164304000.0,,,128315000.0,,89277000.0,,,,,380588000.0,,,,,,,,,0.0433,,,,,,,,,,,,,,,
838771200,1400806000.0,154186000.0,,769353000.0,0.0,399291000.0,,,153683000.0,779886000.0,116554000.0,758489000.0,2159640000.0,350877000.0,769353000.0,0.1524,,,67264000.0,0.0,,279695000.0,758489000.0,1777369000.0,0.0,,,,-178941000.0,-614990000.0,8337000.0,1470592000.0,279695000.0,,,,490343000.0,1574187000.0,,769353000.0,1464825000.0,913324000.0,318547000.0,,,,3630232000.0,308221000.0,913324000.0,1285339000.0,,1409862000.0,318547000.0,318547000.0,1139277000.0,886048000.0,,976581000.0,,0.0,5993279000.0,0.0,0.1524,2819622000.0,,,-115621000.0,2159640000.0,559080000.0,913324000.0,445776000.0,,1777369000.0,279695000.0,445776000.0,769353000.0,,-476629000.0,2819622000.0,3630232000.0,551501000.0,622859000.0,-13389000.0,132594000.0,-29713000.0,,,,,,301188000.0,1015107000.0,,,622859000.0,0.0,,0.0,1470592000.0,331315000.0,,524764000.0,,1062726000.0,513182000.0,2686145000.0,,,1038184000.0,,,888067000.0,1038184000.0,279695000.0,194635000.0,1533400000.0,331315000.0,188583000.0,,,,575472000.0,,-131251000.0,,,,-272408000.0,1139277000.0,,-629000.0,48727000.0,-244157000.0,0.0,284388000.0,,-282840000.0,283001000.0,,-74292000.0,,,-1057841000.0,439472000.0,-11000.0,,,-244157000.0,,575472000.0,,,,,,153683000.0,,11570000.0,-173538000.0,,-42842000.0,49367000.0,154186000.0,,,169894000.0,,173887000.0,,,,169894000.0,557607000.0,-4693000.0,,,,301188000.0,-10511000.0,,-9578000.0,,,,,,888067000.0,-1759919000.0,5993279000.0,4096007000.0,,,,,,,
846720000,,,,1176039000.0,,,,,,,,,2514753000.0,300886000.0,,,,,43745000.0,0.0,,,723420000.0,1932543000.0,,,,6140120000.0,,-1088822000.0,,1787679000.0,,,,,487749000.0,1434826000.0,,1176039000.0,,,180942000.0,,,,4302432000.0,440611000.0,,,,,180942000.0,180942000.0,,,0.0289,,,0.0,,0.0,,,,,,,501480000.0,,655988000.0,,,553825000.0,,,,-295803000.0,3085217000.0,,,752643000.0,-18361000.0,,60196000.0,,,,,,243538000.0,933346000.0,,,,-119481000.0,,,,,,445597000.0,,,389746000.0,,,,,,,974464000.0,1277245000.0,553825000.0,208804000.0,,379388000.0,279695000.0,,,,,,-88058000.0,,,,,1408291000.0,6140120000.0,-1563000.0,41264000.0,-285520000.0,,,,,899438000.0,,,,,,528669000.0,,,,,,664908000.0,,,,,,196368000.0,,274130000.0,282079000.0,,-4143000.0,42827000.0,178210000.0,,,323683000.0,,144711000.0,,,,,531494000.0,,,,,,,,,0.0289,,,,,,,,,,,,,,,
854668800,,,,947759000.0,,,,,,,,,2619019000.0,340452000.0,,,,,54796000.0,0.0,,,774673000.0,2271002000.0,,,,6206528000.0,,-750104000.0,,1951025000.0,,,,,531754000.0,1592377000.0,,947759000.0,,,338459000.0,,,,4570044000.0,-52712000.0,,,,,338459000.0,338459000.0,,,0.0545,,,0.0,,0.0,,,,,,,552519000.0,,521609000.0,,,332807000.0,,,,-306701000.0,3581093000.0,,,1024942000.0,10361000.0,,39817000.0,,,,,,203721000.0,1039858000.0,,,,4096000.0,,,,,,508104000.0,,,562914000.0,,,,,,,1180201000.0,1107480000.0,332807000.0,224455000.0,,410065000.0,553825000.0,,,,,,-81314000.0,,,,,1540960000.0,6206528000.0,-3032000.0,57081000.0,-327467000.0,,,,,539545000.0,,,,,,28602000.0,,,,,,737532000.0,,,,,,253406000.0,,-221018000.0,-415019000.0,,-57318000.0,60113000.0,129890000.0,,,172744000.0,,167652000.0,,,,,586550000.0,,,,,,,,,0.0545,,,,,,,,,,,,,,,
862358400,,,,1035381000.0,,,,,,,,,2937467000.0,353688000.0,,,,,52503000.0,0.0,,,937583000.0,2649323000.0,,,,6189877000.0,,-801395000.0,,2126869000.0,,,,,539130000.0,1647871000.0,,1035381000.0,,,378321000.0,,,,5064336000.0,299710000.0,,,,,378321000.0,378321000.0,,,0.0611,,,0.0,,0.0,,,,,,,571339000.0,,571128000.0,,,345492000.0,,,,-434864000.0,3987725000.0,,,1139429000.0,-18980000.0,,-29784000.0,,,,,,233505000.0,1076532000.0,,,,32288000.0,,,,,,537402000.0,,,600511000.0,,,,,,,1276576000.0,1283075000.0,345492000.0,222190000.0,,460389000.0,332807000.0,,,,,,-100868000.0,,,,,1666480000.0,6189877000.0,-2620000.0,46971000.0,-364240000.0,,,,,486379000.0,,,,,,400578000.0,,,,,,824629000.0,,,,,,218286000.0,,12685000.0,-48248000.0,,-20998000.0,49591000.0,61826000.0,,,245967000.0,,183714000.0,,,,,591633000.0,,,,,,,,,0.0611,,,,,,,,,,,,,,,
