date,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyGoodwill,quarterlyCurrentLiabilities,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,trailingNetIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualPretaxIncome,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCurrentDebt,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyBasicAverageShares,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,annualFreeCashFlow,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,trailingTaxProvision,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCurrentAssets,annualNetPPE,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualBasicAverageShares,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,annualBasicEPS,annualOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,annualOtherCurrentLiabilities,trailingGrossProfit,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,trailingNetIncomeCommonStockholders,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,trailingPurchaseOfBusiness,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,trailingOperatingExpense,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualDilutedAverageShares,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingBeginningCashPosition,annualChangesInAccountReceivables,trailingCashDividendsPaid,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualDilutedEPS,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,trailingChangeInInventory,annualGrossProfit,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualStockBasedCompensation,annualAccumulatedDepreciation,annualGoodwill,annualInventory,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingOtherNonCashItems,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedAverageShares
1970-01-01 00:00:01.569801600,393912000.0,,,,,,,,,,,,1281887000.0,,,,1881858000.0,,1380825000.0,,,,,,,,23534511.0,,420000000.0,17196279000.0,,,,,2189304000.0,,,-3146791000.0,851327000.0,355675000.0,,,,,,,,,-464457000.0,,,,,23534511.0,23534511.0,,,,,,,,166638000.0,,,2493920000.0,,,,,,,,,,,,,,,,,,,,,,,0.155173,,,,,,,420000000.0,-2537410000.0,,5322603000.0,,,1281887000.0,,,,547545000.0,,,,,,-1113095000.0,,76992000.0,,,,-788998000.0,,,,1349492000.0,,,,-249854000.0,0.155173,-2141152000.0,,,,,,,,,,,1526183000.0,,3133299000.0,417269000.0,,3335000.0,,,2958380000.0,,50495000.0,,,,,,681897370.0,681897370.0,1754052000.0,,-354636000.0,64408000.0,11873676000.0,,,,,,,,,,174919000.0,,,681897370.0,-169390000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24234483.0,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,24234483.0,24234483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159788,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159788,,,,,,,,,,,,,,,,,,,,,,,,,,,,702267381.0,702267381.0,,,,,,,,,,,,,,,,,,702267381.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16865156.0,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,16865156.0,16865156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108226,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108226,,,,,,,,,,,,,,,,,,,,,,,,,,,,723217572.0,723217572.0,,,,,,,,,,,,,,,,,,723217572.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2961269766.0,,,,,,,,,,,,,,,,,,,,15892114.0,,,,81999918.0,,,,,,,,,,,,,,,,,,,,,,,15892114.0,15892114.0,,,,,,,,,,,,,,,,81999918.0,,,,420000000.0,,,,,,,,,,,,,,,,,2961269766.0,,0.177273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81999918.0,,,,,,,,,,,,,,,,,,,420000000.0,,,811187846.0,811187846.0,,,,,,,,,,,,,0.177273,2961269766.0,,,,811187846.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,23027048.0,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,23027048.0,23027048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139277,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139277,,,,,,,,,,,,,,,,,,,,,,,,,,,,819874330.0,819874330.0,,,,,,,,,,,,,,,,,,819874330.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-61293475.0,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-61293475.0,-61293475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063753,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063753,,,,,,,,,,,,,,,,,,,,,,,,,,,,794629375.0,794629375.0,,,,,,,,,,,,,,,,,,794629375.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28510944.0,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,28510944.0,28510944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059398,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059398,,,,,,,,,,,,,,,,,,,,,,,,,,,,755455162.0,755455162.0,,,,,,,,,,,,,,,,,,755455162.0,,,,,,,,,,,,,,,,,,,,,,,
,,1984054554.0,-141626826.0,68298066.0,,,416865474.0,,831855096.0,-6309684.0,-64802160.0,68298066.0,,1214273106.0,,4842597204.0,,2815909650.0,,131735970.0,,900238428.0,-41950872.0,183151368.0,4842597204.0,27199854.0,23922666.0,389324556.0,,,16285806.0,921810726.0,1642734756.0,3628324098.0,,-96862176.0,127472670.0,,,,,,2815909650.0,,,,2009719620.0,119287134.0,,,,-52609122.0,,23922666.0,23922666.0,,27199854.0,115450164.0,237892140.0,,921810726.0,162005400.0,,,253581084.0,,,544167612.0,1214273106.0,538454790.0,16285806.0,,544167612.0,831855096.0,420000000.0,,,,1984054554.0,,228512880.0,119287134.0,,,509720148.0,,,2970582174.0,,,218963088.0,654757614.0,,0.029843,900238428.0,,,521231058.0,,-5115960.0,,,,27199854.0,2009719620.0,,,,-273106998.0,27199854.0,27199854.0,,389324556.0,,32230548.0,-95924250.0,,,811561788.0,3628324098.0,2970582174.0,,183151368.0,665074800.0,,,,,127472670.0,,,,16285806.0,,929569932.0,-64802160.0,,,,-325375056.0,,,,,-239000598.0,811561788.0,,,,,162005400.0,420000000.0,-33509538.0,10914048.0,-1775677032.0,796627656.0,,,,,,,194577012.0,218963088.0,,538454790.0,,521231058.0,0.029843,2989170162.0,,,20122776.0,-1775677032.0,,1346435406.0,26602992.0,,,-273106998.0,,253581084.0,,87397650.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-57720615.84,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-57720615.84,-57720615.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.120762,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.120762,,,,,,,,,,,,,,,,,,,,,,,,,,,,891881796.58,891881796.58,,,,,,,,,,,,,,,,,,891881796.58,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-60017162.4,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-60017162.4,-60017162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125567,,,,,,,420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125567,,,,,,,,,,,,,,,,,,,,,,,,,,,,927367351.3,927367351.3,,,,,,,,,,,,,,,,,,927367351.3,,,,,,,,,,,,,,,,,,,,,,,
