date,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualGrossPPE,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherNonCashItems,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInterestExpense,annualBasicAverageShares,annualGoodwill,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyDilutedEPS,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualSellingGeneralAndAdministration,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1998-09-30,,,448200000.0,,,,,448200000.0,,,,,4678100000.0,,,,,16635900000.0,702200000.0,273500000.0,63700000.0,,692200000.0,,,685700000.0,239434789.0,138700000.0,,-1029800000.0,,,-10249200000.0,,4356400000.0,,,-229000000.0,,,,,791600000.0,,,,26885100000.0,384500000.0,,0.0,,,,1679500000.0,,72100000.0,9800000.0,,,,,692200000.0,,,,,,,42000000.0,,,,,1105700000.0,,,,,,,,1.770002,,,,,,,239434789.0,,264000000.0,,-203600000.0,,4220800000.0,,,4687300000.0,,,,,,,,,,,,,,3679600000.0,,5298200000.0,-98800000.0,,,825800000.0,,,,16654400000.0,,,26183900000.0,,423800000.0,,,,21496600000.0,,-238200000.0,,1.770002,,12187900000.0,,428700000.0,428700000.0,,1132100000.0,,,,,,,,1849100000.0,,,3478800000.0,,,35800000.0,8357700000.0,,2585800000.0,,,,,6613600000.0,,,-1092800000.0,448200000.0,521200000.0,45100000.0,3947100000.0,,,1819400000.0,993600000.0,,500000.0,,,,,,,,,,,,,,,,,,,,
1998-12-31,,214000000.0,80000000.0,21981000000.0,16875000000.0,,2369000000.0,80000000.0,80000000.0,6430000000.0,,,4762000000.0,78000000.0,,,3488000000.0,16875000000.0,353000000.0,129300000.0,448200000.0,27128000000.0,919000000.0,,,-261800000.0,,128900000.0,,-556700000.0,-104000000.0,,-10253000000.0,,4611000000.0,,12002000000.0,571700000.0,109000000.0,,,,574900000.0,-2159000000.0,,-10253000000.0,27128000000.0,-367800000.0,-2476000000.0,400000.0,,-35000000.0,,1754000000.0,,50100000.0,-15000000.0,,,,3975000000.0,919000000.0,,,,,,,84800000.0,,587000000.0,-29000000.0,543000000.0,696500000.0,,919000000.0,514000000.0,240666426.0,,,-341000000.0,,17610000000.0,,4762000000.0,,1754000000.0,,,5.115005,321200000.0,,-204100000.0,,4927000000.0,,,4825000000.0,,,,,80000000.0,,17171000000.0,777000000.0,,-13000000.0,1884000000.0,,2433000000.0,3701000000.0,24000000.0,4183300000.0,-104900000.0,80000000.0,1260000000.0,450000000.0,,,,17171000000.0,919000000.0,1252000000.0,26806000000.0,2037000000.0,219200000.0,210000000.0,,3997000000.0,21981000000.0,-814000000.0,18200000.0,11180000000.0,,4611000000.0,12002000000.0,,223700000.0,223700000.0,-180000000.0,1884000000.0,26806000000.0,4825000000.0,1105000000.0,8463000000.0,241372308.0,6272000000.0,,2254000000.0,4927000000.0,,2594100000.0,,3701000000.0,-19300000.0,8463000000.0,2254000000.0,2318000000.0,,1231000000.0,5.100005,,6272000000.0,,176000000.0,-680900000.0,80000000.0,543000000.0,65800000.0,3975000000.0,,2318000000.0,1589200000.0,1139200000.0,,-31500000.0,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,583000000.0,,,,,583000000.0,,,,,4817000000.0,,,,,17542000000.0,516000000.0,209000000.0,80000000.0,,1086000000.0,,,142000000.0,241102516.0,132000000.0,,-2086000000.0,,,-8390000000.0,641000000.0,5485000000.0,,,-59000000.0,,,,,547000000.0,,,,25932000000.0,503000000.0,,,,,,1541000000.0,,-78000000.0,-18000000.0,,,,,1086000000.0,,,,,,,57000000.0,,,,,897000000.0,,,,,,,,3.990004,,,,,,,241102516.0,,285000000.0,,-205000000.0,,5491000000.0,,,5043000000.0,,,,,,,,,,,,,,4463000000.0,,4160000000.0,,,,627000000.0,,,,18309000000.0,,,28711000000.0,,962000000.0,,,,23668000000.0,,-1539000000.0,,3.990004,,,,967000000.0,307000000.0,,1621000000.0,,,,,,,,2864000000.0,,,2589000000.0,,,1900000000.0,9280000000.0,,2323000000.0,,,,,6164000000.0,,,-186000000.0,583000000.0,516000000.0,56000000.0,3761000000.0,,,1571000000.0,944000000.0,,-20000000.0,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,300000000.0,,,,,300000000.0,,,,,4835000000.0,,,,,17736000000.0,415000000.0,127000000.0,583000000.0,,1021000000.0,,,-204000000.0,241880100.0,120000000.0,,-704000000.0,,,-8626000000.0,,5796000000.0,,,247000000.0,,,,,575000000.0,,,,26362000000.0,-283000000.0,,,,,,1785000000.0,,16000000.0,37000000.0,,,,,1021000000.0,,,,,,,20000000.0,,,,,803000000.0,,,,,,,,1.170001,,,,,,,241880100.0,,185000000.0,,-205000000.0,,6217000000.0,,,5396000000.0,,,,,,,,,,,,,,4349000000.0,,4691000000.0,,,,531000000.0,,,,18930000000.0,,,29556000000.0,,283000000.0,,,,24160000000.0,,-129000000.0,,1.170001,,12481000000.0,,288000000.0,288000000.0,,2121000000.0,,,,,,,,3411000000.0,,,3167000000.0,,,50000000.0,9184000000.0,,2427000000.0,,,,,6082000000.0,,,-654000000.0,300000000.0,548000000.0,37000000.0,3768000000.0,,,1524000000.0,993000000.0,,-25000000.0,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,1060000000.0,,,,,1060000000.0,,,,,4812000000.0,,,,,20173000000.0,724000000.0,283000000.0,300000000.0,,1020000000.0,,,1541000000.0,242221980.0,153000000.0,,-1643000000.0,,,-9240000000.0,,5177000000.0,,,196000000.0,,,,,674000000.0,,,,29413000000.0,760000000.0,,,,,,2538000000.0,,-186000000.0,1000000.0,,,,,1020000000.0,,,,,,,29000000.0,,,,,1178000000.0,,,,,,,,1.800002,,,,,,,242221980.0,,377000000.0,,-206000000.0,,5966000000.0,,,6272000000.0,,,,,,,,,,,,,,4786000000.0,,6694000000.0,,,,884000000.0,,,,20154000000.0,,,32349000000.0,,436000000.0,,,,26077000000.0,,-969000000.0,,1.800002,,13959000000.0,,441000000.0,441000000.0,,1042000000.0,,,,,,,,2408000000.0,,,4687000000.0,,,188000000.0,9598000000.0,,3580000000.0,,,,,8092000000.0,,,-1455000000.0,1060000000.0,590000000.0,24000000.0,3778000000.0,,,2007000000.0,1123000000.0,,-33000000.0,,,,,,,,,,,,,,,,,,,,
1999-12-31,,248000000.0,613000000.0,27238000000.0,20995000000.0,,2733000000.0,613000000.0,613000000.0,6835000000.0,,,4883000000.0,1600000000.0,,,2946000000.0,20995000000.0,-355000000.0,-166000000.0,1060000000.0,30436000000.0,782000000.0,,,121000000.0,,196000000.0,,-1503000000.0,-89000000.0,,-9441000000.0,,5399000000.0,,15426000000.0,122000000.0,80000000.0,,,,937000000.0,-5936000000.0,,-9441000000.0,30436000000.0,-447000000.0,-3800000000.0,0.0,,-210000000.0,,2312000000.0,,-113000000.0,-230000000.0,,,,3627000000.0,782000000.0,-2000000.0,,,,,,56000000.0,,506000000.0,533000000.0,599000000.0,68000000.0,,782000000.0,601000000.0,243333090.0,,,,,21742000000.0,,4883000000.0,,2312000000.0,,,6.120006,611000000.0,-2000000.0,-206000000.0,,5876000000.0,,,6171000000.0,,,,,613000000.0,,21527000000.0,453000000.0,,-361000000.0,1711000000.0,,1795000000.0,4397000000.0,236000000.0,6197000000.0,,613000000.0,847000000.0,-247000000.0,,,,21527000000.0,782000000.0,1507000000.0,33409000000.0,1300000000.0,-194000000.0,-3203000000.0,,5040000000.0,27238000000.0,-822000000.0,-566000000.0,14907000000.0,,5399000000.0,15426000000.0,,-189000000.0,-189000000.0,-20000000.0,1711000000.0,33409000000.0,6171000000.0,1458000000.0,9278000000.0,243570600.0,8683000000.0,,2782000000.0,5876000000.0,,4464000000.0,,4397000000.0,-1902000000.0,9278000000.0,2782000000.0,3248000000.0,,1487000000.0,6.105006,,8683000000.0,,162000000.0,-1505000000.0,613000000.0,599000000.0,131000000.0,3627000000.0,,3248000000.0,1733000000.0,1980000000.0,,-11000000.0,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,375000000.0,,,,,375000000.0,,,,,4938000000.0,,,,,23091000000.0,643000000.0,250000000.0,613000000.0,,1858000000.0,,,1120000000.0,244666422.0,185000000.0,,-1648000000.0,,,-9268000000.0,1065000000.0,5862000000.0,,,4000000.0,,,,,188000000.0,,,,32359000000.0,-238000000.0,,,,,,2821000000.0,,-451000000.0,89000000.0,,,,,1858000000.0,-3000000.0,,,,,,60000000.0,,,,,1061000000.0,,,,,,,,1.590002,,,,,,,244666422.0,,-204000000.0,,-206000000.0,,8317000000.0,,,6463000000.0,,,,,,,,,,,,,,4588000000.0,,7236000000.0,,,,758000000.0,,,,24501000000.0,,,36481000000.0,,388000000.0,,,,30018000000.0,,-1460000000.0,,1.590002,,,,393000000.0,393000000.0,,1956000000.0,,,,,,,,3638000000.0,,,5449000000.0,,,101000000.0,9523000000.0,,3516000000.0,,,,,8962000000.0,,,-1547000000.0,375000000.0,616000000.0,101000000.0,4068000000.0,,,1787000000.0,1029000000.0,,18000000.0,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,415000000.0,,,,,415000000.0,,,,,4961000000.0,,,,,23386000000.0,520000000.0,191000000.0,375000000.0,,4172000000.0,,,840000000.0,245333088.0,228000000.0,,-1261000000.0,,,-9592000000.0,,7062000000.0,,,-15000000.0,,,,,508000000.0,,,,32978000000.0,40000000.0,,,,,,4878000000.0,,-268000000.0,44000000.0,,,,,4172000000.0,-50000000.0,,,,,,27000000.0,,,,,1145000000.0,,,,,,,,1.320001,,,,,,,245333088.0,,-2000000.0,,-1424000000.0,,15220000000.0,,,12774000000.0,,,,,,,,,,,,,,4714000000.0,,10926000000.0,,,,794000000.0,,,,32289000000.0,,,44435000000.0,,324000000.0,,,,31661000000.0,,-753000000.0,,1.320001,,16851000000.0,,329000000.0,329000000.0,,6014000000.0,,,,,,,,6170000000.0,,,8814000000.0,,,-46000000.0,9625000000.0,,5595000000.0,,,,,8903000000.0,,,-1307000000.0,415000000.0,750000000.0,43000000.0,3883000000.0,,,2112000000.0,1318000000.0,,-39000000.0,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,761000000.0,,,,,761000000.0,,,,,4978000000.0,,,,,24046000000.0,1268000000.0,498000000.0,415000000.0,,2122000000.0,,,288000000.0,245333088.0,257000000.0,,-1788000000.0,,,-9908000000.0,,8538000000.0,,,-330000000.0,,,,,1191000000.0,,,,33954000000.0,346000000.0,,,,,,7926000000.0,,601000000.0,113000000.0,,,,,2122000000.0,-62000000.0,,,,,,43000000.0,,,,,1437000000.0,,,,,,,,3.105003,,,,,,,246698626.0,,,,1009000000.0,,16858000000.0,,,16042000000.0,,,,,,,,,,,,,,5283000000.0,,15284000000.0,,,,1094000000.0,,,,37778000000.0,,,49821000000.0,,766000000.0,,,,33779000000.0,,-597000000.0,,3.120003,,20705000000.0,,770000000.0,770000000.0,,6103000000.0,,,,,,,,6810000000.0,,,12871000000.0,,,655000000.0,10199000000.0,,8375000000.0,,,,,10577000000.0,,,-1133000000.0,761000000.0,803000000.0,462000000.0,4037000000.0,,,2413000000.0,1319000000.0,,-143000000.0,,,,,,,,,,,,,,,,,,,,
2000-12-31,,201000000.0,622000000.0,36021000000.0,24469000000.0,,2225000000.0,622000000.0,622000000.0,8867000000.0,,,5044000000.0,2714000000.0,,,5161000000.0,24469000000.0,365000000.0,81000000.0,761000000.0,34615000000.0,2296000000.0,,,466000000.0,,241000000.0,,-937000000.0,-97000000.0,,-10146000000.0,,9986000000.0,,20842000000.0,187000000.0,713000000.0,,,,338000000.0,-5634000000.0,,-10146000000.0,34615000000.0,-239000000.0,-5030000000.0,-13000000.0,,152000000.0,,7375000000.0,,-337000000.0,-94000000.0,,,,4062000000.0,2296000000.0,-120000000.0,,,,,,100000000.0,,-154000000.0,-91000000.0,736000000.0,1464000000.0,,2296000000.0,911000000.0,245333088.0,,,,,49318000000.0,,5044000000.0,,7375000000.0,,,7.170007,,-120000000.0,-207000000.0,,22979000000.0,,,22155000000.0,,,,,622000000.0,,44032000000.0,1020000000.0,,-455000000.0,12504000000.0,,3813000000.0,5379000000.0,204000000.0,15818000000.0,,622000000.0,1776000000.0,1113000000.0,,,,44032000000.0,2296000000.0,1776000000.0,58176000000.0,2796000000.0,279000000.0,-3409000000.0,,5054000000.0,36021000000.0,-828000000.0,-599000000.0,40451000000.0,,9986000000.0,20842000000.0,,284000000.0,284000000.0,-33000000.0,12504000000.0,58176000000.0,22155000000.0,-55000000.0,10303000000.0,246078185.0,11019000000.0,,13308000000.0,22979000000.0,,13317000000.0,,5379000000.0,-506000000.0,10303000000.0,13308000000.0,8293000000.0,,1757000000.0,7.140007,,11019000000.0,,230000000.0,-1043000000.0,622000000.0,736000000.0,-351000000.0,4062000000.0,,8293000000.0,2501000000.0,1388000000.0,,67000000.0,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,489000000.0,,,,,489000000.0,,,,,6245000000.0,,,,,24434000000.0,881000000.0,327000000.0,622000000.0,,850000000.0,,,778000000.0,248333085.0,228000000.0,,-723000000.0,,,-10426000000.0,1514000000.0,9925000000.0,,,-67000000.0,,,,,19000000.0,,,,34860000000.0,-133000000.0,,,,,,7602000000.0,,-535000000.0,214000000.0,,,,,850000000.0,-1360000000.0,,,,,,1193000000.0,,,,,1539000000.0,,,,,,,,1.800002,,,,,,,252221970.0,,,,-208000000.0,,15182000000.0,,,15092000000.0,,,,,,,,,,,,,,5569000000.0,,16491000000.0,-324000000.0,,,1182000000.0,,,,36684000000.0,,,50965000000.0,,454000000.0,,,,35873000000.0,,-704000000.0,,1.830002,,,,458000000.0,554000000.0,,5752000000.0,,,,,,,,6730000000.0,,,14001000000.0,,,117000000.0,10454000000.0,,8194000000.0,,,,,12273000000.0,,,-930000000.0,489000000.0,657000000.0,87000000.0,3576000000.0,,,2490000000.0,1308000000.0,,103000000.0,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,1241000000.0,,,,,1241000000.0,,,,,6379000000.0,,,,,25561000000.0,655000000.0,236000000.0,489000000.0,,754000000.0,,,-97000000.0,257666409.0,217000000.0,,-1641000000.0,,,-10576000000.0,,8503000000.0,,,43000000.0,,,,,2192000000.0,,,,36137000000.0,752000000.0,,,,,,7294000000.0,,1869000000.0,,,,,,754000000.0,403000000.0,,,,,,145000000.0,,,,,1206000000.0,,,,,,,,1.590002,,,,,,,261006028.0,,,,-211000000.0,,13561000000.0,,,14558000000.0,,,,,,,,,,,,,,5558000000.0,,15580000000.0,-305000000.0,,,880000000.0,,,,35417000000.0,,,50219000000.0,,415000000.0,,,,35661000000.0,,551000000.0,,1.620002,,20450000000.0,,419000000.0,419000000.0,,4132000000.0,,,,,,,,5513000000.0,,,13306000000.0,,,603000000.0,12340000000.0,,8310000000.0,,,,,12365000000.0,,,-1343000000.0,1241000000.0,875000000.0,37000000.0,4554000000.0,,,2274000000.0,1394000000.0,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,617000000.0,,,,,617000000.0,,,,,6420000000.0,,,,,26827000000.0,1276000000.0,480000000.0,1241000000.0,,951000000.0,,,46000000.0,258333075.0,206000000.0,,-1685000000.0,,,-10902000000.0,,8886000000.0,,,14000000.0,,,,,1712000000.0,,,,37729000000.0,-624000000.0,,,,,,7065000000.0,,,,,,,,951000000.0,-26000000.0,,,,,,44000000.0,,,,,1867000000.0,,,,,,,,3.030003,,,,,,,261385877.0,,,,-232000000.0,,13526000000.0,,,13125000000.0,,,,,,,,,,,,,,6354000000.0,,16718000000.0,-437000000.0,,,1492000000.0,,,,35187000000.0,,,50463000000.0,,792000000.0,,,,37338000000.0,,27000000.0,,3.060003,,20254000000.0,,796000000.0,796000000.0,,3189000000.0,,,,,,,,5510000000.0,,,13523000000.0,,,-260000000.0,12748000000.0,,8447000000.0,,,,,12130000000.0,,,-2382000000.0,617000000.0,872000000.0,52000000.0,4401000000.0,,,3195000000.0,1703000000.0,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,156000000.0,290000000.0,38830000000.0,28415000000.0,,4595000000.0,290000000.0,290000000.0,10002000000.0,,,6451000000.0,1354000000.0,,,5550000000.0,28415000000.0,332000000.0,107000000.0,617000000.0,39464000000.0,1877000000.0,,,627000000.0,,134000000.0,,-1881000000.0,-192000000.0,,-11049000000.0,,8685000000.0,,21183000000.0,-293000000.0,622000000.0,,,,672000000.0,-5930000000.0,,-11049000000.0,39464000000.0,-327000000.0,-6281000000.0,-13000000.0,,129000000.0,,4231000000.0,,,,,,,4496000000.0,1877000000.0,180000000.0,,,,,,50000000.0,,-303000000.0,-332000000.0,1017000000.0,865000000.0,,1877000000.0,785000000.0,255666411.0,,,,,59503000000.0,,6451000000.0,,4231000000.0,,,7.350007,,180000000.0,-220000000.0,,10427000000.0,,,9545000000.0,,,,,290000000.0,,31799000000.0,1150000000.0,,830000000.0,2937000000.0,,4100000000.0,6292000000.0,-351000000.0,10714000000.0,,290000000.0,1994000000.0,546000000.0,,,,31799000000.0,1877000000.0,1898000000.0,48375000000.0,3144000000.0,223000000.0,-1335000000.0,,5902000000.0,38830000000.0,-871000000.0,-1209000000.0,49501000000.0,,8685000000.0,21183000000.0,,225000000.0,225000000.0,-33000000.0,2937000000.0,48375000000.0,9545000000.0,,12923000000.0,257376792.0,12321000000.0,,4319000000.0,10427000000.0,,8671000000.0,,6292000000.0,-811000000.0,12923000000.0,4319000000.0,5301000000.0,,1884000000.0,7.320007,,12321000000.0,,1432000000.0,-1626000000.0,290000000.0,1017000000.0,-20000000.0,4496000000.0,,5301000000.0,2043000000.0,1497000000.0,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,151000000.0,,,,,151000000.0,,,,,8318000000.0,,,,,35304000000.0,540000000.0,158000000.0,290000000.0,,3181000000.0,,,2317000000.0,262666404.0,189000000.0,,-1274000000.0,,,-11617000000.0,4085000000.0,11463000000.0,,,-43000000.0,,,,,820000000.0,,,,46921000000.0,-139000000.0,,,,,,4234000000.0,,45000000.0,-53000000.0,,,,,3181000000.0,307000000.0,,,,,,77000000.0,,,,,1070000000.0,,,,,,,,1.440001,,,,,,,262666404.0,,,,-306000000.0,,12932000000.0,,,11694000000.0,,,,,,,,,,,,,,6475000000.0,,11885000000.0,-320000000.0,,,691000000.0,,,,43373000000.0,,,62546000000.0,,379000000.0,,,,50852000000.0,,-454000000.0,,1.440001,,,,382000000.0,382000000.0,,4747000000.0,,,,,,,,5517000000.0,,,9871000000.0,,,8000000.0,15100000000.0,,5647000000.0,,,,,18323000000.0,,,-3276000000.0,151000000.0,1149000000.0,70000000.0,4729000000.0,,,2014000000.0,1323000000.0,,30000000.0,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,87000000.0,,,,,87000000.0,,,,,8416000000.0,,,,,36384000000.0,721000000.0,247000000.0,151000000.0,,3706000000.0,,,581000000.0,276999723.0,264000000.0,,-1411000000.0,,,-11835000000.0,,12580000000.0,,,281000000.0,,,,,726000000.0,,,,48219000000.0,-64000000.0,,,,,,5254000000.0,,-217000000.0,67000000.0,,,,,3706000000.0,150000000.0,,,,,,134000000.0,,,,,1398000000.0,,,,,,,,1.680002,,,,,,,279761625.0,,,,-153000000.0,,14746000000.0,,,12103000000.0,,,,,,,,,,,,,,6553000000.0,,16333000000.0,-295000000.0,,,988000000.0,,,,45670000000.0,,,65192000000.0,,470000000.0,,,,53089000000.0,,-685000000.0,,1.710002,,30742000000.0,,474000000.0,474000000.0,,4245000000.0,,,,,,,,5786000000.0,,,13957000000.0,,,202000000.0,15119000000.0,,6597000000.0,,,,,18319000000.0,,,-1371000000.0,87000000.0,1174000000.0,59000000.0,4878000000.0,,,2376000000.0,1388000000.0,,-10000000.0,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,473000000.0,,,,,473000000.0,,,,,8333000000.0,,,,,36331000000.0,338000000.0,108000000.0,87000000.0,,3305000000.0,,,-191000000.0,277999722.0,316000000.0,,-1065000000.0,,,-12124000000.0,,11037000000.0,,,59000000.0,,,,,1719000000.0,,,,48455000000.0,386000000.0,,,,,,4441000000.0,,768000000.0,-75000000.0,,,,,3305000000.0,-763000000.0,,,,,,54000000.0,,,,,1091000000.0,,,,,,,,0.810001,,,,,,,277999722.0,,,,-238000000.0,,13435000000.0,,,11537000000.0,,,,,,,,,,,,,,6716000000.0,,4058000000.0,-21000000.0,,,611000000.0,,,,45248000000.0,,,62847000000.0,,227000000.0,,,,51310000000.0,,654000000.0,,0.810001,,31634000000.0,,230000000.0,230000000.0,,3940000000.0,,,,,,,,5689000000.0,,,1788000000.0,,,-56000000.0,14286000000.0,,5958000000.0,,,,,19579000000.0,,,-1142000000.0,473000000.0,1166000000.0,57000000.0,4302000000.0,,,2270000000.0,1659000000.0,,-1000000.0,,,,,,,,,,,,,,,,,,,,
2002-12-31,,418000000.0,857000000.0,49113000000.0,36219000000.0,,4530000000.0,857000000.0,857000000.0,8709000000.0,,,9393000000.0,2846000000.0,,,4143000000.0,36219000000.0,53000000.0,105000000.0,473000000.0,48677000000.0,2246000000.0,,,139000000.0,,341000000.0,,-1174000000.0,134000000.0,,-12458000000.0,,8424000000.0,,30387000000.0,42000000.0,290000000.0,,,,1265000000.0,-4924000000.0,,-12458000000.0,48677000000.0,384000000.0,-6809000000.0,-13000000.0,,495000000.0,,5590000000.0,,74000000.0,556000000.0,,,,5010000000.0,2246000000.0,-709000000.0,,,,,,1058000000.0,,339000000.0,567000000.0,1134000000.0,584000000.0,,2246000000.0,1110000000.0,278666388.0,,,-641000000.0,,15663000000.0,,9393000000.0,,5590000000.0,,,3.660004,,-709000000.0,-241000000.0,,11990000000.0,,,11853000000.0,,,,,857000000.0,,42553000000.0,618000000.0,,670000000.0,3096000000.0,,2451000000.0,6417000000.0,151000000.0,4477000000.0,-5000000.0,857000000.0,1034000000.0,161000000.0,,,,42553000000.0,2246000000.0,1034000000.0,60966000000.0,1652000000.0,-55000000.0,-394000000.0,,6258000000.0,49113000000.0,-938000000.0,91000000.0,6954000000.0,,8424000000.0,30387000000.0,,-52000000.0,-52000000.0,-88000000.0,3096000000.0,60966000000.0,11853000000.0,,15101000000.0,278666388.0,20221000000.0,,4154000000.0,11990000000.0,,2426000000.0,,6417000000.0,-3000000.0,15101000000.0,4154000000.0,6766000000.0,,1021000000.0,3.660004,,20221000000.0,,1323000000.0,-1020000000.0,857000000.0,1134000000.0,232000000.0,5010000000.0,,6766000000.0,2051000000.0,1890000000.0,,115000000.0,,,,,,,,,,,,,,,,,,,,
