date,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualGrossPPE,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherNonCashItems,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInterestExpense,annualBasicAverageShares,annualGoodwill,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyDilutedEPS,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualSellingGeneralAndAdministration,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2011-03-31,,,1419000000.0,,,,,1428000000.0,,,,,1000000.0,,40000000.0,-2000000.0,,40944000000.0,746000000.0,233000000.0,1670000000.0,,1304000000.0,,,-294000000.0,443332890.0,219000000.0,,-1006000000.0,,,-18491000000.0,463000000.0,3176000000.0,,,-294000000.0,,,,,961000000.0,,,,59435000000.0,-251000000.0,,,675000000.0,,,1305000000.0,,-113000000.0,175000000.0,,,,,939000000.0,30000000.0,,,,,,6000000.0,9000000.0,,,,965000000.0,,,,,,,,1.140001,,,,,,,443666223.0,,500000000.0,,-331000000.0,,4197000000.0,,,5545000000.0,,,,504000000.0,,31933000000.0,,,,,,,,1676000000.0,,3663000000.0,-713000000.0,,,804000000.0,,,,36130000000.0,,,58986000000.0,,511000000.0,,,,53441000000.0,,961000000.0,,1.140001,,14707000000.0,,511000000.0,513000000.0,,845000000.0,,,,,,,,267000000.0,,,0.0,,,-918000000.0,22856000000.0,,,3862000000.0,,,-192000000.0,17226000000.0,,,-918000000.0,1419000000.0,1347000000.0,151000000.0,7400000000.0,,,3663000000.0,2859000000.0,9321000000.0,-31000000.0,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,1362000000.0,,,,,1371000000.0,,,,,1000000.0,,-59000000.0,-2000000.0,,41610000000.0,633000000.0,192000000.0,1419000000.0,,1288000000.0,,,107000000.0,443999556.0,203000000.0,,-936000000.0,,,-18607000000.0,468000000.0,3172000000.0,,,107000000.0,,,,,756000000.0,,,,60217000000.0,-57000000.0,,,606000000.0,,,1189000000.0,,-281000000.0,286000000.0,,,,,1279000000.0,89000000.0,,,,,,4000000.0,9000000.0,,,,836000000.0,,,,,,,,0.990001,,,,,,,444332889.0,,-574000000.0,,-326000000.0,,4391000000.0,,,5634000000.0,,,,487000000.0,,32699000000.0,,,,,,,,1448000000.0,,3534000000.0,-602000000.0,,,675000000.0,,,,37090000000.0,,,59792000000.0,,435000000.0,,,,54158000000.0,,756000000.0,,0.990001,,15012000000.0,,435000000.0,441000000.0,,879000000.0,,,,,,,,272000000.0,,,0.0,,,-920000000.0,22702000000.0,,2047000000.0,3868000000.0,,,-146000000.0,17687000000.0,,,-920000000.0,1362000000.0,1415000000.0,157000000.0,7727000000.0,,,3534000000.0,2859000000.0,9376000000.0,-54000000.0,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,2032000000.0,,,,,2178000000.0,,,,,1000000.0,,377000000.0,-46000000.0,,41877000000.0,677000000.0,208000000.0,1362000000.0,,2282000000.0,,,592000000.0,443999556.0,213000000.0,,-1054000000.0,,,-18905000000.0,371000000.0,3554000000.0,,,592000000.0,,,,,1310000000.0,,,,60782000000.0,670000000.0,,,1032000000.0,,,1080000000.0,,110000000.0,65000000.0,,,,,1046000000.0,-188000000.0,,,,,,3000000.0,146000000.0,,,,890000000.0,,,,,,,,1.050001,,,,,,,444332889.0,,840000000.0,,-337000000.0,,5115000000.0,,,6273000000.0,,,,517000000.0,,32762000000.0,,,,,,,,1920000000.0,,3964000000.0,-1130000000.0,,,772000000.0,,,,37877000000.0,,,60776000000.0,,472000000.0,,,,54503000000.0,,1310000000.0,,1.050001,,15178000000.0,,472000000.0,469000000.0,,758000000.0,,,,,,,,269000000.0,,,0.0,,,-1232000000.0,22899000000.0,,1990000000.0,3847000000.0,,,-117000000.0,17584000000.0,,,-1232000000.0,2032000000.0,1421000000.0,123000000.0,7843000000.0,,,3964000000.0,3192000000.0,9072000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
2011-12-31,,212000000.0,2110000000.0,55646000000.0,42661000000.0,,3672000000.0,2300000000.0,2300000000.0,9384000000.0,363000000.0,,1000000.0,1202000000.0,-636000000.0,-1000000.0,5130000000.0,42661000000.0,409000000.0,119000000.0,2032000000.0,61450000000.0,2321000000.0,,,797000000.0,,224000000.0,,-1376000000.0,-247000000.0,,-18789000000.0,363000000.0,2519000000.0,-51000000.0,4698000000.0,159000000.0,1670000000.0,,,,645000000.0,-4372000000.0,,-18789000000.0,61450000000.0,78000000.0,-4434000000.0,,868000000.0,602000000.0,,1433000000.0,,-10000000.0,76000000.0,,,,7965000000.0,1091000000.0,-234000000.0,,2000000.0,,,,54000000.0,190000000.0,1202000000.0,440000000.0,1588000000.0,1151000000.0,,1091000000.0,859000000.0,443999556.0,3849000000.0,-278000000.0,-3244000000.0,,14529000000.0,,1000000.0,41000000.0,1433000000.0,34133000000.0,,3.840004,-475000000.0,-234000000.0,-335000000.0,,5528000000.0,,190000000.0,6880000000.0,,,,518000000.0,2110000000.0,34133000000.0,39661000000.0,752000000.0,,-294000000.0,1051000000.0,,3104000000.0,1873000000.0,-4434000000.0,3368000000.0,-799000000.0,2110000000.0,1713000000.0,544000000.0,,,,39661000000.0,2321000000.0,1706000000.0,62526000000.0,2465000000.0,288000000.0,3672000000.0,460000000.0,6280000000.0,55646000000.0,-1329000000.0,-731000000.0,5145000000.0,,8251000000.0,1778000000.0,,288000000.0,290000000.0,,1051000000.0,62526000000.0,6880000000.0,1958000000.0,22772000000.0,444332889.0,18679000000.0,2026000000.0,252000000.0,5528000000.0,,1133000000.0,,1873000000.0,58000000.0,22772000000.0,252000000.0,784000000.0,3849000000.0,1706000000.0,3.840004,496000000.0,18679000000.0,3181000000.0,67000000.0,-1364000000.0,2110000000.0,1588000000.0,98000000.0,7965000000.0,,1941000000.0,2235000000.0,1691000000.0,2520000000.0,-160000000.0,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,1071000000.0,,,,,1309000000.0,,,,,1000000.0,,-793000000.0,-42000000.0,,42971000000.0,400000000.0,103000000.0,2110000000.0,,1523000000.0,,,-731000000.0,445666221.0,224000000.0,,-988000000.0,,,-19086000000.0,357000000.0,8147000000.0,,,-731000000.0,,,,,872000000.0,,,,62057000000.0,-1039000000.0,,,821000000.0,,,1050000000.0,,-204000000.0,65000000.0,,,,,1054000000.0,-174000000.0,,,,,,8000000.0,238000000.0,,,,1103000000.0,,,,,,,,0.660001,,,,,,,445666221.0,,573000000.0,,-335000000.0,,4283000000.0,,,5924000000.0,,,,544000000.0,,34638000000.0,,,,,,,,1833000000.0,,3630000000.0,-961000000.0,,,897000000.0,,,,38921000000.0,,,61799000000.0,,295000000.0,,,,55875000000.0,,872000000.0,,0.660001,,4694000000.0,,295000000.0,297000000.0,,1124000000.0,,,,,,,,287000000.0,,,1327000000.0,,,-1180000000.0,22781000000.0,,1774000000.0,3853000000.0,,,-270000000.0,19026000000.0,,,-1180000000.0,1071000000.0,1754000000.0,-273000000.0,8107000000.0,,,2303000000.0,1406000000.0,479000000.0,-162000000.0,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,1526000000.0,,,,,1760000000.0,,,,,1000000.0,,546000000.0,6000000.0,,43787000000.0,663000000.0,214000000.0,1071000000.0,,2932000000.0,,,536000000.0,445999554.0,232000000.0,,-1264000000.0,,,-19101000000.0,357000000.0,5832000000.0,,,536000000.0,,,,,1130000000.0,,,,62888000000.0,455000000.0,,,334000000.0,,,1160000000.0,,60000000.0,165000000.0,,,,,1434000000.0,-320000000.0,,,,,,6000000.0,234000000.0,,,,1370000000.0,,,,,,,,0.990001,,,,,,,445999554.0,,682000000.0,,-335000000.0,,6139000000.0,,,6487000000.0,,,,533000000.0,,34376000000.0,,,,,,,,1598000000.0,,3577000000.0,-288000000.0,,,782000000.0,,,,40515000000.0,,,63031000000.0,,444000000.0,,,,56544000000.0,,1130000000.0,,0.990001,,4801000000.0,,444000000.0,449000000.0,,1122000000.0,,,,,,,,254000000.0,,,1287000000.0,,,-1211000000.0,22419000000.0,,610000000.0,3842000000.0,,,168000000.0,18454000000.0,,,-1211000000.0,1526000000.0,1762000000.0,113000000.0,8293000000.0,,,2290000000.0,1508000000.0,2654000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,1761000000.0,,,,,2096000000.0,,,,,1000000.0,,-1589000000.0,71000000.0,,69031000000.0,842000000.0,248000000.0,1526000000.0,,3363000000.0,,,-144000000.0,699000000.0,401000000.0,,-1593000000.0,,,-32318000000.0,359000000.0,11561000000.0,,,79000000.0,,,,,1977000000.0,,,,101349000000.0,235000000.0,,,792000000.0,,,1912000000.0,,107000000.0,207000000.0,,,,,2206000000.0,-340000000.0,,,,,,2000000.0,335000000.0,,,,2031000000.0,,,,,,,,0.85,,,,,,,699000000.0,,243000000.0,,-541000000.0,,8556000000.0,,,10106000000.0,,,,788000000.0,,62457000000.0,,,,,,,,1995000000.0,,6722000000.0,-917000000.0,,,1330000000.0,,,,71013000000.0,,,112008000000.0,,594000000.0,,,,101902000000.0,,384000000.0,,0.85,,8088000000.0,,594000000.0,594000000.0,,2123000000.0,,,,,,,,474000000.0,,,2746000000.0,,,43000000.0,40905000000.0,,,16180000000.0,,,-120000000.0,36109000000.0,,,-1598000000.0,1761000000.0,3041000000.0,-101000000.0,10779000000.0,,,3976000000.0,2646000000.0,4697000000.0,143000000.0,,,,,,,,,,,,,,,,,,,,
2012-12-31,,-83000000.0,1424000000.0,103734000000.0,68558000000.0,,5221000000.0,1757000000.0,1757000000.0,7050000000.0,372000000.0,,94000000.0,267000000.0,-662000000.0,-486000000.0,5982000000.0,68558000000.0,546000000.0,140000000.0,1761000000.0,100527000000.0,4167000000.0,,,606000000.0,,385000000.0,,-1656000000.0,-258000000.0,,-31969000000.0,372000000.0,2639000000.0,-451000000.0,2221000000.0,-20000000.0,2110000000.0,,,,1265000000.0,-5501000000.0,,-31969000000.0,100527000000.0,-337000000.0,-6174000000.0,,2590000000.0,584000000.0,,2444000000.0,,34000000.0,147000000.0,,,,10948000000.0,2511000000.0,-306000000.0,,39000000.0,,,,7000000.0,333000000.0,46000000.0,-686000000.0,3223000000.0,1718000000.0,,2511000000.0,1242000000.0,574000000.0,16365000000.0,-2498000000.0,-4725000000.0,,19624000000.0,,94000000.0,131000000.0,2444000000.0,62793000000.0,,3.07,-539000000.0,-306000000.0,-541000000.0,,10029000000.0,,333000000.0,10122000000.0,,,,787000000.0,1424000000.0,62793000000.0,72822000000.0,705000000.0,,-3000000.0,2425000000.0,,3776000000.0,1889000000.0,-128000000.0,5695000000.0,-2559000000.0,1424000000.0,1746000000.0,770000000.0,,,,72822000000.0,4167000000.0,1768000000.0,113856000000.0,2451000000.0,435000000.0,5221000000.0,4725000000.0,3274000000.0,103734000000.0,-1752000000.0,-391000000.0,12574000000.0,,2639000000.0,2221000000.0,,435000000.0,406000000.0,,2425000000.0,113856000000.0,10122000000.0,3439000000.0,40956000000.0,575000000.0,36351000000.0,2652000000.0,448000000.0,10029000000.0,,7214000000.0,,1889000000.0,-139000000.0,40956000000.0,448000000.0,2717000000.0,16365000000.0,1768000000.0,3.07,353000000.0,35034000000.0,4537000000.0,23000000.0,-2208000000.0,1424000000.0,3223000000.0,132000000.0,10948000000.0,,2717000000.0,-1519000000.0,-2289000000.0,4725000000.0,-236000000.0,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,1296000000.0,,,,,1584000000.0,,,,,1000000.0,,-747000000.0,-32000000.0,,68813000000.0,964000000.0,330000000.0,1424000000.0,,5009000000.0,-118000000.0,,246000000.0,705000000.0,367000000.0,,-1375000000.0,,,-32501000000.0,356000000.0,2716000000.0,,,-10000000.0,,,,,1091000000.0,,,,101314000000.0,-128000000.0,,-96000000.0,1179000000.0,,,1985000000.0,,-665000000.0,353000000.0,,,,,2068000000.0,-289000000.0,,,,,,5000000.0,288000000.0,,,,1991000000.0,,,,,,,,0.89,,,,,,,705000000.0,,457000000.0,,-542000000.0,,9965000000.0,,,9549000000.0,,,,762000000.0,,62671000000.0,,,,,,,,1978000000.0,,5898000000.0,-1258000000.0,,,1213000000.0,,,,72636000000.0,,,113666000000.0,,634000000.0,,,,104117000000.0,,1091000000.0,,0.89,,2196000000.0,,634000000.0,634000000.0,,2062000000.0,,,,,,,,478000000.0,,,3682000000.0,,,21000000.0,40953000000.0,,2807000000.0,16371000000.0,,,-246000000.0,36339000000.0,,,-1465000000.0,1296000000.0,3096000000.0,118000000.0,10972000000.0,,,2216000000.0,1003000000.0,5014000000.0,126000000.0,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,1571000000.0,,,,,1851000000.0,,,,,1000000.0,,-791000000.0,32000000.0,,68877000000.0,510000000.0,165000000.0,1296000000.0,,4049000000.0,-26000000.0,,-380000000.0,706000000.0,381000000.0,,-1340000000.0,,,-32511000000.0,350000000.0,2646000000.0,,,-7000000.0,,,,,1752000000.0,,,,101388000000.0,275000000.0,,0.0,1596000000.0,,,1936000000.0,,165000000.0,44000000.0,,,,,3026000000.0,-376000000.0,,,,,,2000000.0,280000000.0,,,,1569000000.0,,,,,,,,0.48,,,,,,,706000000.0,,1410000000.0,,-543000000.0,,10015000000.0,,,9875000000.0,,,,782000000.0,,63884000000.0,,,,,,,,1223000000.0,,5879000000.0,-1618000000.0,,,1206000000.0,,,,73899000000.0,,,114100000000.0,,339000000.0,,,,104225000000.0,,1752000000.0,,0.48,,2106000000.0,,339000000.0,345000000.0,,2066000000.0,,,,,,,,451000000.0,,,3672000000.0,,,233000000.0,40132000000.0,,2828000000.0,16345000000.0,,,-62000000.0,37359000000.0,,,-1097000000.0,1571000000.0,3130000000.0,-315000000.0,11279000000.0,,,2207000000.0,1001000000.0,5075000000.0,-42000000.0,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,2166000000.0,,,,,2284000000.0,,,,,1000000.0,,-968000000.0,0.0,,69284000000.0,1451000000.0,457000000.0,1571000000.0,,3910000000.0,-10000000.0,,-548000000.0,706000000.0,379000000.0,,-1139000000.0,,,-33136000000.0,351000000.0,2591000000.0,,,35000000.0,,,,,2147000000.0,,,,102420000000.0,595000000.0,,0.0,1912000000.0,,,1819000000.0,,-323000000.0,617000000.0,,,,,2330000000.0,-380000000.0,,,,,,1000000.0,118000000.0,,,,2537000000.0,,,,,,,,1.42,,,,,,,706000000.0,,1139000000.0,,-551000000.0,,9239000000.0,,,10418000000.0,,,,821000000.0,,64114000000.0,,,,,,,,2227000000.0,,6709000000.0,-1768000000.0,,,1745000000.0,,,,73353000000.0,,,114590000000.0,,1004000000.0,,,,104172000000.0,,2147000000.0,,1.42,,1789000000.0,,1004000000.0,994000000.0,,2191000000.0,,,,,,,,474000000.0,,,3932000000.0,,,-9000000.0,41165000000.0,,2843000000.0,16345000000.0,,,-104000000.0,37402000000.0,,,-1004000000.0,2166000000.0,3100000000.0,85000000.0,11935000000.0,,,2777000000.0,1032000000.0,5316000000.0,35000000.0,,,,,,,,,,,,,,,,,,,,
2013-12-31,,69000000.0,1501000000.0,104263000000.0,69490000000.0,,6368000000.0,1545000000.0,1545000000.0,9504000000.0,,,1000000.0,-1327000000.0,-255000000.0,0.0,8274000000.0,69490000000.0,995000000.0,309000000.0,2166000000.0,103115000000.0,2943000000.0,-127000000.0,,-645000000.0,,419000000.0,,-1672000000.0,-31000000.0,,-33625000000.0,,3720000000.0,0.0,1815000000.0,-3000000.0,1424000000.0,,,,1392000000.0,-5526000000.0,,-33625000000.0,103115000000.0,-665000000.0,-4964000000.0,0.0,1628000000.0,1264000000.0,,2391000000.0,,-97000000.0,250000000.0,,,,12539000000.0,2319000000.0,-399000000.0,,-281000000.0,,,,1000000.0,44000000.0,15000000.0,77000000.0,3250000000.0,2278000000.0,,2319000000.0,1546000000.0,706000000.0,16340000000.0,-2761000000.0,-6223000000.0,,24598000000.0,,1000000.0,73000000.0,2391000000.0,64727000000.0,,3.77,-259000000.0,-399000000.0,-552000000.0,,8644000000.0,,44000000.0,10516000000.0,,,,864000000.0,1501000000.0,64727000000.0,73371000000.0,1261000000.0,,-920000000.0,2716000000.0,,5397000000.0,2363000000.0,456000000.0,6112000000.0,-1579000000.0,1501000000.0,2659000000.0,1233000000.0,,,,73371000000.0,2943000000.0,2665000000.0,114779000000.0,3920000000.0,688000000.0,6368000000.0,5522000000.0,4107000000.0,104263000000.0,-2188000000.0,-280000000.0,15094000000.0,,3720000000.0,1815000000.0,,688000000.0,686000000.0,-96000000.0,2716000000.0,114779000000.0,10516000000.0,3692000000.0,41330000000.0,706000000.0,38152000000.0,3229000000.0,440000000.0,8644000000.0,,3808000000.0,,2363000000.0,211000000.0,41330000000.0,440000000.0,3005000000.0,16340000000.0,2665000000.0,3.76,485000000.0,37023000000.0,6315000000.0,9000000.0,-1412000000.0,1501000000.0,3250000000.0,155000000.0,12539000000.0,,3005000000.0,2304000000.0,1071000000.0,5522000000.0,-150000000.0,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,1531000000.0,,,,,1537000000.0,,,,,1000000.0,,-1287000000.0,0.0,,66355000000.0,-217000000.0,-127000000.0,1501000000.0,,2622000000.0,29000000.0,,-57000000.0,706000000.0,406000000.0,,-1232000000.0,,,-33519000000.0,,5775000000.0,,,-9000000.0,,,,,1373000000.0,,,,99874000000.0,30000000.0,,0.0,1004000000.0,,,1892000000.0,,-585000000.0,-178000000.0,,,,,2077000000.0,-377000000.0,,,,,,19000000.0,6000000.0,,,,979000000.0,,,,,,,,-0.14,,,,,,,706000000.0,,1466000000.0,,-553000000.0,,7492000000.0,,,10565000000.0,,,,884000000.0,,65511000000.0,,,,,,,,1713000000.0,,6624000000.0,-1003000000.0,,,1439000000.0,,,,73003000000.0,,,113792000000.0,,-97000000.0,,,,103227000000.0,,1373000000.0,,-0.14,,1761000000.0,,-97000000.0,-90000000.0,,2809000000.0,,,,,,,,478000000.0,,,4037000000.0,,,-55000000.0,40709000000.0,,2796000000.0,16342000000.0,,,-97000000.0,39000000000.0,,,-1286000000.0,1531000000.0,2908000000.0,-1250000000.0,12290000000.0,,,2587000000.0,1148000000.0,5617000000.0,272000000.0,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,2008000000.0,,,,,2008000000.0,,,,,1000000.0,,-470000000.0,-16000000.0,,66908000000.0,825000000.0,209000000.0,1531000000.0,,3754000000.0,-147000000.0,,312000000.0,707000000.0,413000000.0,,-1168000000.0,,,-33977000000.0,,5600000000.0,,,-7000000.0,,,,,1246000000.0,,,,100885000000.0,477000000.0,,0.0,789000000.0,,,1782000000.0,,-328000000.0,132000000.0,,,,,2197000000.0,-355000000.0,,,,,,4000000.0,0.0,,,,2102000000.0,,,,,,,,0.86,,,,,,,707000000.0,,-33000000.0,,-554000000.0,,8708000000.0,,,11515000000.0,,,,864000000.0,,65584000000.0,,,,,,,,1768000000.0,,5949000000.0,-808000000.0,,,1116000000.0,,,,74292000000.0,,,115173000000.0,,609000000.0,,,,103658000000.0,,78000000.0,,0.86,,1723000000.0,,609000000.0,616000000.0,,3047000000.0,,,,,,,,453000000.0,,,3754000000.0,,,122000000.0,40803000000.0,,2995000000.0,16343000000.0,,,-121000000.0,38706000000.0,,,-1081000000.0,2008000000.0,3056000000.0,122000000.0,12449000000.0,,,2195000000.0,1079000000.0,5798000000.0,-150000000.0,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,1931000000.0,,,,,1931000000.0,,,,,1000000.0,,-746000000.0,0.0,,69595000000.0,1351000000.0,460000000.0,2008000000.0,,2943000000.0,94000000.0,,-1258000000.0,707000000.0,405000000.0,,-1355000000.0,,,-34545000000.0,,6179000000.0,,,4000000.0,,,,,2548000000.0,,,,104140000000.0,-77000000.0,,0.0,652000000.0,,,1801000000.0,,382000000.0,608000000.0,,,,,2327000000.0,-456000000.0,,,,,,1000000.0,0.0,,,,2544000000.0,,,,,,,,1.8,,,,,,,707000000.0,,-38000000.0,,-563000000.0,,8251000000.0,,,11575000000.0,,,,893000000.0,,69952000000.0,,,,,,,,2479000000.0,,6395000000.0,-678000000.0,,,1616000000.0,,,,78203000000.0,,,119656000000.0,,1274000000.0,,,,108081000000.0,,1193000000.0,,1.8,,1823000000.0,,1274000000.0,891000000.0,,3186000000.0,,,,,,,,476000000.0,,,3716000000.0,,,-158000000.0,41412000000.0,,2923000000.0,16331000000.0,,,-85000000.0,38702000000.0,,,-1367000000.0,1931000000.0,3200000000.0,140000000.0,13420000000.0,,,2679000000.0,1063000000.0,5724000000.0,-139000000.0,,,,,,,,,,,,,,,,,,,,
2014-12-31,,433000000.0,2036000000.0,109134000000.0,70046000000.0,,6586000000.0,2036000000.0,2036000000.0,9602000000.0,,,1000000.0,-678000000.0,-1098000000.0,-38000000.0,8822000000.0,70046000000.0,686000000.0,588000000.0,1931000000.0,104870000000.0,5321000000.0,82000000.0,,325000000.0,,410000000.0,,-1629000000.0,-269000000.0,,-34824000000.0,,5821000000.0,-54000000.0,1675000000.0,-22000000.0,1501000000.0,,,,1419000000.0,-5384000000.0,,-34824000000.0,104870000000.0,105000000.0,-5373000000.0,0.0,1688000000.0,1149000000.0,,2271000000.0,,-138000000.0,587000000.0,,,,13850000000.0,2654000000.0,-543000000.0,,58000000.0,,,,1000000.0,0.0,-34000000.0,535000000.0,3459000000.0,1962000000.0,,2654000000.0,1622000000.0,707000000.0,16321000000.0,-3601000000.0,-4200000000.0,,23925000000.0,,1000000.0,-30000000.0,2271000000.0,68577000000.0,,2.66,-51000000.0,-543000000.0,-564000000.0,,11233000000.0,,0.0,11575000000.0,,,,866000000.0,2036000000.0,68577000000.0,79810000000.0,1669000000.0,,-669000000.0,2952000000.0,,5323000000.0,2012000000.0,132000000.0,5559000000.0,-1711000000.0,2036000000.0,2465000000.0,983000000.0,,,,79810000000.0,5321000000.0,1883000000.0,120709000000.0,4134000000.0,97000000.0,6586000000.0,5904000000.0,4279000000.0,109134000000.0,-2234000000.0,-210000000.0,14323000000.0,,5821000000.0,1675000000.0,,97000000.0,98000000.0,0.0,2952000000.0,120709000000.0,11575000000.0,4697000000.0,40875000000.0,707000000.0,37213000000.0,3507000000.0,418000000.0,11233000000.0,,3538000000.0,,2012000000.0,223000000.0,40875000000.0,418000000.0,2764000000.0,16321000000.0,1883000000.0,2.66,273000000.0,35999000000.0,4133000000.0,25000000.0,-1639000000.0,2036000000.0,3459000000.0,56000000.0,13850000000.0,,2764000000.0,2021000000.0,1038000000.0,5904000000.0,-252000000.0,,,,,,,,,,,,,,,,,,,,
