,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyBasicAverageShares,trailingOtherNonCashItems,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,trailingInvestingCashFlow,annualDepreciationAndAmortization,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualStockholdersEquity,trailingPurchaseOfBusiness,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualOtherIntangibleAssets,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,trailingRepaymentOfDebt,annualAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,annualOperatingCashFlow,annualNetPPE,quarterlyDilutedAverageShares,annualBasicEPS,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOperatingIncome,annualEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfInvestment,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,annualPretaxIncome,annualAccumulatedDepreciation,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingDeferredIncomeTax,annualCashAndCashEquivalents,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,annualDilutedEPS,trailingInterestExpense,annualTaxProvision,annualBasicAverageShares,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingChangeInAccountPayable,annualTotalRevenue,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,trailingChangesInAccountReceivables,annualCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingNetIncome,annualDilutedAverageShares,annualNetIncome,trailingTaxProvision,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,quarterlyBasicEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,annualGrossProfit,quarterlyCapitalExpenditure,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyEndCashPosition,annualCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingOperatingExpense,annualChangeInInventory,annualStockBasedCompensation,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,annualOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherInvestingChanges,quarterlyEbitda
844041600,,,,,320898554.0,7703427984.0,,,,13771484300.0,320898554.0,0.0,7905983302.0,,,,,121835695338.0,,1873984616.0,1369683868.0,13771484300.0,,,,,,,,,,1159031398.0,,,,,,,,0.0,1873984616.0,,0.557941,,,1560093458.0,0.0,121835695338.0,320898554.0,,,,,,,,1290357082.0,7245179788.0,,1159031398.0,7703427984.0,1557057026.0,,,1785675052.0,,,,,,,113923639172.0,1134992978.0,,,1290357082.0,,,,,,,,,0.557941,,422064048.0,2034251029.0,,,,4754546440.0,,,1134992978.0,5279975694.0,,,,,113923639172.0,,1369683868.0,,,,,7905983302.0,,,,,2034251029.0,1134992978.0,,,,,,0.0,,7245179788.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,,1846773531.0,,322571616.0,,,,,,322571616.0,,,,,,,,,,,,,,,,,,,,,,,,0.167182,,,,,,,1929464884.0,,,,,,,322571616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,1849462522.0,,322642125.0,,,,,,322642125.0,,,,,,,,,,,,,,,,,,,,,,,,0.166867,,,,,,,1933529000.0,,,,,,,322642125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,1866467138.0,,319797360.0,,,,,,319797360.0,,,,,,,,,,,,,,,,,,,,,,,,0.166066,,,,,,,1925720063.0,,,,,,,319797360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,,,330529896.0,7868403598.0,-775527144.0,,217858638.0,8160121964.0,330529896.0,6702494720.0,8192091100.0,,,,,118848294636.0,-6794405986.0,1670387356.0,1871159042.0,8160121964.0,,-1346699854.0,422626466.0,,,422626466.0,710348690.0,,1944191982.0,1027973080.0,,,,,710348690.0,,-1101970606.0,4960728.0,1670387356.0,,0.69528,,6422764780.0,1784208504.0,0.0,118848294636.0,330529896.0,,,,,,,,1247760890.0,,,1027973080.0,7868403598.0,1782279332.0,,,1826374692.0,710348690.0,,,,,-317762188.0,110650140424.0,1289789280.0,,,1247760890.0,,,,,,,,,0.673382,,492490052.0,1855063559.0,-86950538.0,710348690.0,,5087088766.0,,-408571070.0,1289789280.0,5193055428.0,-112718764.0,,,,110650140424.0,,1871159042.0,,-318588976.0,,,8192091100.0,,,,,1915390829.0,1289789280.0,,,,,,407606484.0,-685407252.0,,-312801460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,,1946195821.0,,332821120.0,,,,,,332821120.0,,,,,,,,,,,,,,,,,,,,,,,,0.164904,,,,,,,2018277148.0,,,,,,,332821120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,1943845972.0,,332225543.0,20381833290.0,,,,,332225543.0,,,,,,149735456.0,,,1595618453.0,,15837392389.0,,,,,,,,,,,,,0.164915,,,,,,,2014531280.0,,,,,,135771115298.0,332225543.0,,,,,,,,1341128555.0,,1287694733.0,1833051792.0,,,,,,,,,,,,127005704345.0,,,,,1391090688.0,,,,,,,482564771.0,,,,,,,,,,,,,,,,,,481960999.0,2081654913.0,,,,433055467.0,8760429834.0,,,,,,,,,,0.170911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,1908186106.0,,323615747.0,,,,,,323615747.0,,,,,,,,,,,,,,,,,,,,,,,,0.159994,,,,,,,2022677272.0,,,,,,,323615747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,,240213172.0,9001499184.0,-316286224.0,,244218872.0,7943611216.0,240213172.0,-2553074552.0,8613314384.0,,,,,137434634352.0,644555544.0,1600334032.0,2242864264.0,7943611216.0,,-656538640.0,412319768.0,,,412319768.0,954765832.0,,980757336.0,1789531928.0,,,,,954765832.0,,-94008232.0,1989700264.0,1600334032.0,,0.660481,,-2478981888.0,1830544496.0,0.0,137434634352.0,240213172.0,,,,,,,,1600334032.0,5170283984.0,,1789531928.0,9001499184.0,1826493872.0,,,1804552992.0,954765832.0,,,,,-398311360.0,128816256688.0,1273077368.0,,,1600334032.0,,,,,,,,,0.640365,,553416504.0,1927500696.0,81012480.0,954765832.0,,5627835720.0,,-113079920.0,1273077368.0,5408595696.0,-926917792.0,,,,128816256688.0,,2242864264.0,,901770168.0,,,8613314384.0,,,,,1988050457.0,1273077368.0,,,,,,321349504.0,-709534304.0,5170283984.0,1591388904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,,1909463448.0,,360773600.0,,,,,,360773600.0,,,,,,,,,,,,,,,,,,,,,,,,0.185682,,,,,,,1942962807.0,,,,,,,360773600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,1909463448.0,,347003800.0,,,,,,347003800.0,,,,,,,,,,,,,,,,,,,,,,,,0.178595,,,,,,,1942962807.0,,,,,,,347003800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,1908288394.0,,369112128.0,,,,,,369112128.0,,,,,,,,,,,,,,,,,,,,,,,,0.193426,,,,,,,1908288394.0,,,,,,,369112128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,402046060.0,11267497020.0,-1207292036.0,,237105596.0,11999658256.0,402046060.0,-9592124512.0,8996065260.0,,,,,140251868368.0,9027025396.0,1527315620.0,2788557992.0,11999658256.0,,-444170664.0,415049744.0,,2318638304.0,415049744.0,792242292.0,,295040900.0,1665410088.0,,3888868964.0,,,792242292.0,2318638304.0,,501186360.0,1527315620.0,,0.764203,,-9080975732.0,2153568668.0,345006268.0,140251868368.0,402046060.0,,,,,,,,743043264.0,5606236904.0,,1665410088.0,11267497020.0,2150503308.0,,,1930563728.0,792242292.0,,3888868964.0,,,-362019016.0,131252737748.0,1456352536.0,,,743043264.0,,,,,,,,,0.755069,,694150772.0,1905715063.0,-64066024.0,792242292.0,,5759351636.0,,-19005232.0,1456352536.0,4857062920.0,618129844.0,,,,131252737748.0,,2788557992.0,,34025496.0,,,8996065260.0,,,,,1928768068.0,1456352536.0,,,,,,403094840.0,-631157624.0,5606236904.0,139167344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,1947954609.0,,408133530.0,,,,,,408133530.0,,,,,,,,,,,,,,,,,,,,,,,,0.209519,,,,,,,1947954609.0,,,,,,,408133530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,1907901160.0,,407860800.0,10563265800.0,,,,,407860800.0,,,,,,175972200.0,,,1348572000.0,,26334979800.0,,,,,,,,,,,,,0.205818,,,2779374000.0,,,,1907901160.0,,,,,,157205669400.0,407860800.0,,,,,,,,1026230400.0,,1463694000.0,1633087800.0,,,,,,,,3757911000.0,,,,147586404000.0,,,,,1526188800.0,,,,,,,587122200.0,,,,,,,,,,,,,,,,,,583833000.0,3078691200.0,,,,462132600.0,9615976200.0,,,,,,,,,,0.209085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,1927318171.0,,448873200.0,,,,,,448873200.0,,,,,,,,,,,,,,,,,,,,,,,,0.229573,,,,,,,1955250319.0,,,,,,,448873200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,445290560.0,9906060880.0,-173144240.0,,270768120.0,19180329480.0,445290560.0,-10257875240.0,9255849000.0,,,,,167618360000.0,8574323800.0,1175170480.0,3435255400.0,19180329480.0,,-1906428600.0,574691520.0,,2722416880.0,574691520.0,1134647360.0,,1534352680.0,1534352680.0,,3098176720.0,,,1134647360.0,2722416880.0,-112359560.0,2169828880.0,1175170480.0,,0.881821,,-9467674400.0,2547430680.0,836249840.0,167618360000.0,445290560.0,,,,,,,,1456990360.0,4914349280.0,,1534352680.0,9906060880.0,2543746760.0,,,1917480360.0,1134647360.0,,3098176720.0,,,-418124920.0,158356985120.0,1714864760.0,,,1456990360.0,,,,,,,,,0.870844,,828882000.0,1944685162.0,486277440.0,1134647360.0,,6253454200.0,,97623880.0,1714864760.0,6575797200.0,558113880.0,,,,158356985120.0,,3435255400.0,,259716360.0,,,9255849000.0,,,,,1969198000.0,1714864760.0,,,,,,344446520.0,-764413400.0,4914349280.0,1751703960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,1625275771.0,,405744580.0,,,,,,405744580.0,,,,,,,,,,,,,,,,,,,,,,,,0.249647,,,,,,,1625275771.0,,,,,,,405744580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,1817288440.0,,463918500.0,12243324680.0,,,,,463918500.0,,,,,,173196240.0,,,1140208580.0,,37550594320.0,,,,,,,,,,,,,0.24575,,,2690727300.0,,,,1817288440.0,,,,,,185598327900.0,463918500.0,,,,,,,,1158765320.0,,1676292180.0,1554642440.0,,,,,,,,2624747780.0,,,,176441607640.0,,,,,1645364280.0,,,,,,,637114740.0,,,,,,,,,,,,,,,,,,637114740.0,3828874020.0,,,,445361760.0,9144349100.0,,,,,,,,,,0.24874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,1864649248.0,,1424651010.0,,,,,,1424651010.0,,,,,,,,,,,,,,,,,,,,,,,,0.758115,,,,,,,1879202608.0,,,,,,,1424651010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,-403845310.0,13592308400.0,1782963600.0,,393509600.0,21174467600.0,-403845310.0,-14488861200.0,9691695200.0,,,,,189884609200.0,11068978800.0,1034484000.0,4174447200.0,21174467600.0,,-866126800.0,620690400.0,,2697772000.0,620690400.0,880325600.0,,849899600.0,1501016000.0,,2819476000.0,,,880325600.0,2697772000.0,-813388400.0,3651120000.0,1034484000.0,,1.022087,,-14174459200.0,2586210000.0,1079108800.0,189884609200.0,-403845310.0,,,,,,,,1079108800.0,27993948400.0,,1501016000.0,13592308400.0,2580124800.0,,,1833673600.0,880325600.0,,2819476000.0,,,-298174800.0,180178715200.0,1902639200.0,,,1079108800.0,,,,,,,,,1.013138,,677485600.0,1861522837.0,233266000.0,880325600.0,,7945242800.0,,-12170400.0,1902639200.0,6208932400.0,9253560800.0,,,,180178715200.0,,4174447200.0,,-271805600.0,,,9691695200.0,,,,,1877965992.0,1902639200.0,,,,,,835700800.0,-835700800.0,27993948400.0,3352945200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,1870587966.0,,509355600.0,,,,,,509355600.0,,,,,,,,,,,,,,,,,,,,,,,,0.270779,,,,,,,1881072722.0,,,,,,,509355600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,1822322480.0,,509937440.0,12785931400.0,,,,,509937440.0,,,,,,187477000.0,,,931760690.0,,4587562190.0,,,,,,,,,,,,,0.271121,,,2714666960.0,,,,1822322480.0,,,,,,186505869140.0,509937440.0,,,,,,,,2583433060.0,31777351500.0,1257970670.0,1451071980.0,,,,,,,,2919016890.0,,,,176301496030.0,,,,,1764158570.0,,,,,,,699289210.0,,,,,,,,,,,,,,,,,,697414440.0,4553816330.0,,,,412449400.0,10187500180.0,,,,,,,,,,0.27261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,1859468737.0,,612789000.0,,,,,,612789000.0,,,,,,,,,,,,,,,,,,,,,,,,0.328951,,,,,,,1862859380.0,,,,,,,612789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,612688300.0,13957084620.0,-99456660.0,,373883370.0,24727872540.0,612688300.0,-23558335890.0,10452158250.0,,,,,191054402070.0,20392298880.0,815912970.0,5930563800.0,24727872540.0,,-1873100430.0,657519030.0,,4438713900.0,657519030.0,686987670.0,,826963710.0,1753384080.0,,82880550.0,,,686987670.0,4438713900.0,-948521850.0,3766460550.0,815912970.0,,1.175978,,-21900724890.0,2668753710.0,1668661740.0,191054402070.0,612688300.0,,,,,,,,2123583870.0,7361634630.0,,1753384080.0,13957084620.0,2663228340.0,,,1828897470.0,686987670.0,,82880550.0,,,-283635660.0,180585667710.0,2191730100.0,,,2123583870.0,,,,,,,,,1.172001,,471498240.0,1863751579.0,598581750.0,686987670.0,,7264019760.0,,-322313250.0,2191730100.0,5074131450.0,47886540.0,,,,180585667710.0,,5930563800.0,,1622616990.0,,,10452158250.0,,,,,1870075889.0,2191730100.0,,,,,,1079288940.0,-979832280.0,7361634630.0,3482824890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,1890809524.0,,525987950.0,,,,,,525987950.0,,,,,,,,,,,,,,,,,,,,,,,,0.277685,,,,,,,1894185969.0,,,,,,,525987950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,1827356520.0,,526270920.0,11889088960.0,,,,,526270920.0,,,,,,167148940.0,,,867188560.0,,38159606520.0,,,,,,,,,,,,,0.277761,,,4647071520.0,,,,1827356520.0,,,,,,206549751520.0,526270920.0,,,,,,,,2280507320.0,,1383529840.0,2599910740.0,,,,,,,,671905640.0,,,,194258512140.0,,,,,1817124120.0,,,,,,,691764920.0,,,,,,,,,,,,,,,,,,693419860.0,6950748000.0,,,,448488740.0,12269725160.0,,,,,,,,,,0.278254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,1911774640.0,,630751000.0,,,,,,630751000.0,,,,,,,,,,,,,,,,,,,,,,,,0.328868,,,,,,,1917944420.0,,,,,,,630751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,610658950.0,12450014940.0,1927943490.0,,413235790.0,23057380610.0,610658950.0,-29497094220.0,13967663820.0,,,,,221372324470.0,23517675280.0,842648070.0,7344126460.0,23057380610.0,,-2114708420.0,,,4908829420.0,,642647830.0,,1448531150.0,2558826600.0,,1714707940.0,,,642647830.0,4908829420.0,-1673531420.0,6092654370.0,842648070.0,,1.142868,,-27683856750.0,2911768200.0,1786766850.0,221372324470.0,610658950.0,,,,,,,,1786766850.0,11460307870.0,,2558826600.0,12450014940.0,2911768200.0,,,1836766910.0,642647830.0,,1714707940.0,,,-323529800.0,207373778260.0,2183826150.0,,,1786766850.0,,,,,,,,,1.139901,,727942050.0,1910830070.0,111764840.0,642647830.0,,7330891150.0,,166176670.0,2183826150.0,5680889170.0,-369118090.0,,,,207373778260.0,,7344126460.0,,-357353370.0,,,13967663820.0,,,,,1915802970.0,2183826150.0,,,,,,1669119650.0,-1039707130.0,11460307870.0,5769124570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,1861587992.0,,615243660.0,,,,,,615243660.0,,,,,,,,,,,,,,,,,,,,,,,,0.307838,,,,,,,1861587992.0,,,,,,,615243660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,1861587992.0,,612818900.0,11217193610.0,,,,,612818900.0,,,,,,215138550.0,,,816222620.0,,40215262410.0,,,,,,,,,,,,,0.306539,,,4613092060.0,,,,1861587992.0,,,,,,233447492540.0,612818900.0,,,,,,,,2539938760.0,,1917992770.0,2472137520.0,,,,,,,,3427874230.0,,,,217685008110.0,,,,,1931031470.0,,,,,,,827957450.0,,,,,,,,,,,,,,,,,,827957450.0,7721518140.0,,,,472000940.0,15762484430.0,,,,,,,,,,0.307031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,2024833387.0,,609312060.0,,,,,,609312060.0,,,,,,,,,,,,,,,,,,,,,,,,0.294044,,,,,,,2072181892.0,,,,,,,609312060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,624364580.0,13407573240.0,3659734270.0,,427404190.0,25954840940.0,624364580.0,-30055722300.0,14883560700.0,,,,,244994678300.0,24581925230.0,1444378790.0,7808715780.0,25954840940.0,,-654162040.0,819076840.0,,7157302320.0,819076840.0,896037080.0,,711882220.0,2392638890.0,,-82457400.0,,,896037080.0,7157302320.0,-485124370.0,5491662840.0,1444378790.0,,1.277445,,-29281997030.0,3493445180.0,1798945610.0,244994678300.0,624364580.0,,,,,,,,2321175810.0,14649931400.0,,2392638890.0,13407573240.0,3490696600.0,,,1987223340.0,896037080.0,,-82457400.0,,,-284478030.0,228683230290.0,2578168040.0,,,2321175810.0,,,,,,,,,1.262614,,912528560.0,2018222625.0,17865770.0,896037080.0,,8007987830.0,,-136054710.0,2578168040.0,8181148370.0,171786250.0,,,,228683230290.0,,7808715780.0,,-997734540.0,,,14883560700.0,,,,,2041928713.0,2578168040.0,,,,,,1785202710.0,-1678008090.0,14649931400.0,5207184810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
