date,annualRetainedEarnings,quarterlyBasicEPS,trailingNetIncome,annualGoodwill,quarterlyAccountsReceivable,quarterlyGoodwill,annualTotalAssets,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyCostOfRevenue,annualNetIncome,trailingChangeInWorkingCapital,annualPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualOtherCurrentAssets,annualDepreciationAndAmortization,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,annualTaxProvision,annualBasicEPS,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,annualDilutedAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualDilutedEPS,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyStockholdersEquity,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingInterestExpense,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyNetPPE,trailingTaxProvision,quarterlyEbitda,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualTotalRevenue,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingCostOfRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:00.449539200,,0.31,19265000000.0,,,,,,,22733000000.0,,,,,,,792248000.0,,,-6713000000.0,,,,,,,,,-17581000000.0,235400000,,,,,131868000000.0,,,,,,,,,,,-18164000000.0,,,,3917000000.0,,792248000.0,,,,,35746000000.0,,,,,,-3101000000.0,,,,30564000000.0,,,,,,,,,,,,,,,,,1257000000.0,,,,1000000.0,,,19265000000.0,,,,,,,,,,,,,,77142000000.0,,,1232000000.0,,,,,,-18837000000.0,,,4730000000.0,,-23886000000.0,,0.31,,2945000000.0,1959200000,,,,,1959200000,-2917000000.0,,,,16682000000.0,,,,,3399000000.0,,,,,,,,,,,16909000000.0,29896000000.0,,46578000000.0,,,,,,,,,1959200000,,,,,19788000000.0,-10016000000.0,,,,3916000000.0,,54726000000.0,-29000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,0.32,,,,,,,,,,,,,,,792248000.0,,,,,,,,,,,,,246700000,,,,,,,,,,,,,,,,,,,,,,792248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,2021900000,,,,,2021900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,0.32,,,,,,,,,,,,,,,792248000.0,,,,,,,,,,,,,249500000,,,,,,,,,,,,,,,,,,,,,,792248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,2007200000,,,,,2007200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,1846900000.0,,,,,,18684300000.0,,,,1053700000.0,,,,4745000000.0,,,,973100000.0,,1705100000.0,18684300000.0,,16083900000.0,0.0,,,,,241500000,0.0,,,,,4745000000.0,441200000.0,,0.0,2108000000.0,8434600000.0,7508500000.0,,,,,121800000.0,732000000.0,1.25,,,,267200000.0,574000000.0,,2741200000.0,,,2635900000.0,,,,,,,,,,,295100000.0,,,,,267200000.0,11175800000.0,,0.0,15788800000.0,8434600000.0,295100000.0,2600400000.0,3301900000.0,,,,20602100000.0,,2167200000.0,973100000.0,,,,0.0,1053700000.0,778480000.0,447800000.0,,1.25,,,44900000.0,,,,267200000.0,16083900000.0,,,994600000.0,7508500000.0,778480000.0,267200000.0,,,,,,,441200000.0,,15788800000.0,,-3880300000,,,,,2101800000,,-4813300000.0,121800000.0,,,,,973100000.0,3380700000.0,,,8090100000.0,574000000.0,,2601400000.0,2600400000.0,,,1846900000.0,20602100000.0,,,2741200000.0,,11175800000.0,,,,,-4813300000.0,4709400000.0,,-3880300000,2167200000.0,,,,,,,2635900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,0.32,,,,,,,,,,,,,,,796928000.0,,,,,,,,,,,,,255300000,,,,,,,,,,,,,,,,,,,,,,796928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,2120000000,,,,,2120000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.488937600,,0.36,,,,,,,,,,,,,,,796928000.0,,,,,,,,,,,,,283000000,,,,,,,,,,,,,,,,,,,,,,796928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,2310000000,,,,,2310000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,,0.36,,,,,,,,,,,,,,,796928000.0,,,,,,,,,,,,,284900000,,,,,,,,,,,,,,,,,,,,,,796928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,2330100000,,,,,2330100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,2252500000.0,,,,,,19788400000.0,,,,1189700000.0,,,,4890500000.0,,,,1092900000.0,,1903300000.0,19788400000.0,,17104700000.0,0.0,,,,,269700000,0.0,,,,,4890500000.0,469400000.0,,0.0,2324500000.0,9035200000.0,7921300000.0,,,,,242300000.0,810400000.0,1.37,,,,239300000.0,635300000.0,,2831900000.0,,,2955000000.0,,,,,,,,,,,568000000.0,,,,,239300000.0,11867100000.0,,0.0,16536700000.0,9035200000.0,568000000.0,2683700000.0,3808400000.0,,,,22138400000.0,,2196600000.0,1092900000.0,,,,0.0,1189700000.0,797737226.0,482700000.0,,1.37,,,61500000.0,,,,239300000.0,17104700000.0,,,,7921300000.0,797737226.0,239300000.0,,,,,,,469400000.0,,16536700000.0,,-4433100000,,,,,2326600000,,-5601700000.0,242300000.0,,,,,1092900000.0,5275800000.0,,,9084200000.0,635300000.0,,1483900000.0,2683700000.0,,,2252500000.0,22138400000.0,,,2831900000.0,,11867100000.0,,,,,-5601700000.0,3808400000.0,,-4433100000,2196600000.0,,,,,,,2955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,0.37,,,,,,,,,,,,,,,799200000.0,,,,,,,,,,,,,289900000,,,,,,,,,,,,,,,,,,,,,,799200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,2358800000,,,,,2358800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,0.39,,,,,,,,,,,,,,,798984000.0,,,,,,,,,,,,,307400000,,,,,,,,,,,,,,,,,,,,,,798984000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,2472900000,,,,,2472900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
