date,annualRetainedEarnings,quarterlyBasicEPS,trailingNetIncome,annualGoodwill,quarterlyAccountsReceivable,quarterlyGoodwill,annualTotalAssets,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyCostOfRevenue,annualNetIncome,trailingChangeInWorkingCapital,annualPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualOtherCurrentAssets,annualDepreciationAndAmortization,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,annualTaxProvision,annualBasicEPS,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,annualDilutedAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualDilutedEPS,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyStockholdersEquity,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingInterestExpense,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyNetPPE,trailingTaxProvision,quarterlyEbitda,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualTotalRevenue,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingCostOfRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:00.528422400,,0.38,,,,,,,,,,,,,,,797352000.0,,,,,,,,,,,,,297900000,,,,,,,,,,,,,,,,,,,,,,797352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,2486400000,,,,,2486400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,2701900000.0,,,,,,21090900000.0,,,,1162300000.0,,,,4957300000.0,,,,1167100000.0,,2071600000.0,21090900000.0,,18335300000.0,0.0,,,,,271900000,0.0,,,,,4957300000.0,476100000.0,,0.0,2463900000.0,9176400000.0,8320700000.0,,,,,270900000.0,904500000.0,1.47,,,,213300000.0,1086700000.0,,3593800000.0,,,3056800000.0,,,,,,,,,,,1403700000.0,,,,,213300000.0,12770200000.0,,0.0,16931600000.0,9176400000.0,1403700000.0,2755600000.0,4390500000.0,,,,23719100000.0,,2507100000.0,1167100000.0,,,,0.0,1162300000.0,793945578.0,467300000.0,,1.47,,,75000000.0,,,,213300000.0,18335300000.0,,,,8320700000.0,793945578.0,213300000.0,,,,,,,476100000.0,,16931600000.0,,-4854200000,,,,,2602700000,,-6787500000.0,270900000.0,,,,,1167100000.0,5530300000.0,,,9920800000.0,1086700000.0,,1926600000.0,2755600000.0,,,2701900000.0,23719100000.0,,,3593800000.0,,12770200000.0,,,,,-6787500000.0,4390500000.0,,-4854200000,2507100000.0,,,,,,,3056800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,0.39,,,,,,,,,,,,,,,795884000.0,,,,,,,,,,,,,307500000,,,,,,,,,,,,,,,,,,,,,,795884000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,2464800000,,,,,2464800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,0.41,,,,,,,,,,,,,,,795268000.0,,,,,,,,,,,,,326100000,,,,,,,,,,,,,,,,,,,,,,795268000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,2640300000,,,,,2640300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,0.41,,,,,,,,,,,,,,,794124000.0,,,,,,,,,,,,,321800000,,,,,,,,,,,,,,,,,,,,,,794124000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,2590000000,,,,,2590000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,3179300000.0,,,,,,21245100000.0,,,,996000000.0,,,,5199200000.0,,,,1240400000.0,,1954400000.0,21245100000.0,,18448500000.0,0.0,,,,,285000000,0.0,,,,,5199200000.0,591800000.0,,0.0,2346100000.0,9319400000.0,8741900000.0,,,,,298600000.0,714000000.0,1.56,,,,228700000.0,659000000.0,,3183800000.0,,,3124200000.0,,,,,,,,,,,1203100000.0,,,,,228700000.0,12503200000.0,,0.0,17245400000.0,9319400000.0,1203100000.0,2796600000.0,4463000000.0,,,,25320800000.0,,2524800000.0,1240400000.0,,,,0.0,996000000.0,795128205.0,514400000.0,,1.56,,,122700000.0,,,,228700000.0,18448500000.0,,,,8741900000.0,795128205.0,228700000.0,,,,,,,591800000.0,,17245400000.0,,-5349000000,,,,,2603300000,,-8075400000.0,298600000.0,,,,,1240400000.0,5835400000.0,,,10298400000.0,659000000.0,,2116900000.0,2796600000.0,,,3179300000.0,25320800000.0,,,3183800000.0,,12503200000.0,,,,,-8075400000.0,4463000000.0,,-5349000000,2524800000.0,,,,,,,3124200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,0.42,,,,,,,,,,,,,,,792704000.0,,,,,,,,,,,,,329100000,,,,,,,,,,,,,,,,,,,,,,792704000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,2633700000,,,,,2633700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,0.44,,,,,,,,,,,,,,,792372000.0,,,,,,,,,,,,,344100000,,,,,,,,,,,,,,,,,,,,,,792372000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,2719500000,,,,,2719500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2719500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,,0.43,,,,,,,,,,,,,,,791644000.0,,,,,,,,,,,,,341000000,,,,,,,,,,,,,,,,,,,,,,791644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,2755300000,,,,,2755300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.599529600,3688800000.0,,,,,,24729200000.0,,,,1153600000.0,,,,6557200000.0,,,,1316800000.0,,1846800000.0,24729200000.0,,21522800000.0,0.0,,,,,302600000,0.0,,,,,6557200000.0,465800000.0,,0.0,2244500000.0,11287300000.0,9176700000.0,,,,,316500000.0,530000000.0,1.67,,,,301600000.0,1588800000.0,,4265200000.0,,,3576500000.0,,,,,,,,,,,3348900000.0,,,,,301600000.0,15552500000.0,,0.0,18173900000.0,11287300000.0,3348900000.0,3206400000.0,4598500000.0,,,,27569700000.0,,2676400000.0,1316800000.0,,,,0.0,1153600000.0,788502994.0,506700000.0,,1.67,,,109000000.0,,,,301600000.0,21522800000.0,,,,9176700000.0,788502994.0,301600000.0,,,,,,,465800000.0,,18173900000.0,,-5864000000,,,,,2771600000,,-9395800000.0,316500000.0,,,,,1316800000.0,6281600000.0,,,10880100000.0,1588800000.0,,2354000000.0,3206400000.0,,,3688800000.0,27569700000.0,,,4265200000.0,,15552500000.0,,,,,-9395800000.0,4598500000.0,,-5864000000,2676400000.0,,,,,,,3576500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.607305600,,0.42,,,,,,,,,,,,,,,787200000.0,,,,,,,,,,,,,330800000,,,,,,,,,,,,,,,,,,,,,,787200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,2768300000,,,,,2768300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.615168000,,0.44,,,,,,,,,,,,,,,785372000.0,,,,,,,,,,,,,341700000,,,,,,,,,,,,,,,,,,,,,,785372000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,2882200000,,,,,2882200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.623116800,,0.43,,,,,,,,,,,,,,,790800000.0,,,,,,,,,,,,,344100000,,,,,,,,,,,,,,,,,,,,,,790800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,2909400000,,,,,2909400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2909400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.631065600,3889700000.0,,,,,,26219700000.0,,-840800000.0,,995800000.0,,,-711000000.0,7720600000.0,,,,1074500000.0,,1545500000.0,26219700000.0,-856400000.0,22450800000.0,1307600000.0,,,2157700000.0,,57900000,-3354300000.0,,12400000.0,,,7720600000.0,924700000.0,2419900000.0,0.0,2012800000.0,12576100000.0,8590600000.0,,,,,278700000.0,471000000.0,1.36,,,,164200000.0,1731200000.0,,5053000000.0,,,3859700000.0,,,,,,,,,,,3576700000.0,370500000.0,,696500000.0,,164200000.0,17629100000.0,,3891900000.0,18874100000.0,12576100000.0,3576700000.0,3768900000.0,4432700000.0,,-380300000.0,,29312200000.0,,1164100000.0,1074500000.0,,116300000.0,,47900000.0,995800000.0,790073529.0,542800000.0,,1.36,,,75500000.0,,,,164200000.0,22450800000.0,,-2584300000.0,3276800000.0,8590600000.0,790073529.0,164200000.0,,,2157700000.0,,,,924700000.0,,18874100000.0,,-6547100000,,0.0,-421300000.0,-66800000.0,2888700000,,-10438100000.0,278700000.0,,,,,1074500000.0,3739100000.0,,,11448600000.0,1731200000.0,,5696700000.0,3768900000.0,,,3889700000.0,29312200000.0,,,5053000000.0,,17629100000.0,,,165200000.0,,-10438100000.0,7709500000.0,,-6547100000,1164100000.0,,219900000.0,,,,,3859700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
