,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
915062400,11841000.0,-101581000.0,11841000.0,,110190000.0,-182092000.0,0.0,54250000.0,118317000.0,,,13200000.0,-804000.0,,14770000.0,,47503000.0,17554000.0,,,1312814000.0,,1026370000.0,219303000.0,255690000.0,,,,209639000.0,434957000.0,0.0,266347000.0,122502000.0,76304000.0,6870000.0,,15914000.0,266347000.0,705850000.0,13200000.0,171930000.0,17554000.0,,10468000.0,,,219303000.0,244951000.0,,26579000.0,,0.0,,434957000.0,,,15914000.0,133934000.0,201428000.0,,20558000.0,1489151000.0,30754000.0,185514000.0,238621000.0,,201428000.0,45042000.0,210238000.0,,10468000.0,131264000.0,167644000.0,-26194000.0,185514000.0,,-101062000.0,,,185514000.0,-44983000.0,,933000.0,8702000.0,857551000.0,0.0,145882000.0,0.0,286444000.0,88812000.0,,,,,553274000.0,11841000.0,1312814000.0,,857551000.0,118317000.0,-14607000.0,,,-28902000.0,408043000.0,,,87439000.0,,-422594000.0,212885000.0,-119457000.0,,,,9642000.0,-51158000.0,759540000.0,,45042000.0,0.0,,,,89867000.0,122502000.0,30200000.0,110846000.0,0.0,14770000.0,,102117000.0,1486000.0,,1026370000.0,,,,,30302000.0,,106480000.0,,185514000.0,,,-33515000.0,1566000.0,,553274000.0,541977000.0,13123000.0,255690000.0,759540000.0,96838000.0,0.595,64674000.0,2531000.0,195158000.0,0.0,,52611000.0,49335000.0,286444000.0,1282000.0,43765000.0,705850000.0,,,30754000.0,,-16990000.0,316119000.0,,0.61,102117000.0,,,-422594000.0,-22425000.0,-21378000.0,,64674000.0,,,74668000.0,947174000.0,102117000.0,119164000.0,8702000.0,,,,,,,
922838400,17995000.0,,17995000.0,,35480000.0,,0.0,10244000.0,124347000.0,,,,,0.05,7360000.0,,47724000.0,,,,,,,260063000.0,,,,,219858000.0,437741000.0,0.0,242344000.0,113080000.0,,36179000.0,,11805000.0,,,12985000.0,,17554000.0,,,,,,,,,,,,,,,,,,,22045000.0,,,195758000.0,,,207563000.0,,,,10623000.0,185514000.0,,,,,-16953000.0,,,,,,462000.0,8017000.0,,0.0,,,285742000.0,13273000.0,,,,,562088000.0,17995000.0,1349228000.0,,881863000.0,,,,,-32501000.0,,,,13213000.0,,,,,,,,22391000.0,,,,65803000.0,0.0,,,,-4282000.0,,44436000.0,,,,,,-2545000.0,,1063486000.0,0.055,,,340064000.0,24003000.0,,124596000.0,,195758000.0,,,-28492000.0,,,,,25707000.0,255203000.0,787140000.0,102205000.0,,60943000.0,-278000.0,,,,,54481000.0,,7712000.0,,723845000.0,,,30539000.0,,,344454000.0,355988000.0,,,,,-444122000.0,3256000.0,-22207000.0,,,,,,,,,,,,,,,,
930700800,35804000.0,,35804000.0,,88849000.0,,0.0,-52473000.0,127277000.0,,,,,0.1,5905000.0,,56829000.0,,,,,,,284813000.0,,,,,236940000.0,448466000.0,0.0,257157000.0,149793000.0,,15165000.0,,103316000.0,,,12978000.0,,17554000.0,,,,,,,,,,,,,,,,,,,22045000.0,,,143285000.0,,,246601000.0,,,,21331000.0,195758000.0,,,,,-103987000.0,,,,,,442000.0,7483000.0,,0.0,,,356844000.0,59378000.0,,,,,575743000.0,35804000.0,1450504000.0,,905884000.0,,,,,-32888000.0,,,,14413000.0,,,,,,,,47749000.0,,,,99971000.0,0.0,,,,30009000.0,,69794000.0,,,,,,-4025000.0,,1093660000.0,0.105,,,340490000.0,-14813000.0,,163964000.0,,143285000.0,,,-123070000.0,,,,,51149000.0,326312000.0,874761000.0,116215000.0,,63160000.0,991000.0,,,,,59386000.0,,15345000.0,,759649000.0,,,30532000.0,,,400904000.0,356122000.0,,,,,-457418000.0,-18252000.0,-29471000.0,,,,,,,,,,,,,,,,
938649600,62661000.0,,62661000.0,,87379000.0,,0.0,-22080000.0,160515000.0,,,,,0.35,2048000.0,,60331000.0,,,,,,,314953000.0,,,,,281299000.0,469079000.0,0.0,282631000.0,165342000.0,,18374000.0,,102624000.0,,,8841000.0,,17554000.0,,,,,,,,,,,,,,,,,,,20520000.0,,,121205000.0,,,223829000.0,,,,21405000.0,143285000.0,,,,,-114053000.0,,,,,,217000.0,12741000.0,,0.0,,,393319000.0,60639000.0,,,,,629594000.0,62661000.0,1534389000.0,,945833000.0,,,,,-55216000.0,,,,83771000.0,,,,,,,,84939000.0,,,,119810000.0,0.0,,,,1598000.0,,105459000.0,,,,,,-15283000.0,,1141070000.0,0.37,,,171098000.0,-25474000.0,,215740000.0,,121205000.0,,,-72305000.0,,,,,89516000.0,366924000.0,904795000.0,130801000.0,,66983000.0,2600000.0,,,,,70470000.0,,26855000.0,,822310000.0,,,26395000.0,,,497039000.0,179026000.0,,,,,-476754000.0,-37154000.0,-26740000.0,,,,,,,,,,,,,,,,
946598400,75234000.0,-244816000.0,75234000.0,,155768000.0,-382474000.0,2000.0,60140000.0,162787000.0,,,8946000.0,4354000.0,,31478000.0,,63686000.0,13907000.0,,,1568213000.0,,1153032000.0,296159000.0,392326000.0,,,,309655000.0,497739000.0,0.0,268693000.0,183537000.0,86386000.0,12605000.0,,66316000.0,268693000.0,897544000.0,8946000.0,178550000.0,13907000.0,,21290000.0,,,296159000.0,288814000.0,,82323000.0,,0.0,,497739000.0,,,66316000.0,258198000.0,247661000.0,,21776000.0,1790912000.0,22855000.0,181345000.0,367476000.0,,247661000.0,104335000.0,344584000.0,,21290000.0,121205000.0,170519000.0,-126829000.0,181345000.0,,-147481000.0,,,181345000.0,-31376000.0,,535000.0,12880000.0,981986000.0,0.0,273849000.0,2000.0,415181000.0,114406000.0,,,,,660526000.0,75234000.0,1568213000.0,,981986000.0,162787000.0,-4101000.0,,,-87214000.0,484962000.0,,,177417000.0,,-484247000.0,256392000.0,-119780000.0,,,,103119000.0,-207819000.0,907687000.0,,104335000.0,0.0,,,,61818000.0,183537000.0,124895000.0,-4169000.0,0.0,31478000.0,,191694000.0,-9523000.0,,1153032000.0,,,,,13938000.0,,238860000.0,,181345000.0,,,-20949000.0,1656000.0,,660526000.0,743160000.0,107477000.0,392326000.0,907687000.0,135741000.0,1.07,60096000.0,1041000.0,228570000.0,0.0,,89143000.0,72055000.0,415181000.0,32243000.0,82155000.0,897544000.0,,,22855000.0,,-2346000.0,548515000.0,,1.12,191694000.0,,,-484247000.0,-74679000.0,-41362000.0,,60096000.0,,,185514000.0,1047752000.0,191694000.0,247696000.0,12880000.0,,,,,,,
954460800,109093000.0,,109093000.0,,49636000.0,,0.0,-51150000.0,166564000.0,,,,,0.6,22908000.0,,69025000.0,,,,,,,428249000.0,,,,,348840000.0,520343000.0,0.0,308283000.0,160349000.0,,41809000.0,,112907000.0,,,8733000.0,,13907000.0,,,,,,,,,,,,,,,,,,,24292000.0,,,130195000.0,,,243102000.0,,,,21587000.0,181345000.0,,,,,-129419000.0,,,,,,425000.0,12678000.0,,0.0,,,458586000.0,18845000.0,,,,,686907000.0,109093000.0,1752629000.0,,1027616000.0,,,,,-46293000.0,,,,79909000.0,,,,,,,,151310000.0,,,,159918000.0,0.0,,,,-83629000.0,,175602000.0,,,,,,-15965000.0,,1294043000.0,0.63,,,172127000.0,-39590000.0,,299291000.0,,130195000.0,,,-96266000.0,,,,,155847000.0,435946000.0,1065722000.0,147981000.0,,80093000.0,-120000.0,,,,,78956000.0,,46754000.0,,1006637000.0,,,22640000.0,,,648131000.0,180873000.0,,,,,-507273000.0,-4520000.0,-30791000.0,,,,,,,,,,,,,,,,
962323200,137612000.0,,137612000.0,,134890000.0,,0.0,33052000.0,163392000.0,,,,,0.76,11577000.0,,73637000.0,,,,,,,485911000.0,,,,,402570000.0,588294000.0,0.0,411729000.0,228936000.0,,9295000.0,,133764000.0,,,8729000.0,,13907000.0,,,,,,,,,,,,,,,,,,,27515000.0,,,163247000.0,,,297011000.0,,,,21676000.0,130195000.0,,,,,-189368000.0,,,,,,412000.0,12684000.0,,0.0,,,541255000.0,22847000.0,,,,,751686000.0,137612000.0,2032436000.0,,1065971000.0,,,,,0.0,,,,174368000.0,,,,,,,,190766000.0,,,,186670000.0,0.0,,,,-31308000.0,,218281000.0,,,,,,15965000.0,,1491181000.0,0.79,,,173158000.0,-103446000.0,,356385000.0,,163247000.0,,,-111078000.0,,,,,196589000.0,518619000.0,1280750000.0,165619000.0,,78752000.0,,,,,,91982000.0,,58977000.0,,1144249000.0,,,22636000.0,,,758955000.0,181697000.0,,,,,-477677000.0,9240000.0,-112043000.0,,,,,,,,,,,,,,,,
970272000,153464000.0,,153464000.0,,108188000.0,,0.0,63843000.0,216465000.0,,,,,0.84,32552000.0,,78963000.0,,,,,,,538208000.0,,,,,460752000.0,675059000.0,0.0,472863000.0,245355000.0,,1909000.0,,98785000.0,,,8630000.0,,19778000.0,,,,,,,,,,,,,,,,,,,23723000.0,,,227090000.0,,,325875000.0,,,,21903000.0,163247000.0,,,,,-76028000.0,,,,,,570000.0,7903000.0,,0.0,,,591409000.0,83574000.0,,,,,891524000.0,153464000.0,2320573000.0,,1174995000.0,,,,,-14366000.0,,,,111915000.0,,,,,,,,213163000.0,,,,189126000.0,0.0,,,,-59962000.0,,236886000.0,,,,,,-38593000.0,,1729164000.0,0.88,,,174369000.0,-52583000.0,,387275000.0,,227090000.0,,,-27320000.0,,,,,219234000.0,563001000.0,1429049000.0,174112000.0,,88065000.0,,,,,,95149000.0,,65770000.0,,1297713000.0,,,28408000.0,,,848027000.0,181937000.0,,,,,-499936000.0,-17025000.0,-24614000.0,,,,,,,,,,,,,,,,
978220800,53447000.0,-312291000.0,117585000.0,,178145000.0,-587044000.0,0.0,15331000.0,244248000.0,,,8352000.0,-10997000.0,,28914000.0,,79295000.0,21257000.0,,,2355868000.0,,1706971000.0,420040000.0,619288000.0,,,,457537000.0,733786000.0,0.0,512563000.0,245454000.0,101862000.0,2250000.0,,60154000.0,512563000.0,1351160000.0,8352000.0,181011000.0,21257000.0,,21570000.0,,,420040000.0,571110000.0,,55263000.0,,0.0,,733786000.0,,,60154000.0,710765000.0,302575000.0,,26332000.0,3043946000.0,29609000.0,242421000.0,470859000.0,,302575000.0,153897000.0,812627000.0,,21570000.0,227090000.0,173312000.0,-97492000.0,242421000.0,,-192229000.0,,,242421000.0,-63053000.0,,434000.0,7558000.0,1254957000.0,0.0,739648000.0,0.0,648897000.0,110404000.0,,,,,978034000.0,53447000.0,2355868000.0,,1254957000.0,244248000.0,-44242000.0,,,-86813000.0,663482000.0,,,204918000.0,,-521171000.0,362562000.0,-235189000.0,,,,155526000.0,-147472000.0,1377834000.0,,153897000.0,0.0,,,,145519000.0,245454000.0,181858000.0,61076000.0,0.0,28914000.0,,453616000.0,-22575000.0,,1706971000.0,,,,,-39700000.0,,331296000.0,,242421000.0,,,-77627000.0,1841000.0,,978034000.0,1374247000.0,167978000.0,619288000.0,1377834000.0,175770000.0,2.51,183465000.0,-2911000.0,300920000.0,0.0,,-29380000.0,96475000.0,648897000.0,50393000.0,221894000.0,1351160000.0,,,29609000.0,,-235319000.0,788833000.0,,2.62,517754000.0,,,-521171000.0,-85187000.0,-67741000.0,,183465000.0,,,181345000.0,1669699000.0,453616000.0,235670000.0,7558000.0,,,,,,,
985996800,53959000.0,,53959000.0,,-50330000.0,,0.0,-70964000.0,241697000.0,,,,,0.3,107331000.0,,71197000.0,,,,,,,343791000.0,,,,,385607000.0,798846000.0,3000.0,520206000.0,67563000.0,,37146000.0,,23286000.0,,,8062000.0,,20945000.0,,,,,,,,,,,,,,,,,,,30391000.0,,,171457000.0,,,194743000.0,,,,21773000.0,242421000.0,,,,,-29529000.0,,,,,,2724000.0,7156000.0,,0.0,,,410854000.0,-128032000.0,,,,,1040543000.0,53959000.0,2218569000.0,,1330697000.0,,,2138000.0,,,,,,67371000.0,,,,,,,,73614000.0,,,,120716000.0,0.0,,20588000.0,,-157702000.0,,104005000.0,,,,,,-17228000.0,,1807715000.0,0.31,,,173791000.0,-7643000.0,,219582000.0,,171457000.0,,,-57088000.0,,,,,77087000.0,381847000.0,1178026000.0,145968000.0,,79081000.0,2434000.0,,,,,74771000.0,,23125000.0,,1405119000.0,,,29007000.0,,,605189000.0,179750000.0,,,,,-531851000.0,36454000.0,-77702000.0,,,,,,,,,,,,,,,,
993859200,-40181000.0,,-40181000.0,,31249000.0,,0.0,-27421000.0,227887000.0,,,,,-0.23,4291000.0,,61324000.0,,,,,,,235085000.0,,,,,311261000.0,841334000.0,0.0,475379000.0,136624000.0,,10106000.0,,56449000.0,,,7957000.0,,21985000.0,,,,,,,,,,,,,,,,,,,35328000.0,,,144036000.0,,,200485000.0,,,,21877000.0,171457000.0,,,,,-55662000.0,,,,,,2157000.0,7117000.0,,0.0,,,313714000.0,-64528000.0,,,,,1069221000.0,-40181000.0,2090776000.0,,1406068000.0,,,1560000.0,,,,,,39329000.0,,,,,,,,-71892000.0,,,,71321000.0,0.0,,0.0,,49051000.0,,-36564000.0,,,,,,17228000.0,,1777062000.0,-0.23,,,174538000.0,40059000.0,,54562000.0,,144036000.0,,,-68632000.0,,,,,-54121000.0,283772000.0,1021555000.0,126454000.0,,64419000.0,1830000.0,,,,,65130000.0,,-13940000.0,,1364938000.0,,,29942000.0,,,365823000.0,174538000.0,,,,,-564734000.0,9962000.0,-95777000.0,,,,,,,,,,,,,,,,
1001808000,-103404000.0,,-103404000.0,,10218000.0,,0.0,-31276000.0,243725000.0,,,,,-0.59,0.0,,56863000.0,,,,,,,187917000.0,,,,,272017000.0,826825000.0,0.0,413348000.0,168137000.0,,6054000.0,,49220000.0,,,8010000.0,,22419000.0,,,,,,,,,,,,,,,,,,,35334000.0,,,112760000.0,,,161980000.0,,,,21991000.0,144036000.0,,,,,-44725000.0,,,,,,2200000.0,7387000.0,,0.0,,,325172000.0,7681000.0,,,,,1070550000.0,-103404000.0,2005729000.0,,1422764000.0,,,2405000.0,,,,,,41601000.0,,,,,,,,-169874000.0,,,,64584000.0,0.0,,1474000.0,,47783000.0,,-134540000.0,,,,,,-42210000.0,,1680557000.0,-0.59,,,175689000.0,62031000.0,,-22662000.0,,112760000.0,,,-47871000.0,,,,,-167521000.0,294743000.0,935179000.0,147212000.0,,54635000.0,,,,,,90349000.0,,-64117000.0,,1261534000.0,,,30429000.0,,,249355000.0,175689000.0,,,,,-595939000.0,6377000.0,-2537000.0,,,,,,,,,,,,,,,,
1009756800,-112589000.0,-247338000.0,-112589000.0,,-70109000.0,-232131000.0,0.0,204831000.0,218544000.0,,,451682000.0,14869000.0,,1292000.0,,99273000.0,30194000.0,,,2542391000.0,,1764384000.0,169630000.0,296131000.0,,,,212923000.0,835566000.0,8040000.0,406989000.0,175038000.0,138668000.0,5237000.0,,50096000.0,406989000.0,1148945000.0,451682000.0,175828000.0,30194000.0,,22640000.0,,,169630000.0,188399000.0,,58543000.0,,-44837000.0,,835566000.0,,-7742000.0,50096000.0,-299968000.0,367687000.0,276946000.0,37615000.0,1440581000.0,481876000.0,317591000.0,-78972000.0,,367687000.0,59761000.0,-161300000.0,,22640000.0,112760000.0,175828000.0,401480000.0,317591000.0,,-102215000.0,,,317591000.0,-31676000.0,,-2990000.0,7820000.0,1444529000.0,0.0,-326153000.0,0.0,778007000.0,-92273000.0,,,,,1335369000.0,-112589000.0,2542391000.0,276946000.0,1444529000.0,218544000.0,-47091000.0,-7742000.0,,,558741000.0,,,40098000.0,,-608963000.0,270084000.0,-198180000.0,,,,-131816000.0,,1207022000.0,,59761000.0,97000000.0,,-69153000.0,,58991000.0,175038000.0,-94201000.0,75170000.0,0.0,1292000.0,,-202215000.0,10534000.0,,1764384000.0,,,,,64222000.0,,7291000.0,,317591000.0,,,-73747000.0,4091000.0,,1335369000.0,258773000.0,-181595000.0,296131000.0,1207022000.0,139107000.0,-1.15,52220000.0,,288657000.0,97000000.0,,-1877000.0,39834000.0,778007000.0,-69006000.0,-123938000.0,1148945000.0,,,481876000.0,,158669000.0,220214000.0,,-1.15,-202215000.0,,,-608963000.0,348687000.0,-22164000.0,,52220000.0,,,242421000.0,1181808000.0,-202215000.0,-277152000.0,7820000.0,,,,,,,
1017532800,-77140000.0,,-77140000.0,,15667000.0,,42329000.0,-106239000.0,303990000.0,,,,,-0.42,11343000.0,,69253000.0,,,,,,,175808000.0,,,,,217552000.0,812598000.0,-5555000.0,373233000.0,143614000.0,,37062000.0,,187442000.0,,,451325000.0,,,,,,,,,,,,,,,,,,,,,37604000.0,,,211352000.0,,,398794000.0,,,,22847000.0,317591000.0,,,,,-217768000.0,,,,,,5334000.0,7765000.0,,0.0,,,769730000.0,771000.0,,,,,1397880000.0,-77140000.0,2498332000.0,194120000.0,1448718000.0,,,-8893000.0,,,,,,80771000.0,,,,,,,,-113846000.0,,,,61334000.0,0.0,,-56920000.0,,101926000.0,,-76242000.0,,,,,,-6663000.0,,1728602000.0,-0.42,,,182332000.0,33755000.0,,30456000.0,,211352000.0,,,-158556000.0,,,,,-120531000.0,276076000.0,1100452000.0,144302000.0,,52020000.0,9154000.0,,,,,75049000.0,,-43391000.0,,1071805000.0,,,493654000.0,,,248008000.0,182332000.0,,,,,-636120000.0,36650000.0,-14896000.0,,,,,,,,,,,,,,,,
1025395200,-50729000.0,,-50729000.0,,-21695000.0,,38941000.0,100933000.0,317806000.0,,,,,-0.28,9107000.0,,72371000.0,,,,,,,207167000.0,,,,,239194000.0,785057000.0,-1124000.0,342453000.0,153008000.0,,3373000.0,,28948000.0,,,451253000.0,,,,,,,,,,,,,,,,,,,,,40912000.0,,,312285000.0,,,341233000.0,,,,22881000.0,211352000.0,,,,,-61918000.0,,,,,,5390000.0,8422000.0,,0.0,,,777401000.0,-37507000.0,,,,,1414615000.0,-50729000.0,2458563000.0,194972000.0,1459726000.0,,,-10799000.0,,,,,,198709000.0,,,,,,,,-77276000.0,,,,69857000.0,0.0,,-30682000.0,,19301000.0,,-36364000.0,,,,,,-2310000.0,,1681162000.0,-0.28,,,182934000.0,30780000.0,,70704000.0,,312285000.0,,,118669000.0,,,,,-79264000.0,287207000.0,1043948000.0,147980000.0,,46813000.0,-1484000.0,,,,,75609000.0,,-28535000.0,,1021076000.0,,,490194000.0,,,309898000.0,182934000.0,,,,,-674669000.0,3959000.0,-15812000.0,,,,,,,,,,,,,,,,
1033344000,-166833000.0,,-166833000.0,,-13528000.0,,0.0,-22929000.0,297075000.0,,,,,-0.91,6855000.0,,78002000.0,,,,,,,223283000.0,,,,,256231000.0,737089000.0,-137619000.0,326575000.0,185173000.0,,189000.0,,31512000.0,,,450871000.0,,47638000.0,,,,,,,,,,,,,,,,,,,37506000.0,,,289356000.0,,,320868000.0,,,,22885000.0,312285000.0,,,,,-22473000.0,,,,,,5447000.0,8287000.0,,0.0,,,819596000.0,-21874000.0,,,,,1317221000.0,-166833000.0,2337869000.0,118653000.0,1441062000.0,,,-7092000.0,,,,,,41250000.0,,,,,,,,-77819000.0,,,,84218000.0,0.0,,-47624000.0,,39656000.0,,-40313000.0,,,,,,-19503000.0,,1518273000.0,-0.91,,,183063000.0,16715000.0,,74501000.0,,289356000.0,,,-9072000.0,,,,,-216528000.0,321087000.0,1020648000.0,152320000.0,,36554000.0,,,,,,74318000.0,,-49695000.0,,854243000.0,,,498509000.0,,,330732000.0,183063000.0,,,,,-703973000.0,-329000.0,-8346000.0,,,,,,,,,,,,,,,,
1041292800,-423767000.0,-102190000.0,-423767000.0,,15308000.0,-394877000.0,136278000.0,-37835000.0,215703000.0,,,450561000.0,,,9587000.0,,74296000.0,,,,1894677000.0,,1028473000.0,174838000.0,279365000.0,,,,277414000.0,685266000.0,-59145000.0,279550000.0,170766000.0,159689000.0,615000.0,,73833000.0,279550000.0,430476000.0,450561000.0,182861000.0,,,26231000.0,,,174838000.0,377438000.0,,41239000.0,,-204486000.0,,685266000.0,,-66423000.0,73833000.0,-351629000.0,325354000.0,184435000.0,43667000.0,1222236000.0,586839000.0,251521000.0,-4248000.0,,325354000.0,63328000.0,-191940000.0,,26231000.0,289356000.0,182861000.0,40368000.0,251521000.0,,-92718000.0,,,251521000.0,-29925000.0,,5612000.0,8069000.0,1420480000.0,0.0,-560945000.0,136278000.0,866204000.0,7928000.0,,,,,1085404000.0,-423767000.0,1894677000.0,184435000.0,1420480000.0,215703000.0,145326000.0,-66423000.0,,,584298000.0,,,56708000.0,,-735214000.0,290376000.0,-46434000.0,,,,-83731000.0,,809273000.0,,63328000.0,0.0,,280552000.0,,76790000.0,170766000.0,-40064000.0,-66070000.0,0.0,9587000.0,,-718469000.0,-1449000.0,,1028473000.0,,,,,47025000.0,,56184000.0,,251521000.0,,,-53231000.0,21783000.0,,1085404000.0,232669000.0,-144622000.0,279365000.0,809273000.0,139915000.0,-3.93,27615000.0,,293922000.0,0.0,,237673000.0,65619000.0,866204000.0,279145000.0,157524000.0,430476000.0,,,586839000.0,,128275000.0,333598000.0,,-3.93,-718469000.0,,,-735214000.0,88000.0,-7380000.0,,27615000.0,,,317591000.0,989567000.0,-718469000.0,-50682000.0,8069000.0,,,,,,,
1049068800,-76498000.0,,-76498000.0,,-44358000.0,,139330000.0,-31640000.0,229228000.0,,,,,-0.41,8162000.0,,68585000.0,,,,,,,221833000.0,,,,,250470000.0,651106000.0,-22185000.0,252018000.0,151416000.0,,19169000.0,,58601000.0,,,450237000.0,,,,,,,,,,,,,,,,,,,,,39526000.0,,,219881000.0,,,278482000.0,,,,26447000.0,251521000.0,,,,,-58774000.0,,,,,,5411000.0,8104000.0,,0.0,,,869732000.0,-45954000.0,,,,,1057096000.0,-76498000.0,1841961000.0,176762000.0,1378114000.0,,,-65337000.0,,,,,,63033000.0,,,,,,,,-51881000.0,,,,83934000.0,0.0,,,,-24240000.0,,-12355000.0,,,,,,-16901000.0,,972229000.0,-0.41,,,184889000.0,24430000.0,,84106000.0,,219881000.0,,,-6160000.0,,,,,-75298000.0,280165000.0,784865000.0,135987000.0,,28549000.0,,,,,,67402000.0,,1200000.0,,353978000.0,,,589567000.0,,,334576000.0,184889000.0,,,,,-727008000.0,18878000.0,-1596000.0,,,,,,,,,,,,,,,,
