,quarterlyFreeCashFlow,quarterlyBasicEPS,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCostOfRevenue,annualEndCashPosition,annualNetIncome,annualPretaxIncome,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDebt,trailingTaxProvision,annualFreeCashFlow,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,annualOtherNonCashItems,annualBasicEPS,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyEndCashPosition,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualNetPPE,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingInterestExpense,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualDilutedAverageShares,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyCashAndCashEquivalents,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyGrossPPE,annualChangeInInventory,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualCapitalStock,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualInventory,annualGoodwill,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherFinancingCharges,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1104451200,11168596600.0,,,-2401000000.0,9115000000.0,10481000000.0,,16351073020.0,5161000000.0,365417000000.0,,73004000000.0,438421000000.0,,119678000000.0,,0.0,,-5000000.0,85909000000.0,1609000000.0,,6364127840.0,500000000.0,18730000000.0,,60256000000.0,29283000000.0,50918000000.0,62177000000.0,59880000000.0,11359423100.0,-43414000000.0,,9778000000.0,438421000000.0,200000000.0,,68554000000.0,,5032000000.0,10278549440.0,-5480429220.0,203000000.0,24419000000.0,,,469000000.0,44.194988,40703000000.0,4035000000.0,,-1955860.0,318743000000.0,4035000000.0,,,617898020.0,,1439000000.0,30577620920.0,11259000000.0,3692000000.0,119678000000.0,11359423100.0,11359423100.0,5161000000.0,29283000000.0,18730000000.0,,500000000.0,73004000000.0,13576481313.36,,17352972560.0,-52366780.0,183337900.0,-14829908660.0,9115000000.0,29283000000.0,0.0,,43608000000.0,13576481313.36,50918000000.0,311638000000.0,3692000000.0,91565000000.0,10481000000.0,,109197000000.0,318743000000.0,102885000000.0,203000000.0,9983022840.0,,38398000000.0,,,-9349479440.0,,2196000000.0,1152619096.0,0.0,15730000000.0,,38398000000.0,44.194988,29283000000.0,13553000000.0,,,1609000000.0,,43608000000.0,,-5000000.0,1152619096.0,,2078000000.0,,,96477000000.0,365417000000.0,200000000.0,771060000000.0,,21848000000.0,,,50918000000.0,,,676339420.0,13224648360.0,46928693940.0,9778000000.0,24419000000.0,,21176560.0,457000000.0,11656726040.0,,65027000000.0,-43382000000.0,,771060000000.0,-326000000.0,,-32453000000.0,,34179596600.0,-459422000000.0,-54322640.0,,-23011000000.0,96477000000.0,,-9657000000.0,2196000000.0,185163000000.0,,,5032000000.0,,,,109197000000.0,-382000000.0,13891767080.0,,5000000.0,,-459422000000.0,1439000000.0,,2532343980.0,85909000000.0,311638000000.0,32000000.0,,157000000.0,25839153660.0,,2476000000.0,124907000000.0,,19295365300.0,,,,,,,,,
1112227200,17876092789.96,11.153474,,,17094486565.0,6858141080.76,,22488092351.82,13823620734.0,394279773567.04,,80475960858.72,,,,,,,,,,,6405857659.16,,,,,,,,,11645258736.22,,,,474755734425.76,,,,,,10295999021.88,-7952786646.06,6557668668.36,,,220472.42,,,,,,-443716493.28,,,1048360234.0,,155590536.4,,1101984147.28,21580690863.22,,8261700002.54,57863049621.12,11645258736.22,11645258736.22,,,,,300472412.4,,,,7181133176.06,,299055089.7,-13340345189.36,,33220626765.3,,,,11860943755.1,,,,,,,,416892684804.64,,,29328910599.58,,,,,-101102352.6,,,,,,,50315113330.3,,33220626765.3,,,,1597228194.72,,12685101157.12,,-4787401.12,,,,,,96629187670.62,,200314941.6,,11.153474,,,,,,,775275516.9,14399557687.16,44068783215.04,,11341699709.94,,-100535423.52,,-4206550781.48,,,,,841979290090.7,,,,,17876092789.96,-468646317683.32,-644031434.88,,,,-31496.06,,25639273154.82,,,1048360234.0,,,,,51004908540.36,,14637100971.68,,,,,,,2991873731.52,99522100781.62,373332972407.38,,,,24695556709.04,,,,,3891716165.72,,,,,,,,,
1120089600,9813780960.04,12.193411,,,14525316630.0,9462025430.0,,15284810310.0,56677215870.0,353291143480.0,,102658229080.0,,,,,,,,,,,5601265890.0,,,,,,,,,12784810280.0,,,,455949372560.0,,,,,,10115393628.12,2604685316.06,9177215300.0,,,,,,,,,443716493.28,,,1048359680.0,,854430390.0,,1930379770.0,30886076320.0,,7816455790.0,157436710750.0,12784810280.0,12784810280.0,,,,,284810130.0,,,,16487341970.0,,-995257629.7,-1849528410.64,,51392405680.0,,,,12120253310.0,,,,,,,,298512661810.0,,,33220626765.3,,,,,69456782.6,,,,,,,65917722310.0,,51392405680.0,,,,1867088630.0,,43512658750.0,,,,,,,,96487342930.0,,2626582310.0,,12.193411,,,,,,,664556970.0,14398734350.0,46170886630.0,,10569620380.0,,68889853.52,,-4084588558.52,,,,,772974692820.0,,,,,19623907660.04,-473259499350.0,454158014.88,,,,,,78101266760.0,,,1048359680.0,,,,,147974685320.0,,15379747020.0,,,,,,,2594936740.0,65443038760.0,299715193470.0,,,,24620253460.0,,,,,18228537264.28,,,,,,,,,
1128038400,12663220010.0,10.383436,,,16227518790.0,9192275470.0,,16559369890.0,9623681900.0,315092619450.0,,68560437260.0,,,,,,,,,,,5873764470.0,,,,,,,,,11083826740.0,,,,383653056710.0,,,,,,10384389430.0,-1521216440.0,8893609480.0,,,,,,,,,-45364045370.0,,,1048359680.0,,530961760.0,,1891551270.0,31194003400.0,,7864871070.0,59865938440.0,11083826740.0,11083826740.0,,,2356142810.0,,298665990.0,,,,16990776320.0,,231611000.0,-7641482080.0,,17156701870.0,,,,12676712020.0,,,,,,,,323787118270.0,,,51392405680.0,,,,,-67909760.0,,,,,,,33384220660.0,,17156701870.0,,,,2422513030.0,,10088273440.0,,,,,,,,96502299880.0,,199110660.0,,10.383436,,,,,,,730072420.0,14203227080.0,47753373290.0,,12079380040.0,,9157550820.0,,-14108809910.0,,,,,774507282290.0,,,,,18748761000.0,-479591209720.0,-45373282610.0,-6085540990.0,,,,,26415347560.0,,,1048359680.0,,,,,50673662970.0,,14866929280.0,,,,,,,3783102540.0,76491678550.0,294916072570.0,,,,24590166510.0,,,,,-34266003690.0,,,,,,,,,
1135987200,46068686240.0,,,-12167450000.0,14206320000.0,10687625000.0,,24180526990.0,16047880000.0,314775220000.0,,81587685000.0,396362905000.0,,67545790000.0,,-657700000.0,,,74089905000.0,5820645000.0,,10669410110.0,295965000.0,,,70341015000.0,42027030000.0,33411160000.0,46170540000.0,43243775000.0,-2528314130.0,-45479955000.0,,,396362905000.0,197310000.0,,86421780000.0,,,10474892920.0,2035222770.0,10391660000.0,10358775000.0,,,-32885000.0,28.914277,41270675000.0,,,0.0,328817115000.0,,,,442083290.0,,2137525000.0,22579213980.0,12759380000.0,7793745000.0,67545790000.0,-2528314130.0,-2528314130.0,16047880000.0,42027030000.0,,,295965000.0,81587685000.0,12890920000.0,,22343341540.0,-115909630.0,-357533460.0,-5285319320.0,14206320000.0,42027030000.0,,,9931270000.0,12890920000.0,33411160000.0,294419405000.0,7793745000.0,86421780000.0,10687625000.0,,56858165000.0,328817115000.0,84514450000.0,10391660000.0,17156701870.0,,56233350000.0,,,-558144670.0,,30254200000.0,1152619096.0,,12660725000.0,,56233350000.0,28.914277,42027030000.0,29366305000.0,,,5820645000.0,,9931270000.0,,,1152619096.0,,2466375000.0,,,96780555000.0,314775220000.0,197310000.0,778059100000.0,,27228780000.0,,,33411160000.0,,,1165853400.0,235872440.0,46759740970.0,,10358775000.0,,608054750.0,,10232499250.0,,71656415000.0,-45677265000.0,,778059100000.0,-822125000.0,,-28116675000.0,,30173018550.0,-483639695000.0,-114108970.0,,,96780555000.0,,-4834095000.0,30254200000.0,185241205000.0,,,,,,,56858165000.0,,773309520.0,,,,-483639695000.0,2137525000.0,,3301623650.0,74089905000.0,294419405000.0,0.0,,9733960000.0,10743950470.0,,3156960000.0,114900190000.0,,24806475260.0,,,,,,,,,
1143763200,11341706253.52,10.869023,,,16014103257.12,7849522965.28,,22436508183.76,14628553025.44,372398995003.04,,84525876686.48,,,,,,,,,,,6852545603.04,,,,,,,,,10022586512.4,,,,456924871689.52,,,,,,10339756354.56,,,,,715005.28,,,,,,-305047252.64,,,1043331811.0,,-1717410182.32,,2435340483.92,22240401735.6,,8802755004.48,48417005038.32,10022586512.4,9981148706.4,,,,,,,,,7611978711.12,,-129545956.64,-6410769840.72,,43803465969.36,,,,12051933998.24,,,,,,,,408507866651.2,,,41932882155.92,,,,,-137476015.2,,,,,,,59817569226.48,,43803465969.36,,,,9417237042.16,,9721536789.28,,-2957521.84,,,,,,96574430659.76,,300302217.6,,10.869023,,,,,,,759433108.08,14628423024.48,44676909919.36,,9033539208.72,,1509668648.24,,-4329161968.96,,,,,845411777994.72,,,,,17619192610.0,-491623037920.24,-9337838955.84,-6277486356.48,,,,,16605087621.28,,,1043331811.0,,,,,40567482073.04,,13043483820.4,,,,,,,3062335114.0,100153552090.0,353788740074.48,,,,24968179379.04,-8832590224.8,,,,1870583813.44,,,,,,,,,
1151625600,23275058746.48,,,,15956060000.0,8146118000.0,,23164648816.24,5056804000.0,367454080000.0,,101874866000.0,,,,,,,,,,,6967524396.96,,,,,,,,,12164686487.6,,,,469328946000.0,,,,,,10241802645.44,,225298000.0,,,697994.72,,,,3348828000.0,,-202230747.36,,,,,363535182.32,,1327869000.0,22752782264.4,,5013931000.0,92305703000.0,12164686487.6,12206124293.6,,,,,0.0,,,,7788679288.88,,1010142956.64,-6795683159.28,,63206044000.0,,,,16954509000.0,,,,,,,,377023243000.0,,,43803465969.36,,,,,74652015.2,,,,,,,79162104000.0,,63206044000.0,,,,138478000.0,,9530610000.0,,6073048000.0,,,,,,94557249000.0,,300000000.0,,,,,,,,,821154891.92,14964102975.52,45917431080.64,7552795000.0,13174708000.0,,-1163330648.24,,7391025968.96,,,,,845162362000.0,,,,,29002247390.0,-496019519000.0,-2761772044.16,-5727188643.52,,,,,10539982000.0,,,,4838905000.0,,,,84159585000.0,,15508188179.6,,,,,,,3302063886.0,63998339000.0,349142843000.0,,,,24166464620.96,-2559742775.2,,,,19444792186.56,,,,,,,,,
1159574400,15320235000.0,9.732942,,,13799000000.0,10633000000.0,,25533000000.0,14489000000.0,298144000000.0,,79529000000.0,,,,,,72000000.0,,,,,5588000000.0,,,,,,,,,11139000000.0,,,,377673000000.0,,,,,,9936441000.0,-283106000.0,210000000.0,,,1000000.0,,,,3358000000.0,,536278000.0,,,1144681250.0,,644000000.0,,1733000000.0,21851000000.0,,4243000000.0,68602000000.0,11139000000.0,11141000000.0,,,9035000000.0,,6000000.0,,,,6852000000.0,,-189597000.0,-4431547000.0,,40503000000.0,,,,,,,,,,,,308962000000.0,,,63206044000.0,,,,,-220176000.0,,,,,,,54302000000.0,,40503000000.0,,,0.0,5849000000.0,,9341000000.0,,355000000.0,,,,2600532000.0,,94557000000.0,,434000000.0,,9.732942,,,,,,,680000000.0,14999000000.0,47384000000.0,9596000000.0,7491000000.0,,354662000.0,,857136000.0,,,,,,,,,,21851560000.0,,-40123389000.0,-6531325000.0,,,34000000.0,,16293000000.0,,,1144681250.0,10227000000.0,,,,57969000000.0,,15891000000.0,,,,,,,4750000000.0,47570000000.0,278408000000.0,,,,25828441000.0,333000.0,,,,-22703376000.0,,,,,,,,,
1167523200,22369048430.0,,,14663236500.0,6940598610.0,11535079380.0,,-14296272630.0,19942001640.0,297826625800.0,,100883067120.0,398709692920.0,,78627532610.0,,0.0,65169940.0,325849700.0,58685530970.0,6256314240.0,,6608952950.0,,8341752320.0,,62595727370.0,70676799930.0,42067196270.0,57349547200.0,56306828160.0,11153196270.0,-40633457590.0,,,398709692920.0,456189580.0,,72306048430.0,,,10115457590.0,-998631070.0,11535079380.0,9905830880.0,,,2280947900.0,37.053413,40633457590.0,,-11404739500.0,-29000000.0,319984405400.0,,,,-1668905210.0,,2183192990.0,61829131090.0,15282350930.0,7722637890.0,78627532610.0,11153196270.0,11151196270.0,19942001640.0,70676799930.0,8341752320.0,,,100883067120.0,12642968360.0,,46276302930.0,26542410.0,-104470540.0,-1489377390.0,6940598610.0,70676799930.0,12447458540.0,,9188961540.0,12642968360.0,42067196270.0,277395849610.0,7722637890.0,100133612810.0,11535079380.0,,67092453230.0,319984405400.0,96940285750.0,11535079380.0,40503000000.0,,77617398540.0,,,86000000.0,,28446678810.0,1134610609.0,,28772528510.0,,77617398540.0,37.053413,70676799930.0,41904271420.0,,,6256314240.0,,9188961540.0,,325849700.0,1134610609.0,,228094790.0,8005458540.0,,96679605990.0,297826625800.0,456189580.0,781485335510.0,,23949952950.0,,,42067196270.0,,,772892390.0,15552828160.0,47532858460.0,,9905830880.0,,700153710.0,,10744236500.0,,67418302930.0,-52233706910.0,,781485335510.0,586529460.0,,-19127377390.0,,31660612810.0,-504089485900.0,-10706910.0,-9291564380.0,-27827564380.0,96679605990.0,2282947900.0,-4268631070.0,28446678810.0,186320858460.0,,,,,,,67092453230.0,,14138547200.0,,,,-504089485900.0,2183192990.0,65169940.0,2987350930.0,58685530970.0,277395849610.0,0.0,,1401153710.0,51987285750.0,-12739500.0,2834892390.0,123725131090.0,,30160528510.0,,,,,,,,,
1175299200,10756603000.0,9.323985,,,8241212760.0,11948103640.0,,14926855240.0,12014298120.0,293738005000.0,,112067254640.0,,,,,,66194480.0,,,,,5163169440.0,,,,,,,,,11186867120.0,,,,405805259640.0,,,,,,9929172000.0,-2780168160.0,2780168160.0,,,,,,,,,0.0,,,1029535098.0,,66194480.0,,2647779200.0,30979016640.0,,8770768600.0,73475872800.0,11186867120.0,11186867120.0,,,8505990680.0,9167935480.0,,,,,15721189000.0,,-959819960.0,-7049712120.0,,79267889800.0,,,,10888991960.0,,,,,,,,332230095120.0,,,70861190840.0,,,,,0.0,,,,,,,87542199800.0,,79300987040.0,,,,6751836960.0,,9002449280.0,,496458600.0,,,,661944800.0,,96941815960.0,,231680680.0,,9.323985,,,,,,,628847560.0,15257827640.0,45905871880.0,,9234129960.0,,-66194480.0,,-5560336320.0,,,,,784338393520.0,,,,,15688091760.0,-512014302800.0,-231680680.0,-4931488760.0,,,231680680.0,,31541669720.0,,,1029535098.0,,,,,61527769160.0,,15621897280.0,,,,,,,4435030160.0,70033759840.0,272324090720.0,,,,25186999640.0,,,,,8406698960.0,,,,,,,,,
1183161600,12756579240.0,13.570099,,,17733405600.0,13168695640.0,,28603326440.0,12084987520.0,289317228400.0,,127286444640.0,,,,,,65679280.0,,,,,5484219880.0,,,,,,,,,15270432600.0,,,,416603673040.0,,,,,,9873130920.0,-9633215760.0,12676101040.0,,,,,,,,,0.0,,,1029432145.0,,98518920.0,,4301992840.0,22068238080.0,,8702504600.0,102196959680.0,15270432600.0,15270432600.0,,,8472627120.0,,492594600.0,,,,6732126200.0,,73149680.0,-14361733160.0,,82394656760.0,,,,12610421760.0,,,,,,,,312173617840.0,,,79267889800.0,,,,,0.0,,,,,,,100128062360.0,,82394656760.0,,,,6042493760.0,,8932382080.0,,10245967680.0,,,,93366920.0,,96712739800.0,,361236040.0,,13.570099,,,,,,,656792800.0,15336111880.0,50671564520.0,,8144230720.0,,515200.0,,-8133793560.0,,,,,772782408480.0,,,,,17578463560.0,-504712427160.0,67482480.0,-4821884320.0,,,195234640.0,,59965182640.0,,,1029432145.0,,,,,89028264040.0,,15828706480.0,,,,,,,426915320.0,50474526680.0,268069981320.0,,,,25209242800.0,,,,,3284212880.0,,,,,,,,,
1191110400,14849943990.0,11.448302,,,21218687490.0,13265753930.0,,17437784650.0,10593046750.0,283795870930.0,,106223813410.0,,,,,,65187980.0,,,,,6844737900.0,,,,,,,,,11864212360.0,,,,390019684340.0,,,,,,9695258030.0,-8316393720.0,13037596000.0,,,,,,,,,-38134968300.0,,,1028076167.0,,-619285810.0,,4237218700.0,34549629400.0,,7659587650.0,67436965310.0,11864212360.0,11864212360.0,,,8767783310.0,,228157930.0,,,,17177032730.0,,462948410.0,-9259499310.0,,55540158960.0,,,,13330941910.0,,,,,,,,320170763770.0,,,82394656760.0,,,,,0.0,,,,,,,76758846450.0,,55540158960.0,,,,7496617700.0,,8832971290.0,,945225710.0,,,,5144200470.0,,106093437450.0,,260751920.0,,11.448302,,,,,,,586691820.0,17372596670.0,51987414050.0,,9191505180.0,,-488418550.0,,-1396887490.0,,,,,764524629440.0,,,,,21035032020.0,-500937032310.0,-38427085960.0,-6185088030.0,,,1170190190.0,,25358124220.0,,,1028076167.0,,,,,54171211380.0,,17111844750.0,,,,,,,5215038400.0,62221926910.0,263587597130.0,,,,27118199680.0,,,,,-26651553250.0,,,,,,,,,
1199059200,23549046340.0,,,-3340468190.0,18810403400.0,11221378580.0,,56758286020.0,16572614030.0,285334360540.0,,120937921170.0,406272281710.0,,85717062390.0,,0.0,227022110.0,64863460.0,73555163640.0,7718751740.0,,7437190000.0,,9048452670.0,,108321978200.0,76246997230.0,49458388250.0,64312120590.0,62787829280.0,11258231970.0,-34604655910.0,,,406272281710.0,11675422800.0,,61912172570.0,,,9874559270.0,-4534540030.0,11221378580.0,,,,745929790.0,48.173972,39372120220.0,,-7232275790.0,65512500.0,317895817460.0,,,,488585330.0,,4313420090.0,-4048591200.0,14529415040.0,8205227690.0,85717062390.0,11258231970.0,11258231970.0,16572614030.0,76246997230.0,9048452670.0,,,120937921170.0,11448400690.0,,-19021037150.0,-55026510.0,-192481000.0,-8733607360.0,18810403400.0,76246997230.0,11870013180.0,32431730.0,8724135370.0,11448400690.0,49458388250.0,265194256210.0,8205227690.0,87241353700.0,11221378580.0,,74495683810.0,317895817460.0,102159949500.0,11221378580.0,55540158960.0,,95057400630.0,,,-778361520.0,,37199194310.0,1026169663.0,,5578257560.0,,95057400630.0,48.173972,76246997230.0,70668739670.0,,,7718751740.0,,8724135370.0,,64863460.0,1026169663.0,,64863460.0,5970500990.0,,96678987130.0,285334360540.0,11675422800.0,783874914100.0,,24907568640.0,,,49458388250.0,,,736680970.0,14972445950.0,52709694820.0,,,,813551670.0,,11750549180.0,,29804759870.0,-42842315330.0,,783874914100.0,-616202870.0,,-39404551950.0,,32939766360.0,-518680657890.0,-4251031170.0,-9390720020.0,-25329181130.0,96678987130.0,-851175720.0,-25264317670.0,37199194310.0,200914567350.0,,,,,,,74495683810.0,,15877451450.0,,,,-518680657890.0,4313420090.0,227022110.0,4425278140.0,73555163640.0,265194256210.0,-64863460.0,,259453840.0,24847005220.0,-3777312850.0,2594538400.0,92592589150.0,,20538898970.0,,,,,,,,,
1206921600,13094629846.35,10.51674,,,21428661816.51,13054334469.93,,28175706273.26,11577657828.62,345458704446.7,,124202110541.73,,,,,,226213259.48,,,,,5621691229.31,,,,,,,,,10713829495.2,,,,469660814988.43,,,,,,9714619636.93,-6365423538.89,13016500575.78,,,1610599.51,,,,,,0.0,,,1017712095.0,,-2394080199.94,,4803445900.89,22770473540.36,,9368887738.34,61889686876.68,10713829495.2,10713829495.2,,,3098246461.18,,37833894.15,,,,6350776199.95,,-681222815.39,-9115507007.88,,75861455293.91,,,,3229403960.9,,,,,,,,404757696428.54,,,76216790012.22,,,,,-98185792.77,,,,,,,97290117110.42,,75861455293.91,,,,3042452863.06,,8523748436.97,,4936457109.48,,,,2833469979.47,,95557446313.03,,8343665178.55,,10.51674,,,,,8873491.64,,729084970.64,16419697340.41,50946179813.62,,,,-868933629.98,,-3133497318.38,,,,,854888989532.11,,,,,18582063931.6,-528936650803.73,30601390.69,-5487434085.25,,,195581480.12,,25815782938.4,,,1017712095.0,,,,,48835352406.75,,14408635937.15,,,,,,,3480627095.79,105984163654.07,325952338728.38,,,,26134316977.34,,,,,-355304329.64,,,,,,,,,
1214784000,16748278211.55,15.166347,,,19598790260.78,13819201743.16,,27562727324.54,11582429317.6,341132109621.36,,139744365300.54,,,,,,225966044.24,,,,,5917159462.34,,,,,,,,,11600096195.32,,,,480876474921.9,,,,,,9515685694.91,,13785598248.94,,,1365995.7,,,,,,-313055858.98,,,764622160.0,,-1276963135.82,,5685820501.68,22832678836.42,,9629875064.02,103687026760.52,11600096195.32,11600096195.32,,,,,33603494.22,,,,6702060591.56,,-1225191138.99,-3443700301.6,,95221951407.62,,,,2033815.82,,,,,,,,374496159972.88,,,75861455293.91,,,,,-3068435083.51,,,,,,,114820741668.4,,95221951407.62,,,,7530461094.96,,8314056939.4,,4620677765.74,,,,-2436997316.41,,96841506265.0,,8999088605.22,,15.166347,,,,,32227801.2,,784901129.22,16130618244.86,50395406160.96,,,,-280354441.08,,594263089.38,,,,,854096855621.9,,,,,22871473666.24,-532666714469.86,-9846160803.53,-6123195454.69,,,141151637.66,,69286307094.54,,,764622160.0,,,,,89867825017.36,,15288072097.1,,,,,,,3492334962.08,74969638448.5,321430141152.04,,,,25646303939.77,,,,,19443758596.9,,,,,,,,,
1222732800,5771766942.1,,,,15169305000.0,13811739000.0,,29136101706.38,11019769000.0,339505558000.0,,144919943000.0,,,,,,226257000.0,,,,,6599290075.32,,,,,,,,,13321894609.36,,,,484425501000.0,,,,,,9451572668.16,,6748615000.0,,,590008.6,,,,6518926000.0,,-142092141.02,,,,,2432633916.18,,6133363000.0,21934850971.7,,3591299000.0,94633723000.0,13321894609.36,13943072609.36,,,,,31540000.0,,,,7267924816.88,,-864339045.62,-4394917690.52,,103129705000.0,,,,11655831000.0,,,,,,,,386817803000.0,,,95221951407.62,,,,,2874748876.28,,,,,,,118299010000.0,,103129705000.0,,,,8407949000.0,,8156849000.0,,3203084000.0,,,,7456289336.94,,116083636000.0,,250300000.0,,,,,,,,,668665097.02,14666926154.82,51070952678.08,1910575000.0,8677566000.0,,691179071.06,,-9755231771.0,,,,,857649226000.0,,,,,12637248402.16,-538177654000.0,-452748587.16,-6865481460.06,,,832031882.22,,16664231000.0,,,,3283178000.0,,,,80821984000.0,,17660524161.26,,,,,,,4108672720.38,88324813000.0,319471572000.0,,,,25430265822.98,-12472247.54,,,,7808249732.74,,,,,,,,,
