,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyCommonStockIssuance,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualChangeInAccountPayable,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInInventory,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS
1183161600,,,2435000000.0,,,447000000.0,,,,,-6000000.0,,,169000000.0,,10487000000.0,,2114000000.0,,,,1618000000.0,1605000000.0,808000000.0,,0.36,123000000.0,-338000000.0,,29000000.0,,-43000000.0,1060000000.0,-4007000000.0,1000000.0,-460000000.0,,,,,,980000000.0,,963000000.0,,,,-13000000.0,-465000000.0,,,14494000000.0,,,,,424000000.0,125000000.0,746000000.0,,,113000000.0,,,,752000000.0,1122000000.0,,,,14000000.0,,,,,769000000.0,,-1199000000.0,,,,,,,,,,,,,,,,,-117000000.0,0.36,,3306000000.0,994000000.0,,,,-4000000.0,137000000.0,,4085000000.0,,,4534000000.0,,4341000000.0,,,,509000000.0,,,2583000000.0,,-1158000000.0,-1336000000.0,11547000000.0,,,,,,278000000.0,,,14853000000.0,,,,,,8426000000.0,,642000000.0,,278000000.0,278000000.0,780000000.0,,,633000000.0,,,,0.0,,,,,,,,6427000000.0,,0.0,,1605000000.0,,-533000000.0,,,1484000000.0,2094000000.0,,447000000.0,1099000000.0,,,2328000000.0,182000000.0,,,-104000000.0,,,1518000000.0,,,,,,,,,,,,,,,,
1191110400,,,2520000000.0,,,277000000.0,,,,,-101000000.0,,,115000000.0,,10667000000.0,,1557000000.0,,,,1605000000.0,1050000000.0,808000000.0,,0.22,24000000.0,-318000000.0,,28000000.0,,-5000000.0,987000000.0,-4144000000.0,1000000.0,-394000000.0,,,,,,154000000.0,,1538000000.0,,,,-555000000.0,-327000000.0,,,14811000000.0,,,,,-245000000.0,105000000.0,735000000.0,,,110000000.0,,,,723000000.0,1095000000.0,,,,36000000.0,,,,,739000000.0,,-1340000000.0,,,,,,,,,,,,,,,,,126000000.0,0.22,,2870000000.0,1015000000.0,,,,-3000000.0,139000000.0,,3826000000.0,,,4685000000.0,,4429000000.0,,,,507000000.0,,,2588000000.0,,-1535000000.0,-1480000000.0,11654000000.0,,,,,,162000000.0,,,14524000000.0,,,,,,8255000000.0,,-164000000.0,,162000000.0,162000000.0,752000000.0,,,697000000.0,,,,0.0,,,,,,,,6269000000.0,,0.0,,1050000000.0,,-315000000.0,,,1548000000.0,1972000000.0,,-144000000.0,1040000000.0,,,2404000000.0,204000000.0,,,-7000000.0,,,1555000000.0,,,,,,,,,,,,,,,,
1199059200,,2845000000.0,2543000000.0,3843000000.0,767857143.0,184000000.0,,,,2779000000.0,-6000000.0,,259000000.0,72000000.0,,10874000000.0,-5388000000.0,2779000000.0,12329000000.0,-192000000.0,10874000000.0,1050000000.0,2213000000.0,808000000.0,15160000000.0,,41000000.0,-350000000.0,0.84,33000000.0,,47000000.0,1455000000.0,-4286000000.0,-26000000.0,479000000.0,0.0,,,1390000000.0,,1094000000.0,,1419000000.0,328000000.0,-1529000000.0,-1331000000.0,1163000000.0,0.0,1058000000.0,,15160000000.0,,,758823529.0,,794000000.0,56000000.0,759000000.0,2535000000.0,,106000000.0,-38000000.0,-4286000000.0,106000000.0,1241000000.0,931000000.0,,,,11000000.0,,,,931000000.0,,,-1506000000.0,823000000.0,,,-493000000.0,5000000.0,,119000000.0,-5086000000.0,-122000000.0,808000000.0,9861000000.0,,1609000000.0,759000000.0,-5943000000.0,,6000000.0,,4993000000.0,4443000000.0,978000000.0,,139000000.0,1514000000.0,0.0,144000000.0,,4838000000.0,566000000.0,2213000000.0,4788000000.0,,4993000000.0,,1473000000.0,,566000000.0,1069000000.0,0.0,2492000000.0,2213000000.0,-1479000000.0,-1650000000.0,12329000000.0,,,9831000000.0,41000000.0,645000000.0,112000000.0,,,16772000000.0,-14000000.0,9786000000.0,645000000.0,6018000000.0,1241000000.0,9831000000.0,,744000000.0,0.85,112000000.0,112000000.0,,,4888000000.0,1069000000.0,-1001000000.0,3929000000.0,4443000000.0,0.0,2050000000.0,1455000000.0,-5000000.0,555000000.0,645000000.0,,4838000000.0,6941000000.0,3107000000.0,0.0,6941000000.0,2213000000.0,,-410000000.0,16772000000.0,,1599000000.0,3107000000.0,413000000.0,923000000.0,893000000.0,,4788000000.0,2535000000.0,259000000.0,,,-32000000.0,,,2050000000.0,,,,,,,,,,,,,,,,
1206921600,,,2651000000.0,,,37000000.0,,,,,-19000000.0,,,3000000.0,,11091000000.0,,3122000000.0,,,,2213000000.0,2982000000.0,808000000.0,,0.05,40000000.0,-364000000.0,,28000000.0,,-70000000.0,1890000000.0,-4413000000.0,-19000000.0,-69000000.0,,,,,,964000000.0,,1459000000.0,,,,769000000.0,-54000000.0,,,15504000000.0,,,,,839000000.0,-5000000.0,787000000.0,,,103000000.0,,,,1492000000.0,1198000000.0,,,,11000000.0,,,,,733000000.0,,-1682000000.0,,,,,,,,,,,,,,,,,2000000.0,0.05,,5050000000.0,1009000000.0,,,,-7000000.0,145000000.0,,5781000000.0,,,4811000000.0,,5065000000.0,,,,140000000.0,,,2530000000.0,,-1221000000.0,-1827000000.0,12981000000.0,,,,,,34000000.0,,,18031000000.0,,,,,,10846000000.0,,600000000.0,,34000000.0,34000000.0,734000000.0,,,1248000000.0,,,,0.0,,,,,,,,7185000000.0,,0.0,,2982000000.0,,-126000000.0,,,1706000000.0,3756000000.0,,616000000.0,824000000.0,,,2611000000.0,265000000.0,,,72000000.0,,,2079000000.0,,,,,,,,,,,,,,,,
1214784000,,,1382000000.0,,,529000000.0,,,,,-6000000.0,,,208000000.0,,11170000000.0,,5838000000.0,,,,2982000000.0,4653000000.0,808000000.0,,0.44,71000000.0,-223000000.0,,32000000.0,,,3163000000.0,-4551000000.0,612000000.0,598000000.0,,,,,,2336000000.0,,1186000000.0,,,,1671000000.0,0.0,,,15721000000.0,,,,,1926000000.0,134000000.0,903000000.0,,,100000000.0,,,,2699000000.0,1303000000.0,,,,,,,,,732000000.0,,709000000.0,,,,,,,,,,,,,,,,,-250000000.0,0.44,,8929000000.0,839000000.0,,,,-3000000.0,148000000.0,,8374000000.0,,,5123000000.0,,6158000000.0,,,,1185000000.0,,,2869000000.0,,-2226000000.0,599000000.0,14333000000.0,,,,,,321000000.0,,,23262000000.0,,,,,,14532000000.0,,2113000000.0,,321000000.0,321000000.0,737000000.0,,,2278000000.0,,,,275000000.0,,,,,,,,8730000000.0,,0.0,,4653000000.0,,-1263000000.0,,447000000.0,888000000.0,6097000000.0,,,1981000000.0,,,3193000000.0,301000000.0,,,345000000.0,,,2590000000.0,,,,,,,,,,,,,,,,
1222732800,,,1410000000.0,,,-205000000.0,,,,,-16000000.0,,,-85000000.0,,11198000000.0,,3431000000.0,,,,4653000000.0,2390000000.0,808000000.0,,-0.16,72000000.0,-178000000.0,,35000000.0,,,1676000000.0,-4692000000.0,-34000000.0,60000000.0,,,,,,-2276000000.0,,925000000.0,,,,-2263000000.0,0.0,,,15890000000.0,,,,,-2185000000.0,-48000000.0,701000000.0,,,97000000.0,,,,1066000000.0,1275000000.0,,,,,,,,,736000000.0,16000000.0,-18000000.0,,,,,,,,,,,,,,,,,-84000000.0,-0.16,,5301000000.0,856000000.0,,,,-3000000.0,152000000.0,,5588000000.0,,,4980000000.0,,5523000000.0,,,,1041000000.0,,,2891000000.0,,-794000000.0,496000000.0,12874000000.0,,,,,,-120000000.0,,,18175000000.0,,,,,,11111000000.0,,-2454000000.0,,-120000000.0,-120000000.0,736000000.0,,,1122000000.0,,,,0.0,,,,,,,,7064000000.0,,0.0,,2390000000.0,,-47000000.0,,385000000.0,985000000.0,3540000000.0,,,1906000000.0,,,2568000000.0,286000000.0,,,-269000000.0,,,2580000000.0,,,,,,,,,,,,,,,,
1230681600,,-1521000000.0,1196000000.0,7405000000.0,741666667.0,-83000000.0,,,,1803000000.0,-14000000.0,,203000000.0,-27000000.0,,11040000000.0,1864000000.0,1803000000.0,11415000000.0,92000000.0,11040000000.0,2390000000.0,1368000000.0,808000000.0,15871000000.0,,163000000.0,-158000000.0,0.24,35000000.0,,,375000000.0,-4831000000.0,701000000.0,1065000000.0,1042000000.0,,,2213000000.0,,-2545000000.0,,2261000000.0,56000000.0,-978000000.0,-923000000.0,-1022000000.0,0.0,278000000.0,,15871000000.0,,,741666667.0,,-2714000000.0,-25000000.0,668000000.0,1904000000.0,,105000000.0,,-4831000000.0,105000000.0,-984000000.0,963000000.0,,,,,,,,963000000.0,,-7000000.0,106000000.0,-845000000.0,18000000.0,,1654000000.0,685000000.0,,130000000.0,-5886000000.0,-55000000.0,808000000.0,11023000000.0,,,668000000.0,1265000000.0,,106000000.0,,6549000000.0,2893000000.0,846000000.0,,,-2444000000.0,0.0,154000000.0,,2806000000.0,435000000.0,1368000000.0,4919000000.0,,6549000000.0,,-2360000000.0,,435000000.0,0.0,0.0,2734000000.0,1368000000.0,-1645000000.0,477000000.0,11415000000.0,,,9355000000.0,163000000.0,178000000.0,-56000000.0,,,14308000000.0,-13000000.0,9758000000.0,178000000.0,3618000000.0,-984000000.0,9355000000.0,,-2703000000.0,0.24,-56000000.0,-56000000.0,,,5831000000.0,0.0,-54000000.0,4156000000.0,2893000000.0,1042000000.0,3498000000.0,375000000.0,-226000000.0,587000000.0,178000000.0,,2806000000.0,4953000000.0,1012000000.0,0.0,4953000000.0,1368000000.0,,458000000.0,14308000000.0,209000000.0,1061000000.0,1012000000.0,100000000.0,,1673000000.0,,4919000000.0,1904000000.0,203000000.0,209000000.0,,-130000000.0,,,3498000000.0,,,,,,,,,,,,,,,,
1238457600,,,1314000000.0,,,-107000000.0,,,,,-35000000.0,,,-16000000.0,,10813000000.0,,2134000000.0,,,,1368000000.0,1145000000.0,808000000.0,,-0.12,163000000.0,-85000000.0,,44000000.0,,,370000000.0,-4968000000.0,171000000.0,129000000.0,,,,,,286000000.0,,1144000000.0,,,,-223000000.0,,,,15781000000.0,,,,,267000000.0,-16000000.0,693000000.0,,,111000000.0,,,,-922000000.0,1251000000.0,,,,0.0,,,,,740000000.0,3000000.0,87000000.0,,,,,,,,,,,,,,,,,-24000000.0,-0.12,,2996000000.0,836000000.0,,,,-7000000.0,150000000.0,,3123000000.0,,,4819000000.0,,6128000000.0,,,,989000000.0,,,2357000000.0,,-1697000000.0,372000000.0,11183000000.0,,,,,,-91000000.0,,,14179000000.0,,,,,,9251000000.0,,201000000.0,,-91000000.0,-91000000.0,740000000.0,,,0.0,,,,0.0,,,,,,,,4928000000.0,,0.0,,1145000000.0,,-638000000.0,,231000000.0,671000000.0,1016000000.0,,,1686000000.0,,,1895000000.0,171000000.0,,,-23000000.0,,,3447000000.0,,,,,,,,,,,,,,,,
1246320000,,,1351000000.0,,,50000000.0,,,,,-498000000.0,,,-4000000.0,,10661000000.0,,2198000000.0,,,,1145000000.0,946000000.0,808000000.0,,0.07,105000000.0,-187000000.0,,42000000.0,,,272000000.0,-5082000000.0,212000000.0,43000000.0,,,,,,135000000.0,,1203000000.0,,,,-199000000.0,,,,15743000000.0,,,,,-113000000.0,-4000000.0,732000000.0,,,128000000.0,,,,-762000000.0,1207000000.0,,,,0.0,,,,,741000000.0,3000000.0,242000000.0,,,,,,,,,,,,,,,,,54000000.0,0.07,,3094000000.0,863000000.0,,,,-3000000.0,150000000.0,,3073000000.0,,,4863000000.0,,5808000000.0,,,,1252000000.0,,,2616000000.0,,-1394000000.0,575000000.0,10933000000.0,,,,,,54000000.0,,,14027000000.0,,,,,,8881000000.0,,-52000000.0,,54000000.0,54000000.0,741000000.0,,,0.0,,,,0.0,,,,,,,,5146000000.0,,1000000.0,,946000000.0,,-377000000.0,,237000000.0,690000000.0,1029000000.0,,,1926000000.0,,,1921000000.0,200000000.0,,,-34000000.0,,,3278000000.0,,,,,,,,,,,,,,,,
1254268800,,,1395000000.0,,,-20000000.0,,,,,-22000000.0,,,-4000000.0,,10698000000.0,,2254000000.0,,,,946000000.0,902000000.0,808000000.0,,-0.02,198000000.0,-198000000.0,,43000000.0,,,275000000.0,-5166000000.0,-1000000.0,181000000.0,,,,,,72000000.0,,1608000000.0,,,,-44000000.0,,,,15864000000.0,,,,,-85000000.0,4000000.0,694000000.0,,,125000000.0,,,,-715000000.0,1214000000.0,,,,0.0,,,,,742000000.0,3000000.0,185000000.0,,,,,,,,,,,,,,,,,-96000000.0,-0.02,,3127000000.0,909000000.0,,,,-3000000.0,162000000.0,,3024000000.0,,,4876000000.0,,5859000000.0,,,,1352000000.0,,,2666000000.0,,-1707000000.0,500000000.0,10973000000.0,,,,,,-16000000.0,,,14100000000.0,,,,,,8883000000.0,,-126000000.0,,-16000000.0,-16000000.0,742000000.0,,,0.0,,,,409000000.0,,,,,,,,5217000000.0,,0.0,,902000000.0,,-297000000.0,,225000000.0,771000000.0,918000000.0,,,1895000000.0,,,1947000000.0,196000000.0,,,-2000000.0,,,3378000000.0,,,,,,,,,,,,,,,,
1262217600,,985000000.0,1362000000.0,7491000000.0,741000000.0,184000000.0,,,,2593000000.0,-28000000.0,,221000000.0,69000000.0,,10634000000.0,945000000.0,2593000000.0,10911000000.0,54000000.0,10634000000.0,902000000.0,1114000000.0,808000000.0,15888000000.0,,190000000.0,-114000000.0,0.13,41000000.0,,,277000000.0,-5254000000.0,-14000000.0,-23000000.0,493000000.0,,,1368000000.0,,492000000.0,,1165000000.0,72000000.0,-1569000000.0,-585000000.0,212000000.0,0.0,164000000.0,,15888000000.0,,,741000000.0,,62000000.0,69000000.0,746000000.0,2207000000.0,,102000000.0,,-5254000000.0,102000000.0,-578000000.0,1044000000.0,,,,,,,,1044000000.0,,9000000.0,379000000.0,-254000000.0,12000000.0,,330000000.0,-12000000.0,,165000000.0,-6106000000.0,-183000000.0,808000000.0,10350000000.0,,,746000000.0,2070000000.0,,150000000.0,,6127000000.0,3358000000.0,861000000.0,,,400000000.0,0.0,154000000.0,,2676000000.0,1479000000.0,1114000000.0,4983000000.0,,6127000000.0,,184000000.0,,1479000000.0,0.0,2000000.0,2712000000.0,1114000000.0,-1309000000.0,621000000.0,10911000000.0,,,8803000000.0,190000000.0,99000000.0,115000000.0,,,14269000000.0,-13000000.0,5421000000.0,99000000.0,2859000000.0,-578000000.0,8803000000.0,,378000000.0,0.13,115000000.0,115000000.0,,,5120000000.0,0.0,0.0,3468000000.0,3358000000.0,493000000.0,3325000000.0,277000000.0,14000000.0,616000000.0,99000000.0,,2676000000.0,5466000000.0,696000000.0,1000000.0,5466000000.0,1114000000.0,,-257000000.0,14269000000.0,169000000.0,729000000.0,696000000.0,65000000.0,,1983000000.0,,4983000000.0,2207000000.0,221000000.0,169000000.0,,56000000.0,,,3325000000.0,,,,,,,,,,,,,,,,
1269993600,,,1352000000.0,,,17000000.0,,,,,-60000000.0,,,6000000.0,,10621000000.0,,2773000000.0,,,,1114000000.0,1110000000.0,808000000.0,,0.01,170000000.0,-139000000.0,,36000000.0,,,288000000.0,-5402000000.0,0.0,-55000000.0,,,,,,373000000.0,,1197000000.0,,,,-4000000.0,,,,16023000000.0,,,,,186000000.0,12000000.0,690000000.0,,,98000000.0,,,,-518000000.0,1400000000.0,,,,,,,,,743000000.0,5000000.0,207000000.0,,,,,,,,,,,,,,,,,-13000000.0,0.01,,3621000000.0,864000000.0,,,,-7000000.0,154000000.0,,2917000000.0,,,4973000000.0,,6076000000.0,,,,1663000000.0,,,2630000000.0,,-1380000000.0,528000000.0,10909000000.0,,,,,,11000000.0,,,14530000000.0,,,,,,8993000000.0,,234000000.0,,11000000.0,11000000.0,744000000.0,,,0.0,,,,423000000.0,,,,,,,,5537000000.0,,0.0,,1110000000.0,,-322000000.0,,235000000.0,750000000.0,657000000.0,,,1880000000.0,,,2250000000.0,227000000.0,,,-4000000.0,,,3305000000.0,,,,,,,,,,,,,,,,
1277856000,,,1427000000.0,,,184000000.0,,0.0,,,-69000000.0,,,72000000.0,,10627000000.0,,3124000000.0,,,,1110000000.0,989000000.0,808000000.0,,0.15,123000000.0,-159000000.0,,42000000.0,,,389000000.0,-5555000000.0,-2000000.0,-51000000.0,,,,,,540000000.0,,1349000000.0,,,,-121000000.0,,,,16182000000.0,,,,,48000000.0,63000000.0,787000000.0,,,95000000.0,,,,-641000000.0,1486000000.0,,,,23000000.0,,,,,745000000.0,,380000000.0,,,,,,,,,,,,,,,,,166000000.0,0.15,,3971000000.0,946000000.0,,,,-3000000.0,154000000.0,,3338000000.0,,,5075000000.0,,6101000000.0,,,,2135000000.0,,,3168000000.0,,-1800000000.0,865000000.0,11016000000.0,,,,,,112000000.0,,,14987000000.0,,,,,,9439000000.0,,381000000.0,,112000000.0,112000000.0,746000000.0,,,0.0,,,,490000000.0,,,,,,,,5548000000.0,,0.0,,989000000.0,,-610000000.0,,277000000.0,876000000.0,942000000.0,,,2292000000.0,,,2192000000.0,226000000.0,,,-146000000.0,,,3324000000.0,,,,,,,,,,,,,,,,
1285804800,,,1462000000.0,,,332000000.0,,,,,-39000000.0,,,127000000.0,,10566000000.0,,3379000000.0,,,,989000000.0,1031000000.0,808000000.0,,0.27,113000000.0,-100000000.0,,38000000.0,,42000000.0,535000000.0,-5682000000.0,1000000.0,-31000000.0,,,,,,385000000.0,,939000000.0,,,,42000000.0,,,,16248000000.0,,,,,19000000.0,20000000.0,707000000.0,,,92000000.0,,,,-453000000.0,1423000000.0,,,,,,,,,746000000.0,,531000000.0,,,,,,,,,,,,,,,,,-17000000.0,0.27,,4042000000.0,938000000.0,,,,-3000000.0,161000000.0,,3187000000.0,,,5273000000.0,,6006000000.0,,,,2348000000.0,,,3192000000.0,,-1151000000.0,861000000.0,11101000000.0,,,,,,205000000.0,,,15143000000.0,,,,,,9193000000.0,,285000000.0,,205000000.0,205000000.0,747000000.0,,,0.0,,,,424000000.0,,,,,,,,5950000000.0,,0.0,,1031000000.0,,-312000000.0,,289000000.0,869000000.0,944000000.0,,,2323000000.0,,,2140000000.0,231000000.0,,,13000000.0,,,3350000000.0,,,,,,,,,,,,,,,,
1293753600,,1561000000.0,1518000000.0,8720000000.0,747000000.0,213000000.0,,,,3538000000.0,-32000000.0,,243000000.0,82000000.0,,10578000000.0,1540000000.0,3538000000.0,11184000000.0,-106000000.0,10578000000.0,1031000000.0,1261000000.0,808000000.0,16343000000.0,,505000000.0,-95000000.0,0.61,38000000.0,,40000000.0,606000000.0,-5765000000.0,58000000.0,-19000000.0,465000000.0,,,1114000000.0,,269000000.0,,1368000000.0,133000000.0,-1265000000.0,-493000000.0,230000000.0,,745000000.0,,16343000000.0,,,746000000.0,,-184000000.0,37000000.0,739000000.0,2493000000.0,,88000000.0,-26000000.0,-5765000000.0,88000000.0,-262000000.0,1198000000.0,,,,,,,,1198000000.0,,,410000000.0,147000000.0,,,-149000000.0,8000000.0,,167000000.0,-5624000000.0,-199000000.0,808000000.0,12104000000.0,,,739000000.0,2962000000.0,,141000000.0,,5921000000.0,4279000000.0,956000000.0,,,1068000000.0,0.0,159000000.0,,3305000000.0,2277000000.0,1261000000.0,5399000000.0,,5921000000.0,,216000000.0,,2277000000.0,0.0,0.0,3114000000.0,1261000000.0,-1293000000.0,-1266000000.0,11184000000.0,,,9226000000.0,505000000.0,459000000.0,131000000.0,,,15463000000.0,-13000000.0,5758000000.0,459000000.0,3384000000.0,-262000000.0,9226000000.0,1198000000.0,174000000.0,0.62,131000000.0,131000000.0,,,4852000000.0,0.0,0.0,3704000000.0,4279000000.0,465000000.0,2875000000.0,606000000.0,139000000.0,628000000.0,459000000.0,,3305000000.0,6237000000.0,863000000.0,0.0,6237000000.0,1261000000.0,,-20000000.0,15463000000.0,195000000.0,2862000000.0,863000000.0,286000000.0,,252000000.0,,5399000000.0,2493000000.0,243000000.0,195000000.0,,32000000.0,,,2875000000.0,,,,,,,,,,,,,,,,
1301529600,,,1505000000.0,,,18000000.0,,,,,-30000000.0,,,13000000.0,,10496000000.0,,4465000000.0,,,,1261000000.0,2039000000.0,808000000.0,,0.01,905000000.0,-57000000.0,,40000000.0,,-87000000.0,589000000.0,-5919000000.0,77000000.0,44000000.0,,,,,,965000000.0,,1310000000.0,,,,778000000.0,,,,16415000000.0,,,,,571000000.0,28000000.0,916000000.0,,,85000000.0,,,,79000000.0,1710000000.0,,,,4000000.0,,,,,748000000.0,,213000000.0,,,,,,,,,,,,,,,,,199000000.0,0.01,,5329000000.0,954000000.0,,,,-7000000.0,155000000.0,,4358000000.0,,,5399000000.0,,5469000000.0,,,,2426000000.0,,,3103000000.0,,-1484000000.0,114000000.0,11085000000.0,,,,,,5000000.0,,,16414000000.0,,,,,,9827000000.0,,908000000.0,,5000000.0,5000000.0,749000000.0,,,0.0,,,,460000000.0,,,,,,,,6587000000.0,,0.0,,2039000000.0,,-231000000.0,,282000000.0,1484000000.0,827000000.0,,,1619000000.0,,,2496000000.0,320000000.0,,,-59000000.0,,1710000000.0,2428000000.0,,,,,,,,,,,,,,,,
1309392000,,,1772000000.0,,,275000000.0,184000000.0,-35000000.0,,,-32000000.0,,,114000000.0,,11721000000.0,,4374000000.0,,,,2039000000.0,1595000000.0,808000000.0,,0.21,990000000.0,-250000000.0,,49000000.0,,-20000000.0,832000000.0,-6046000000.0,-84000000.0,-92000000.0,,,,,,237000000.0,,1440000000.0,,,,-444000000.0,,,,17767000000.0,,,,,65000000.0,95000000.0,1049000000.0,,,82000000.0,,,,-107000000.0,2154000000.0,,,,27000000.0,,,,,780000000.0,,501000000.0,,,,,,,,,,,,,,,,,-61000000.0,0.21,,5421000000.0,1125000000.0,,,,-3000000.0,177000000.0,,5318000000.0,,,5398000000.0,,6425000000.0,,,,2779000000.0,,,4136000000.0,,-1779000000.0,265000000.0,13524000000.0,,,,,,161000000.0,,,18945000000.0,,,,,,11743000000.0,,-13000000.0,,161000000.0,161000000.0,787000000.0,,,0.0,,,,838000000.0,,,,,,,,7202000000.0,,0.0,,1595000000.0,971000000.0,-589000000.0,,389000000.0,2099000000.0,1130000000.0,,,2037000000.0,,,2263000000.0,394000000.0,,,55000000.0,89000000.0,2149000000.0,3242000000.0,,,,,,,,,,,,,,,,
