date,annualBasicEPS,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualRepaymentOfDebt,annualOperatingCashFlow,annualEbitda,quarterlyDilutedAverageShares,annualNetPPE,trailingGrossProfit,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlyAccumulatedDepreciation,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingOtherIncomeExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,annualDilutedAverageShares,trailingNetOtherFinancingCharges,trailingInterestExpense,trailingPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingCashDividendsPaid,trailingNetIncome,annualDilutedEPS,quarterlyEbitda,quarterlyTaxProvision,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,annualGoodwill,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCostOfRevenue,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualPretaxIncome,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualOtherNonCurrentAssets,annualStockholdersEquity,annualCurrentAssets,annualCashAndCashEquivalents,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2012-06-30,,-197000000.0,,,1496000000.0,,397000000.0,513000000.0,1224000000.0,196000000.0,,490000000.0,,,,,,705000000.0,,,,16869000000.0,-222000000.0,,,,,1068000000.0,,-16030000000.0,,,,,490000000.0,,3038000000.0,,-35000000.0,,239000000.0,,,,-1397000000.0,,,0.39,1995000000.0,,,,,,,,566000000,0.0,59000000.0,-397000000.0,,,743000000.0,,,,,1806000000,46000000.0,704000000.0,,14000000.0,,48615000000.0,,,,982000000,85000000.0,,,32585000000.0,4000000.0,,294000000.0,,,,,,346000000.0,4632000000.0,,,,,11000000.0,,,,,,,167000000.0,,23805000000.0,,,,,2793000000.0,5396000000.0,,44738000000.0,47531000000.0,,-197000000.0,,,298000000.0,346000000.0,,,,272000000.0,,,,,286000000.0,1079000000.0,312000000,29201000000.0,,1652000000.0,5463000000.0,,,,,,,,,65000000.0,490000000.0,235000000.0,,-515000000.0,79000000.0,0.39,,3542000000.0,,,18846000000.0,,3768000000.0,,,,,,363000000.0,1000000000.0,-324000000.0,727000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,-144000000.0,,,1440000000.0,,545000000.0,679000000.0,1224000000.0,490000000.0,,494000000.0,,,,,,706000000.0,,,,16992000000.0,-942000000.0,,,,,973000000.0,,-16259000000.0,,,,,494000000.0,,2540000000.0,,-33000000.0,,249000000.0,,,,-1352000000.0,,,0.52,1877000000.0,,,,,,,,689000000,0.0,-285000000.0,-694000000.0,,,1101000000.0,,,,,2126000000,128000000.0,705000000.0,,235000000.0,,48638000000.0,,,,1136000000,134000000.0,,,32379000000.0,17000000.0,,4000000.0,,,,,,342000000.0,4691000000.0,,,,,-16000000.0,,,,,,,337000000.0,,23767000000.0,,,,,2554000000.0,4763000000.0,,44387000000.0,46941000000.0,,-144000000.0,,,321000000.0,407000000.0,,,,369000000.0,,,,,382000000.0,1368000000.0,411000000,28530000000.0,,1629000000.0,5520000000.0,,,,,,,,,71000000.0,494000000.0,214000000.0,,-798000000.0,40000000.0,0.52,,3419000000.0,,,18882000000.0,,3858000000.0,,,,,,346000000.0,873000000.0,-322000000.0,758000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,1.84,-309000000.0,551000000.0,376000000.0,376000000.0,3006000000.0,466000000.0,-1356000000.0,1224000000.0,494000000.0,,551000000.0,45509000000.0,257000000.0,-980000000.0,3571000000.0,4282000000.0,705000000.0,33713000000.0,,705000000.0,16911000000.0,143000000.0,383000000.0,-403000000.0,27000000.0,,448000000.0,50253000000.0,-16540000000.0,24000000.0,,410000000.0,-866000000.0,551000000.0,654000000.0,3169000000.0,,-34000000.0,,239000000.0,,-3256000000.0,285000000.0,-1448000000.0,-16540000000.0,,0.43,923000000.0,-2595000000.0,,,,,434000000.0,-652000000.0,636000000,383000000.0,254000000.0,-1040000000.0,,67000000.0,1025000000.0,706000000.0,,,,2089000000,38000000.0,705000000.0,,207000000.0,3953000000.0,50253000000.0,,,1.84,1048000000,118000000.0,-103000000.0,224000000.0,33713000000.0,18000000.0,1224000000.0,57000000.0,969000000.0,3458000000.0,-135000000.0,976000000.0,53000000.0,343000000.0,4687000000.0,2572000000.0,,923000000.0,8007000000.0,17000000.0,287000000.0,448000000.0,-1448000000.0,,,205000000.0,291000000.0,551000000.0,24116000000.0,29997000000.0,,,466000000.0,2824000000.0,5881000000.0,,45509000000.0,48333000000.0,1354000000.0,-95000000.0,,1472000000.0,410000000.0,-15000000.0,5001000000.0,-1281000000.0,3169000000.0,306000000.0,,5366000000.0,1938000000.0,1049000000.0,320000000.0,-720000000.0,348000000,29997000000.0,,2097000000.0,5366000000.0,2097000000.0,16911000000.0,2824000000.0,551000000.0,19013000000.0,1375000000.0,,48333000000.0,61000000.0,551000000.0,224000000.0,4687000000.0,-1226000000.0,123000000.0,0.43,368000000.0,3458000000.0,5881000000.0,,19013000000.0,,3953000000.0,,1052000000.0,24116000000.0,127000000.0,1299000000.0,368000000.0,1052000000.0,-325000000.0,2809000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,-32000000.0,,,1386000000.0,,607000000.0,109000000.0,1810000000.0,551000000.0,,443000000.0,,,,,,707000000.0,,,,17717000000.0,-843000000.0,,,,,746000000.0,,-16908000000.0,,,,,443000000.0,,3134000000.0,,-35000000.0,,256000000.0,,,,-1384000000.0,,,0.63,1971000000.0,,,,,,,,759000000,0.0,159000000.0,-929000000.0,,,706000000.0,,,,,2252000000,36000000.0,706000000.0,,-210000000.0,,51264000000.0,,,,1230000000,115000000.0,,,34356000000.0,32000000.0,,-108000000.0,,,,,,367000000.0,4809000000.0,,,,,15000000.0,,,,,,,376000000.0,,24416000000.0,,,,,2451000000.0,5457000000.0,,46583000000.0,49034000000.0,,-32000000.0,,,1134000000.0,-223000000.0,,,,446000000.0,,,,,461000000.0,868000000.0,492000000,29873000000.0,,1915000000.0,5396000000.0,,,,,,,,,91000000.0,443000000.0,231000000.0,,-981000000.0,-20000000.0,0.63,,3530000000.0,,,19281000000.0,,4001000000.0,,,,,,352000000.0,1031000000.0,-315000000.0,1384000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,-94000000.0,,,1433000000.0,,506000000.0,106000000.0,1813000000.0,443000000.0,,674000000.0,,,,,,708000000.0,,,,17834000000.0,-695000000.0,,,,,816000000.0,,-17327000000.0,,,,,674000000.0,,4377000000.0,,349000000.0,,252000000.0,,,,-1360000000.0,,-1000000.0,0.52,1968000000.0,,,,,,,,616000000,0.0,723000000.0,-1109000000.0,,,841000000.0,,,,,2009000000,134000000.0,707000000.0,,-114000000.0,,53026000000.0,,,,1114000000,98000000.0,,,35699000000.0,23000000.0,,231000000.0,,,,,,356000000.0,4846000000.0,,,,,19000000.0,,,,,,,283000000.0,,24512000000.0,,,,,2765000000.0,6725000000.0,,48118000000.0,50883000000.0,,-39000000.0,,,1152000000.0,-268000000.0,,,,365000000.0,,,,,385000000.0,722000000.0,408000000,31237000000.0,,1921000000.0,5412000000.0,,,,,,,,,153000000.0,674000000.0,224000000.0,,-1347000000.0,-144000000.0,0.52,,3653000000.0,,,19272000000.0,,4088000000.0,,,,,,380000000.0,1051000000.0,-351000000.0,1287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,-129000000.0,,,1518000000.0,,724000000.0,138000000.0,1813000000.0,674000000.0,,645000000.0,,,,,,708000000.0,,,,17992000000.0,-1698000000.0,,,,,636000000.0,,-17598000000.0,,,,,645000000.0,,2659000000.0,,-44000000.0,,235000000.0,,,,-1364000000.0,,,0.68,1771000000.0,,,,,,,,751000000,0.0,89000000.0,-992000000.0,,,1118000000.0,,,,,2204000000,193000000.0,707000000.0,,72000000.0,,53583000000.0,,,,1325000000,190000000.0,,,35985000000.0,4000000.0,,-29000000.0,,,,,,366000000.0,5001000000.0,,,,,-40000000.0,,,,,,,299000000.0,,26306000000.0,,,,,2432000000.0,4760000000.0,,48397000000.0,50829000000.0,,-30000000.0,,,1049000000.0,126000000.0,,,,481000000.0,,,,,501000000.0,889000000.0,534000000,31066000000.0,,1924000000.0,5395000000.0,,,,,,,,,177000000.0,645000000.0,238000000.0,,-1224000000.0,-103000000.0,0.68,,3575000000.0,,,21094000000.0,,4163000000.0,,,,,,330000000.0,913000000.0,-346000000.0,1315000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,2.42,-124000000.0,927000000.0,324000000.0,324000000.0,3321000000.0,685000000.0,92000000.0,1813000000.0,645000000.0,,927000000.0,50751000000.0,597000000.0,-1286000000.0,3674000000.0,5013000000.0,708000000.0,37606000000.0,,707000000.0,18525000000.0,562000000.0,369000000.0,1794000000.0,-30000000.0,,248000000.0,55457000000.0,-17851000000.0,-22000000.0,,303000000.0,-379000000.0,927000000.0,551000000.0,2815000000.0,,-52000000.0,,261000000.0,,-5120000000.0,568000000.0,-934000000.0,-17851000000.0,-200000000.0,0.59,866000000.0,-4461000000.0,,,,,445000000.0,-163000000.0,750000000,369000000.0,823000000.0,-1431000000.0,,-54000000.0,1009000000.0,708000000.0,,,,2332000000,205000000.0,707000000.0,,-74000000.0,4564000000.0,55457000000.0,,,2.42,1342000000,208000000.0,376000000.0,251000000.0,37606000000.0,13000000.0,1813000000.0,282000000.0,1006000000.0,3696000000.0,218000000.0,-787000000.0,72000000.0,396000000.0,5096000000.0,2876000000.0,,866000000.0,8797000000.0,-16000000.0,-326000000.0,248000000.0,-934000000.0,,,-280000000.0,359000000.0,927000000.0,28404000000.0,33762000000.0,,,611000000.0,3147000000.0,5358000000.0,,50751000000.0,53898000000.0,1786000000.0,-62000000.0,,1911000000.0,303000000.0,-422000000.0,5476000000.0,-1356000000.0,2815000000.0,420000000.0,,5759000000.0,2522000000.0,1317000000.0,439000000.0,842000000.0,477000000,33762000000.0,-200000000.0,2830000000.0,5759000000.0,2830000000.0,18525000000.0,3147000000.0,927000000.0,22955000000.0,1485000000.0,,53898000000.0,174000000.0,927000000.0,251000000.0,5096000000.0,-1568000000.0,-13000000.0,0.59,388000000.0,3696000000.0,5358000000.0,,22955000000.0,,4564000000.0,,1122000000.0,28404000000.0,-290000000.0,1712000000.0,388000000.0,1122000000.0,-344000000.0,1490000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,-89000000.0,,,2058000000.0,,710000000.0,123000000.0,2255000000.0,927000000.0,,749000000.0,,,,,,708000000.0,,,,19087000000.0,-1524000000.0,,,,,962000000.0,,-18349000000.0,,,,,749000000.0,,2246000000.0,,-45000000.0,,252000000.0,,,,-892000000.0,,-200000000.0,0.58,2431000000.0,,,,,,,,857000000,0.0,-300000000.0,-778000000.0,,,979000000.0,,,,,2884000000,162000000.0,708000000.0,,-123000000.0,,56974000000.0,,,,1355000000,221000000.0,,,38625000000.0,10000000.0,,-178000000.0,,,,,,393000000.0,5167000000.0,,,,,13000000.0,,,,,,,706000000.0,,29877000000.0,,,,,3464000000.0,5056000000.0,,52030000000.0,55494000000.0,,-89000000.0,,,967000000.0,201000000.0,,,,412000000.0,,,,,435000000.0,980000000.0,489000000,34933000000.0,,1705000000.0,5800000000.0,,,,,,,,,113000000.0,749000000.0,236000000.0,,-890000000.0,-23000000.0,0.58,,3842000000.0,,,24102000000.0,,4808000000.0,,,,,,379000000.0,1517000000.0,-345000000.0,1904000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,-40000000.0,,,2220000000.0,,637000000.0,119000000.0,2255000000.0,749000000.0,,567000000.0,,,,,,709000000.0,,,,19104000000.0,-205000000.0,,,,,1050000000.0,,-18551000000.0,,,,,567000000.0,,2861000000.0,,-47000000.0,,278000000.0,,,,-959000000.0,,0.0,0.59,2353000000.0,,,,,,,,704000000,0.0,-370000000.0,-967000000.0,,,1119000000.0,,,,,2234000000,142000000.0,708000000.0,,202000000.0,,57007000000.0,,,,1314000000,165000000.0,,,38456000000.0,6000000.0,,-182000000.0,,,,,,399000000.0,5244000000.0,,,,,-6000000.0,,,,,,,328000000.0,,28596000000.0,,,,,2993000000.0,5597000000.0,,51717000000.0,54710000000.0,,-40000000.0,,,865000000.0,152000000.0,,,,416000000.0,,,,,441000000.0,823000000.0,472000000,34193000000.0,,1610000000.0,5719000000.0,,,,,,,,,157000000.0,567000000.0,252000000.0,,-914000000.0,93000000.0,0.59,,3712000000.0,,,22841000000.0,,4890000000.0,,,,,,383000000.0,1124000000.0,-365000000.0,1411000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,-247000000.0,,,2357000000.0,,745000000.0,113000000.0,2255000000.0,567000000.0,,698000000.0,,,,,,710000000.0,,,,19399000000.0,-38000000.0,,,,,1102000000.0,,-19097000000.0,,,,,698000000.0,,3491000000.0,,37000000.0,,285000000.0,,,,-818000000.0,,0.0,0.64,2705000000.0,,,,,,,,873000000,0.0,39000000.0,-853000000.0,,,1242000000.0,,,,,2451000000,217000000.0,708000000.0,,171000000.0,,59286000000.0,,,,1433000000,239000000.0,,,40189000000.0,27000000.0,,131000000.0,,,,,,403000000.0,5360000000.0,,,,,-73000000.0,,,,,,,388000000.0,,29645000000.0,,,,,3355000000.0,6577000000.0,,53801000000.0,57156000000.0,,-66000000.0,,,993000000.0,389000000.0,,,,457000000.0,,,,,481000000.0,986000000.0,506000000,36222000000.0,,1569000000.0,5789000000.0,,,,,,,,,140000000.0,698000000.0,267000000.0,,-1131000000.0,-31000000.0,0.64,,3897000000.0,,,23511000000.0,,5141000000.0,,,,,,381000000.0,1288000000.0,-364000000.0,1465000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2.46,-121000000.0,489000000.0,272000000.0,272000000.0,3765000000.0,732000000.0,118000000.0,2255000000.0,698000000.0,,489000000.0,55407000000.0,639000000.0,-1069000000.0,4079000000.0,5578000000.0,710000000.0,41774000000.0,,708000000.0,19070000000.0,-49000000.0,779000000.0,-373000000.0,-28000000.0,,187000000.0,61337000000.0,-19563000000.0,-73000000.0,,362000000.0,-497000000.0,489000000.0,927000000.0,4264000000.0,,-44000000.0,,328000000.0,,-4144000000.0,686000000.0,-1235000000.0,-19563000000.0,0.0,0.65,1624000000.0,-4357000000.0,,,,,473000000.0,-256000000.0,858000000,779000000.0,258000000.0,-1759000000.0,,-189000000.0,739000000.0,710000000.0,,,,2616000000,165000000.0,709000000.0,,-439000000.0,5275000000.0,61337000000.0,,,2.46,1476000000,206000000.0,-438000000.0,292000000.0,41774000000.0,4000000.0,2255000000.0,-209000000.0,1143000000.0,4034000000.0,-99000000.0,-278000000.0,47000000.0,416000000.0,5478000000.0,3292000000.0,,1624000000.0,10185000000.0,-7000000.0,-189000000.0,187000000.0,-1235000000.0,,,710000000.0,414000000.0,489000000.0,30710000000.0,38294000000.0,,,831000000.0,3540000000.0,7584000000.0,,55407000000.0,58947000000.0,1840000000.0,-61000000.0,,1993000000.0,362000000.0,-1020000000.0,6420000000.0,-1439000000.0,4264000000.0,458000000.0,,5598000000.0,2824000000.0,1836000000.0,483000000.0,976000000.0,526000000,38294000000.0,-200000000.0,3275000000.0,5598000000.0,3275000000.0,19070000000.0,3540000000.0,489000000.0,24120000000.0,1611000000.0,,58947000000.0,229000000.0,489000000.0,292000000.0,5478000000.0,-1209000000.0,671000000.0,0.65,424000000.0,4034000000.0,7584000000.0,,24120000000.0,,5275000000.0,,1313000000.0,30710000000.0,377000000.0,1743000000.0,424000000.0,1313000000.0,-365000000.0,1640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,-93000000.0,,,3104000000.0,,676000000.0,134000000.0,2499000000.0,489000000.0,,1821000000.0,,,,,,710000000.0,,,,19470000000.0,-1016000000.0,,,,,1589000000.0,,-20303000000.0,,,,,1821000000.0,,4930000000.0,,-50000000.0,,270000000.0,,,,-1111000000.0,,0.0,0.55,2852000000.0,,,,,,,,871000000,0.0,1380000000.0,-1007000000.0,,,760000000.0,,,,,2874000000,139000000.0,709000000.0,,-393000000.0,,64514000000.0,,,,1380000000,207000000.0,,,44211000000.0,10000000.0,,1332000000.0,,,,,,434000000.0,5497000000.0,,,,,-20000000.0,,,,,,,681000000.0,,34400000000.0,,,,,5109000000.0,8207000000.0,,58707000000.0,63816000000.0,,-93000000.0,,,1838000000.0,-247000000.0,,,,387000000.0,,,,,410000000.0,1005000000.0,469000000,42607000000.0,,1247000000.0,5735000000.0,,,,,,,,,89000000.0,1821000000.0,280000000.0,,-837000000.0,263000000.0,0.55,,4410000000.0,,,27001000000.0,,5561000000.0,,,,,,425000000.0,1419000000.0,-363000000.0,1869000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,-105000000.0,,,3107000000.0,,744000000.0,123000000.0,2499000000.0,1821000000.0,,590000000.0,,,,,,710000000.0,,,,19245000000.0,-867000000.0,,,,,1462000000.0,,-20603000000.0,,,,,590000000.0,,4193000000.0,,-27000000.0,,331000000.0,,,,-1193000000.0,,0.0,0.6,2570000000.0,,,,,,,,875000000,0.0,-1033000000.0,-1138000000.0,,,969000000.0,,,,,2631000000,224000000.0,709000000.0,,-92000000.0,,65020000000.0,,,,1515000000,250000000.0,,,44417000000.0,1000000.0,,-1231000000.0,,,,,,440000000.0,5559000000.0,,,,,-29000000.0,,,,,,,426000000.0,,34411000000.0,,,,,3745000000.0,7223000000.0,,58852000000.0,62597000000.0,,-105000000.0,,,1917000000.0,-169000000.0,,,,429000000.0,,,,,454000000.0,998000000.0,494000000,41634000000.0,,1256000000.0,5735000000.0,,,,,,,,,119000000.0,590000000.0,286000000.0,,-1154000000.0,89000000.0,0.6,,4337000000.0,,,26773000000.0,,5721000000.0,,,,,,460000000.0,1407000000.0,-392000000.0,1633000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,-105000000.0,,,3415000000.0,,694000000.0,133000000.0,2499000000.0,590000000.0,,755000000.0,,,,,,710000000.0,,,,19390000000.0,-183000000.0,,,,,1291000000.0,,-21344000000.0,,,,,755000000.0,,3799000000.0,,-60000000.0,,269000000.0,,,,-1084000000.0,,0.0,0.57,2635000000.0,,,,,,,,925000000,0.0,-30000000.0,-1106000000.0,,,1247000000.0,,,,,2944000000,193000000.0,709000000.0,,107000000.0,,68175000000.0,,,,1402000000,223000000.0,,,46831000000.0,1000000.0,,165000000.0,,,,,,439000000.0,5592000000.0,,,,,-40000000.0,,,,,,,624000000.0,,37623000000.0,,,,,3800000000.0,6880000000.0,,61928000000.0,65728000000.0,,-105000000.0,,,2268000000.0,141000000.0,,,,402000000.0,,,,,425000000.0,1058000000.0,471000000,44503000000.0,,1243000000.0,5782000000.0,,,,,,,,,22000000.0,755000000.0,309000000.0,,-1064000000.0,147000000.0,0.57,,4657000000.0,,,29323000000.0,,6032000000.0,,,,,,446000000.0,1445000000.0,-392000000.0,1886000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-1.75,-426000000.0,850000000.0,220000000.0,220000000.0,4048000000.0,-3220000000.0,127000000.0,2499000000.0,755000000.0,,850000000.0,60569000000.0,-3430000000.0,-2105000000.0,4115000000.0,1998000000.0,708000000.0,44817000000.0,,709000000.0,16438000000.0,-39000000.0,1009000000.0,744000000.0,-3000000.0,,306000000.0,67116000000.0,-22299000000.0,-118000000.0,,1305000000.0,-729000000.0,850000000.0,489000000.0,3765000000.0,,-32000000.0,,526000000.0,,-4610000000.0,-102000000.0,-939000000.0,-22299000000.0,-294000000.0,-3.47,1506000000.0,-4429000000.0,,,,,517000000.0,-493000000.0,860000000,1009000000.0,427000000.0,-1216000000.0,,-66000000.0,1139000000.0,709000000.0,,,,2851000000,-658000000.0,708000000.0,,-20000000.0,5144000000.0,67116000000.0,,,-1.75,-2242000000,-646000000.0,361000000.0,323000000.0,44817000000.0,15000000.0,2499000000.0,95000000.0,1339000000.0,4812000000.0,-169000000.0,-314000000.0,27000000.0,452000000.0,2769000000.0,3531000000.0,,1506000000.0,11300000000.0,-29000000.0,-398000000.0,306000000.0,-939000000.0,,,548000000.0,506000000.0,850000000.0,39022000000.0,46328000000.0,,,34000000.0,3914000000.0,7306000000.0,,60569000000.0,64483000000.0,-1146000000.0,-190000000.0,,-1140000000.0,1305000000.0,-77000000.0,7252000000.0,-1538000000.0,3765000000.0,-2458000000.0,,6214000000.0,-1106000000.0,2237000000.0,-2435000000.0,987000000.0,-2574000000,46328000000.0,-294000000.0,4146000000.0,6214000000.0,4146000000.0,16438000000.0,3914000000.0,850000000.0,31459000000.0,1765000000.0,,64483000000.0,-3603000000.0,850000000.0,323000000.0,2769000000.0,-1555000000.0,87000000.0,-3.47,520000000.0,4812000000.0,7306000000.0,,31459000000.0,,5144000000.0,,1388000000.0,39022000000.0,-153000000.0,-1240000000.0,520000000.0,1388000000.0,-391000000.0,1864000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,-1165000000.0,,,3012000000.0,,424000000.0,141000000.0,2499000000.0,850000000.0,,1238000000.0,,,,,,703000000.0,,,,16193000000.0,-1357000000.0,,,,,1162000000.0,,-22301000000.0,,,,,1238000000.0,,3799000000.0,,-38000000.0,,420000000.0,,,,-999000000.0,,-14000000.0,0.36,2875000000.0,,,,,,,,723000000,0.0,1374000000.0,-903000000.0,,,1045000000.0,,,,,2547000000,36000000.0,702000000.0,,-80000000.0,,66762000000.0,,,,1298000000,70000000.0,,,44461000000.0,3000000.0,,388000000.0,,,,,,454000000.0,2594000000.0,,,,,-52000000.0,,,,,,,514000000.0,,38985000000.0,,,,,4137000000.0,7137000000.0,,59821000000.0,63958000000.0,,-170000000.0,,,2717000000.0,142000000.0,,,,252000000.0,,,,,274000000.0,864000000.0,354000000,46122000000.0,,1563000000.0,6275000000.0,,,,,,,,,-80000000.0,1238000000.0,356000000.0,,-1974000000.0,94000000.0,0.36,,4510000000.0,,,31237000000.0,,5031000000.0,,,,,,463000000.0,1381000000.0,-388000000.0,1683000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
