date,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,annualBasicEPS,annualInvestingCashFlow,quarterlyNetIncome,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,annualOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualCurrentLiabilities,annualDilutedEPS,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualCapitalStock,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,annualAccountsPayable,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualNetPPE,trailingTotalRevenue,annualEbitda,annualOperatingIncome,quarterlyCapitalStock,annualOtherIncomeExpense,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentLiabilities,annualCapitalExpenditure,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualTotalRevenue,annualDilutedAverageShares,trailingResearchAndDevelopment,annualResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetIncome,annualFreeCashFlow,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualInterestExpense,trailingBasicAverageShares,annualGoodwill,annualChangeInInventory,trailingOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,quarterlyInterestExpense,trailingDeferredIncomeTax,annualRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,quarterlyNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyOperatingCashFlow,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInventory,quarterlySaleOfInvestment,quarterlyEndCashPosition,annualCurrentDebt,annualCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyCashDividendsPaid,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualLongTermDebt,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCurrentDebt,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyLongTermDebt,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyGoodwill,annualRepurchaseOfCapitalStock,trailingBasicEPS
1970-01-01 00:00:01.483142400,,110576148.0,-5.657884,-96135000.0,,-625627000.0,,11693000.0,167234000.0,408082000.0,-164387000.0,,,,,319928000.0,-5.657884,-164387000.0,,,,4514000.0,0.0,52098000.0,,-95000000.0,0.0,,2940000.0,,11693000.0,2673000.0,-420451000.0,,1011000.0,1253998000.0,,178272000.0,2673000.0,4866000.0,0.0,95000000.0,101187000.0,522773000.0,6187000.0,6267000.0,7411960000.0,-621631000.0,-626145000.0,,,-95000000.0,6187000.0,16876000.0,448131000.0,,0.0,,,,,,,0.0,,-1135000.0,,0.0,,,,-10609000.0,140071000.0,,,-2940000.0,,1075726000.0,408082000.0,156101000.0,,408082000.0,522773000.0,220311000.0,6187000.0,,,-625627000.0,11098000.0,,,796904000.0,110576148.0,409529000.0,188334000.0,,11133000.0,-297740000.0,,,,,331621000.0,0.0,,,,5382047000.0,148564000.0,,,981000.0,,-625627000.0,36632000.0,,,-625627000.0,-421586000.0,,0.0,56666000.0,328405000.0,728665000.0,1094644000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,,-41679000.0,,-41679000.0,,,,,,42392000.0,,,,,,382762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41679000.0,,,,,,110576148.0,,,,,,,,,,,,,,,,,,,110576148.0,,,,,,-42155000.0,,,16137000.0,58292000.0,,,,,,,,,,25421000.0,-0.376926,,,0.0,,-41679000.0,6157962000.0,,-0.376926,,,,,,-42155000.0,398899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,-14963000.0,,-14963000.0,,,,,,35136000.0,,,,,,403891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14963000.0,,,,,,110576148.0,,,,,,,,,,,,,,,,,,,110576148.0,,,,,,-16835000.0,,,57473000.0,74308000.0,,,,,,,,,,39182000.0,-0.135319,,,0.0,,-14963000.0,,,-0.135319,,,,,,-16835000.0,461364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,-29304000.0,,-29304000.0,,,,,,48908000.0,,,,,,510297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39258000.0,,,,,,110576148.0,,,,,,,,,,,,,,,,,,,110576148.0,,,,,,-34071000.0,,,73237000.0,107308000.0,,,,,,,,,,58498000.0,-0.355031,,,0.0,,-29304000.0,,,-0.355031,,,,,,-34071000.0,583534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,,110576148.0,-0.73,-559561000.0,4978000.0,-80817000.0,4978000.0,45024000.0,1300541000.0,,569867000.0,20000000.0,43724000.0,23741000.0,593241000.0,685650000.0,-0.73,-80968000.0,632914000.0,385027000.0,29847000.0,7668000.0,759497000.0,40108000.0,,-1273249000.0,81000.0,,29847000.0,10299000.0,45024000.0,1097000.0,242444000.0,442532000.0,,,1035773000.0,,5796000.0,5620000.0,,593241000.0,1035773000.0,774448000.0,442532000.0,32315000.0,,-87198000.0,-94866000.0,81000.0,,-2000000.0,442532000.0,49786000.0,,14932000.0,10299000.0,730674000.0,2000000.0,5620000.0,1300541000.0,,50234000.0,308000.0,509668000.0,-43375000.0,49786000.0,,,5796000.0,3533000.0,-17471000.0,189287000.0,45024000.0,2000000.0,-27407000.0,308000.0,,,1250307000.0,,,264913000.0,385027000.0,457331000.0,569867000.0,-1805000.0,-80968000.0,23741000.0,108105000.0,109910000.0,2184816000.0,110576148.0,,170160000.0,247381000.0,50234000.0,254952000.0,1250307000.0,685650000.0,66186000.0,,730674000.0,0.0,0.0,45024000.0,5129000.0,,254984000.0,,32315000.0,3533000.0,-80968000.0,-80968000.0,,-1805000.0,741019000.0,-80968000.0,199069000.0,-17471000.0,6187000.0,247381000.0,349818000.0,,1929864000.0,-450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,3029437000.0,,,,31407000.0,,31407000.0,,,,,,51458000.0,899116000.0,3365235000.0,,,,712533000.0,490099000.0,32803000.0,,,,,,,-11868000.0,,375000.0,,,,706391000.0,,,4071626000.0,,,,,,,,,,,,,67000.0,,,,,,-496169000.0,,4783090000.0,33200000.0,5272000.0,4376508000.0,100000000.0,81635000.0,,,,38324000.0,,,263000.0,,,,48649000.0,,,5329000.0,,,,100000000.0,,,,,-406582000.0,28151000.0,,,131049000.0,102898000.0,,,,,277437000.0,,,4294873000.0,1705004000.0,61723000.0,-4.96169,,,-4464000.0,3078086000.0,26867000.0,,,-4.96169,38324000.0,,-411978000.0,,,28151000.0,843582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,-2125447000.0,,-2125447000.0,,,,,,59964000.0,,4920863000.0,,,,871965000.0,573338000.0,38420000.0,,,,16665000.0,,,-2273355000.0,,211727000.0,,,,593788000.0,,,5514651000.0,,,,,,,,,,,,,133000.0,,,,,,-2166494000.0,,978110000.0,4647000.0,,6158344000.0,158138248.0,333008000.0,,,,69532000.0,,,6774000.0,,,,57887000.0,,,186369000.0,,,,158138248.0,,,,,5180234000.0,-17293000.0,,,166367000.0,183660000.0,,,,,298453000.0,,,5825336000.0,903558000.0,130155000.0,-13.7,,,-6070000.0,74552000.0,-2248204000.0,,,-13.7,69532000.0,,-2545899000.0,,,-17293000.0,1038332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,,56772000.0,,56772000.0,,,,,,74625000.0,,5080337000.0,,,,1082857000.0,684241000.0,52189000.0,,,,,,,98000.0,,212938000.0,,,,793230000.0,,,5873567000.0,,,,,,,,,,,,,133000.0,,,,,,56772000.0,,1169427000.0,,,6660939000.0,221763259.0,421567000.0,,,,83736000.0,,,18793000.0,,,,68880000.0,,,376646000.0,,,,203797058.0,,,,,5491512000.0,-2716000.0,,,193740000.0,196456000.0,,,,,355981000.0,,,6239372000.0,1100547000.0,132903000.0,0.28,,,-8562000.0,68880000.0,48200000.0,,,0.26,83736000.0,,-2489127000.0,,,-2716000.0,1276597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,,166828435.0,-15.02,,99579000.0,-2101961000.0,99579000.0,80734000.0,7106187000.0,,5645007000.0,,79105000.0,55484000.0,5283987000.0,1380446000.0,-15.02,-2424182000.0,1266292000.0,852771000.0,43849000.0,,,,,,133000.0,-47000.0,43849000.0,219827000.0,80734000.0,,,709019000.0,,,5993006000.0,,9221000.0,51979000.0,,5283987000.0,5993006000.0,,,87419000.0,,26662000.0,26662000.0,133000.0,-2285172000.0,,709019000.0,87419000.0,,99579000.0,219827000.0,1461180000.0,,51979000.0,7106187000.0,220209738.0,511000000.0,401201000.0,,,87419000.0,,,9221000.0,11704000.0,-43508000.0,476917000.0,80734000.0,,,401201000.0,,,6595187000.0,203797819.0,,,852771000.0,,5645007000.0,18520000.0,-2506312000.0,55484000.0,238637000.0,220117000.0,4663440000.0,166828435.0,,265152000.0,483781000.0,511000000.0,729793000.0,6595187000.0,1380446000.0,152136000.0,0.49,1461180000.0,-50943000.0,-31847000.0,80734000.0,71176000.0,,,0.45,87419000.0,11704000.0,-2424182000.0,-1937689000.0,,18520000.0,1504929000.0,-1937689000.0,,-43508000.0,,483781000.0,703131000.0,,3933647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,66856000.0,,,,63460000.0,,63460000.0,,,,,,90044000.0,20947000.0,4345812000.0,,,,1358105000.0,862404000.0,70446000.0,,,,,,,-374000.0,,328570000.0,,,,1983258000.0,,,6329070000.0,,,,,,,,,,,,,134000.0,,,,,,63460000.0,,1789158000.0,87510000.0,,7481760000.0,221440050.0,701195000.0,,,,189038000.0,,22733000.0,19619000.0,,,,115013000.0,,,306827000.0,,,,203923069.0,,,,,5692602000.0,28218000.0,,,273373000.0,245155000.0,,,,,608407000.0,,,6780565000.0,1607289000.0,163975000.0,0.31,,,18968000.0,181869000.0,82429000.0,,,0.29,189038000.0,,-2360722000.0,,,28218000.0,1631478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
