,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyChangeInWorkingCapital,annualDilutedEPS,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualTaxProvision,annualOperatingExpense,quarterlySellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualCapitalExpenditure,annualBasicAverageShares,annualDeferredIncomeTax,trailingOperatingExpense,annualTotalRevenue,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCurrentAssets,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyGrossProfit,annualInterestExpense,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingCostOfRevenue,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlySaleOfInvestment,annualAccountsPayable,annualInvestingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingTotalRevenue,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyCapitalStock,quarterlyAccountsPayable,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualPurchaseOfBusiness,annualStockBasedCompensation,quarterlyTaxProvision,quarterlyInventory,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingGrossProfit,quarterlyOperatingCashFlow,annualNetPPE,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,annualSaleOfInvestment,quarterlyOtherCurrentLiabilities,annualEbitda,annualOtherIntangibleAssets,annualInventory,annualCurrentLiabilities,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualNetIncome,quarterlyLongTermDebt,annualTotalAssets,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualBasicEPS,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualOtherCurrentAssets,annualFreeCashFlow,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,,,,,,,,-18.184755,,,304300000.0,1471600000.0,,-3202300000.0,,,,197929527.0,,,12094800000.0,,,,,,,,,,,675800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561200000.0,,,,,-3830900000.0,,,197929527.0,,,,,,-2898000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1303800000.0,,,,3032800000.0,,,,-3599300000.0,,,,,,,,,-3599300000.0,,,,,,,-18.184755,,,,,9062000000.0,,,,,,,352500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,1950700000.0,-432200000.0,397500000.0,-836200000.0,165600000.0,127100000.0,18735900000.0,165600000.0,101500000.0,2.50089,76100000.0,359400000.0,326600000.0,2709500000.0,103800000.0,772800000.0,486700000.0,165600000.0,-1324300000.0,197929527.0,60600000.0,,7185200000.0,2319200000.0,,58300000.0,18806300000.0,,0.0,1380300000.0,1380300000.0,,1122500000.0,,47600000.0,9300000.0,162000000.0,,,,-452900000.0,0.0,52300000.0,0.0,652500000.0,,-2002800000.0,-180500000.0,,16416700000.0,272000000.0,-275000000.0,18806300000.0,-167900000.0,420800000.0,670500000.0,4744300000.0,27581000000.0,26200700000.0,,,165600000.0,-2051800000.0,-5728800000.0,47000000.0,1407200000.0,109800000.0,620800000.0,-3477500000.0,-167900000.0,265600000.0,259800000.0,,197929527.0,-167900000.0,,,4338400000.0,620800000.0,1099400000.0,3695600000.0,58300000.0,226100000.0,,165600000.0,165600000.0,,,768700000.0,,-20000000.0,61800000.0,16803500000.0,,,79400000.0,115400000.0,4170500000.0,430000000.0,-968600000.0,0.0,3695600000.0,2035900000.0,1931000000.0,2035900000.0,127100000.0,-2002800000.0,106000000.0,-247900000.0,,668700000.0,16803500000.0,1587500000.0,76100000.0,,,4338400000.0,763100000.0,269200000.0,125700000.0,272000000.0,2477400000.0,259800000.0,115400000.0,2319200000.0,4116700000.0,-60500000.0,828200000.0,4744300000.0,495000000.0,-304000000.0,,486700000.0,,,109700000.0,16416700000.0,-8200000.0,495000000.0,13240700000.0,27581000000.0,,18735900000.0,4170500000.0,,2.50089,,189800000.0,26200700000.0,,3068500000.0,109700000.0,263200000.0,118600000.0,13240700000.0,-650000000.0,768700000.0,373000000.0,,-8800000.0,670500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,2157600000.0,-362300000.0,,-498300000.0,137100000.0,-160900000.0,,,-58100000.0,,,243100000.0,,,115700000.0,,,,,,,,,,-150000000.0,,,,,,,,686500000.0,,,-156600000.0,-8300000.0,,,,,,125600000.0,,163300000.0,,,,,,,,,53300000.0,214900000.0,,,,,,,,,,,,73900000.0,,,,,,,,,,,,,,,,165600000.0,156200000.0,,,197929527.0,-0.812916,,,,-367700000.0,,,,-95500000.0,,,-201600000.0,-814900000.0,,,,,,-160900000.0,,34500000.0,-223800000.0,,438700000.0,,,,,,,443400000.0,-275200000.0,,,,,,,,-28500000.0,1471100000.0,,,500000.0,,,197929527.0,,,,-7500000.0,,,,-0.812916,,,,,,-179700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,1990900000.0,-748800000.0,,-1183900000.0,144700000.0,46000000.0,,,25600000.0,,,408500000.0,,,104800000.0,,,,,,,,,,-175000000.0,,,,,,,,823800000.0,,,-42400000.0,-31400000.0,,,,,,-209200000.0,,739500000.0,,,,,,,,,13700000.0,61700000.0,,,,,,,,,,,,36000000.0,,,,,,,,,,,,,,,,137100000.0,163700000.0,,,197929527.0,0.232406,,,,54000000.0,,,,45800000.0,,,215200000.0,-3227400000.0,,,,,,46000000.0,,892300000.0,-234900000.0,,296600000.0,,,,,,,415300000.0,306100000.0,,,,,,,,7600000.0,1167100000.0,,,-245300000.0,,,197929527.0,,,,-22200000.0,,,,0.232406,,,,,,260300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,2088200000.0,900800000.0,,-216600000.0,196600000.0,10600000.0,20019500000.0,,-25300000.0,,,181500000.0,,,308200000.0,,,,,,,,,4012900000.0,,,,,,,1261900000.0,,793300000.0,,,-5700000.0,19200000.0,,,,,0.0,217100000.0,,509000000.0,,,,,,,,,38100000.0,215100000.0,,,28748800000.0,27486900000.0,,,,,,,,78000000.0,,,,,347100000.0,,,-104500000.0,,,3707700000.0,599900000.0,,,,144700000.0,173900000.0,196600000.0,196600000.0,197929527.0,0.053554,2454000000.0,,,60800000.0,16947900000.0,,,20600000.0,130200000.0,,-498100000.0,-1461300000.0,0.0,4223800000.0,,,1863900000.0,10600000.0,,-216500000.0,-268100000.0,,483200000.0,,,86500000.0,,,,611800000.0,73400000.0,,213100000.0,,,,,,51900000.0,1294900000.0,4821200000.0,,3400000.0,,535500000.0,197929527.0,,65800000.0,16006600000.0,16900000.0,,13435500000.0,,0.053554,,3603200000.0,,,,52800000.0,,,,,,,,,,,,,582100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,1953900000.0,-1050100000.0,-120900000.0,-388300000.0,502400000.0,63000000.0,20369100000.0,502400000.0,59600000.0,-0.20866,96700000.0,449800000.0,167600000.0,1874700000.0,102400000.0,300300000.0,526100000.0,502400000.0,-1002500000.0,197929527.0,1900000.0,,8190600000.0,3644100000.0,,,20024600000.0,,0.0,1786900000.0,1786900000.0,,-252100000.0,668300000.0,18200000.0,206600000.0,16300000.0,,,,1800000.0,0.0,-143700000.0,0.0,570400000.0,,-2953900000.0,-4200000.0,,16725000000.0,315800000.0,-298000000.0,20024600000.0,-86900000.0,416800000.0,647200000.0,4830900000.0,28908100000.0,27121200000.0,,,502400000.0,-1260400000.0,-7841700000.0,336800000.0,1280700000.0,36600000.0,647500000.0,-2287100000.0,-136500000.0,-167900000.0,339200000.0,,197929527.0,-136500000.0,,,3575600000.0,647500000.0,467900000.0,4291100000.0,,196600000.0,,502400000.0,502400000.0,,,2013300000.0,,-20800000.0,82800000.0,17070700000.0,,,196700000.0,94200000.0,3439100000.0,363600000.0,-2338100000.0,0.0,4291100000.0,2092700000.0,710600000.0,2092700000.0,63000000.0,-2953900000.0,300000.0,-275700000.0,,692500000.0,17070700000.0,1911000000.0,96700000.0,,,3575600000.0,-701900000.0,363600000.0,224500000.0,315800000.0,2215000000.0,339200000.0,94200000.0,3644100000.0,3155400000.0,305800000.0,2206000000.0,4830900000.0,-41300000.0,-56600000.0,,526100000.0,,,104400000.0,16725000000.0,-8000000.0,-41300000.0,13812900000.0,28908100000.0,,20369100000.0,3439100000.0,,-0.20866,,166900000.0,27121200000.0,,5035200000.0,104400000.0,908500000.0,165600000.0,13812900000.0,-700000000.0,2013300000.0,631100000.0,,-10200000.0,647200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,2008100000.0,-88500000.0,,-227200000.0,189500000.0,84400000.0,20192700000.0,,93800000.0,,,397700000.0,,,180400000.0,,,,,,,,,3397000000.0,-245800000.0,,,,,,1288800000.0,84400000.0,882900000.0,,,5100000.0,-39800000.0,,,,,0.0,-75300000.0,,727100000.0,,,,,,,,,99400000.0,208600000.0,,,28406500000.0,27117700000.0,,,,,,,,83600000.0,,,,,325100000.0,,,-192000000.0,,,8100000.0,601100000.0,,,,502400000.0,174100000.0,189500000.0,189500000.0,707000000.0,0.12,1738300000.0,,,67900000.0,17133700000.0,,,95900000.0,120400000.0,,-156900000.0,-3491700000.0,0.0,4310400000.0,,,2054300000.0,155000000.0,,-566700000.0,-269900000.0,,478500000.0,,,103800000.0,,,,485200000.0,296900000.0,,380500000.0,,,,,,-312900000.0,1125200000.0,4826800000.0,,46700000.0,,432300000.0,707000000.0,,58500000.0,16795700000.0,0.0,,13866800000.0,,0.12,,3298200000.0,,,,201000000.0,,,,,,,,,,,,,592300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,2033500000.0,-37500000.0,,-292000000.0,354400000.0,132100000.0,20166500000.0,,-74500000.0,,,243400000.0,,,109700000.0,,,,,,,,,3030600000.0,-99000000.0,,,,,,1632600000.0,117500000.0,670500000.0,,,18700000.0,49600000.0,,,,,0.0,202500000.0,,606000000.0,,,,,,,,,-43500000.0,219500000.0,,,28969900000.0,27337300000.0,,,,,,,,47500000.0,,,,,340800000.0,,,-113800000.0,,,8100000.0,663700000.0,,,,189500000.0,172700000.0,354400000.0,354400000.0,707000000.0,0.19,1410400000.0,,,93200000.0,17227500000.0,,,87800000.0,149700000.0,,382400000.0,-1964200000.0,340900000.0,4311700000.0,,,2143800000.0,132100000.0,,-32800000.0,-269700000.0,,489200000.0,,,96400000.0,,,,427100000.0,169600000.0,,209100000.0,,,,,,164900000.0,1363000000.0,4828100000.0,,-48000000.0,,575200000.0,1303100000.0,,122900000.0,17135900000.0,12100000.0,,14000700000.0,,0.19,,3427800000.0,,,,81800000.0,,,,,,,,,,,,,806900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,2206000000.0,-1072000000.0,,-1295700000.0,273900000.0,151500000.0,21409900000.0,,-133000000.0,,,415700000.0,,,109100000.0,,,,,,,,,4395000000.0,-212500000.0,,,,,,1478200000.0,56500000.0,851600000.0,,,53800000.0,-17100000.0,,,,,0.0,100800000.0,,616300000.0,,,,,,,,,-21000000.0,314600000.0,,,30157400000.0,28679200000.0,,,,,,,,53900000.0,,,,,1201300000.0,,,-32400000.0,,,8100000.0,640400000.0,,,,354400000.0,177400000.0,273900000.0,273900000.0,707000000.0,0.21,3102900000.0,,,-95200000.0,17715900000.0,,,66500000.0,128500000.0,,-105600000.0,-2206800000.0,0.0,3668700000.0,,,2226300000.0,151500000.0,,613000000.0,-305400000.0,,620000000.0,,,92100000.0,,,,435900000.0,151100000.0,,71900000.0,,,,,,-80500000.0,1354400000.0,4940600000.0,,15400000.0,,385700000.0,1304000000.0,,68600000.0,17014900000.0,-2800000.0,,13851500000.0,,0.21,,3455500000.0,,,,84600000.0,,,,,,,,,,,,,915700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
