,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyChangeInWorkingCapital,annualDilutedEPS,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualTaxProvision,annualOperatingExpense,quarterlySellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualCapitalExpenditure,annualBasicAverageShares,annualDeferredIncomeTax,trailingOperatingExpense,annualTotalRevenue,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCurrentAssets,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyGrossProfit,annualInterestExpense,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingCostOfRevenue,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlySaleOfInvestment,annualAccountsPayable,annualInvestingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingTotalRevenue,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyCapitalStock,quarterlyAccountsPayable,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualPurchaseOfBusiness,annualStockBasedCompensation,quarterlyTaxProvision,quarterlyInventory,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingGrossProfit,quarterlyOperatingCashFlow,annualNetPPE,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,annualSaleOfInvestment,quarterlyOtherCurrentLiabilities,annualEbitda,annualOtherIntangibleAssets,annualInventory,annualCurrentLiabilities,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualNetIncome,quarterlyLongTermDebt,annualTotalAssets,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualBasicEPS,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualOtherCurrentAssets,annualFreeCashFlow,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1325289600,2017300000.0,-143600000.0,-66300000.0,-576600000.0,411400000.0,155800000.0,22149400000.0,411400000.0,88800000.0,0.74,99600000.0,475400000.0,362800000.0,1791400000.0,115800000.0,652200000.0,619800000.0,411400000.0,-1200100000.0,707000000.0,84200000.0,,8264900000.0,4529000000.0,-212300000.0,,21837800000.0,,0.0,1663300000.0,1663300000.0,-3000000.0,918600000.0,703300000.0,7800000.0,6600000.0,48400000.0,,,,-24900000.0,0.0,111800000.0,0.0,860800000.0,,-3911800000.0,41100000.0,,17620400000.0,120800000.0,-109500000.0,21837800000.0,-27100000.0,422300000.0,1026200000.0,5073500000.0,30717000000.0,29053700000.0,,,411400000.0,-1341600000.0,-8792900000.0,-91000000.0,1532200000.0,51400000.0,728700000.0,-2391500000.0,-114600000.0,163100000.0,1184700000.0,,1296600000.0,-114600000.0,,,8000000.0,728700000.0,1015000000.0,3744400000.0,,273900000.0,179100000.0,411400000.0,411400000.0,,,2921300000.0,,17600000.0,97200000.0,17926000000.0,,,112600000.0,171600000.0,3320500000.0,-186200000.0,-1130200000.0,0.0,3744400000.0,2199100000.0,-57000000.0,2199100000.0,155800000.0,-3911800000.0,-70500000.0,-355100000.0,,777400000.0,17926000000.0,2365100000.0,99600000.0,,,8000000.0,443200000.0,397400000.0,236400000.0,120800000.0,2810200000.0,1184700000.0,171600000.0,4529000000.0,3323600000.0,137500000.0,1098700000.0,5073500000.0,523800000.0,-123600000.0,,619800000.0,,,60200000.0,17620400000.0,8300000.0,594400000.0,14356400000.0,30717000000.0,,22149400000.0,3320500000.0,,0.74,-3000000.0,284800000.0,29053700000.0,,4941300000.0,60200000.0,1165000000.0,502400000.0,14356400000.0,-769600000.0,2921300000.0,515000000.0,,339800000.0,1026200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,1857000000.0,-79000000.0,,-365000000.0,494000000.0,21000000.0,22248000000.0,,-24000000.0,,,518000000.0,,,129000000.0,,,,,,,,,3708000000.0,-220000000.0,,,,,,3902000000.0,-202000000.0,971000000.0,,,9000000.0,-96000000.0,,,,,0.0,389000000.0,,866000000.0,,,,,,,,,89000000.0,206000000.0,,,30370000000.0,26468000000.0,,,,,,,,48000000.0,,,,,1164000000.0,,,-128000000.0,,,8000000.0,629000000.0,,,,411000000.0,184000000.0,494000000.0,494000000.0,707000000.0,0.03,2190000000.0,,,62000000.0,17304000000.0,,,96000000.0,235000000.0,,-133000000.0,-2438000000.0,0.0,2180000000.0,,,2239000000.0,21000000.0,,-119000000.0,-354000000.0,,560000000.0,,,108000000.0,,,,453000000.0,401000000.0,,146000000.0,,,,,,83000000.0,886000000.0,4829000000.0,,20000000.0,,503000000.0,1244000000.0,,27000000.0,18540000000.0,-73000000.0,,15230000000.0,,0.03,,3116000000.0,,,,305000000.0,,,,,,,,,,,,,988000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,2167000000.0,-52000000.0,,-5425000000.0,675000000.0,-126000000.0,46385000000.0,,-72000000.0,,,240000000.0,,,501000000.0,,,,,,,,,6132000000.0,-226000000.0,,,,,,5331000000.0,-556000000.0,1143000000.0,,,-88000000.0,95000000.0,,,,,0.0,381000000.0,,676000000.0,,,,,,,,,-184000000.0,-10000000.0,,,69575000000.0,64244000000.0,,,,,,,,65000000.0,,,,,1142000000.0,,,-42000000.0,,,11000000.0,947000000.0,,,,494000000.0,297000000.0,675000000.0,675000000.0,320000000.0,-0.15,3299000000.0,,,97000000.0,30613000000.0,,,9000000.0,361000000.0,,-302000000.0,-1871000000.0,0.0,6114000000.0,,,3627000000.0,-126000000.0,,5162000000.0,-463000000.0,,453000000.0,,,109000000.0,,,,903000000.0,46000000.0,,178000000.0,,,,,,181000000.0,1024000000.0,23453000000.0,,-37000000.0,,1417000000.0,843000000.0,,787000000.0,40253000000.0,-18000000.0,,33833000000.0,,-0.15,,14220000000.0,,,,37000000.0,,,,,,,,,,,,,2592000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,2870000000.0,-99000000.0,,-575000000.0,775000000.0,200000000.0,46155000000.0,,-96000000.0,,,848000000.0,,,186000000.0,,,,,,,,,6860000000.0,-364000000.0,,,,,,5122000000.0,-733000000.0,1525000000.0,,,99000000.0,-90000000.0,,,,,0.0,-771000000.0,,1381000000.0,,,,0.0,,,,,70000000.0,332000000.0,,,70053000000.0,64931000000.0,,,,,,,,46000000.0,,,,,1192000000.0,,,-56000000.0,,,11000000.0,1066000000.0,,,,675000000.0,532000000.0,775000000.0,775000000.0,1037000000.0,0.19,4015000000.0,,,121000000.0,30881000000.0,,,60000000.0,379000000.0,,728000000.0,-6112000000.0,0.0,6135000000.0,,,3920000000.0,200000000.0,,-254000000.0,-582000000.0,,914000000.0,,,98000000.0,0.0,,,677000000.0,446000000.0,,144000000.0,,,,,,100000000.0,1345000000.0,23557000000.0,,52000000.0,,1297000000.0,1471000000.0,,625000000.0,39295000000.0,-9000000.0,,32475000000.0,,0.19,,14146000000.0,,,,386000000.0,,,,,,,,,,,,,2718000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,3079000000.0,38000000.0,532000000.0,1281000000.0,714000000.0,220000000.0,44086000000.0,714000000.0,-123000000.0,0.49,,987000000.0,139000000.0,1202000000.0,113000000.0,1204000000.0,1480000000.0,714000000.0,-2022000000.0,907000000.0,47000000.0,,9973000000.0,5209000000.0,-374000000.0,,36274000000.0,,,3674000000.0,3674000000.0,-943000000.0,156000000.0,1427000000.0,-231000000.0,27000000.0,135000000.0,,,,-315000000.0,,-51000000.0,0.0,1273000000.0,,-5278000000.0,44000000.0,0.0,38877000000.0,80000000.0,-45000000.0,36274000000.0,-206000000.0,245000000.0,2711000000.0,23572000000.0,68185000000.0,64511000000.0,,,714000000.0,-192000000.0,-14755000000.0,303000000.0,2593000000.0,41000000.0,1200000000.0,-5084000000.0,-119000000.0,149000000.0,1171000000.0,,1354000000.0,-119000000.0,,,10000000.0,1200000000.0,1343000000.0,5804000000.0,,775000000.0,414000000.0,714000000.0,714000000.0,1036000000.0,0.34,2449000000.0,,-92000000.0,-131000000.0,30996000000.0,-4970000000.0,87000000.0,-26000000.0,374000000.0,13865000000.0,239000000.0,-4334000000.0,0.0,5804000000.0,4033000000.0,2584000000.0,4033000000.0,220000000.0,-5278000000.0,-2205000000.0,-623000000.0,,868000000.0,30996000000.0,2795000000.0,,0.0,1404000000.0,10000000.0,-831000000.0,450000000.0,200000000.0,80000000.0,4196000000.0,1171000000.0,374000000.0,5209000000.0,3795000000.0,-61000000.0,2923000000.0,23572000000.0,315000000.0,-80000000.0,1404000000.0,1480000000.0,1333000000.0,,821000000.0,38877000000.0,8000000.0,315000000.0,32000000000.0,68185000000.0,0.34,44086000000.0,13865000000.0,,0.49,-943000000.0,476000000.0,64511000000.0,,6178000000.0,821000000.0,773000000.0,411000000.0,32000000000.0,-1184000000.0,2449000000.0,929000000.0,,-52000000.0,2711000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,3060000000.0,-40000000.0,,-116000000.0,1106000000.0,292000000.0,44000000000.0,,-69000000.0,,,1020000000.0,,,140000000.0,,,,,,,,,5582000000.0,-384000000.0,,,,,,3686000000.0,-1035000000.0,1259000000.0,,,172000000.0,-152000000.0,,,,,,-131000000.0,,1751000000.0,,,,,,,,,7000000.0,169000000.0,,,68308000000.0,64622000000.0,,,,,,,,403000000.0,,,,,1151000000.0,,,-157000000.0,,,10000000.0,1111000000.0,,,,714000000.0,402000000.0,1106000000.0,1106000000.0,1036000000.0,0.28,2876000000.0,,,319000000.0,31201000000.0,,,279000000.0,389000000.0,,83000000.0,-3091000000.0,0.0,5773000000.0,,,4219000000.0,292000000.0,,-253000000.0,-598000000.0,,767000000.0,,,,,,,239000000.0,937000000.0,,104000000.0,,,,,,392000000.0,1801000000.0,23569000000.0,,-6000000.0,1290000000.0,1491000000.0,1038000000.0,,308000000.0,38418000000.0,-13000000.0,,31514000000.0,,0.28,,13675000000.0,,,,658000000.0,,,,,,,,,,,,,2569000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,3382000000.0,-53000000.0,,-984000000.0,1017000000.0,277000000.0,45581000000.0,,-256000000.0,,,775000000.0,,,183000000.0,,,,,,,,,7333000000.0,-395000000.0,,,,,,3772000000.0,-1153000000.0,1043000000.0,,,206000000.0,-29000000.0,,,,,,-331000000.0,,1875000000.0,,,,,,,,,0.0,203000000.0,,,74120000000.0,70348000000.0,,,,,,,,0.0,,,,,2485000000.0,,,-148000000.0,,,10000000.0,1326000000.0,,,,1106000000.0,427000000.0,1017000000.0,1017000000.0,1036000000.0,0.27,3964000000.0,,,658000000.0,34599000000.0,,,225000000.0,428000000.0,,222000000.0,-2445000000.0,0.0,6085000000.0,,,4113000000.0,277000000.0,,-41000000.0,-747000000.0,,950000000.0,,,,,,,268000000.0,1006000000.0,,83000000.0,,,,,,-89000000.0,2339000000.0,24493000000.0,,-248000000.0,1488000000.0,1960000000.0,1038000000.0,,382000000.0,38248000000.0,-37000000.0,,31582000000.0,,0.27,,13654000000.0,,,,781000000.0,,,,,,,,,,,,,2395000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,3756000000.0,-78000000.0,,-938000000.0,816000000.0,286000000.0,46273000000.0,,102000000.0,,,1041000000.0,,,158000000.0,,,,,,,,,6415000000.0,-417000000.0,,,,,,3591000000.0,-1284000000.0,1229000000.0,,,96000000.0,-51000000.0,,,,,,-180000000.0,,1613000000.0,,,,0.0,,,,,119000000.0,135000000.0,,,74575000000.0,70984000000.0,,,,,,,,-1000000.0,,,,,2474000000.0,,,-97000000.0,,,10000000.0,1427000000.0,,,,1017000000.0,418000000.0,816000000.0,816000000.0,1036000000.0,0.27,2973000000.0,,,99000000.0,35275000000.0,,,171000000.0,435000000.0,,-127000000.0,-3115000000.0,0.0,6044000000.0,,,4314000000.0,286000000.0,,-331000000.0,-925000000.0,,1060000000.0,,,,0.0,,,188000000.0,722000000.0,,3442000000.0,,,,,,-201000000.0,2527000000.0,24494000000.0,,-24000000.0,1420000000.0,2015000000.0,1036000000.0,,492000000.0,39858000000.0,-7000000.0,,33038000000.0,,0.27,,13265000000.0,,,,551000000.0,,,,,,,,,,,,,2506000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,3872000000.0,-46000000.0,-24000000.0,-1026000000.0,598000000.0,338000000.0,46900000000.0,598000000.0,-79000000.0,1.15,,1160000000.0,742000000.0,909000000.0,132000000.0,2696000000.0,1509000000.0,598000000.0,-3369000000.0,1036000000.0,640000000.0,,14070000000.0,6075000000.0,-426000000.0,,42604000000.0,,,3868000000.0,3868000000.0,-1372000000.0,1374000000.0,1675000000.0,-131000000.0,166000000.0,196000000.0,,-637000000.0,,-302000000.0,,503000000.0,0.0,1680000000.0,,-6757000000.0,-36000000.0,0.0,40825000000.0,584000000.0,250000000.0,42604000000.0,-257000000.0,188000000.0,2287000000.0,24504000000.0,75185000000.0,71317000000.0,,,598000000.0,-217000000.0,-12393000000.0,-116000000.0,3990000000.0,68000000.0,1676000000.0,-3064000000.0,-24000000.0,1123000000.0,2438000000.0,,1036000000.0,-24000000.0,,,10000000.0,1676000000.0,3438000000.0,5951000000.0,,816000000.0,428000000.0,598000000.0,598000000.0,1035000000.0,0.33,2306000000.0,,-53000000.0,41000000.0,35847000000.0,0.0,0.0,67000000.0,430000000.0,13093000000.0,-202000000.0,-3742000000.0,0.0,5951000000.0,4651000000.0,-1095000000.0,4651000000.0,338000000.0,-6757000000.0,-470000000.0,-1099000000.0,,1287000000.0,35847000000.0,4064000000.0,,0.0,1721000000.0,10000000.0,214000000.0,773000000.0,675000000.0,584000000.0,6919000000.0,2438000000.0,430000000.0,6075000000.0,4899000000.0,-218000000.0,2498000000.0,24504000000.0,1193000000.0,528000000.0,1721000000.0,1509000000.0,1035000000.0,,552000000.0,40825000000.0,4000000.0,1193000000.0,33887000000.0,75185000000.0,0.33,46900000000.0,13093000000.0,,1.15,-1372000000.0,706000000.0,71317000000.0,,9171000000.0,552000000.0,695000000.0,714000000.0,33887000000.0,-1622000000.0,2306000000.0,613000000.0,,-139000000.0,2287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,4047000000.0,-36000000.0,,-1819000000.0,513000000.0,287000000.0,47620000000.0,,8000000.0,,,1147000000.0,,,172000000.0,,,,,,,,,6068000000.0,-425000000.0,,,,,,3662000000.0,-1510000000.0,1425000000.0,,,111000000.0,-140000000.0,,,,,,-36000000.0,,1745000000.0,-149000000.0,,,,,,,,178000000.0,273000000.0,,,76054000000.0,72392000000.0,,,,,,,,0.0,,,,,2403000000.0,,,-62000000.0,,,10000000.0,1575000000.0,,,,598000000.0,448000000.0,513000000.0,513000000.0,1029000000.0,0.28,2412000000.0,,,102000000.0,36952000000.0,,,200000000.0,417000000.0,,193000000.0,-4184000000.0,0.0,5962000000.0,,,4599000000.0,287000000.0,,626000000.0,-845000000.0,,1118000000.0,,,,-960000000.0,,,278000000.0,801000000.0,,633000000.0,,,,,,-85000000.0,2622000000.0,24563000000.0,,-35000000.0,1645000000.0,1448000000.0,1029000000.0,,446000000.0,41552000000.0,10000000.0,,34799000000.0,,0.28,,12800000000.0,,,,601000000.0,,,,,,,,,,,,,2154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,3937000000.0,-67000000.0,,-888000000.0,363000000.0,284000000.0,47709000000.0,,44000000.0,,,1013000000.0,,,154000000.0,,,,,,,,,6487000000.0,-435000000.0,,,,,,3367000000.0,-1661000000.0,1285000000.0,,,97000000.0,23000000.0,,,,,,-73000000.0,,1617000000.0,-43000000.0,,,,,,,,-84000000.0,213000000.0,,,76364000000.0,72997000000.0,,,,,,,,0.0,,,,,2367000000.0,,,-68000000.0,,,10000000.0,1501000000.0,,,,513000000.0,440000000.0,363000000.0,363000000.0,1028000000.0,0.27,2623000000.0,,,102000000.0,37607000000.0,,,178000000.0,460000000.0,,196000000.0,-4328000000.0,0.0,5862000000.0,,,4554000000.0,284000000.0,,-353000000.0,-872000000.0,,1085000000.0,,,,-33000000.0,,,272000000.0,675000000.0,,652000000.0,,,,,,-150000000.0,2652000000.0,24653000000.0,,-953000000.0,1633000000.0,1711000000.0,1028000000.0,,582000000.0,41222000000.0,-34000000.0,,34521000000.0,,0.27,,12620000000.0,,,,497000000.0,,,,,,,,,,,,,2147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,4291000000.0,-239000000.0,,-1313000000.0,472000000.0,329000000.0,48349000000.0,,-30000000.0,,,1332000000.0,,,135000000.0,,,,,,,,,6085000000.0,-444000000.0,,,,,,3486000000.0,-1776000000.0,1572000000.0,,,161000000.0,27000000.0,,,,,,-156000000.0,,1977000000.0,0.0,,,,,,,,-71000000.0,328000000.0,,,77118000000.0,73632000000.0,,,,,,,,0.0,,,,,2337000000.0,,,-50000000.0,,,10000000.0,1543000000.0,,,,363000000.0,432000000.0,472000000.0,472000000.0,1028000000.0,0.32,2307000000.0,,,125000000.0,38100000000.0,,,246000000.0,461000000.0,,-296000000.0,-3073000000.0,0.0,6041000000.0,,,4605000000.0,329000000.0,,138000000.0,-961000000.0,,1289000000.0,,,,-107000000.0,,,240000000.0,1025000000.0,,684000000.0,,,,,,109000000.0,2719000000.0,24642000000.0,,-164000000.0,1696000000.0,1551000000.0,1028000000.0,,635000000.0,42264000000.0,-5000000.0,,35636000000.0,,0.32,,12545000000.0,,,,779000000.0,,,,,,,,,,,,,2023000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,3951000000.0,-47000000.0,-4349000000.0,-1190000000.0,315000000.0,126000000.0,48772000000.0,315000000.0,-180000000.0,0.89,,1228000000.0,648000000.0,1031000000.0,149000000.0,2443000000.0,1674000000.0,315000000.0,-3617000000.0,1137000000.0,615000000.0,,16226000000.0,6362000000.0,-456000000.0,,46933000000.0,,,3752000000.0,3752000000.0,-2106000000.0,1469000000.0,1798000000.0,-84000000.0,246000000.0,89000000.0,,-192000000.0,,-158000000.0,,-412000000.0,0.0,1590000000.0,0.0,-8369000000.0,-1000000.0,,42410000000.0,383000000.0,-1391000000.0,46933000000.0,-107000000.0,36000000.0,2164000000.0,24654000000.0,83198000000.0,79446000000.0,,,315000000.0,-389000000.0,-17801000000.0,-283000000.0,4720000000.0,44000000.0,1588000000.0,-5210000000.0,-17000000.0,169000000.0,2302000000.0,,1137000000.0,-17000000.0,,,21000000.0,1588000000.0,3091000000.0,6036000000.0,,472000000.0,478000000.0,315000000.0,315000000.0,1457000000.0,0.08,2717000000.0,,-30000000.0,-160000000.0,38564000000.0,0.0,0.0,24000000.0,459000000.0,34076000000.0,-4442000000.0,-6216000000.0,0.0,6036000000.0,0.0,471000000.0,0.0,126000000.0,-8369000000.0,60000000.0,-939000000.0,,975000000.0,38564000000.0,4467000000.0,,1100000000.0,1641000000.0,21000000.0,241000000.0,590000000.0,182000000.0,383000000.0,6929000000.0,2302000000.0,459000000.0,6362000000.0,5751000000.0,-157000000.0,2482000000.0,24654000000.0,1026000000.0,-239000000.0,1641000000.0,1674000000.0,1457000000.0,,746000000.0,42410000000.0,-1000000.0,1026000000.0,40246000000.0,83198000000.0,0.08,48772000000.0,34076000000.0,,0.89,-2106000000.0,566000000.0,79446000000.0,,10475000000.0,746000000.0,850000000.0,598000000.0,40246000000.0,-1760000000.0,2717000000.0,610000000.0,,-677000000.0,2164000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,3597000000.0,-30000000.0,,-2775000000.0,259000000.0,429000000.0,50805000000.0,,75000000.0,,,1129000000.0,,,216000000.0,,,,,,,,,6784000000.0,-962000000.0,,,,,,3289000000.0,-2639000000.0,1464000000.0,,,221000000.0,-241000000.0,,,,,,-64000000.0,,1693000000.0,0.0,,,,,,,,216000000.0,359000000.0,,,86164000000.0,82875000000.0,,,,,,,,50000000.0,,,,,3762000000.0,,,-193000000.0,,,22000000.0,1393000000.0,,,,315000000.0,512000000.0,259000000.0,259000000.0,2141000000.0,0.22,3435000000.0,1626000000.0,,26000000.0,40289000000.0,,,224000000.0,453000000.0,,-27000000.0,-6305000000.0,0.0,6011000000.0,,,,429000000.0,,1468000000.0,-897000000.0,,1256000000.0,,,,-1859000000.0,,,335000000.0,643000000.0,,399000000.0,,,,,,-56000000.0,2133000000.0,24907000000.0,,-39000000.0,1420000000.0,1557000000.0,2151000000.0,,540000000.0,44021000000.0,6000000.0,,41824000000.0,,0.22,,35029000000.0,,,,419000000.0,,,,,,,,,,,,,2197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,3463000000.0,-15000000.0,,-969000000.0,163000000.0,333000000.0,50105000000.0,,282000000.0,,,942000000.0,,,164000000.0,,,,,,,,,6499000000.0,-1044000000.0,,,,,,2936000000.0,-3350000000.0,1218000000.0,,,192000000.0,19000000.0,,,,,,-141000000.0,,1573000000.0,-5000000.0,,,,,,,,150000000.0,270000000.0,,,85610000000.0,82674000000.0,,,,,,,,64000000.0,,,,,3677000000.0,,,-291000000.0,,,22000000.0,1293000000.0,,,,259000000.0,472000000.0,163000000.0,163000000.0,2175000000.0,0.15,3154000000.0,936000000.0,,61000000.0,40586000000.0,,,189000000.0,474000000.0,,-10000000.0,-2636000000.0,0.0,6028000000.0,,,,333000000.0,,-410000000.0,-1012000000.0,,1282000000.0,,,,-5000000.0,,,276000000.0,531000000.0,,351000000.0,,,,,,-96000000.0,2245000000.0,24965000000.0,,-1000000.0,1349000000.0,1701000000.0,2187000000.0,,493000000.0,43606000000.0,-40000000.0,,41399000000.0,,0.15,,35172000000.0,,,,342000000.0,,,,,,,,,,,,,2207000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,3707000000.0,-24000000.0,,-978000000.0,179000000.0,186000000.0,49835000000.0,,-104000000.0,,,1106000000.0,,,160000000.0,,,,,,,,,6191000000.0,-1078000000.0,,,,,,3067000000.0,-4242000000.0,1372000000.0,,,111000000.0,-42000000.0,,,,,,-169000000.0,,1448000000.0,-7000000.0,,,,,,,,-62000000.0,-121000000.0,,,85677000000.0,82610000000.0,,,,,,,,67000000.0,,,,,3619000000.0,,,-328000000.0,,,22000000.0,1226000000.0,,,,163000000.0,540000000.0,179000000.0,179000000.0,2203000000.0,0.08,3003000000.0,1271000000.0,,-275000000.0,40608000000.0,,,108000000.0,445000000.0,,-2000000.0,-2952000000.0,0.0,5943000000.0,,,,186000000.0,,28000000.0,-1090000000.0,,969000000.0,,,,0.0,,,266000000.0,291000000.0,,322000000.0,,,,,,16000000.0,2335000000.0,24952000000.0,,69000000.0,1404000000.0,1640000000.0,2203000000.0,,460000000.0,43644000000.0,36000000.0,,41630000000.0,,0.08,,35514000000.0,,,,183000000.0,,,,,,,,,,,,,2014000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
