date,annualPretaxIncome,trailingCashDividendsPaid,annualNetIncome,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,annualLongTermDebt,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyInventory,trailingTotalRevenue,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyPurchaseOfInvestment,annualNetPPE,quarterlyOperatingExpense,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualDilutedEPS,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualChangesInAccountReceivables,quarterlyDilutedEPS,trailingBeginningCashPosition,annualInterestExpense,trailingCapitalExpenditure,annualBeginningCashPosition,annualCurrentAssets,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,annualDilutedAverageShares,quarterlyAccountsPayable,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyStockholdersEquity,quarterlyBasicAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualCapitalStock,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyEbitda,annualResearchAndDevelopment,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualPurchaseOfBusiness,annualBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,quarterlyGrossPPE,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,trailingBasicAverageShares,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingDilutedAverageShares
1985-06-30,,,,,,,,,,,,,,918416000.0,,,,,,,,,,,,,,,,168000000.0,,,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918416000.0,,,,,,,,,,,,,,,1954000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954000000.0,,1954000000.0,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,914880000.0,,,,,,,,,,,,,,,,173000000.0,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914880000.0,,,,,,,,,,,,,,,2023000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023000000.0,,2023000000.0,,,,,,,,,,,,,,,,,
1985-12-31,1097000000.0,,664000000.0,,,211000000.0,6593000000.0,431000000.0,,431000000.0,1120000000.0,,,,,,3120000000.0,0.725,,,,,,1006000000.0,4008000000.0,,,1150000000.0,0.0,148000000.0,,4389000000.0,,6593000000.0,,,,,,0.0,,192000000.0,,364000000.0,192000000.0,1622000000.0,,,,,2594000000.0,,,,,0.0,,1006000000.0,,459000000.0,1579000000.0,,,,,,,,0.725,,,,526000000.0,2585000000.0,,,,,,211000000.0,1594000000.0,,,192000000.0,192000000.0,,315000000.0,,,,,104000000.0,,0.0,3473000000.0,664000000.0,,,,526000000.0,4969000000.0,1950000000.0,-2375000000.0,,,,915862069.0,,,,,,,,51000000.0,1120000000.0,,,,,,,4008000000.0,,433000000.0,,,,-2375000000.0,459000000.0,,315000000.0,,2594000000.0,,4302000000.0,7846000000.0,,-4733000000.0,,3544000000.0,3120000000.0,,,,0.0,1622000000.0,,,,364000000.0,,,,,,915862069.0,664000000.0,4389000000.0,,,,2394000000.0,,,,,,,1579000000.0,,,,,3473000000.0,4969000000.0,,-4733000000.0,2585000000.0,1963000000.0,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,915136000.0,,,,,,,,,,,,,,,,181000000.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915136000.0,,,,,,,,,,,,,,,2069000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069000000.0,,2069000000.0,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,920312000.0,,,,,,,,,,,,,,,,198000000.0,,,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920312000.0,,,,,,,,,,,,,,,2185000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185000000.0,,2185000000.0,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,918360000.0,,,,,,,,,,,,,,,,215000000.0,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918360000.0,,,,,,,,,,,,,,,2236000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236000000.0,,2236000000.0,,,,,,,,,,,,,,,,,
1986-12-31,1348000000.0,,779000000.0,,,240000000.0,7348000000.0,436000000.0,,436000000.0,1412000000.0,,,,,,3387000000.0,0.85,,,,,,1062000000.0,4463000000.0,,,1410000000.0,0.0,185000000.0,,4734000000.0,,7348000000.0,,,,,,0.0,,545000000.0,,386000000.0,545000000.0,1654000000.0,,,,,2754000000.0,,,,,0.0,,1062000000.0,,411000000.0,1823000000.0,,,,,,,,0.85,,,,633000000.0,2885000000.0,,,,,,240000000.0,1917000000.0,,,545000000.0,545000000.0,,320000000.0,,,,,106000000.0,,0.0,3961000000.0,779000000.0,,,,633000000.0,5478000000.0,2118000000.0,-2724000000.0,,,,916470588.0,,,,,,,,44000000.0,1412000000.0,,,,,,,4463000000.0,,569000000.0,,,,-2724000000.0,411000000.0,,320000000.0,,2754000000.0,,4567000000.0,8602000000.0,,-5080000000.0,,4035000000.0,3387000000.0,,,,0.0,1654000000.0,,,,386000000.0,,,,,,916470588.0,779000000.0,4734000000.0,,,,2625000000.0,,,,,,,1823000000.0,,,,,3961000000.0,5478000000.0,,-5080000000.0,2885000000.0,2112000000.0,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,913856000.0,,,,,,,,,,,,,,,,213000000.0,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913856000.0,,,,,,,,,,,,,,,2207000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207000000.0,,2207000000.0,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,916000000.0,,,,,,,,,,,,,,,,240000000.0,,,,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916000000.0,,,,,,,,,,,,,,,2381000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381000000.0,,2381000000.0,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,916304000.0,,,,,,,,,,,,,,,,249000000.0,,,,,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916304000.0,,,,,,,,,,,,,,,2466000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466000000.0,,2466000000.0,,,,,,,,,,,,,,,,,
1987-12-31,1565000000.0,,918000000.0,,,293000000.0,8031000000.0,435000000.0,,435000000.0,1667000000.0,,,,,,3802000000.0,1.005,,,,,,1040000000.0,5060000000.0,,,1578000000.0,0.0,216000000.0,,5195000000.0,,8031000000.0,,,,,,0.0,,594000000.0,,312000000.0,594000000.0,1770000000.0,,,,,2931000000.0,,,,,0.0,,1040000000.0,,264000000.0,1931000000.0,,,,,,,,1.005,,,,871000000.0,2971000000.0,,,,,,293000000.0,2142000000.0,,,594000000.0,594000000.0,,250000000.0,,,,,95000000.0,,0.0,4229000000.0,918000000.0,,,,871000000.0,6119000000.0,2338000000.0,-3188000000.0,,,,913432836.0,,,,,,,,82000000.0,1667000000.0,,,,,,,5060000000.0,,647000000.0,,,,-3188000000.0,264000000.0,,250000000.0,,2931000000.0,,4949000000.0,9429000000.0,,-5476000000.0,,4480000000.0,3802000000.0,,,,0.0,1770000000.0,,,,312000000.0,,,,,,913432836.0,918000000.0,5195000000.0,,,,2902000000.0,,,,,,,1931000000.0,,,,,4229000000.0,6119000000.0,,-5476000000.0,2971000000.0,2375000000.0,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,909948000.0,,,,,,,,,,,,,,,,277000000.0,,,,,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909948000.0,,,,,,,,,,,,,,,2602000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602000000.0,,2602000000.0,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,910892000.0,,,,,,,,,,,,,,,,309000000.0,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910892000.0,,,,,,,,,,,,,,,2711000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711000000.0,,2711000000.0,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,909432000.0,,,,,,,,,,,,,,,,296000000.0,,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909432000.0,,,,,,,,,,,,,,,2689000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689000000.0,,2689000000.0,,,,,,,,,,,,,,,,,
