date,annualPretaxIncome,trailingCashDividendsPaid,annualNetIncome,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,annualLongTermDebt,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyInventory,trailingTotalRevenue,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyPurchaseOfInvestment,annualNetPPE,quarterlyOperatingExpense,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualDilutedEPS,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualChangesInAccountReceivables,quarterlyDilutedEPS,trailingBeginningCashPosition,annualInterestExpense,trailingCapitalExpenditure,annualBeginningCashPosition,annualCurrentAssets,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,annualDilutedAverageShares,quarterlyAccountsPayable,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyStockholdersEquity,quarterlyBasicAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualCapitalStock,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyEbitda,annualResearchAndDevelopment,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualPurchaseOfBusiness,annualBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,quarterlyGrossPPE,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,trailingBasicAverageShares,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingDilutedAverageShares
1988-12-31,1882000000.0,,1154000000.0,,,367000000.0,8922000000.0,406000000.0,,406000000.0,2024000000.0,,,,,,4181000000.0,1.275,,,,,,1037000000.0,5514000000.0,,,1883000000.0,0.0,272000000.0,,5841000000.0,,8922000000.0,,,,,,0.0,,897000000.0,,264000000.0,897000000.0,1831000000.0,,,,,3073000000.0,,,,,0.0,,1037000000.0,,347000000.0,2371000000.0,,,,,,,,1.275,,,,1108000000.0,3408000000.0,,,,,,367000000.0,2515000000.0,,,897000000.0,897000000.0,,286000000.0,,,,,95000000.0,,0.0,4741000000.0,1154000000.0,,,,1108000000.0,6665000000.0,,-3592000000.0,,,,905098039.0,,,,,,,,94000000.0,2024000000.0,,,,,,,5514000000.0,,728000000.0,,,,-3592000000.0,347000000.0,,286000000.0,,3073000000.0,,8066000000.0,10581000000.0,,-6119000000.0,,2515000000.0,4181000000.0,,,,0.0,1831000000.0,,,,264000000.0,,,,,,905098039.0,1154000000.0,5841000000.0,,,,632000000.0,,,,,,,2371000000.0,,,,,4741000000.0,6665000000.0,,-6119000000.0,3408000000.0,2579000000.0,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,897332000.0,,,,,,,,,,,,,,,,318000000.0,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897332000.0,,,,,,,,,,,,,,,3017000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017000000.0,,3017000000.0,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,897332000.0,,,,,,,,,,,,,,,,327000000.0,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897332000.0,,,,,,,,,,,,,,,3025000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025000000.0,,3025000000.0,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,817000000.0,9677000000.0,,,962000000.0,1551000000.0,,,889855072.0,1552000000.0,,4301000000.0,,,,,,,1779000000.0,,,,,,307000000.0,307000000.0,,722000000.0,,0.345,,,,,,307000000.0,369000000.0,9000000.0,,369000000.0,2069000000.0,,,,,,909000000.0,,,,,,,,292000000.0,,,,23000000.0,,,,,,,,,734000000.0,4324000000.0,,,,,,,,,,,,,717000000.0,,,0.345,,,,,,,,,,,,,,,,,,702000000.0,,,,,1442000000.0,,,,,,,,,,5353000000.0,889855072.0,,,,,-4209000000.0,,,,207000000.0,3567000000.0,,,,,720000000.0,,,,,,,,,,,,,,,,,,,,6356000000.0,,,,,,,,,,,2545000000.0,514000000.0,,,,5376000000.0,7776000000.0,,533000000.0,,2994000000.0,,,,,,,,,,,,,,,,,
1989-12-31,2069000000.0,,1244000000.0,-578000000.0,,592000000.0,9776000000.0,885000000.0,,885000000.0,637000000.0,,,,1602000000.0,,4394000000.0,1.4,79000000.0,,,,,1677000000.0,5378000000.0,67000000.0,,2150000000.0,-1018000000.0,292000000.0,292000000.0,6492000000.0,719000000.0,9776000000.0,,-712000000.0,,,700000000.0,0.0,292000000.0,448000000.0,-1000000.0,200000000.0,448000000.0,2120000000.0,,,,,3707000000.0,857000000.0,,-145000000.0,,1710000000.0,,1677000000.0,724000000.0,1360000000.0,2721000000.0,692000000.0,,15000000.0,,-313000000.0,0.0,,1.4,,,138000000.0,687000000.0,4398000000.0,-852000000.0,-49000000.0,,298000000.0,,592000000.0,2850000000.0,,-83000000.0,448000000.0,448000000.0,,739000000.0,,,,,98000000.0,,529000000.0,5382000000.0,1244000000.0,,-60000000.0,,687000000.0,7938000000.0,2894000000.0,-4231000000.0,-147000000.0,,,888571429.0,724000000.0,,,,,1352000000.0,0.0,47000000.0,637000000.0,,,,,-81000000.0,-1187000000.0,5378000000.0,,825000000.0,17000000.0,,,-4231000000.0,1360000000.0,,739000000.0,180000000.0,3707000000.0,,6246000000.0,11990000000.0,,633000000.0,,5744000000.0,4394000000.0,519000000.0,,,523000000.0,2120000000.0,,-27000000.0,,200000000.0,,-215000000.0,,,,888571429.0,1244000000.0,6492000000.0,,35000000.0,-241000000.0,3594000000.0,,,,,648000000.0,,2721000000.0,472000000.0,-350000000.0,,,5382000000.0,7938000000.0,-222000000.0,495000000.0,4398000000.0,2954000000.0,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,830000000.0,10267000000.0,,,900000000.0,1612000000.0,,,881578947.0,1627000000.0,,4570000000.0,,142000000.0,,,,,1730000000.0,,,,,,335000000.0,335000000.0,,763000000.0,,0.38,,,,,,335000000.0,590000000.0,0.0,,590000000.0,2187000000.0,,,,,,958000000.0,,-163000000.0,,,,,,458000000.0,,,,24000000.0,,-255000000.0,0.0,,,,,195000000.0,746000000.0,4632000000.0,,137000000.0,,181000000.0,,,,,,,,,648000000.0,,,0.38,,,,,,,,,,,,,,-61000000.0,,,,832000000.0,,,,,1537000000.0,448000000.0,,,,,,,,,5635000000.0,881578947.0,,-7000000.0,,,-4441000000.0,,,,212000000.0,3824000000.0,,,,,774000000.0,,,,-81000000.0,,,,,,,,,,-32000000.0,,,,,,6655000000.0,,37000000.0,,,,,,,449000000.0,,2902000000.0,547000000.0,-268000000.0,,,5697000000.0,8265000000.0,,579000000.0,,3164000000.0,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,820000000.0,10277000000.0,,,805000000.0,1586000000.0,,,888311688.0,1657000000.0,,4755000000.0,,-313000000.0,,,,,1625000000.0,,,,,,342000000.0,342000000.0,,784000000.0,,0.385,,,,,,342000000.0,277000000.0,5000000.0,,277000000.0,2157000000.0,,,,,,992000000.0,,-162000000.0,,,,,,546000000.0,,,,28000000.0,,-404000000.0,0.0,,,,,208000000.0,832000000.0,4517000000.0,,-9000000.0,,-19000000.0,,,,,,,,,703000000.0,,,0.385,,,,,,,,,,,,,,-93000000.0,,,,760000000.0,,,,,1577000000.0,0.0,,,,,,,,,5760000000.0,888311688.0,,-97000000.0,,,-4576000000.0,,,,212000000.0,3923000000.0,,,,,793000000.0,,,,-246000000.0,,,,,,,,,,-222000000.0,,,,,,6823000000.0,,39000000.0,,,,,,,304000000.0,,2892000000.0,554000000.0,-323000000.0,,,5522000000.0,8499000000.0,,585000000.0,,3234000000.0,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,849000000.0,10805000000.0,,,795000000.0,1699000000.0,,,884210526.0,1752000000.0,,5008000000.0,,34000000.0,,,,,1644000000.0,,,,,,336000000.0,336000000.0,,809000000.0,,0.38,,,,,,336000000.0,311000000.0,2000000.0,,311000000.0,2249000000.0,,,,,,1022000000.0,,-162000000.0,,,,,,779000000.0,,,,22000000.0,,-347000000.0,0.0,,,,,213000000.0,893000000.0,4892000000.0,,-44000000.0,,283000000.0,,,,,,,,,743000000.0,,,0.38,,,,,,,,,,,,,,-196000000.0,,,,770000000.0,,,,,1591000000.0,0.0,,,,,,,,,5913000000.0,884210526.0,,-45000000.0,,,-4839000000.0,,,,206000000.0,4115000000.0,,,,,782000000.0,,,,47000000.0,,,,,,,,,,-171000000.0,,,,,,6980000000.0,,43000000.0,,,,,,,596000000.0,,3248000000.0,542000000.0,-313000000.0,,,5797000000.0,8954000000.0,,569000000.0,,3343000000.0,,,,,,,,,,,,,,,,,
1990-12-31,2106000000.0,,1308000000.0,-647000000.0,,458000000.0,11079000000.0,760000000.0,,760000000.0,1792000000.0,,,,1839000000.0,,5350000000.0,1.48,18000000.0,,11000000.0,,,1378000000.0,6110000000.0,-12000000.0,,2191000000.0,-1423000000.0,295000000.0,295000000.0,7106000000.0,818000000.0,11079000000.0,,-778000000.0,,,781000000.0,0.0,295000000.0,294000000.0,35000000.0,160000000.0,294000000.0,2355000000.0,,,,,4389000000.0,983000000.0,,-160000000.0,,2165000000.0,,1378000000.0,811000000.0,736000000.0,3339000000.0,139000000.0,,24000000.0,,-417000000.0,0.0,,1.48,,,165000000.0,961000000.0,4717000000.0,-420000000.0,-47000000.0,,383000000.0,,458000000.0,2972000000.0,,-169000000.0,294000000.0,294000000.0,,713000000.0,,,,,98000000.0,,413000000.0,5729000000.0,1308000000.0,,-69000000.0,,961000000.0,9383000000.0,3174000000.0,-4994000000.0,-70000000.0,,,883783784.0,811000000.0,,,,,1441000000.0,0.0,42000000.0,1792000000.0,,,,,-119000000.0,-1337000000.0,6110000000.0,,798000000.0,-20000000.0,,,-4994000000.0,736000000.0,,713000000.0,168000000.0,4389000000.0,,6875000000.0,13021000000.0,,623000000.0,,6146000000.0,5350000000.0,268000000.0,,,828000000.0,2355000000.0,,37000000.0,,160000000.0,,-353000000.0,,,,883783784.0,1308000000.0,7106000000.0,,20000000.0,157000000.0,3955000000.0,,,,,816000000.0,,3339000000.0,463000000.0,-433000000.0,,,5729000000.0,9383000000.0,-87000000.0,458000000.0,4717000000.0,3280000000.0,,,,,,,,,,,,,,,,,
1991-03-31,,,,,,871000000.0,11298000000.0,,,841000000.0,1779000000.0,,,869565217.0,1803000000.0,,5442000000.0,,-97000000.0,,,,,1712000000.0,,,,,,300000000.0,300000000.0,,844000000.0,,0.345,,,,,,300000000.0,197000000.0,9000000.0,,197000000.0,2380000000.0,,,,,,1076000000.0,,-172000000.0,,,,,,841000000.0,,,,28000000.0,,-273000000.0,0.0,,,,,232000000.0,925000000.0,5081000000.0,,38000000.0,,-156000000.0,,,,,,,,,735000000.0,,,0.345,,,,,,,,,,,,,,-67000000.0,,,,749000000.0,,,,,1586000000.0,294000000.0,,,,,,,,,6217000000.0,869565217.0,,52000000.0,,,-5195000000.0,,,,182000000.0,4517000000.0,,,,,742000000.0,,,,-337000000.0,,,,,,,,,,17000000.0,,,,,,7224000000.0,,35000000.0,,,,,,,195000000.0,,3369000000.0,482000000.0,-351000000.0,,,5856000000.0,9712000000.0,,510000000.0,,3389000000.0,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,813000000.0,10972000000.0,,,879000000.0,1646000000.0,,,879411765.0,1754000000.0,,5351000000.0,,-21000000.0,,,,,1692000000.0,,,,,,299000000.0,299000000.0,,835000000.0,,0.34,,,,,,299000000.0,176000000.0,-5000000.0,,176000000.0,2255000000.0,,,,,,1071000000.0,,-171000000.0,,,,,,824000000.0,,,,29000000.0,,-301000000.0,0.0,,,,,236000000.0,884000000.0,4854000000.0,,-7000000.0,,30000000.0,,,,,,,,,709000000.0,,,0.34,,,,,,,,,,,,,,-32000000.0,,,,692000000.0,,,,,1595000000.0,0.0,,,,,,,,,6118000000.0,879411765.0,,22000000.0,,,-5191000000.0,,,,181000000.0,4467000000.0,,,,,760000000.0,,,,-170000000.0,,,,,,,,,,-83000000.0,,,,,,7338000000.0,,45000000.0,,,,,,,365000000.0,,3162000000.0,480000000.0,-335000000.0,,,5621000000.0,9658000000.0,,524000000.0,,3349000000.0,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,790000000.0,11094000000.0,,,852000000.0,1709000000.0,,,870588235.0,1823000000.0,,5354000000.0,,79000000.0,,,,,1642000000.0,,,,,,296000000.0,296000000.0,,827000000.0,,0.34,,,,,,296000000.0,255000000.0,9000000.0,,255000000.0,2249000000.0,,,,,,1060000000.0,,-171000000.0,,,,,,907000000.0,,,,22000000.0,,-269000000.0,0.0,,,,,233000000.0,857000000.0,4951000000.0,,-60000000.0,,285000000.0,,,,,,,,,763000000.0,,,0.34,,,,,,,,,,,,,,-84000000.0,,,,693000000.0,,,,,1555000000.0,0.0,,,,,,,,,6143000000.0,870588235.0,,7000000.0,,,-5333000000.0,,,,179000000.0,4497000000.0,,,,,728000000.0,,,,43000000.0,,,,,,,,,,-219000000.0,,,,,,7456000000.0,,25000000.0,,,,,,,572000000.0,,3309000000.0,475000000.0,-287000000.0,,,5740000000.0,9830000000.0,,495000000.0,,3378000000.0,,,,,,,,,,,,,,,,,
1991-12-31,1845000000.0,,1154000000.0,-685000000.0,,752000000.0,11083000000.0,764000000.0,,764000000.0,1718000000.0,,,,1709000000.0,,5498000000.0,1.315,3000000.0,,88000000.0,,,1554000000.0,6293000000.0,-59000000.0,,1959000000.0,-1197000000.0,259000000.0,259000000.0,7536000000.0,817000000.0,11083000000.0,,-686000000.0,,,969000000.0,0.0,259000000.0,258000000.0,2000000.0,38000000.0,258000000.0,2292000000.0,,,,,4666000000.0,1085000000.0,,-171000000.0,,1909000000.0,,1554000000.0,809000000.0,709000000.0,3236000000.0,139000000.0,,18000000.0,,-354000000.0,0.0,,1.315,,,268000000.0,832000000.0,4790000000.0,-240000000.0,94000000.0,,424000000.0,,752000000.0,2928000000.0,,-35000000.0,258000000.0,258000000.0,,673000000.0,,,,,97000000.0,,294000000.0,5585000000.0,1154000000.0,,-117000000.0,,832000000.0,10080000000.0,3323000000.0,-5414000000.0,-57000000.0,,,877566540.0,809000000.0,,,,,1515000000.0,0.0,15000000.0,1718000000.0,,,,,-36000000.0,-1326000000.0,6293000000.0,,691000000.0,-116000000.0,,,-5414000000.0,709000000.0,,673000000.0,149000000.0,4666000000.0,,7089000000.0,13340000000.0,,698000000.0,,6251000000.0,5498000000.0,405000000.0,,,583000000.0,2292000000.0,,65000000.0,,38000000.0,,-401000000.0,,,,877566540.0,1154000000.0,7536000000.0,,34000000.0,-38000000.0,4292000000.0,,,,,777000000.0,,3236000000.0,408000000.0,-353000000.0,,,5585000000.0,10080000000.0,-21000000.0,430000000.0,4790000000.0,3224000000.0,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,815000000.0,11450000000.0,,,851000000.0,1755000000.0,,,872727273.0,1813000000.0,,5602000000.0,,-27000000.0,,,,,1666000000.0,,,,,,288000000.0,288000000.0,,872000000.0,,0.33,,,,,,288000000.0,231000000.0,9000000.0,,231000000.0,2311000000.0,,,,,,1120000000.0,,-175000000.0,,,,,,869000000.0,,,,19000000.0,,-307000000.0,0.0,,,,,248000000.0,841000000.0,5018000000.0,,4000000.0,,9000000.0,,,,,,,,,759000000.0,,,0.33,,,,,,,,,,,,,,-68000000.0,,,,728000000.0,,,,,1593000000.0,258000000.0,,,,,,,,,6432000000.0,872727273.0,,-18000000.0,,,-5645000000.0,,,,167000000.0,4761000000.0,,,,,721000000.0,,,,-222000000.0,,,,,,,,,,-43000000.0,,,,,,7634000000.0,,46000000.0,,,,,,,314000000.0,,3352000000.0,455000000.0,-305000000.0,,,5848000000.0,10406000000.0,,473000000.0,,3406000000.0,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,809000000.0,11419000000.0,,,861000000.0,1797000000.0,,,870270270.0,1843000000.0,,5592000000.0,,7000000.0,,,,,1670000000.0,,,,,,322000000.0,322000000.0,,875000000.0,,0.37,,,,,,322000000.0,238000000.0,-4000000.0,,238000000.0,2233000000.0,,,,,,1127000000.0,,-176000000.0,,,,,,799000000.0,,,,23000000.0,,-259000000.0,0.0,,,,,252000000.0,821000000.0,4916000000.0,,1000000.0,,199000000.0,,,,,,,,,722000000.0,,,0.37,,,,,,,,,,,,,,-55000000.0,,,,650000000.0,,,,,1661000000.0,0.0,,,,,,,,,6503000000.0,870270270.0,,29000000.0,,,-5767000000.0,,,,178000000.0,4771000000.0,,,,,786000000.0,,,,-65000000.0,,,,,,,,,,-255000000.0,,,,,,7769000000.0,,34000000.0,,,,,,,509000000.0,,3246000000.0,500000000.0,-310000000.0,,,5827000000.0,10538000000.0,,534000000.0,,3504000000.0,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,876000000.0,11921000000.0,,,722000000.0,1899000000.0,,,877922078.0,1900000000.0,,5799000000.0,,26000000.0,,,,,1598000000.0,,,,,,338000000.0,338000000.0,,909000000.0,,0.385,,,,,,338000000.0,264000000.0,16000000.0,,264000000.0,2363000000.0,,,,,,1168000000.0,,-175000000.0,,,,,,791000000.0,,,,20000000.0,,-271000000.0,0.0,,,,,259000000.0,860000000.0,5046000000.0,,-21000000.0,,391000000.0,,,,,,,,,732000000.0,,,0.385,,,,,,,,,,,,,,-56000000.0,,,,758000000.0,,,,,1700000000.0,0.0,,,,,,,,,6875000000.0,877922078.0,,-1000000.0,,,-6106000000.0,,,,184000000.0,4939000000.0,,,,,791000000.0,,,,76000000.0,,,,,,,,,,-372000000.0,,,,,,7917000000.0,,53000000.0,,,,,,,673000000.0,,3448000000.0,522000000.0,-282000000.0,,,6122000000.0,11045000000.0,,532000000.0,,3600000000.0,,,,,,,,,,,,,,,,,
1992-12-31,1923000000.0,,1235700000.0,-701000000.0,,1428000000.0,11955000000.0,687000000.0,,687000000.0,1666000000.0,,,,1703000000.0,,5746000000.0,1.41,118000000.0,,,,,2115000000.0,6599000000.0,20000000.0,,1994000000.0,-1236000000.0,288000000.0,287700000.0,8012000000.0,887000000.0,11955000000.0,,-902000000.0,,,1087000000.0,0.0,287700000.0,382000000.0,8000000.0,,382000000.0,2315000000.0,,,,,4792000000.0,1215000000.0,,-175000000.0,,2277000000.0,,2115000000.0,836000000.0,739000000.0,3241000000.0,177000000.0,,14000000.0,,-399000000.0,0.0,,1.41,,,328000000.0,954000000.0,5356000000.0,-247000000.0,16000000.0,,360000000.0,,1428000000.0,3081000000.0,,-59000000.0,382000000.0,382000000.0,,1118000000.0,,,,,76000000.0,,258000000.0,6209000000.0,1235700000.0,,-111000000.0,,954000000.0,10828000000.0,3543000000.0,-6036000000.0,-68000000.0,,,876382979.0,836000000.0,,,,,1670000000.0,0.0,29000000.0,1666000000.0,,,,,124000000.0,-1318000000.0,6599000000.0,,687000000.0,-69000000.0,,,-6036000000.0,739000000.0,,1118000000.0,158000000.0,4792000000.0,,7259000000.0,13883000000.0,,783000000.0,,6624000000.0,5746000000.0,231000000.0,,,959000000.0,2315000000.0,,0.0,,,,-232000000.0,,,,876382979.0,1236000000.0,8012000000.0,,44000000.0,45000000.0,4630000000.0,,,,,781000000.0,,3241000000.0,446000000.0,-421000000.0,,,6209000000.0,10828000000.0,-78000000.0,455000000.0,5356000000.0,3373000000.0,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,1473000000.0,12037000000.0,,,635000000.0,1843000000.0,,,868421053.0,1859000000.0,,5769000000.0,,-73000000.0,,,,,2108000000.0,,,,,,330000000.0,330000000.0,,875000000.0,,0.38,,,,,,330000000.0,309000000.0,9000000.0,,309000000.0,2295000000.0,,,,,,1128000000.0,,-182000000.0,,,,,,657000000.0,,,,11000000.0,,-238000000.0,0.0,,,,,253000000.0,955000000.0,5327000000.0,,-1000000.0,,268000000.0,,,,,,,,,1025000000.0,,,0.38,,,,,,,,,,,,,,-115000000.0,,,,719000000.0,,,,,1658000000.0,382000000.0,,,,,,,,,6710000000.0,868421053.0,,-4000000.0,,,-6257000000.0,,,,188000000.0,4814000000.0,,,,,783000000.0,,,,-62000000.0,,,,,,,,,,-357000000.0,,,,,,8139000000.0,,62000000.0,,,,,,,521000000.0,,3219000000.0,518000000.0,-253000000.0,,,6268000000.0,11071000000.0,,530000000.0,,3517000000.0,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,1511000000.0,12145000000.0,,,679000000.0,1787000000.0,,,871052632.0,1867000000.0,,5763000000.0,,20000000.0,,,,,2190000000.0,,,,,,331000000.0,331000000.0,,893000000.0,,0.38,,,,,,331000000.0,329000000.0,21000000.0,,329000000.0,2352000000.0,,,,,,1157000000.0,,-182000000.0,,,,,,829000000.0,,,,15000000.0,,-249000000.0,0.0,,,,,264000000.0,950000000.0,5555000000.0,,1000000.0,,199000000.0,,,,,,,,,715000000.0,,,0.38,,,,,,,,,,,,,,-268000000.0,,,,749000000.0,,,,,1673000000.0,0.0,,,,,,,,,6590000000.0,871052632.0,,2000000.0,,,-6410000000.0,,,,184000000.0,4813000000.0,,,,,780000000.0,,,,-128000000.0,,,,,,,,,,-183000000.0,,,,,,8268000000.0,,52000000.0,,,,,,,467000000.0,,3365000000.0,515000000.0,-268000000.0,,,6382000000.0,11223000000.0,,516000000.0,,3540000000.0,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,1543000000.0,12229000000.0,,,682000000.0,1846000000.0,,,854054054.0,1905000000.0,,5784000000.0,,-11000000.0,,,,,2225000000.0,,,,,,316000000.0,316000000.0,,859000000.0,,0.37,,,,,,316000000.0,318000000.0,60000000.0,,318000000.0,2370000000.0,,,,,,1121000000.0,,-179000000.0,,,,,,796000000.0,,,,11000000.0,,-280000000.0,0.0,,,,,262000000.0,938000000.0,5629000000.0,,1000000.0,,327000000.0,,,,,,,,,723000000.0,,,0.37,,,,,,,,,,,,,,-163000000.0,,,,762000000.0,,,,,1576000000.0,0.0,,,,,,,,,6600000000.0,854054054.0,,-9000000.0,,,-6622000000.0,,,,180000000.0,4846000000.0,,,,,717000000.0,,,,34000000.0,,,,,,,,,,-355000000.0,,,,,,8395000000.0,,29000000.0,,,,,,,612000000.0,,3404000000.0,496000000.0,-285000000.0,,,6445000000.0,11468000000.0,,455000000.0,,3481000000.0,,,,,,,,,,,,,,,,,
