,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyOperatingIncome,annualNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualCurrentDebt,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualDeferredIncomeTax,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyCurrentAssets,trailingChangesInAccountReceivables,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyStockBasedCompensation,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,annualFreeCashFlow,annualCommonStockIssuance,annualNetIncome,annualRetainedEarnings,quarterlyChangeInInventory,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingStockBasedCompensation,trailingChangeInInventory,annualDepreciationAndAmortization,annualChangeInInventory,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyInventory,annualStockBasedCompensation,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCapitalStock,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualCurrentLiabilities,annualGrossProfit,annualNetPPE,annualEbitda,quarterlyOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualOtherCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualTotalRevenue,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,trailingDeferredIncomeTax,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestingCashFlow,annualEndCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingSellingGeneralAndAdministration,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingOtherIncomeExpense,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1151625600,,,28683000.0,,1448027000.0,21530000.0,,193203000.0,12181000.0,98658000.0,-13359000.0,,,,,,529680000.0,,1475000.0,,,,,0.35,,,,482278000.0,,601031000.0,,268813000.0,,,,0.0,250000.0,7826000.0,,,,,,,,,,763546000.0,1254824000.0,,356597000.0,0.0,,186830000.0,,,,,,,,171673000.0,,,2961000.0,,,,0.0,,,12168000.0,12181000.0,-137000.0,,,,31662000.0,,47402000.0,,,,93682000.0,-13460000.0,0.36,,,-1349000.0,,370000.0,,,,,,,,-1796000.0,283881000.0,,-1212000.0,,17439000.0,,44441000.0,,,,28872000.0,14393000.0,,,34191000.0,,,,,0.0,7586000.0,19754000.0,268813000.0,,,,,132401000.0,,,,,,,,1293226000.0,49346000.0,692195000.0,,,,,,,15412000.0,98658000.0,,98658000.0,,,,,,,,,,,,7153000.0,,,256195000.0,,84265000.0,,,,34797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,27394000.0,,1429765000.0,20111000.0,,194353000.0,12043000.0,76028000.0,-8946000.0,,,,,,542047000.0,,2086000.0,,,,,0.35,,,,482533000.0,,619177000.0,,279655000.0,,,,0.0,-1476000.0,-33620000.0,,,,,,,,,,779461000.0,1235412000.0,,356509000.0,0.0,,197384000.0,,,,,,,,174242000.0,,,11814000.0,,,,0.0,,,12175000.0,12043000.0,-137000.0,,,,36127000.0,,59514000.0,,,,91023000.0,-8998000.0,0.35,,,-211000.0,,394000.0,,,,,,,,-1782000.0,309638000.0,,-74000.0,,17721000.0,,47700000.0,,,,-13552000.0,-22630000.0,,,34369000.0,,,,,0.0,6578000.0,18753000.0,279655000.0,,,,,130649000.0,,,,,,,,1321508000.0,48446000.0,702331000.0,,,,,,,-22550000.0,76028000.0,,76028000.0,,,,,,,,,,,,7283000.0,,,260861000.0,,98658000.0,,,,34624000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,42900000.0,75087000.0,30317000.0,,1479447000.0,22747000.0,9128000.0,199825000.0,12919000.0,75087000.0,-19051000.0,,88606000.0,141162000.0,-53688000.0,699525000.0,564966000.0,1.23,2470000.0,,,,60246000.0,,-4566000.0,,,504720000.0,1732000.0,645465000.0,,291947000.0,,,638677000.0,0.0,-1422000.0,-1060000.0,,,18279000.0,-39617000.0,34769000.0,,645465000.0,-8477000.0,,794809000.0,1279622000.0,42786000.0,356509000.0,0.0,564966000.0,226058000.0,141162000.0,34348000.0,11985000.0,,42786000.0,638677000.0,,177078000.0,99461000.0,226058000.0,11664000.0,,5052097000.0,,0.0,11664000.0,,12883000.0,12919000.0,-149000.0,25642000.0,1359775000.0,,2267000.0,,60246000.0,714310000.0,6947000.0,2267000.0,88606000.0,-19189000.0,,,0.0,-2548000.0,794809000.0,614000.0,,,,28869000.0,-5828000.0,,,-1872000.0,308901000.0,,9913000.0,,18279000.0,,48582000.0,,349000.0,65673000.0,20441000.0,-941000.0,47575000.0,,,75087000.0,308901000.0,48582000.0,,0.0,7862000.0,20745000.0,291947000.0,504720000.0,774635000.0,291947000.0,103979000.0,5362000.0,0.0,0.0,291947000.0,5362000.0,1.25,,356509000.0,1359775000.0,47575000.0,714310000.0,-24374000.0,,,-576000.0,,5826732000.0,1252000.0,75087000.0,,75087000.0,269590000.0,,,,68542000.0,,-53226000.0,75087000.0,,-43377000.0,,7570000.0,,,269590000.0,-7000000.0,76028000.0,,,75110000.0,,,349000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,20331000.0,,1529744000.0,12846000.0,,195406000.0,6925000.0,125728000.0,8883000.0,,,,,,588226000.0,,1702000.0,,,,,0.2,,,,528918000.0,,696080000.0,,276809000.0,,,,0.0,-1423000.0,26033000.0,,,,,,,,,,806361000.0,1334338000.0,,356509000.0,0.0,,215516000.0,,,,,,,,182560000.0,,,9577000.0,,,,0.0,,,6873000.0,6925000.0,-2610000.0,,,,37120000.0,,59308000.0,,,,90127000.0,-6976000.0,0.2,,,2783000.0,,575000.0,,,,,,,,-1806000.0,317716000.0,,3349000.0,,18510000.0,,49731000.0,,,,40670000.0,50641000.0,,,34534000.0,,,,,,4435000.0,11308000.0,276809000.0,,,,,147975000.0,,,,,,,,1394587000.0,46679000.0,698507000.0,,,,,,,33694000.0,125728000.0,,125728000.0,,,,,,,,,,,,7485000.0,,,290816000.0,,75087000.0,,,,34907000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,30372000.0,,1564652000.0,23039000.0,,206528000.0,12835000.0,115488000.0,-14797000.0,,,,,,560871000.0,,2489000.0,,,,,0.36,,,,500543000.0,,679537000.0,,285025000.0,,,,0.0,-293000.0,-14555000.0,,,,,,,,,,825637000.0,1358124000.0,,356509000.0,0.0,,211909000.0,,,,,,,,183489000.0,,,9562000.0,,,,0.0,,,13081000.0,12835000.0,-14000.0,,,,38010000.0,,60328000.0,,,,84150000.0,-14828000.0,0.37,,,-1904000.0,,524000.0,,,,,,,,-1864000.0,314130000.0,,154000.0,,19587000.0,,50766000.0,,,,8055000.0,-10240000.0,,,34744000.0,,,,,,8431000.0,21512000.0,285025000.0,,,,,140895000.0,,,,,,,,1386508000.0,45850000.0,706971000.0,,,,,,,-6773000.0,115488000.0,,115488000.0,,,,,,,,,,,,7333000.0,,,275498000.0,,125728000.0,,,,35312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,32527000.0,,1578888000.0,25196000.0,,207913000.0,16037000.0,97524000.0,-30652000.0,,,,,,589344000.0,,1626000.0,,,,,0.46,,,,526497000.0,,702430000.0,,309103000.0,,,,0.0,9372000.0,-34275000.0,,,,,,,,,,843584000.0,1370975000.0,,356509000.0,0.0,,224840000.0,,,,,,,,182717000.0,,,9546000.0,,,,0.0,,,16081000.0,16037000.0,-14000.0,,,,36598000.0,,62847000.0,,,,96426000.0,-30700000.0,0.46,,,12597000.0,,521000.0,,,,,,,,-1907000.0,343468000.0,,4271000.0,,19846000.0,,53301000.0,,,,135000.0,-17964000.0,,,34843000.0,,,,,,7660000.0,23741000.0,309103000.0,,,,,138533000.0,,,,,,,,1432928000.0,45040000.0,730498000.0,,,,,,,-30565000.0,97524000.0,,97524000.0,,,,,,,,,,,,7331000.0,,,291538000.0,,115488000.0,,,,35230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,51127000.0,87711000.0,33626000.0,,1631607000.0,26087000.0,7968000.0,214699000.0,15059000.0,87711000.0,-21352000.0,,96697000.0,147063000.0,-74931000.0,737378000.0,591346000.0,1.45,1043000.0,,,,72006000.0,,12720000.0,,,519340000.0,2148000.0,707348000.0,,318264000.0,,,689074000.0,0.0,5064000.0,-20709000.0,,,25681000.0,0.0,35156000.0,,707348000.0,-43506000.0,,860694000.0,1416908000.0,50856000.0,356509000.0,953000.0,591346000.0,256306000.0,147063000.0,34745000.0,-18042000.0,,50856000.0,689074000.0,,188612000.0,75087000.0,256306000.0,9529000.0,,5480346000.0,,3530000.0,9529000.0,,15092000.0,15059000.0,-16000.0,30474000.0,1452040000.0,,22463000.0,,72006000.0,744692000.0,6860000.0,22463000.0,96697000.0,-22427000.0,,,0.0,448000.0,860694000.0,528000.0,,,,29688000.0,-20785000.0,,953000.0,-1150000.0,329686000.0,,194000.0,,25681000.0,,58947000.0,,355000.0,56889000.0,8029000.0,-9813000.0,44238000.0,,,87711000.0,329686000.0,58947000.0,,,9948000.0,25040000.0,318264000.0,519340000.0,824546000.0,318264000.0,116856000.0,0.0,3530000.0,0.0,318264000.0,0.0,1.46,,356509000.0,1452040000.0,44238000.0,744692000.0,12624000.0,,,-2654000.0,,6304892000.0,-14398000.0,87711000.0,,87711000.0,275580000.0,,,,81601000.0,,-57918000.0,87711000.0,,13924000.0,,7539000.0,,,275580000.0,-6726000.0,97524000.0,,,87168000.0,,,355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,24882000.0,,1671895000.0,16223000.0,,210149000.0,4095000.0,95087000.0,-10108000.0,,,,,,607085000.0,,1973000.0,,,,,0.12,,,,534981000.0,,731837000.0,,318387000.0,,,,,-572000.0,-305000.0,,,,,,,,,,868094000.0,1461746000.0,,356509000.0,0.0,,253100000.0,,,,,,,,193926000.0,,,9030000.0,,,,4057000.0,,,4292000.0,4095000.0,-555000.0,,,,34833000.0,,72104000.0,,,,99357000.0,-10108000.0,0.12,,,3634000.0,,592000.0,,,,,,,,-1412000.0,348817000.0,,1465000.0,,25569000.0,,59017000.0,,,,14047000.0,7376000.0,,,34937000.0,,,,,,2801000.0,7093000.0,318387000.0,,,,,139452000.0,,,,,,,,1475179000.0,42877000.0,743342000.0,,,,,,,3939000.0,95087000.0,,95087000.0,,,,,,,,,,,,8659000.0,,,296172000.0,,87711000.0,,,,35434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,21019000.0,,,,,,-22471000.0,,,,,,,,-68926000.0,1293091000.0,,0.239797,,-1169000.0,,-28294000.0,,,-3423000.0,,,,76330000.0,,,,,,,,,,,,,-45000.0,87653160.0,,,-42064000.0,,,,21019000.0,,,,,,86885548.0,28688000.0,1165000.0,21019000.0,,,,14924000.0,,,,10101919000.0,,,,-100000000.0,,,,12869000.0,,,,,,,7658000.0,,,,,,-319802000.0,,,,,,,102302000.0,-48053000.0,,,,,1099000.0,,,,,,,,97614000.0,,,,,,,,,,,,,,,1403973000.0,,212520000.0,,,0.0,,,0.241916,,,,,,-3847000.0,,,-512000.0,,11505892000.0,,,,,,,,,33888000.0,,-388198000.0,11077000.0,,286737000.0,,,,,,-664000.0,,,,110882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,8400000.0,14077000.0,,,,,-32300000.0,,,,,,5625000.0,173914000.0,-66500000.0,1468000000.0,,0.095832,,133200000.0,,-18300000.0,1653873000.0,,-6000000.0,,,,93900000.0,,,,,-264571000.0,,,,,,,27901000.0,,87653160.0,,1504782000.0,-900000.0,,,,8400000.0,,,2635390000.0,,,86885548.0,74200000.0,,8400000.0,-169460000.0,,,11100000.0,709170000.0,,,11243800000.0,,,1445843000.0,-220000000.0,,,,11100000.0,3055399000.0,,,,,1550617000.0,8800000.0,0.0,,,,,-86000000.0,,420009000.0,,,,,120000000.0,-21400000.0,,,,,1100000.0,,,,,,,1791000.0,140700000.0,,,308349000.0,,,14077000.0,741375000.0,108386000.0,,,,,,981517000.0,1582700000.0,548586000.0,233400000.0,,68631000.0,1000000.0,813157000.0,75512000.0,0.096679,,665781000.0,,,,3000000.0,-3524000.0,,-531700000.0,,12826500000.0,,,,,724432000.0,,,,19500000.0,,-150000000.0,14100000.0,,12300000.0,,,,,,-1300000.0,,,,114700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,15504000.0,5310000.0,80003000.0,,3642440000.0,45645000.0,-4296000.0,447873000.0,12411000.0,5310000.0,-21598000.0,-47345000.0,7500000.0,208700000.0,-90625000.0,1581639000.0,2805679000.0,0.176879,2114000.0,102358000.0,,-134435000.0,1635251000.0,,-1425000.0,,,1170428000.0,86096000.0,1727321000.0,,895424000.0,,-325515000.0,-153956000.0,,-2142000.0,13982000.0,,170000.0,37408000.0,0.0,87653160.0,,1727321000.0,-48026000.0,,434108000.0,3194567000.0,15504000.0,663868000.0,0.0,2805679000.0,834769000.0,208700000.0,86885548.0,29125000.0,0.0,15504000.0,-153956000.0,2940000.0,402228000.0,14077000.0,834769000.0,1418110000.0,,11988485000.0,,79377000.0,1418110000.0,0.0,12411000.0,12411000.0,-25549000.0,14711000.0,3239787000.0,,0.0,,1635251000.0,1512466000.0,10464000.0,0.0,7500000.0,-23615000.0,,,-949000.0,-45468000.0,434108000.0,20604000.0,,,,132700000.0,-107318000.0,,,201000.0,848995000.0,702000.0,-8000.0,-325515000.0,37408000.0,,103847000.0,,1791000.0,119750000.0,60429000.0,-6637000.0,241281000.0,,,5310000.0,848995000.0,103847000.0,,-17000.0,12831000.0,25242000.0,569909000.0,1170428000.0,1697219000.0,569909000.0,249011000.0,124424000.0,79377000.0,-4515000.0,895424000.0,124424000.0,0.178442,7345000.0,663868000.0,3239787000.0,241281000.0,1512466000.0,-8767000.0,-5691000.0,,-30858000.0,,13685704000.0,36814000.0,5310000.0,,5310000.0,826790000.0,,,,30215000.0,,-93423000.0,5310000.0,,-35094000.0,,34157000.0,,-5691000.0,826790000.0,731000.0,11947000.0,,,115580000.0,,,1791000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,62700000.0,,3697600000.0,32700000.0,,449400000.0,6600000.0,7600000.0,-20300000.0,24100000.0,,,,,,,2500000.0,,,,,0.08,,,,,,,,,,,,,-2300000.0,-121300000.0,,200000.0,,,,,,,,,3248200000.0,,,-3200000.0,,,,,,,,,-43600000.0,416700000.0,,,,,,,,,,6600000.0,6600000.0,-2600000.0,,,,,,,,,,,-17300000.0,0.08,,,105300000.0,,21200000.0,,,,,,,,-200000.0,,,3300000.0,,,,,,,,-82700000.0,2300000.0,,,86874101.0,,,,,0.0,4700000.0,11300000.0,,,,,,,,,,,,-84300000.0,,,,,,,,,,,-100000000.0,,,,,,,,,,,,,,,30200000.0,,,,,5300000.0,,,,87600174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,75200000.0,,3792500000.0,47100000.0,,457300000.0,12800000.0,5500000.0,-21600000.0,-33700000.0,,,,,,,2300000.0,,,,,0.15,,,,,,,,,,,,,-4500000.0,-13900000.0,,300000.0,,,,,,,,,3335200000.0,,,0.0,,,,,,,,,5700000.0,410200000.0,,,,,,,,,,12800000.0,12800000.0,-4400000.0,,,,,,,,,,,-21600000.0,0.15,,,-13700000.0,,21800000.0,,,,,,,,-2700000.0,,,100000.0,,,,,,,,33200000.0,-2100000.0,,,86874101.0,,,,,-400000.0,9800000.0,22600000.0,,,,,,,,,,,,-13900000.0,,,,,,,,,,,11600000.0,,,,,,,,,,,,,,,30800000.0,,,,,7600000.0,,,,87637135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,57482000.0,,3795500000.0,27100000.0,,451600000.0,2900000.0,6758000.0,-24420000.0,61388000.0,,,,,2919907000.0,,2554000.0,,,,,0.03,,,,1236634000.0,,1895908000.0,,,,,-131706000.0,,4193000.0,35802000.0,,350000.0,,,,,,,,457368000.0,3343900000.0,,663990000.0,-51000.0,,953718000.0,195471000.0,,,,,,5604000.0,424500000.0,,,1458916000.0,,,,87966000.0,,,2900000.0,2900000.0,-2595000.0,,,,0.0,,1683273000.0,,,,7500000.0,-24830000.0,0.03,,,-52223000.0,,21600000.0,,,,,,,,-300000.0,881392000.0,,-153000.0,,40662000.0,,101342000.0,,,,77891000.0,1248000.0,,,86874101.0,,,,,48000.0,2300000.0,5200000.0,577017000.0,,,,,152116000.0,,,,,,-26901000.0,,3377275000.0,199698000.0,1481367000.0,,,,,,,53061000.0,6758000.0,,6758000.0,,,,,,,,,,,,30682000.0,,-5531000.0,878578000.0,,5500000.0,,,,87706396.0,,1791000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,56500000.0,9200000.0,108234000.0,,3984361000.0,53160000.0,3300000.0,489983000.0,34250000.0,9200000.0,-34380000.0,17312000.0,9400000.0,234100000.0,-98600000.0,1688200000.0,2897900000.0,0.65,2946000.0,69100000.0,,-136300000.0,1620900000.0,,-6100000.0,,,1277000000.0,85700000.0,1900300000.0,,990700000.0,,-396000000.0,-97500000.0,,-3493000.0,36098000.0,,350000.0,45000000.0,,86923077.0,,1900300000.0,-63300000.0,,493000000.0,3494378000.0,56500000.0,664000000.0,51000.0,2897900000.0,964600000.0,234100000.0,85606061.0,28800000.0,,56500000.0,-97500000.0,-1204000.0,436823000.0,5300000.0,964600000.0,1395800000.0,,13421700000.0,,89700000.0,1395800000.0,0.0,34250000.0,34250000.0,-16505000.0,40100000.0,3390900000.0,,0.0,,1620900000.0,1490600000.0,10300000.0,0.0,9400000.0,-34870000.0,,,-400000.0,-62177000.0,493000000.0,21147000.0,,,,121300000.0,-33500000.0,,,25456000.0,882600000.0,1200000.0,53000.0,-396000000.0,45000000.0,,100300000.0,,900000.0,127400000.0,99009000.0,2452000.0,186900000.0,,,9200000.0,882600000.0,100300000.0,,-48000.0,23219000.0,57469000.0,594700000.0,1277000000.0,1848300000.0,594700000.0,303600000.0,134100000.0,89700000.0,-3200000.0,990700000.0,134100000.0,0.66,-11199000.0,664000000.0,3390900000.0,186900000.0,1490600000.0,3900000.0,-4500000.0,,-26100000.0,,15270000000.0,64139000.0,9200000.0,,9200000.0,895900000.0,,,,96600000.0,,-100700000.0,9200000.0,,-22800000.0,,29618000.0,,-4500000.0,895900000.0,22200000.0,6758000.0,,,160100000.0,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,70000000.0,,3928900000.0,44000000.0,,481100000.0,12200000.0,11500000.0,-26400000.0,-40800000.0,,,,,2899200000.0,,2600000.0,,,,,0.14,,,,1223000000.0,,1918400000.0,,,,,-85300000.0,,-1700000.0,-72400000.0,,1100000.0,,,,,,,,505500000.0,3447800000.0,,668300000.0,0.0,,942600000.0,206900000.0,,,,,,-32700000.0,437100000.0,,,1451600000.0,,,,90700000.0,,,12200000.0,12200000.0,-3000000.0,,,,0.0,,1676200000.0,,,,9400000.0,-17700000.0,0.14,,,54600000.0,,21000000.0,,,,,,,,-2200000.0,916300000.0,,-1100000.0,,44900000.0,,97700000.0,,,,-25900000.0,2300000.0,,,86885548.0,,,,,-8900000.0,8600000.0,20800000.0,593300000.0,,,,,147800000.0,,,,,,20300000.0,,3404700000.0,179800000.0,1486300000.0,,,,,,,-43600000.0,11500000.0,,11500000.0,,,,,,,,,,,,28200000.0,,-5400000.0,855900000.0,,9200000.0,,,,87653160.0,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,,52800000.0,,3893900000.0,53800000.0,,486800000.0,17500000.0,9000000.0,-25100000.0,-26600000.0,,,,,2656200000.0,,8800000.0,,,,,0.17,,,,1213600000.0,,1935700000.0,,,,,-67800000.0,,-4300000.0,-25200000.0,,7700000.0,,,,,,,,756100000.0,3407100000.0,,668600000.0,0.0,,963900000.0,217900000.0,,,,,,4700000.0,433000000.0,,,1212700000.0,,,,96400000.0,,,17500000.0,17500000.0,-226000000.0,,,,0.0,,1442600000.0,,,,9400000.0,-25200000.0,0.18,,,-14000000.0,,23300000.0,,,,,,,,-1000000.0,911600000.0,,225700000.0,,46800000.0,,100800000.0,,,,36600000.0,-2500000.0,,,99107828.0,,,,,-300000.0,12000000.0,29500000.0,597700000.0,,,,,7800000.0,,,,,,-24700000.0,,3412300000.0,163500000.0,1476600000.0,,,,,,,11400000.0,9000000.0,,9000000.0,,,,,,,,,,,,28600000.0,,-3700000.0,975900000.0,,11500000.0,,,,100367528.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,66500000.0,,3909100000.0,37600000.0,,480800000.0,9400000.0,10700000.0,-56000000.0,97100000.0,,,,,2670300000.0,,7600000.0,,,,,0.09,,,,1270000000.0,,1945100000.0,,,,,-58400000.0,,4600000.0,50200000.0,,4800000.0,,,,,,,,769800000.0,3428300000.0,,676200000.0,0.0,,979100000.0,216900000.0,,,,,,19700000.0,443200000.0,,,1170200000.0,,,,97200000.0,,,9400000.0,9400000.0,-202400000.0,,,,0.0,,1400300000.0,,,,9400000.0,-25100000.0,0.09,-400000.0,,-49200000.0,,21600000.0,,,,,,,,-500000.0,899100000.0,,-5500000.0,,47100000.0,,98800000.0,,,,106900000.0,1700000.0,,,99698267.0,,,,,-31000000.0,6100000.0,15500000.0,604300000.0,,,,,110300000.0,,,,,,-7700000.0,,3440100000.0,167400000.0,1495000000.0,,,,,,,81800000.0,10700000.0,,10700000.0,,,,,,,,,,,,29400000.0,,-4000000.0,931000000.0,,9000000.0,,,,101360286.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,68300000.0,10900000.0,66700000.0,,4372900000.0,66800000.0,-12300000.0,561300000.0,29200000.0,10900000.0,-50100000.0,-11900000.0,0.0,231400000.0,-119700000.0,1807800000.0,2652600000.0,0.7,3100000.0,49500000.0,,-1200000.0,1335900000.0,0.29,-400000.0,,,1316700000.0,83900000.0,1938900000.0,,1101800000.0,,-464800000.0,-29200000.0,,1000000.0,45200000.0,,3600000.0,56200000.0,,98128626.0,,1938900000.0,-2200000.0,,802800000.0,3811600000.0,68300000.0,674000000.0,0.0,2652600000.0,968200000.0,231400000.0,96451931.0,115200000.0,227700000.0,68300000.0,-29200000.0,-21300000.0,494500000.0,9200000.0,968200000.0,1111600000.0,,14094800000.0,,111700000.0,1111600000.0,,29200000.0,29200000.0,-308900000.0,46200000.0,3455400000.0,,0.0,,1335900000.0,1516500000.0,50200000.0,0.0,0.0,-51700000.0,0.29,0.0,-39000000.0,-67000000.0,802800000.0,18000000.0,,,,118600000.0,-29600000.0,,,-100000.0,919700000.0,17200000.0,-7400000.0,-464800000.0,56200000.0,,81100000.0,,1000000.0,234900000.0,117300000.0,200000.0,149300000.0,,99833658.0,10900000.0,919700000.0,81100000.0,,,19500000.0,48700000.0,637000000.0,1316700000.0,2010000000.0,637000000.0,317000000.0,5300000.0,111700000.0,1100000.0,1101800000.0,5300000.0,0.71,10900000.0,674000000.0,3455400000.0,149300000.0,1516500000.0,1700000.0,-5800000.0,,-291000000.0,,16104800000.0,65600000.0,10900000.0,,10900000.0,1077600000.0,,,,114500000.0,,-157600000.0,10900000.0,,-75600000.0,,32400000.0,,-5800000.0,1077600000.0,-3800000.0,10700000.0,,,202200000.0,101839515.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
