date,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossProfit,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,trailingInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyChangeInAccountPayable,annualInterestExpense,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyGoodwill,trailingFreeCashFlow,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualDilutedEPS,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,annualOtherNonCashItems,annualPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyTaxProvision,annualRetainedEarnings,annualInventory,quarterlyInventory,quarterlyNetPPE,trailingChangeInInventory,annualCurrentLiabilities,quarterlyDilutedAverageShares,annualBasicAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingGrossProfit,trailingChangeInWorkingCapital,quarterlyCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualAccountsPayable,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualEbitda,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,trailingEndCashPosition,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,annualDilutedAverageShares,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyFreeCashFlow,quarterlyCurrentDebt,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualPretaxIncome,quarterlyBasicAverageShares,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:00.310176000,,,,,,,,,,350672000.0,-2785000.0,-27644000.0,,,,350672000.0,2000000.0,,341249000.0,10600000.0,,,,-115382000.0,66981000.0,,,,21556000.0,,,,,,,,,,18800000.0,-16100000.0,,2000000.0,,,,,-22346000.0,,0.0,,,,,18800000.0,,,-10600000.0,,,-4428000.0,,309589000.0,1200089000.0,,,,,,399489000.0,0.015751,-11500000.0,,,,79800000.0,2000000.0,,,,81354000.0,,,,0.0,,,0.015751,0.0,,,-291245000.0,,,,,,11500000.0,3100000.0,,,10024000.0,,-254350000.0,,,-18691000.0,0.0,309589000.0,,,,,,,,,-35509000.0,4600000.0,,126972043.0,,,,,2999000.0,,,427133000.0,,,,,,,,,,790913000.0,-6691000.0,,18800000.0,,,,-274000000.0,,0.0,,,,18800000.0,1991002000.0,,,0.0,,-143450000.0,,59419000.0,421049000.0,,,-7958000.0,-12250000.0,,126972043.0,,-19200000.0,,,,440241000.0,,2364000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.341798400,,,,,,,,,,,,,,,,,2200000.0,,,12500000.0,,,,,,,,,,,,,,,,,,,21600000.0,-18500000.0,,2200000.0,,,,,,,0.0,,,,,21600000.0,,,-12500000.0,,,,,,,,,,,,,0.015751,-13400000.0,,,,,2200000.0,,,,,,,,0.0,,,0.015751,0.0,,,,,,,,,13400000.0,2800000.0,,,,,,,,,0.0,,,,,,,,,,,5100000.0,,139669247.0,,,,,,,,,,,,,,,,,,,,,21600000.0,,,,,,0.0,,,,21600000.0,,,,0.0,,,,,,,,,,,139669247.0,,-21300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.373334400,,,,,,,,,,,,,,,,,2400000.0,,,15500000.0,,,,,,,,,,,,,,,,,,,24500000.0,-20000000.0,,2400000.0,,,,,,,0.0,,,,,24500000.0,,,-15500000.0,,,,,,,,,,,,,0.017327,-15600000.0,,,,,2400000.0,,,,,,,,0.0,,,0.017327,0.0,,,,,,,,,15600000.0,4400000.0,,,,,,,,,0.0,,,,,,,,,,,4400000.0,,138514788.0,,,,,,,,,,,,,,,,,,,,,24500000.0,,,,,,0.0,,,,24500000.0,,,,0.0,,,,,,,,,,,138514788.0,,-24400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.404870400,-4500000.0,6000000.0,,,,,,,,,,,300000.0,6800000.0,,,1900000.0,,,14500000.0,3300000.0,,,,,,,,,,,,,,,,,,24900000.0,3700000.0,,1900000.0,,,700000.0,,,,0.0,,,,,10400000.0,,,8900000.0,,,,400000.0,,,,,,,,,0.014176,6100000.0,1500000.0,,,,1900000.0,,,,,,,14500000.0,0.0,,100000.0,0.014176,0.0,,,,,,,,,17300000.0,3400000.0,,,,,,300000.0,,,23400000.0,,,,,,12300000.0,7400000.0,,,,2400000.0,,134026243.0,,,,,,,,,,,,,,,3300000.0,2300000.0,,,,,3600000.0,500000.0,,,,,0.0,,,6300000.0,4400000.0,,,2300000.0,0.0,,,,,,,,,,10800000.0,134026243.0,,0.0,,,,,,,,,,,,3400000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.436406400,-5000000.0,5700000.0,,,,,,,,,,,300000.0,6400000.0,,,1800000.0,,,15900000.0,4400000.0,,,,,,,,,,,,,,,,,,22000000.0,3700000.0,,1800000.0,,,400000.0,,,,0.0,,,,,9700000.0,,,8600000.0,,,,500000.0,,,,,,,,,0.014176,5700000.0,1500000.0,,,,1800000.0,,,,,,,12300000.0,0.0,,100000.0,0.014176,0.0,,,,,,,,,18800000.0,3200000.0,,,,,,300000.0,,,24500000.0,,,,,,13800000.0,7000000.0,,,,2000000.0,,126972231.0,,,,,,,,,,,,,,,4400000.0,2200000.0,,,,,3300000.0,400000.0,,,,,0.0,,,6100000.0,4000000.0,,,1900000.0,0.0,,,,,,,,,,11100000.0,126972231.0,,200000.0,,,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.444355200,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,6000000.0,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,72939147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,,,72939147.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.452131200,,,,,,,,,,,,,,,,,,6900000.0,,,,,,,,6900000.0,,,,,,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,0.004725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,72939147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004725,,,,,72939147.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.460080000,,,,,,,,,,,,,,,,,,7200000.0,,,,,,,,7200000.0,,,,,,,7200000.0,,,,,,,,,,,,,,,,,,,,,,,0.007876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,72939147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007876,,,,,72939147.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.468028800,-5500000.0,6400000.0,,,,,,,,,,,600000.0,7200000.0,15900000.0,,2600000.0,-15000000.0,,16400000.0,3600000.0,,,,,7400000.0,,11100000.0,,,,,-15000000.0,,,,,,27500000.0,12000000.0,,2600000.0,,,800000.0,,,,0.0,16200000.0,,,,12300000.0,,,8400000.0,,,,500000.0,,,8900000.0,,12000000.0,,,,0.022052,15900000.0,2100000.0,16400000.0,3900000.0,,2600000.0,500000.0,-5500000.0,,,0.0,,15200000.0,0.0,,1100000.0,0.022052,0.0,,600000.0,,,,,2800000.0,,8900000.0,11700000.0,,500000.0,,,,300000.0,,,24800000.0,,,,,,16200000.0,7800000.0,7800000.0,5600000.0,,3900000.0,,72939147.0,,300000.0,11700000.0,,,,,,,,,,,2200000.0,3600000.0,2200000.0,,,,,5100000.0,500000.0,,,,,0.0,3600000.0,,5600000.0,5900000.0,,,2800000.0,0.0,,,24800000.0,,,8400000.0,,,,11100000.0,72939147.0,,0.0,3600000.0,,1100000.0,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.475977600,,,,,,,,,,,,,,,,,,7800000.0,,,,,,,,7800000.0,,,,,,,7800000.0,,,,,,,,,,,,,,,,,,,,,,,0.009451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,72939147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009451,,,,,72939147.0,,,,,,,,,,,,,,,,
