date,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyCostOfRevenue,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,trailingPretaxIncome,annualNetIncome,annualFreeCashFlow,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,annualInvestingCashFlow,quarterlyNetIncome,annualPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,annualOtherNonCashItems,annualOperatingIncome,annualDilutedEPS,annualOtherCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingGrossProfit,trailingOtherIncomeExpense,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualTotalRevenue,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualInventory,trailingCashDividendsPaid,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,trailingNetIncome,annualBasicEPS,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,annualChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1970-01-01 00:00:00.591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388515,,6100000,,,6100000,,,,,,,,,,,,,,,,,,,,,,,,,6100000,,,,,,,,,,,,15700790.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.388515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900000,,,14900000,14900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.599529600,,,,,,15526878.0,,,,,27900000.0,,,550700000.0,,,,265200000.0,,,,,,,,,,,6200000,,,6200000,,,,,550700000.0,,,254800000.0,265200000.0,,,68600000.0,1.796884,,,,,,15526878.0,,,,,,6200000,,295900000.0,,,,,,,,,,,,,,,,,,,,,,,,,68600000.0,,,,,,,254800000.0,27900000.0,,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27900000.0,,,,24400000,,,24400000,18100000,,,,-6300000.0,,,,,62300000.0,,,,,,,,,,,,295900000.0,,,,,,,1.796884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.607305600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,6300000,,,6300000,,,,,,,,,,,,,,,,,,,,,,,,,6300000,,,,,,,,,,,,15443400.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500000,,,14500000,14500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15443400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.615168000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485644,,7400000,,,7400000,,,,,,,,,,,,,,,,,,,,,,,,,7400000,,,,,,,,,,,,15237488.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.485644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14600000,,,14600000,14600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15237488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.623116800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36909,,5600000,,,5600000,,,,,,,,,,,,,,,,,,,,,,,,,5600000,,,,,,,,,,,,15172463.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.36909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,,,15000000,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15172463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.631065600,,,,,,15331491.0,,,,,27400000.0,,,555100000.0,,,,275100000.0,,,,,,,,,,,8200000,,,8200000,,,,,555100000.0,,,250400000.0,275100000.0,,,70400000.0,1.787171,,,,,,15331491.0,,,,,,8200000,,304700000.0,,,,,,,,,,,,,,,,,,,,,,,,,70400000.0,,,,,,,250400000.0,27400000.0,,,,,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27400000.0,,,,26300000,,,26300000,18700000,,,,-7600000.0,,,,,62800000.0,,,,,,,,,,,,304700000.0,,,,,,,1.787171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.638841600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417654,,6400000,,,6400000,,,,,,,,,,,,,,,,,,,,,,,,,6400000,,,,,,,,,,,,15323684.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.417654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,,,15000000,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15323684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.646704000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271961,,4000000,,,4000000,,,,,,,,,,,,,,,,,,,,,,,,,4000000,,,,,,,,,,,,14708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.271961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900000,,,14900000,14900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.654652800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,6000000,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,14708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700000,,,14700000,14700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.662601600,,,,,,15150436.0,,,,,18100000.0,,,536700000.0,,,,275800000.0,,,,,,,,,,,1700000,,,1700000,,,,,536700000.0,,,235300000.0,275800000.0,,,67600000.0,1.194685,,,,,,15150436.0,,,,,,1700000,,301400000.0,,,,,,,,,,,,,,,,,,,,,,,,,67600000.0,,,,,,,235300000.0,18100000.0,,,,,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18100000.0,,,,23000000,,,23000000,12200000,,,,-10800000.0,,,,,56800000.0,,,,,,,,,,,,301400000.0,,,,,,,1.194685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.670377600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388515,,5800000,,,5800000,,,,,,,,,,,,,,,,,,,,,,,,,5800000,,,,,,,,,,,,14928620.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.388515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300000,,,14300000,14300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14928620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.678240000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,6000000,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,14708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300000,,,14300000,14300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.686188800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223396,,3300000,,,3300000,,,,,,,,,,,,,,,,,,,,,,,,,3300000,,,,,,,,,,,,14771948.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.223396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000,,,14000000,14000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14771948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.694137600,9200000.0,,,,,14795159.0,,,,,19400000.0,27800000.0,,517100000.0,,,,213500000.0,,,,,,,,,,8800000.0,4200000,,,4200000,,,,,517100000.0,,,225700000.0,213500000.0,,4800000.0,65100000.0,1.31124,,,,,53600000.0,14795159.0,,,,,4000000.0,4200000,,291400000.0,,,,,,,,,,,,,,,,28200000.0,,,,,,-300000.0,,474900000.0,69100000.0,,,,,-100000.0,,225700000.0,19400000.0,,,,,27200000.0,-8500000.0,15900000.0,,,,,,,,-400000.0,,,,,-37100000.0,,,,,,,,1400000.0,,,,,,19400000.0,,-28300000.0,,22500000,,,22500000,15400000,53600000.0,,,-7100000.0,,,,,58000000.0,,,,,,,,,,,,291400000.0,,,,,,,1.31124,,,,,,,,,,,474900000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.702000000,,,,,,,,,,,,,,515100000.0,,,,211600000.0,,,7600000.0,,,,,,0.359377,,5400000,,600000.0,5400000,,1000000.0,,,,,,,,,,,,,,6600000.0,,53600000.0,,,,,,,5400000,,287600000.0,,,,1800000.0,,1500000.0,,,-7200000.0,15026011.0,,100000.0,,,,,,,,,,,,,,,,,,,-200000.0,227500000.0,,,1800000.0,0.359377,,,,,,-1200000.0,,,,,,,,,,,,,,,-1800000.0,,,,,15800000.0,,,,,,-9000000.0,,,15900000,,,14900000,13700000,,,,,,,,,,7600000.0,-1400000.0,400000.0,,,,,,,,,,,,,,,,,,,15026011.0,,,,2600000.0,,,,472200000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.709862400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009713,,200000,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,15026011.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.009713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700000,,,13700000,13700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15026011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.717811200,,,,,,,,,,,,,,507500000.0,,,,204900000.0,,,,,,,,,0.330238,,4800000,,500000.0,4800000,,,,,,,,,,,,,,,,6400000.0,,54100000.0,,,,,,,4800000,,282600000.0,,,,,,,,,,14534965.0,,200000.0,,,,,,,,,,,,,,,,,,,,224900000.0,,,,0.330238,,,,,,-3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18800000,,,18800000,15300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14534965.0,,,,,,,,449300000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.725760000,2800000.0,,,,,14726618.0,,,,,11300000.0,24800000.0,,503300000.0,,,,209300000.0,,,3600000.0,,,,,,,2600000.0,1700000,,600000.0,1700000,,1100000.0,,,503300000.0,,,221900000.0,209300000.0,,9800000.0,76000000.0,0.767318,,,6200000.0,,51300000.0,14726618.0,,,,,4300000.0,1700000,,281400000.0,,,,-2500000.0,,-2400000.0,,,-6500000.0,,,4700000.0,,,600000.0,25000000.0,,,,,,-800000.0,,448400000.0,80300000.0,,,,,-100000.0,-900000.0,221900000.0,11300000.0,,-2400000.0,,,25900000.0,-11900000.0,15800000.0,,-11600000.0,,,,,,-200000.0,,,,,-27700000.0,,,,-1300000.0,2300000.0,,,300000.0,,,,-100000.0,,12100000.0,-3600000.0,-19600000.0,,33100000,,,32000000,20400000,51300000.0,,,-17800000.0,,,,,58200000.0,3700000.0,7500000.0,-2300000.0,-400000.0,,,,,,,,281400000.0,,,,,,,0.767318,,,,,,,-6600000.0,,,-1200000.0,448400000.0,-1200000.0,,,,,,,,,,,,,,,,,,,,,,,
