date,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyCostOfRevenue,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,trailingPretaxIncome,annualNetIncome,annualFreeCashFlow,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,annualInvestingCashFlow,quarterlyNetIncome,annualPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,annualOtherNonCashItems,annualOperatingIncome,annualDilutedEPS,annualOtherCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingGrossProfit,trailingOtherIncomeExpense,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualTotalRevenue,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualInventory,trailingCashDividendsPaid,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,trailingNetIncome,annualBasicEPS,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,annualChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1970-01-01 00:00:00.512611200,,,-65000000.0,,,,,,,-1710000000.0,,,,,,,,,,-230000000.0,,,-1324000000.0,,3693000000.0,,0.417654,,2100000,,,2100000,35000000.0,,,,,,,,,8877000000.0,,,,,,,,,,,,-207000000.0,3887000000.0,,2100000,,,,,,,,,,,,5028084.0,,,-1284000000.0,,,,,,,,,,,,,,2118000000.0,600000000.0,,,,,,,,0.417654,,,,,,,,-274000000.0,,77000000.0,190000000.0,,,,-18000000.0,,,576000000.0,,,,,,,,,-2597000000.0,,,453000000.0,,,,,4600000,61000000.0,-125000000.0,4600000,4600000,,,-1226000000.0,,1401000000.0,,,,,,,,,,,,,,,-1558000000.0,,,-107000000.0,,,1761000000.0,14000000.0,,,,5028084.0,,-59000000.0,,,,8800000000.0,,,,1401000000.0,,,-1771000000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.427367,,2200000,,,2200000,,,,,,,,,,,,,,,,,,,,,,,,,2200000,,,,,,,,,,,,5147800.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.427367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000,,,4600000,4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.427367,,2200000,,,2200000,,,,,,,,,,,,,,,,,,,,,,,,,2200000,,,,,,,,,,,,5147800.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.427367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000,,,4600000,4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,,,,,,5118384.0,,,,,8700000.0,,,153200000.0,,,,61300000.0,,,,,,,,,,,2200000,,,2200000,,,,,153200000.0,,,73400000.0,61300000.0,,,19700000.0,1.699755,,,,,,5118384.0,,,,,,2200000,,79800000.0,,,,,,,,,,,,,,,,,,,,,,,,,19700000.0,,,,,,,73400000.0,8700000.0,,,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700000.0,,,,5900000,,,5900000,4700000,,,,-1200000.0,,,,,18500000.0,,,,,,,,,,,,79800000.0,,,,,,,1.699755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,6400000,,,6400000,,,,,,,,,,,,,,,,,,,,,,,,,6400000,,,,,,,,,,,,15688533.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.407941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500000,,,14500000,14500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15688533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466219,,7200000,,,7200000,,,,,,,,,,,,,,,,,,,,,,,,,7200000,,,,,,,,,,,,15443400.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.466219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,,,15000000,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15443400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43708,,6800000,,,6800000,,,,,,,,,,,,,,,,,,,,,,,,,6800000,,,,,,,,,,,,15557796.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.43708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,,,15000000,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15557796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,,,,,,15560395.0,,,,,26600000.0,,,534300000.0,,,,228600000.0,,,,,,,,,,,6100000,,,6100000,,,,,534300000.0,,,259900000.0,228600000.0,,,64600000.0,1.709468,,,,,,15560395.0,,,,,,6100000,,274400000.0,,,,,,,,,,,,,,,,,,,,,,,,,64600000.0,,,,,,,259900000.0,26600000.0,,,,,25800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26600000.0,,,,20100000,,,20100000,14000000,,,,-6100000.0,,,,,58500000.0,,,,,,,,,,,,274400000.0,,,,,,,1.709468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43708,,6800000,,,6800000,,,,,,,,,,,,,,,,,,,,,,,,,6800000,,,,,,,,,,,,15557796.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.43708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500000,,,14500000,14500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15557796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563347,,8800000,,,8800000,,,,,,,,,,,,,,,,,,,,,,,,,8800000,,,,,,,,,,,,15620910.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.563347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14800000,,,14800000,14800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15620910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
