,timestamp,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyDilutedEPS,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingPurchaseOfInvestment,annualCostOfRevenue,annualNonCurrentDeferredRevenue,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,annualOtherNonCashItems,annualBasicAverageShares,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingStockBasedCompensation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingNetIncome,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualBasicEPS,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,annualInvestmentsAndAdvances,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingBasicEPS
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,631065600,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,5500000.0,,,,,,,,,,,,
2,638841600,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,5500000.0,,,,,,,,,,,,
3,646704000,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,5500000.0,,,,,,,,,,,,
4,654652800,,1400000.0,10100000.0,44444444.0,200000.0,,4900000.0,,2200000.0,5100000.0,-100000.0,8700000.0,22100000.0,,,17700000.0,2200000.0,,,,0.0,1800000.0,1000000.0,1200000.0,,,22000000.0,5400000.0,,4300000.0,22000000.0,,1800000.0,,4000000.0,1400000.0,,1300000.0,,2700000.0,0.0,0.09,,,,,,10100000.0,400000.0,,,,600000.0,44444444.0,11900000.0,,,,9300000.0,1200000.0,,,1000000.0,900000.0,,1400000.0,,,,,,,,17700000.0,,,,,6000000.0,400000.0,,3900000.0,,,8700000.0,1400000.0,4000000.0,,,,,6300000.0,,,,,0.0,,,,11900000.0,9300000.0,,2000000.0,,6200000.0,,,,-800000.0,-1600000.0,7200000.0,,2700000.0,5500000.0,,9300000.0,500000.0,,,4300000.0,,14000000.0,,9300000.0,1200000.0,,,,,,,,,,,,,1300000.0,,,,-1100000.0,5600000.0,5500000.0,,,3600000.0,15200000.0,-2000000.0,-11400000.0,,,,-3200000.0,,,,,200000.0,,,3900000.0,,6200000.0,,,,,,,,,,,,0.0,,20300000.0,,-1600000.0,0.09,,,-11400000.0,,,,,,,,,,,,
5,662601600,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100000.0,,,,,,,8100000.0,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,8100000.0,,,,,,,,,,,,
6,670377600,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,53333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600000.0,,,,,,,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,53333333.0,,,,,,,,,,9600000.0,,,,,,,,,,,,
7,678240000,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100000.0,,,,,,,11100000.0,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,,,,11100000.0,,,,,,,,,,,,
8,686188800,,2100000.0,14500000.0,50000000.0,-1700000.0,4900000.0,2200000.0,,5800000.0,5100000.0,-600000.0,12400000.0,40500000.0,,,22200000.0,5800000.0,,,,0.0,2000000.0,1100000.0,1800000.0,,,35400000.0,5500000.0,,13200000.0,35400000.0,,3700000.0,,3500000.0,2100000.0,,1200000.0,,1700000.0,0.0,0.07,,,,,,14500000.0,6300000.0,,,2000000.0,-300000.0,50000000.0,20900000.0,,,,12200000.0,3700000.0,,,1100000.0,1100000.0,,2100000.0,,,,,,,,22200000.0,,,,,5400000.0,6300000.0,,6900000.0,,,12400000.0,2100000.0,3500000.0,,,,,8800000.0,,,,,0.0,,,,20900000.0,12200000.0,,2900000.0,,9400000.0,,,,3400000.0,-3800000.0,9300000.0,,1700000.0,10700000.0,,12200000.0,700000.0,,,13200000.0,,28000000.0,,12200000.0,1800000.0,,,,,,,,,,,,,1200000.0,,,,-3200000.0,11700000.0,10700000.0,,,3500000.0,31700000.0,-4700000.0,-23700000.0,,,,-5900000.0,,,,,300000.0,,,6900000.0,,9400000.0,,,,,,,,,,,,100000.0,,36800000.0,,-3800000.0,0.07,,,-23700000.0,,,,,,,,,,,,
9,694137600,,2500000.0,,,,,,5500000.0,7100000.0,,,13200000.0,,,,24700000.0,,,,8400000.0,,,1400000.0,,,0.025,,,,13100000.0,37800000.0,,,,,,,,,,0.0,,,1400000.0,,,,15700000.0,6200000.0,,,,,,,,11800000.0,-200000.0,,,,,1400000.0,1400000.0,,2500000.0,-500000.0,,,,200000.0,,0.0,,,,,,,,1200000.0,,,,,,,,,12200000.0,,,,2200000.0,,9800000.0,,,,,22100000.0,,0.025,,-400000.0,,56000000.0,,,,-4900000.0,,,2000000.0,,,16900000.0,,,,,,,100000.0,16900000.0,2000000.0,,,2500000.0,,,,,,,,,,1500000.0,,,,,13000000.0,11800000.0,,,,,,2000000.0,,-500000.0,-100000.0,,5600000.0,,,,,,,6900000.0,,9700000.0,,,,800000.0,,,,,-100000.0,56000000.0,,,4700000.0,,,,,,,3400000.0,,,,,,,,,,,,
10,702000000,,2000000.0,,,,,,1200000.0,8700000.0,,,15600000.0,,,,58600000.0,,,,9100000.0,,,1600000.0,,,0.03,,,,10100000.0,68700000.0,,,,,,,,,,0.0,,,1100000.0,,,,17600000.0,2700000.0,,,,,,,,13000000.0,30600000.0,,,,,1600000.0,1600000.0,,2000000.0,-11200000.0,,,,100000.0,,0.0,,,,,,,,1400000.0,,,,,,,,,0.0,,,,2500000.0,,10600000.0,,,,,51100000.0,,0.03,,100000.0,,53333333.0,,,,-3800000.0,,,11500000.0,,,39000000.0,,,,,,,,39000000.0,2100000.0,,,400000.0,,,,,,,,,,1600000.0,,,,,14400000.0,11200000.0,,,,,,2400000.0,,30400000.0,-1800000.0,,3000000.0,,,,,,,7400000.0,,11900000.0,,,,900000.0,,,,,0.0,53333333.0,,,22100000.0,,,,,,,3900000.0,,,,,,,,,,,,
11,709862400,,1600000.0,,,,,,3500000.0,10700000.0,,,18000000.0,,,,62200000.0,,,,10300000.0,,,2000000.0,,,0.035,,,,10400000.0,72600000.0,,,,,,,,,,0.0,,,1200000.0,-11700000.0,,,19600000.0,900000.0,,,,,,,,14300000.0,0.0,,,,,2000000.0,2000000.0,,1600000.0,-13000000.0,,,,300000.0,,0.0,,,,,,,,1800000.0,,,,,,,,,0.0,,,,3100000.0,1600000.0,11500000.0,,,,,53000000.0,,0.035,,-700000.0,,57142857.0,,,,-3800000.0,,,23200000.0,,,29200000.0,,,,,,,,29200000.0,2100000.0,,,900000.0,,,,,,,,,,1800000.0,,,,,16100000.0,11700000.0,,,,,,2800000.0,,-900000.0,-600000.0,,4100000.0,,,,,,,7900000.0,,14100000.0,,,,1100000.0,,,0.0,,0.0,57142857.0,,,-9800000.0,,,,,,,4000000.0,,,,,,,,,,,,
