,annualAccumulatedDepreciation,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,annualCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGoodwill,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,trailingPurchaseOfBusiness,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualChangeInInventory,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,annualCapitalStock,trailingNetOtherInvestingChanges,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,trailingGrossProfit,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,annualNetPPE,trailingRepaymentOfDebt,annualAccountsPayable,annualRepaymentOfDebt,annualEbitda,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyDilutedEPS,quarterlyBasicAverageShares,annualBasicAverageShares,trailingPurchaseOfInvestment,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,annualBasicEPS,trailingCommonStockIssuance,annualDilutedEPS
1293753600,-462800000.0,33500000.0,33700000.0,,,50300000.0,-27700000.0,136700000.0,-50700000.0,,,,6000000.0,962400000.0,,94300000.0,,57200000.0,233100000.0,6700000.0,5800000.0,,,-13800000.0,348400000.0,6800000.0,1631900000.0,-113000000.0,6700000.0,4600000.0,30000000.0,,-27700000.0,1269500000.0,30200000.0,751200000.0,5700000.0,,31100000.0,29100000.0,-16800000.0,,0.0,-27500000.0,,189300000.0,-99500000.0,90100000.0,157100000.0,4900000.0,26700000.0,1467500000.0,12800000.0,,2100000.0,,,8700000.0,0.0,751200000.0,,99700000.0,-175000000.0,300000.0,962400000.0,2200000.0,211200000.0,233100000.0,,2100000.0,48000000.0,-462800000.0,,-203300000.0,1112400000.0,2100000.0,53100000.0,-101900000.0,,300000.0,104300000.0,,,6000000.0,20900000.0,-13600000.0,-2300000.0,647800000.0,0.0,97500000.0,10400000.0,5100000.0,,-241600000.0,,73700000.0,-8700000.0,,1700600000.0,,99700000.0,-200000.0,5200000.0,65200000.0,1169100000.0,,65200000.0,211200000.0,,74500000.0,,647800000.0,0.0,,,151000000.0,,-5100000.0,,314900000.0,,151000000.0,11300000.0,6700000.0,18000000.0,87000000.0,87000000.0,,,11800000.0,62800000.0,23800000.0,1169100000.0,,136700000.0,-833400000.0,160300000.0,140800000.0,-27700000.0,,,3400000.0,74500000.0,6700000.0,105400000.0,,,1700600000.0,-4500000.0,,1467500000.0,,1631900000.0,-3200000.0,53100000.0,6700000.0,6700000.0,,,,-6100000.0,7100000.0,-1600000.0,57500000.0,-500000.0,104300000.0,-46300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,66200000.0,,,,-15100000.0,-23300000.0,89100000.0,,,,,,1000500000.0,,,,,,,,,,7600000.0,465300000.0,37300000.0,1602500000.0,-165000000.0,5000000.0,,25700000.0,,22000000.0,,2300000.0,,,,,,,,,-30100000.0,,,-151500000.0,,,-2200000.0,28900000.0,,,,,,,9000000.0,0.0,760700000.0,,146800000.0,-519000000.0,,,200000.0,239800000.0,199900000.0,,1400000.0,,-481900000.0,,,,,15700000.0,,,-5900000.0,216000000.0,,,7100000.0,,-13700000.0,,,,99300000.0,64000000.0,-2400000.0,,,,,,,,,,200000.0,-31500000.0,42100000.0,1120600000.0,,,,,80100000.0,139700000.0,675800000.0,0.0,,,,,-1700000.0,,399100000.0,,81100000.0,,,19900000.0,,117800000.0,,,6700000.0,,,,,,,,,,,,,,,,,,1811300000.0,-11400000.0,,1611400000.0,,,50300000.0,,5000000.0,5000000.0,,,,-38300000.0,8000000.0,-100000.0,,0.0,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,65600000.0,,,,-14800000.0,-22500000.0,78400000.0,,,,,,971800000.0,,,,,,,,,,-7200000.0,361600000.0,36900000.0,1615100000.0,-20900000.0,2400000.0,,79700000.0,,-300000.0,,-8300000.0,,,,,,,,,-33300000.0,,,100000.0,,,51200000.0,28700000.0,,,,,,,8600000.0,0.0,318200000.0,,146900000.0,-134000000.0,,,-200000.0,653600000.0,188300000.0,,1600000.0,,-499800000.0,,,,,15800000.0,,,41500000.0,218500000.0,,,7300000.0,,-15500000.0,,,,-6300000.0,24600000.0,51200000.0,,,,,,,,,,0.0,22700000.0,42400000.0,1115300000.0,,,,,546000000.0,-300000.0,249800000.0,0.0,,,,,-2600000.0,,296000000.0,,140600000.0,,,20100000.0,,117000000.0,,,5000000.0,,,,,,,,,,,,,,,,,,1795000000.0,35300000.0,,1606700000.0,,,9100000.0,,2400000.0,2400000.0,,,,-7700000.0,8400000.0,-7000000.0,,1800000.0,,17100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,94500000.0,,,,13400000.0,-22800000.0,120900000.0,,,,,,979100000.0,,,,,,,,,,-38000000.0,383300000.0,64700000.0,1656000000.0,-46700000.0,2000000.0,,95300000.0,,-15000000.0,,45800000.0,,,,,,,,,-34100000.0,,,-23400000.0,,,66100000.0,29800000.0,,,,,,,9400000.0,0.0,287100000.0,,146900000.0,-101000000.0,,,200000.0,692000000.0,198200000.0,,2700000.0,,-518300000.0,,,,,16000000.0,,,66300000.0,222200000.0,,,7100000.0,,-17200000.0,,,,-14000000.0,60300000.0,65900000.0,,,,,,,,,,200000.0,10000000.0,57400000.0,1137700000.0,,,,,571100000.0,12600000.0,249800000.0,0.0,,,,,-400000.0,,288800000.0,,127400000.0,,,20600000.0,,115400000.0,,,2400000.0,,,,,,,,,,,,,,,,,,1839400000.0,59500000.0,,1641200000.0,,,43100000.0,,2000000.0,2000000.0,,,,-7500000.0,8600000.0,-6100000.0,,-200000.0,,6300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-537200000.0,35900000.0,37300000.0,,,62800000.0,-21200000.0,188100000.0,-104200000.0,,,,11100000.0,1062700000.0,,117800000.0,,119200000.0,239900000.0,6700000.0,-10700000.0,,,77500000.0,387200000.0,5300000.0,1719000000.0,-41400000.0,6700000.0,0.0,34000000.0,,-7300000.0,1569800000.0,-9700000.0,793500000.0,46300000.0,-29200000.0,75200000.0,33900000.0,-66400000.0,,0.0,-34900000.0,,169700000.0,0.0,99900000.0,234600000.0,4700000.0,30600000.0,1663700000.0,39900000.0,,1900000.0,,,10300000.0,0.0,793500000.0,,141900000.0,-671000000.0,600000.0,1062700000.0,5000000.0,269200000.0,239900000.0,,1900000.0,100400000.0,-537200000.0,,-174800000.0,1335200000.0,6700000.0,16500000.0,-132400000.0,,-1500000.0,208700000.0,,,11100000.0,30100000.0,-57800000.0,-15100000.0,746800000.0,0.0,-9100000.0,55200000.0,4500000.0,,-274000000.0,,81000000.0,-600000.0,,1903600000.0,,141900000.0,200000.0,8300000.0,64700000.0,1181800000.0,,64700000.0,269200000.0,,81100000.0,17700000.0,746800000.0,0.0,,,161400000.0,,4700000.0,,351300000.0,,161400000.0,14900000.0,6700000.0,20400000.0,113900000.0,113900000.0,,,2000000.0,116800000.0,36900000.0,1181800000.0,,188100000.0,-1425000000.0,234700000.0,204100000.0,-21200000.0,,,5200000.0,81100000.0,6700000.0,69900000.0,,,1903600000.0,-8200000.0,,1663700000.0,,1719000000.0,-2600000.0,16500000.0,6700000.0,6700000.0,,,,-12900000.0,8900000.0,-1900000.0,119800000.0,13300000.0,208700000.0,-34600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,73400000.0,,,,-75700000.0,-19200000.0,168000000.0,,,,,,1228400000.0,,,,,,,,,,-12300000.0,530900000.0,36300000.0,2265800000.0,-365200000.0,6100000.0,,62000000.0,,19000000.0,,400000.0,,,,,,,,,-36700000.0,,,-311400000.0,,,24200000.0,37100000.0,,,,,,,11900000.0,0.0,923900000.0,,153800000.0,-604000000.0,,,0.0,304500000.0,291400000.0,,1300000.0,,-719700000.0,,,,,22200000.0,,,23300000.0,108500000.0,,,14700000.0,,-53400000.0,,,,302700000.0,61000000.0,24000000.0,,,,,,,,,,200000.0,500000.0,69000000.0,1546100000.0,,,,,98000000.0,234200000.0,865200000.0,0.0,,,,,-1500000.0,,457500000.0,,70100000.0,,,25200000.0,,143200000.0,,,7600000.0,,,,,,,,,,,,,,,,,,2288900000.0,12300000.0,,1997500000.0,,,7600000.0,,6100000.0,6100000.0,,,,-13200000.0,12600000.0,-1500000.0,,1100000.0,,55100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,34500000.0,,,,-63400000.0,-16800000.0,133600000.0,,,,,,1213900000.0,,,,,,,,,,-14600000.0,338400000.0,13900000.0,2305900000.0,-67500000.0,5500000.0,,101000000.0,,-5100000.0,,200000.0,,,,,,,,,-42700000.0,,,19800000.0,,,80300000.0,20600000.0,,,,,,,11000000.0,0.0,987400000.0,,153800000.0,-203000000.0,,,0.0,226500000.0,254700000.0,,1500000.0,,-727200000.0,,,,,22500000.0,,,79100000.0,147100000.0,,,14300000.0,,-46400000.0,,,,56300000.0,10600000.0,79800000.0,,,,,,,,,,500000.0,77500000.0,74000000.0,1578700000.0,,,,,86200000.0,13800000.0,948300000.0,0.0,,,,,-600000.0,,303900000.0,,55900000.0,,,9600000.0,,141100000.0,,,6100000.0,,,,,,,,,,,,,,,,,,2333500000.0,68900000.0,,2078800000.0,,,-35800000.0,,5500000.0,5500000.0,,,,2200000.0,11100000.0,-40900000.0,,0.0,,39800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,47100000.0,,,,43400000.0,-15500000.0,170000000.0,,,,,,1375900000.0,,,,,,,,,,48500000.0,350800000.0,21200000.0,2413700000.0,-210100000.0,8400000.0,,25100000.0,,2400000.0,,900000.0,,,,,,,,,-49300000.0,,,-113600000.0,,,2200000.0,25900000.0,,,,,,,11100000.0,0.0,1080200000.0,,153800000.0,-255000000.0,,,0.0,295700000.0,270600000.0,,2900000.0,,-739900000.0,,,,,28300000.0,,,1300000.0,229000000.0,,,14000000.0,,-52700000.0,,,,125800000.0,87200000.0,1900000.0,,,,,,,,,,300000.0,-10900000.0,71600000.0,1673800000.0,,,,,111600000.0,197200000.0,1038300000.0,0.0,,,,,2900000.0,,303700000.0,,72600000.0,,,14800000.0,,139000000.0,,,5500000.0,,,,,,,,,,,,,,,,,,2517400000.0,-9500000.0,,2246800000.0,,,34500000.0,,8400000.0,8400000.0,,,,-112100000.0,8100000.0,-43900000.0,,100000.0,,-11500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-751700000.0,77600000.0,45800000.0,,,-37600000.0,-14700000.0,112600000.0,-200400000.0,,,,17000000.0,1888800000.0,,45300000.0,,173000000.0,309100000.0,1300000.0,29900000.0,,,-115000000.0,500600000.0,115900000.0,2479100000.0,-427700000.0,1300000.0,-6300000.0,91500000.0,17300000.0,-3000000.0,1720700000.0,1300000.0,1655400000.0,-133300000.0,0.0,124200000.0,42200000.0,-207900000.0,,0.0,-52600000.0,,455200000.0,-466200000.0,-75500000.0,232600000.0,67300000.0,-38300000.0,2662900000.0,-93400000.0,,2400000.0,,,11800000.0,0.0,1655400000.0,,153800000.0,-729500000.0,1000000.0,1888800000.0,0.0,233400000.0,309100000.0,,2400000.0,168000000.0,-751700000.0,,-871400000.0,1488100000.0,7600000.0,27400000.0,-181300000.0,,64300000.0,558000000.0,,,17000000.0,2800000.0,-47900000.0,-184000000.0,1620300000.0,0.0,454500000.0,-33900000.0,67300000.0,,-1070500000.0,,63400000.0,13300000.0,,2972000000.0,,153800000.0,0.0,-38200000.0,74700000.0,1727400000.0,,74700000.0,233400000.0,,69800000.0,10000000.0,1620300000.0,0.0,,,95000000.0,,-7100000.0,,423000000.0,17300000.0,95000000.0,0.0,1300000.0,13800000.0,136900000.0,136900000.0,,,8400000.0,187300000.0,28900000.0,1727400000.0,,112600000.0,-1791500000.0,279600000.0,124900000.0,-14700000.0,,,1300000.0,69800000.0,1300000.0,939300000.0,,,2972000000.0,52500000.0,,2662900000.0,,2479100000.0,-81800000.0,27400000.0,1300000.0,1300000.0,,,,-84800000.0,10400000.0,-97700000.0,174000000.0,-1200000.0,558000000.0,-53500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,80000000.0,,,,77000000.0,-14000000.0,282000000.0,,,,,,2205000000.0,,,,,,,,,,55000000.0,731000000.0,60000000.0,3690000000.0,-608000000.0,37000000.0,,88000000.0,,46000000.0,,4000000.0,,,,,,,,,-57000000.0,,,-507000000.0,,,56000000.0,20000000.0,,,,,,,16000000.0,0.0,1781000000.0,,154000000.0,-690000000.0,,,0.0,424000000.0,473000000.0,,2000000.0,,-1084000000.0,,,,,36000000.0,,,52000000.0,326000000.0,,,24000000.0,,-101000000.0,,,,496000000.0,147000000.0,55000000.0,,,,,,,,,,1000000.0,8000000.0,30000000.0,2606000000.0,,,,,97000000.0,494000000.0,1739000000.0,0.0,,,,,35000000.0,,651000000.0,16000000.0,115000000.0,,,20000000.0,,135000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,3846000000.0,31000000.0,,3373000000.0,,,46000000.0,,37000000.0,37000000.0,,,,-60000000.0,12000000.0,-26000000.0,,0.0,,-79000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,128000000.0,,,,-5000000.0,-13000000.0,277000000.0,,,,,,2189000000.0,,,,,,,,,,47000000.0,775000000.0,112000000.0,3784000000.0,-160000000.0,9000000.0,,143000000.0,,-7000000.0,,2000000.0,,,,,,,,,-69000000.0,,,-66000000.0,,,106000000.0,16000000.0,,,,,,,16000000.0,0.0,1779000000.0,,154000000.0,-270000000.0,,,-486000000.0,410000000.0,420000000.0,,2000000.0,,-1105000000.0,,,,,36000000.0,,,102000000.0,384000000.0,,,23000000.0,,-94000000.0,,,,9000000.0,123000000.0,106000000.0,,,,,,,,,,0.0,8000000.0,36000000.0,2679000000.0,,,,,90000000.0,69000000.0,1740000000.0,0.0,,,,,-28000000.0,,647000000.0,19000000.0,109000000.0,,,23000000.0,,133000000.0,,,37000000.0,,,,,,,,,,,,,,,,,,3939000000.0,86000000.0,,3519000000.0,,,29000000.0,,9000000.0,9000000.0,,,,9000000.0,14000000.0,-61000000.0,,0.0,,53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,24000000.0,,,,-73000000.0,-12000000.0,197000000.0,,,,,,2198000000.0,,,,,,,,,,-87000000.0,672000000.0,10000000.0,4088000000.0,-441000000.0,1000000.0,,42000000.0,,-17000000.0,,2000000.0,,,,,,,,,-72000000.0,,,-359000000.0,,,3000000.0,14000000.0,,,,,,,15000000.0,0.0,1840000000.0,,154000000.0,-686000000.0,,,486000000.0,358000000.0,420000000.0,,3000000.0,,-1128000000.0,,,,,36000000.0,,,-1000000.0,532000000.0,,,22000000.0,,-82000000.0,,,,439000000.0,-6000000.0,2000000.0,,,,,,,,,,1000000.0,7000000.0,54000000.0,2960000000.0,,,,,59000000.0,432000000.0,1801000000.0,0.0,,,,,-8000000.0,,648000000.0,51000000.0,93000000.0,,,25000000.0,,131000000.0,,,9000000.0,,,,,,,,,,,,,,,,,,4331000000.0,-20000000.0,,3911000000.0,,,-88000000.0,,1000000.0,1000000.0,,,,18000000.0,14000000.0,-63000000.0,,0.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-1151000000.0,63000000.0,62000000.0,,,52000000.0,-11000000.0,232000000.0,-363000000.0,,,,21000000.0,2353000000.0,,70000000.0,,198000000.0,503000000.0,12000000.0,-89000000.0,,,-43000000.0,802000000.0,43000000.0,4156000000.0,-178000000.0,12000000.0,10000000.0,78000000.0,24000000.0,-13000000.0,2980000000.0,6000000.0,1631000000.0,51000000.0,5000000.0,105000000.0,52000000.0,-34000000.0,,0.0,-82000000.0,,1083000000.0,-92000000.0,-39000000.0,295000000.0,41000000.0,20000000.0,4023000000.0,-28000000.0,,3000000.0,,,15000000.0,0.0,1631000000.0,,154000000.0,-7000000.0,8000000.0,2353000000.0,0.0,722000000.0,503000000.0,,3000000.0,181000000.0,-1151000000.0,,-1024000000.0,2685000000.0,2000000.0,40000000.0,-280000000.0,335000000.0,28000000.0,627000000.0,,,21000000.0,14000000.0,-86000000.0,-242000000.0,1590000000.0,0.0,129000000.0,60000000.0,35000000.0,,-1387000000.0,,93000000.0,9000000.0,,4526000000.0,,154000000.0,6000000.0,10000000.0,67000000.0,3005000000.0,,67000000.0,722000000.0,,88000000.0,88000000.0,1590000000.0,0.0,,,130000000.0,,11000000.0,,739000000.0,24000000.0,130000000.0,0.0,12000000.0,25000000.0,129000000.0,129000000.0,,,1000000.0,225000000.0,33000000.0,3005000000.0,,232000000.0,-1653000000.0,351000000.0,324000000.0,-11000000.0,,,0.0,88000000.0,12000000.0,1073000000.0,,,4526000000.0,8000000.0,,4023000000.0,,4156000000.0,-26000000.0,40000000.0,12000000.0,12000000.0,335000000.0,,,-1000000.0,12000000.0,-92000000.0,206000000.0,0.0,627000000.0,-64000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,125000000.0,,2000000.0,,-16000000.0,-9000000.0,228000000.0,,,,,,2726000000.0,,,,,,,,,,3000000.0,1081000000.0,108000000.0,4333000000.0,-896000000.0,27000000.0,,137000000.0,,34000000.0,,2000000.0,,,,,,,,,-86000000.0,,,-834000000.0,,,92000000.0,17000000.0,,,,,,,16000000.0,0.0,2352000000.0,,154000000.0,-314000000.0,,,1000000.0,374000000.0,504000000.0,,2000000.0,,-1187000000.0,,,,,41000000.0,,,79000000.0,1410000000.0,,,27000000.0,,-63000000.0,,,,765000000.0,146000000.0,89000000.0,,,,,,,,,,3000000.0,3000000.0,33000000.0,3146000000.0,,,,,78000000.0,677000000.0,2310000000.0,0.0,,,,,15000000.0,,956000000.0,19000000.0,130000000.0,,,26000000.0,,127000000.0,,,12000000.0,,,,,,,,,,,,,,,,,,5437000000.0,47000000.0,,4933000000.0,,,83000000.0,,27000000.0,27000000.0,21000000.0,,,-231000000.0,19000000.0,-65000000.0,,,,-14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,52000000.0,,0.0,,-3000000.0,-9000000.0,226000000.0,,,,,,2737000000.0,,,,,,,,,,54000000.0,812000000.0,37000000.0,4420000000.0,-102000000.0,57000000.0,,81000000.0,,1000000.0,,3000000.0,,,,,,,,,-106000000.0,,,-30000000.0,,,30000000.0,15000000.0,,,,,,,15000000.0,0.0,2358000000.0,,154000000.0,-21000000.0,,,16000000.0,379000000.0,486000000.0,,2000000.0,,-1213000000.0,,,,,42000000.0,,,29000000.0,1426000000.0,,,29000000.0,,-88000000.0,,,,-22000000.0,154000000.0,29000000.0,,,,,,,,,,1000000.0,16000000.0,32000000.0,3207000000.0,,,,,71000000.0,110000000.0,2310000000.0,0.0,,,,,30000000.0,,760000000.0,52000000.0,94000000.0,,,28000000.0,,124000000.0,,,27000000.0,,,,,,,,,,,,,,,,,,5468000000.0,2000000.0,,4982000000.0,,,66000000.0,,57000000.0,57000000.0,0.0,,,-5000000.0,23000000.0,-28000000.0,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,128000000.0,,0.0,,-3000000.0,-9000000.0,226000000.0,,,,,,2752000000.0,,,,,,,,,,-10000000.0,868000000.0,111000000.0,4512000000.0,-118000000.0,97000000.0,,167000000.0,,-32000000.0,,2000000.0,,,,,,,,,-111000000.0,,,-28000000.0,,,118000000.0,17000000.0,,,,,,,17000000.0,0.0,2359000000.0,,154000000.0,0.0,,,5000000.0,393000000.0,573000000.0,,4000000.0,,-1238000000.0,,,,,46000000.0,,,116000000.0,1434000000.0,,,27000000.0,,-95000000.0,,,,23000000.0,135000000.0,116000000.0,,,,,,,,,,2000000.0,29000000.0,64000000.0,3274000000.0,,,,,43000000.0,137000000.0,2311000000.0,0.0,,,,,40000000.0,,740000000.0,59000000.0,92000000.0,,,27000000.0,,122000000.0,,,57000000.0,,,,,,,,,,,,,,,,,,5617000000.0,86000000.0,,5044000000.0,,,40000000.0,,97000000.0,97000000.0,0.0,,,-3000000.0,22000000.0,-23000000.0,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-1264000000.0,216000000.0,64000000.0,,,-45000000.0,-9000000.0,196000000.0,-338000000.0,,,,30000000.0,2713000000.0,,67000000.0,,437000000.0,590000000.0,25000000.0,68000000.0,,,-43000000.0,881000000.0,198000000.0,4611000000.0,-120000000.0,25000000.0,13000000.0,254000000.0,85000000.0,1000000.0,3642000000.0,7000000.0,2112000000.0,-67000000.0,,303000000.0,86000000.0,-240000000.0,,0.0,-117000000.0,,1001000000.0,-34000000.0,186000000.0,521000000.0,203000000.0,18000000.0,5149000000.0,4000000.0,,2000000.0,,,16000000.0,0.0,2112000000.0,,154000000.0,0.0,6000000.0,2713000000.0,6000000.0,601000000.0,590000000.0,,2000000.0,423000000.0,-1264000000.0,,-926000000.0,3121000000.0,12000000.0,51000000.0,-420000000.0,250000000.0,199000000.0,1459000000.0,,,30000000.0,14000000.0,-92000000.0,-151000000.0,2061000000.0,0.0,-41000000.0,89000000.0,203000000.0,,-1236000000.0,,110000000.0,4000000.0,,5739000000.0,,154000000.0,0.0,27000000.0,63000000.0,3347000000.0,,63000000.0,601000000.0,,128000000.0,77000000.0,2061000000.0,0.0,,,106000000.0,,-72000000.0,,665000000.0,85000000.0,106000000.0,0.0,25000000.0,29000000.0,120000000.0,120000000.0,,,97000000.0,454000000.0,75000000.0,3347000000.0,,196000000.0,-335000000.0,639000000.0,524000000.0,-9000000.0,,,28000000.0,128000000.0,25000000.0,725000000.0,,,5739000000.0,168000000.0,,5149000000.0,,4611000000.0,-3000000.0,51000000.0,25000000.0,25000000.0,250000000.0,,,-1000000.0,22000000.0,-35000000.0,443000000.0,,1459000000.0,38000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,90000000.0,,,,-59000000.0,-8000000.0,136000000.0,,,,,,2638000000.0,,,,,,,,,,42000000.0,568000000.0,69000000.0,4664000000.0,-90000000.0,33000000.0,,121000000.0,,27000000.0,,2000000.0,,,,,,,,,-120000000.0,,,-25000000.0,,,70000000.0,21000000.0,,,,,,,21000000.0,0.0,2113000000.0,,154000000.0,-162000000.0,,,0.0,525000000.0,470000000.0,,2000000.0,,-1290000000.0,,,,,51000000.0,,,69000000.0,1481000000.0,,,28000000.0,,-65000000.0,,,,-90000000.0,188000000.0,69000000.0,,,,,,,,,,1000000.0,23000000.0,36000000.0,3374000000.0,,,,,80000000.0,31000000.0,2062000000.0,0.0,,,,,8000000.0,,478000000.0,33000000.0,73000000.0,,,29000000.0,,117000000.0,,,25000000.0,,,,,,,,,,,,,,,,,,5644000000.0,38000000.0,,5174000000.0,,,123000000.0,,33000000.0,33000000.0,250000000.0,,,-1000000.0,22000000.0,-25000000.0,,,,61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
